nome_aceito_correto,splink_t20,gbif_t20,splink_sp,gbif_sp,sum
Abarema acreana,FALSE,FALSE,FALSE,FALSE,0
Abarema brachystachya,TRUE,TRUE,TRUE,TRUE,4
Abarema villifera,FALSE,FALSE,FALSE,FALSE,0
Abatia angeliana,FALSE,FALSE,TRUE,TRUE,2
Abutilon anodoides,FALSE,FALSE,FALSE,FALSE,0
Abutilon nigricans,FALSE,FALSE,TRUE,TRUE,2
Abutilon venosum,TRUE,TRUE,TRUE,TRUE,4
Acaena eupatoria,TRUE,FALSE,TRUE,TRUE,3
Acalypha brasiliensis,TRUE,TRUE,TRUE,TRUE,4
Acanthostachys pitcairnioides,TRUE,FALSE,TRUE,FALSE,2
Acanthosyris paulo-alvinii,NA,FALSE,NA,FALSE,0
Accara elegans,FALSE,FALSE,FALSE,FALSE,0
Achyrocline eriodes,FALSE,FALSE,FALSE,FALSE,0
Acianthera adiri,FALSE,FALSE,FALSE,FALSE,0
Acianthera guimaraensii,FALSE,FALSE,TRUE,TRUE,2
Acianthera heringeri,FALSE,FALSE,FALSE,FALSE,0
Acianthera langeana,FALSE,NA,FALSE,NA,0
Acianthera ophiantha,FALSE,FALSE,FALSE,FALSE,0
Acianthera papillosa,FALSE,FALSE,FALSE,FALSE,0
Acianthera pernambucensis,FALSE,NA,FALSE,NA,0
Acicarpha tribuloides,TRUE,FALSE,TRUE,FALSE,2
Acmella pusilla,FALSE,NA,FALSE,NA,0
Acritopappus catolesensis,FALSE,FALSE,FALSE,FALSE,0
Acritopappus connatifolius,FALSE,FALSE,FALSE,FALSE,0
Acritopappus irwinii,FALSE,FALSE,FALSE,FALSE,0
Acritopappus pintoi,FALSE,FALSE,FALSE,FALSE,0
Acroceras excavatum,FALSE,FALSE,TRUE,TRUE,2
Acrocomia emensis,FALSE,FALSE,TRUE,TRUE,2
Acrocomia hassleri,FALSE,FALSE,TRUE,TRUE,2
Actinocephalus cabralensis,FALSE,FALSE,FALSE,FALSE,0
Actinocephalus ciliatus,FALSE,FALSE,FALSE,FALSE,0
Actinocephalus cipoensis,FALSE,FALSE,FALSE,FALSE,0
Actinocephalus claussenianus,FALSE,FALSE,FALSE,FALSE,0
Actinocephalus heterotrichus,FALSE,FALSE,FALSE,FALSE,0
Actinocephalus rhizomatosus,FALSE,FALSE,FALSE,FALSE,0
Actinocephalus scytophyllus,FALSE,FALSE,FALSE,FALSE,0
Actinostemon klotzschii,TRUE,TRUE,TRUE,TRUE,4
Adamantinia miltonioides,FALSE,FALSE,FALSE,FALSE,0
Adenocalymma dichilum,FALSE,FALSE,FALSE,FALSE,0
Adenocalymma divaricatum,NA,FALSE,NA,FALSE,0
Adenocalymma hypostictum,FALSE,FALSE,FALSE,FALSE,0
Adenocalymma ubatubense,FALSE,FALSE,TRUE,FALSE,1
Adenophaedra cearensis,FALSE,FALSE,FALSE,FALSE,0
Adesmia paranensis,FALSE,FALSE,FALSE,FALSE,0
Adiantum diphyllum,FALSE,FALSE,FALSE,FALSE,0
Adiantum discolor,FALSE,FALSE,FALSE,FALSE,0
Adiantum mynsseniae,FALSE,FALSE,TRUE,FALSE,1
Adiantum papillosum,FALSE,FALSE,FALSE,FALSE,0
Adiantum tetragonum,FALSE,FALSE,FALSE,FALSE,0
Aechmea alopecurus,FALSE,FALSE,FALSE,FALSE,0
Aechmea amicorum,FALSE,FALSE,FALSE,FALSE,0
Aechmea azurea,FALSE,FALSE,FALSE,FALSE,0
Aechmea bambusoides,FALSE,FALSE,FALSE,FALSE,0
Aechmea candida,FALSE,FALSE,FALSE,FALSE,0
Aechmea capixabae,FALSE,FALSE,FALSE,FALSE,0
Aechmea cariocae,FALSE,FALSE,FALSE,FALSE,0
Aechmea castanea,FALSE,FALSE,FALSE,FALSE,0
Aechmea echinata,FALSE,FALSE,FALSE,FALSE,0
Aechmea entringeri,FALSE,NA,FALSE,NA,0
Aechmea fosteriana,FALSE,FALSE,FALSE,FALSE,0
Aechmea gamosepala,TRUE,FALSE,TRUE,TRUE,3
Aechmea kertesziae,FALSE,FALSE,FALSE,FALSE,0
Aechmea kleinii,FALSE,FALSE,FALSE,FALSE,0
Aechmea lingulata,FALSE,FALSE,FALSE,FALSE,0
Aechmea macrochlamys,FALSE,FALSE,FALSE,FALSE,0
Aechmea muricata,FALSE,FALSE,FALSE,FALSE,0
Aechmea mutica,FALSE,FALSE,FALSE,FALSE,0
Aechmea orlandiana,FALSE,FALSE,FALSE,FALSE,0
Aechmea pimenti-velosoi,NA,FALSE,NA,FALSE,0
Aechmea podantha,FALSE,FALSE,FALSE,FALSE,0
Aechmea recurvata,FALSE,FALSE,TRUE,TRUE,2
Aechmea recurvata var. ortgiesii,NA,FALSE,NA,FALSE,0
Aechmea roberto-seidelii,FALSE,FALSE,FALSE,FALSE,0
Aechmea rubrolilacina,FALSE,NA,FALSE,NA,0
Aechmea setigera,FALSE,FALSE,FALSE,FALSE,0
Aechmea sphaerocephala,FALSE,FALSE,FALSE,FALSE,0
Aechmea triangularis,FALSE,FALSE,FALSE,FALSE,0
Aechmea vanhoutteana,FALSE,FALSE,TRUE,TRUE,2
Aechmea werdermannii,FALSE,FALSE,FALSE,FALSE,0
Aechmea winkleri,FALSE,FALSE,FALSE,FALSE,0
Aechmea wittmackiana,FALSE,FALSE,TRUE,FALSE,1
Aegiphila capitata,FALSE,FALSE,FALSE,FALSE,0
Aegiphila duckei,FALSE,NA,FALSE,NA,0
Aeschynomene fructipendula,FALSE,FALSE,FALSE,FALSE,0
Aeschynomene sensitiva var. hispidula,NA,TRUE,NA,TRUE,2
Agalinis bandeirensis,FALSE,FALSE,FALSE,FALSE,0
Agalinis brachyphylla,FALSE,FALSE,FALSE,FALSE,0
Agalinis communis,TRUE,TRUE,TRUE,TRUE,4
Agalinis itambensis,FALSE,FALSE,FALSE,FALSE,0
Agalinis nana,FALSE,NA,FALSE,NA,0
Agalinis ramulifera,TRUE,TRUE,TRUE,TRUE,4
Agalinis schwackeana,FALSE,FALSE,FALSE,FALSE,0
Agarista niederleinii,TRUE,FALSE,TRUE,TRUE,3
Agarista nummularia,TRUE,FALSE,TRUE,FALSE,2
Agarista pulchra,TRUE,FALSE,TRUE,TRUE,3
Agenium leptocladum,TRUE,FALSE,TRUE,TRUE,3
Agrianthus almasensis,FALSE,FALSE,FALSE,FALSE,0
Agrianthus giuliettiae,FALSE,FALSE,FALSE,FALSE,0
Agrimonia parviflora,FALSE,FALSE,TRUE,TRUE,2
Agrostis lenis,FALSE,FALSE,TRUE,FALSE,1
Agrostis longiberbis,TRUE,FALSE,TRUE,FALSE,2
Aguiaria excelsa,FALSE,FALSE,FALSE,FALSE,0
Aiouea benthamiana,FALSE,FALSE,FALSE,FALSE,0
Aiouea bracteata,FALSE,FALSE,TRUE,FALSE,1
Aiouea lehmannii,FALSE,FALSE,FALSE,FALSE,0
Aiouea macedoana,FALSE,NA,FALSE,NA,0
Aiouea piauhyensis,FALSE,FALSE,TRUE,FALSE,1
Aiouea trinervis,TRUE,FALSE,TRUE,TRUE,3
Akrosida macrophylla,FALSE,FALSE,TRUE,FALSE,1
Alansmia senilis,FALSE,FALSE,TRUE,FALSE,1
Albizia burkartiana,FALSE,FALSE,FALSE,FALSE,0
Albizia edwallii,TRUE,TRUE,TRUE,TRUE,4
Albizia glabripetala,FALSE,FALSE,FALSE,FALSE,0
Alcantarea duarteana,FALSE,FALSE,FALSE,FALSE,0
Alcantarea farneyi,FALSE,FALSE,FALSE,FALSE,0
Alcantarea geniculata,FALSE,FALSE,FALSE,FALSE,0
Alcantarea glaziouana,TRUE,FALSE,TRUE,FALSE,2
Alcantarea imperialis,TRUE,FALSE,TRUE,FALSE,2
Alcantarea nahoumii,FALSE,FALSE,FALSE,FALSE,0
Alcantarea nevaresii,NA,FALSE,NA,FALSE,0
Alcantarea vinicolor,FALSE,FALSE,FALSE,FALSE,0
Aldama aspilioides,FALSE,FALSE,TRUE,FALSE,1
Aldama corumbensis,FALSE,FALSE,FALSE,FALSE,0
Aldama filifolia,FALSE,FALSE,FALSE,FALSE,0
Aldama goyazii,TRUE,FALSE,TRUE,FALSE,2
Aldama linearifolia,FALSE,FALSE,FALSE,FALSE,0
Aldama paranensis,FALSE,FALSE,FALSE,FALSE,0
Aldama vernonioides,FALSE,FALSE,FALSE,FALSE,0
Aldina microphylla,FALSE,FALSE,FALSE,FALSE,0
Aldina occidentalis,FALSE,FALSE,FALSE,FALSE,0
Aldina polyphylla,FALSE,NA,FALSE,NA,0
Algernonia brasiliensis,TRUE,FALSE,TRUE,FALSE,2
Algernonia dimitrii,FALSE,FALSE,FALSE,FALSE,0
Algernonia kuhlmannii,FALSE,FALSE,FALSE,FALSE,0
Algernonia riedelii,TRUE,FALSE,TRUE,FALSE,2
Allagoptera brevicalyx,FALSE,FALSE,FALSE,FALSE,0
Allantoma integrifolia,FALSE,FALSE,FALSE,FALSE,0
Allantoma kuhlmannii,FALSE,FALSE,FALSE,FALSE,0
Allantoma pauciramosa,FALSE,FALSE,FALSE,FALSE,0
Allantoma uaupensis,FALSE,FALSE,FALSE,FALSE,0
Allophylus melanophloeus,TRUE,TRUE,TRUE,TRUE,4
Allophylus membranifolius,FALSE,FALSE,TRUE,TRUE,2
Aloysia hatschbachii,FALSE,FALSE,FALSE,FALSE,0
Alseis involuta,FALSE,FALSE,TRUE,FALSE,1
Alstroemeria amabilis,FALSE,FALSE,FALSE,FALSE,0
Alstroemeria apertiflora,FALSE,FALSE,TRUE,TRUE,2
Alstroemeria brasiliensis,FALSE,FALSE,FALSE,FALSE,0
Alstroemeria capixaba,FALSE,FALSE,FALSE,FALSE,0
Alstroemeria caryophyllaea,TRUE,TRUE,TRUE,TRUE,4
Alstroemeria foliosa,TRUE,TRUE,TRUE,TRUE,4
Alstroemeria malmeana,FALSE,NA,FALSE,NA,0
Alstroemeria orchidioides,FALSE,FALSE,TRUE,TRUE,2
Alstroemeria penduliflora,FALSE,FALSE,FALSE,FALSE,0
Alstroemeria plantaginea,TRUE,FALSE,TRUE,FALSE,2
Alstroemeria variegata,NA,TRUE,NA,TRUE,2
Alternanthera aquatica,TRUE,FALSE,TRUE,FALSE,2
Alternanthera bahiensis,FALSE,FALSE,TRUE,FALSE,1
Alternanthera flavescens,TRUE,FALSE,TRUE,FALSE,2
Alternanthera hirtula,FALSE,FALSE,FALSE,FALSE,0
Alternanthera januarensis,FALSE,FALSE,FALSE,FALSE,0
Alternanthera kurtzii,TRUE,TRUE,TRUE,TRUE,4
Alternanthera lanceolata,FALSE,FALSE,TRUE,FALSE,1
Alternanthera micrantha,FALSE,FALSE,TRUE,FALSE,1
Alternanthera paronychioides,TRUE,FALSE,TRUE,FALSE,2
Alternanthera reineckii,FALSE,FALSE,TRUE,FALSE,1
Altoparadisium chapadense,FALSE,FALSE,FALSE,FALSE,0
Amaioua monteiroi,FALSE,FALSE,FALSE,FALSE,0
Amaranthus rosengurtii,FALSE,FALSE,FALSE,FALSE,0
Amauropelta novaeana,FALSE,FALSE,FALSE,FALSE,0
Amburana acreana,FALSE,FALSE,FALSE,FALSE,0
Amburana cearensis,FALSE,FALSE,TRUE,TRUE,2
Amburana erythrosperma,TRUE,TRUE,TRUE,TRUE,4
