nome_aceito_correto,notas_all
Eremanthus polycephalus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eremanthus praetermissus,"NA"
Eremanthus reticulatus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Eremanthus syncephalus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Eriocaulon cinereum,"NA"
Eriocaulon melanolepis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eriochloa distachya,"NA"
Eriochrysis filiformis,"NA"
Eriocnema acaulis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eriope anamariae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eriope blanchetii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eriope crassipes,"NA"
Eriope luetzelburgii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eriope machrisae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eriope obovata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eriosema crinitum,"NA"
Eriosema glaziovii,"NA"
Eriosema platycarpon,"NA"
Eriotheca candolleana,"NA"
Eriotheca pentaphylla,"NA"
Eriotheca pubescens,"NA"
Erisma arietinum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Erisma lanceolatum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Erycina pusilla,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eryngium corallinum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eryngium divaricatum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eryngium dorae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eryngium dusenii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eryngium ekmanii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eryngium eriophorum,"NA"
Eryngium eurycephalum,"NA"
Eryngium falcifolium,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eryngium glaziovianum,"NA"
Eryngium koehneanum,"NA"
Eryngium ombrophilum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eryngium ramboanum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eryngium sanguisorba,"NA"
Eryngium scirpinum,"NA"
Eryngium smithii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eryngium stenophyllum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eryngium urbanianum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eryngium zosterifolium,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Erythrina crista-galli,"NA"
Erythrina mulungu,Nome original era sinônimo
Erythrina speciosa,"NA"
Erythrina verna,"NA"
Erythroxylum ambiguum,"NA"
Erythroxylum anguifugum,"NA"
Erythroxylum bezerrae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Erythroxylum catharinense,"NA"
Erythroxylum citrifolium,"NA"
Erythroxylum coelophlebium,"NA"
Erythroxylum compressum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Erythroxylum cuneifolium,Nome original era sinônimo-NA
Erythroxylum cuspidifolium,"NA"
Erythroxylum daphnites,"NA"
Erythroxylum gonocladum,Nome original mal escrito
Erythroxylum leal-costae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Erythroxylum mattos-silvae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Erythroxylum membranaceum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Erythroxylum myrsinites,"NA"
Erythroxylum nelson-rosae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Erythroxylum passerinum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Erythroxylum pauferrense,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Erythroxylum pelleterianum,"NA"
Erythroxylum petrae-caballi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Erythroxylum pulchrum,"NA"
Erythroxylum suberosum,"NA"
Erythroxylum tianguanum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Erythroxylum tortuosum,"NA"
Escallonia bifida,"NA"
Escallonia chlorophylla,"NA"
Escallonia farinacea,"NA"
Escallonia obtusissima,"NA"
Escallonia petrophila,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eschweilera alvimii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eschweilera amazoniciformis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eschweilera compressa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eschweilera rabeliana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eschweilera subcordata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eschweilera tetrapetala,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Escobedia grandiflora,"NA"
Esenbeckia grandiflora,"NA"
Esenbeckia hieronymi,"NA"
Esenbeckia irwiniana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Esenbeckia leiocarpa,"NA"
Esenbeckia pilocarpoides,"NA"
Espostoopsis dybowskii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Esterhazya caesarea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eubrachion ambiguum,"NA"
Eugenia acutata,Nome original era sinônimo-NA
Eugenia angustissima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia anomala,"NA"
Eugenia arenosa,"NA"
Eugenia astringens,Nome original era sinônimo-NA
Eugenia aurata,"NA"
Eugenia bacopari,"NA"
Eugenia bahiensis,"NA"
Eugenia batingabranca,"NA"
Eugenia beaurepairiana,"NA"
Eugenia bimarginata,"NA"
Eugenia blanda,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia brasiliensis,"NA"
Eugenia brunneopubescens,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia bunchosiifolia,Nome original era sinônimo-NA
Eugenia burkartiana,"NA"
Eugenia candolleana,"NA"
Eugenia catharinensis,"NA"
Eugenia cerasiflora,"NA"
Eugenia cereja,"NA"
Eugenia chlorophylla,"NA"
Eugenia cinerascens,"NA"
Eugenia copacabanensis,"NA"
Eugenia dipetala,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia disperma,Nome original era sinônimo-NA
Eugenia dodonaeifolia,"NA"
Eugenia dysenterica,"NA"
Eugenia egensis,"NA"
Eugenia elongata,"NA"
Eugenia excelsa,"NA"
Eugenia expansa,"NA"
Eugenia flavescens,"NA"
Eugenia florida,"NA"
Eugenia francavilleana,"NA"
Eugenia fusca,"NA"
Eugenia gracillima,"NA"
Eugenia guanabarina,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Eugenia hamiltonii,"NA"
Eugenia handroana,"NA"
Eugenia handroi,"NA"
Eugenia hermesiana,"NA"
Eugenia hiemalis,"NA"
Eugenia involucrata,"NA"
Eugenia ischnosceles,"NA"
Eugenia itacarensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia joenssonii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia kleinii,"NA"
Eugenia klotzschiana,"NA"
Eugenia lambertiana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia laxa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia leonorae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia leptoclada,"NA"
Eugenia longibracteata,"NA"
Eugenia longipetiolata,"NA"
Eugenia macahensis,"NA"
Eugenia macrobracteolata,"NA"
Eugenia malacantha,"NA"
Eugenia mansoi,"NA"
Eugenia mattosii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia melanogyna,"NA"
Eugenia modesta,"NA"
Eugenia monosperma,"NA"
Eugenia mosenii,"NA"
Eugenia multicostata,"NA"
Eugenia myrcianthes,"NA"
Eugenia myrciariifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia neophaea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia neosilvestris,"NA"
Eugenia neotristis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia neoverrucosa,"NA"
Eugenia nutans,"NA"
Eugenia pachyclada,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia pantagensis,"NA"
Eugenia percincta,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia peruibensis,"NA"
Eugenia piloensis,Nome original mal escrito-NA
Eugenia pisiformis,Nome original era sinônimo-NA
Eugenia pithecocephala,"NA"
Eugenia platysema,"NA"
Eugenia plicata,"NA"
Eugenia pluriflora,"NA"
Eugenia prasina,"NA"
Eugenia pruinosa,"NA"
Eugenia pseudomalacantha,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia puberula,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia punicifolia,"NA"
Eugenia pyriformis,"NA"
Eugenia regia,"NA"
Eugenia reitziana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia repanda,Nome original era sinônimo-NA
Eugenia rotundicosta,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia sclerocalyx,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia sellowiana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Eugenia serraegrandis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia solimoensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia sonderiana,"NA"
Eugenia speciosa,"NA"
Eugenia sphenoides,"NA"
Eugenia sphenophylla,"NA"
Eugenia squamiflora,"NA"
Eugenia stigmatosa,"NA"
Eugenia subavenia,"NA"
Eugenia subglomerata,Nome original era sinônimo
Eugenia subterminalis,Nome original era sinônimo-NA
Eugenia subundulata,"NA"
Eugenia sulcata,"NA"
Eugenia supraaxillaris,"NA"
Eugenia tenuiflora,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia tenuipedunculata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Eugenia umbrosa,"NA"
Eugenia vattimoana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia verticillata,"NA"
Eugenia villaenovae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eugenia viridiflora,Nome original era sinônimo
Eugenia zuccarinii,"NA"
Eumachia cymuligera,"NA"
Eupatorium lineatum,"NA"
Euphorbia appariciana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Euphorbia attastoma,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Euphorbia comosa,"NA"
Euphorbia cotinifolia,"NA"
Euphorbia crossadenia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Euphorbia gymnoclada,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Euphorbia holochlorina,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Euplassa cantareirae,"NA"
Euplassa hoehnei,"NA"
Euplassa inaequalis,"NA"
Euplassa incana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Euplassa itatiaiae,"NA"
Euplassa legalis,"NA"
Euplassa nebularis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Euplassa semicostata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Euploca salicoides,"NA"
Eurystyles lorenzii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Euterpe edulis,"NA"
Euxylophora paraensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Evolvulus aurigenius,"NA"
Evolvulus barbatus,"NA"
Evolvulus chrysotrichos,"NA"
Evolvulus cressoides,"NA"
Evolvulus elegans var. confertifolius,"NA"
Evolvulus filipes,"NA"
Evolvulus fuscus,"NA"
Evolvulus glaziovii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Evolvulus kramerioides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Evolvulus rariflorus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Evolvulus riedelii,"NA"
Evolvulus stellariifolius,"NA"
Exellodendron gracile,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Exostyles glabra,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Exostyles godoyensis,"NA"
Exostyles venusta,"NA"
Facheiroa cephaliomelana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Facheiroa ulei,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Faramea bahiensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Faramea marginata,Nome original era sinônimo
Faramea monantha,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Faramea multiflora,"NA"
Faramea pachyantha,"NA"
Faramea paratiensis,"NA"
Faramea stipulacea,Nome original era sinônimo-NA
Faramea truncata,"NA"
Feijoa sellowiana,Nome original era sinônimo
Ferdinandusa cordata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Ferdinandusa nitida,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Fernseea bocainensis,"NA"
Fernseea itatiaiae,"NA"
Ficus adhatodifolia,"NA"
Ficus blepharophylla,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Ficus catappifolia,"NA"
Ficus crocata,"NA"
Ficus cyclophylla,"NA"
Ficus donnell-smithii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Ficus enormis,"NA"
Ficus eximia,"NA"
Ficus gomelleira,"NA"
Ficus hirsuta,Nome original era sinônimo-NA
Ficus lagoensis,"NA"
Ficus latipedunculata,"NA"
Ficus luschnathiana,Nome original era sinônimo-NA
Ficus malacocarpa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Ficus obtusifolia,"NA"
Ficus obtusiuscula,"NA"
Ficus pallida,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Ficus pertusa,"NA"
Ficus pulchella,"NA"
Ficus roraimensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Ficus schippii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Ficus schultesii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Ficus trigona,"NA"
Ficus ursina,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Filgueirasia cannavieira,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Fimbristylis autumnalis,"NA"
Fimbristylis complanata,"NA"
Fimbristylis cymosa,"NA"
Fimbristylis dichotoma,"NA"
Fimbristylis littoralis,"NA"
Fissidens elegans,"NA"
Fleischmannia remotifolia,"NA"
Frailea buenekeri,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Frailea castanea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Frailea curvispina,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Frailea mammifera,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Frailea phaeodisca,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Frailea pumila,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Frailea pygmaea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Frailea schilinzkyana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Frangula polymorpha,Nome original era sinônimo
Fridericia caudigera,"NA"
Fridericia crassa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Fridericia pubescens,"NA"
Fritzschia anisostemon,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Fritzschia integrifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Froelichia interrupta,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Froelichia procera,"NA"
Froelichiella grisea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Frullania beyrichiana,"NA"
Fuchsia regia,"NA"
Fuirena umbellata,"NA"
Funifera ericiflora,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Fuscocephaloziopsis crassifolia,Nome original era sinônimo
Galactia benthamiana,"NA"
Galactia glaucescens,"NA"
Galactia striata,"NA"
Galeandra beyrichii,"NA"
Galeandra paraguayensis,"NA"
Galeandra styllomisantha,"NA"
Galianthe cymosa,"NA"
Galianthe elegans,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Galianthe peruviana,"NA"
Galianthe pseudopeciolata,"NA"
Galianthe souzae,"NA"
Galianthe vaginata,"NA"
Galipea carinata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Galipea jasminiflora,"NA"
Galium diphyllum,"NA"
Galium equisetoides,"NA"
Galium humile,"NA"
Galium hypocarpium subsp. buxifolium,"NA"
