nome_aceito_correto,grupo,familia,genero,epiteto_especifico,nivel_taxonomico,epiteto_infraespecifico
Couratari asterotricha,Angiospermas,Lecythidaceae,Couratari,asterotricha,especie,NA
Couratari longipedicellata,Angiospermas,Lecythidaceae,Couratari,longipedicellata,especie,NA
Couratari prancei,Angiospermas,Lecythidaceae,Couratari,prancei,especie,NA
Couratari pyramidata,Angiospermas,Lecythidaceae,Couratari,pyramidata,especie,NA
Coussapoa floccosa,Angiospermas,Urticaceae,Coussapoa,floccosa,especie,NA
Coussapoa microcarpa,Angiospermas,Urticaceae,Coussapoa,microcarpa,especie,NA
Coussarea accedens,Angiospermas,Rubiaceae,Coussarea,accedens,especie,NA
Coussarea bocainae,Angiospermas,Rubiaceae,Coussarea,bocainae,especie,NA
Coussarea hydrangeifolia,Angiospermas,Rubiaceae,Coussarea,hydrangeifolia,especie,NA
Coussarea insignis,Angiospermas,Rubiaceae,Coussarea,insignis,especie,NA
Coussarea meridionalis,Angiospermas,Rubiaceae,Coussarea,meridionalis,especie,NA
Coussarea nodosa,Angiospermas,Rubiaceae,Coussarea,nodosa,especie,NA
Coutarea hexandra,Angiospermas,Rubiaceae,Coutarea,hexandra,especie,NA
Cranfillia caudata,Samambaias e licófitas,Blechnaceae,Cranfillia,caudata,especie,NA
Cranichis candida,Angiospermas,Orchidaceae,Cranichis,candida,especie,NA
Crassula peduncularis,Angiospermas,Crassulaceae,Crassula,peduncularis,especie,NA
Cratylia intermedia,Angiospermas,Fabaceae,Cratylia,intermedia,especie,NA
Cratylia isopetala,Angiospermas,Fabaceae,Cratylia,isopetala,especie,NA
Crinum americanum,Angiospermas,Amaryllidaceae,Crinum,americanum,especie,NA
Critonia morifolia,Angiospermas,Asteraceae,Critonia,morifolia,especie,NA
Critoniopsis quinqueflora,Angiospermas,Asteraceae,Critoniopsis,quinqueflora,especie,NA
Crotalaria lanceolata,Angiospermas,Fabaceae,Crotalaria,lanceolata,especie,NA
Crotalaria micans,Angiospermas,Fabaceae,Crotalaria,micans,especie,NA
Crotalaria otoptera,Angiospermas,Fabaceae,Crotalaria,otoptera,especie,NA
Crotalaria subdecurrens,Angiospermas,Fabaceae,Crotalaria,subdecurrens,especie,NA
Croton aberrans,Angiospermas,Euphorbiaceae,Croton,aberrans,especie,NA
Croton alchorneicarpus,Angiospermas,Euphorbiaceae,Croton,alchorneicarpus,especie,NA
Croton celtidifolius,Angiospermas,Euphorbiaceae,Croton,celtidifolius,especie,NA
Croton compressus,Angiospermas,Euphorbiaceae,Croton,compressus,especie,NA
Croton floribundus,Angiospermas,Euphorbiaceae,Croton,floribundus,especie,NA
Croton glechomifolius,Angiospermas,Euphorbiaceae,Croton,glechomifolius,especie,NA
Croton gracilipes,Angiospermas,Euphorbiaceae,Croton,gracilipes,especie,NA
Croton hemiargyreus,Angiospermas,Euphorbiaceae,Croton,hemiargyreus,especie,NA
Croton hirtus,Angiospermas,Euphorbiaceae,Croton,hirtus,especie,NA
Croton ichthygaster,Angiospermas,Euphorbiaceae,Croton,ichthygaster,especie,NA
Croton luetzelburgii,Angiospermas,Euphorbiaceae,Croton,luetzelburgii,especie,NA
Croton macrobothrys,Angiospermas,Euphorbiaceae,Croton,macrobothrys,especie,NA
Croton oliganthus,Angiospermas,Euphorbiaceae,Croton,oliganthus,especie,NA
Croton piptocalyx,Angiospermas,Euphorbiaceae,Croton,piptocalyx,especie,NA
Croton priscus,Angiospermas,Euphorbiaceae,Croton,priscus,especie,NA
Croton pseudopopulus,Angiospermas,Euphorbiaceae,Croton,pseudopopulus,especie,NA
Croton salutaris,Angiospermas,Euphorbiaceae,Croton,salutaris,especie,NA
Croton serratifolius,Angiospermas,Euphorbiaceae,Croton,serratifolius,especie,NA
Croton sphaerogynus,Angiospermas,Euphorbiaceae,Croton,sphaerogynus,especie,NA
Croton tricolor,Angiospermas,Euphorbiaceae,Croton,tricolor,especie,NA
Croton urucurana,Angiospermas,Euphorbiaceae,Croton,urucurana,especie,NA
Croton vulnerarius,Angiospermas,Euphorbiaceae,Croton,vulnerarius,especie,NA
Crumenaria choretroides,Angiospermas,Rhamnaceae,Crumenaria,choretroides,especie,NA
Crumenaria polygaloides,Angiospermas,Rhamnaceae,Crumenaria,polygaloides,especie,NA
Cryptanthus capitatus,Angiospermas,Bromeliaceae,Cryptanthus,capitatus,especie,NA
Cryptanthus coriaceus,Angiospermas,Bromeliaceae,Cryptanthus,coriaceus,especie,NA
Cryptanthus correia-araujoi,Angiospermas,Bromeliaceae,Cryptanthus,correia-araujoi,especie,NA
Cryptanthus dorothyae,Angiospermas,Bromeliaceae,Cryptanthus,dorothyae,especie,NA
Cryptanthus grazielae,Angiospermas,Bromeliaceae,Cryptanthus,grazielae,especie,NA
Cryptanthus lutherianus,Angiospermas,Bromeliaceae,Cryptanthus,lutherianus,especie,NA
Cryptanthus maritimus,Angiospermas,Bromeliaceae,Cryptanthus,maritimus,especie,NA
Cryptanthus minarum,Angiospermas,Bromeliaceae,Cryptanthus,minarum,especie,NA
Cryptocarya aschersoniana,Angiospermas,Lauraceae,Cryptocarya,aschersoniana,especie,NA
Cryptocarya botelhensis,Angiospermas,Lauraceae,Cryptocarya,botelhensis,especie,NA
Cryptocarya mandioccana,Angiospermas,Lauraceae,Cryptocarya,mandioccana,especie,NA
Cryptocarya micrantha,Angiospermas,Lauraceae,Cryptocarya,micrantha,especie,NA
Cryptocarya moschata,Angiospermas,Lauraceae,Cryptocarya,moschata,especie,NA
Cryptocarya saligna,Angiospermas,Lauraceae,Cryptocarya,saligna,especie,NA
Cryptochloa capillata,Angiospermas,Poaceae,Cryptochloa,capillata,especie,NA
Ctenardisia speciosa,Angiospermas,Primulaceae,Ctenardisia,speciosa,especie,NA
Ctenitis anniesii,Samambaias e licófitas,Dryopteridaceae,Ctenitis,anniesii,especie,NA
Ctenitis eriocaulis,Samambaias e licófitas,Dryopteridaceae,Ctenitis,eriocaulis,especie,NA
Ctenitis fenestralis,Samambaias e licófitas,Dryopteridaceae,Ctenitis,fenestralis,especie,NA
Ctenium brevispicatum,Angiospermas,Poaceae,Ctenium,brevispicatum,especie,NA
Ctenodon brasilianus,Angiospermas,Fabaceae,Ctenodon,brasilianus,especie,NA
Ctenodon brevipes,Angiospermas,Fabaceae,Ctenodon,brevipes,especie,NA
Ctenodon lacabuendianus,Angiospermas,Fabaceae,Ctenodon,lacabuendianus,especie,NA
Ctenodon marginatus,Angiospermas,Fabaceae,Ctenodon,marginatus,especie,NA
Ctenodon racemosus,Angiospermas,Fabaceae,Ctenodon,racemosus,especie,NA
Culcita coniifolia,Samambaias e licófitas,Culcitaceae,Culcita,coniifolia,especie,NA
Cupania bracteosa,Angiospermas,Sapindaceae,Cupania,bracteosa,especie,NA
Cupania castaneaefolia,Angiospermas,Sapindaceae,Cupania,castaneaefolia,especie,NA
Cupania concolor,Angiospermas,Sapindaceae,Cupania,concolor,especie,NA
Cupania emarginata,Angiospermas,Sapindaceae,Cupania,emarginata,especie,NA
Cupania furfuracea,Angiospermas,Sapindaceae,Cupania,furfuracea,especie,NA
Cupania ludowigii,Angiospermas,Sapindaceae,Cupania,ludowigii,especie,NA
Cupania oblongifolia,Angiospermas,Sapindaceae,Cupania,oblongifolia,especie,NA
Cupania olivacea,Angiospermas,Sapindaceae,Cupania,olivacea,especie,NA
Cupania tenuivalvis,Angiospermas,Sapindaceae,Cupania,tenuivalvis,especie,NA
Cupania vernalis,Angiospermas,Sapindaceae,Cupania,vernalis,especie,NA
Cupania zanthoxyloides,Angiospermas,Sapindaceae,Cupania,zanthoxyloides,especie,NA
Cuphea adenophylla,Angiospermas,Lythraceae,Cuphea,adenophylla,especie,NA
Cuphea arenarioides,Angiospermas,Lythraceae,Cuphea,arenarioides,especie,NA
Cuphea bahiensis,Angiospermas,Lythraceae,Cuphea,bahiensis,especie,NA
Cuphea cipoensis,Angiospermas,Lythraceae,Cuphea,cipoensis,especie,NA
Cuphea cuiabensis,Angiospermas,Lythraceae,Cuphea,cuiabensis,especie,NA
Cuphea glaziovii,Angiospermas,Lythraceae,Cuphea,glaziovii,especie,NA
Cuphea glutinosa,Angiospermas,Lythraceae,Cuphea,glutinosa,especie,NA
Cuphea hatschbachii,Angiospermas,Lythraceae,Cuphea,hatschbachii,especie,NA
Cuphea linarioides,Angiospermas,Lythraceae,Cuphea,linarioides,especie,NA
Cuphea lindmaniana,Angiospermas,Lythraceae,Cuphea,lindmaniana,especie,NA
Cuphea lutescens,Angiospermas,Lythraceae,Cuphea,lutescens,especie,NA
Cuphea melvilla,Angiospermas,Lythraceae,Cuphea,melvilla,especie,NA
Cuphea repens,Angiospermas,Lythraceae,Cuphea,repens,especie,NA
Cuphea rubrovirens,Angiospermas,Lythraceae,Cuphea,rubrovirens,especie,NA
Cuphea teleandra,Angiospermas,Lythraceae,Cuphea,teleandra,especie,NA
Cuphea urbaniana,Angiospermas,Lythraceae,Cuphea,urbaniana,especie,NA
Curculigo scorzonerifolia,Angiospermas,Hypoxidaceae,Curculigo,scorzonerifolia,especie,NA
Curitiba prismatica,Angiospermas,Myrtaceae,Curitiba,prismatica,especie,NA
Curtia tenuifolia,Angiospermas,Gentianaceae,Curtia,tenuifolia,especie,NA
Cuscuta obtusiflora,Angiospermas,Convolvulaceae,Cuscuta,obtusiflora,especie,NA
Cyanaeorchis arundinae,Angiospermas,Orchidaceae,Cyanaeorchis,arundinae,especie,NA
Cyanocephalus apertiflorus,Angiospermas,Lamiaceae,Cyanocephalus,apertiflorus,especie,NA
Cyanocephalus bombycinus,Angiospermas,Lamiaceae,Cyanocephalus,bombycinus,especie,NA
Cyanocephalus caprariifolius,Angiospermas,Lamiaceae,Cyanocephalus,caprariifolius,especie,NA
Cyanocephalus delicatulus,Angiospermas,Lamiaceae,Cyanocephalus,delicatulus,especie,NA
Cyanocephalus digitatus,Angiospermas,Lamiaceae,Cyanocephalus,digitatus,especie,NA
Cyanocephalus lippioides,Angiospermas,Lamiaceae,Cyanocephalus,lippioides,especie,NA
Cyanocephalus tagetifolius,Angiospermas,Lamiaceae,Cyanocephalus,tagetifolius,especie,NA
Cyanocephalus tenuifolius,Angiospermas,Lamiaceae,Cyanocephalus,tenuifolius,especie,NA
Cyanocephalus viaticus,Angiospermas,Lamiaceae,Cyanocephalus,viaticus,especie,NA
Cyathea corcovadensis,Samambaias e licófitas,Cyatheaceae,Cyathea,corcovadensis,especie,NA
Cyathea glaziovii,Samambaias e licófitas,Cyatheaceae,Cyathea,glaziovii,especie,NA
Cyathea poeppigii,Samambaias e licófitas,Cyatheaceae,Cyathea,poeppigii,especie,NA
Cyathea pungens,Samambaias e licófitas,Cyatheaceae,Cyathea,pungens,especie,NA
Cyathea uleana,Samambaias e licófitas,Cyatheaceae,Cyathea,uleana,especie,NA
Cybianthus densicomus,Angiospermas,Primulaceae,Cybianthus,densicomus,especie,NA
Cybianthus detergens,Angiospermas,Primulaceae,Cybianthus,detergens,especie,NA
Cybianthus goyazensis,Angiospermas,Primulaceae,Cybianthus,goyazensis,especie,NA
Cybianthus peruvianus,Angiospermas,Primulaceae,Cybianthus,peruvianus,especie,NA
Cyclolobium brasiliense,Angiospermas,Fabaceae,Cyclolobium,brasiliense,especie,NA
Cyclopogon dutrae,Angiospermas,Orchidaceae,Cyclopogon,dutrae,especie,NA
Cyclopogon longibracteatus,Angiospermas,Orchidaceae,Cyclopogon,longibracteatus,especie,NA
Cyclosorus interruptus,Samambaias e licófitas,Thelypteridaceae,Cyclosorus,interruptus,especie,NA
Cycnoches pentadactylum,Angiospermas,Orchidaceae,Cycnoches,pentadactylum,especie,NA
Cylindrocolea rhizantha,Briófitas,Cephaloziellaceae,Cylindrocolea,rhizantha,especie,NA
Cynophalla flexuosa,Angiospermas,Capparaceae,Cynophalla,flexuosa,especie,NA
Cyperus appendiculatus var. atlanticus,Angiospermas,Cyperaceae,Cyperus,appendiculatus,variedade,atlanticus
Cyperus articulatus,Angiospermas,Cyperaceae,Cyperus,articulatus,especie,NA
Cyperus brasiliensis,Angiospermas,Cyperaceae,Cyperus,brasiliensis,especie,NA
Cyperus brevifolius,Angiospermas,Cyperaceae,Cyperus,brevifolius,especie,NA
Cyperus compressus,Angiospermas,Cyperaceae,Cyperus,compressus,especie,NA
Cyperus digitatus,Angiospermas,Cyperaceae,Cyperus,digitatus,especie,NA
Cyperus distans,Angiospermas,Cyperaceae,Cyperus,distans,especie,NA
Cyperus drummondii,Angiospermas,Cyperaceae,Cyperus,drummondii,especie,NA
Cyperus eragrostis,Angiospermas,Cyperaceae,Cyperus,eragrostis,especie,NA
Cyperus friburgensis,Angiospermas,Cyperaceae,Cyperus,friburgensis,especie,NA
Cyperus giganteus,Angiospermas,Cyperaceae,Cyperus,giganteus,especie,NA
Cyperus haspan,Angiospermas,Cyperaceae,Cyperus,haspan,especie,NA
Cyperus hortensis,Angiospermas,Cyperaceae,Cyperus,hortensis,especie,NA
Cyperus imbricatus,Angiospermas,Cyperaceae,Cyperus,imbricatus,especie,NA
Cyperus iria,Angiospermas,Cyperaceae,Cyperus,iria,especie,NA
Cyperus lanceolatus,Angiospermas,Cyperaceae,Cyperus,lanceolatus,especie,NA
Cyperus mundtii,Angiospermas,Cyperaceae,Cyperus,mundtii,especie,NA
Cyperus polystachyos,Angiospermas,Cyperaceae,Cyperus,polystachyos,especie,NA
Cyperus rotundus,Angiospermas,Cyperaceae,Cyperus,rotundus,especie,NA
Cyperus sesquiflorus,Angiospermas,Cyperaceae,Cyperus,sesquiflorus,especie,NA
Cyperus unioloides,Angiospermas,Cyperaceae,Cyperus,unioloides,especie,NA
Cyrtopodium blanchetii,Angiospermas,Orchidaceae,Cyrtopodium,blanchetii,especie,NA
Cyrtopodium brandonianum,Angiospermas,Orchidaceae,Cyrtopodium,brandonianum,especie,NA
Cyrtopodium caiapoense,Angiospermas,Orchidaceae,Cyrtopodium,caiapoense,especie,NA
Cyrtopodium dusenii,Angiospermas,Orchidaceae,Cyrtopodium,dusenii,especie,NA
Cyrtopodium flavum,Angiospermas,Orchidaceae,Cyrtopodium,flavum,especie,NA
Cyrtopodium fowliei,Angiospermas,Orchidaceae,Cyrtopodium,fowliei,especie,NA
Cyrtopodium gigas,Angiospermas,Orchidaceae,Cyrtopodium,gigas,especie,NA
Cyrtopodium hatschbachii,Angiospermas,Orchidaceae,Cyrtopodium,hatschbachii,especie,NA
Cyrtopodium lamellaticallosum,Angiospermas,Orchidaceae,Cyrtopodium,lamellaticallosum,especie,NA
Cyrtopodium latifolium,Angiospermas,Orchidaceae,Cyrtopodium,latifolium,especie,NA
Cyrtopodium linearifolium,Angiospermas,Orchidaceae,Cyrtopodium,linearifolium,especie,NA
Cyrtopodium lissochiloides,Angiospermas,Orchidaceae,Cyrtopodium,lissochiloides,especie,NA
Cyrtopodium pallidum,Angiospermas,Orchidaceae,Cyrtopodium,pallidum,especie,NA
Cyrtopodium palmifrons,Angiospermas,Orchidaceae,Cyrtopodium,palmifrons,especie,NA
Cyrtopodium paludicolum,Angiospermas,Orchidaceae,Cyrtopodium,paludicolum,especie,NA
Cyrtopodium parviflorum,Angiospermas,Orchidaceae,Cyrtopodium,parviflorum,especie,NA
Cyrtopodium poecilum,Angiospermas,Orchidaceae,Cyrtopodium,poecilum,especie,NA
Cyrtopodium triste,Angiospermas,Orchidaceae,Cyrtopodium,triste,especie,NA
Dacryodes edilsonii,Angiospermas,Burseraceae,Dacryodes,edilsonii,especie,NA
Dahlstedtia castaneifolia,Angiospermas,Fabaceae,Dahlstedtia,castaneifolia,especie,NA
Dahlstedtia dehiscens,Angiospermas,Fabaceae,Dahlstedtia,dehiscens,especie,NA
Dahlstedtia floribunda,Angiospermas,Fabaceae,Dahlstedtia,floribunda,especie,NA
Dahlstedtia pentaphylla,Angiospermas,Fabaceae,Dahlstedtia,pentaphylla,especie,NA
Dalbergia ecastaphyllum,Angiospermas,Fabaceae,Dalbergia,ecastaphyllum,especie,NA
Dalbergia elegans,Angiospermas,Fabaceae,Dalbergia,elegans,especie,NA
Dalbergia ernest-ulei,Angiospermas,Fabaceae,Dalbergia,ernest-ulei,especie,NA
Dalbergia hortensis,Angiospermas,Fabaceae,Dalbergia,hortensis,especie,NA
Dalbergia nigra,Angiospermas,Fabaceae,Dalbergia,nigra,especie,NA
Dalechampia glechomifolia,Angiospermas,Euphorbiaceae,Dalechampia,glechomifolia,especie,NA
Dalechampia leandrii,Angiospermas,Euphorbiaceae,Dalechampia,leandrii,especie,NA
Dalechampia purpurata,Angiospermas,Euphorbiaceae,Dalechampia,purpurata,especie,NA
Dalechampia riparia,Angiospermas,Euphorbiaceae,Dalechampia,riparia,especie,NA
Dalechampia weddelliana,Angiospermas,Euphorbiaceae,Dalechampia,weddelliana,especie,NA
Danthonia cirrata,Angiospermas,Poaceae,Danthonia,cirrata,especie,NA
Daphnopsis brasiliensis,Angiospermas,Thymelaeaceae,Daphnopsis,brasiliensis,especie,NA
Daphnopsis coriacea,Angiospermas,Thymelaeaceae,Daphnopsis,coriacea,especie,NA
Daphnopsis fasciculata,Angiospermas,Thymelaeaceae,Daphnopsis,fasciculata,especie,NA
Daphnopsis martii,Angiospermas,Thymelaeaceae,Daphnopsis,martii,especie,NA
Daphnopsis racemosa,Angiospermas,Thymelaeaceae,Daphnopsis,racemosa,especie,NA
Daphnopsis schwackeana,Angiospermas,Thymelaeaceae,Daphnopsis,schwackeana,especie,NA
Daphnopsis utilis,Angiospermas,Thymelaeaceae,Daphnopsis,utilis,especie,NA
Dasyanthina serrata,Angiospermas,Asteraceae,Dasyanthina,serrata,especie,NA
Dasycondylus dusenii,Angiospermas,Asteraceae,Dasycondylus,dusenii,especie,NA
Dasycondylus resinosus,Angiospermas,Asteraceae,Dasycondylus,resinosus,especie,NA
Dasyphyllum spinescens,Angiospermas,Asteraceae,Dasyphyllum,spinescens,especie,NA
Davilla glaziovii,Angiospermas,Dilleniaceae,Davilla,glaziovii,especie,NA
Davilla macrocarpa,Angiospermas,Dilleniaceae,Davilla,macrocarpa,especie,NA
Davilla nitida,Angiospermas,Dilleniaceae,Davilla,nitida,especie,NA
Declieuxia cordigera,Angiospermas,Rubiaceae,Declieuxia,cordigera,especie,NA
Declieuxia cordigera var. divergentiflora,Angiospermas,Rubiaceae,Declieuxia,cordigera,variedade,divergentiflora
Declieuxia fruticosa,Angiospermas,Rubiaceae,Declieuxia,fruticosa,especie,NA
Declieuxia oenanthoides,Angiospermas,Rubiaceae,Declieuxia,oenanthoides,especie,NA
Delonix regia,Angiospermas,Fabaceae,Delonix,regia,especie,NA
Dendropanax australis,Angiospermas,Araliaceae,Dendropanax,australis,especie,NA
Dendropanax cuneatus,Angiospermas,Araliaceae,Dendropanax,cuneatus,especie,NA
Dendropanax denticulatus,Angiospermas,Araliaceae,Dendropanax,denticulatus,especie,NA
Dendropanax monogynus,Angiospermas,Araliaceae,Dendropanax,monogynus,especie,NA
Dendropanax nebulosus,Angiospermas,Araliaceae,Dendropanax,nebulosus,especie,NA
Dendrophorbium catharinense,Angiospermas,Asteraceae,Dendrophorbium,catharinense,especie,NA
Dendrophorbium glaziovii,Angiospermas,Asteraceae,Dendrophorbium,glaziovii,especie,NA
Dendrophorbium paranense,Angiospermas,Asteraceae,Dendrophorbium,paranense,especie,NA
Dendrophorbium pluricephalum,Angiospermas,Asteraceae,Dendrophorbium,pluricephalum,especie,NA
Dendrophthora warmingii,Angiospermas,Santalaceae,Dendrophthora,warmingii,especie,NA
Deschampsia cespitosa,Angiospermas,Poaceae,Deschampsia,cespitosa,especie,NA
Desmodium adscendens,Angiospermas,Fabaceae,Desmodium,adscendens,especie,NA
Desmodium barbatum,Angiospermas,Fabaceae,Desmodium,barbatum,especie,NA
Desmodium cajanifolium,Angiospermas,Fabaceae,Desmodium,cajanifolium,especie,NA
Desmodium craspediferum,Angiospermas,Fabaceae,Desmodium,craspediferum,especie,NA
Desmodium procumbens,Angiospermas,Fabaceae,Desmodium,procumbens,especie,NA
Desmodium subsecundum,Angiospermas,Fabaceae,Desmodium,subsecundum,especie,NA
Desmoscelis villosa,Angiospermas,Melastomataceae,Desmoscelis,villosa,especie,NA
Deuterocohnia meziana,Angiospermas,Bromeliaceae,Deuterocohnia,meziana,especie,NA
Diandrolyra tatianae,Angiospermas,Poaceae,Diandrolyra,tatianae,especie,NA
Dichaea anchorifera,Angiospermas,Orchidaceae,Dichaea,anchorifera,especie,NA
Dichaea mosenii,Angiospermas,Orchidaceae,Dichaea,mosenii,especie,NA
Dichanthelium aequivaginatum,Angiospermas,Poaceae,Dichanthelium,aequivaginatum,especie,NA
Dichanthelium surrectum,Angiospermas,Poaceae,Dichanthelium,surrectum,especie,NA
Dichorisandra acaulis,Angiospermas,Commelinaceae,Dichorisandra,acaulis,especie,NA
Dichorisandra glaziovii,Angiospermas,Commelinaceae,Dichorisandra,glaziovii,especie,NA
Dichorisandra leucophthalmos,Angiospermas,Commelinaceae,Dichorisandra,leucophthalmos,especie,NA
Dichorisandra neglecta,Angiospermas,Commelinaceae,Dichorisandra,neglecta,especie,NA
Dicksonia sellowiana,Samambaias e licófitas,Dicksoniaceae,Dicksonia,sellowiana,especie,NA
Diclinanona matogrossensis,Angiospermas,Annonaceae,Diclinanona,matogrossensis,especie,NA
Dicliptera squarrosa,Angiospermas,Acanthaceae,Dicliptera,squarrosa,especie,NA
Dictyoloma vandellianum,Angiospermas,Rutaceae,Dictyoloma,vandellianum,especie,NA
Dictyostega orobanchoides,Angiospermas,Burmanniaceae,Dictyostega,orobanchoides,especie,NA
Dicymbe heteroxylon,Angiospermas,Fabaceae,Dicymbe,heteroxylon,especie,NA
Dicypellium caryophyllaceum,Angiospermas,Lauraceae,Dicypellium,caryophyllaceum,especie,NA
Didymoglossum kapplerianum,Samambaias e licófitas,Hymenophyllaceae,Didymoglossum,kapplerianum,especie,NA
Didymoglossum ovale,Samambaias e licófitas,Hymenophyllaceae,Didymoglossum,ovale,especie,NA
Didymopanax acuminatus,Angiospermas,Araliaceae,Didymopanax,acuminatus,especie,NA
Didymopanax angustissimus,Angiospermas,Araliaceae,Didymopanax,angustissimus,especie,NA
Didymopanax auratus,Angiospermas,Araliaceae,Didymopanax,auratus,especie,NA
Didymopanax calvus,Angiospermas,Araliaceae,Didymopanax,calvus,especie,NA
Didymopanax gardneri,Angiospermas,Araliaceae,Didymopanax,gardneri,especie,NA
Didymopanax glaziovii,Angiospermas,Araliaceae,Didymopanax,glaziovii,especie,NA
Didymopanax macrocarpus,Angiospermas,Araliaceae,Didymopanax,macrocarpus,especie,NA
Didymopanax morototoni,Angiospermas,Araliaceae,Didymopanax,morototoni,especie,NA
Didymopanax vinosus,Angiospermas,Araliaceae,Didymopanax,vinosus,especie,NA
Dieffenbachia aglaonematifolia,Angiospermas,Araceae,Dieffenbachia,aglaonematifolia,especie,NA
Digitaria corynotricha,Angiospermas,Poaceae,Digitaria,corynotricha,especie,NA
Digitaria horizontalis,Angiospermas,Poaceae,Digitaria,horizontalis,especie,NA
Digitaria neesiana,Angiospermas,Poaceae,Digitaria,neesiana,especie,NA
Digitaria nuda,Angiospermas,Poaceae,Digitaria,nuda,especie,NA
Dilodendron bipinnatum,Angiospermas,Sapindaceae,Dilodendron,bipinnatum,especie,NA
Dimerostemma annuum,Angiospermas,Asteraceae,Dimerostemma,annuum,especie,NA
Dimerostemma arnottii,Angiospermas,Asteraceae,Dimerostemma,arnottii,especie,NA
Dimerostemma bahiense,Angiospermas,Asteraceae,Dimerostemma,bahiense,especie,NA
Dimerostemma bishopii,Angiospermas,Asteraceae,Dimerostemma,bishopii,especie,NA
Dimerostemma episcopale,Angiospermas,Asteraceae,Dimerostemma,episcopale,especie,NA
Dimerostemma grazielae,Angiospermas,Asteraceae,Dimerostemma,grazielae,especie,NA
Dimerostemma lippioides,Angiospermas,Asteraceae,Dimerostemma,lippioides,especie,NA
Dimerostemma myrtifolium,Angiospermas,Asteraceae,Dimerostemma,myrtifolium,especie,NA
Dimorphandra exaltata,Angiospermas,Fabaceae,Dimorphandra,exaltata,especie,NA
Dimorphandra mediocris,Angiospermas,Fabaceae,Dimorphandra,mediocris,especie,NA
Dimorphandra mollis,Angiospermas,Fabaceae,Dimorphandra,mollis,especie,NA
Dimorphandra wilsonii,Angiospermas,Fabaceae,Dimorphandra,wilsonii,especie,NA
Dioclea burkartii,Angiospermas,Fabaceae,Dioclea,burkartii,especie,NA
Dioscorea aesculifolia,Angiospermas,Dioscoreaceae,Dioscorea,aesculifolia,especie,NA
Dioscorea asperula,Angiospermas,Dioscoreaceae,Dioscorea,asperula,especie,NA
Dioscorea campestris,Angiospermas,Dioscoreaceae,Dioscorea,campestris,especie,NA
Dioscorea grandiflora,Angiospermas,Dioscoreaceae,Dioscorea,grandiflora,especie,NA
Dioscorea kunthiana,Angiospermas,Dioscoreaceae,Dioscorea,kunthiana,especie,NA
Dioscorea loefgrenii,Angiospermas,Dioscoreaceae,Dioscorea,loefgrenii,especie,NA
Dioscorea mantiqueirensis,Angiospermas,Dioscoreaceae,Dioscorea,mantiqueirensis,especie,NA
Dioscorea mollis,Angiospermas,Dioscoreaceae,Dioscorea,mollis,especie,NA
Dioscorea pseudomacrocapsa,Angiospermas,Dioscoreaceae,Dioscorea,pseudomacrocapsa,especie,NA
Dioscorea rumicoides,Angiospermas,Dioscoreaceae,Dioscorea,rumicoides,especie,NA
Dioscorea sanpaulensis,Angiospermas,Dioscoreaceae,Dioscorea,sanpaulensis,especie,NA
Dioscorea stegelmanniana,Angiospermas,Dioscoreaceae,Dioscorea,stegelmanniana,especie,NA
Dioscorea trilinguis,Angiospermas,Dioscoreaceae,Dioscorea,trilinguis,especie,NA
Diospyros apeibacarpos,Angiospermas,Ebenaceae,Diospyros,apeibacarpos,especie,NA
Diospyros brasiliensis,Angiospermas,Ebenaceae,Diospyros,brasiliensis,especie,NA
Diospyros inconstans,Angiospermas,Ebenaceae,Diospyros,inconstans,especie,NA
Diploon cuspidatum,Angiospermas,Sapotaceae,Diploon,cuspidatum,especie,NA
Diplopterys sepium,Angiospermas,Malpighiaceae,Diplopterys,sepium,especie,NA
Diplusodon aggregatifolius,Angiospermas,Lythraceae,Diplusodon,aggregatifolius,especie,NA
Diplusodon argyrophyllus,Angiospermas,Lythraceae,Diplusodon,argyrophyllus,especie,NA
Diplusodon ericoides,Angiospermas,Lythraceae,Diplusodon,ericoides,especie,NA
Diplusodon glaziovii,Angiospermas,Lythraceae,Diplusodon,glaziovii,especie,NA
Diplusodon glocimarii,Angiospermas,Lythraceae,Diplusodon,glocimarii,especie,NA
Diplusodon gracilis,Angiospermas,Lythraceae,Diplusodon,gracilis,especie,NA
Diplusodon hatschbachii,Angiospermas,Lythraceae,Diplusodon,hatschbachii,especie,NA
Diplusodon kielmeyeroides,Angiospermas,Lythraceae,Diplusodon,kielmeyeroides,especie,NA
Diplusodon minasensis,Angiospermas,Lythraceae,Diplusodon,minasensis,especie,NA
Diplusodon orbicularis,Angiospermas,Lythraceae,Diplusodon,orbicularis,especie,NA
Diplusodon ovatus,Angiospermas,Lythraceae,Diplusodon,ovatus,especie,NA
Diplusodon panniculatus,Angiospermas,Lythraceae,Diplusodon,panniculatus,especie,NA
Diplusodon retroimbricatus,Angiospermas,Lythraceae,Diplusodon,retroimbricatus,especie,NA
Diplusodon vidalii,Angiospermas,Lythraceae,Diplusodon,vidalii,especie,NA
Diplusodon villosissimus,Angiospermas,Lythraceae,Diplusodon,villosissimus,especie,NA
Dipteryx alata,Angiospermas,Fabaceae,Dipteryx,alata,especie,NA
Discaria americana,Angiospermas,Rhamnaceae,Discaria,americana,especie,NA
Disciphania hernandia,Angiospermas,Menispermaceae,Disciphania,hernandia,especie,NA
