nome_aceito_correto,nomes_originais,elegivel_produto_1,grupo,familia,genero,epiteto_especifico,nivel_taxonomico,epiteto_infraespecifico,notas_all,fontes,cat_ameaca_cr_lac,cat_ameaca_iucn,cat_ameaca_mpo_sp,cat_ameaca_br,cat_ameaca_cncflora,cat_ameaca_sp,CR,EN,VU,DD,EX,NT,EW,LR,cat_ameaca_geral,splink_t20,gbif_t20,splink_sp,gbif_sp,sum,entra_revisado
Weinmannia paulliniifolia,Weinmannia paulliniifolia,apta,Angiospermas,Cunoniaceae,Weinmannia,paulliniifolia,especie,NA,NA,cncflora_ckan,NA,NA,NA,NA,NT,NA,0,0,0,0,0,1,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Lamanonia ulei,Lamanonia ulei,apta,Angiospermas,Cunoniaceae,Lamanonia,ulei,especie,NA,NA,cncflora_ckan-UICN_API,NA,EN,NA,NA,EN,NA,0,1,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,TRUE,2,SIM
Asplundia brachypus,Asplundia brachypus-Asplundia polymera-Asplundia polymera subsp. reitzii,apta,Angiospermas,Cyclanthaceae,Asplundia,brachypus,especie,NA,Nome original era sinônimo-NA,sima-cncflora_web-cncflora_web-Portaria 443/2014,NA-NA-NA,NA-NA-NA,NA-NA-NA,VU-VU-NA,VU-NA-LC,NA-NA-NA,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Rhynchospora tenuis,Rhynchospora enmanuelis-Rhynchospora tenuis,apta,Angiospermas,Cyperaceae,Rhynchospora,tenuis,especie,NA,Nome original era sinônimo-NA,cncflora_web-cncflora_web,NA-NA,NA-NA,NA-NA,NA-NA,EN-LC,NA-NA,0,1,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Rhynchospora pilulifera,Pleurostachys pilulifera,apta,Angiospermas,Cyperaceae,Rhynchospora,pilulifera,especie,NA,Nome original era sinônimo,sima-Portaria 443/2014,NA,NA,NA,CR,NA,NA,1,0,0,0,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Stephanopodium estrellense,Stephanopodium estrellense,apta,Angiospermas,Dichapetalaceae,Stephanopodium,estrellense,especie,NA,NA,cncflora_ckan-UICN_API,NA,EN,NA,NA,EN,NA,0,1,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Dicksonia sellowiana,Dicksonia sellowiana,apta,Samambaias e licófitas,Dicksoniaceae,Dicksonia,sellowiana,especie,NA,NA,sima-cncflora_web-mpoSP-Portaria 443/2014,NA,NA,VU,EN,EN,NA,0,1,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Atractylocarpus brasiliensis,Atractylocarpus brasiliensis,examinar,Briófitas,Dicranaceae,Atractylocarpus,brasiliensis,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,EN,NA,NA,0,1,0,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Dioscorea sanpaulensis,Dioscorea sanpaulensis,apta,Angiospermas,Dioscoreaceae,Dioscorea,sanpaulensis,especie,NA,NA,sima-cncflora_web-Portaria 443/2014,NA,NA,NA,EN,EN,NA,0,1,0,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Dioscorea trilinguis,Dioscorea trilinguis,apta,Angiospermas,Dioscoreaceae,Dioscorea,trilinguis,especie,NA,NA,sima-cncflora_web-UICN_API-Portaria 443/2014,NA,LC,NA,EN,EN,NA,0,1,0,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Dioscorea asperula,Dioscorea asperula,examinar,Angiospermas,Dioscoreaceae,Dioscorea,asperula,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,VU,NA,NA,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Elaphoglossum herminieri,Elaphoglossum herminieri,apta,Samambaias e licófitas,Dryopteridaceae,Elaphoglossum,herminieri,especie,NA,NA,sima-cncflora_web,NA,NA,NA,NA,DD,NA,0,0,0,1,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Elaphoglossum itatiayense,Elaphoglossum itatiayense,apta,Samambaias e licófitas,Dryopteridaceae,Elaphoglossum,itatiayense,especie,NA,NA,cncflora_web,NA,NA,NA,NA,NT,NA,0,0,0,0,0,1,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Elaphoglossum paulistanum,Elaphoglossum wettsteinii,apta,Samambaias e licófitas,Dryopteridaceae,Elaphoglossum,paulistanum,especie,NA,Nome original era sinônimo,cncflora_web,NA,NA,NA,NA,NT,NA,0,0,0,0,0,1,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Elaphoglossum scolopendrifolium,Elaphoglossum amplissimum,apta,Samambaias e licófitas,Dryopteridaceae,Elaphoglossum,scolopendrifolium,especie,NA,Nome original era sinônimo,sima-cncflora_web-Portaria 443/2014,NA,NA,NA,EN,EN,NA,0,1,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Sloanea obtusifolia,Sloanea obtusifolia,apta,Angiospermas,Elaeocarpaceae,Sloanea,obtusifolia,especie,NA,NA,sima-SP_oficial-cncflora_ckan-mpoSP-Portaria 443/2014,NA,NA,EN,EN,EN,EN,0,1,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Agarista niederleinii,Agarista niederleinii,apta,Angiospermas,Ericaceae,Agarista,niederleinii,especie,NA,NA,sima-SP_oficial-cncflora_web,NA,NA,NA,NA,LC,EN,0,1,0,0,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Agarista nummularia,Agarista nummularia,apta,Angiospermas,Ericaceae,Agarista,nummularia,especie,NA,NA,sima-SP_oficial-cncflora_web-mpoSP,NA,NA,EX,NA,LC,EX,0,0,0,0,1,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Agarista pulchra,Agarista pulchra,apta,Angiospermas,Ericaceae,Agarista,pulchra,especie,NA,NA,sima-SP_oficial-cncflora_ckan,NA,NA,NA,NA,NT,EN,0,1,0,0,0,1,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Gaylussacia montana,Gaylussacia montana,examinar,Angiospermas,Ericaceae,Gaylussacia,montana,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-SP_oficial,NA,NA,NA,NA,LC,EX,0,0,0,0,1,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Heisteria perianthomega,Heisteria perianthomega,apta,Angiospermas,Erythropalaceae,Heisteria,perianthomega,especie,NA,NA,sima-SP_oficial-UICN_API-mpoSP,NA,LC,EX,NA,NA,EX,0,0,0,0,1,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Erythroxylum catharinense,Erythroxylum catharinense,apta,Angiospermas,Erythroxylaceae,Erythroxylum,catharinense,especie,NA,NA,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,NA,NA,EN,EN,EN,0,1,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Erythroxylum cuneifolium,Erythroxylum cuneifolium-Erythroxylum cyclophyllum,apta,Angiospermas,Erythroxylaceae,Erythroxylum,cuneifolium,especie,NA,Nome original era sinônimo-NA,sima-SP_oficial,NA,NA,NA,NA,NA,EX,0,0,0,0,1,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Erythroxylum myrsinites,Erythroxylum myrsinites,apta,Angiospermas,Erythroxylaceae,Erythroxylum,myrsinites,especie,NA,NA,sima-SP_oficial-cncflora_web-UICN_API,NA,LC,NA,NA,LC,EN,0,1,0,0,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Escallonia chlorophylla,Escallonia chlorophylla,apta,Angiospermas,Escalloniaceae,Escallonia,chlorophylla,especie,NA,NA,sima-SP_oficial-cncflora_web-mpoSP,NA,NA,CR,NA,LC,CR,1,0,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Escallonia petrophila,Escallonia petrophila,examinar,Angiospermas,Escalloniaceae,Escallonia,petrophila,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,EN,NA,NA,0,1,0,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Acalypha brasiliensis,Acalypha fragilis,apta,Angiospermas,Euphorbiaceae,Acalypha,brasiliensis,especie,NA,Nome original era sinônimo,cncflora_ckan-UICN_API,NA,CR,NA,NA,CR*,NA,1,0,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Croton hemiargyreus,Croton hemiargyreus,apta,Angiospermas,Euphorbiaceae,Croton,hemiargyreus,especie,NA,NA,cncflora_ckan-UICN_API,NA,EN,NA,NA,EN,NA,0,1,0,0,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Joannesia princeps,Joannesia princeps,apta,Angiospermas,Euphorbiaceae,Joannesia,princeps,especie,NA,NA,cncflora_web-UICN_API,NA,VU,NA,NA,LC,NA,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Actinostemon klotzschii,Actinostemon klotzschii,apta,Angiospermas,Euphorbiaceae,Actinostemon,klotzschii,especie,NA,NA,sima-UICN_API,NA,LC,NA,NA,DD,NA,0,0,0,1,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Algernonia brasiliensis,Algernonia brasiliensis,apta,Angiospermas,Euphorbiaceae,Algernonia,brasiliensis,especie,NA,NA,cncflora_ckan-UICN_API,NA,VU,NA,NA,VU,NA,0,0,1,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Algernonia riedelii,Algernonia riedelii,apta,Angiospermas,Euphorbiaceae,Algernonia,riedelii,especie,NA,NA,cncflora_ckan-UICN_API,NA,NT,NA,NA,NT,NA,0,0,0,0,0,1,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Bernardia pulchella,Bernardia confertifolia-Bernardia pulchella,apta,Angiospermas,Euphorbiaceae,Bernardia,pulchella,especie,NA,Nome original era sinônimo-NA,sima-cncflora_web-Portaria 443/2014-sima,NA-NA,NA-NA,NA-NA,EN-EN,EN-NA,NA-NA,0,1,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Chiropetalum tricoccum,Chiropetalum gymnadenium,apta,Angiospermas,Euphorbiaceae,Chiropetalum,tricoccum,especie,NA,Nome original era sinônimo,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,NA,NA,VU,VU,EX,0,0,1,0,1,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Croton priscus,Croton priscus,apta,Angiospermas,Euphorbiaceae,Croton,priscus,especie,NA,NA,cncflora_ckan,NA,NA,NA,NA,EN,NA,0,1,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Croton serratifolius,Croton serratifolius,apta,Angiospermas,Euphorbiaceae,Croton,serratifolius,especie,NA,NA,sima-SP_oficial-cncflora_web,NA,NA,NA,NA,LC,CR,1,0,0,0,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Croton sphaerogynus,Croton sphaerogynus,apta,Angiospermas,Euphorbiaceae,Croton,sphaerogynus,especie,NA,NA,sima-SP_oficial-cncflora_web,NA,NA,NA,NA,LC,VU,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Dalechampia leandrii,Dalechampia leandrii,apta,Angiospermas,Euphorbiaceae,Dalechampia,leandrii,especie,NA,NA,sima-cncflora_web,NA,NA,NA,NA,NT,NA,0,0,0,0,0,1,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Aeschynomene sensitiva var. hispidula,Aeschynomene sensitiva var. hispidula,apta,Angiospermas,Fabaceae,Aeschynomene,sensitiva,variedade,hispidula,NA,sima-cncflora_web,NA,NA,NA,NA,DD,NA,0,0,0,1,0,0,0,0,1,NA,TRUE,NA,TRUE,2,SIM
Chloroleucon tortum,Chloroleucon tortum,apta,Angiospermas,Fabaceae,Chloroleucon,tortum,especie,NA,NA,cncflora_ckan-UICN_API,NA,CR,NA,NA,NT,NA,1,0,0,0,0,1,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Apuleia leiocarpa,Apuleia leiocarpa,apta,Angiospermas,Fabaceae,Apuleia,leiocarpa,especie,NA,NA,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,NA,NA,VU,VU,VU,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Dalbergia nigra,Dalbergia nigra,apta,Angiospermas,Fabaceae,Dalbergia,nigra,especie,NA,NA,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,NA,VU,NA,VU,VU,CR,1,0,1,0,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Chamaecrista trachycarpa,Chamaecrista trachycarpa,apta,Angiospermas,Fabaceae,Chamaecrista,trachycarpa,especie,NA,NA,sima-SP_oficial-cncflora_web-UICN_API,NA,LC,NA,NA,LC,EX,0,0,0,0,1,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Melanoxylon brauna,Melanoxylon brauna,apta,Angiospermas,Fabaceae,Melanoxylon,brauna,especie,NA,NA,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,NA,NA,VU,VU,EW,0,0,1,0,0,0,1,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Pterogyne nitens,Pterogyne nitens,apta,Angiospermas,Fabaceae,Pterogyne,nitens,especie,NA,NA,cncflora_web-UICN_API,NA,LR/nt,NA,NA,LC,NA,0,0,0,0,0,0,0,1,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Bowdichia virgilioides,Bowdichia virgilioides,apta,Angiospermas,Fabaceae,Bowdichia,virgilioides,especie,NA,NA,cncflora_web-UICN_API,NA,LC,NA,NA,NT,NA,0,0,0,0,0,1,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Dipteryx alata,Dipteryx alata,apta,Angiospermas,Fabaceae,Dipteryx,alata,especie,NA,NA,cncflora_web-UICN_API,NA,VU,NA,NA,LC,NA,0,0,1,0,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Machaerium villosum,Machaerium villosum,apta,Angiospermas,Fabaceae,Machaerium,villosum,especie,NA,NA,cncflora_web-UICN_API,NA,VU,NA,NA,LC,NA,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Poecilanthe parviflora,Poecilanthe parviflora,apta,Angiospermas,Fabaceae,Poecilanthe,parviflora,especie,NA,NA,cncflora_web-UICN_API,NA,DD,NA,NA,LC,NA,0,0,0,1,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Mimosa cubatanensis,Mimosa cubatanensis,apta,Angiospermas,Fabaceae,Mimosa,cubatanensis,especie,NA,NA,cncflora_ckan-UICN_API,NA,NT,NA,NA,NT,NA,0,0,0,0,0,1,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Mimosa lanata,Mimosa lanata,apta,Angiospermas,Fabaceae,Mimosa,lanata,especie,NA,NA,sima-cncflora_web,NA,NA,NA,NA,DD,NA,0,0,0,1,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Mimosa orthacantha,Mimosa orthacantha,apta,Angiospermas,Fabaceae,Mimosa,orthacantha,especie,NA,NA,UICN_API,NA,NT,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Abarema brachystachya,Abarema obovata,apta,Angiospermas,Fabaceae,Abarema,brachystachya,especie,NA,Nome original era sinônimo,cncflora_web-UICN_API,NA,VU,NA,NA,LC,NA,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Inga lentiscifolia,Inga lentiscifolia,apta,Angiospermas,Fabaceae,Inga,lentiscifolia,especie,NA,NA,sima-cncflora_ckan-UICN_API,NA,VU,NA,NA,NT,NA,0,0,1,0,0,1,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Myrocarpus frondosus,Myrocarpus frondosus,apta,Angiospermas,Fabaceae,Myrocarpus,frondosus,especie,NA,NA,sima-cncflora_web-UICN_API,NA,DD,NA,NA,LC,NA,0,0,0,1,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Peltogyne confertiflora,Peltogyne confertiflora,apta,Angiospermas,Fabaceae,Peltogyne,confertiflora,especie,NA,NA,sima-SP_oficial-cncflora_web,NA,NA,NA,NA,LC,EN,0,1,0,0,0,0,0,0,1,FALSE,TRUE,TRUE,TRUE,3,SIM
Plathymenia reticulata,Plathymenia foliolosa-Plathymenia reticulata,apta,Angiospermas,Fabaceae,Plathymenia,reticulata,especie,NA,Nome original era sinônimo-NA,UICN_API-cncflora_web-UICN_API,NA-NA,LC-VU,NA-NA,NA-NA,LC-NA,NA-NA,0,0,1,0,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Rhynchosia reticulata,Rhynchosia reticulata,apta,Angiospermas,Fabaceae,Rhynchosia,reticulata,especie,NA,NA,sima-SP_oficial-cncflora_web-mpoSP,NA,NA,EX,NA,LC,EX,0,0,0,0,1,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Tachigali denudata,Sclerolobium denudatum-Tachigali denudata,apta,Angiospermas,Fabaceae,Tachigali,denudata,especie,NA,Nome original era sinônimo-NA,UICN_API-cncflora_ckan,NA-NA,LR/nt-NA,NA-NA,NA-NA,NA-EN,NA-NA,0,1,0,0,0,0,0,1,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Albizia edwallii,Albizia edwallii-Albizia edwarllii,apta,Angiospermas,Fabaceae,Albizia,edwallii,especie,NA,Nome original mal escrito-NA,cncflora_web-UICN_API-UICN_API,NA-NA,LC-VU,NA-NA,NA-NA,LC-NA,NA-NA,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Inga bullata,Inga bullata,apta,Angiospermas,Fabaceae,Inga,bullata,especie,NA,NA,cncflora_ckan-UICN_API,NA,VU,NA,NA,NT,NA,0,0,1,0,0,1,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Inga lanceifolia,Inga lanceifolia,apta,Angiospermas,Fabaceae,Inga,lanceifolia,especie,NA,NA,cncflora_web-UICN_API,NA,EN,NA,NA,LC,NA,0,1,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Inga lenticellata,Inga lenticellata,apta,Angiospermas,Fabaceae,Inga,lenticellata,especie,NA,NA,cncflora_web-UICN_API,NA,VU,NA,NA,LC,NA,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Inga maritima,Inga maritima,examinar,Angiospermas,Fabaceae,Inga,maritima,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,VU,NA,NA,0,0,1,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Inga praegnans,Inga praegnans,apta,Angiospermas,Fabaceae,Inga,praegnans,especie,NA,NA,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,NA,EN,NA,VU,EN,VU,0,1,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Inga sellowiana,Inga sellowiana,apta,Angiospermas,Fabaceae,Inga,sellowiana,especie,NA,NA,cncflora_ckan-UICN_API,NA,EN,NA,NA,LC,NA,0,1,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Myrocarpus leprosus,Myrocarpus leprosus,apta,Angiospermas,Fabaceae,Myrocarpus,leprosus,especie,NA,NA,cncflora_ckan-UICN_API,NA,CR,NA,NA,CR,NA,1,0,0,0,0,0,0,0,1,TRUE,NA,TRUE,NA,2,SIM
Ormosia minor,Ormosia minor,apta,Angiospermas,Fabaceae,Ormosia,minor,especie,NA,NA,cncflora_ckan-UICN_API,NA,VU,NA,NA,VU,NA,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Desmodium subsecundum,Desmodium subsecundum,apta,Angiospermas,Fabaceae,Desmodium,subsecundum,especie,NA,NA,UICN_API,NA,DD,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Muellera filipes,Muellera filipes,apta,Angiospermas,Fabaceae,Muellera,filipes,especie,NA,NA,cncflora_ckan,NA,NA,NA,NA,VU,NA,0,0,1,0,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Dahlstedtia muehlbergiana,Dahlstedtia muehlbergiana-Lonchocarpus muehlbergianus,apta,Angiospermas,Fabaceae,Dahlstedtia,muehlbergiana,especie,NA,Nome original era sinônimo-NA,sima-cncflora_web,NA,NA,NA,NA,DD,NA,0,0,0,1,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Ancistrotropis firmula,Ancistrotropis firmula-Vigna firmula,apta,Angiospermas,Fabaceae,Ancistrotropis,firmula,especie,NA,Nome original era sinônimo-NA,sima-SP_oficial-cncflora_web,NA-NA,NA-NA,NA-NA,NA-NA,LC-LC,VU-NA,0,0,1,0,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Cratylia isopetala,Camptosema isopetalum,examinar,Angiospermas,Fabaceae,Cratylia,isopetala,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,sima-SP_oficial,NA,NA,NA,NA,LC,EX,0,0,0,0,1,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Nanogalactia heterophylla,Galactia marginalis,examinar,Angiospermas,Fabaceae,Nanogalactia,heterophylla,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,sima-SP_oficial-mpoSP,NA,NA,EX,NA,LC,EX,0,0,0,0,1,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Voyria aphylla,Voyria aphylla,apta,Angiospermas,Gentianaceae,Voyria,aphylla,especie,NA,NA,sima-cncflora_web,NA,NA,NA,NA,DD,NA,0,0,0,1,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Zygostigma australe,Zygostigma australe,apta,Angiospermas,Gentianaceae,Zygostigma,australe,especie,NA,NA,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014,NA,NA,CR,EN,EN,CR,1,1,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Curtia tenuifolia,Curtia tenuifolia,apta,Angiospermas,Gentianaceae,Curtia,tenuifolia,especie,NA,NA,sima-SP_oficial-cncflora_web-mpoSP,NA,NA,CR,NA,LC,CR,1,0,0,0,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Schultesia aptera,Schultesia aptera,apta,Angiospermas,Gentianaceae,Schultesia,aptera,especie,NA,NA,sima-SP_oficial-mpoSP,NA,NA,CR,NA,LC,CR,1,0,0,0,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Codonanthe carnosa,Codonanthe carnosa,apta,Angiospermas,Gesneriaceae,Codonanthe,carnosa,especie,NA,NA,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,NA,NA,VU,VU,VU,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Nematanthus monanthos,Nematanthus monanthos,apta,Angiospermas,Gesneriaceae,Nematanthus,monanthos,especie,NA,NA,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,NA,NA,EN,EN,EN,0,1,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Nematanthus sericeus,Nematanthus sericeus,apta,Angiospermas,Gesneriaceae,Nematanthus,sericeus,especie,NA,NA,cncflora_web,NA,NA,NA,NA,NT,NA,0,0,0,0,0,1,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Nematanthus strigillosus,Nematanthus strigillosus,examinar,Angiospermas,Gesneriaceae,Nematanthus,strigillosus,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-SP_oficial,NA,NA,NA,NA,NT,EX,0,0,0,0,1,1,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Seemannia sylvatica,Seemannia sylvatica,apta,Angiospermas,Gesneriaceae,Seemannia,sylvatica,especie,NA,NA,cncflora_web,NA,NA,NA,NA,NT,NA,0,0,0,0,0,1,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Sinningia canescens,Sinningia canescens,apta,Angiospermas,Gesneriaceae,Sinningia,canescens,especie,NA,NA,sima-SP_oficial-cncflora_web,NA,NA,NA,NA,NT,VU,0,0,1,0,0,1,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Sinningia iarae,Sinningia iarae,apta,Angiospermas,Gesneriaceae,Sinningia,iarae,especie,NA,NA,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,NA,NA,EN,EN,EN,0,1,0,0,0,0,0,0,1,TRUE,NA,TRUE,NA,2,SIM
Sinningia magnifica,Sinningia magnifica,apta,Angiospermas,Gesneriaceae,Sinningia,magnifica,especie,NA,NA,sima-SP_oficial-cncflora_web,NA,NA,NA,NA,LC,VU,0,0,1,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Sinningia micans,Sinningia micans,apta,Angiospermas,Gesneriaceae,Sinningia,micans,especie,NA,NA,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,NA,NA,EN,EN,EN,0,1,0,0,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Sinningia piresiana,Sinningia piresiana,apta,Angiospermas,Gesneriaceae,Sinningia,piresiana,especie,NA,NA,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,NA,NA,EN,EN,EN,0,1,0,0,0,0,0,0,1,FALSE,TRUE,TRUE,TRUE,3,SIM
Sinningia rupicola,Sinningia rupicola,examinar,Angiospermas,Gesneriaceae,Sinningia,rupicola,especie,NA,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,sima-Portaria 443/2014,NA,NA,NA,EN,NA,NA,0,1,0,0,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
Sinningia warmingii,Sinningia warmingii,apta,Angiospermas,Gesneriaceae,Sinningia,warmingii,especie,NA,NA,sima-SP_oficial-cncflora_web,NA,NA,NA,NA,LC,VU,0,0,1,0,0,0,0,0,1,TRUE,FALSE,TRUE,FALSE,2,SIM
Griselinia ruscifolia,Griselinia ruscifolia,apta,Angiospermas,Griseliniaceae,Griselinia,ruscifolia,especie,NA,NA,cncflora_web,NA,NA,NA,NA,NT,NA,0,0,0,0,0,1,0,0,1,TRUE,TRUE,TRUE,TRUE,4,SIM
Hymenophyllum crispum,Hymenophyllum sampaioanum,apta,Samambaias e licófitas,Hymenophyllaceae,Hymenophyllum,crispum,especie,NA,Nome original era sinônimo,sima-cncflora_web-Portaria 443/2014,NA,NA,NA,CR,CR,NA,1,0,0,0,0,0,0,0,1,TRUE,FALSE,TRUE,TRUE,3,SIM
