X,Y,grupo,familia,nome_aceito_correto,genero,epiteto_especifico,nivel_taxonomico,epiteto_infraespecifico,acceptedNameUsage,acceptedNameUsageID,acceptedScientificName,scientificName,institutionCode,institutionID,institutionKey,collectionCode,collectionID,collectionKey,catalogNumber,barcode,basisOfRecord,fieldNumber,country,countryCode,stateProvince,county,municipality,elevation,elevationAccuracy,eventDate,eventTime,geodeticDatum,locality,locationID,locationRemarks,maximumElevationInMeters,occurrenceRemarks,occurrenceStatus,recordedBy,record_id,recordNumber,year,month,day,identificationID,identifiedBy,identifier,identifiers,dateIdentified,yearIdentified,monthIdentified,dayIdentified,verbatimCoordinateSystem,verbatimElevation,verbatimEventDate,verbatimLatitude,verbatimLongitude,verbatimLocality,fonte_dados,family,familyKey,genus,georeferencedBy,georeferenceProtocol,group,habitat,higherClassification,infraspecificEpithet,name,nameAccordingTo,nomenclaturalStatus,scientificNameAuthorship,specificEpithet,taxonomicStatus,verbatimTaxonRank,X,Y,t20,decimalLatitude,decimalLongitude
-47.616699,-21.2167,Angiospermas,Bromeliaceae,Dyckia tuberosa,Dyckia,tuberosa,especie,,,,,Dyckia tuberosa,,"391",,,,,"17825",,HumanObservation,,Brazil,BR,SP,,Pirassununga,,,,,,,"17402",,,,,Suzana Lúcia Proença,,,,,,,,,,,,,,,,,,,"Faculdade de Zootecnia, Universidade de São Paulo",SisBIOTA,Bromeliaceae,,Dyckia,,,,,,NA,,,,,tuberosa,,,,,,-21.2167,-47.616699
-47.965302,-24.07,Angiospermas,Lauraceae,Ocotea lancifolia,Ocotea,lancifolia,especie,,,,,Ocotea lancifolia,,"139",,,,,"951",,PreservedSpecimen,,Brazil,BR,SP,,São Miguel Arcanjo,,,,,,,"905",,,,,Pedro Luis Rodrigues de Moraes,,,,,,,,,,,,,,,,,,,Parque Estadual Carlos Botelho,SisBIOTA,Lauraceae,,Ocotea,,,,,,NA,,,,,lancifolia,,,,,,-24.07,-47.965302
-46.7738,-23.6625,Gimnospermas,Araucariaceae,Araucaria angustifolia,Araucaria,angustifolia,especie,,,,,Araucaria angustifolia,,"205",,,,,"2152",,PreservedSpecimen,,Brazil,BR,SP,,São Paulo,,,,,,,"1948",,,,,Ricardo José Francischetti Garcia,,,,,,,,,,,,,,,,,,,Capão Redondo,SisBIOTA,Araucariaceae,,Araucaria,,,,,,NA,,,,,angustifolia,,,,,,-23.6625,-46.7738
-46.726601,-23.580601,Angiospermas,Loranthaceae,Struthanthus flexicaulis,Struthanthus,flexicaulis,especie,,,,,Struthanthus flexicaulis,,"134",,,,,"2276",,PreservedSpecimen,,Brazil,BR,SP,,São Paulo,,,,,,,"1963",,,,,Lúcia Rossi,,,,,,,,,,,,,,,,,,,Butantã,SisBIOTA,Loranthaceae,,Struthanthus,,,,,,NA,,,,,flexicaulis,,,,,,-23.580601,-46.726601
-46.732201,-23.988001,Angiospermas,Lauraceae,Persea obovata,Persea,obovata,especie,,,,,Persea obovata,,NA,,,,,"2896",,PreservedSpecimen,,Brazil,BR,SP,,São Paulo,,,,,,,"2221",,,,,Luis Carlos Quadros Malta Pinto de Sampaio,,,,,,,,,,,,,,,,,,,Marsilac,SisBIOTA,Lauraceae,,Persea,,,,,,NA,,,,,obovata,,,,,,-23.988001,-46.732201
-46.732201,-23.988001,Angiospermas,Lauraceae,Persea obovata,Persea,obovata,especie,,,,,Persea obovata,,"134",,,,,"2999",,PreservedSpecimen,,Brazil,BR,SP,,São Paulo,,,,,,,"2234",,,,,Rosângela Simão-Bianchini,,,,,,,,,,,,,,,,,,,Marsilac,SisBIOTA,Lauraceae,,Persea,,,,,,NA,,,,,obovata,,,,,,-23.988001,-46.732201
-46.743099,-23.9853,Angiospermas,Lauraceae,Persea obovata,Persea,obovata,especie,,,,,Persea obovata,,"142",,,,,"3009",,PreservedSpecimen,,Brazil,BR,SP,,São Paulo,,,,,,,"2238",,,,,Silvana Aparecida Pires de Godoy,,,,,,,,,,,,,,,,,,,Marsilac,SisBIOTA,Lauraceae,,Persea,,,,,,NA,,,,,obovata,,,,,,-23.9853,-46.743099
-46.732201,-23.988001,Angiospermas,Lauraceae,Persea obovata,Persea,obovata,especie,,,,,Persea obovata,,"226",,,,,"3048",,PreservedSpecimen,,Brazil,BR,SP,,São Paulo,,,,,,,"2234",,,,,Paulo Affonso,,,,,,,,,,,,,,,,,,,Marsilac,SisBIOTA,Lauraceae,,Persea,,,,,,NA,,,,,obovata,,,,,,-23.988001,-46.732201
-46.732201,-23.988001,Angiospermas,Lauraceae,Persea obovata,Persea,obovata,especie,,,,,Persea obovata,,"205",,,,,"3159",,PreservedSpecimen,,Brazil,BR,SP,,São Paulo,,,,,,,"2234",,,,,Ricardo José Francischetti Garcia,,,,,,,,,,,,,,,,,,,Marsilac,SisBIOTA,Lauraceae,,Persea,,,,,,NA,,,,,obovata,,,,,,-23.988001,-46.732201
-46.732201,-23.988001,Angiospermas,Lauraceae,Persea obovata,Persea,obovata,especie,,,,,Persea obovata,,"205",,,,,"3161",,PreservedSpecimen,,Brazil,BR,SP,,São Paulo,,,,,,,"2234",,,,,Ricardo José Francischetti Garcia,,,,,,,,,,,,,,,,,,,Marsilac,SisBIOTA,Lauraceae,,Persea,,,,,,NA,,,,,obovata,,,,,,-23.988001,-46.732201
