X,Y,grupo,familia,nome_aceito_correto,genero,epiteto_especifico,nivel_taxonomico,epiteto_infraespecifico,acceptedNameUsage,acceptedNameUsageID,acceptedScientificName,scientificName,institutionCode,institutionID,institutionKey,collectionCode,collectionID,collectionKey,catalogNumber,barcode,basisOfRecord,fieldNumber,country,countryCode,stateProvince,county,municipality,elevation,elevationAccuracy,eventDate,eventTime,geodeticDatum,locality,locationID,locationRemarks,maximumElevationInMeters,occurrenceRemarks,occurrenceStatus,recordedBy,record_id,recordNumber,year,month,day,identificationID,identifiedBy,identifier,identifiers,dateIdentified,yearIdentified,monthIdentified,dayIdentified,verbatimCoordinateSystem,verbatimElevation,verbatimEventDate,verbatimLatitude,verbatimLongitude,verbatimLocality,fonte_dados,family,familyKey,genus,georeferencedBy,georeferenceProtocol,group,habitat,higherClassification,infraspecificEpithet,name,nameAccordingTo,nomenclaturalStatus,scientificNameAuthorship,specificEpithet,taxonomicStatus,verbatimTaxonRank,X,Y,t20,decimalLatitude,decimalLongitude
-46.732201,-23.988001,Angiospermas,Lauraceae,Persea obovata,Persea,obovata,especie,,,,,Persea obovata,,"205",,,,,"3165",,PreservedSpecimen,,Brazil,BR,SP,,São Paulo,,,,,,,"2234",,,,,Ricardo José Francischetti Garcia,,,,,,,,,,,,,,,,,,,Marsilac,SisBIOTA,Lauraceae,,Persea,,,,,,NA,,,,,obovata,,,,,,-23.988001,-46.732201
-46.756599,-23.988399,Angiospermas,Lauraceae,Persea obovata,Persea,obovata,especie,,,,,Persea obovata,,"205",,,,,"3250",,PreservedSpecimen,,Brazil,BR,SP,,São Paulo,,,,,,,"2219",,,,,Ricardo José Francischetti Garcia,,,,,,,,,,,,,,,,,,,Marsilac,SisBIOTA,Lauraceae,,Persea,,,,,,NA,,,,,obovata,,,,,,-23.988399,-46.756599
-46.743099,-23.9853,Angiospermas,Bromeliaceae,Dyckia tuberosa,Dyckia,tuberosa,especie,,,,,Dyckia tuberosa,,"205",,,,,"3271",,PreservedSpecimen,,Brazil,BR,SP,,São Paulo,,,,,,,"2002",,,,,Ricardo José Francischetti Garcia,,,,,,,,,,,,,,,,,,,Marsilac,SisBIOTA,Bromeliaceae,,Dyckia,,,,,,NA,,,,,tuberosa,,,,,,-23.9853,-46.743099
-46.657398,-23.586399,Angiospermas,Loranthaceae,Struthanthus flexicaulis,Struthanthus,flexicaulis,especie,,,,,Struthanthus flexicaulis,,"205",,,,,"3507",,PreservedSpecimen,,Brazil,BR,SP,,São Paulo,,,,,,,"2314",,,,,Ricardo José Francischetti Garcia,,,,,,,,,,,,,,,,,,,Vila Mariana,SisBIOTA,Loranthaceae,,Struthanthus,,,,,,NA,,,,,flexicaulis,,,,,,-23.586399,-46.657398
-44.832199,-23.3342,Angiospermas,Rubiaceae,Rudgea coronata,Rudgea,coronata,especie,,,,,Rudgea coronata,,"104",,,,,"18027",,PreservedSpecimen,,Brazil,BR,SP,,Ubatuba,,,,,,,"17681",,,,,"Mariana Cruz Rodrigues de Campos; Renato Belinello; Marco Antonio de Assis; Frederico Augusto Guilherme",,,,,,,,,,,,,,,,,,,Trilha do Corisco,SisBIOTA,Rubiaceae,,Rudgea,,,,,,NA,,,,,coronata,,,,,,-23.3342,-44.832199
-45.516667,-23.583333,Angiospermas,Monimiaceae,Mollinedia gilgiana,Mollinedia,gilgiana,especie,,,,,Mollinedia gilgiana,,"105",,,,,"20518",,PreservedSpecimen,,Brazil,BR,SP,,Caraguatatuba,,,,,,,"20389",,,,,Edson Junior Ferreira Stefani,,,,,,,,,,,,,,,,,,,Floresta Ombrófila Densa Montana. PESM Núcleo Caraguatatuba-SP,SisBIOTA,Monimiaceae,,Mollinedia,,,,,,NA,,,,,gilgiana,,,,,,-23.583333,-45.516667
-47.5,-22.0331,Angiospermas,Bromeliaceae,Dyckia tuberosa,Dyckia,tuberosa,especie,,,,,Dyckia tuberosa,,"142",,,,,"1102",,HumanObservation,,Brazil,BR,SP,,Pirassununga,,,,,,,"1501",,,,,"Marcos Antonio Batalha, Sônia Aragaki & Waldir Mantovani",,,,,,,,,,,,,,,,,,,Cerrado de Emas,SisBIOTA,Bromeliaceae,,Dyckia,,,,,,NA,,,,,tuberosa,,,,,,-22.0331,-47.5
-47.940899,-21.3447,Angiospermas,Lauraceae,Ocotea lancifolia,Ocotea,lancifolia,especie,,,,,Ocotea lancifolia,,"152",,,,,"8048",,HumanObservation,,Brazil,BR,SP,,Ribeirão Preto,,,,,,,"6685",,,,,Olga Kotchetkoff Henriques e Maurício de Oliveira,,,,,,,,,,,,,,,,,,,Fragmento florestal situado na margem do ribeirão da Onça,SisBIOTA,Lauraceae,,Ocotea,,,,,,NA,,,,,lancifolia,,,,,,-21.3447,-47.940899
-47.873299,-24.2006,Angiospermas,Lauraceae,Nectandra debilis,Nectandra,debilis,especie,,,,,Nectandra debilis,,"147",,,,,"12398",,HumanObservation,,Brazil,BR,SP,,Sete Barras,,,,,,,"11618",,,,,Natália Macedo Ivanauskas,,,,,,,,,,,,,,,,,,,_,SisBIOTA,Lauraceae,,Nectandra,,,,,,NA,,,,,debilis,,,,,,-24.2006,-47.873299
-47.072201,-23.724501,Gimnospermas,Araucariaceae,Araucaria angustifolia,Araucaria,angustifolia,especie,,,,,Araucaria angustifolia,,NA,,,,,"8445",,HumanObservation,,Brazil,BR,SP,,Ibiúna,,,,,,,"7180",,,,,Luis Carlos Bernacci,,,,,,,,,,,,,,,,,,,GODOY,SisBIOTA,Araucariaceae,,Araucaria,,,,,,NA,,,,,angustifolia,,,,,,-23.724501,-47.072201
-48.217499,-21.326099,Angiospermas,Lauraceae,Ocotea lancifolia,Ocotea,lancifolia,especie,,,,,Ocotea lancifolia,,"443",,,,,"11490",,HumanObservation,,Brazil,BR,SP,,Guariba,,,,,,,"10676",,,,,Luis Vicente Brandolise Bufo,,,,,,,,,,,,,,,,,,,_,SisBIOTA,Lauraceae,,Ocotea,,,,,,NA,,,,,lancifolia,,,,,,-21.326099,-48.217499
-47.923819,-24.184255,Angiospermas,Monimiaceae,Mollinedia gilgiana,Mollinedia,gilgiana,especie,,,,,Mollinedia gilgiana,,"147",,,,,"21935",,HumanObservation,,Brazil,BR,SP,,Sete Barras,,,,,,,"21829",,,,,Natália Macedo Ivanauskas,,,,,,,,,,,,,,,,,,,"O Parque Estadual de Carlos Botelho (PECB) possui área total de 37.793,63 ha e encontra-se na região sul do Estado de São Paulo. Engloba parte dos municípios de São Miguel Arcanjo, Capão Bonito e Sete Barras, com altitudes que variam de 30 a 1003 m.",SisBIOTA,Monimiaceae,,Mollinedia,,,,,,NA,,,,,gilgiana,,,,,,-24.184255,-47.923819
-47.923819,-24.184255,Angiospermas,Monimiaceae,Mollinedia gilgiana,Mollinedia,gilgiana,especie,,,,,Mollinedia gilgiana,,"147",,,,,"21936",,HumanObservation,,Brazil,BR,SP,,Sete Barras,,,,,,,"21830",,,,,Natália Macedo Ivanauskas,,,,,,,,,,,,,,,,,,,"O Parque Estadual de Carlos Botelho (PECB) possui área total de 37.793,63 ha e encontra-se na região sul do Estado de São Paulo. Engloba parte dos municípios de São Miguel Arcanjo, Capão Bonito e Sete Barras, com altitudes que variam de 30 a 1003 m.",SisBIOTA,Monimiaceae,,Mollinedia,,,,,,NA,,,,,gilgiana,,,,,,-24.184255,-47.923819
-48.064899,-22.046101,Angiospermas,Lauraceae,Ocotea lancifolia,Ocotea,lancifolia,especie,,,,,Ocotea lancifolia,,"147",,,,,"2637",,HumanObservation,,Brazil,BR,SP,,São Carlos,,,,,,,"7316",,,,,Giselda Durigan,,,,,,,,,,,,,,,,,,,Usina da Serra. Proprietário da Fazenda -Sr. Ivo Morganti,SisBIOTA,Lauraceae,,Ocotea,,,,,,NA,,,,,lancifolia,,,,,,-22.046101,-48.064899
-47.965302,-24.068001,Angiospermas,Lauraceae,Nectandra debilis,Nectandra,debilis,especie,,,,,Nectandra debilis,,"263",,,,,"6002",,HumanObservation,,Brazil,BR,SP,,São Miguel Arcanjo,,,,,,,"4655",,,,,Osny Tadeu de Aguiar,,,,,,,,,,,,,,,,,,,_,SisBIOTA,Lauraceae,,Nectandra,,,,,,NA,,,,,debilis,,,,,,-24.068001,-47.965302
-47.965302,-24.068001,Angiospermas,Lauraceae,Ocotea lancifolia,Ocotea,lancifolia,especie,,,,,Ocotea lancifolia,,"263",,,,,"6002",,HumanObservation,,Brazil,BR,SP,,São Miguel Arcanjo,,,,,,,"4655",,,,,Osny Tadeu de Aguiar,,,,,,,,,,,,,,,,,,,_,SisBIOTA,Lauraceae,,Ocotea,,,,,,NA,,,,,lancifolia,,,,,,-24.068001,-47.965302
-48.678902,-24.557501,Gimnospermas,Araucariaceae,Araucaria angustifolia,Araucaria,angustifolia,especie,,,,,Araucaria angustifolia,,"333",,,,,"11484",,HumanObservation,,Brazil,BR,SP,,Iporanga,,,,,,,"16801",,,,,Lin Chau Ming,,,,,,,,,,,,,,,,,,,Bairro da Serra e Betari,SisBIOTA,Araucariaceae,,Araucaria,,,,,,NA,,,,,angustifolia,,,,,,-24.557501,-48.678902
-48.106701,-21.166901,Angiospermas,Lauraceae,Ocotea lancifolia,Ocotea,lancifolia,especie,,,,,Ocotea lancifolia,,"443",,,,,"11507",,HumanObservation,,Brazil,BR,SP,,Barrinha,,,,,,,"10693",,,,,Luis Vicente Brandolise Bufo,,,,,,,,,,,,,,,,,,,_,SisBIOTA,Lauraceae,,Ocotea,,,,,,NA,,,,,lancifolia,,,,,,-21.166901,-48.106701
-47.783299,-22.133301,Angiospermas,Bromeliaceae,Dyckia tuberosa,Dyckia,tuberosa,especie,,,,,Dyckia tuberosa,,"391",,,,,"17821",,HumanObservation,,Brazil,BR,SP,,Itirapina,,,,,,,"17396",,,,,Suzana Lúcia Proença,,,,,,,,,,,,,,,,,,,Estação Ecológica de Itirapina,SisBIOTA,Bromeliaceae,,Dyckia,,,,,,NA,,,,,tuberosa,,,,,,-22.133301,-47.783299
