"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus"
"50","2020-02-03 10:09:07-03","UNICAMP","UEC","201434","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Pires, TP","Pires, TP; Duarte, LSC; Lima, GM","143","2018","07","04",NA,"Brazil","São Paulo","Campinas",NA,"-47.199044","-23.366883",NA,NA,NA,NA,"UEC177929","UEC177929 UEC177929_v01 UEC177929_v02 UEC177929_v03 UEC177929_v04",NA,NA,"-47.199044","-23.366883",NA,NA,"2018","07","04",NA,NA,NA
"51","2019-08-20 10:25:31-03","UNICAMP","UEC","151551","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Tamashiro, JY","Costa, ACM","127","2009","04","25",NA,"Brazil","São Paulo","Valinhos","Clube de Campo Valinhos, mata ciliar","-46.931944","-22.956667","955","955",NA,"Árvore ca 10m, flores brancas melíferas, frutos verdes, grandes e enrugados. Interior da mata.","UEC042396","UEC042396",NA,NA,"-46.931944","-22.956667",NA,NA,"2009","08",NA,NA,NA,NA
"52","2019-08-20 10:25:31-03","UNICAMP","UEC","151617","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Tamashiro, JY","Costa, ACM","193","2009","08","06",NA,"Brazil","São Paulo","Valinhos","Clube de Campo Valinhos, mata ciliar","-46.931944","-22.956667","955","955",NA,"Árvore ca 10m,frutos secos marrons. Borda da trilha.","UEC042395","UEC042395",NA,NA,"-46.931944","-22.956667",NA,NA,"2009","12",NA,NA,NA,NA
"53","2021-03-01 16:40:30-03","UNICAMP","UEC","171886","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Santos, K","Santos, K; Belinello, R","3669","2000","12","12",NA,"Brazil","São Paulo","Campinas","Mata Ribeirão Cachoeira (área C2); área total: 244,9ha.","-46.916667","-22.816667","660","660",NA,"Árvore perenifólia, autocórica, córtex rugoso, madeira pesada; alt. total: 13m; alt. do fuste: 9m; PAP: 120cm. NP: caputuna.; Floresta estacional semidecidual.","UEC045184","UEC045184",NA,NA,"-46.916667","-22.816667",NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:40:30-03","UNICAMP","UEC","171887","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Santos, K","Santos, K; Belinello, R","313","1999","07","20",NA,"Brazil","São Paulo","Campinas","Mata Furnas (fragmento P2); área total: 13.2ha.","-47","-22.783333","658","658",NA,"Árvore perenifólia, autocórica, córtex rugoso, madeira pesada; alt. total: 5m; alt. do fuste: 3.5m; PAP32cm. 01-25% da copa infestada por lianas.; Floresta estacional semidecidual.","UEC045181","UEC045181",NA,NA,"-47","-22.783333",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:40:30-03","UNICAMP","UEC","95499","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Souza, SB","1180","1994","08","21",NA,"Brazil","Minas Gerais","Fazenda Lagoa",NA,"-46.25","-21.416667",NA,NA,NA,"Fruto seco c/ sementes; fruto imaturo e sementes; Mata da Olaria","UEC074572","UEC074572",NA,NA,"-46.25","-21.416667",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:40:30-03","UNICAMP","UEC","95615","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Souza, SB","1297","1994","08","23",NA,"Brazil","Minas Gerais","Fazenda Lagoa","Trilha 10194; placa 776","-46.25","-21.416667",NA,NA,NA,"Material estéril; com folhas.; Mata da Olaria","UEC074557","UEC074557",NA,NA,"-46.25","-21.416667",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-02-16 14:02:11-03","UNICAMP","UEC","95496","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Souza, SB","1205","1994","08","23",NA,"Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa, Mata da Olaria","-46.25","-21.416667",NA,NA,NA,"Vegetativo, Material estéril. Na trilha 6 - 42 placa nº 158. Doação do Herbário do Horto Monte Alegre","UEC042384","UEC042384",NA,NA,"-46.25","-21.416667",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-02-16 14:02:11-03","UNICAMP","UEC","95497","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Souza, SB","1199","1994","08","22",NA,"Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa, Mata da Olaria","-46.25","-21.416667",NA,NA,NA,"Vegetativo, Material estéril. Na trilha 5 - 32 - placa nº 128. Doação do Herbário do Horto Monte Alegre","UEC042397","UEC042397",NA,NA,"-46.25","-21.416667",NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-02-16 14:02:11-03","UNICAMP","UEC","95617","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Souza, SB","1277",NA,NA,NA,NA,"Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa, Mata da Olaria","-46.25","-21.416667",NA,NA,NA,"Vegetativo, Material estéril. Na trilha 9 - 156 - placa nº 622 . Doação do Herbário do Horto Monte Alegre","UEC042398","UEC042398",NA,NA,"-46.25","-21.416667",NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-02-16 14:02:11-03","UNICAMP","UEC","95623","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Souza, SB","1210","1994","08","23",NA,"Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa, Mata da Olaria","-46.25","-21.416667",NA,NA,NA,"Vegetativo, Material estéril. Na trilha 6 -52 - placa nº 207. Doação do Herbário do Horto Monte Alegre","UEC074558","UEC074558",NA,NA,"-46.25","-21.416667",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:40:30-03","UNICAMP","UEC","96252","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Penha, AS; Hayashi, AH","4","1996","03",NA,NA,"Brazil","São Paulo","Campinas","Fazenda Santa Elisa, Instituto Agronômico.","-47.083333","-22.9",NA,NA,NA,"Indivíduo que apresenta raízes gemíferas; tronco principal vivo.","UEC074569","UEC074569",NA,NA,"-47.083333","-22.9",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-08-20 10:25:31-03","UNICAMP","UEC","96864","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Pirani, JR","Goldenberg, R; Semir, J; Dutilh, JHA; Romero, R","553","1998","02","14",NA,"Brazil","Minas Gerais","Piumhi","Estrada do Andaime",NA,NA,NA,NA,NA,"fruto, Floresta em grotão. Ao lado da cachoeira. Árvore 7m. Frutos verdes.","UEC042400","UEC042400",NA,NA,NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA
"63","2019-08-20 10:25:31-03","UNICAMP","UEC","14198","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Yamamoto, K","Duarte, AP","9325A","1965","10","16",NA,"Brazil","Distrito Federal","Brasília","Catetinho","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"UEC074559","UEC074559","70570","auto",NA,NA,NA,NA,"1991",NA,NA,NA,NA,NA
"64","2019-08-20 10:25:31-03","UNICAMP","UEC","199648","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Yamamoto, K","Weyland Vieira, MC","835","1985","12","12",NA,"Brazil","Minas Gerais","Monte Belo","arvore I28 - quadrante 32. flores. mato olaria","-46.3675003051758","-21.3264007568359",NA,NA,NA,NA,"UEC171355",NA,"16667","auto",NA,NA,NA,NA,"1991",NA,NA,NA,NA,NA
"65","2019-08-20 10:25:31-03","UNICAMP","UEC","95495","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Pirani, JR","Souza, SB","1209","1994","08","23",NA,"Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa","-46.3675003051758","-21.3264007568359",NA,NA,NA,"Árvore. Material estéril. Na trilha 6-50. Árvore placa nº200.","UEC042401","UEC042401","16667","auto",NA,NA,NA,NA,"2003","06",NA,NA,NA,NA
"66","2019-08-20 10:25:31-03","UNICAMP","UEC","114660","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Mendonça Filho, CV","Mendonça Filho, CV; Neto, FCC","559","2000","08","16",NA,"Brazil","Minas Gerais","Oliveira","Fazenda Curral de Minas, Na mata antes do cafezal. Mata mesófila.","-44.8272018432617","-20.6963996887207",NA,NA,NA,"Árvore 5m de altura. Frutos maduros, na carpoteca do BHCB.","UEC042403","UEC042403","38796","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:40:30-03","UNICAMP","UEC","104945","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Cielo-Filho, R; Chiste, FS","35809","1998","11","16",NA,"Brazil","São Paulo","Campinas","Bosque dos Alemães.","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore de aproximadamente 16m de altura; flores de coloração creme, algumas (bem pocas) tendendo ao vinho, perfumadas. Indivíduo número 2893.; Floresta Estacional Semidecidual","UEC086419","UEC086419","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:40:30-03","UNICAMP","UEC","104948","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Cielo-Filho, R; Comar, M","35816","1998","06","17",NA,"Brazil","São Paulo","Campinas","Bosque dos Alemães.","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore de aproximadamente 15m; copa baixa e tronco liso. Frutos do tipo cápsula septicida voltados para fora da folhagem.; Interior da Floresta Estacional Semidecidual.","UEC086426","UEC086426","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:40:30-03","UNICAMP","UEC","61289","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Stranghetti, A; Guimarães, P; Barbosa, AR; Martins, AL","23559","1990","09","19",NA,"Brazil","São Paulo","Campinas","Bosque dos Alemães. Dentro do bosque próximo do Maytenus","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore ca. 8metros, tronco liso e escuro, frutos secos.","UEC086425","UEC086425","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-02-18 09:36:02-03","UNICAMP","UEC","91049","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Santin, DA","Santin, DA; Grecco, MDN; Rathsan, LA; Fernandez, M A","31057","1993","06","25",NA,"Brazil","São Paulo","Campinas","Bosque dos Italianos","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC042404","UEC042404","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:40:30-03","UNICAMP","UEC","43424","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Yamamoto, K","Taroda, N; Gouvêa, LSK; Yamamoto, K","18573","1986","04","30",NA,"Brazil","São Paulo","Campinas","Distrito de Cabras.","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore, cerca de 10m com frutos; Mata próxima ao Observatório Capricórnio.","UEC074570","UEC074570","23900","auto",NA,NA,NA,NA,"1991",NA,NA,NA,NA,NA
"72","2021-03-01 16:40:30-03","UNICAMP","UEC","61391","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Pombal, ECP","27971","1993","03","01",NA,"Brazil","São Paulo","Campinas","Fazenda Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,"Arbórea, + ou - 2,50 m de altura.","UEC074573","UEC074573","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-08-20 10:25:31-03","UNICAMP","UEC","61719","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Pombal, ECP","27921","1992","10",NA,NA,"Brazil","São Paulo","Campinas","Fazenda Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,"Flor, Arbórea, com inflorescência do tipo ponicúlo, com flores hermafroditas, com pétalas amarelas","UEC042399","UEC042399","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-04-01 14:00:33-03","UNICAMP","UEC","14199","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Cardamone, RB","Gibbs, PE; Leitão Filho, HF; Semir, J; Shepherd, GJ","4021","1976","11","23",NA,"Brazil","São Paulo","Campinas","Nativo em mata da Fazenda Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,"Flor, Árvore até 0 m, flores esbranquiçadas. Comum na área","UEC074551","UEC074551","23900","auto",NA,NA,NA,NA,"1979","09",NA,NA,NA,NA
"75","2021-03-01 16:40:30-03","UNICAMP","UEC","45527","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Yamamoto, K","Tamashiro, JY; Zickel, CS; Salis, SM","18228","1986","12",NA,NA,"Brazil","São Paulo","Campinas","Reserva Biológica ARA","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore de 8m, flores creme-esverdeadas","UEC074554","UEC074554","23900","auto",NA,NA,NA,NA,"1991",NA,NA,NA,NA,NA
"76","2021-03-01 16:40:30-03","UNICAMP","UEC","149058","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Morellato, LPC","23022","1989","12","15",NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,"árvore, 2,5 metros alt., flores amarelo claro","UEC171339","UEC171339","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:40:30-03","UNICAMP","UEC","105896","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Ahn, YJ; Kinoshita, LS; Torres, RB; Spinelli, T; Constâncio, SS","013","1999","03","19",NA,"Brazil","São Paulo","Campinas","Sítio São Francisco","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore, sub-bosque, fruto maduro verde, folhas com pontuações","UEC074560","UEC074560","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:40:30-03","UNICAMP","UEC","105889","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Ahn, YJ; Constâncio, SS; Sipinelli, T; Forni-Martins, ER; Kinoshita, LS","13","1999","03","19",NA,"Brazil","São Paulo","Campinas","Sítio São Francisco.","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore, sub-bosque, folhas com pontuações translúcidas.","UEC086405","UEC086405","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-08-20 10:25:31-03","UNICAMP","UEC","80020","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Pirani, JR","Kinoshita, LS; Tozzi, AMGA","95/75","1995","11","14",NA,"Brazil","São Paulo","Itatiba","Fazenda Santa Cristina, Em estrada de terra próxima a rodovia de Itatiba Bragança.","-46.8300018310547","-23",NA,NA,NA,"flor, Em mata secundária. Árvore de ca. 3m altura. Flores esverdeadas.","UEC042402","UEC042402","17442","auto",NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA
"80","2021-03-01 16:40:30-03","UNICAMP","UEC","14202","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Pirani, JR","Gibbs, PE; Leitão Filho, HF","3555","1976","11","16",NA,"Brazil","São Paulo","Mogi Guaçu","Estação Experimental de Mogi-Guaçú (Fazenda Campininha). 25 km. NW de Mogi-Guaçú.","-46.9421997070312","-22.372200012207",NA,NA,NA,"Árvore até 12m; flores em paniculas brancas, furtos maduros do ano anterior presentes.","UEC086421","UEC086421","39309","auto",NA,NA,NA,NA,"2002","06",NA,NA,NA,NA
"81","2021-03-01 16:40:30-03","UNICAMP","UEC","14200","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Yamamoto, K","Gibbs, PE; Leitão Filho, HF","4328","1977","01","28",NA,"Brazil","São Paulo","Mogi Guaçu","Estação Experimental ( Fazenda Campininha )","-46.9421997070312","-22.372200012207",NA,NA,NA,"Árvore até 10 metros; flores creme amareladas; Nativa no interior de mata de planalto.","UEC074556","UEC074556","39309","auto",NA,NA,NA,NA,"1991",NA,NA,NA,NA,NA
"82","2021-03-01 16:40:30-03","UNICAMP","UEC","31104","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Yamamoto, K","Vieira, AOS; Cardomani, RCB","11167","1980","03","23",NA,"Brazil","São Paulo","Paulínia","Fazenda S. Francisco - Rhodia","-47.1500015258789","-22.7600002288818",NA,NA,NA,"Árvore de 12 m; fruto","UEC074555","UEC074555","11851","auto",NA,NA,NA,NA,"1991",NA,NA,NA,NA,NA
"83","2021-03-01 16:40:30-03","UNICAMP","UEC","143561","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Silva, JS; Silveira, AM; Galvão, JC","780","2009","07","08",NA,"Brazil","São Paulo","São José do Barreiro","estrada para o Vão dos Cândidos.&nf;866m- &nf;20018'29''s&nf;4632'20''w.","-44.5699996948242","-22.6399993896484",NA,NA,NA,"Árvore com 4m de altura. fruto imaturo verde.; Margem do riacho.&nf;Mata de galeria, solo pedregoso.","UEC023836","UEC023836","30784","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-08-20 10:25:31-03","UNICAMP","UEC","14203","S","Plantae","Magnoliopsida",NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Yamamoto, K","?","s.n.","1973","11",NA,NA,"Brazil","São Paulo","São Paulo","Parque Siqueira Campos","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"UEC074553","UEC074553","53584","auto",NA,NA,NA,NA,"1991",NA,NA,NA,NA,NA
"85","2013-04-01 09:18:28-03","IPT","BCTW","6090","S","Plantae","Magnoliophyta",NA,NA,"Metrodorea","stipularis","Metrodorea stipularis","Mart.","IPT",NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Guaxupé",NA,"-46.7128","-21.3053",NA,NA,NA,NA,NA,NA,"16344","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:44:11-03","MBM","MBM","65414","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Kaastra, R.C.","Irwin, H.S.; et al.; et al.","15603",NA,NA,NA,"Southern America","Brazil","Distrito Federal",NA,"20km NE of Brasília",NA,NA,NA,NA,NA,NA,"MBM065414","MBM065414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:44:11-03","MBM","MBM","172835","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Pirani, J.R.","Jameirão Neto, E.; et al.; et al.","711",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Bom Sucesso","Fazenda Porto Velho","-44.7580986022949","-21.0331001281738",NA,NA,NA,NA,"MBM172835","MBM172835","22016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:44:11-03","MBM","MBM","162326","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.","Souza, V.C.","Moreira, H.","2799",NA,NA,NA,"Southern America","Brazil","São Paulo","Campinas","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"MBM162326","MBM162326","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2015-09-04 19:37:52-03","MNHN","RECOLNAT_MNHN_P","P06679711","PreservedSpecimen",NA,NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Regnell, A.",NA,"1854","2","1",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06679711' target='other'> <mi>dwc_moreinfo</mi></a>","P06679711","P06679711_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 1268",NA,NA
"90","2015-09-04 19:37:52-03","MNHN","RECOLNAT_MNHN_P","P06679712","PreservedSpecimen",NA,NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Regnell, A.F.",NA,"1845","12","5",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06679712' target='other'> <mi>dwc_moreinfo</mi></a>","P06679712","P06679712_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"II 54",NA,NA
"91","2015-09-04 19:37:52-03","MNHN","RECOLNAT_MNHN_P","P06679714","PreservedSpecimen",NA,NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Burchell",NA,"1926","12","15",NA,"Brasil",NA,NA,"The asset up the Serra de Cubatão.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06679714' target='other'> <mi>dwc_moreinfo</mi></a>","P06679714","P06679714_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3582",NA,NA
"92","2015-09-04 19:37:52-03","MNHN","RECOLNAT_MNHN_P","P06679715","PreservedSpecimen",NA,NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06679715' target='other'> <mi>dwc_moreinfo</mi></a>","P06679715","P06679715_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2015-09-04 19:37:52-03","MNHN","RECOLNAT_MNHN_P","P06679716","PreservedSpecimen",NA,NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Warming",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Lagoa St.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06679716' target='other'> <mi>dwc_moreinfo</mi></a>","P06679716","P06679716_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,NA
"94","2015-09-04 19:37:52-03","MNHN","RECOLNAT_MNHN_P","P06679717","PreservedSpecimen",NA,NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Mosén",NA,"1875","2","25",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06679717' target='other'> <mi>dwc_moreinfo</mi></a>","P06679717","P06679717_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4060",NA,NA
"95","2015-09-04 19:37:52-03","MNHN","RECOLNAT_MNHN_P","P06679718","PreservedSpecimen",NA,NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Glaziou, A.",NA,"1881","4","19",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06679718' target='other'> <mi>dwc_moreinfo</mi></a>","P06679718","P06679718_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12526",NA,NA
"96","2015-09-04 19:37:52-03","MNHN","RECOLNAT_MNHN_P","P06679719","PreservedSpecimen",NA,NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Hunger Filho, M.",NA,"1928","7","1",NA,"[Brésil]",NA,NA,"Collecção Navarro de Andrade",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06679719' target='other'> <mi>dwc_moreinfo</mi></a>","P06679719","P06679719_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2015-09-04 19:37:52-03","MNHN","RECOLNAT_MNHN_P","P06679722","PreservedSpecimen",NA,NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Glaziou, A.",NA,"1891","9","4",NA,"Brasil",NA,NA,"Minas. Faria.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06679722' target='other'> <mi>dwc_moreinfo</mi></a>","P06679722","P06679722_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18173",NA,NA
"98","2015-09-04 19:37:52-03","MNHN","RECOLNAT_MNHN_P","P06679721","PreservedSpecimen",NA,NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Glaziou, A.",NA,"1891","9","4",NA,"Brasil","Minas Gerais","Barbacena",NA,"-43.7736015319824","-21.2257995605469",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06679721' target='other'> <mi>dwc_moreinfo</mi></a>","P06679721","P06679721_01","27982","auto",NA,NA,NA,NA,NA,NA,NA,"18173",NA,NA
"99","2015-09-04 19:37:52-03","MNHN","RECOLNAT_MNHN_P","P06679713","PreservedSpecimen",NA,NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,"Regnell, A.",NA,"1870","5","19",NA,"Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06679713' target='other'> <mi>dwc_moreinfo</mi></a>","P06679713","P06679713_01","25710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
