"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters"
"11","2013-04-01 09:16:42-03","IPT","BCTW","19785","S","Plantae","Magnoliophyta",NA,NA,"Dimorphandra","wilsonii","Dimorphandra wilsonii","Rizzini","Lorenzi, H.","140",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Instituto Plantarum",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"12","2020-10-01 14:20:05-03","JBB","HEPH","2334","S","Plantae","Dicotyledon","Fabales","Fabaceae","Dimorphandra","wilsonii","Dimorphandra wilsonii","Rizzini","Heringer, EP","8093A","1972","08","17","Southern America","Brasil","Goiás","Caldas Novas",NA,"-48.625","-17.74169921875",NA,NA,NA,NA,"Ferreira, MB","36612","auto","1972","11","23",NA,NA,NA,NA,NA,NA
"13","2021-01-10 20:42:07-03","INPA","INPA","95501","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Dimorphandra","wilsonii","Dimorphandra wilsonii","Rizzini","Rizzini, CT","RB138949","1968","03","03","Southern America","Brasil","Minas Gerais","Paraopeba","Paraopeba, limite","-44.4042015075684","-19.2744007110596",NA,NA,"INPA0095501","INPA0095501 INPA0095501_d INPA0095501_e INPA0095501_s INPA0095501_s1",NA,"26090","auto",NA,NA,NA,NA,"isotype",NA,NA,NA,NA
"14","2017-11-24 14:10:50-02","UFLA","ESAL","26279","S","Plantae",NA,NA,"Fabaceae","Dimorphandra","wilsonii rizzini","Dimorphandra wilsonii rizzini",NA,"Miranda, PLS et Al","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Sete Lagoas","Matos de cima","-44.2467002868652","-19.465799331665",NA,"árvore; ; ;; cerrado",NA,NA,"Fernandes, FM","22227","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-06-10 10:10:43-03","FZB-BH","BHZB","7097","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","204","2008","09","25",NA,"Brasil","MG","Sete Lagoas","Fazenda do Paredão (Roxone)","-44.198889","-19.510556",NA,"Coord. 23k 0584067-7842492&nf;900 m alt. DW 403 representada por tres exsicatas A/B/C. Pastagens. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 11' 56","19S 30' 38","900","900"
"16","2019-06-10 10:10:43-03","FZB-BH","BHZB","11916","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","434","2017","02","14",NA,"Brasil","MG","Mateus Leme",NA,NA,"-19.959389",NA,"com duplicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44º24' 46,7","19º 57' 33,8S","890","890"
"17","2019-06-10 10:10:43-03","FZB-BH","BHZB","7906","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","223","2010","01","28",NA,"Brasil","MG","Sete Lagoas","Fazenda Paredão","-44.198889","-19.510556",NA,"Ponto 403. Coord. UTM: 23K, 0584067; 7842492. Com duplicata. Pastagens <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 11' 56","19S 30' 38",NA,NA
"18","2019-06-10 10:10:51-03","FZB-BH","BHZB","12143","S","Plantae",NA,NA,"Fabaceae -Mim","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","439","2018","05","18",NA,"Brasil","MG","Pequi","Fazenda Bananal","-44.6589012145996","-19.6327991485596",NA,"com duplicata",NA,NA,NA,"15063","auto",NA,NA,NA,NA,NA,"43W29#?# 41","20S12#?# 17","720","720"
"19","2019-06-10 10:10:43-03","FZB-BH","BHZB","7774","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Ordones, J. et al.","1683","2009","08","25",NA,"Brasil","MG","São José da Varginha","Sítio Foursix.","-44.5569000244141","-19.7096996307373",NA,"Fernandes, F. Coord: 23K -05444215; 7821358. Ponto 559. Com duplicata. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,"12325","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-06-10 10:10:43-03","FZB-BH","BHZB","11914","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","435","2017","02","15",NA,"Brasil","MG","São José da Varginha","Sítio Foursix",NA,"-19.701667",NA,"Exsicata A /B. unicata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44º34' 33","19º 42' 06S",NA,NA
"21","2019-06-10 10:10:43-03","FZB-BH","BHZB","7862","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","211","2009","09","29",NA,"Brasil","MG","Fortuna de Minas","Fazenda Peixe Bravo.","-44.493333","-19.5925",NA,"Ponto 570. Coordenadas UTM: 23k 0553123; 7833520. Exsicata subdividida em A/B. Com duplicata. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 29' 36","19S 35' 33",NA,NA
"22","2019-06-10 10:10:43-03","FZB-BH","BHZB","8438","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","294","2011","11","23",NA,"Brasil","MG","Florestal","Fazenda Engenho","-44.370278","-19.911111",NA,"Ponto DW 136. Coord: 19,91117 S; 44,37029 W. Alt.: 736m. Com duplicata. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 22' 13","19S 54' 40","736","736"
"23","2019-06-10 10:10:51-03","FZB-BH","BHZB","11297","S","Plantae",NA,NA,"Fabaceae-Caesalpinoideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","432","2016","05","20",NA,"Brasil","MG","Maravilhas","Fazenda Sapecado","-44.660556","-19.54",NA,"UTM 0535622 - 7839389, com duplicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44º 39' 38W","19º 32' 24S",NA,NA
"24","2019-06-10 10:10:43-03","FZB-BH","BHZB","4397","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","193","2004","01","29",NA,"Brasil","MG","Caetanópolis","Fazenda São Bento","-44.4185981750488","-19.2952995300293",NA,"Com duplicata. Pastagens. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,"H. Lima","16877","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-06-10 10:10:43-03","FZB-BH","BHZB","4363","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, M.G.C.",NA,"2003","12","12",NA,"Brasil","MG","Paraopeba","Fazenda Carro Quebrado","-44.4042015075684","-19.2744007110596",NA,"Área de pastagem. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-06-10 10:10:43-03","FZB-BH","BHZB","8416","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","289","2011","10","20",NA,"Brasil","MG","Fortuna de Minas","Sítio Grota D'água","-44.466111","-19.558056",NA,"(DW FDM 634). Coord: 19.55817 S; 44.46634 W. Com duplicata. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 27' 58","19S 33' 29",NA,NA
"27","2019-06-10 10:10:43-03","FZB-BH","BHZB","7858","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","215","2009","10","02",NA,"Brasil","MG","Jaboticatubas","Condomínio Estância da Mata - dentro lote de João Coelho.","-43.904444","-19.504167",NA,"Ponto 597. Suposta híbrida D.wilsonii /D.mollis. Identificada por Fernandes, F.M & Guadalupe (08/2012). Coordenada UTM: 23K 0614955; 7843024. Entorno é de Cerrado strito sensu. Com triplicata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43W 54' 16","19S 30' 15",NA,NA
"28","2019-06-10 10:10:43-03","FZB-BH","BHZB","7860","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","213","2009","09","30",NA,"Brasil","MG","Inhaúmas","Fazenda Santa Rita",NA,NA,NA,"Ponto 595. Com triplicata (1 com flor, a outra só material vegetativo). <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-06-10 10:10:43-03","FZB-BH","BHZB","10826","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.",NA,"2015","05","14",NA,"Brasil","MG","São José da Varginha","Fazenda Novo Horizonte","-44.562","-19.621417",NA,"Coord: 19S 37' 17,1/ 44W 33' 43,2. Pasto/ Campo. Material contaminado com fumagina. Com duplicata (vegetativo). <ll>dwc_commonname:</ll> Faveiro de wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 33' 43.2","19S 37' 17.1",NA,NA
"30","2019-06-10 10:10:43-03","FZB-BH","BHZB","8127","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Miranda, P.L.S. et al","1","2011","02","03",NA,"Brasil","MG","Sete Lagoas","Matos de Cima","-44.199167","-19.513056",NA,"Ponto 402. Coord: -19,51317183S; -44, 19914677 W. Outros coletores: Fernandes, F.M. Com triplicata. Em pastagem. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,"Fernandes, F.M",NA,NA,"2011","02","03",NA,NA,"44W 11' 57","19S 30' 47",NA,NA
"31","2019-06-10 10:10:43-03","FZB-BH","BHZB","7915","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Ordones, J. et al.","1688","2010","02","25",NA,"Brasil","MG","Sete Lagoas","Fazenda Matos de Baixo","-44.1975","-19.513056",NA,"Ponto 7L - 612. Coord. UTM: 0584211; 7842203. Outros coletores: Fernandes, F.M. Exsicata subdividida em (A/B). Pastagens. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 11' 51","19S 30' 47",NA,NA
"32","2019-06-10 10:10:43-03","FZB-BH","BHZB","7874","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","217","2009","11","19",NA,"Brasil","MG","Fortuna de Minas","Sítio Grota D'água","-44.469167","-19.553889",NA,"Coord UTM: 0555674/ 7837795. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 28' 09","19S 33' 14",NA,NA
"33","2019-06-10 10:10:43-03","FZB-BH","BHZB","4359","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Rodrigues, M.J.",NA,"2003","05","27",NA,"Brasil","MG","Paraopeba",NA,"-44.4042015075684","-19.2744007110596",NA,"<ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-06-10 10:10:43-03","FZB-BH","BHZB","7115","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Ordones, J. et al.","1659","2008","11","19",NA,"Brasil","MG","São José da Varginha","Fazenda Foursix","-44.5569000244141","-19.7096996307373",NA,"Pastagens. Outros coletores: Fernando Fernandes e Miele Talon. Com duplicata. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,"12325","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-06-10 10:10:43-03","FZB-BH","BHZB","7116","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Ordones, J. et al.","1660","2008","11","19",NA,"Brasil","MG","São José da Varginha","Fazenda Foursix, área de pastagem","-44.5569000244141","-19.7096996307373",NA,"Material vegetativo. Outros coletores: Fernando Fernandes e Miele Talon. Pastagens. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,"12325","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-06-10 10:10:44-03","FZB-BH","BHZB","8128","S","Plantae",NA,NA,"Fabaceae - Caesalpinioieae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Miranda, P.L.S. et al","2","2011","02","04",NA,"Brasil","MG","Sete Lagoas","Fazenda Palmital","-44.205","-19.496667",NA,"Ponto 574. Coord: -19,49655538 S; -44,20499936 W. Outros coletores: Fernandes, F.M. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 12' 18","19S 29' 48",NA,NA
"37","2019-06-10 10:10:43-03","FZB-BH","BHZB","7914","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","224","2010","02","26",NA,"Brasil","MG","Fortuna de Minas","Sítio Grota D'água","-44.464167","-19.556944",NA,"Ponto 628. Coord. UTM: 0556193; 7837454. Outros coletores: Ordones, J. Exsicata subdividida em (A/B/C). Pastagens. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 27' 51","19S 33' 25",NA,NA
"38","2019-06-10 10:10:43-03","FZB-BH","BHZB","5292","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Queiroz, A.",NA,"2005","06","22",NA,"Brasil","MG","Paraopeba","Fazenda Tabuleiro Grande","-44.43825","-19.421306",NA,"Material coletado em estado vegetativo, para que posteriormente sejam coletados flores e frutos. Indivíduo B1 de acordo com as definações do Projeto. Coordenadas Gográficas: W44 26#?#17.7 / S 19 25`16.7 699m de altitude. Campo antrópico. <ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 26' 17.7","19S 25' 16.7","699","699"
"39","2019-06-10 10:10:43-03","FZB-BH","BHZB","7772","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","208","2009","08","26",NA,"Brasil","MG","Esmeraldas","Fazenda Paciência.","-44.416944","-19.695",NA,"Árvore no meio do pasto. Coord: 23K - 0561109; 7822173. Ponto 564. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 25' 01","19S 41' 42",NA,NA
"40","2019-06-10 10:10:44-03","FZB-BH","BHZB","8130","S","Plantae",NA,NA,"Fabaceae - Caesalpinioieae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M. et al","231","2011","02","08",NA,"Brasil","MG","Fortuna de Minas",NA,"-44.466111","-19.558056",NA,"Ponto 634 FDM. Coord: -19,55816757 S; -44,46633361 W. Outros coletores: Miranda, P.L.S. Com duplicata. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W 27' 58","19S 33' 29",NA,NA
"41","2019-06-10 10:10:43-03","FZB-BH","BHZB","7882","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","220","2009","12","24",NA,"Brasil","MG","Jaboticatubas","Condomínio Estância da Mata","-43.7449989318848","-19.513599395752",NA,"Indivíduo próxima a de ponto 597 (BHZB7883). Com triplicata. Pastagens. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-06-10 10:10:51-03","FZB-BH","BHZB","11294","S","Plantae",NA,NA,"Fabaceae-Caesalpinoideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","431","2016","05","19",NA,"Brasil","MG","Fortuna de Minas","Sitio Grota D'água","-44.463333","-19.556389",NA,"unicata , 19 33' 23.90395'' 44 27' 48.48280'' <ll>dwc_commonname:</ll> faveiro-de-wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44º 27' 48W","19º 33' 23S",NA,NA
"43","2019-06-10 10:10:43-03","FZB-BH","BHZB","7884","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","222","2009","12","24",NA,"Brasil","MG","Jaboticatubas","Condomínio Estância da Mata","-43.908611","-19.504167",NA,"Ponto 598. Coord. UTM: 23K 0614524; 7843022. Exsicata subdividida em (A/B). Com triplicata. Pastagens. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43W 54' 31","19S 30' 15",NA,NA
"44","2019-06-10 10:10:43-03","FZB-BH","BHZB","8168","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M. et al","273","2011","07","05",NA,"Brasil","MG","Pequi",NA,"-44.6589012145996","-19.6327991485596",NA,"Ponto 985 (1). Outros coletores: Miranda, P.L.S. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,"15063","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-06-10 10:10:43-03","FZB-BH","BHZB","8169","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M. et al","274","2011","07","05",NA,"Brasil","MG","Pequi",NA,"-44.6589012145996","-19.6327991485596",NA,"Ponto 985 (2). Outros coletores: Miranda, P.L.S. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,"15063","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-06-10 10:10:43-03","FZB-BH","BHZB","7117","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Ordones, J. et al.","1661","2008","11","19",NA,"Brasil","MG","São José da Varginha","Fazenda Foursix, área de pastagem.","-44.5569000244141","-19.7096996307373",NA,"Pastagens. Outros coletores: Fernando Fernandes e Miele Talon. Com duplicata. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,"12325","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-06-10 10:10:43-03","FZB-BH","BHZB","7444","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Ordones, J. et al.","1483","2008","11","19",NA,"Brasil","MG","São José da Varginha","Fazenda Foursix, área de pastagem.","-44.5569000244141","-19.7096996307373",NA,"Outros coletores: Fernando Fernandes e Miele Tallon. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,"12325","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-06-10 10:10:43-03","FZB-BH","BHZB","7875","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","218","2009","11","19",NA,"Brasil","MG","Fortuna de Minas",NA,"-44.4468994140625","-19.5611000061035",NA,"<ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,"18183","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-06-10 10:10:51-03","FZB-BH","BHZB","12105","S","Plantae",NA,NA,"Fabaceae- Caes.","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Fernandes, F.M.","436","2018","02","06",NA,"Brasil","MG","Jequitibá","Fazenda Jequitibá","-44.0278015136719","-19.2355995178223",NA,"com duplicata",NA,NA,NA,"20730","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-06-10 10:10:43-03","FZB-BH","BHZB","7411","S","Plantae",NA,NA,"Fabaceae - Caesalpinioideae","Dimorphandra","wilsonii","Dimorphandra wilsonii",NA,"Ordones, J. et al.","1672","2009","01","22",NA,"Brasil","MG","Paraopeba","Fazenda Tabuleiro Grande","-44.4042015075684","-19.2744007110596",NA,"Com duplicata. Pastagens. <ll>dwc_commonname:</ll> Faveiro de Wilson",NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
