"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","class","relatedCatalogItem"
"11","2020-11-04 12:17:21-03","ESALQ","ESA","77575","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Souza, V.C.; Araújo, A.O.; Romão, G.O.; Elias, S.I.; Sampaio, D.","28077.0","2002","02","20",NA,"Brasil","Minas Gerais",NA,NA,"Erva, ca. 30 cm alt.; flores róseas.","ESA077575","Magnoliophyta",NA,"(Sw.) Engl.","Chacon, R.G.","Ouro Preto","Camarinhas. Campo rupestre.","-43.5080986022949","-20.2875003814697","1400","1400","ESA077575","2009","09","44599","auto","28","-43,508,333","-20,368,889",NA,NA,NA
"12","2020-11-04 12:17:21-03","ESALQ","ESA","61448","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W.; Oliveira, A.C.P.","22941.0","1999","05","20",NA,"Brasil","Bahia",NA,NA,"Subarbusto, ca. 1 m alt.; flores rosa-forte. Beira de mata.","ESA061448","Magnoliophyta",NA,NA,"Chacon, R.G.","Abaíra","Catolés. Serra dos Cristais. Campo rupestre com mata ciliar no fundo do vale.","-418.822","-133.258","1600","1600","ESA061448","2009","09",NA,NA,"28","-418,822","-133,258",NA,NA,NA
"13","2020-11-04 12:17:21-03","ESALQ","ESA","98773","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Conceição, A.A.","1815.0","2006","09","09",NA,"Brasil","Bahia",NA,NA,NA,"ESA098773","Magnoliophyta",NA,NA,NA,"Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,"ESA098773",NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA
"14","2019-11-21 14:40:35-03","UFJF","CESJ","56207","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","V.C. Souza; A.O. Araújo; G.O.Romão; S.I.Elias; D. Sampaio","28077","2002","02","20","América do Sul","Brasil","Minas Gerais",NA,NA,"Campo rupestre. Erva, ca. 30cm alt., flores róseas.","CESJ056207","Angiosperma",NA,"Zappi & E.Lucas","R.G.Chacon","Ouro Preto","Camarinhas, 20º22'08,7 S, 43º30'30,5 W. 1400msm.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2009","09","44599","auto","28",NA,NA,NA,NA,NA
"15","2021-03-01 16:37:22-03","UNICAMP","UEC","158289","S","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Souza, VC; Araújo, AO; Romão, GO; Elias, SI; Sampaio, D","28077","2002","02","20",NA,"Brazil","Minas Gerais",NA,NA,"Erva, ca. 30 cm alt.; flores róseas.","UEC015360","Magnoliopsida",NA,"Zappi & E.Lucas","Chacon, RG","Ouro Preto","Camarinhas, Campo rupestre.","-43.508472","-20.369083","1400","1400","UEC015360","2009","09",NA,NA,"28","-43.508472","-20.369083",NA,NA,NA
"16","2021-03-01 16:37:22-03","UNICAMP","UEC","183875","S","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Ganev, W","273","1992","05","14",NA,"Brazil","Bahia",NA,NA,"Arbusto de até 2,5m. Cálice verde, tépalas alvas, estames rosa escuro; Campo Rupestre","UEC106437","Magnoliopsida",NA,"Zappi & E.Lucas","Lima, AQ","Abaíra","Distrito de Catolés, Mata do Bem Querer, Tanque do Garimpo.","-41.883333","-13.266667","1500","1500","UEC106437","2017","01",NA,NA,NA,"-41.883333","-13.266667","isotypus",NA,NA
"17","2021-03-01 16:37:22-03","UNICAMP","UEC","183896","S","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Ganev, W","1087","1992","09","14",NA,"Brazil","Bahia",NA,NA,"Arbusto de até 1,8m. Folhas verdes brilhantes, caule castanho brilhante, pedúnculo, pedicelo e cálice verde claro, pétalas brancas estane e estilete rosa intenso.","UEC107645","Magnoliopsida",NA,"Zappi & E.Lucas","Lima, AQ","Abaíra","Lapinha próx. ao Garimpo da Mata.","-41.883333","-13.283333",NA,NA,"UEC107645","2017","01",NA,NA,NA,"-41.883333","-13.283333",NA,NA,NA
"18","2021-03-01 16:37:22-03","UNICAMP","UEC","183897","S","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Harley, RM; Hind, DJN; Lughadha, EN; Queiroz, RF; Ganev, W","H50596","1991","12","03",NA,"Brazil","Bahia",NA,NA,"Arbusto 1m de altura. Folhas verdes, brilhantes. Frutos secos. Entre rochas, solo arenoso.","UEC107631","Magnoliopsida",NA,"Zappi & E.Lucas","Lima, AQ","Abaíra","Campo Ouro Fino. Alt 1600-1700m.","-41.9","-13.25",NA,NA,"UEC107631","2017","01",NA,NA,NA,"-41.9","-13.25",NA,NA,NA
"19","2021-03-01 16:37:22-03","UNICAMP","UEC","183899","S","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Ganev, W","324","1992","05","21",NA,"Brazil","Bahia",NA,NA,"arbusto de até 2m. Pedicelo verde claro, sépalas verdes, pétalas brancas, estames rosa, estilete rosa, pilosidade entre as folhas vináceo&nf;; Capão com campo rupestre ao lado solo arenoso com rochas. entre rochas","UEC107756","Magnoliopsida",NA,"Zappi & E.Lucas","Lima, AQ","Abaíra","riacho das Taquaras, Capão, abaixo da plataforma","-41.9","-13.25","1650","1650","UEC107756","2017","01",NA,NA,NA,"-41.9","-13.25","paratypus",NA,NA
"20","2019-11-06 09:56:46-03","UFOP","OUPR","32195","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Souza, V.C.; Araújo, A.O.; Romão, G.O.; Elias, S.I. & Sampaio, D.","28077","2002","02","20",NA,"Brasil","Minas Gerais",NA,NA,"Erva. ca.30cm alt., flores róseas. Campo rupestre.",NA,NA,NA,"Zappi & E.Lucas","Chacon, R.G.","Ouro Preto","Camarinhas","-43.508472","-20.369083","1400","1400",NA,"2009","09",NA,NA,"28","-43.508472","-20.369083",NA,NA,NA
"21","2020-12-21 16:37:56-03","MBM","MBM","410687","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Silva, L.A.; Chagas, M.A.; Chagas, M.A.","s.n.","2014","08","05","Southern America","Brazil","Pernambuco",NA,NA,"Floresta Ombrófila Densa.","MBM410687",NA,NA,"Zappi & E.Lucas","Silva, L.A.","Recife","Bairro da Guabiraba, Santuário dos Três Reinos","-34.8810997009277","-8.05389022827148",NA,NA,"MBM410687","2014","08","18865","auto","05",NA,NA,NA,NA,NA
"22","2020-02-11 15:08:23-03","UESC","UESC","13776","S","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Conceição, A.A.","1815","2006","09","09",NA,"Brasil","Bahia",NA,NA,"Arbusto 60 cm a 2 m de altura. Encosta de morro, brácteas verdes, cálice verde claro","UESC0013776","Angiospermae","Florideophycidae",NA,NA,"Mucugê",NA,"-41.5","-12.75",NA,NA,NA,NA,NA,NA,NA,NA,"41w30'","12s45'",NA,"Dicotyledoneae",NA
"23","2018-12-31 13:49:55-02","MNHN","RECOLNAT_MNHN_P","P05602749","PreservedSpecimen",NA,"Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Furlan, A.|Stannard, B.|Harley, R.M.|Lewis, G.P.|Pirani, J.R.|Mello Silva, R.",NA,"1984","12","19",NA,"Brasil","Bahia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05602749' target='other'> <mi>dwc_moreinfo</mi></a>","P05602749",NA,NA,"Zappi & E.Lucas","Cardoso",NA,"Serra Larga (Serra Larguinha) a oeste de Lençois.",NA,NA,"1400",NA,"P05602749_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-01 11:49:49-03","UFPE","UFP","79835","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Silva, LA; Chagas, M","s.n.","2014","08","05",NA,"Brasil","Pernambuco",NA,NA,"Floresta ombrófila densa.","UFP079835",NA,NA,NA,"Silva, LA","Recife",NA,"-34.8810997009277","-8.05389022827148",NA,NA,NA,"2014","08","18865","auto","05",NA,NA,NA,NA,NA
"25","2019-11-13 11:27:36-03","USP","SPF","90422","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Harley, RM","H50750","1992","01","10",NA,"Brasil","Bahia",NA,NA,NA,"SPF00090422",NA,NA,"Zappi & E.Lucas","Cardoso, D","Abaíra",NA,"-41.9","-13.25","1600","1700",NA,"2007","11",NA,NA,NA,"-41.9","-13.25",NA,NA,NA
"26","2019-11-13 11:27:36-03","USP","SPF","88936","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Ganev, W","324","1992","05","21",NA,"Brasil","Bahia",NA,NA,NA,"SPF00088936",NA,NA,"Zappi & E.Lucas","Cardoso, D","Abaíra",NA,"-41.9","-13.25","1650","1650",NA,"2007","11",NA,NA,NA,"-41.9","-13.25",NA,NA,NA
"27","2019-11-13 11:27:36-03","USP","SPF","90812","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Harley, RM","H50596","1991","12","31",NA,"Brasil","Bahia",NA,NA,NA,"SPF00090812",NA,NA,"Zappi & E.Lucas","Cardoso, D","Abaíra","Campo de Ouro Fino","-41.9","-13.25","1600","1700",NA,"2007","11",NA,NA,NA,"-41.9","-13.25",NA,NA,NA
"28","2019-11-13 11:27:36-03","USP","SPF","88002","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Ganev, W","1087","1992","09","14",NA,"Brasil","Bahia",NA,NA,NA,"SPF00088002",NA,NA,"Zappi & E.Lucas","Cardoso, D","Abaíra",NA,"-41.883333","-13.283333","1400","1400",NA,"2007","11",NA,NA,NA,"-41.883333","-13.283333",NA,NA,NA
"29","2021-03-15 18:29:06-03","USP","SPF","88849","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Ganev, W","273","1992","05","14",NA,"Brasil","Bahia",NA,NA,"Campo rupestre.","SPF00088849",NA,NA,"Zappi & E.Lucas","Cardoso, DBOS","Abaíra","Catolés, Mata do Bem Querer, Tanque do Garimpo.","-41.883333","-13.266667","1500","1500",NA,"2007","11",NA,NA,NA,"-41.883333","-13.266667","holotype",NA,NA
"30","2019-11-13 11:27:36-03","USP","SPF","40403","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Scaramuzza, CAM","s.n.","1987",NA,NA,NA,"Brasil","Bahia",NA,NA,NA,"SPF00040403",NA,NA,"Zappi & E.Lucas","Cardoso, D","Lençóis",NA,"-41.3899993896484","-12.563099861145",NA,NA,NA,"2007","11","47385","auto",NA,NA,NA,NA,NA,NA
"31","2019-11-13 11:27:36-03","USP","SPF","37009","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Furlan, A","CFCR7209","1984","12","19",NA,"Brasil","Bahia",NA,NA,NA,"SPF00037009",NA,NA,"Zappi & E.Lucas","Cardoso, D","Lençóis","Serra Larga","-41.3899993896484","-12.563099861145","1400","1400",NA,"2007","11","47385","auto",NA,NA,NA,NA,NA,NA
"32","2019-10-07 09:32:20-03","UEFS","HUEFS","10767","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Ganev, W.","324","1992","05","21",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0010767","Angiospermae","Malpighiales","Zappi & E.Lucas","D.Cardoso","Abaíra",NA,"-41.9","-13.25","1650","1650","HUEFS0010767","2006","04",NA,NA,NA,"41W54'","13S15'",NA,"Rosanae",NA
"33","2019-10-07 09:32:20-03","UEFS","HUEFS","10716","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Ganev, W.","273","1992","05","14",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0010716","Angiospermae","Malpighiales","Zappi & E.Lucas","D.Cardoso","Abaíra",NA,"-41.883333","-13.266667","1500","1500","HUEFS0010716","2006","04",NA,NA,NA,"41W53'","13S16'",NA,"Rosanae",NA
"34","2019-10-07 09:32:20-03","UEFS","HUEFS","11095","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Ganev, W.","652","1992","07","14",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0011095","Angiospermae","Malpighiales","Zappi & E.Lucas","D.Cardoso","Abaíra",NA,"-41.9","-13.266667","1650","1650","HUEFS0011095 HUEFS0011095_01","2006","04",NA,NA,NA,"41W54'","13S16'",NA,"Rosanae",NA
"35","2019-10-07 09:32:20-03","UEFS","HUEFS","112510","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Conceição, A.A.","1815","2006","09","09",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0112510","Angiospermae","Malpighiales","Zappi & E.Lucas",NA,"Mucugê","Chapada Diamantina. Serra do Esbarrancado.","-41.5","-12.75","1100","1100","HUEFS0112510",NA,NA,NA,NA,NA,"41W30'","12S45'",NA,"Rosanae",NA
"36","2019-10-07 09:32:20-03","UEFS","HUEFS","12151","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Ganev, W.","1087","1992","09","14",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0012151","Angiospermae","Malpighiales","Zappi & E.Lucas","D.Cardoso","Abaíra",NA,"-41.883333","-13.283333","1400","1400","HUEFS0012151","2006","04",NA,NA,NA,"41W53'","13S17'",NA,"Rosanae",NA
"37","2019-10-07 09:32:20-03","UEFS","HUEFS","18064","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Ganev, W.","3319","1994","06","08",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0018064","Angiospermae","Malpighiales","Zappi & E.Lucas","D.Cardoso","Abaíra",NA,"-41.866667","-13.333333","1600","1600","HUEFS0018064","2006","10",NA,NA,NA,"41W52'","13S20'",NA,"Rosanae",NA
"38","2019-10-07 09:32:20-03","UEFS","HUEFS","192398","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Almeida-Silva, G.","273","2012","07","30",NA,"Brasil","Bahia",NA,NA,"Campo rupestre dominado por Vellozia sincorana.","HUEFS0192398","Angiospermae","Malpighiales","Zappi & E.Lucas",NA,"Palmeiras","Parque Nacional Chapada Diamantina - Serra da Fumaça.","-41.481111","-12.606667","1200","1200","HUEFS0192398",NA,NA,NA,NA,NA,"41W28'52''","12S36'24''",NA,"Rosanae",NA
"39","2019-10-07 09:32:20-03","UEFS","HUEFS","231371","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Azevêdo-Gonçalves, C.F.de",NA,"2013","05",NA,NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0231371","Angiospermae","Malpighiales","Zappi & E.Lucas",NA,"Mucugê","Arrodeio, Vale do Pati, Parque Nacional da Chapada Diamantina.","-41.453889","-12.795",NA,NA,"HUEFS0231371",NA,NA,NA,NA,NA,"41W27'14''","12S47'42''",NA,"Rosanae",NA
"40","2019-10-07 09:32:20-03","UEFS","HUEFS","14769","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Ganev, W.","2182","1993","09","02",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0014769","Angiospermae","Malpighiales","Zappi & E.Lucas","D.Cardoso","Rio de Contas",NA,"-42.35","-13.833333","1325","1325","HUEFS0014769","2006","10",NA,NA,NA,"42W21'","13S50'",NA,"Rosanae",NA
"41","2019-10-07 09:32:20-03","UEFS","HUEFS","50894","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Harley, R.M.","H50750","1992","01","10",NA,"Brasil","Bahia",NA,NA,"Mata baixa de encosta e no campo entre pedras.","HUEFS0050894","Angiospermae","Malpighiales","Zappi & E.Lucas","D.Cardoso","Abaíra","Campo de Ouro Fino( baixo).","-41.9","-13.25","1600","1700","HUEFS0050894","2006","04",NA,NA,NA,"41W54'","13S15'",NA,"Rosanae",NA
"42","2020-03-13 15:43:50-03","UEFS","HUEFS","254865","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Baumgratz, J.F.A.","600","1991","08","17",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0254865","Angiospermae","Malpighiales","Zappi & E.Lucas",NA,"Palmeiras","Parque Nacional da Chapada Diamantina. Crescendo em região próxima a cachoeira da Fumaça, na beira de capões da mata.","-41.5588989257812","-12.5289001464844","400","400",NA,NA,NA,"20767","auto",NA,NA,NA,NA,"Rosanae",NA
"43","2020-07-23 12:16:56-03","CEPLAC","CEPEC","41663","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","R. P. Orlandi","747","1986","08","21",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"S. M. Lins","IBICOARA","A 15Km em deireção a cidade.","-41.316667","-12.916667",NA,NA,NA,NA,NA,NA,NA,NA,"41W19'","12S55'",NA,NA,"09/12/2011"
"44","2021-04-08 17:13:04-03","UESB","HUESB","12551","S","Plantae","Ochnaceae","Sauvagesia","nitida","Sauvagesia nitida","Silva, L.A.; Demétrio, K.M.; Chagas, M.A.; Demétrio, K.M.; Chagas, M.A.","s.n.","2014","08","05",NA,"Brasil","Pernambuco",NA,NA,"Floresta ombrófila densa.","HUESB000012551","Dicotyledoneae",NA,"Zappi & E. Lucas","Silva, L.A.","Recife","Bairro da Guabiraba, Santuário dos Três Reinos","-34.8810997009277","-8.05389022827148",NA,NA,NA,"2014","08","18865","auto","05",NA,NA,NA,NA,NA
