"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","yearIdentified","occurrenceRemarks","monthIdentified","dayIdentified"
"1","2020-12-21 16:38:44-03","MBM","MBM","6240","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","crebrifolia","Pleurothallis crebrifolia","(Rodr.) Cogn.","Pabst, G.","Hatschbach, G.","18511","1968","01","30","Southern America","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076","37295","MBM006240","MBM006240","auto",NA,NA,NA,NA
"2","2021-02-11 17:20:51-03","UFPR","UPCB","84860","PreservedSpecimen","Plantae","Orchidaceae","Anathallis","crebrifolia","Anathallis crebrifolia","(Barb.Rodr.) Luer","Toscano de Brito, A.L.V.","Klein, J.","70",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Itati",NA,NA,NA,NA,NA,NA,NA,"2015","Amostra conservada em solução de glicerina com álcool..",NA,NA
"3","2021-02-11 17:20:51-03","UFPR","UPCB","85841","PreservedSpecimen","Plantae","Orchidaceae","Anathallis","crebrifolia","Anathallis crebrifolia","(Barb.Rodr.) Luer","Smidt, E.C.","Klein, J.","70","2011","04","29",NA,"Brasil","Rio Grande do Sul","Itati",NA,NA,NA,NA,NA,NA,NA,"2011",NA,"04","29"
"4","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","46361",NA,"Plantae","Orchidaceae","Anathallis","crebrifolia","Anathallis crebrifolia","(Barb. Rodr.) Luer",NA,"Chiron; Nelson Sanson","12120",NA,NA,NA,NA,"Brasil","Espírito Santo","Conceição do Castelo",NA,"-41.2439002990723","-20.3682994842529","17824","MBML046361","MBML046361","auto",NA,NA,NA,NA
"5","2017-09-11 17:12:12-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Pleurothallis","crebrifolia","Pleurothallis crebrifolia","(Barb.Rodr.) Cogn.",NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in sylvis supra arbores ad Rodeio prov. Rio de Janeiro",NA,NA,NA,NA,"P03P4N0098",NA,NA,"Floret Novembri",NA,NA
"6","2019-11-21 10:13:41-03","IBt","SP","25529","S","Plantae","Orchidaceae","Pleurothallis","crebrifolia","Pleurothallis crebrifolia","(Barb.Rodr.) Cogn.","Hoehne, FC","Spannagel, C","60",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Petrópolis","Meio da Serra","-43.1786003112793","-22.5049991607666","36524",NA,NA,"auto",NA,NA,NA,NA
