"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"115","2021-03-01 16:35:49-03","UNICAMP","UEC","073267","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins",NA,NA,NA,NA,"Fernandes, GD; et al.","32710","1995","02","09","Brazil","São Paulo","Eldorado","Caverna do Diabo","-48","-24.646639","-48","-24.646639",NA,NA,"mata atlântica de encosta, árvore 10m, DAP 20 cm, fruto imaturo verde-claro.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-01 16:35:49-03","UNICAMP","UEC","136638","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Lirio, EJ","2016",NA,NA,"Kinoshita, LS; Urbanetz, C; Farah, FT; Obando-Polo, SH","271","2004","10","14","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho","-48","-24.552778","-48","-24.552778","811","811","Árvore com 6m de altura; frutos elípticos pretos.","UEC128089",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-01 16:35:49-03","UNICAMP","UEC","143797","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Rando, JG",NA,NA,NA,"Braidotti, JC; Foresto, EB; Lopes, LE; Rodrigues, MEF; Udulutsch, RG; Rodrigues, RR","36","2005","03","24","Brazil","São Paulo","Barra do Turvo","Parque Estadual de Jacupiranga, Núcleo Cedro. Trilha do cedro. Floresta Ombrófila densa Mntana muito degradada.","-48.417222","-24.931111","-48.417222","-24.931111","700","700","Arvoreta. Frutos verdes.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-01 16:35:49-03","UNICAMP","UEC","160894","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Cavalin, PO","2010","06",NA,"Cavalin, PO","6","2009","06","23","Brazil","São Paulo","São Luiz do Paraitinga","Núcleo Santa Virgínia","-45.067778","-23.341111","-45.067778","-23.341111","1046","1094","Indivíduo juvenil, 1-2 m de altura.; Sub-bosque Floresta Ombrófila Densa.","UEC039387","UEC039387",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-08-20 10:20:39-03","UNICAMP","UEC","147155","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Lirio, EJ","2016",NA,NA,"Aguirre, GH; et al.","127","2005","09","22","Brazil","São Paulo","São Luiz do Paraitinga","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,NA,NA,NA,"UEC128156",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-08-20 10:20:39-03","UNICAMP","UEC","150192","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Peixoto",NA,NA,NA,"Bertoncello, R; Pansonato, M","801","2007","02","27","Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Morro do Cuscuzeiro","-44.791389","-23.296111","-44.791389","-23.296111","820","820",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-01 16:35:49-03","UNICAMP","UEC","115097","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Lirio, EJ","2016",NA,NA,"Leite, EC","646","1998","06","04","Brazil","São Paulo","Jundiaí","Res. Biológica Municipal da Serra do Japi, Fragmento de floresta Ombrófila densa em paisagem rural.","-46.25","-23.25","-46.25","-23.25",NA,NA,"3,5m","UEC128159",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-01 16:35:49-03","UNICAMP","UEC","166906","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Stefani, EJF","2010","12",NA,"Stefani, EJF; Belinello, R; Galvão, JC","126","2010","06","01","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar","-45.514444","-23.618889","-45.514444","-23.618889","50","90","Árvore com 10 m.; Mata Atlântica.","UEC098721","UEC098721",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-01 16:35:49-03","UNICAMP","UEC","167060","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Stefani, EJF","2011","10",NA,"Stefani, EJF; Belinello, R; Galvão, JC","251","2011","06","30","Brazil","São Paulo","Paraibuna","Parque Estadual da Serra do Mar.","-45.534167","-23.583889","-45.534167","-23.583889","800","900","Árvore com 13 m.; Mata Atlântica.","UEC059365","UEC059365",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-01 16:35:49-03","UNICAMP","UEC","169997","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Peixoto","2008","03",NA,"Rochelle, ALC","J1286",NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.","-45.084167","-23.366667","-45.084167","-23.366667","450","450","Indivíduo J1286 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC041659","UEC041659",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-01 16:35:49-03","UNICAMP","UEC","170003","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Lirio, EJ","2016",NA,NA,"Rochelle, ALC","J633",NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.","-45.084167","-23.366667","-45.084167","-23.366667","450","450","Indivíduo J633 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC041663","UEC041663",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-01 16:35:49-03","UNICAMP","UEC","186031","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Lirio, EJ","2016",NA,NA,"Padgurschi, MCG; Tamashiro, JY; Belinello, R","1344","2008",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM - Núcleo Santa Virgínia - Parcela K","-45.067778","-23.325556","-45.067778","-23.325556","1075","1093","Árvore, ca. 14m, material vegetativo. Projeto Biota Gradiente Funcional: Parcela K, indivíduo K1482; Floresta Ombrófila Densa Montana","UEC109362","UEC109362",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-01 16:35:49-03","UNICAMP","UEC","182653","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Lirio, EJ","2016",NA,NA,"Korte, A","6111","2011","03","07","Brazil","Santa Catarina","Massaranduba","Guarani. Florística IFFSC 863 (Arbórea)","-48.96","-26.634444","-48.96","-26.634444","335","335","Estádio Suces.: Médio., altura de 5m, arbórea.; Floresta Ombrófila Densa.","UEC020189","UEC020189",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-01 16:35:49-03","UNICAMP","UEC","182660","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Lirio, EJ","2016",NA,NA,"Dreveck, S; Verdi, M","2410","2010","10","10","Brazil","Santa Catarina","São Bento do Sul","Rio Vermelho- APA Rio Vermelho/Humbold. Plano de Manejo APA do Rio Vermelho/ Humbold.","-49.297222","-26.325","-49.297222","-26.325","470","470","Estádio Suces.: Médio, altura de 5m, arvoreta.; Floresta Ombrófila Densa.","UEC020182","UEC020182",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-01 16:35:49-03","UNICAMP","UEC","187402","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Lirio, EJ","2016",NA,NA,"Seubert, RC; et al.","08","2014","09","08","Brazil","Santa Catarina","Indaial","faxinal bepe, parque nacional da serra do itajaí","-49.196944","-27.101667","-49.196944","-27.101667","701","701","árvoreta; floresta ombrófila densa montana, encosta","UEC115830","UEC115830",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-01 16:35:49-03","UNICAMP","UEC","188954","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Lirio, EJ","2016",NA,NA,"Silva, BG; Koch, I; Castello, ACD; Vidal Junior, JD","226","2015","01","08","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.969444","-24.067778","-47.969444","-24.067778","800","800","Árvore, 6 m de altura e 3,8 cm de DAP; Floresta Ombrófila Densa","UEC119438","UEC119438",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-01 16:35:49-03","UNICAMP","UEC","193886","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Oliveira, AA","2015","11","22","Oliveira, AA","2770","2015","11","22","Brazil","Santa Catarina","Treviso","São Vítor","-49.497222","-28.529167","-49.497222","-28.529167",NA,NA,"Arbustivo, 4,2 metros e altura; fruto maduro negro; interior do conglomerado; Floresta Ombrófila densa, Estágio médio de regeneração","UEC160416","UEC160416",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-01 16:35:49-03","UNICAMP","UEC","80495","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Lirio, EJ","2016",NA,NA,"Leite, EC; Oliveira, A","51","1993","07","21","Brazil","São Paulo","São Roque","Mata da Câmara, Mata mesófila semidecídua.","-47.1125","-26.523889","-47.1125","-26.523889",NA,NA,"5m alt.","UEC128157",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-01 16:35:49-03","UNICAMP","UEC","88553","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Peixoto, AL","2000",NA,NA,"Rodrigues, RR; Souza, VC; Arzolla, FARDP; Ivanauskas, NM; Souza, JP; Scalon, VR","172","1995","09","03","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleoda Caverna do Diabo. Trilha do rolado.","-48.394722","-24.6475","-48.394722","-24.6475",NA,NA,"Árvore, 6m alt. Frutos.","UEC042393",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:35:49-03","UNICAMP","UEC","79628","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins",NA,NA,NA,NA,"Fernandes, GD; et al.","32710","1995","02","09","Brazil","São Paulo","Eldorado","Caverna do Diabo","-48","-24.646639","-48","-24.646639",NA,NA,"mata atlântica de encosta, árvore 10m, DAP 20 cm, fruto imaturo verde-claro.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-01 16:35:49-03","UNICAMP","UEC","88542","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Peixoto","2000",NA,NA,"Rodrigues, RR; Souza, VC; Arzolla, FARDP; Ivanauskas, NM; Souza, JP; Scalon, VR","210","1995","09","04","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Trilha para a boca da Caverna Tapagem.","-48.403611","-24.630833","-48.403611","-24.630833",NA,NA,"Árvore de 5m de altura. Flores em botão.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:35:49-03","UNICAMP","UEC","75911","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Peixoto","2000",NA,NA,"Godoy, SAP; Ferreira, GMP; Garcia, RJF; Bellezzo, AS","418","1995","04","18","Brazil","São Paulo","Parelheiros","Sítio à esquerda na Estrada Engº Marsilac, sentido Engº Marsilac.","-46.727778","-23.896111","-46.727778","-23.896111",NA,NA,"Arvoreta ca 4m de alt.. Frutos imaturos verdes.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-01 16:35:49-03","UNICAMP","UEC","80496","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Lirio, EJ","2016",NA,NA,"Leite, C; Oliveira, A","231","1993","10","02","Brazil","São Paulo","São Roque","Mata da Câmara, Mata mesófila semidecidua","-47.1125","-23.523889","-47.1125","-23.523889",NA,NA,"4,5m alt.","UEC128158",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-01 16:35:49-03","UNICAMP","UEC","45097","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Peixoto","1986",NA,NA,"Hatschbach, G","38838","1975","10","01","Brazil","Paraná","Antonina","Rio Pequeno","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Arbusto 5m, flor creme esverdeada, mata pluvial. Alt. 50 m s/mar.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"38300","auto",NA,NA,NA,NA,NA,NA
"139","2021-03-01 16:35:49-03","UNICAMP","UEC","25334","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Peixoto","1981","03","22","Hatschbach, G","40334","1977","10","05","Brazil","Paraná","Cerro Azul","Rio Turvo","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Arvoreta 4m, flor verde palido. Mata de galeria.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"32006","auto",NA,NA,NA,NA,NA,NA
"140","2021-03-01 16:35:49-03","UNICAMP","UEC","34401","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Lirio, EJ","2016",NA,NA,"Fontella, H","s.n.","1982","09","15","Brazil","Paraná","Curitiba","Praça General Ozório.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Arvoreta heliófila, 3-3,50m de altura, fls. verde-pálidas. Frutos nigescentes.","UEC128165",NA,NA,NA,NA,"Magnoliopsida",NA,"25180","auto",NA,NA,NA,NA,NA,NA
"141","2021-03-01 16:35:49-03","UNICAMP","UEC","25335","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Peixoto","1982","03","20","Hatschbach, G; Landrum, LR","40009","1977","10","29","Brazil","Paraná","Morretes","Estrada da Graciosa, Rec. Engº Lacerda","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Arvoreta 4m, flor creme, mata pluvial.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"30514","auto",NA,NA,NA,NA,NA,NA
"142","2021-03-01 16:35:49-03","UNICAMP","UEC","85892","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins",NA,"2016",NA,NA,"Britez, RM","s.n.","1987","11","06","Brazil","Paraná","Paranaguá","Morro da Baleia","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Arbusto de 2m, flores verdes; frequente em sub-bosque de floresta de encosta.","UEC128057","UEC128057",NA,NA,NA,"Magnoliopsida",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"143","2019-08-20 10:20:39-03","UNICAMP","UEC","89281","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Silva, SM","1997","04",NA,"Cervi, AC; et al.","3649","1992","04","03","Brazil","Paraná","Quatro Barras","Morro Sete.","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"17116","auto",NA,NA,NA,NA,NA,NA
"144","2021-03-01 16:35:49-03","UNICAMP","UEC","146436","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Peixoto","1991",NA,NA,"Attie, MCB","16","1982","04","07","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"mata de encosta. Árvore ca. 5m alt., frutos imaturos.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"37574","auto",NA,NA,NA,NA,NA,NA
"145","2021-03-01 16:35:49-03","UNICAMP","UEC","28580","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Rodrigues, RR","1982","07",NA,"Stubblebine, WH; Shepherd, GJ; Tamashiro, JY","13222","1981","12","10","Brazil","São Paulo","Iguape","Est. Ecológica de Juréia, (SEMA) Mata da encosta.","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Árvore de 5m, frutos imaturos.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"55628","auto",NA,NA,NA,NA,NA,NA
"146","2021-03-01 16:35:49-03","UNICAMP","UEC","59857","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Rodrigues, RR",NA,NA,NA,"Rodrigues, RR; Zandoval, JA","s.n.","1989","07","11","Brazil","São Paulo","Ipeúna","Remanescente Florestal do Rio Passa Cinco","-47.7099990844727","-22.4300003051758",NA,NA,NA,NA,"n.v. - pimenteira. Árvore com frutos de cor creme esverdeados.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"12906","auto",NA,NA,NA,NA,NA,NA
"147","2021-03-01 16:35:49-03","UNICAMP","UEC","11400","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Peixoto, AL","1982",NA,NA,"Leitão Filho, HF; Kinoshita, LS; Taroda, N","3158","1976","10","08","Brazil","São Paulo","Jundiaí","Serra do Japí, ca. 10 Km. S.W. de Jundiaí.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Árvore até 3m, flores branco-creme, masculinas. Mata úmida.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"17840","auto",NA,NA,NA,NA,NA,NA
"148","2021-03-01 16:35:49-03","UNICAMP","UEC","35920","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Peixoto","1998",NA,NA,"Shepherd, GJ; Tamashiro, JY","15847","1984","03","23","Brazil","São Paulo","Paraibuna","Usina hidrelétrica de Paraibuna","-45.6599998474121","-23.3799991607666",NA,NA,NA,NA,"Arvoreta 6m, frutos de cor verde. Frutos coletaods para o arboreto.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"30824","auto",NA,NA,NA,NA,NA,NA
"149","2021-03-01 16:35:49-03","UNICAMP","UEC","189050","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins",NA,NA,NA,NA,"Silva, BG","32","2010","09","10","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho. 47º06#?#55#?##?#24º14#?#41#?#s24º47#?#18#?##?#48º07#?#17#?#w","-47.9900016784668","-23.8700008392334",NA,NA,"800","800","Floresta Ombrófila Densa","UEC119349","UEC119349",NA,NA,NA,"Magnoliopsida",NA,"27904","auto",NA,NA,NA,NA,NA,NA
"150","2021-03-01 16:35:49-03","UNICAMP","UEC","82056","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Peixoto","2010","06","06","Simão-Bianchini, R; Ferreira, GMP; Garcia, RJF; Neves, LF","953","1996","01","19","Brazil","São Paulo","São Paulo","Engenheiro Marsilac - Bacia do Capivari, bacia do capivari e monus.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Arvoreta do interior da mada, ca. 5m alt. Frutos imaturos verdes.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"53584","auto",NA,NA,NA,NA,NA,NA
"151","2021-03-01 16:35:49-03","UNICAMP","UEC","27663","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Peixoto",NA,NA,NA,"Rossi, L","89","1989","10","18","Brazil","São Paulo","São Paulo","Mata da Reserva da Cidade Universitária, USP - Butantã","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore 6-7m alt, DAP 20cm, flores verde claro.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"53584","auto",NA,NA,NA,NA,NA,NA
"152","2021-03-01 16:35:49-03","UNICAMP","UEC","152364","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins",NA,"2016",NA,NA,"Ussui, SY; Melo, MMRF; et al.","46","1983","08","30","Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore ca. 6m alt. Botões.","UEC128073","UEC128073",NA,NA,NA,"Magnoliopsida",NA,"53584","auto",NA,NA,NA,NA,NA,NA
"153","2021-03-01 16:35:49-03","UNICAMP","UEC","21187","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Peixoto","1982","12","09","Tamashiro, JY; Silva, AF","10533","1979","10","16","Brazil","São Paulo","Ubatuba","Est. Experimental de Ubatuba, (IAC)","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore com 7m dre altura, com flores de botões verdes no interior da mata.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"154","2021-03-01 16:35:49-03","UNICAMP","UEC","175892","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Peixoto","1996",NA,NA,"Sanchez, M; Pedroni, F","368","1991","12","03","Brazil","São Paulo","Ubatuba","Núcleo de Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore de 9 metros de altura, material vegetativo.; Margens do Rio da Fazenda.","UEC029472","UEC029472",NA,NA,NA,"Magnoliopsida",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"155","2021-03-01 16:35:49-03","UNICAMP","UEC","173711","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Prata, EMB",NA,NA,NA,"Prata, EMB","s.n.","2007","10","17","Brazil","São Paulo","Ubatuba","Picinguaba - Projeto Biota Gradiente Funcional.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore com 10m de altura, botões florais verdes.; Floresta Ombrófila Densa de Terras Baixas.","UEC089536","UEC089536",NA,NA,NA,"Magnoliopsida",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"156","2021-03-01 16:35:49-03","UNICAMP","UEC","67922","S","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins",NA,NA,NA,NA,"Spina, AP","29816","1993","11","16","Brazil","São Paulo","Ubatuba","Praia de Maranduba, Arabibá, mata no sopé do morro.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Planta masculina, 3m de altura, estames amarelos.",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"157","2020-04-22 16:22:06-03","UFPB","JPB","24157","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins",NA,NA,NA,NA,"Spina; et al.","JPB24157","1993","11","16","Brasil","São Paulo","Ubatuba","Praia de Maranduba, Araribá","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon","34265","auto",NA,NA,NA,NA,NA,NA
"158","2020-12-04 13:19:25-03","UDESC","LUSC","9515","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Seubert, R.C.","2014","08","10","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","111","2014","08","10","Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí. Região de encosta.","-49.196944","-27.109722","49º11'49''W","27º6'35''S","620","620",NA,"LUSC005819","LUSC005819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-10-14 10:03:13-03","FURB","FURB","13609","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Peixoto, AL","2009","11","04","Verdi, M.; Hasckel, R.P. & Klemz, G.","2442","2009","06","30","Brasil","Santa Catarina","Botuverá","Localidade de ''.","-49.0519444","-27.2686111","-49.0519444","-27.2686111","874","874","Regeneração IFFSC 468/N/4 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva; Fruto roxo;","FURB31551","FURB31551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-10-14 10:03:13-03","FURB","FURB","14129","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Peixoto, AL","2010","02","25","Stival-Santos, A.; Legal, E. & Silveira, S.","876","2009","09","18","Brasil","Santa Catarina","Blumenau","Garcia.","-49.14","-27.0002778","-49.1400000","-27.0002778","351","351","Florística IFFSC 636 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva; flor botão floral","FURB31556","FURB31556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-10-14 10:03:13-03","FURB","FURB","14133","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Peixoto, AL","2010","02","25","Korte, A.; Kruger, A.","100","2009","09","14","Brasil","Santa Catarina","Vidal Ramos","Mulungu.","-49.32","-27.45","-49.3200000","-27.4500000","761","761","Florística IFFSC 383 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva; flor botão floral","FURB31557","FURB31557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-10-14 10:03:13-03","FURB","FURB","14267","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Peixoto, AL","2010","02","25","Korte, A.; Kniess, A.","202","2009","09","17","Brasil","Santa Catarina","Leoberto Leal","Tigre.","-49.23","-27.3597222","-49.2300000","-27.3597222","438","438","Florística IFFSC 424 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva;","FURB31550","FURB31550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-10-14 10:03:13-03","FURB","FURB","14945","PreservedSpecimen","Plantae","Monimiaceae","Mollinedia","uleana","Mollinedia uleana","Perkins","Peixoto, AL","2010","04","13","Stival-Santos, A.; Legal, E. & Silveira, S.","969","2009","10","07","Brasil","Santa Catarina","Gaspar","Gaspar Alto, Rua Hésio Silveira de Souza.","-49.0508333","-27.0005556","-49.0508333","-27.0005556","215","215","Florística IFFSC 637 (Arbusto) Habitat: Floresta Ombrófila Densa Submontana; Estágio Avançado; interior do fragmento Habito: arbustiva;","FURB02363","FURB02363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
