"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","previousCatalogNumber","sex"
"15","2021-03-15 16:37:00-03","NY","NYBG","00878332","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","R. de Lemos Fróes","1811","1932","08","30","South America","Brazil","Maranhão","Cururupu","Campo de Boa Esperanca, Maracassumé River region","-44.8681","-1.8283","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953470' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878332","NY00878332_01","R. A. Howard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-27 05:27:00-03","NY","NYBG","484878","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis",NA,"D. A. Neill","8022","1987","11","30","South America","Ecuador","Los Ríos",NA,"5 km al W de Ventanas","-79.4","-1.35","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=396273' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484878",NA,"R. L. Liesner","30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00878329","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","H. S. Irwin","17610","1966","06","22","South America","Brazil","Goiás","Piranhas","Ca. 85 km. S. E. of Aragarças. Drainage of the Upper Rio Araguaia.","-51.93","-16.47","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953461' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878329","NY00878329_01","R. A. Howard","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2200038","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","B. A. Krukoff","6114","1934","09","14","South America","Brazil","Amazonas","Humaitá","Basin of Rio Madeira; near Tres Casas.","-62.6839542","-6.9876421","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2333062' target='other'> <mi>dwc_moreinfo</mi></a>","NY02200038","NY02200038_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02694686","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","L. Nusbaumer","4337","2014","11","16","South America","Brazil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada. localité de Quebrangulo","-36.430477","-9.258809","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952123' target='other'> <mi>dwc_moreinfo</mi></a>","NY02694686","NY02694686_01",NA,"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","2200045","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","B. Maguire","56597","1963","09","06","South America","Brazil","Rondônia",NA,"een route to Nova Vida from Vilhena, Brasilia-Acre Highway",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2333071' target='other'> <mi>dwc_moreinfo</mi></a>","NY02200045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00878330","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","G. T. Prance","59484","1964","10","18","South America","Brazil","Goiás","Caiapônia","Serra do Caiapó. Banks of Rio Claro, 40 km south of Caiaponia, road Jatai","-51.8103","-16.9569","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953465' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878330","NY00878330_01","R. A. Howard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","484875","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","G. G. Hatschbach","34820","1974","09","18","South America","Brazil","São Paulo","Penápolis","Rod. SP-425","-50.0697","-21.4203","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=396280' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484875","NY00484875_01","R. A. Howard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00878326","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","E. P. Heringer","14029","1974","09","30","South America","Brazil","Goiás","Jaraguá","Rodovia Anápolis.","-49.3342","-15.7569","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953437' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878326","NY00878326_01","R. A. Howard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00878344","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","B. Maguire","56866","1963","09","26","South America","Brazil","Mato Grosso",NA,"200 km NW of Cuiaba","-57.3626273","-14.3347136","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953503' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878344","NY00878344_01","R. A. Howard","430","430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","484877","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","A. C. González","1384","1977","09","07","South America","Venezuela","Miranda",NA,"Dto. Paéz: Carretera San Juan - Montevideo",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=396284' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484877",NA,"J. Brandbyge","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","484876","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","G. Gardner","1828","1839",NA,NA,"South America","Brazil","Ceará",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=396281' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484876","NY00484876_01","R. A. Howard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-27 18:34:00-03","NY","NYBG","593390","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis",NA,"K. Almeida","102",NA,NA,NA,"South America","Brazil","Pernambuco",NA,"Sao Lourenço da Mata. Estaçao do Tapacurá","-34.9503","-8.0128","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=396286' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593390","NY00593390_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00878341","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","H. S. Irwin","6719","1964","10","10","South America","Brazil","Mato Grosso",NA,"Ca. 70 km. N. of Xavantina, on rd. to Garapú.","-52.37","-14.22","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878341","NY00878341_01","R. A. Howard","300","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00878338","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","R. M. Harley","10999","1968","11","10","South America","Brazil","Mato Grosso","Barra do Garças","Vale de Sonhas, S. of Xavantina","-52.2567","-15.8903","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953493' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878338","NY00878338_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00878337","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","H. S. Irwin","16882","1966","06","10","South America","Brazil","Mato Grosso",NA,"Ca. 25 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.32","-14.87","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953490' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878337","NY00878337_01","R. A. Howard","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00878325","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","H. S. Irwin","7414","1964","10","26","South America","Brazil","Goiás","Caiapônia","Ca. 50 km. S. of Caiapônia, on rd. to Jataí. Serra do Caiapó.","-51.77","-17.32","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953214' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878325","NY00878325_01","R. A. Howard","800","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-27 18:34:00-03","NY","NYBG","685053","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis",NA,"B. M. Silva","105","2000","11","03","South America","Brazil","Bahia",NA,"BR 324, Estrada Feira/Salvador, ca. 3 km após o viaduto p/ Candeias.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=886281' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685053","NY00685053_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00878327","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","D. R. Hunt","6243","1966","06","27","South America","Brazil","Goiás","Caiapônia","Jataí-Caiaponia road, 40 km from Caiaponia","-51.8103","-16.9569","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953447' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878327","NY00878327_01",NA,"600","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00878335","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","D. R. Hunt","5951","1966","06","12","South America","Brazil","Mato Grosso","Barra do Garças","Xavantina Road, 25 km. from Xavantina.","-52.2567","-15.8903","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953485' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878335","NY00878335_01",NA,"100","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02200027","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","J. M. Pires","51043","1961","09","18","South America","Brazil","Amapá",NA,"Rio Araguari. Porto Platon.","-51.4403915","0.7072698","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2333019' target='other'> <mi>dwc_moreinfo</mi></a>","NY02200027","NY02200027_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00878339","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","S. L. M. Moore","369","1891",NA,NA,"South America","Brazil","Mato Grosso",NA,"Iter Matogrossense",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953494' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878339","NY00878339_01","R. A. Howard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","593389","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","K. Almeida","42","2000","05","06","South America","Brazil","Pernambuco",NA,"Sao Lourenço da Mata. Estaçao do Tapacurá","-34.9503","-8.0128","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=396283' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593389","NY00593389_01","K. Almeida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1758908","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","A. P. do N. Prata","2613","2011","08","09","South America","Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Trilha no interior da mata.","-37.4286","-11.3994","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2013764' target='other'> <mi>dwc_moreinfo</mi></a>","NY01758908","NY01758908_01","L.A. Gomes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00878333","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","R. Goodland","822","1967",NA,NA,"South America","Brazil","Minas Gerais",NA,"Triângulo region.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953475' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878333","NY00878333_01","R. A. Howard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00878345","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","J. M. Pires","16300","1978","07","29","South America","Brazil","Mato Grosso",NA,"Sararé, Campo Base do RADAMBRASIL.","-59.42","-15.33","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953507' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878345","NY00878345_01","R. A. Howard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00878336","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","G. T. Prance","59126","1964","09","26","South America","Brazil","Mato Grosso","Nova Xavantina","Grounds of brick factory. 5 km. south of Chavantina. Serra do Roncador.","-52.3531","-14.6733","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953486' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878336","NY00878336_01","R. A. Howard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","2200033","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","C. R. Sperling","6324","1982","06","23","South America","Brazil","Pará",NA,"Serra dos Carajás. Rio Parauapebas; control point at entrance to Serra Norte, ca. 39 km east of AMZA camp N-5.","-49.92","-6.07","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2333026' target='other'> <mi>dwc_moreinfo</mi></a>","NY02200033","NY02200033_01",NA,"150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","593388","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","mollis","Coccoloba mollis","Casar.","M. J. N. Rodal","750","2000","01","04","South America","Brazil","Pernambuco",NA,"Sao Lourenço da Mata. Estaçao Ecológico do Tapacurá","-34.9503","-8.0128","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=396274' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593388","NY00593388_01","E. S. Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
