"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","class","individualCount","coordinatePrecision","relatedCatalogItem","geoFlag"
"1","2021-03-15 16:37:00-03","NY","NYBG","378940","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Duguetia","reticulata","Duguetia reticulata","Maas","P. J. M. Maas","T. S. dos Santos","1536","1971","04","02","South America","Brazil","Bahia","Mucuri","BR.101 vale do rio Mucurí","-39.8934603","-18.0984986","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=355268' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378940","NY00378940_01",NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","180643","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Duguetia","reticulata","Duguetia reticulata","Maas",NA,"S. A. Mori","10554","1978","09","15","South America","Brazil","Bahia","Mucuri","Próx. à ponte sobre o Rio Mucuri na Rodavia BR 101. Folha SE-24 (18-40d).","-39.8934603","-18.0984986","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=355270' target='other'> <mi>dwc_moreinfo</mi></a>","NY00180643","NY00180643_01 NY00180643_02","isotype",NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","180642","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Duguetia","reticulata","Duguetia reticulata","Maas",NA,"S. A. Mori","10554","1978","09","15","South America","Brazil","Bahia","Mucuri","Próx. à ponte sobre o Rio Mucuri na Rodavia BR 101. Folha SE-24 (18-40d).","-39.8934603","-18.0984986","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=355269' target='other'> <mi>dwc_moreinfo</mi></a>","NY00180642","NY00180642_01","isotype",NA,NA,NA,NA,NA
"4","2020-02-08 09:39:38-03","NBC","NL-BOTANY","U 0000490","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duguetia","reticulata","Duguetia reticulata","Maas","Maas PJM","Mori SA; Mattos Silva LA; Santos TS dos",NA,"1978","09","15","Southern America","Brazil","Bahia",NA,"Regiao Cacaueira da BahiaMunicípio de Mucuri. BR 101, à ponte sobre o Rio Mucuri.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200000490 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0000490",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"5","2020-02-08 09:39:38-03","NBC","NL-BOTANY","U 0000837","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duguetia","reticulata","Duguetia reticulata","Maas","Maas PJM","Mori SA; et al.",NA,"1978","09","15","Southern America","Brazil","Bahia",NA,"Regiao Cacaueira da BahiaMunicípio de Mucuri. Próx. à ponte sobre o Rio Mucuri na Rod. BR 101.",NA,NA,NA,"Cacaual decandente sombreado com árvores nativas, terreno baldio próximo à plantaçao ena mata perturbada.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200000837 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0000837","NL-U0000837","isotype","Magnoliopsidae",NA,NA,NA,NA
"6","2020-02-08 09:39:38-03","NBC","NL-BOTANY","U 0001836","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duguetia","reticulata","Duguetia reticulata","Maas","Maas PJM","Mori SA; et al.",NA,"1978","09","15","Southern America","Brazil","Bahia",NA,"Regiao Cacaueira da BahiaMunicípio de Mucuri. Próx. à ponte sobre o Rio Mucuri na Rod. BR 101.",NA,NA,NA,"Cacaual decandente sombreado com árvores nativas, terreno baldio próximo à plantaçao ena mata perturbada.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200001836 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0001836",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"7","2020-09-12 05:00:02-03","US","US","3283889","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duguetia","reticulata","Duguetia reticulata","Maas",NA,"S. A. Mori, L. A. Mattos Silva & T. S. Santos","10554","1978","9","15","South America - Neotropics","Brazil","Bahia",NA,"Município de Mucuri. Próx. À ponte sobre o Rio Mucuri na Rod. BR 101.",NA,NA,NA,NA,"US00811445","US00811445_01","Isotype","Dicotyledonae","1",NA,NA,NA
"8","2020-07-23 11:56:59-03","CEPLAC","CEPEC","6754","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","reticulata","Duguetia reticulata",NA,"P. J. M. Maas","T. S. dos Santos","1536","2000","04","02",NA,"Brasil","Bahia","MUCURÍ","BR-101 Vale do Rio Mucurí.","-39.5508003234863","-18.0863990783691",NA,NA,NA,NA,NA,NA,NA,"78440","30/12/1996","auto"
"9","2020-07-23 11:56:59-03","CEPLAC","CEPEC","14638","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","reticulata","Duguetia reticulata",NA,"P. J. M. Maas","S. A. Mori","10554","1978","09","15",NA,"Brasil","Bahia","MUCURÍ","Próximo à ponte sobre o Rio Mucurí, na Rod. BR-101.","-39.5508003234863","-18.0863990783691",NA,NA,NA,NA,"Holótipo",NA,NA,"78440","30/12/1996","auto"
