"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"452","2019-10-07 09:22:38-03","UEFS","HUEFS","245506","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen",NA,"Davidse, G.","11659","1976","03","31","Brasil","Bahia","Rio de Contas","Banks of Rio de Contas at Jequié, Sandy river bank.","-41.8114013671875","-13.5789003372192",NA,NA,"200","200","HUEFS0245506","HUEFS0245506",NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Poales","49773","auto","Lilianae",NA,NA,NA,NA
"453","2015-11-19 10:26:08-02","F","FMNH-SEEDPLANTS","V0079886F","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica",NA,NA,"P. C. Hutchison","5019","1964","5","11","Peru","Ancash","Casma","Casma Valley, Cerro Sechin, 1 km E of the Pan-American Highway","-78.32","-9.47",NA,NA,NA,NA,"V0079886F","V0079886F_01",NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA
"454","2019-06-13 10:11:01-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Poaceae","Panicum","barbinode","Panicum barbinode",NA,NA,"I. M. Sánchez Vega","2790","1982","4","14","Peru","Amazonas","Chachapoyas","Distrito Balsas. Margen derecha del Río Marañón, a 1 km del puente sobre la carretera a Pusac",NA,NA,NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA
"455","2017-04-21 09:03:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica",NA,"RRC ID Flag","J. Cuatrecasas","21154","1946","5","21","Colombia","Valle del Cauca",NA,NA,"-76.5","3.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,"Monocotyledoneae","21154",NA,NA,NA
"456","2018-05-14 17:06:32-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica",NA,"RRC ID Flag","M. Rimachi Y.","4641","1979","9","27","Peru","Loreto",NA,NA,"-75","-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,"Monocotyledoneae","4641",NA,NA,NA
"457","2020-04-29 16:30:35-03","UFVJM","HDJF","4964","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen",NA,"Otoni, TCO","MCF144","2016","09","15","Brasil","Minas Gerais","Araçuaí","Sítio, Piabanha","-42.0975","-16.8475","-42.0975","-16.8475","287","287","HDJF004964","HDJF004964_01",NA,NA,NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA
"458","2019-01-25 15:35:56-02","IAC","IAC","32720","S","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf","L. Krieger & M.C. Brügger","L. Krieger & M.C. Brügger","s/nº","1989","05","22","Brasil","Minas Gerais","Coronel Pacheco","EMBRAPA","-43.2656","-21.5878","-43.2656","-21.5878",NA,NA,NA,NA,NA,"1989","05","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","2019-01-25 15:44:27-02","IAC","IAC","16246","S","Plantae","Poaceae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard","C. Aranha","D.M. Dedecca","374","1953","05","22","Brasil","São Paulo","Espírito Santo do Pinhal","Coletado em Varzea, 6 Km. alem de Pinhal","-46.6828","-22.1158","-46.6828","-22.1158",NA,NA,NA,NA,"nome popular: capim-angola","1981","05","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","2019-01-25 15:35:56-02","IAC","IAC","23653","S","Plantae","Poaceae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard","C. Aranha","J.R. Zamith","s/nº","1935","03","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981","05","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","2019-01-25 15:35:56-02","IAC","IAC","16205","S","Plantae","Poaceae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard","D.M. Dedecca","D.M. Dedecca","334","1953","05","15","Brasil","São Paulo","Campinas","IAC, Fazenda Santa Elisa","-47.077171","-22.870251","-47.077171","-22.870251",NA,NA,NA,NA,"Colet. na sec. de cons. dos solos. revisão de c.Aranha em 07/05/1981","1953","05","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","2019-01-25 15:35:56-02","IAC","IAC","16207","S","Plantae","Poaceae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard","D.M. Dedecca","D.M. Dedecca","336","1953","05","15","Brasil","São Paulo","Campinas","IAC, Fazenda Santa Elisa","-47.077171","-22.870251","-47.077171","-22.870251",NA,NA,NA,NA,"Colet.Na sec. de cons. do solo. revisão de c.Aranha em07/05/1981","1953","05","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","2019-01-25 15:35:56-02","IAC","IAC","16209","S","Plantae","Poaceae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard","D.M. Dedecca","D.M. Dedecca","338","1953","05","01","Brasil","São Paulo","Campinas","IAC, Fazenda Santa Elisa","-47.077171","-22.870251","-47.077171","-22.870251",NA,NA,NA,NA,"Colet. na antiga fazenda sete Quedas, campinas. revisão deC.Aranha em 07/05/1981","1953","05","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","2019-01-25 15:35:56-02","IAC","IAC","16307","S","Plantae","Poaceae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard","C. Aranha","D.M. Dedecca","396","1953","06","08","Brasil","São Paulo","Campinas","Viracopos","-47.0608","-22.9056","-47.0608","-22.9056",NA,NA,NA,NA,"CoL. em vira copos, campinas, s.P.. revisão de C. AranhaEm 07/05/1981","1981","05","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","2019-01-25 15:35:56-02","IAC","IAC","16338","S","Plantae","Poaceae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard","D.M. Dedecca","J.A. Cunha","s/nº","1953","06","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CoL. em terreno baixo de primeira Qualidade. revisão de c.A-Ranha em 07/05/1981","1953","07","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","2019-01-25 15:35:56-02","IAC","IAC","18484","S","Plantae","Poaceae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard","C. Aranha","E.P. Heringer","5752","1957","09","23","Brasil","Minas Gerais","Paraopeba","Horto Florestal de Paraopeba","-44.4042","-19.2744","-44.4042","-19.2744",NA,NA,NA,NA,NA,"1981","05","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","2019-01-25 15:35:56-02","IAC","IAC","22419","S","Plantae","Poaceae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard","H.F. Leitão Filho","J.V.S.Pedreira","s/nº","1971","05","06","Brasil","São Paulo","Nova Odessa",NA,"-47.2958","-22.7775","-47.2958","-22.7775",NA,NA,NA,NA,"Introduzida e cultivada sob número de coleção 61","1971","08","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","2019-01-25 15:35:56-02","IAC","IAC","22763","S","Plantae","Poaceae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard","H.F. Leitão Filho","A.J. Roston","s/nº","1972","05","03","Brasil","São Paulo","Andradina","Estação Experimental de Andradina","-51.3794","-20.8961","-51.3794","-20.8961",NA,NA,NA,NA,NA,"1972","05","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2019-01-25 15:35:56-02","IAC","IAC","23645","S","Plantae","Poaceae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard","C. Aranha","J.R. Zamith","s/nº","1939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981","05","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2019-01-25 15:35:56-02","IAC","IAC","3004","S","Plantae","Poaceae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard","C. Aranha","G.P. Viégas et al.","s/nº","1938","11","20","Brasil","São Paulo","Campinas","Fazenda Sete Quedas","-47.0608","-22.9056","-47.0608","-22.9056",NA,NA,NA,NA,NA,"1981","05","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","2019-01-25 15:35:56-02","IAC","IAC","3007","S","Plantae","Poaceae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard","C. Aranha","G.P. Viégas et al.","s/nº","1938","11","20","Brasil","São Paulo","Campinas","Fazenda Sete Quedas","-47.0608","-22.9056","-47.0608","-22.9056",NA,NA,NA,NA,NA,"1981","05","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2019-01-25 15:35:56-02","IAC","IAC","7177","S","Plantae","Poaceae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard","C. Aranha","H.V.C. Bittencourt","s/nº","1943","05","09","Brasil","São Paulo","Campinas","Fazenda Sete Quedas","-47.0608","-22.9056","-47.0608","-22.9056",NA,NA,NA,NA,NA,"1981","05","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","2019-01-25 15:44:45-02","IAC","IAC","23765","S","Plantae","Poaceae","Panicum","purpurascens","Panicum purpurascens","Raddi","s/det.","s/col.","s/nº",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Material recebido do Departamento de Produção Animal sob n.32-B&nf;Nome popular: capim-angola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2019-01-25 15:44:45-02","IAC","IAC","23766","S","Plantae","Poaceae","Panicum","purpurascens","Panicum purpurascens","Raddi","s/det.","s/col.","s/nº",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Material recebido do Departamento de Produção Animal sob n.32-A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","2019-01-25 15:44:59-02","IAC","IAC","23757","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","F.O. Zuloaga","J.R. Zamith","s/nº","1936","12","15","Brasil","São Paulo","São Paulo",NA,"-46.6361","-23.5475","-46.6361","-23.5475",NA,NA,NA,NA,"Material recebido do Dpto de Produção Animal sob n. 86","1997","11","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","2019-06-24 08:11:30-03","IAC","IAC","38829","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","H.M. Longhi-Wagner","R.B. Torres & R.F. Santos et al.","1019","1999","12","02","Brasil","São Paulo","Cotia","Morro Grande","-46.9192","-23.6039","-46.9192","-23.6039",NA,NA,NA,NA,NA,"2000","01","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","2020-07-23 12:19:04-03","CEPLAC","CEPEC","32841","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica",NA,"C. Silva","Grupo Pedra do Cavalo","78","1980","05","01","Brasil","Bahia","CACHOEIRA","Margem do Rio Jacuipe. Vale dos Rios Paraguaçu e Jacuipe.","-39.083333","-12.533333","39W5'0","12S32'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1984"
"478","2020-07-23 12:19:04-03","CEPLAC","CEPEC","14389","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica",NA,"C. Silva","S. A. Mori","10093","1978","05","12","Brasil","Bahia","ILHÉUS","Área do CEPEC.","-39.0494003295898","-14.7889003753662","0W0'0","0S0'0",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Bengo",NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,"06/07/2012"
"479","2020-07-23 12:19:04-03","CEPLAC","CEPEC","48197","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica",NA,"C. Silva","A. M. de Carvalho","3175","1990","07","18","Brasil","Bahia","ILHÉUS","Caminho pelo Rio Almada de Sambaituba para a Lagoa Encantada. Na margem alagada do Rio.","-39.0494003295898","-14.7889003753662","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,"06/07/2012"
"480","2020-07-23 12:19:04-03","CEPLAC","CEPEC","66151","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica",NA,"C. Silva","T. S. da Silva","213","1993","10","05","Brasil","São Paulo","SÃO PAULO","Parque Estadual das Fontes do Ipiranga.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,"06/07/2012"
"481","2020-07-23 12:19:04-03","CEPLAC","CEPEC","15747","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica",NA,"C. Silva","S. A. Mori","11634","1979","03","30","Brasil","Bahia","ILHÉUS","Quadra E' do CEPEC.","-39.0494003295898","-14.7889003753662","0W0'0","0S0'0",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Bengo",NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,"06/07/2012"
"482","2020-07-23 12:19:04-03","CEPLAC","CEPEC","69870","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica",NA,"C. Silva","Pessoal de Pecuaria","3","1996","04","25","Brasil","Bahia","ITABELA","Estação de Zootecnia do Extremo Sul. CEPLAC.","-39.5532989501953","-16.5750007629395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33712","auto",NA,NA,NA,NA,"06/07/2012"
"483","2020-07-23 12:19:04-03","CEPLAC","CEPEC","9327","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica",NA,"C. Silva","T. S. dos Santos","2594","1973","05","30","Brasil","Bahia","ILHÉUS","Quadra I do CEPEC. Junto ao Posto de metereologia.","-39.0494003295898","-14.7889003753662","0W0'0","0S0'0",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Bengo",NA,NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,"06/07/2012"
"484","2020-07-23 12:19:04-03","CEPLAC","CEPEC","12816","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica",NA,"C. Silva","T. R. Soderstrom","2178","1976","04","28","Brasil","Bahia","UBAÍRA","Ca. 3Km a E de Ubaira na Rod. para Mutuípe.","-39.6627998352051","-13.2680997848511","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29816","auto",NA,NA,NA,NA,"06/07/2012"
"485","2021-03-09 11:43:29-03","URICER","HPBR","6507","S","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf.","IRGANG, B. E.","IRGANG, B. E. et. al.",NA,"1999","07","01","Brasil","RS","Itá","ÁREA DE ABRANGÊNCIA DA UHE",NA,NA,NA,NA,NA,NA,"HPBR006507",NA,NA,"1999","07","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"486","2021-03-09 11:43:29-03","URICER","HPBR","6478","S","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf.","IRGANG, B. E.","IRGANG, B. E. et. al.",NA,"2000","01","25","Brasil","RS",NA,"RIO URUGUAI",NA,NA,NA,NA,NA,NA,"HPBR006478",NA,NA,"2000","01","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"487","2021-03-03 11:46:28-03","URICER","HPBR","1556","S","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf.","DALAVALE,L.","BEVILAQUA,F.",NA,"1987","03","16","Brasil","RS","Erechim",NA,"-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,"HPBR001556",NA,"50 cm de altura, isolado, encontrado em campo limpo.","2006","11","22",NA,NA,NA,NA,NA,"46790","auto",NA,NA,"1",NA,NA
"488","2020-11-19 14:06:30-03","Unimontes","MCMG","3133","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Neto, Santos D'Angelo.","Estagiarios LEPV |",NA,NA,NA,NA,"Brasil","Minas Gerais","Juramento",NA,"-43.5868988037109","-16.8481006622314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19357","auto",NA,NA,NA,NA,NA
"489","2021-04-08 17:13:25-03","UESB","HUESB","7966","S","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf","Gallindo, F...","Hora, I.S.","5","2012","04","27","Brasil","Bahia","Jequié","Rio das Contas, Logo após a desembocadura do Rio Jequiezinho - Banco de Macrófitas. Substrato lamacento.","-40.0835990905762","-13.8575000762939",NA,NA,NA,NA,"HUESB000007966",NA,"Herbácea. Folhas simples, lanceoladas, verde. Inflorescência pequena.; Caatinga.","2013","03","12",NA,NA,NA,"Monocotyledoneae",NA,"49443","auto",NA,NA,NA,NA,NA
"490","2021-04-08 17:13:25-03","UESB","HUESB","7965","S","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf","Gallindo, F...","Hora, I.S.","4","2012","04","27","Brasil","Bahia","Jequié","Rio das Contas, Logo após a desembocadura do Rio Jequiezinho - Banco de Macrófitas. Substrato lamacento.","-40.0835990905762","-13.8575000762939",NA,NA,NA,NA,"HUESB000007965",NA,"Herbacea. Folhas lanceoladas, verde vistoso. Inflorescência com pequenas flores.; Caatinga.","2013","03","12",NA,NA,NA,"Monocotyledoneae",NA,"49443","auto",NA,NA,NA,NA,NA
"491","2019-07-02 15:56:25-03","UEM","HUEM","24745","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen",NA,"H.Q.Boudet Fernandes; A.M. de Assis","3316","2004","05","15","Brasil","Espirito Santo","Águia Branca","Parque Natural Municipal Recanto do Jacaré, à mare","-40.740278","-18.983056","-40.740278","-18.983056","140","140","HUEM000010409","HUEM000010409","Erva, 1,2m de altura. Borda de brejo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","2020-11-04 17:30:25-03","UEM","HUEM","4337","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","K.Kawakita","K.Kawakita","140","1997","05","13","Brasil","Paraná","Porto Rico","córrego Caracu, margem direita, próximo da foz, Base de Pesquisa - UEM","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"HUEM000014929",NA,"Herbácea, decumbente; inflorescência cor roxa esverdeada; frequente no local; solo arenoso, sujeito a alagamento.","2002","09",NA,NA,NA,NA,NA,NA,"18063","auto",NA,NA,NA,NA,NA
"493","2020-11-04 17:30:25-03","UEM","HUEM","1592","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","K.Kawakita","J.A.Leandrine","37","1989","06","09","Brasil","Paraná","Porto Rico","rio Paraná, Barra Bonita.","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"HUEM000022911",NA,"Herbácea em touceiras. Inflorescência com flores de coloração roxa.","2013","09",NA,NA,NA,NA,NA,NA,"18063","auto",NA,NA,NA,NA,NA
"494","2020-11-04 17:30:25-03","UEM","HUEM","27428","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","K.Kawakita","K.Kawakita; Alves, D","1781","2012","11","08","Brasil","Paraná","Porto Rico","rio Paraná, barra da margem direita da ilha Carioca","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"HUEM000022909",NA,"Solo seco, arenoso. Vegetação pioneira. Herbácea, espiguetas coloração bege.","2013","09",NA,NA,NA,NA,NA,NA,"18063","auto",NA,NA,NA,NA,NA
"495","2020-11-04 17:30:25-03","UEM","HUEM","27427","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","K.Kawakita","K.Kawakita","1759","2000","03","16","Brasil","Paraná","Porto Rico","rio Paraná, canal Cortado","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"HUEM000022910",NA,"Herbácea, flor de col. lilás e inflorescência de col. verde, frequente. Solo sujeito a alagamento.","2013","09",NA,NA,NA,NA,NA,NA,"18063","auto",NA,NA,NA,NA,NA
"496","2020-11-04 17:30:25-03","UEM","HUEM","4246","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","T.S.Filgueiras","K.K. Kita","138","1997","05","13","Brasil","Paraná","Porto Rico","rio Paraná, Córrego Caracu, margem direita. Solo arenoso, sujeito a alagamento.","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"HUEM000022912",NA,"Herbácea, reptante. Inflorescência cor verde-arroxeada.","1997","11",NA,NA,NA,NA,NA,NA,"18063","auto",NA,NA,NA,NA,NA
"497","2020-11-04 17:30:25-03","UEM","HUEM","5778","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","K.Kawakita","Ma.C.Souza","15","1989","06","09","Brasil","Paraná","Porto Rico","rio Paraná, ilha Nova","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"HUEM000022908",NA,"Herbácea; inflorescência com floress coloração arroxeada; frequente; ocorrência em solo seco e alagado.","2002","09",NA,NA,NA,NA,NA,NA,"18063","auto",NA,NA,NA,NA,NA
"498","2020-11-04 17:30:25-03","UEM","HUEM","3482","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","K.Kawakita","Kawakita, K","01","1996","04","20","Brasil","Paraná","Porto Rico","rio Paraná, margem direita do canal Cortado","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"HUEM000022907",NA,"Macrófita aquática; inflorescência com flores de coloração verde arroxeadas.","2002","09",NA,NA,NA,NA,NA,NA,"18063","auto",NA,NA,NA,NA,NA
"499","2020-11-04 17:30:25-03","UEM","HUEM","27426","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","K.Kawakita","K.Kawakita; Galbiati, JR","1833","2013","03","29","Brasil","Paraná","São Pedro do Paraná","rio Paraná, ilha Mineira, barra de areia","-53.2200012207031","-22.8239002227783",NA,NA,NA,NA,"HUEM000022906",NA,"Herbácea, pioneira, estolonífera; espiguetas col. verde e roxo. Solo arenoso, sujeito a alagamento. APA das ilhas e várzeas do rio Paraná.","2013","09",NA,NA,NA,NA,NA,NA,"25063","auto",NA,NA,NA,NA,NA
"500","2021-02-12 15:02:23-03","UFSCar","SPSC","8554","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","Stapf","P.T. Sano","L.K. Takao",NA,"2009","03","09","Brasil","São Paulo","Caraguatatuba",NA,"-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,NA,"Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA
"501","2019-10-16 14:14:30-03","UEL","FUEL","10485","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Kawakita, K","Skvortzov, BV","243","1963","04","21","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","06","19",NA,NA,NA,"Tracheophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"502","2020-11-12 17:02:39-03","UEL","FUEL","19225","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Longhi-Wagner, HM","Kranz, WM","272","1988","04","28","Brasil","Paraná","Santa Izabel do Ivaí","Aparecida do Ivai","-53.1967010498047","-23.002799987793",NA,NA,NA,NA,"OK",NA,NA,"2008","10","16",NA,NA,NA,"Tracheophyta","Poales","29509","auto",NA,NA,NA,NA,NA
"503","2019-11-01 15:16:01-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf","Davidse, G","Barbour, P","2137","1978","06","05","Peru",NA,NA,"Piura. Hills of Chiarnique, ca. 20.0 km ENE of Naupe",NA,NA,NA,NA,NA,NA,NA,NA,"Tall grass to 2.0 m; Open disturbed areas along small stream","1979",NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA
"504","2019-11-01 15:16:01-03","UnB","UB","167355","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf","Davidse, G","Skvortzov, B","243","1963","04","21","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"UB0016537","UB0016537","Part 1 of 2 parts.","1976",NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA
"505","2019-11-01 15:16:01-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf","Burman, AG; Sendulsky, T","Skvortzov, B","318","1964","10","21","Brasil","São Paulo","São Paulo","Along Rio Pinheiros","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"In dried-up bed of artificial pond","1978","01","31","Southern America",NA,NA,"Monocotyledonae",NA,"53584","auto",NA,NA,NA,NA,NA
"506","2019-11-01 15:16:39-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Panicum","purpurascens","Panicum purpurascens","Raddi","Dedecca, M","Heringer, EP","5752","1957","09","23","Brasil","Minas Gerais","Paraopeba","Horto Florestal de Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,"UB0021918","UB0021918","Cerrado","1958","01","31","Southern America",NA,NA,"Monocotyledonae",NA,"26090","auto",NA,NA,NA,NA,NA
"507","2019-11-01 15:16:39-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Panicum","purpurascens","Panicum purpurascens","Raddi","Incógnito","Hoehne, W","12836","1948","05","22","Brasil","São Paulo","Pacaembu",NA,"-51.2599983215332","-21.5599994659424",NA,NA,NA,NA,"UB0021917","UB0021917",NA,NA,NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,"26864","auto",NA,NA,NA,NA,NA
