"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","class","dayIdentified","typeStatus","relatedCatalogItem","infraspecificEpithet","verbatimLongitude","verbatimLatitude","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber"
"103","2013-02-13 05:33:00-02","MO","MOBOT","937905","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","T. Killeen (MO)","Bonifacio Mostacedo C.|Mario Saldias P.|René Guillén V.|E. Gutiérrez|Luzmila Arroyo P.","Mostacedo C. 1043","1993","11","4","South America","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Los Fierros, pampa la Toledo, parcela permanente cerrada.","-60.82361","-14.55","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2008-05-27 22:02:00-03","MO","MOBOT","968781","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","F. Zuloaga, 2002 (SI)","Antony Jardim|N. Rosas-Hurtado","Jardim 1592","1994","12","30","South America","Bolivia","Santa Cruz","Cordillera","Cuevo adentro de la sierra cerca la planchada antigua de Chevron. Bosque seco serrano de Anadenanthera/Schinopsis que.col. con campos abiertos","-63.6080556","-20.4622222","1385.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2017-05-09 11:09:00-03","MO","MOBOT","1418552","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","F.O. Zuloaga (SI)","Elsa M. Zardini|J. Rodríguez","Zardini 52173","1999","10","25","South America","Paraguay","Itapúa",NA,"Yacyretá Dam Island Reserve: Punta de observación. Collecting area: around two hectares.","-56.8230556","-27.4486111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1185"
"106","2020-08-31 09:21:29-03","INPA","INPA","122567","S","Plantae","Monocotyledon","Poales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Prance, GT","Plowman, T","8226","1980","02","01","Southern America","Brasil","Goiás","Presidente Kennedy","Road from highway BR 153 to Itaporã, 12 Km west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho.#?#In secondary cerrado in gravelly soil.","-48.616667","-3.416667","400","500",NA,NA,"INPA0122567",NA,"2014",NA,NA,"06",NA,NA,NA,NA,NA,"-48.616667","-3.416667",NA,NA,NA,NA
"107","2017-11-24 14:12:06-02","UFLA","ESAL","468","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard",NA,"Valls","2.111",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"; ; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-07-15 13:20:39-03","UPF","RSPF","693","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","A. Guglieri","Kaffel; Froner",NA,"1962","11","19","América do Sul","Brasil","Rio Grande do Sul","Carazinho","Posto Agropecuário","-52.7863998413086","-28.283899307251",NA,NA,NA,"Gramineae",NA,NA,"2002","35233","auto","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-06-10 10:11:27-03","FZB-BH","BHZB","4558","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense",NA,"P.L. Viana","Rezende, S.G et al.","762","2004","05","12",NA,"Brasil","MG","Vazante",NA,"-46.853056","-17.961111",NA,NA,NA,"Coord. UTM 303750 / 8013125.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46W 51' 11","17S 57' 40",NA,NA,NA,NA
"110","2020-09-12 05:00:02-03","US","US","76923","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","bergii","Panicum bergii leiophyllum","Hack. & Lindm.",NA,"C. A. M. Lindman","s.n.",NA,NA,NA,"South America","Brazil","Rio Grande do Sul",NA,"Cachoeira.",NA,NA,NA,NA,NA,NA,"US00148175","US00148175_01",NA,NA,NA,NA,"Monocotyledonae",NA,"Type fragment",NA,"leiophyllum",NA,NA,NA,NA,"1",NA
"111","2020-09-12 05:00:02-03","US","US","702326","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","bergii","Panicum bergii leiophyllum","Hack. & Lindm.",NA,"C. A. Lindeman","Regnell A1185","1893","2","11","South America","Brazil","Rio Grande do Sul",NA,"Cachoeira.",NA,NA,NA,NA,NA,NA,"US00323770","US00323770_01",NA,NA,NA,NA,"Monocotyledonae",NA,"Isotype",NA,"leiophyllum",NA,NA,NA,NA,"1",NA
"112","2020-09-12 05:00:02-03","US","US","1501023","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O.","A. Chase","10697","1930","1","24","South America - Neotropics","Brazil","São Paulo",NA,"Ypiranga, São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"113","2020-09-12 05:00:02-03","US","US","1501269","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O.","A. Chase","11858","1930","4","5","South America - Neotropics","Brazil","Matto Grosso",NA,"Santa Rita do Araguaya, on Rio Araguaya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"114","2020-09-12 05:00:02-03","US","US","1256952","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O.","A. Chase","08696","1925","3","1","South America - Neotropics","Brazil","Minas Gerais",NA,"Between Sitio and Dr. Sá Fortes, Serra Mantiqueira",NA,NA,"1200","1225",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"115","2020-09-12 05:00:02-03","US","US","1500893","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O.","A. Chase","10589","1930","1","16","South America - Neotropics","Brazil","São Paulo",NA,"Casa Branca",NA,NA,"700","725",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"116","2020-09-12 05:00:02-03","US","US","1501253","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O.","A. Chase","10665","1930","1","18","South America - Neotropics","Brazil","Minas Gerais",NA,"Poços de Caldas",NA,NA,"1100","1500",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"117","2020-09-12 05:00:02-03","US","US","1448636","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O.","A. Chase","11207","1930","3","14","South America - Neotropics","Brazil","Minas Gerais",NA,"Between Sucupira and Omega, south of Uberlandia (Uberabinha)",NA,NA,"700","900",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"118","2020-09-12 05:00:02-03","US","US","1647868","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard",NA,"B. Balansa","4357","1883","4","3","South America","Paraguay","Paraguarí",NA,"Cerro Pelado near Paraguari.",NA,NA,NA,NA,NA,NA,"US00147949",NA,NA,NA,NA,NA,"Monocotyledonae",NA,"Isotype",NA,NA,NA,NA,NA,NA,"1",NA
"119","2020-09-12 05:00:02-03","US","US","1649644","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard",NA,"B. Balansa","4357","1883","4","3","South America","Paraguay","Paraguarí",NA,"Cerro Pelado near Paraguari.",NA,NA,NA,NA,NA,NA,"US00147947",NA,NA,NA,NA,NA,"Monocotyledonae",NA,"Isotype",NA,NA,NA,NA,NA,NA,"1",NA
"120","2020-09-12 05:00:02-03","US","US","1255455","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O.","A. Chase","09279","1925","3","28","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Cipó (110 km, northeast of Bello Horizonte)",NA,NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"121","2020-09-12 05:00:02-03","US","US","1501008","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O.","A. Chase","10723","1930","2","4","South America - Neotropics","Brazil","Matto Grosso",NA,"Tres Lagoas",NA,NA,"300","325",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"122","2020-09-12 05:00:02-03","US","US","1448749","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O.","A. Chase","11280","1930","3","17","South America - Neotropics","Brazil","Goiás",NA,"Between Viannapolis and Ponta Funda",NA,NA,"990","1000",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"123","2020-09-12 05:00:02-03","US","US","1500682","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O.","A. Chase","10534","1930","1","6","South America - Neotropics","Brazil","Minas Gerais",NA,"Faria, Serra da Bocaina",NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"124","2020-09-12 05:00:02-03","US","US","1448663","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O.","A. Chase","11071","1930","2","28","South America - Neotropics","Brazil","Matto Grosso",NA,"Porto Esperança, on Rio Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"125","2020-09-12 05:00:02-03","US","US","1501282","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O.","A. Chase","10886","1930","2","14","South America - Neotropics","Brazil","Matto Grosso",NA,"Between Camp Grande and Dourados",NA,NA,"400","450",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"126","2020-09-12 05:00:02-03","US","US","1108609","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard",NA,"B. Balansa","4357","1883","4","3","South America","Paraguay","Paraguarí",NA,"Cerro Pelado near Paraguari.",NA,NA,NA,NA,NA,NA,"US00147948",NA,NA,NA,NA,NA,"Monocotyledonae",NA,"Isotype",NA,NA,NA,NA,NA,NA,"1",NA
"127","2020-09-02 16:37:03-03","Cenargen","CEN","70248","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","A. Guglieri","José Francisco Montenegro Valls","9118","1985","10","11",NA,"Brasil","MS","CORUMBA","10 km desde Morrinho, em direção a Corumbá, ao longo da BR - 262. Junto da pista de pouso.","-57.461666","-19.418888","100","100","Exsicatas","Anual. Antécio frutífero castanho escuro.","CEN00070248","CEN00070248","2004",NA,NA,"04",NA,NA,NA,NA,NA,"-57.461666","-19.418888",NA,NA,"3",NA
"128","2020-09-02 16:37:03-03","Cenargen","CEN","69948","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","C. U. O. Eugênio","Aryanne Gonçalves Amaral","1022","2007","03","10",NA,"Brasil","DF","BRASILIA","Fazenda Água Limpa.","-47.9296989440918","-15.7797002792358","1050","1050","Exsicatas","Campo sujo. Folhas novas, secas e maduras, frutos novos e dispersando, dispersão anemocórica Doação Brasil - Distrito Federal","CEN00069948","CEN00069948","2007","70570","auto","07",NA,NA,NA,NA,NA,"-47905555.0","-15926388.0",NA,NA,"1",NA
"129","2020-09-02 16:37:03-03","Cenargen","CEN","13549","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","A. Guglieri","Tarcisio de Souza Filgueiras","820","1981","01","19",NA,"Brasil","DF","BRASILIA","Lago Norte.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Provalvelmente anual, grande produtor de fitomassa. Doação IBGE - Fund. Instituto Brasileiro de Geografia e Estatística.","CEN00013549","CEN00013549","2004","70570","auto","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"130","2020-09-02 16:37:03-03","Cenargen","CEN","34876","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","A. Guglieri","Carmem Silvia Soares Pires","17","1997","02","06",NA,"Brasil","DF","BRASILIA","Parque Nacional.","-47.9296989440918","-15.7797002792358","1100","1100","Exsicatas","Voucher do trabalho Distribution of the spittlebug, Deois flavopicta Stal (Homoptera : Cercopidae) on wild and cultivated hot species.","CEN00034876","CEN00034876","2004","70570","auto","03",NA,NA,NA,NA,NA,"-4800000.0","-1566667.0",NA,NA,"1",NA
"131","2020-09-02 16:37:03-03","Cenargen","CEN","13547","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","A. Guglieri","Roberta Cunha de Mendonça","1290","1989","03","05",NA,"Brasil","MG","PARACATU","Fazenda Acangaú.","-47.1","-17.2",NA,NA,"Exsicatas","Inflorescência de cor verde.","CEN00013547","CEN00013547","2002",NA,NA,"05",NA,NA,NA,NA,NA,"-47.1","-17.2",NA,NA,"1",NA
"132","2020-09-02 16:37:03-03","Cenargen","CEN","70469","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","A. Guglieri","José Francisco Montenegro Valls","9486","1985","10","30",NA,"Brasil","MS","CORUMBA","6,9 km a sudoeste da entrada para a estação Carandazal na BR - 262, na altura do morro do Azeite.","-57.063055","-19.7125","90","90","Exsicatas","Erva débil.","CEN00070469","CEN00070469","2004",NA,NA,"04",NA,NA,NA,NA,NA,"-57.063055","-19.7125",NA,NA,"3",NA
"133","2020-09-02 16:37:03-03","Cenargen","CEN","96862","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","C. R. Martins","Carlos Romero Martins","383","2004","06","05",NA,"Brasil","DF","BRASILIA","Parque Nacional de Brasília, Entorno da antiga pista de ultraleve.","-47.926388","-15.731388",NA,NA,"Exsicatas","Doação FLORA DO BRASIL - DISTRITO FEDERAL","CEN00096862","CEN00096862","2016",NA,NA,"12",NA,NA,NA,NA,NA,"-47.926388","-15.731388",NA,NA,"1",NA
"134","2020-09-02 16:37:03-03","Cenargen","CEN","34877","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","A. Guglieri","Carmem Silvia Soares Pires","18","1997","02","06",NA,"Brasil","DF","BRASILIA","Parque Nacional.","-47.9296989440918","-15.7797002792358","1100","1100","Exsicatas","Voucher do trabalho Distribution of the spittlebug, Deois flavopicta Stal (Homoptera : Cercopidae) on wild and cultivated hot species.","CEN00034877","CEN00034877","2004","70570","auto","03",NA,NA,NA,NA,NA,"-4800000.0","-1566667.0",NA,NA,"1",NA
"135","2020-09-02 16:37:03-03","Cenargen","CEN","13761","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","A. Guglieri","José Antônio da Silva","415","1981","04","01",NA,"Brasil","DF","BRASILIA","Planaltina. CPAC-EMBRAPA","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Pastagem nativa. Doação do CPAC - Embrapa.","CEN00013761","CEN00013761","2004","70570","auto","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"136","2020-09-02 16:37:03-03","Cenargen","CEN","10728","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","A. Guglieri","José Francisco Montenegro Valls","7693","1984","04","23",NA,"Brasil","MS","ANTONIO JOAO","6 km a oeste de Antônio João, na estrada Bela Vista - Ponta Porã.","-55.9474983215332","-22.1910991668701","500","500","Exsicatas","Cespitosa. Antécio castanho-escuro e brilhante. Pertence ao Grupo Diffusa.","CEN00010728","CEN00010728","2002","38814","auto","05",NA,NA,NA,NA,NA,"-5600000.0","-2220000.0",NA,NA,"3",NA
"137","2020-09-02 16:37:03-03","Cenargen","CEN","2437","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","A. Guglieri","Antônio Costa Allem","2233","1978","10","28",NA,"Brasil","MS","CORUMBA","Fazenda Bodoquena. Carandazal.","-57.6533012390137","-19.0091991424561",NA,NA,"Exsicatas",NA,"CEN00002437","CEN00002437","2004","295160","auto","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"138","2020-09-02 16:37:03-03","Cenargen","CEN","56740","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","H. M. Longhi-Wagner","Hilda Maria Longhi Wagner","9474","2005","03","08",NA,"Brasil","PR","JAGUARIAIVA","Parque Estadual do Cerrado.","-49.7057991027832","-24.2511005401611",NA,NA,"Exsicatas","Doação - Herb. UFRGS - Porto Alegre ICN:136768. Duplicatas: CEN, SI.","CEN00056740","CEN00056740","2005","44368","auto","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"139","2020-09-02 16:37:03-03","Cenargen","CEN","3692","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","A. Guglieri","José Francisco Montenegro Valls","1929","1972","02","09",NA,"Brasil","RS","GUAIBA","Setor de forrageiras, declive de coxilha queimado a cerca de um mês","-51.3250007629395","-30.113899230957",NA,NA,"Exsicatas","Doação - Herbário Depto. Bot. da U.F.R.G.S. (Nº ICN 9824) - Porto Alegre.","CEN00003692","CEN00003692","2004","28343","auto","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"140","2020-09-02 16:37:03-03","Cenargen","CEN","3674","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","A. Guglieri","José Francisco Montenegro Valls","2033","1972","04","05",NA,"Brasil","RS","PORTO ALEGRE","Alto do morro da Glória","-51.2299995422363","-30.0331001281738",NA,NA,"Exsicatas","Lâminas de 8 mm de largura, Doação do Herb. Dep. Bot. da UFRGS. ICN 9846","CEN00003674","CEN00003674","2004","29946","auto","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"141","2020-09-02 16:37:03-03","Cenargen","CEN","3640","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","A. Guglieri","José Francisco Montenegro Valls","1645","1971","11","25",NA,"Brasil","RS","PORTO ALEGRE","Morro da Glória, local aberto no campo alto, local modificado","-51.2299995422363","-30.0331001281738",NA,NA,"Exsicatas","Doação - Herbário Depto. Bot. da U.F.R.G.S. (Nº ICN 25665) - Porto Alegre.","CEN00003640","CEN00003640","2004","29946","auto","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"142","2019-11-13 11:28:56-03","USP","SPF","84289","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Semir, J","s.n.","1968","01","04",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00084289","SPF00084289","1997","53584","auto","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-10-07 09:22:14-03","UEFS","HUEFS","237088","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard",NA,"Chagas, D.B.das","72","2016","05","12",NA,"Brasil","Tocantins","Porto Nacional","Faz. São Judas - Porto Nacional - TO","-48.416667","-10.8","285","285",NA,"Cerrado stricto sensu","HUEFS0237088","HUEFS0237088",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,"48W25'","10S48'",NA,NA,NA,NA
"144","2019-10-07 09:22:14-03","UEFS","HUEFS","135752","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard",NA,"Queiroz, R.T.","742","2006","04","16",NA,"Brasil","Rio Grande do Norte","Serra Negra do Norte","Estação Escológica do Seridó (ESEC), laoga do Junco.","-37.251944","-6.6",NA,NA,NA,"Caatinga herbácea.","HUEFS0135752","HUEFS0135752",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,"37W15'7''","6S36'",NA,NA,NA,NA
"145","2019-10-07 09:22:14-03","UEFS","HUEFS","5081","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard",NA,"Hatschbach, G.","43533","1981","01","15",NA,"Brasil","Paraná","Palmeira",NA,"-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"HUEFS0005081","HUEFS0005081",NA,"35166","auto",NA,"Lilianae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-10-07 09:22:14-03","UEFS","HUEFS","34934","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","R.P.Oliveira","Oliveira, R.P.","77","1998","11","14",NA,"Brasil","Bahia","Rio de Contas","Estrada para a Serrada Caiambola, ca. 25Km de Rio de Contas.","-41.8114013671875","-13.5789003372192",NA,NA,NA,"Campo rupestre.","HUEFS0034934","HUEFS0034934","2007","49773","auto","02","Lilianae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-02-12 15:02:25-03","UFSCar","SPSC","2311","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard",NA,NA,NA,"1974","02","17",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-11-01 15:16:37-03","UnB","UB","110415","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Eugênio, CUO","Amaral, AG; Eugênio, CUO; Munhoz, CBR","876","2007","02","24","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa","-47.905556","-15.926389","1050","1050",NA,"Folhas novas e maduras.; Erva 0,6m. Flor aberta. Fruto novo.; Campo sujo.","UB0029811","UB0029811",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.905556","-15.926389",NA,NA,NA,NA
"149","2019-11-01 15:16:37-03","UnB","UB","16344","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Oliveira, RC","Martins, CR","379","2004","04","30","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília. Área ao lado da antiga pista de pouso de ultra-leve, próxima a Administração do Parque. Área submetida a uma queimada controlada em abril de 2003","-47.926389","-15.731389",NA,NA,NA,"Erva 0,38m; Campo sujo antropizado com presença de 40-50% de capim gordura. Solo: Latossolo.","UB0029812","UB0029812",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.926389","-15.731389",NA,NA,NA,NA
"150","2019-11-01 15:16:37-03","UnB","UB","75771","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Incógnito","Guglieri, A","314","2004","04","01","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional","-47.55352","-15.43538",NA,NA,NA,"Coleta feita no âmbito do levantamento das gramíneas do Parque Nacional de Brasília, como parte do Projeto de Controle do Capim-gordura; Rara; Campo-cerrado","UB0021809","UB0021809",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.55352","-15.43538",NA,NA,NA,NA
"151","2019-11-01 15:16:37-03","UnB","UB","8656","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Silva, RR","68","1998","04","24","Southern America","Brasil","Distrito Federal","Brasília","Árie Santuário de Vida Silvestre do Riacho Fundo","-47.947222","-15.847222","1000","1000",NA,"Planta perene, cespitosa.; Erva; Campo limpo.","UB0026451","UB0026451",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.947222","-15.847222",NA,NA,NA,NA
"152","2019-11-01 15:16:37-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Mendonça, RC; et al.","1290","1989","03","05","Southern America","Brasil","Minas Gerais","Paracatu","Fazenda Acangaú","-47.06","-17.12",NA,NA,NA,"Capim, com inflorescência de cor verde; Cerrado - latossolo vermelho","UB0021811","UB0021811","2002",NA,NA,"03",NA,NA,NA,NA,NA,"-47.06","-17.12",NA,NA,NA,NA
"153","2019-11-01 15:16:37-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Campos, SM","209","1960","03","17","Southern America","Brasil","São Paulo","Itapetininga","Faz. Santa Luzia do Campo, SSE da cidade de Itapetininga","-48.0499992370605","-23.5900001525879",NA,NA,NA,"Touceiras de 10cm de diâmetro basal aproximadamente; Cerrado de arbustos e árvores esparsos. Abundância de indaiá (Attalea sp.). Solo arenoso","UB0021810","UB0021810","2002","40712","auto","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-11-01 15:16:37-03","UnB","UB","102243","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Filgueiras, TS","820","1981","01","13","Southern America","Brasil","Distrito Federal","Brasília","Lago Norte","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"UB0029798","UB0029798",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
