"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","scientificNameAuthorship","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","typeStatus"
"44","2020-07-22 20:15:31-03","MBML","MBML-HERBARIO","6529",NA,"Plantae",NA,NA,"Palmae","Syagrus","pseudococos","Syagrus pseudococos","H. Q. Boudet Fernandes; et al","3145","1994","03","08",NA,"Brasil","Espírito Santo","Ecoporanga","Santa Teresinha, cerca de 5 Km ao N do povoado, Vale do Córrego de Jequitibá","-40.816667","-18.45",NA,NA,NA,"pati, arborescente, até ca., de 10m de altura, caule simples, folhas e frutos de indivíduos diferentes. Comum na região, predomina nos afloramentos de rocha.","MBML006529",NA,"H. Q. Boudet Fernandes","(Raddi) Glassman",NA,NA,"40W49'","18S27'",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","691",NA,"Plantae",NA,NA,"Palmae","Syagrus","pseudococos","Syagrus pseudococos","H. Q. Boudet Fernandes; W. Boone","1936","1986","04","23",NA,"Brasil","Espírito Santo","Santa Teresa","Divisa com Santa Leopoldina","-40.545833","-19.989444",NA,NA,NA,"Arvoreta 6m, estipe 4,5m X 18cm, folhas com 3m, raque 2,5 m, 95 pares de folíolos, semi-sombra, mata, crista de morro.","MBML000691",NA,NA,"(Raddi) Glassman",NA,NA,"40W32'45","19S59'22",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-25 10:11:24-03","CVRD","CVRD","6761","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Folli, D.A.","3824","2001","03","07","América do Sul","BRASIL","ES","Linhares","Linha E Planta 1","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Planta com 110 pares de folíolos <ll>dwc_commonname:</ll> Côco amargoso","CVRD006761",NA,NA,"(Raddi) Glassman",NA,NA,NA,NA,"Liliopsida",NA,"48094","auto",NA,NA,NA,NA
"47","2020-09-12 05:00:02-03","US","US","3243106","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","H. Q. Boudet Fernandes & L. R. Noblick","3080","1992","3","5","South America - Neotropics","Brazil","Espírito Santo","Santa Teresa","Rio Cinco de Novembro","-40.67","-19.92","550","600",NA,NA,"US00900777","US00900777_01",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"48","2020-09-12 05:00:02-03","US","US","3243107","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","H. Q. Boudet Fernandes & L. R. Noblick","3080","1992","3","5","South America - Neotropics","Brazil","Espírito Santo",NA,"Santa teresa, rio cinco de novembro","-40.6667","-19.9167",NA,NA,NA,NA,"US00428237","US00428237_01",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"49","2020-09-12 05:00:02-03","US","US","900777","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","H. Q. Boudet Fernandes & L. R. Noblick","3080","1992","3","5","South America - Neotropics","Brazil","Espírito Santo",NA,"Santa teresa, rio cinco de novembro","-40.6667","-19.9167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"50","2021-03-15 18:25:15-03","USP","SPF","164328","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Botânico, MP; Marcato, AC","23",NA,NA,NA,NA,"Brasil","São Paulo",NA,"Picinguaba",NA,NA,NA,NA,NA,"Originalmente: Coletor M.P. Botânico 23 e A.C. Marcato 361.; Caule simples. Palmeira com cerca 12 m de altura, formando touceiras.","SPF00164328",NA,"Marcato, AC","(Raddi) Glassman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 18:25:15-03","USP","SPF","164329","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Botânico, MP; Marcato, AC","24",NA,NA,NA,NA,"Brasil","São Paulo",NA,"Picinguaba",NA,NA,NA,NA,NA,"Originalmente: Coletor M.P. Botânico 24 e A.C. Marcato 361.; Caule simples. Palmeira com cerca 14 m de altura.","SPF00164329",NA,"Marcato, AC","(Raddi) Glassman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 18:25:15-03","USP","SPF","211251","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Martins, EGA; Almeida-Costa, DG; Alves, GGN; Devecchi, MF","527","2013","07","06",NA,"Brasil","Espírito Santo","Atilio Vivacqua","Rodovia ES 289. Sentido Atílio Vivacqua - Camará (BR 393), ca. 3 km após Atílio Vivacqua, em cafezal na margem direita da rodovia, antes do cemitério municipal.","-41.210306","-20.913417","118","118",NA,"Palmeira 11 m alt. 17 folhas, 69 folíolos. Folíolo na base 60 cm, folíolo mediano 48 cm, folíolo no ápice 28 cm. 6 brácteas. Infrutescências com pedúnculo + raque 108 cm. Ráquilas secundárias 15-30. Frutos imaturos verdes 6x6 cm.","SPF00211251",NA,"Martins, EGA","(Raddi) Glassman","2013","07","-41.210306","-20.913417",NA,NA,NA,NA,"06",NA,NA,NA
"53","2021-03-15 18:25:15-03","USP","SPF","211258","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Martins, EGA; Almeida-Costa, DG; Alves, GGN; Devecchi, MF","529","2013","07","06",NA,"Brasil","Espírito Santo","Atilio Vivacqua","Rodovia ES 289. Sentido Atílio Vivacqua - Camará (BR 393), ca. 3 km após Atílio Vivacqua, em cafezal na margem direita da rodovia, antes do cemitério municipal.","-41.210306","-20.913417","118","118",NA,"Palmeira ca. 11 m alt, sendo 8 m de estipe, com 19 folhas e 2 inflorescências.","SPF00211258",NA,"Martins, EGA","(Raddi) Glassman","2013","07","-41.210306","-20.913417",NA,NA,NA,NA,"06",NA,NA,NA
"54","2021-03-15 18:25:15-03","USP","SPF","211262","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Martins, EGA; Almeida-Costa, DG; Alves, GGN; Devecchi, MF","528","2013","07","06",NA,"Brasil","Espírito Santo","Atilio Vivacqua","Rodovia ES 289. Sentido Atílio Vivacqua - Camará (BR 393), ca. 3 km após Atílio Vivacqua, em cafezal na margem direita da rodovia, antes do cemitério municipal.","-41.210306","-20.913417","118","118",NA,"Palmeira 10 m alt. Ca. 18 folhas, 2 brácteas fechadas e 2 infrutescências. Bráctea lenhosa bastante espessa, 76 cm. Inflorescência 53 cm; ráquilas 13-28. Flores pistiladas ca. 2 cm.","SPF00211262",NA,"Martins, EGA","(Raddi) Glassman","2013","07","-41.210306","-20.913417",NA,NA,NA,NA,"06",NA,NA,NA
"55","2021-03-15 18:25:15-03","USP","SPF","211263","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Martins, EGA; Almeida-Costa, DG; Alves, GGN; Devecchi, MF","538","2013","07","09",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, Trilha em direção ao túmulo do Augusto Ruschi. Entrada da Trilha Seca, borda do rio.","-40.537722","-19.965278","642","642",NA,"Palmeira ca. 9 m alt. Estipe ca. 6 m alt., DAP 14,01 cm. Copa 3 m alt., folhas 13-15. Folíolo na base 50x3,9 cm, folíolo mediano 38x3,3 cm, folíolo no ápice 13x0,9 cm. Bráctea 74 cm. Inflorescências com pedúnculo + raque ca. 60 cm. R","SPF00211263",NA,"Martins, EGA","(Raddi) Glassman","2013","07","-40.537722","-19.965278",NA,NA,NA,NA,"09",NA,NA,NA
"56","2021-03-15 18:25:15-03","USP","SPF","211264","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Martins, EGA; Almeida-Costa, DG; Alves, GGN; Devecchi, MF","535","2013","07","08",NA,"Brasil","Espírito Santo","Santa Teresa","Nova Lombardia. Estrada de terra sentido Santa Teresa - Sítio Nova Lombardia. Após a Reserva Augusto Ruschi na propriedade Sr. Possato. Populações no alto de afloramentos calcários.","-40.513944","-19.840917","576","576",NA,"Palmeira ca. 11 m alt. Copa ca. 3 m alt, com 16 folhas. Folha 2,30 m compr., ca. 110 pares de folíolos. Folíolo na base 80 cm compr., folíolo mediano 60 cm, folíolo no ápice 34 cm. Bráctea seca bastante espessa ca. 1 m. Ráquilas 10-2","SPF00211264",NA,"Martins, EGA","(Raddi) Glassman","2013","07","-40.513944","-19.840917",NA,NA,NA,NA,"08",NA,NA,NA
"57","2021-03-15 18:25:15-03","USP","SPF","211265","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Martins, EGA; Almeida-Costa, DG; Alves, GGN; Devecchi, MF","537","2013","07","09",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, Trilha em direção ao túmulo do Augusto Ruschi. Entrada da Trilha Seca, borda do rio.","-40.529444","-19.970917","578","578",NA,"Palmeira ca. 12 m alt. Estipe 9,5 m alt., DAP 14,96 cm, espassamento entre os anéis de ca. 12 cm. Copa com ca. 15 folhas, ca. 112 pares de folíolos. Infrutescências com pedúnculo + raque ca. 56 cm. Ráquilas ca. 30-36 cm. Frutos imatu","SPF00211265",NA,"Martins, EGA","(Raddi) Glassman","2013","07","-40.529444","-19.970917",NA,NA,NA,NA,"09",NA,NA,NA
"58","2021-03-15 18:25:15-03","USP","SPF","231885","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Martins, EGA","536","2013","07","08",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi, 6 km depois de Santa Teresa sentido Nova Lombardia, atrás da Casa de Pedra.","-40.585833","-19.905056","839","839",NA,"Palmeira ca. 10 m alt, em encosta íngreme. Estipe 8 m alt., copa 2 m. Folha 3 m compr., ca. 120 pares de folíolos.","SPF00231885",NA,"Martins, EGA","(Raddi) Glassman","2013","07","-40.585833","-19.905056",NA,NA,NA,NA,"08",NA,NA,NA
"59","2021-03-15 18:25:15-03","USP","SPF","211259","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Martins, EGA; Almeida-Costa, DG; Alves, GGN; Devecchi, MF","532","2013","07","06",NA,"Brasil","Espírito Santo","Muqui","Centro. Próximo a ponte do rio Muqui, na rua Hitler Hassayubi (perímetro urbano).","-41.210417","-20.912722","99","99",NA,"Palmeira ca. 10,5 m alt, cultivada em borda de rio. Estipe 8 m alt., copa 2,5 m. Folha 3 m compr., ca. 128 pares de folíolos. Infrutescência: pedúnculo + raque ca. 71 cm, ráquilas ca. 53 cm. Frutos imaturos verdes.","SPF00211259",NA,"Martins, EGA","(Raddi) Glassman","2013","07","-41.210417","-20.912722",NA,NA,NA,NA,"06",NA,NA,NA
"60","2019-10-07 09:19:42-03","UEFS","HUEFS","238724","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Noblick, L.R.","5706","2017","09","21",NA,"Brasil","Bahia","Guaratinga","Ca. 2 Km S of the city on BR-686 (Guaratinga/Caguita) road, near the base of a large granite inselberg.","-39.780278","-16.171111","463","463",NA,NA,"HUEFS0238724","HUEFS0238724 HUEFS0238724_01 HUEFS0238724_02 HUEFS0238724_03","L.R.Noblick","(Raddi) Glassman","2017","09","39W46'49''","16S10'16''","Lilianae",NA,NA,NA,NA,NA,NA,NA
"61","2019-09-04 19:19:46-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Arecaceae","Cocos","mikaniana","Cocos mikaniana","A. Glaziou","11638",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,"Type [status unknown]"
"62","2019-01-25 15:38:28-02","IAC","IAC","49191","S","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","E. Ramos; H.R. Gonçalves & S. Santos","396","2006","10","13",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela F","-45.078966","-23.380814",NA,NA,NA,"Subparcela 43 indivíduo F0580.&nf;Nome popular: patí",NA,NA,"E. Ramos et al.","(Raddi) Glassman","2006","10","-45.078966","-23.380814",NA,NA,NA,NA,"13",NA,NA,NA
"63","2020-09-22 13:46:50-03","USP","SPFW","1689","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Marcato, A.C. Botânico, M.P.","362",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar - Núcleo de Pissinguaba. (Secretaria do Meio Ambiente - Instituto Florestal)","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Material citado na tese de Doutorado de Marli Pereira Botânico, 2004 intitulada  Anatomia na Subtribo Butiinae.",NA,NA,"A.C. Marcato","(Raddi) Glassman",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"64","2020-09-22 13:46:50-03","USP","SPFW","1688","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Marcato, A.C. Botânico, M.P.","361",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar - Núcleo de Pissinguaba. (Secretaria do Meio Ambiente - Instituto Florestal)","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Material citado na tese de Doutorado de Marli Pereira Botânico, 2004 intitulada  Anatomia na Subtribo Butiinae.",NA,NA,"A.C. Marcato","(Raddi) Glassman",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"65","2019-11-13 16:04:27-03","UNISANTA","HUSC","10964","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Costa, D.; Martins, G.","96","2012","05","12",NA,"Brasil","São Paulo","Guarujá","Serra do Guararu, condomínio Iporanga, área B.","-46.25","-23.9899997711182",NA,NA,NA,"Palmeira com folhas pinadas em dois planos , com ca. de 17 mts de altura, PAP 58,5 cm, 15 folhas, com 2 brácteas fechadas, brácteas medindo 76,5cm.",NA,NA,"Costa, D.","(Raddi) Glassman","2012","05",NA,NA,NA,NA,"18989","auto",NA,NA,NA,NA
"66","2017-09-11 17:07:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Cocos","mikaniana","Cocos mikaniana","Mikan, JC","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"Crescit haec species a congeneribus longius distans et peculiaris in Brasilia tropica littorali: in silvis montanis prope Rio de Janeiro",NA,"P01P1N0024 P03P2N0087",NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2017-09-11 16:26:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Cocos","mikaniana","Cocos mikaniana","Mikan, JC","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Paty do Alferes","in silvis montanis prope Rio de Janeiro.","-43.42","-22.43",NA,NA,NA,NA,NA,"P01P1N0024 P03P2N0087",NA,"Mart.",NA,NA,"-43.42","-22.43",NA,NA,NA,NA,NA,NA,NA,NA
"68","2017-09-11 17:07:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Cocos","mikaniana","Cocos mikaniana","Glaziou, AFM","305",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"ibidem pluribus locis haud rara (in mont. Corcovado, Tijuca, d'Estrella, prope Theresopolin) et saepe in hortis culta",NA,NA,NA,NA,NA,NA,NA,"P01P1N0024 P03P2N0087",NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2017-09-11 17:07:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Cocos","mikaniana","Cocos mikaniana","Glaziou, AFM","8048",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"ibidem pluribus locis haud rara (in mont. Corcovado, Tijuca, d'Estrella, prope Theresopolin) et saepe in hortis culta",NA,NA,NA,NA,NA,NA,NA,"P01P1N0024 P03P2N0087",NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2017-09-11 17:07:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Cocos","mikaniana","Cocos mikaniana","Glaziou, AFM","9009",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"ibidem pluribus locis haud rara (in mont. Corcovado, Tijuca, d'Estrella, prope Theresopolin) et saepe in hortis culta",NA,NA,NA,NA,NA,NA,NA,"P01P1N0024 P03P2N0087",NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2017-09-11 17:07:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Cocos","mikaniana","Cocos mikaniana","Glaziou, AFM","11638",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"ibidem pluribus locis haud rara (in mont. Corcovado, Tijuca, d'Estrella, prope Theresopolin) et saepe in hortis culta",NA,NA,NA,NA,NA,"Floret Aprili et fructus maturat versus Augustum",NA,"P01P1N0024 P03P2N0087",NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2017-09-11 17:07:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Arecaceae","Cocos","mikaniana","Cocos mikaniana","Glaziou, AFM","305(n. v.) et 8",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","IBB/Corcovado, Rio de Janeiro, RJ, in Mont. Corcovado, Tijuca, d' Estrela, prope Theresopolin.","-43.13","-22.57",NA,NA,NA,"et saepe in hortis culta.; HABITAT: et saepe in hortis culta.",NA,"P01P1N0024 P03P2N0087",NA,"Mart.",NA,NA,"-43.13","-22.57",NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-05-22 10:05:52-03","IBt","SP","78951","Carpo","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Luederwaldt, H","s.n.","1907","10",NA,NA,"Brasil","São Paulo",NA,"Piassaguera",NA,NA,NA,NA,NA,NA,NA,NA,"Boudet Fernandes, HQ","(Raddi) Glassman","1997","11",NA,NA,NA,NA,NA,NA,"05",NA,NA,NA
"74","2019-11-21 09:59:33-03","IBt","SP","263048a","Carpo","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Cordeiro, I; Catharino, ELM; Ribeiro, W; Simonetti, C; Machado, C","1001","1992","11","21",NA,"Brasil","Mato Grosso do Sul","Bataguassu","Terreno aluvional mais elevado na várzea do rio Paraná, pastagem com algumas árvores remanescentes","-52.4221992492676","-21.7141990661621",NA,NA,NA,"Crescendo isoladamente, até 12m, frutos imaturos verdes",NA,NA,"Cordeiro, I","(Raddi) Glassman",NA,NA,NA,NA,NA,NA,"65610","auto",NA,NA,NA,NA
"75","2019-11-21 09:59:33-03","IBt","SP","263048","S","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Cordeiro, I; Catharino, ELM; Ribeiro, W; Simonetti, C; Machado, C","1001","1992","11","21",NA,"Brasil","Mato Grosso do Sul","Bataguassu","Terreno aluvional mais elevado na várzea do rio Paraná, pastagem com algumas árvores remanescentes","-52.4221992492676","-21.7141990661621",NA,NA,NA,"Crescendo isoladamente, até 12m, frutos imaturos verdes","SP056079","SP056079 SP056079_01 SP056079_02 SP056079_03 SP056079_04 SP056079_05 SP056079_06 SP056079_07 SP056079_08 SP056079_09","Cordeiro, I","(Raddi) Glassman",NA,NA,NA,NA,NA,NA,"65610","auto",NA,NA,NA,NA
"76","2019-11-21 09:59:33-03","IBt","SP","74425","S","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Eiten, G; Eiten, LT","2786","1961","05","19",NA,"Brasil","São Paulo","Paraibuna","Ca. 25 km. along the highway SE of PARAIBUNA, at km. 172. Moutainous country mostly cleared for milk-cow grazing. Some patches of secondary forest (or high-graded primary?) still present. Seedlings at base of two adult trees, which are remnants of th","-45.6599998474121","-23.3799991607666",NA,NA,NA,NA,"SP056078","SP056078","Noblick, LR","(Raddi) Glassman","1992","05",NA,NA,NA,NA,"30824","auto","27",NA,NA,NA
"77","2019-05-22 10:05:52-03","IBt","SP","78950","Carpo","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Hoehne, FC","s.n.","1928","02","02",NA,"Brasil","São Paulo","São Paulo","Cult. no Jardim da Luz","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"Boudet Fernandes, HQ","(Raddi) Glassman","1997","11",NA,NA,NA,NA,"53584","auto","05",NA,NA,NA
"78","2019-05-22 10:05:52-03","IBt","SP","78952","Carpo","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Luederwaldt, H","s.n.","1925","11",NA,NA,"Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,NA,"Boudet Fernandes, HQ","(Raddi) Glassman","1997","11",NA,NA,NA,NA,"41977","auto","05",NA,NA,NA
"79","2019-11-21 09:59:33-03","IBt","SP","343393","S","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Boudet Fernandes, HQ; Marcato, AC; Kameyama, C; Vieira, S; Belinello, R; Messiano, R","3243","1998","11","17",NA,"Brasil","São Paulo","Ubatuba","Estação Experimental de Agronomia de Ubatuba, Cava da Escravidão","-45.0699996948242","-23.4300003051758","10","80",NA,NA,"SP056077","SP056077 SP056077_01 SP056077_02 SP056077_03 SP056077_04 SP056077_05 SP056077_06 SP056077_07","Boudet Fernandes, HQ","(Raddi) Glassman","1998",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"80","2019-11-21 09:59:33-03","IBt","SP","343393a","Carpo","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Boudet Fernandes, HQ; Marcato, AC; Kameyama, C; Vieira, S; Belinello, R; Messiano, R","3243","1998","11","17",NA,"Brasil","São Paulo","Ubatuba","Estação Experimental de Agronomia de Ubatuba, Cava da Escravidão","-45.0699996948242","-23.4300003051758","10","80",NA,NA,NA,NA,"Boudet Fernandes, HQ","(Raddi) Glassman","1998",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"81","2019-11-21 09:59:33-03","IBt","SP","343398","S","Plantae",NA,NA,"Arecaceae","Syagrus","pseudococos","Syagrus pseudococos","Boudet Fernandes, HQ; Marcato, AC; Kameyama, C; Vieira, S; Belinello, R","3249","1998","11","18",NA,"Brasil","São Paulo","Ubatuba","Ponta Grossa, estrada do Farol, arredores do Farol","-45.0699996948242","-23.4300003051758","30","30",NA,NA,"SP056076","SP056076 SP056076_01 SP056076_02 SP056076_03 SP056076_04 SP056076_05","Boudet Fernandes, HQ","(Raddi) Glassman","1998",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
