"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","recordNumber","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","previousCatalogNumber","fieldNumber","individualCount"
"11","2021-04-05 14:25:01-03","UNESC","CRI","14960","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.","Dreveck, S","2010","10","13","Dreveck, S.; Verdi, M.","2010","10","13","Brasil","Santa Catarina","São Bento do Sul","Minas de Caulin - APA Rio Vermelho/Humbold. Minas de Caulin - APA Rio Vermelho/Humbold.","-49.223889","-26.281944","49º13'26''W","26º16'55''S","995","995","CRI014379","CRI014379","Plano de Manejo APA do Rio Vermelho/Humbold Habitat: Floresta Ombrófila Mista; Estágio Médio Habito: árvore; flor creme","2424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:25:01-03","UNESC","CRI","1177","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.","Ricardo Ribeiro Rodrigues",NA,NA,NA,"Vanilde Citadini-Zanette; Jairo José Zocche & Aurélio José de Aguiar","1990","10","31","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI001373","CRI001373",NA,"1426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:25:01-03","UNESC","CRI","9404","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.","A. Korte","2009","09","17","A. Korte; A. Kniess","2009","09","17","Brasil","Santa Catarina","Leoberto Leal","Tigre.","-49.23","-27.359722","49º13'48''W","27º21'35''S","438","438","CRI001351","CRI001351","Floresta Ombrófila Densa Habito: árvore","153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:33:19-03","UNESC","CRI","66","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini Zanette","1996","09","19","Brasil","Santa Catarina","Lauro Muller","Rocinha.","-49.396944","-28.393333","49º23'49''W","28º23'36''S","213","213","CRI001366","CRI001366","Habitat: beira da mata Habito: árvore","460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:25:01-03","UNESC","CRI","9406","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.","M. Verdi","2009","08","14","M. Verdi; G. Klemz & J.F. Torres","2009","08","14","Brasil","Santa Catarina","Anitápolis","Seção carneiro.","-49.044167","-27.867778","49º2'39''W","27º52'4''S","699","699","CRI001352","CRI001352","Floresta Ombrófila Densa","2580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:25:01-03","UNESC","CRI","1208","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Robson dos Santos","1992","10","15","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI001374","CRI001374",NA,"1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:25:01-03","UNESC","CRI","9373","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.","A. A. de Oliveira","2010","10","14","M. Verdi; N. L. de Souza e G. Klemz & D.H.Klettenberg","2010","06","15","Brasil","Santa Catarina","São Martinho","Hoepers/ Vargem do Cedro/ Parque Estadual da Serra do Tabuleiro.","-48.979444","-28.164722","48º58'46''W","28º9'53''S","517","517","CRI001354","CRI001354","Floresta Ombrófila Densa Habitat: interior do fragmento Habito: arbórea","5053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:25:01-03","UNESC","CRI","9399","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.","A. Stival-Santos","2009","06","17","A. Stival-Santos; J. Schmitt & S. Silveira","2009","06","17","Brasil","Santa Catarina","Água Doce","Três Pinheiros.","-51.572778","-26.641667","51º34'22''W","26º38'30''S","1228","1228","CRI001353","CRI001353","Floresta Ombrófila Mista Habitat: interior da mata Habito: arbórea","738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:33:19-03","UNESC","CRI","5044","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.","M. Ritter",NA,NA,NA,"Vanilde Citadini Zanette","1996","11","05","Brasil","Santa Catarina","Urussanga","Santana.","-49.321111","-28.518333","49º19'16''W","28º31'6''S","48","48","CRI001375","CRI001375","Habito: árvore","2197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:25:01-03","UNESC","CRI","6306","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.","Zenaide P. Topanotti","1998","10","21","V. P. Boff","1998","10","11","Brasil","Santa Catarina","Urussanga","Rio Caeté.","-49.321111","-28.518333","49º19'16''W","28º31'6''S","300","300","CRI001338","CRI001338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:33:19-03","UNESC","CRI","6259","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.","Vanilde Citadini- Zanette",NA,NA,NA,"V. Citadini-Zanette; C. M. Martinello","1993","10","13","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.291667","-28.359444","49º17'30''W","28º21'34''S","110","110","CRI001365","CRI001365",NA,"2538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:25:01-03","UNESC","CRI","9397","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.","A. Korte","2009","09","14","A. Korte; A. Kruger","2009","09","14","Brasil","Santa Catarina","Vidal Ramos","Mulungu.","-49.355833","-27.391944","49º21'21''W","27º23'31''S","761","761","CRI001350","CRI001350","Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual Habito: árvore","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:25:01-03","UNESC","CRI","1009","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.","Hermógenes Leitão Filho & Ricardo Ribeiro Rodrigues",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar & Clair Maria Martinello","1992","08","14","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI001372","CRI001372",NA,"1287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:25:01-03","UNESC","CRI","11153","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.","A. A. de Oliveira","2010","01","25","J.L. Schmitt; T.J. Cadorin & E. Caglioni","2009","10","05","Brasil","Santa Catarina","Ponte Alta","Morro do Funil.","-50.380556","-27.484722","50º22'50''W","27º29'5''S",NA,NA,"CRI001348","CRI001348","Floresta Ombrófila Mista Habito: árvore","185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-05 14:33:19-03","UNESC","CRI","8385","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.","Vanilde Citadini- Zanette","2007",NA,NA,"Aline Costa Brum Figueiró Leandro; Rosimar Tertuliano da Silva","2006",NA,NA,"Brasil","Santa Catarina","Criciúma","Parque Ecológico Municipal José Milanese.","-49.431944","-28.69","49º25'55''W","28º41'24''S",NA,NA,"CRI001395","CRI001395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-05 14:33:19-03","UNESC","CRI","11035","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.","Renato Colares","2015","06","09","Renato Colares","2015","06","03","Brasil","Santa Catarina","Orleans","PESF.","-49.291667","-28.359444","49º17'30''W","28º21'34''S","110","110","CRI001349","CRI001349","Habito: arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-05 14:33:19-03","UNESC","CRI","7954","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.","Vanilde Citadini- Zanette","2007","11","09","Beatriz Wessler; Bruna Alberton","2007","11","08","Brasil","Santa Catarina","Içara","SANTEC Resíduos.","-49.300278","-28.713889","49º18'1''W","28º42'50''S","52","52","CRI001356","CRI001356","Habitat: borda de mata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-05 14:25:01-03","UNESC","CRI","1036","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.","Marcos Sobral",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar","1991","07","27","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI001371","CRI001371",NA,"1314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-05 14:33:19-03","UNESC","CRI","4076","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.","M. Sobral","1997","04","24","Valdemar Boff","1995","09","09","Brasil","Santa Catarina","Curitibanos",NA,"-50.584722","-27.283056","50º35'5''W","27º16'59''S","1003","1003","CRI001363","CRI001363","Habito: árvore","111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-05 14:25:01-03","UNESC","CRI","14868","PreservedSpecimen","Plantae","Asteraceae","Vernonia","discolor","Vernonia discolor","(Spreng.) Less.","Alecsandro Shardosim Klein","2002","08","23","Alecsandro Shardosim Klein; Rafael Martins","2002","08","23","Brasil","Santa Catarina","Treviso","USITESC","-49.471389","-28.465","49º28'17''W","28º27'54''S","237","237","CRI014202","CRI014202","Habito: Arbustivo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-05 14:25:01-03","UNESC","CRI","14811","PreservedSpecimen","Plantae","Asteraceae","Vernonia","discolor","Vernonia discolor","(Spreng.) Less.","Alecsandro Shardosim Klein","2002","08","02","Alecsandro Shardosim Klein; Elísio A. O.","2002","08","02","Brasil","Santa Catarina","Siderópolis","Barragem","-49.425278","-28.598889","49º25'31''W","28º35'56''S","500","500","CRI014136","CRI014136","Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-05 14:33:19-03","UNESC","CRI","15093","PreservedSpecimen","Plantae","Asteraceae","Vernonia","discolor","Vernonia discolor","(Spreng.) Less.","R. L. Esteves","2001","08","13","A. Quinet","2000","10","22","Brasil","Rio de Janeiro","Nova Friburgo","5° Distrito de Lumiar, Vale dos Peões.","-42.318333","-22.359167","42º19'6''W","22º21'33''S","700","700","CRI014497","CRI014497","Árvore, 15m de altura, 68cm de DAP, capítulos com brácteas marrons e papus alvos, comum no local, face adaxial verde, abaxial glauca","21/45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","686254","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.",NA,NA,NA,NA,"R. P. Belém","1966","09","28","Brazil","Bahia",NA,"Rodovia BR 5, 16 km S Eunápolis","-39.581206","-16.48659",NA,NA,NA,NA,"NY00686254","NY00686254_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=830098' target='other'> <mi>dwc_moreinfo</mi></a>","2680","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","686252","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.",NA,NA,NA,NA,"R. P. Belém","1966","09","29","Brazil","Bahia",NA,"Rodovia BR 5, 16 km S Eunápolis","-39.581206","-16.48659",NA,NA,NA,NA,"NY00686252","NY00686252_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=830092' target='other'> <mi>dwc_moreinfo</mi></a>","2659","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","779637","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.",NA,NA,NA,NA,"R. Reitz","1957","09","07","Brazil","Santa Catarina","Curitibanos","Serra do Espigão","-50.5842","-27.2831",NA,NA,"900","900","NY00779637","NY00779637_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799188' target='other'> <mi>dwc_moreinfo</mi></a>","4892","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","686155","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.",NA,NA,NA,NA,"R. Reitz","1953","09","22","Brazil","Paraná","Sao José dos Pinhais","Sao José dos Pinahis","-49.152078","-25.590038",NA,NA,"900","900","NY00686155","NY00686155_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=828328' target='other'> <mi>dwc_moreinfo</mi></a>","5719","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","806708","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.",NA,NA,NA,NA,"G. L. Esteves","2000","08","11","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Trilha da Captação. Mata Ombrófila Densa.","-45.4097","-23.6203",NA,NA,NA,NA,"NY00806708","NY00806708_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803618' target='other'> <mi>dwc_moreinfo</mi></a>","2755","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-30 06:39:00-03","NY","NYBG","1522506","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor",NA,NA,NA,NA,NA,"A. P. Fontana","2008","07","18","Brazil","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Balança.","-41.1017","-20.5269",NA,NA,"1250","1600","NY01522506","NY01522506_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753162' target='other'> <mi>dwc_moreinfo</mi></a>","5415","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","779638","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.",NA,NA,NA,NA,"R. Reitz","1956","09","27","Brazil","Santa Catarina","Palhoça","Piloes","-48.694057","-27.77489",NA,NA,"20","20","NY00779638","NY00779638_01","Foto em preto e cor. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799191' target='other'> <mi>dwc_moreinfo</mi></a>","3776","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","686157","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.",NA,NA,NA,NA,"P. H. Davis","1976","09","29","Brazil","São Paulo","Campos do Jordao","Reserva do Instituto Florestal, São José dos Alpes","-45.455385","-22.725628",NA,NA,"1900","1900","NY00686157","NY00686157_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=828330' target='other'> <mi>dwc_moreinfo</mi></a>","3026","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","779646","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.",NA,NA,NA,NA,"J. C. Lindeman","1966","07","22","Brazil","Paraná",NA,"Fazenda São João, W of São João do Triunfo.",NA,NA,NA,NA,"40","40","NY00779646","NY00779646_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799211' target='other'> <mi>dwc_moreinfo</mi></a>","1945","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","686152","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.",NA,NA,NA,NA,"P. K. H. Dusén","1914","08","24","Brazil","Paraná",NA,"Serra do Mar, Volta Grande",NA,NA,NA,NA,"400","400","NY00686152","NY00686152_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=828313' target='other'> <mi>dwc_moreinfo</mi></a>","15430","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","686150","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.",NA,NA,NA,NA,"R. A. Wasum","1989","10","21","Brazil","Rio Grande do Sul","Flores da Cunha","Flores da Cunha - Otavio Rocha","-51.26034","-29.061484",NA,NA,"700","700","NY00686150","NY00686150_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=828300' target='other'> <mi>dwc_moreinfo</mi></a>","6257","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","686253","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.",NA,NA,NA,NA,"S. A. Mori","1979","10","27","Brazil","Bahia","Ilhéus","Estrada entre Sururú e Vila Brasil, a 6-14 km de Sururú. 12-20 km ao SE de Buerarema.","-39.0492","-14.7892",NA,NA,"100","100","NY00686253","NY00686253_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=830096' target='other'> <mi>dwc_moreinfo</mi></a>","12891","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","779634","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.",NA,NA,NA,NA,"P. I. Oliveira","1983","09","28","Brazil","Paraná","Sao José dos Pinhais","Guaricana","-49.2064","-25.5347",NA,NA,NA,NA,"NY00779634","NY00779634_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799172' target='other'> <mi>dwc_moreinfo</mi></a>","753","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","779649","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.",NA,NA,NA,NA,"S. M. Carvalho","1983","09","18","Brazil","Rio de Janeiro","Piraí","Estação Ecológica de Piraí.","-43.8981","-22.6294",NA,NA,NA,NA,"NY00779649","NY00779649_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799218' target='other'> <mi>dwc_moreinfo</mi></a>","109","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","779640","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","discolor","Vernonanthura discolor","(Spreng.) H.Rob.",NA,NA,NA,NA,"R. Reitz","1956","09","20","Brazil","Santa Catarina","Ibirama",NA,"-49.5178","-27.0569",NA,NA,"150","150","NY00779640","NY00779640_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799194' target='other'> <mi>dwc_moreinfo</mi></a>","3741","Magnoliophyta","Asterales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
