"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem"
"11","2016-09-30 16:01:00-03","NY","NYBG","02218664","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense",NA,NA,"Schott","4406","1945",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2358318' target='other'> <mi>dwc_moreinfo</mi></a>","NY02218664","NY02218664_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","929418","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense","(Spreng.) Engl.","J. R. Pirani","T. B. Cavalcanti","CFCR10216","1986","09","08","South America","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Serra do Ambrósio. Espigão do Meio. Faz. Vargem do Anjo.","-43.0594","-18.1422","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048025' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929418","NY00929418_01","830","830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-30 03:07:00-03","NY","NYBG","1184233","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense",NA,NA,"S. de V. A. Pessôa","1220","2008","04","15","South America","Brazil","Rio de Janeiro","Silva Jardim","Fazenda Santo Antônio do Maratuá. FSA 363.","-42.3753","-22.5158","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1466885' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184233","NY01184233_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-29 22:25:00-03","NY","NYBG","929421","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense",NA,"J. R. Pirani","M. C. H. Mamede","CFSC6617","1980","10","11","South America","Brazil","Minas Gerais","Santana do Riacho","Km 121 ao longo da Rodovia Belo Horizonte-Conceição do Mato Dentro.","-43.7142","-19.1692","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048028' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929421","NY00929421_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","608745","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense","(Spreng.) Engl.","D. C. Daly","W. Hoehne","5824","1964","10","21","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Rio de Janeiro, Barra da Tijuca","-43.369099","-22.995332","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390120' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608745","NY00608745_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","929409","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense","(Spreng.) Engl.","D. C. Daly","H. S. Irwin","22191","1969","01","18","South America","Brazil","Minas Gerais",NA,"Ca. 12km SW of Diamantina. Serra do Espinhaço.","-43.7","-18.27","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048012' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929409","NY00929409_01","1370","1370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","929407","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense brasiliense","(Spreng.) Engl.","D. C. Daly","H. S. Irwin","20706","1968","02","23","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, at Lapinha, ca. 18km N. of Sêrro on road (MG 2) to Diamantina.","-43.55","-18.55","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929407","NY00929407_01","1200","1200","brasiliense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","608751","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense","(Spreng.) Engl.","D. C. Daly","D. S. D. de Araújo","9723","1992","12","03","South America","Brazil","Rio de Janeiro","Angra dos Reis","Ilha Grande, Res. Bicl. Est. da Praia do Sul","-44.28","-23.17","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390113' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608751","NY00608751_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","345799","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense subserratum","Swart",NA,"A. F. M. Glaziou","12545",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757924' target='other'> <mi>dwc_moreinfo</mi></a>","NY00345799",NA,NA,NA,"subserratum","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-29 22:25:00-03","NY","NYBG","929419","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense",NA,"J. R. Pirani","I. Cordeiro","CFCR532","1980","12","11","South America","Brazil","Minas Gerais","Diamantina","Estr. de Curralinho.","-43.6003","-18.2494","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048026' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929419","NY00929419_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-29 22:25:00-03","NY","NYBG","929415","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense",NA,"D. C. Daly","D. S. D. de Araújo","7148","1986","01","21","South America","Brazil","Minas Gerais","Ouro Preto","Cachoeira das Andorinhas, a ± 6km da cidade.","-43.487827","-20.360845","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048022' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929415","NY00929415_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","929417","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense","(Spreng.) Engl.","J. R. Pirani","J. R. Pirani","CFCR5499","1984","10","14","South America","Brazil","Minas Gerais","Rio Vermelho","Pedra Menina. Fazenda Vargem da Angélica. Morro da Virada do Mato Virgem.","-43.0092","-18.2936","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048024' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929417","NY00929417_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","886859","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense","(Spreng.) Engl.","D. C. Daly","A. F. M. Glaziou","s.n.","1891","10","18","South America","Brazil",NA,NA,"Alto Macahé",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064751' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886859","NY00886859_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","608743","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense","(Spreng.) Engl.","D. C. Daly","P. P. de Oliveira","707C","1997","10","22","South America","Brazil","Rio de Janeiro",NA,"Reserva Biológica Uniao, Rio das Ostras. Trilha 12",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390116' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608743","NY00608743_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-29 12:13:00-03","NY","NYBG","608744","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense",NA,"D. C. Daly","P. P. de Oliveira","707B","1997","11","18","South America","Brazil","Rio de Janeiro",NA,"Reserva Biológica Uniao, Rio das Ostras. Trilha 12",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390117' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608744","NY00608744_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-29 22:25:00-03","NY","NYBG","929416","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense",NA,"D. C. Daly","J. Semir","CFSC4339","1973","09","03","South America","Brazil","Minas Gerais","Jaboticatubas","Km 126 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7447","-19.5136","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048023' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929416","NY00929416_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-29 22:33:00-03","NY","NYBG","886858","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense",NA,"J. R. Pirani","A. Souza","2565","1988","11","29","South America","Brazil","Rio Grande do Sul",NA,"Maricá.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064738' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886858","NY00886858_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-29 12:13:00-03","NY","NYBG","608752","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense",NA,"D. C. Daly","D. S. D. de Araújo","9891","1993","09","30","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Restinga de Marambaia, lado da baía, no final do asfalto","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390114' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608752","NY00608752_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-29 12:13:00-03","NY","NYBG","608746","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense",NA,"J. R. Pirani","W. Hoehne","5824","1964","10","21","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara: Rio de Janeiro, Barra da Tijuca","-43.369099","-22.995332","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390119' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608746","NY00608746_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-29 12:13:00-03","NY","NYBG","608747","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense",NA,"D. C. Daly","D. S. D. de Araújo","10552","1997","02","04","South America","Brazil","Rio de Janeiro",NA,"Restinga de Marambaia, enseada de Pombeba, próximo à sede da Aeronáutica",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390110' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608747","NY00608747_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-30 16:01:00-03","NY","NYBG","02218652","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense",NA,NA,"D. A. Folli","5932","2008","02","06","South America","Brazil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2358305' target='other'> <mi>dwc_moreinfo</mi></a>","NY02218652","NY02218652_01",NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","3697720","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense","(Spreng.) Engl.","G. Damasco","G. Damasco","1669","2015","08","05","South America","Brazil","Minas Gerais","Diamantina","Av. João Antunes de Oliveira 367","-43.6538055","-18.49511107","sheet","As entidades taxonômicas aqui determinadas serão publicadas como parte da tese de doutorado de Gabriel Damasco <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3982120' target='other'> <mi>dwc_moreinfo</mi></a>","NY03697720","NY03697720_01","1289.724609","1289.724609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","3908504","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense","(Spreng.) Engl.","G. Damasco","G. Damasco","1671","2015","08","05","South America","Brazil","Minas Gerais","Diamantina","Av. João Antunes de Oliveira 367","-43.6538055","-18.49511107","sheet","As entidades taxonômicas aqui determinadas serão publicadas como parte da tese de doutorado de Gabriel Damasco <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3982122' target='other'> <mi>dwc_moreinfo</mi></a>","NY03908504","NY03908504_01","1289.724609","1289.724609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","608740","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense","(Spreng.) Engl.","D. C. Daly","D. C. Daly","4064","1985","01","12","South America","Brazil","Bahia","Belmonte","Estaçao Experimental Gregório Bondar (EGREB), km 47 Rodovia Itapebi-Belmonte, 7 km E of Barrolândia","-39","-16.23","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=390107' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608740","NY00608740_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","886857","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense brasiliense","(Spreng.) Engl.","D. C. Daly","Collector unspecified","s.n.",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Distrito Federal",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064735' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886857","NY00886857_01",NA,NA,"brasiliense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","929410","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense brasiliense","(Spreng.) Engl.","D. C. Daly","W. R. Anderson","8888","1973","04","14","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, 9 km by road SW of Mendanha and the Rio Jequití on road to Diamantina","-43.56013","-18.1575","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048016' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929410","NY00929410_01","1150","1150","brasiliense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-09-29 22:25:00-03","NY","NYBG","929412","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense brasiliense","(Spreng.) Engl.","D. C. Daly","W. R. Anderson","36357","1972","02","20","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Serra do Cipó","-43.567497","-19.391589","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048018' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929412","NY00929412_01","1200","1200","brasiliense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-29 12:29:00-03","NY","NYBG","609170","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense brasiliense","(Spreng.) Engl.","D. C. Daly","T. S. dos Santos","331","1968","12","18","South America","Brazil","Bahia","Una","Fazenda Sao Rafael","-39.2481074","-15.2189248","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=404973' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609170","NY00609170_01",NA,NA,"brasiliense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-29 12:29:00-03","NY","NYBG","609172","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense brasiliense","(Spreng.) Engl.","D. C. Daly","A. H. Gentry","49601","1985","01","16","South America","Brazil","Minas Gerais",NA,"Caraça, trail to Cascatinha, behind monastery, Parque Natural de Caraça","-43.5","-20.25","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=404972' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609172","NY00609172_01","1300","1300","brasiliense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","929408","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense brasiliense","(Spreng.) Engl.","D. C. Daly","H. S. Irwin","20211","1968","02","16","South America","Brazil","Minas Gerais",NA,"Serra do Cipó, km 132, (ca. 153km N. of Belo Horizonte).","-43.68","-18.57","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048010' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929408","NY00929408_01","1300","1300","brasiliense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","886856","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense subacuminatum","Engl.","D. C. Daly","O. X. B. Machado","s.n.","1945","11","30","South America","Brazil","Rio de Janeiro",NA,"Restinga da Tijuca. Distrito Federal","-43.36594","-23.011012","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064733' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886856","NY00886856_01",NA,NA,"subacuminatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-29 22:25:00-03","NY","NYBG","929423","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense",NA,"J. R. Pirani","A. Furlan","CFSC6733","1980","11","08","South America","Brazil","Minas Gerais","Santana do Riacho","Ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Vale do Córrego Andrequicé (Indequicé).","-43.7142","-19.1692","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048030' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929423","NY00929423_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-09-30 16:01:00-03","NY","NYBG","02218651","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","brasiliense","Protium brasiliense",NA,NA,"S. de V. A. Pessôa","857","1995","11","28","South America","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica Poço das Antas. Estrada p/ o rio Preto, próximo a margem. Área FP043.","-42.28333","-22.525","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2358304' target='other'> <mi>dwc_moreinfo</mi></a>","NY02218651","NY02218651_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
