"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","typeStatus"
"139","2020-11-04 11:00:41-03","ESALQ","ESA","48041","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","Souza, V.C.",NA,NA,NA,"Souza, V.C. et al.","16888.0","1997","05","22","Brasil","Mato Grosso","Diamantino",NA,"-56.4460983276367","-14.4085998535156",NA,NA,NA,NA,NA,"ESA048041","ESA048041","Magnoliophyta",NA,NA,NA,"134442","auto",NA,NA,NA,NA,NA,NA,NA
"140","2020-11-04 11:00:41-03","ESALQ","ESA","66691","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa",NA,"Noblick, L.R.","2014","01","03","Souza, V.C. et al.","24149.0","2000","07","18","Brasil","Tocantins","Monte do Carmo",NA,"-48.1088981628418","-10.7632999420166",NA,NA,NA,NA,NA,"ESA066691","ESA066691_1 ESA066691_2","Magnoliophyta",NA,NA,NA,"53751","auto",NA,NA,NA,NA,NA,NA,NA
"141","2020-11-04 11:00:41-03","ESALQ","ESA","48036","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","Souza, V.C.",NA,NA,NA,"Souza, V.C.; Souza, J.P.; Astorino, A.; Rezende, M.M.","15634.0","1997","04","24","Brasil","Mato Grosso","Peixoto de Azevedo","BR-080. Cachoeirinha do Rio Peixoto. Cerca de 63 Km de Matupá em direção ao Rio Xingu. Gleba Leonislândia. Encrave de savana arborizada em área florestada.","-54.9796981811523","-10.2230997085571",NA,"-10,416,667",NA,NA,"Palmeira de 3 m alt.; flores creme.","ESA048036","ESA048036","Magnoliophyta",NA,NA,NA,"259886","auto",NA,NA,NA,NA,NA,NA,NA
"142","2020-11-04 11:00:41-03","ESALQ","ESA","46610","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa",NA,"Noblick, L.R.","2014","01","03","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16967.0","1997","05","23","Brasil","Mato Grosso","Diamantino","Fazenda Caeté (Parte da Fazenda Baronesa), 15 Km ESE (em linha reta) de Diamantino. Savana arborizada (Cerrado) sobre solo pedregoso, com trechos de canga.","-56.4460983276367","-14.4085998535156",NA,NA,NA,NA,"Palmeira acaule, folha ca. 1 m compr.; flores creme.","ESA046610","ESA046610","Magnoliophyta",NA,NA,NA,"134442","auto",NA,NA,NA,NA,NA,NA,NA
"143","2020-11-04 11:00:41-03","ESALQ","ESA","48037","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","Souza, V.C.",NA,NA,NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","17074.0","1997","05","24","Brasil","Mato Grosso","Nobres","Arredores da Fazenda Quebó. Cerca de 37 Km ENE (em linha reta) de Nobres. Savana arborizada (cerrado) mais densa em topo de morro com solo férrico (canga).","-56","-14.37","-56","-14.37",NA,NA,"Palmeira com estipe de ca. 1 m alt.; espata imatura verde, madura castanha; flores creme; frutos imaturos verdes.","ESA048037","ESA048037_1 ESA048037_2 ESA048037_3 ESA048037_4","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-11-04 11:00:41-03","ESALQ","ESA","48040","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","Souza, V.C.",NA,NA,NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16547.0","1997","05","19","Brasil","Mato Grosso","Nobres","Cerca de 62 Km NE (em linha reta) de Nobres. BR-242. Savana arborizada (cerrado).","-56.53","-14.23","-56.53","-14.23",NA,NA,"Palmeira, ca. 4 m alt.; flores creme.","ESA048040","ESA048040_1 ESA048040_2","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-11-04 11:00:41-03","ESALQ","ESA","48042","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","Souza, V.C.",NA,NA,NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16545.0","1997","05","19","Brasil","Mato Grosso","Nobres","Cerca de 62 Km NE (em linha reta) de Nobres. BR-242. Savana arborizada (cerrado).","-56.53","-14.23","-56.53","-14.23",NA,NA,"Palmeira, com estipe de ca. 50 cm alt.; flores creme.","ESA048042","ESA048042_1 ESA048042_2 ESA048042_3 ESA048042_4 ESA048042_5","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-11-04 11:00:41-03","ESALQ","ESA","46626","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","Souza, V.C.",NA,NA,NA,"Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","17789.0","1997","06","12","Brasil","Mato Grosso","Tapurah","Estrada MT-010. Cerca de 5km do entroncamento com MT-338. Savana arborizada com trechos alagáveis","-56.26","-12.49","-56.26","-12.49",NA,NA,"Palmeira com estipe de 1,5-2 m alt.; flores creme.","ESA046626","ESA046626_1 ESA046626_2","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-11-04 11:00:41-03","ESALQ","ESA","48038","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","Souza, V.C.",NA,NA,NA,"Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14550.0","1997","03","19","Brasil","Mato Grosso","Luciara","Estrada para a Mata do Coco, ca. 14 km N de Luciara. Fazenda Três Pontas do Araguaia. Savana Parque. Área arborizada, alagada, com arbustos e árvores concentrados sobre os murunduns (campo cerrado).","-504.345","-110.808","-504,345","-110,808","140","140","Palmeira, ca. 4 m alt.; espata castanha; flores estaminadas creme, pistiladas verdes.","ESA048038","ESA048038_1 ESA048038_2","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-11-04 11:00:41-03","ESALQ","ESA","46621","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","Souza, V.C.",NA,NA,NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16093.0","1997","05","17","Brasil","Mato Grosso","Diamantino","41 Km de Diamantino em direção a Nobres. Serra do Tombador. Savana arborizada (cerrado), com solo argiloso.","-56.15","-14.36","-56.15","-14.36","400","400","Palmeira, ca. 3 m alt., com estipe até 2,5 m alt.; flores creme.","ESA046621","ESA046621_1 ESA046621_2 ESA046621_3 ESA046621_4","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-11-04 11:00:41-03","ESALQ","ESA","34756","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","Souza, V.C.",NA,NA,NA,"Nave, A.G. et al.","1075.0","1997","02","19","Brasil","Mato Grosso","Chapada dos Guimarães",NA,"-55.749698638916","-15.460599899292",NA,NA,NA,NA,NA,"ESA034756","ESA034756","Magnoliophyta",NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA
"150","2020-11-04 11:00:41-03","ESALQ","ESA","49261","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa",NA,"Noblick, L.R.","2014","01","03","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16469.0","1997","05","19","Brasil","Mato Grosso","Nobres","Cerca de 30 Km NE (em linha reta) de Nobres. BR-242, ca. 2 Km do entroncamento com a BR 364/163. Crista da Serra da Caixa Furada. Savana arborizada (cerrado) sobre afloramento rochoso.","-56.3274993896484","-14.7202997207642",NA,NA,NA,NA,NA,"ESA049261",NA,"Magnoliophyta",NA,NA,NA,"176011","auto",NA,NA,NA,NA,NA,NA,NA
"151","2020-11-04 11:00:41-03","ESALQ","ESA","132599","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa",NA,"Noblick, L.R.",NA,NA,NA,"Noblick, L.R. ; Lorenzi, H.","5638.0","2014","01","12","Brasil","Mato Grosso","Chapada dos Guimarães",NA,"-55.749698638916","-15.460599899292",NA,NA,NA,NA,NA,"ESA132599",NA,"Magnoliophyta",NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA
"152","2020-11-04 11:00:42-03","ESALQ","ESA","91405","PreservedSpecimen","Plantae","Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","(Cham.) Glassman",NA,NA,NA,NA,"Viani, R.A.G. et al.","363.0","2004","07","12","Brasil","São Paulo","Bofete","Fazenda Santa Terezinha (Eucatex) . Remanescente de Floresta Estacional Semidecidual","-481.833","-230.333","-481,833","-230,333",NA,NA,NA,"ESA091405","ESA091405","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-11-04 11:00:42-03","ESALQ","ESA","33134","PreservedSpecimen","Plantae","Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana",NA,NA,NA,NA,NA,"Joaquim, G.O. et al.","26.0","1996","09","07","Brasil","São Paulo","Itanhaém",NA,"-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,NA,"ESA033134",NA,"Magnoliophyta",NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA
"154","2020-11-04 11:00:42-03","ESALQ","ESA","49734","PreservedSpecimen","Plantae","Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","(Cham.) Glassman","Gondim Jr., M.G.C.",NA,NA,NA,"Gondim Jr., M.G.C.","36.0","1998","04","21","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA049734","ESA049734_1 ESA049734_2 ESA049734_3","Magnoliophyta",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"155","2020-11-04 11:00:42-03","ESALQ","ESA","91714","PreservedSpecimen","Plantae","Arecaceae","Syagrus","rommanzoffiana","Syagrus rommanzoffiana",NA,NA,NA,NA,NA,"Savassi-Coutinho, A.P.","663.0","1905","06","24","Brasil","São Paulo","Assis",NA,"-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,NA,"ESA091714",NA,"Magnoliophyta",NA,NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA
"156","2020-11-04 11:00:42-03","ESALQ","ESA","10901","PreservedSpecimen","Plantae","Arecaceae","Syagrus","rommanzoffiana","Syagrus rommanzoffiana",NA,NA,NA,NA,NA,"Barreto, K.D. et al.","461.0","1993","05","12","Brasil","São Paulo","Charqueada",NA,"-47.7700004577637","-22.5100002288818",NA,NA,NA,NA,NA,"ESA010901",NA,"Magnoliophyta",NA,NA,NA,"12465","auto",NA,NA,NA,NA,NA,NA,NA
"157","2020-11-04 11:00:42-03","ESALQ","ESA","94770","PreservedSpecimen","Plantae","Arecaceae","Syagrus","rommanzoffiana","Syagrus rommanzoffiana",NA,"Souza, V.C.",NA,NA,NA,"Viani, R.A.G. et al.",NA,"2002","04","26","Brasil","Rio Grande do Sul","Barra do Ribeiro","Área da Riocell.","-51.3011016845703","-30.2910995483398",NA,NA,NA,NA,NA,"ESA094770","ESA094770","Magnoliophyta",NA,NA,NA,"31686","auto",NA,NA,NA,NA,NA,NA,NA
"158","2020-11-04 11:00:42-03","ESALQ","ESA","49714","PreservedSpecimen","Plantae","Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","(Cham.) Glassman","Gondim Jr., M.G.C.",NA,NA,NA,"Gondim Jr., M.G.C.","19.0","1998","03","28","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA049714","ESA049714_1 ESA049714_2 ESA049714_3","Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"159","2020-11-04 10:54:43-03","ESALQ","ESA","139071","PreservedSpecimen","Plantae","Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana",NA,NA,NA,NA,NA,"Colletta, G.D","2583.0","2016","03","23","Brasil","SP","Assis","Estação Ecológica de Assis. Cerrado.","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"Estipe ca. 5M, estéril","ESA139071",NA,NA,NA,NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA
"160","2020-11-04 10:54:43-03","ESALQ","ESA","139186","PreservedSpecimen","Plantae","Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","(Cham.) Glassman",NA,NA,NA,NA,"Colletta, G.D","2705.0","2016","05","23","Brasil","SC","Abelardo Luz","Mata Ombrófila Mista","-52.3283004760742","-26.5646991729736",NA,NA,NA,NA,"Palmeira, 4m, estéril","ESA139186",NA,NA,NA,NA,NA,"35836","auto",NA,NA,NA,NA,NA,NA,NA
"161","2020-11-04 11:00:42-03","ESALQ","ESA","51647","PreservedSpecimen","Plantae","Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana",NA,"Maria, V.R.B.",NA,NA,NA,"Maria, V.R.B.",NA,NA,NA,NA,"Brasil","Mato Grosso do Sul","Bonito",NA,"-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,NA,"ESA051647",NA,"Magnoliophyta",NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA,NA,NA
"162","2020-11-04 11:00:42-03","ESALQ","ESA","63797","PreservedSpecimen","Plantae","Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana",NA,NA,NA,NA,NA,"Bufo, L.V.B. et al.","210.0",NA,NA,NA,"Brasil","Minas Gerais","Alpinópolis",NA,"-46.3880996704102","-20.8635997772217",NA,NA,NA,NA,NA,"ESA063797","ESA063797","Magnoliophyta",NA,NA,NA,"22010","auto",NA,NA,NA,NA,NA,NA,NA
"163","2020-11-04 11:00:42-03","ESALQ","ESA","33626","PreservedSpecimen","Plantae","Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana",NA,NA,NA,NA,NA,"Prado, F.","4.0","1996","04","26","Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"ESA033626","ESA033626","Magnoliophyta",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"164","2020-11-04 11:00:42-03","ESALQ","ESA","13771","PreservedSpecimen","Plantae","Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana",NA,NA,NA,NA,NA,"Barreto, K.D. et al.","1521.0","1993","10","28","Brasil","São Paulo","Corumbataí",NA,"-47.6199989318848","-22.2199993133545",NA,NA,NA,NA,NA,"ESA013771","ESA013771","Magnoliophyta",NA,NA,NA,"14989","auto",NA,NA,NA,NA,NA,NA,NA
"165","2020-11-04 11:00:42-03","ESALQ","ESA","65992","PreservedSpecimen","Plantae","Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","(Cham.) Glassm.",NA,NA,NA,NA,"Gorenstein, M.R.","5002.0","1999","06","01","Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,NA,"ESA065992","ESA065992","Magnoliophyta",NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA
"166","2020-11-04 11:00:42-03","ESALQ","ESA","49701","PreservedSpecimen","Plantae","Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","(Cham.) Glassman","Gondim Jr., M.G.C.",NA,NA,NA,"Gondim Jr., M.G.C.","27.0","1998","04","20","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA049701","ESA049701_1 ESA049701_2 ESA049701_3 ESA049701_4","Magnoliophyta",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA
"167","2020-11-04 10:54:43-03","ESALQ","ESA","137157","PreservedSpecimen","Plantae","Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","(Cham.) Glassman",NA,NA,NA,NA,"Colletta, G. D","2336.0","2015","11","10","Brasil","São Paulo","Gália","Estação Ecológica de Caetetus, trilha do 1 e do jipe","-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,"4m, (estéril)","ESA137157",NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA
"168","2020-11-04 10:54:43-03","ESALQ","ESA","139137","PreservedSpecimen","Plantae","Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","(Cham.) Glassman",NA,NA,NA,NA,"Colletta, G.D","2656.0","2016","03","30","Brasil","SP","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Estipe,4m, estéril","ESA139137",NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"169","2020-11-04 11:00:42-03","ESALQ","ESA","29269","PreservedSpecimen","Plantae","Arecaceae","Syagrus","rommanzoffiana","Syagrus rommanzoffiana",NA,NA,NA,NA,NA,"Ivanauskas, N.M. ; Mazine, F.F.","825.0","1996","06","02","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029269","ESA029269_1 ESA029269_2 ESA029269_3 ESA029269_4 ESA029269_5 ESA029269_6","Magnoliophyta",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA
"170","2020-11-04 11:00:42-03","ESALQ","ESA","64924","PreservedSpecimen","Plantae","Arecaceae","Syagrus","rommanzoffiana","Syagrus rommanzoffiana",NA,NA,NA,NA,NA,"Gorenstein, M.R.","5002.0","1999","06","01","Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,NA,"ESA064924",NA,"Magnoliophyta",NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA
"171","2020-11-04 11:00:42-03","ESALQ","ESA","13005","PreservedSpecimen","Plantae","Arecaceae","Syagrus","rommanzoffiana","Syagrus rommanzoffiana",NA,NA,NA,NA,NA,"Cirlene et al.","14.0","1993","11","05","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA013005","ESA013005_1 ESA013005_2 ESA013005_3","Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"172","2021-01-14 15:23:33-03","MN","R","44692","PreservedSpecimen","Plantae","Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","(Cham.) Glassman","Glassman, S.F.","1968","09",NA,"Glaziou, A.F.M.",NA,"1882","12","06","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Herb. J. de Saldanha; Gabinete de Botânica da Escola Polytechnica, 6518","R000044692","R000044692_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-06-12 12:01:14-03","UFPI","TEPB","21940","PreservedSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","Mart.",NA,NA,NA,NA,"G. Pereira-Silva","3501","1996","03","10","Brasil","Maranhão","Balsas","Projeto de Balsas, condomínio Kissy, lote 23","-46.0355987548828","-7.53249979019165",NA,NA,NA,NA,"Frequente no local, solo arenoso, relevo plano. Ambiente: Cerrado",NA,NA,NA,NA,NA,NA,"222094","auto",NA,NA,NA,NA,NA,NA,NA
"174","2020-11-19 10:22:47-03","CPAP","CPAP","12573","PreserverdSpecimen","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.",NA,NA,NA,NA,"Ratter, J. A.","4253","1978","11","02","Brasil","DF","Vargem Bonita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-11-19 10:22:47-03","CPAP","CPAP","14133","PreserverdSpecimen","Plantae","Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","(Cham.) Glassman",NA,NA,NA,NA,"Salis, S. M.","838","1995","09","30","Brasil","MS","Porto Murtinho","Fazenda Salobra","-56.835278","-20.8025","56°50'07'' W","20°48'09'' S",NA,NA,"Arbóreo, 6m de altura. FLOR: amarela. FRUTO: laranja. INTERESSE: Comestivel.. FREQUÊNCIA: . AMBIENTE: Mata decídua. SUBSTRATO: solo calcimórfico. RELEVO: ondulado. <ll>dwc_commonname:</ll> Geriva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2015-07-02 14:42:02-03","JBP","HPL","11315","S","Plantae","Arecaceae","Syagrus","af. comosa","Syagrus af. comosa",NA,"H. Lorenzi","2009","01","20","H. Lorenzi","6581","2009","01","20","Brasil","MS","Nova Alvorada do Sul","Coletada na BR:163, KM 394 para Dourados-MS.","-54.3839","-21.4658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77569","auto",NA,NA,NA,NA,NA,NA,NA
"177","2015-07-02 14:42:02-03","JBP","HPL","10286","S","Plantae","Arecaceae","Syagrus","cf. comosa","Syagrus cf. comosa",NA,"R. Tsuji","2007","12","13","R. Tsuji, H. Lorenzi et al.","2391","2007","12","13","Brasil","MS","Inocência","Coletado em beira de estrada lado direito entre Água Clara-MS e Inocência.","-51.93","-19.7256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66802","auto",NA,NA,NA,NA,NA,NA,NA
"178","2015-07-02 14:42:02-03","JBP","HPL","11202","S","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","H. Lorenzi","2010","01","13","H. Lorenzi","6516","2008","09","08","Brasil","MS","Campo Grande","Coletado na estrada para Dourados-MS, 50 km de Campo Grande-MS, em área de Cerrado; planta com 4-6 folhas contemporâneas, pinas rígidas e grossas (verde-amareladas e brilhantes).","-54.6464","-20.4428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA
"179","2015-07-02 14:42:02-03","JBP","HPL","11351","S","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","L.R. Noblick","2009","06","13","Seidenschnur & Beaman","1087","2009","12","10","Brasil","MT","General Carneiro","Coletado na estrada entre Barra do Garça e General Carneiro, ca. 50 km de Barra do Garça.","-52.7553","-15.7108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"121893","auto",NA,NA,NA,NA,NA,NA,NA
"180","2015-07-02 14:42:02-03","JBP","HPL","10868","S","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa",NA,"R. Tsuji","2008","12","10","R. Tsuji","2727","2008","12","10","Brasil","GO","Alto Paraiso","Coletado ca. 5 km da cidade na estrada de terra para acesso ao Hotel Fazenda Água Clara.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2015-07-02 14:42:02-03","JBP","HPL","11274","S","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","(Mart.) Mart.","H. Lorenzi","2010","01","13","H. Lorenzi","6579","2002","01","19","Brasil","MS","Rio Pardo","Coletada na estrada para Água Clara-MS (BR 262; km 189).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2015-07-02 14:55:15-03","JBP","HPL","1370","S","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa","Mart.","H. Lorenzi","2004","03","12","H. Lorenzi","4741","2004","03","12","Brasil","MT","Barra da Garça","Na serra do Taquaral.","-52.35","-15.691944","52° 21' 00 W","15° 41' 31 S","688","688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2015-07-02 14:42:02-03","JBP","HPL","13651","S","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa",NA,NA,NA,NA,NA,"R. Tsuji","2619","2008","05","07","Brasil","GO","Alto do Paraiso","Em direção à TO, na rod. Go-118. Entrada da fazenda e camping Água Fria - a 6 km de Alto do Paraiso em área de cerrado com afloramento rochoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2015-07-02 14:42:02-03","JBP","HPL","11273","S","Plantae","Arecaceae","Syagrus","comosa","Syagrus comosa",NA,"H. Lorenzi","2009","01","21","H. Lorenzi","6584","2009","01","21","Brasil","MT","General Carneiro","Coletada a 60 Km da cidade, na estrada para Cuiába-MT; em área de cerrado.","-52.7553","-15.7108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"121893","auto",NA,NA,NA,NA,NA,NA,NA
"185","2016-02-02 14:38:47-02","BGBM","B","B 18 0000909","S","Plantae","Palmae","Arecastrum","romanzoffianum","Arecastrum romanzoffianum","Becc.",NA,NA,NA,NA,"Peckolt",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ohne Angabe; «Cocos martiana Dr. u. Glaz.» <a href=http://herbarium.bgbm.org/object/B180000909 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180000909",NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2016-02-02 14:38:47-02","BGBM","B","B 10 0347269","S","Plantae","Palmae","Arecastrum","romanzoffianum","Arecastrum romanzoffianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100347269 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100347269","B100347269",NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-12-19 08:15:07-03","FPS","FPS","1123","MachineObservation","Plantae","Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","(Cham.) Glassman","Schwirkowski, P.","2013","12","15","Schwirkowski, P.",NA,"2013","12","15","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Atrás da Condorplast","-49.389189","-26.292649","-49.389189","-26.292649",NA,NA,"<ll>dwc_commonname:</ll> Jerivá, coqueiro-jerivá, coco-de-cachorro","FPS01123","FPS01123_v01 FPS01123_v02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2019-12-19 08:15:07-03","FPS","FPS","3008","MachineObservation","Plantae","Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","(Cham.) Glassman","Schwirkowski, P.","2017","10","03","Schwirkowski, P.","2435","2017","10","03","Brasil","Santa Catarina","São Bento do Sul","Sertãozinho. Após a Capela Nossa Senhora Aparecida","-49.409322","-26.315792","-49.409322","-26.315792",NA,NA,"<ll>dwc_commonname:</ll> Jerivá, coqueiro-jerivá, coco-de-cachorro","FPS03008,FURB55794","FPS03008_v01 FPS03008_v02 FPS03008_v03 FURB55794_1 FURB55794_2",NA,NA,NA,NA,NA,NA,NA,NA,"FURB 55794","voucher",NA,NA,NA
