"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount","sex"
"15","2021-03-15 16:37:00-03","NY","NYBG","663634","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","D. J. N. Hind","R. M. Harley","25216","1988","10","19","South America","Brazil","Minas Gerais","Pedra Azul","12 km. ao leste da cidade na Rodovia BR251 a Almenara, estrada para Faz. Bom Jardim","-41.18","-16.12","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501561' target='other'> <mi>dwc_moreinfo</mi></a>","NY00663634","NY00663634_01","725","725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","260009","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Spilanthes","uliginosa","Spilanthes uliginosa discoidea","Aristeg.",NA,"H. F. Pittier","10152","1922","01","30","South America","Venezuela","Aragua",NA,"San Juan de los Morres.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=691458' target='other'> <mi>dwc_moreinfo</mi></a>","NY00260009","NY00260009_01",NA,NA,"discoidea","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-01-06 11:41:56-03","UFPI-MRV","HDELTA","5006","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Cerqueira, E.C.","Cerqueira, E.C.; Lemos, J.R.","231","2017","07","13",NA,"Brasil","Piauí","Bom Princípio do Piauí","Sítio da Gurita","-41.6441993713379","-3.19082999229431",NA,NA,"HDELTA005006",NA,NA,NA,NA,NA,"2018","05","05","22201","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-01-06 11:41:56-03","UFPI-MRV","HDELTA","5534","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Sousa,L.N.","Sousa,L.N.",NA,"2018","11","10",NA,"Brasil","Piauí","Parnaíba","Bairro Nova Parnaíba","-41.7766990661621","-2.90472006797791",NA,"<ll>dwc_commonname:</ll> Agrião-do-Mato","HDELTA005534",NA,NA,NA,NA,NA,"2018","11","10","25571","auto","41°46'44,60#?#","2°55'05,00#?#",NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:29:09-03","UFRJ","RFA","36493","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Marcelo Guerra Santos & L.J.S. Pinto","Juliana M. M. C. Quinteiro; Mariana M. M. C. Quinteiro",NA,"2007","01","10",NA,"Brasil","Rio de Janeiro","Itatiaia","Vila de Visconde de Mauá. Lote 10","-44.530556","-22.327778",NA,"Material da dissertação de mestrado da aluna Mariana Martins da Costa Quinteiro do curso dePós-Graduação em Ciência Ambiental da Universidade Federal","RFA23310",NA,"1024","1024",NA,NA,NA,NA,NA,NA,NA,"44º31'50''W","22º19'40''S",NA,NA,NA,NA,NA,NA
"20","2019-11-19 15:43:14-03","UNEB","HUNEB","13580","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Acmella","uliginosa","Acmella uliginosa","Cass.",NA,"Santos, C.P.","4","2011","12","05",NA,"Brasil","Bahia","Pedrão",NA,"-86.963056","-5.6475",NA,NA,"HUNEB0013580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86W57'47''","5S38'51''","Dicotyledoneae",NA,NA,NA,NA,NA
"21","2019-11-19 15:43:14-03","UNEB","HUNEB","13592","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.",NA,"Bastos, N.G.","175Igatu 06","2011","03","12",NA,"Brasil","Bahia","Andaraí","Xique-xique de Igatú Parque Municipal Manga do Céu","-41.322222","-12.899167",NA,NA,"HUNEB0013592",NA,"776","776",NA,NA,NA,NA,NA,NA,NA,"41W19'20''","12S53'57''","Dicotyledoneae",NA,NA,NA,NA,NA
"22","2019-11-19 15:43:14-03","UNEB","HUNEB","13628","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.",NA,"Bastos, N.G.","185Igatu 16","2011","03","20",NA,"Brasil","Bahia","Andaraí","Xique-xique de Igatú","-41.321111","-12.898333",NA,NA,"HUNEB0013628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W19'16''","12S53'54''","Dicotyledoneae",NA,NA,NA,NA,NA
"23","2019-11-19 15:43:14-03","UNEB","HUNEB","14010","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.",NA,"Castro, M.S.","21","2012","09","13",NA,"Brasil","Bahia","Alagoinhas","Mata Ombrófila Densa. UNEB/EBDA","-38.411944","-12.178333",NA,NA,"HUNEB0014010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38W24'43''","12S10'42''","Dicotyledoneae",NA,NA,NA,NA,NA
"24","2019-11-19 15:43:14-03","UNEB","HUNEB","14011","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.",NA,"Castro, M.S.","45","2012","10","16",NA,"Brasil","Bahia","Alagoinhas","Mata Ombrófila Densa. UNEB/EBDA","-38.411944","-12.178333",NA,NA,"HUNEB0014011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38W24'43''","12S10'42''","Dicotyledoneae",NA,NA,NA,NA,NA
"25","2021-03-30 12:34:26-03","EAO","IAN","85592","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Silva, GAR","Melo, CAM de","7","1947","08","19","Southern America","Brasil","Paraíba","Areia",NA,"-35.6916999816895","-6.96332979202271",NA,NA,"IAN085592",NA,NA,NA,NA,NA,"2007","09","19","15425","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:34:26-03","EAO","IAN","85592","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Silva, GAR","Melo, CAM de","7","1947","08","19","Southern America","Brasil","Paraíba","Areia",NA,"-35.6916999816895","-6.96332979202271",NA,NA,"IAN085592",NA,NA,NA,NA,NA,"2007","09","19","15425","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-02 16:28:34-03","CPAN-UFMS","COR","17723","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Mendes, D.M.","Mendes, D.M.; Urquiza, M.V.S.; Estra, M.C.; Silva, B.M.M.","9","2019","02","15",NA,"Brasil","Mato Grosso do Sul","Corumbá","Estrada Parque do Pantanal de Mato Grosso do Sul","-57.501944","-19.215833",NA,"Flores do raio amarelas, flores do disco alaranjadas. Habitat: Área sob influência de inundação Habito: Erva",NA,NA,"300","300",NA,NA,"2020","07","10",NA,NA,"57º30'7''W","19º12'57''S",NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:09:38-03","UFBA","ALCB","08860","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Hind, DJN","Lordêlo, RP","768","1957","09",NA,"Southern America","Brasil","Bahia","Valença","Litoral Sul, Estação I. A. L","-39.066667","-13.366667",NA,NA,NA,NA,NA,NA,NA,NA,"1991","12",NA,NA,NA,"-39.066667","-13.366667",NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:09:38-03","UFBA","ALCB","08860","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Hind, DJN","Lordêlo, RP","57-768","1957","09","10","Southern America","Brasil","Bahia","Valença","Litoral Sul, Estação I.A.L","-39.066667","-13.366667",NA,NA,NA,NA,NA,NA,NA,NA,"1991","12",NA,NA,NA,"-39.066667","-13.366667",NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:09:38-03","UFBA","ALCB","105699","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Roque, AA","Jardim, JG; Roque, AA; Costa-Lima, JL; Oliveira, ACP","5501","2009","08","15","Southern America","Brasil","Rio Grande do Norte","Caicó","RN 288, sentido São José do Seridó, entrada ca. 1 Km da cidade. Vicinal para a Serra da Formiga, 10 Km da entrada","-37.026944","-6.406111",NA,"ereta, ca. 30 cm alt. Folhas verdes com face inferior mais clara. Corola amarela, periclínio verde.; área antropizada.",NA,NA,"200","200",NA,NA,"2010","04",NA,NA,NA,"-37.026944","-6.406111",NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:09:38-03","UFBA","ALCB","114858","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Alves, M","Alves, M; Almeida, RF; Vasconcelos, LV; Hall, CF","236","2013","06","29","Southern America","Brasil","Minas Gerais","Jequitinhonha","REBIO Mata Escura. Trilha 0043, em direção ao Rio.","-41.021944","-16.423889",NA,"ca. 30 cm de alt. Folhas levemente discolores. Brácteas involucrais verdes. Corolas amarelas.",NA,NA,"243","243",NA,NA,"2016","01",NA,NA,NA,"-41.021944","-16.423889",NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:09:38-03","UFBA","ALCB","120811","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Alves, M","Gandara, A; Guedes, ML; Roque, N; Campos, L","20","2014","08","07","Southern America","Brasil","Bahia","Licínio de Almeida","Serra Geral, Fazenda Xaxá.","-42.546944","-14.655833",NA,"até 0,4m. Folhas discolores, brácteas involucrais verdes, corolas amarelas.","ALCB006895","ALCB006895","923","923",NA,NA,"2015","09",NA,NA,NA,"-42.546944","-14.655833",NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:09:38-03","UFBA","ALCB","122610","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Alves, M","Alves, M; Almeida, RF; Vasconcelos, LV; Hall, CF","238","2013","06","29","Southern America","Brasil","Minas Gerais","Jequitinhonha","REBIO Mata Escura. Trilha 0043, em direção ao Rio.","-41.021944","-16.423889",NA,"ca. 60 cm alt. Folhas discolores. Brácteas involucrais verdes. Corolas amarelas.",NA,NA,"243","243",NA,NA,"2016","01",NA,NA,NA,"-41.021944","-16.423889",NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:09:38-03","UFBA","ALCB","122616","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Alves, M","Alves, M; Almeida, RF; Vasconcelos, LV; Hall, CF","240","2013","06","30","Southern America","Brasil","Minas Gerais","Jequitinhonha","REBIO Mata Escura. Trilha em direção à Fazenda Porto Alegre.","-41.028333","-16.422778",NA,"ca. 60 cm alt. Folhas discolores. Brácteas involucrais verdes. Corolas amarelas.",NA,NA,"246","246",NA,NA,"2016","01",NA,NA,NA,"-41.028333","-16.422778",NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:09:38-03","UFBA","ALCB","122664","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Alves, M","Hurbath, F; Lamarck, R; Azevedo, FP; Borges, RL","487","2013","04","05","Southern America","Brasil","Bahia","Licínio de Almeida","Serra Geral, Xaxá.","-42.548333","-14.662222",NA,"folhas levemente discolores, brácteas involucrais verdes com ápice creme, flores amarelas.",NA,NA,"935","935",NA,NA,"2016","01",NA,NA,NA,"-42.548333","-14.662222",NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:09:38-03","UFBA","ALCB","122724","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Alves, M","Alves, M; Hurbath, F; Stadnik, A; Borges, RL","155","2013","05","23","Southern America","Brasil","Bahia","Licínio de Almeida","Xaxá.","-42.546667","-14.666667",NA,"até 1 m alt. Folhas discolores. Brácteas involucrais verdes. Corolas amarelas.","ALCB010486","ALCB010486","930","930",NA,NA,"2014","05",NA,NA,NA,"-42.546667","-14.666667",NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:09:38-03","UFBA","ALCB","122725","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Alves, M","Alves, M; Gandara, A; Campos, L","333","2014","08","11","Southern America","Brasil","Bahia","Mucugê","Cidade.","-41.391667","-13.030556",NA,"até 20 cm alt. Folhas discolores. Brácteas involucrais verdes. Corolas amarelas.","ALCB010487","ALCB010487","900","900",NA,NA,"2014","05",NA,NA,NA,"-41.391667","-13.030556",NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:09:38-03","UFBA","ALCB","122726","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Alves, M","Alves, M; Gandara, A; Campos, L","334","2014","08","12","Southern America","Brasil","Bahia","Mucugê","Próximo à base do Gobira. Perto da Plantação de Café.","-41.375833","-13.100556",NA,"até 40 cm alt. Folhas discolores. Brácteas involucrais verdes. Corolas amarelas.","ALCB010488","ALCB010488","1242","1242",NA,NA,"2014","05",NA,NA,NA,"-41.375833","-13.100556",NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:09:38-03","UFBA","ALCB","126059","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Roque, AA","Jardim, JG; Roque, AA; Silva, BD","5748","2010","05","28","Southern America","Brasil","Rio Grande do Norte","Caicó","Saída para São José do Seridó, Rod. RN 288. Entrada ca. 1 Km E. Vicinal para a Serra da Formiga, ca. 13 km da entrada..","-36.986667","-6.383056",NA,"ca. 30 cm alt. Folhas verdes com a face inferior mais clara. Capítulos amarelos, periclínio verde.; Caatinga, entorno de curso d'água.","ALCB033066","ALCB033066","205","205",NA,NA,"2010","09",NA,NA,NA,"-36.986667","-6.383056",NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:09:38-03","UFBA","ALCB","127555","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Staudt, MG","Staudt, MG; Barres, L","101","2015","09","16","Southern America","Brasil","Bahia","Morro do Chapéu","Trilha para Ventura, leito do rio, próximo à Fazenda Várzea das Cobras.","-40.974167","-11.670278",NA,"ca. 10 cm alt. Brácteas involucrais verdes, flores amarelas, estilete amarelo.; Solo arenoso.","ALCB044858",NA,"707","707",NA,NA,"2015","09",NA,NA,NA,"-40.974167","-11.670278",NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:09:38-03","UFBA","ALCB","127647","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Staudt, MG","Staudt, MG; Amorim, VO; Gandara, A","31","2015","06","16","Southern America","Brasil","Bahia","Morro do Chapéu","Trilha final para Ventura.","-40.974167","-11.670278",NA,"ca. 30 cm alt. Folhas discolores. Brácteas involucrais verdes, flores amarelas.; Borda da mata. Solo argilo-arenoso.","ALCB044789",NA,"701","701",NA,NA,"2015","06",NA,NA,NA,"-40.974167","-11.670278",NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:09:38-03","UFBA","ALCB","135701","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Alves, M","Souza, EB; Fontenelle, ROS; Neves, AM","5312","2018","06","20","Southern America","Brasil","Ceará","Sobral","Serra do Rosário, Sítio São Miguel.","-40.505556","-3.688611",NA,"Ereta. 30-50 cm alt. Ramos verde-claros. Folhas membranáceas. Capítulo com periclínio verde-claro e flores amarelas.; Área de floresta seca degradada, com solos areno-argilosos, com afloramentos graníticos.","ALCB064484","ALCB064484","645","645",NA,NA,"2019","10","01",NA,NA,"-40.505556","-3.688611",NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:09:38-03","UFBA","ALCB","16316","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Hind, DJN","Britto, KB","s/n","1982","07","09","Southern America","Brasil","Bahia","Feira de Santana","Paraguaçu","-38.966667","-12.25",NA,"Caule e ramos cilíndricos esverdeados com posições superiores arroxeadas. Capítulos pedunculados nascendo na bifurcação dos ramos com invólucro verde e flores amarelas. Muito frequente.",NA,NA,NA,NA,NA,NA,"1991","12",NA,NA,NA,"-38.966667","-12.25",NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:09:38-03","UFBA","ALCB","16613","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Hind, DJN","Noblick, LR","4276","1985","08","14","Southern America","Brasil","Bahia","Ipecaetá","Paraguaçu, Fazenda Riachão, Serra Orobozinho, Ca. 1 km da cidade.","-39.283333","-12.333333",NA,"30-40 cm com corolas amarelas.; Comum nos lugares mais úmidos das pastagens",NA,NA,NA,NA,NA,NA,"1991","12",NA,NA,NA,"-39.283333","-12.333333",NA,NA,NA,NA,NA,NA
"45","2019-10-09 11:09:38-03","UFBA","ALCB","16856","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Acmella","uliginosa","Acmella uliginosa","(Sw.) Cass.","Hind, DJN","Noblick, LR","4159","1985","07","09","Southern America","Brasil","Bahia","Serra Preta","Paraguaçu, 07 km Oeste do Ponto de Serra Preta - Fazenda Serra Preta","-39.333333","-12.166667",NA,"Erva de 50-80 cm com corolas amarelas.; Comum em lugares úmidos e encharcados da caatinga.",NA,NA,NA,NA,NA,NA,"1991","12",NA,NA,NA,"-39.333333","-12.166667",NA,NA,NA,NA,NA,NA
