"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber","infraspecificEpithet"
"310","2019-08-20 10:13:49-03","UNICAMP","UEC","26018","S","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Garcia, FCP","Bertoni, JEA","11470","1980","09","19","Brazil","São Paulo","Porto Ferreira","Reserva Estadual de Porto Ferreira","-47.4700012207031","-21.8500003814697",NA,NA,NA,NA,NA,NA,"Árvore de 15-20 metros,mata-(número NS 82 da coleção Porto Ferreira).","1999","02",NA,"Magnoliopsida",NA,NA,NA,"13859","auto",NA,NA,NA,NA,NA,NA
"311","2019-08-20 10:13:49-03","UNICAMP","UEC","37549","S","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Tamashiro, JY","Furlan, A","190","1984","08","30","Brazil","São Paulo","Rio Claro","Planta cultivada na UNESP","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,NA,NA,"Árvore até 4 metros.Flores amarelas.","1985","12",NA,"Magnoliopsida",NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA
"312","2019-08-20 10:13:49-03","UNICAMP","UEC","6918","S","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Tamashiro, JY","Martins, FR","9990","1978","10","16","Brazil","São Paulo","Santa Rita do Passa Quatro","Parque Estadual de Vassununga.Mata capet","-47.4700012207031","-21.7099990844727",NA,NA,NA,NA,NA,NA,"Árvore de 15 metros,flores cremes.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"24893","auto",NA,NA,NA,NA,NA,NA
"313","2019-08-20 10:13:49-03","UNICAMP","UEC","6917","S","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Garcia, FCP","Martins, FR","9988","1978","10","16","Brazil","São Paulo","Santa Rita do Passa Quatro","Parque Estadual de Vassununga.Mata capet","-47.4700012207031","-21.7099990844727",NA,NA,NA,NA,NA,NA,"Árvore de 20 metros,flores cremes.","1999","02",NA,"Magnoliopsida",NA,NA,NA,"24893","auto",NA,NA,NA,NA,NA,NA
"314","2019-08-20 10:13:49-03","UNICAMP","UEC","6916","S","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Tamashiro, JY","Martins, FR","9989","1978","10","25","Brazil","São Paulo","Santa Rita do Passa Quatro","Parque Estadual de Vassununga.Mata capet","-47.4700012207031","-21.7099990844727",NA,NA,NA,NA,NA,NA,"Árvore de 5 metros,flores cremes.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"24893","auto",NA,NA,NA,NA,NA,NA
"315","2019-08-20 10:13:49-03","UNICAMP","UEC","86112","S","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Fernandes, JM","Tamashiro, JY; Belinello, R; Galvão, JC; Santos, FAM; Goldenberg, R","676","1994","09","28","Brazil","São Paulo","Taguaí","Estrada de Itaguaí à Itaporanga","-49.4000015258789","-23.4500007629395",NA,NA,NA,NA,NA,NA,"Árvore de 6m.; flores com cálice esverdeados.","2010","11","25","Magnoliopsida",NA,NA,NA,"12402","auto",NA,NA,NA,NA,NA,NA
"316","2019-08-20 10:13:49-03","UNICAMP","UEC","31154","S","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Garcia, FCP","Silva, AF","8008","1978","03","19","Brazil","São Paulo","Ubatuba","Estação Experimental de Ubatuba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"Árvore com 10 metros,flores brancas.","1999","02",NA,"Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"317","2021-03-01 16:30:42-03","UNICAMP","UEC","179032","S","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.",NA,"Silva, ED","754","2007","06","07","Brazil","São Paulo","Ubatuba","Núcleo Picinguaba, P.E.S.M., próximo a Vila","-45.0699996948242","-23.4300003051758",NA,NA,"50","50","UEC023325","UEC023325","Árvore 5 m, flores com estames brancos.; Flores Ombrófila Densa de Terras Baixas",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"318","2019-08-20 10:13:49-03","UNICAMP","UEC","66120","S","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.",NA,"Pedroni, F; et al.","31225","1993","05","21","Brazil","São Paulo","Ubatuba","Núcleo Pinciguaba,margens do Rio da Faze","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"Árvore de 25 metros de altura,material negetativo",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"319","2019-08-20 10:13:49-03","UNICAMP","UEC","85994","S","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.",NA,"Pedroni, F; et al.","31225","1993","05","21","Brazil","São Paulo","Ubatuba","Núcleo Pinciguaba,margens do Rio da Faze","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"Árvore de 25 metros de altura,material negetativo",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"320","2021-03-01 16:30:42-03","UNICAMP","UEC","178126","S","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Sanchez, M","Sanchez, M; Pedroni, F","2398","1992","10","16","Brazil","São Paulo","Ubatuba","Pinciguaba, 23º 22's , 44º 48' w.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"UEC042905","UEC042905","Árvore nº 213 com 14m de altura, com fruto maduro laranja.; Mata Atlântica de encosta, margens do Rio da Fazenda, próximo ao dique.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"321","2019-08-20 10:13:49-03","UNICAMP","UEC","67392","S","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.",NA,"Leite, EC; et al.","30167","1993","11","16","Brazil","São Paulo","Ubatuba","Praia da Lagoinha","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"Árvore de 20 metros,frutos sem pelos,amarelados,achatados lateralmente.Beira da praia.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"322","2019-08-20 10:13:49-03","UNICAMP","UEC","85956","S","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Garcia, FCP","Furlan, A; Garcia, FCP; Carneiro, CE; Assis, MA; Ruffino, PHP","1369","1994","04","14","Brazil","São Paulo","Ubatuba","Trilha do Camburi,km01 da Rodovia Rio/Sa","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"UEC133964","UEC133964","Árvore ca 10 metros altura.Flores brancas,estames velhos dourados,aroma doce.Frutos verdes.","1994",NA,NA,"Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"323","2020-06-09 16:54:27-03","UFRPE","PEUFR","34013","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","striata","Inga striata","Benth.","F.C.P. Garcia","A.G. da Silva; L.M. Nascimento","235","2000","02","29","Brasil","Pernambuco","Brejo da Madre de Deus","Mata da Cassange","-36.414167","-8.208333","36°24'51W","08°12'30S","962","1020","PEUFR034013",NA,NA,"2000","06","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2020-03-02 09:10:55-03","UFRPE","PEUFR","11160","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","striata","Inga striata","Benth.","M.F. Mata","G.C.P.Pinto","135","1983","06","25","Brasil","Pernambuco","Bahia","São Felipe - Caraipe",NA,NA,NA,NA,NA,NA,"PEUFR011160",NA,"Árvore frondosa na margem do rio; frutos édulos","2008","09","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2020-03-02 09:10:55-03","UFRPE","PEUFR","18427","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","striata","Inga striata","Benth.","H.C. de Lins","M.C. Tshá; M.F. Sales; Z. Travassos","3","1994","12","02","Brasil","Pernambuco","Caruaru","Murici, Brejo dos Cavalos, Parque Ecológio Municipal","-36","-8.31","36°00'00W","8°18'36S","1100","1100","PEUFR018427",NA,"Árvore com ca. 5 m de alt.; cálice creme-esverdeado; corola creme; estames brancos","1998","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2020-03-02 09:10:55-03","UFRPE","PEUFR","24825","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","striata","Inga striata","Benth.","T.D. Pennington","M.C. Tshá; L. Oliveira; F.M.O. Villarouco","364","1995","11","29","Brasil","Pernambuco","Caruaru","Brejo dos Cavalos","-36","-8.31","36°00'00W","8°18'36S","1100","1100","PEUFR024825",NA,"Árvore com ca. de 10 m de alt.; cálice creme; estames alvos; anteras amarelas","2000","04","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2020-03-02 09:10:56-03","UFRPE","PEUFR","43117","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","striata","Inga striata","Benth.","M.F.A. Lucena; A.C.G. Souto","K.D.Rocha; C.C.S.Oliveira","38",NA,NA,NA,"Brasil","Pernambuco","Igarassu","Mata da Usina São José","-35.002778","-7.838889","35º00'10W","7º50'20S",NA,NA,"PEUFR043117",NA,"Arvoreta com 1,6m de altura; individuo estéril.","2006","02","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2020-03-02 09:10:56-03","UFRPE","PEUFR","43120","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","striata","Inga striata","Benth.","M.F.A. Lucena; A.C.G. Souto","H.C.H.Silva; K.D.Rocha; S.G.Freire","280","2002","05",NA,"Brasil","Pernambuco","Igarassu","Mata dos macacos","-35.002778","-7.838889","35º00'10W","7º50'20S",NA,NA,"PEUFR043120",NA,"Arvoreta lenhosa de 2m; terrestre; folhas verdes discolores; individuo estéril; fruto ausente; Frequência Baixa.","2006","02","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2020-03-02 09:10:56-03","UFRPE","PEUFR","48016","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","striata","Inga striata","Benth.","M.F.A. Lucena; A.C.G. Souto","I.M.M.Sá e Silva; A.G.Silva; A.D.C. Cavalcanti; A.B.Lima","110","2003","06","10","Brasil","Pernambuco","Igarassu","Mata dos macacos","-35.002778","-7.838889","35º00'10W","7º50'20S",NA,NA,"PEUFR048016",NA,"Arvoreta com 1,50m de altura; folhas discolores; Frequência rara.","2006","02","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2020-03-02 09:10:56-03","UFRPE","PEUFR","48017","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","striata","Inga striata","Benth.","M.F.A. Lucena; A.C.G. Souto","I.M.M.Sá e Silva; A.G.Silva; A.D.C. Cavalcanti; A.B.Lima","109","2003","01","08","Brasil","Pernambuco","Igarassu","Mata dos macacos","-35.002778","-7.838889","35º00'10W","7º50'20S",NA,NA,"PEUFR048017",NA,"Arvoreta com 1,30m de altura; folhas discolores; frequência rara.","2006","02","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2020-03-02 09:10:56-03","UFRPE","PEUFR","37148","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","striata","Inga striata","Benth.","M.F.A. Lucena","L.M. Nascimento; M.J.N. Rodal","280","1999","11","23","Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá","-34.950278","-8.012778","34º57'01W","8º00'46S",NA,NA,"PEUFR037148",NA,"Árvore com 4 m; numerosos estames alvos; frutos verdes","2004","10","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2020-03-02 09:10:56-03","UFRPE","PEUFR","34014","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","striata","Inga striata","Benth.","F.C.P. Garcia","L.M. Nascimento; M.J.N. Rodal; E.R. Almeida","132","1998","11","25","Brasil","Pernambuco","Brejo da Madre de Deus","Próximo da residência principal do Bituri","-36.3711013793945","-8.14583015441895",NA,NA,NA,NA,"PEUFR034014",NA,"Árvore com cerca de 5 m de alt.; flores com anteras amarelas e estames creme em plena floração; frequente","2000","06","13",NA,NA,NA,NA,"34231","auto",NA,NA,NA,NA,NA,NA
"333","2020-03-02 09:10:56-03","UFRPE","PEUFR","44280","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","striata","Inga striata","Benth.","M.F.A. Lucena; A.C.G. Souto","G.J. Bezerra; A.Melquiades","209","2003","04","24","Brasil","Pernambuco","Igarassu","Mata do engenho","-34.9063987731934","-7.83416986465454",NA,NA,NA,NA,"PEUFR044280",NA,"Árvore ca. 10m, frutos imaturos verde-louro.","2006","02","16",NA,NA,NA,NA,"24709","auto",NA,NA,NA,NA,NA,NA
"334","2020-03-02 09:10:56-03","UFRPE","PEUFR","700","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","striata","Inga striata","Benth.","M.F. Mata","A. Lima","2736","1957","10","13","Brasil","Pernambuco","Maraial","Fazenda Céu Azul","-35.8088989257812","-8.78250026702881",NA,NA,NA,NA,"PEUFR000700",NA,"Árvore pequena","2008","09","04",NA,NA,NA,NA,"17320","auto",NA,NA,NA,NA,NA,NA
"335","2020-03-02 09:10:55-03","UFRPE","PEUFR","13296","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","striata","Inga striata","Benth.",NA,"A.M. Miranda; S. Lima; B.C. e Silva","625","1992","10","22","Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"PEUFR013296",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA,NA
"336","2020-04-22 16:20:37-03","UFPB","JPB","27698","PreservedSpecimen","Plantae","Leguminosae","Inga","striata","Inga striata","Benth.","Gadelha Neto, PC; Lima, HC; Lima, IB","Silva, AG da; Nascimento, LM","235","2000","02","29","Brasil","Pernambuco","Brejo da Madre de Deus","Fazenda Bituri, Mata do Cassange. Estrada para a mata do Cassange. Mata Estacional.","-36.414278","-8.208417","-36.414278","-8.208417","962","1020",NA,NA,"; DESC: Árvore com ca. de 6m de alt. Frutos imaturos verdes. Frequente.","2002","12","05","Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2020-04-22 16:20:37-03","UFPB","JPB","29126","PreservedSpecimen","Plantae","Leguminosae","Inga","striata","Inga striata","Benth.","Gadelha Neto, PC; Lima, HC; Lima, IB","Nascimento, LM; Rodal, MJN","280","1999","11","23","Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá, Trilha da Mata. Solo areno-argiloso.","-34.950278","-8.012778","-34.950278","-8.012778",NA,NA,NA,NA,"; DESC: Árvores com 4m. Numerosos estames alvos. Frutos verdes.","2002","12","05","Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2020-04-22 16:20:37-03","UFPB","JPB","1202","PreservedSpecimen","Plantae","Leguminosae","Inga","striata","Inga striata","Benth.","Garcia, FCP","Espínola, MC","JPB1202","1942","10","12","Brasil","Paraíba","Serraria","Terrestre.","-35.632778","-6.820278","-35.632778","-6.820278","533","533",NA,NA,NA,"1999","02",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2020-04-22 16:20:37-03","UFPB","JPB","1248","PreservedSpecimen","Plantae","Leguminosae","Inga","striata","Inga striata","Benth.",NA,"Espínola, MC","JPB1248","1942","09","27","Brasil","Paraíba","Serraria",NA,"-35.632778","-6.820278","-35.632778","-6.820278","533","533",NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2020-04-22 16:20:37-03","UFPB","JPB","49431","PreservedSpecimen","Plantae","Leguminosae","Inga","striata","Inga striata","Benth.","Córdula, E","Amorim, BS; Araújo, DA; Viana, JL; Chagas, MA","1299","2011","11","24","Brasil","Pernambuco","Lagoa dos Gatos","RPPN Pedra D'Anta, Trilha Associação, borda da mata","-35.846389","-8.698889","-35.846389","-8.698889",NA,NA,"JPB0049431",NA,"; HABITAT: Floresta Atlântica; DESC: Árvore 8, alt., flores brancas.","2016","08","02","Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2020-04-22 16:20:37-03","UFPB","JPB","59744","PreservedSpecimen","Plantae","Leguminosae","Inga","striata","Inga striata","Benth.","Córdula, E","Nusbaumer, L","4240","2014","10","28","Brasil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, localité de Quebrangulo","-36.448663","-9.235523","-36.448663","-9.235523","650","650","JPB0059744",NA,"; HABITAT: Forêt ombrophile submontagnarde, milieu déforesté, pâturage à buissons en bordure de ruisseau; DESC: arbuste, 6 m. calice en tube vert, corolle blancvert en tube, à 5 div., ét. blanches nb. et très longues, anthère jaunever","2016","08","02","Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2020-04-22 16:20:37-03","UFPB","JPB","27701","PreservedSpecimen","Plantae","Leguminosae","Inga","striata","Inga striata","Benth.","Gadelha Neto, PC; Lima, HC; Lima, IB","Nascimento, LM; Rodal, MJN; Almeida, ER","132","1998","11","25","Brasil","Pernambuco","Brejo da Madre de Deus","Fazenda Bituri, Próximo da residência principal do Bituri.","-36.3711013793945","-8.14583015441895",NA,NA,NA,NA,NA,NA,"; DESC: Fora da Mata em terreno aberto. Árvore com ca. de 5m de alt. Flores com anteras amarelas e estames creme. Em plena floração. Frequente.","2002","12","05","Angiosperma","Dicotyledon","Southern America",NA,"34231","auto",NA,NA,NA,NA,NA,NA
"343","2019-11-06 09:55:32-03","UFOP","OUPR","9120","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Lima, H.C.","Messias, M.C.T.B.","245","1999","09","27","Brasil","Minas Gerais","Ouro Preto","Cachoeira das Androinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"Mata ciliar. Árvore com 10m.","2009","05","28",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"344","2020-12-04 13:19:13-03","UDESC","LUSC","4669","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Barros, M.","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2675","2009","02","18","Brasil","Santa Catarina","Jacinto Machado","Tenente.","-49.763599395752","-28.9974994659424",NA,NA,NA,NA,"LUSC082775",NA,"Habito: liana",NA,NA,NA,NA,NA,NA,NA,"23999","auto",NA,NA,NA,NA,NA,NA
"345","2020-12-04 13:19:13-03","UDESC","LUSC","4731","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Stival-Santos, A.","Stival-Santos, A.; Legal, E. & Silveira, S.","1397","2009","01","24","Brasil","Santa Catarina","Tijucas","Oliveira.","-48.6335983276367","-27.2413997650146",NA,NA,NA,NA,"LUSC008465","LUSC008465",NA,NA,NA,NA,NA,NA,NA,NA,"19338","auto",NA,NA,NA,NA,NA,NA
"346","2019-01-17 11:25:23-02","PUCRS","MPUC","21570","S","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","O.M. Chaves",NA,NA,"2011","11","12","Brasil","RS","Viamão","Itapuã","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabales","South America",NA,"41667","auto","Magnoliopsida",NA,NA,"1",NA,NA
"347","2019-01-17 11:25:23-02","PUCRS","MPUC","9233","S","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","N.I. Matzenbacher",NA,NA,"1996","05","03","Brasil","SC","Florianópolis","Ponta das Canas","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabales","South America",NA,"27000","auto","Magnoliopsida",NA,NA,"1",NA,NA
"348","2019-11-08 08:52:11-03","FURB","FURB","12859","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Oliveira, AA de","Beckhauser, T.A.","49","2006","08","10","Brasil","Santa Catarina","Blumenau","Campus I - FURB.","-49.0791667","-26.9055556","-49.0791667","-26.9055556","38","38","FURB01718","FURB01718",NA,"2011","03","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2020-10-14 10:01:39-03","FURB","FURB","14360","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Barros, M","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2675","2008","09","24","Brasil","Santa Catarina","Jacinto Machado","Tenente.","-49.86","-29.07","-49.8600000","-29.0700000","80","80","FURB25093","FURB25093","Florística IFFSC 10 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: árvore; flor branca","2010","05","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2020-10-14 10:01:39-03","FURB","FURB","14997","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Fernandes, JM","Cadorin, T.J.; Schimitt, J.L. & Caglioni, E.","209","2009","10","13","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","569","569","FURB25090","FURB25090","Florística IFFSC e466a (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: árvore; flor branca","2010","11","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2020-10-14 10:01:39-03","FURB","FURB","17343","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Stival-Santos, A","Stival-Santos, A.; Legal, E. & Silveira, S.","1397","2009","12","09","Brasil","Santa Catarina","Tijucas","Oliveira.","-48.7797223","-27.1802778","-48.7797223","-27.1802778","186","186","FURB25094","FURB25094","Florística IFFSC 523 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; borda do fragmento Habito: arbórea; Fruto verde-oliva;","2009","12","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2020-10-14 10:01:39-03","FURB","FURB","20141","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Ribeiro, RD","Stival-Santos, A.; Legal, E. & Silveira, S.","1529","2010","01","27","Brasil","Santa Catarina","Angelina","Coqueiral.","-49.0497222","-27.54","-49.0497222","-27.5400000","835","835","FURB25092","FURB25092","Florística IFFSC 348 (Arbórea) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; beira de estrada Habito: arbórea; Fruto tetragonal verde, indumento caramelo;","2010","05","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2020-10-14 10:01:39-03","FURB","FURB","2766","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Cordeiro, J","Sevegnani, L.",NA,"2003","10","21","Brasil","Santa Catarina","Agronômica","Valada Mosquitinho.","-49.7127778","-27.3177778","-49.7127778","-27.3177778",NA,NA,"FURB25095","FURB25095",NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2019-11-08 08:52:11-03","FURB","FURB","4415","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Oliveira, AA de","Beckhauser, T.A.; Schiochet, F.T.",NA,"2000","08","03","Brasil","Santa Catarina","Blumenau","Campus I - FURB.","-49.0791667","-26.9055556","-49.0791667","-26.9055556","38","38","FURB25091","FURB25091",NA,"2011","03","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2020-10-14 10:01:39-03","FURB","FURB","48093","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Barboza, E","Brotto, M.L.","1347","2013","10","10","Brasil","Paraná","Paranaguá","Colônia Quinquilha.","-48.6047222","-25.6438889","-48.6047222","-25.6438889","54","54","FURB48093","FURB48093",NA,"2013","10","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2020-10-14 10:01:39-03","FURB","FURB","48693","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Oliveira, AA de","Oliveira, A.A. de","2652","2015","10","24","Brasil","Santa Catarina","Jaraguá do Sul","Santa Luzia.","-49.1397222","-26.3680556","-49.1397222","-26.3680556","205","205","FURB48693","FURB48693",NA,"2015","10","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2020-10-14 10:01:39-03","FURB","FURB","48814","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Pastório, FF","Oliveira, A.A. de","2773","2015","11","24","Brasil","Santa Catarina","Morro da Fumaça","Vila Rica.","-49.2322223","-28.6191667","-49.2322223","-28.6191667","50","50","FURB48814","FURB48814",NA,"2015","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2020-10-14 10:01:39-03","FURB","FURB","54592","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Funez, L.A.","Funez, L.A.","6415","2017","07","30","Brasil","Santa Catarina","Bombinhas","Praia da Sepultura.","-48.4786111","-27.1388889","-48.4786111","-27.1388889","20","20","FURB54592","FURB54592","Flores brancas Habitat: Borda da floresta Habito: árvore","2017","07","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2020-10-14 10:01:39-03","FURB","FURB","58308","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Gebien, W.","Gebien, W.","99","2017","10","07","Brasil","Santa Catarina","Blumenau","rua Antonio Zendrom. Início da trilha próximo à casa do coletor.","-49.0872222","-26.9572222","-49.0872222","-26.9572222","100","100","FURB58308","FURB58308",NA,"2018","03","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2020-10-14 10:01:39-03","FURB","FURB","66324","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Kassner-Filho, A.","Kassner-Filho, A.","5521","2019","09","17","Brasil","Santa Catarina","Indaial","Warnow.","-49.2705556","-26.9502778","-49.2705556","-26.9502778","110","110","FURB66324","FURB66324","flor branca Habitat: interior do fragmento Habito: arbórea","2019","09","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2020-10-14 10:01:39-03","FURB","FURB","66334","PreservedSpecimen","Plantae","Fabaceae","Inga","striata","Inga striata","Benth.","Kassner-Filho, A.","Kassner-Filho, A.","5534","2019","09","30","Brasil","Santa Catarina","Itapema","Ilhota.","-48.5983333","-27.0683334","-48.5983333","-27.0683334","22","22","FURB66334","FURB66334","flor branca Habitat: interior do fragmento Habito: arbórea","2019","09","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
