"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","relatedCatalogItem","previousCatalogNumber"
"50","2020-10-14 10:00:47-03","FURB","FURB","20626","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Sobral, M","2010","01","25","Dreveck, S.; Carneiro, F.E.","1980","2009","04","27","Brasil","Santa Catarina","Rancho Queimado","Mato Francês.","-49.1441666","-27.6297223","-49.1441666","-27.6297223","992","992","Fito IFFSC 313 /L/11 Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea;","FURB22835","FURB22835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-10-14 10:00:47-03","FURB","FURB","21857","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Gasper, AL de","2010","03","23","Piazza, F.; Darós, M.F.N.",NA,"2010","01","23","Brasil","Santa Catarina","Nova Trento","RPPN Prima Luna.","-49.0252778","-27.2608333","-49.0252778","-27.2608333","1089","1089",NA,"FURB22833","FURB22833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-10-14 10:00:47-03","FURB","FURB","28604","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Gasper, AL de","2010","09","20","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4877","2010","06","08","Brasil","Santa Catarina","Paulo Lopes","Espraiado/Parque Estadual da Serra do Tabuleiro.","-48.78","-27.99","-48.7800000","-27.9900000","329","329","Florística IFFSC 199 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbórea;","FURB01364","FURB01364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-10-14 10:00:47-03","FURB","FURB","30000","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Verdi, M","2010","10","18","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4947","2010","06","10","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo/Parque Estadual da Serra do Tabuleiro.","-48.7558333","-27.8933333","-48.7558333","-27.8933333","295","295","Florística IFFSC 226 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio mosaicos de inicial, médio a avançado; interior do fragmento Habito: arbórea;","FURB22832","FURB22832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-10-14 10:00:47-03","FURB","FURB","31803","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Sobral, M","2010","10","25","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2595","2010","06","15","Brasil","Santa Catarina","Nova Trento","RPPN Prima Luna / Monte Barão.","-49.0269445","-27.2636111","-49.0269445","-27.2636111","1097","1097","Coleta Extra IFFSC (Arbórea). Forófitos 3, 4 e 5. Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Primário; interior do fragmento Habito: arbórea;","FURB22831","FURB22831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-10-14 10:00:47-03","FURB","FURB","33402","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Gasper, AL de","2011","01","11","Korte, A.","5601","2010","12","14","Brasil","Santa Catarina","Florianópolis","Praia de Jurerê Internacional.","-48.5080556","-27.4511111","-48.5080556","-27.4511111","6","6","Florística IFFSC 391 (Arbusto) Habitat: Restinga; Estágio Médio Habito: arbusto; flor branca","FURB22830","FURB22830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-10-14 10:00:47-03","FURB","FURB","45234","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Oliveira, AA de",NA,NA,NA,"Mayer, M.; Oliveira, A.A. de","676","2014","10","02","Brasil","Santa Catarina","Balneário Barra do Sul","Próximo a Mineração Nilso e Veiga do Sul.","-48.69","-26.46","-48.6900000","-26.4600000","20","20","Florística Entorno IFFSC 959","FURB22834","FURB22834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-14 10:00:47-03","FURB","FURB","60405","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Farias, D.M.","2018","09","24","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3217","2018","07","24","Brasil","Santa Catarina","Antônio Carlos",NA,"-48.78","-27.54","-48.7800000","-27.5400000",NA,NA,"flor branca Habitat: interior da unidade amostral Habito: árvore","FURB60405","FURB60405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-09 14:46:35-03","FURB","FURB","66485","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Kassner-Filho, A.","2020","03","03","Kassner-Filho, A.","5636","2020","03","03","Brasil","Santa Catarina","Camboriú","Trilha do Pico da Pedra.","-48.6597222","-27.0766667","-48.6597222","-27.0766667","678","678","fruto maduro Habitat: topo de morro Habito: arbórea","FURB66485","FURB66485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-14 10:00:47-03","FURB","FURB","5110","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Grippa, CR","2008","02","05","Grippa, C.R.","87","2008","02","05","Brasil","Santa Catarina","Florianópolis","Ratones.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"FURB22836","FURB22836",NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"60","2021-03-16 17:54:05-03","UCS","HUCS","48557","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Gasper, A.L.","2010","09","20","Verdi, M.","4877","2010","06","08","Brasil","Santa Catarina","Paulo Lopes","Espraiado/Parque Estadual da Serra do Tabuleiro.","-48.78","-27.99","-48.78","-27.99","329","329","Florística IFFSC 199 (Arbórea); interior do fragmento",NA,NA,"Angiospermae","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-08-16 08:39:04-03","UTFPR","HCF","19111","S","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","M.L. Brotto",NA,NA,NA,"M. Augusto-Silva",NA,"2013","03","22","Brasil","PR","Tijucas do Sul","Resgate de Flora LT 230 kv Joinville","-48.987778","-25.850556","48°59'16 W","25°51'02 S",NA,NA,"Topo de morro. Árbórea de dossel com 14 m de altura, 12 m de PIM e 49 cm de CAP. Flores raras.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-08-16 08:39:04-03","UTFPR","HCF","16971","S","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","T.H. Aguiar","2011","04","18","H.H. Pires",NA,"2009","11","28","Brasil","PR","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"arvoreta; flores com estames brancos.",NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA
"63","2020-12-21 16:21:44-03","MBM","MBM","276877","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Mota, R.C.",NA,NA,NA,"Mota, R.C.; et al.; et al.","1640",NA,NA,NA,"Brazil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Ribeirão Ribeirão do Campo","-43.4249992370605","-19.0372009277344",NA,NA,NA,NA,NA,"MBM276877","MBM276877",NA,NA,NA,"Southern America",NA,"60318","auto",NA,NA,NA,NA,NA
"64","2020-12-21 16:21:44-03","MBM","MBM","151325","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Guimarães, D.; Hatschbach, M.; Guimarães, D.","56163",NA,NA,NA,"Brazil","Paraná","Antonina","Usina Hidrelétrica Parigot de Souza","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM151325","MBM151325",NA,NA,NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA,NA
"65","2020-12-21 16:21:44-03","MBM","MBM","22491","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","26323",NA,NA,NA,"Brazil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM022491","MBM022491",NA,NA,NA,"Southern America",NA,"55154","auto",NA,NA,NA,NA,NA
"66","2020-12-21 16:21:44-03","MBM","MBM","12279","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","20756","1969","01","15","Brazil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM012279","MBM012279",NA,NA,NA,"Southern America",NA,"55154","auto",NA,NA,NA,NA,NA
"67","2020-12-21 16:21:44-03","MBM","MBM","36883","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","6704","1960","01","31","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM036883","MBM036883",NA,NA,NA,"Southern America",NA,"41937","auto",NA,NA,NA,NA,NA
"68","2020-12-21 16:21:44-03","MBM","MBM","67969","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","43003","1980","05","02","Brazil","Paraná","Morretes","Estrada da Graciosa, Alto da Serra","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM067969","MBM067969",NA,NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA
"69","2020-12-21 16:21:44-03","MBM","MBM","36884","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Hatschbach, G.",NA,NA,NA,"Imaguire, N.","2142","1950","02","26","Brazil","Paraná","Morretes","Serra Marumbi, Picada Frontal","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM036884","MBM036884",NA,NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA
"70","2020-12-21 16:21:44-03","MBM","MBM","161204","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Roderjan, C.V.","1079","1992","10","22","Brazil","Paraná","Quatro Barras","Morro Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM161204","MBM161204",NA,NA,NA,"Southern America",NA,"17116","auto",NA,NA,NA,NA,NA
"71","2020-12-21 16:21:44-03","MBM","MBM","203724","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Sacaramuzza, CA de M",NA,NA,NA,"Souza, V.C.","4567","1993","10","30","Brazil","São Paulo","Itararé","Estrada Itararé - Bonsucesso","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"MBM203724","MBM203724",NA,NA,NA,"Southern America",NA,"27729","auto",NA,NA,NA,NA,NA
"72","2020-12-21 16:21:44-03","MBM","MBM","243772","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Pirani, J.R.",NA,NA,NA,"Menezes, N.L.; et al.; et al.","s.n.","1988","05","01","Brazil","Minas Gerais","Serra do Cipó","Estrada Belo Horizonte - Conceição do Mato Dentro",NA,NA,NA,NA,NA,NA,NA,"MBM243772","MBM243772",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:21:44-03","MBM","MBM","394933","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Ferreira, P.","2015","01","16","Silva, J.M.; Motta, J.T.; Motta, J.T.","8689","2014","11","28","Brazil","Paraná","Quatro Barras","Estrada da Graciosa, Rio do Corvo","-48.913056","-25.330556","-48.913056","-25.330556","893","893","Arbusto, 3m, flor alva.; Transição de Floresta Ombrófila Densa para Floresta Ombrófila Mista.","MBM394933","MBM394933",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:21:44-03","MBM","MBM","397552","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Brotto, M.L.",NA,NA,NA,"Augusto-Silva, M.","s.n.","2013","03","25","Brazil","Paraná","Tijucas do Sul","Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-48.987772","-25.850642","-48.987772","-25.850642",NA,NA,"Arbórea de dossel com 14m de altura, 12m de PIM e 49cm de CAP, flores raras.; Floresta Ombrófila Densa Montana. Topo de Morro.","MBM397552","MBM397552",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:21:44-03","MBM","MBM","427442","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Gasper, A.L.","2009","02",NA,"Verdi, M.; Souza, N.L.; Klemz, G.; Klettenberg, D.H.; Souza, N.L.; Klemz, G.; Klettenberg, D.H.","4877","2010","07","08","Brazil","Santa Catarina","Paulo Lopes","Parque Estadual da Serra do Tabuleiro, Espraiado","-48.78","-27.99","-48.78","-27.99","329","329","Arbórea.; Floresta Ombrófila Densa. Estágio médio. Interior do fragmento.","MBM427442",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:21:44-03","MBM","MBM","139","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Smith, S.F.; L.B.",NA,NA,NA,"Hatschbach, G.","13144",NA,NA,NA,"Brazil","Paraná","Morretes","Cabeceiras do Rio Arraial","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM000139","MBM000139",NA,NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA
"77","2020-12-21 16:21:44-03","MBM","MBM","167525","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Roderjan, C.V.","1125","1994","01","26","Brazil","Paraná","Quatro Barras","Morro Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM167525","MBM167525",NA,NA,NA,"Southern America",NA,"17116","auto",NA,NA,NA,NA,NA
"78","2020-12-21 16:21:44-03","MBM","MBM","167524","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Roderjan, C.V.","956","1992","02","04","Brazil","Paraná","Quatro Barras","Morro Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM167524","MBM167524",NA,NA,NA,"Southern America",NA,"17116","auto",NA,NA,NA,NA,NA
"79","2020-12-21 16:21:44-03","MBM","MBM","137976","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Roderjan, C.V.; et al.; et al.","766","1989","05","03","Brazil","Paraná","Quatro Barras","Serra da Baitaca","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM137976","MBM137976",NA,NA,NA,"Southern America",NA,"17116","auto",NA,NA,NA,NA,NA
"80","2020-12-21 16:21:44-03","MBM","MBM","22497","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","26747","1971","06","26","Brazil","Paraná","Sengés","Morro Pelado","-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,NA,"MBM022497","MBM022497",NA,NA,NA,"Southern America",NA,"55682","auto",NA,NA,NA,NA,NA
"81","2020-12-21 16:21:44-03","MBM","MBM","95757","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Cuatrecasas",NA,NA,NA,"Klein, R.M.; et al.; et al.","6479","1965","12","22","Brazil","Santa Catarina","Florianópolis","Canasvieiras, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"MBM095757","MBM095757",NA,NA,NA,"Southern America",NA,"27000","auto",NA,NA,NA,NA,NA
"82","2020-12-21 16:21:44-03","MBM","MBM","69340","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Custódio Filho, A.","558","1981","02","20","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"MBM069340","MBM069340",NA,NA,NA,"Southern America",NA,"37574","auto",NA,NA,NA,NA,NA
"83","2020-12-21 16:21:44-03","MBM","MBM","32066","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Carvalho, L.F.; Carvalho, L.F.","35534","1974","11","26","Brazil","Paraná","Morretes","Estrada da Graciosa, Vista Lacerda","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM032066","MBM032066",NA,NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA
"84","2020-12-21 16:21:44-03","MBM","MBM","267101","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Hatschbach, G.",NA,NA,NA,"Labiak, P.","1982","2001","12","08","Brazil","Paraná","Morretes","Morro Facãozinho","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM267101","MBM267101",NA,NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA
"85","2020-12-21 16:21:44-03","MBM","MBM","36885","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Imaguire, S.; Imaguire, S.","815","1947","12","27","Brazil","Paraná","Piraquara","Queimada, Morro Albino Souza","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM036885",NA,NA,NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA
"86","2020-12-21 16:21:44-03","MBM","MBM","51412","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Smith; Cuatrecasas",NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","10643","1961","01","19","Brazil","Santa Catarina","Garuva","Morro Crista","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,NA,"MBM051412","MBM051412",NA,NA,NA,"Southern America",NA,"22441","auto",NA,NA,NA,NA,NA
"87","2020-12-21 16:21:44-03","MBM","MBM","65535","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Mattos, J.",NA,NA,NA,"Handro, O.","s.n.","1935","11",NA,"Brazil","São Paulo","São Paulo","Estação Biológica","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"MBM065535","MBM065535",NA,NA,NA,"Southern America",NA,"53584","auto",NA,NA,NA,NA,NA
"88","2018-01-30 15:43:13-02","MNHN","RECOLNAT_MNHN_P","P05518597","PreservedSpecimen",NA,"Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Glaziou, A.",NA,"1869","5","27","Brasil","Rio de Janeiro",NA,"Sommet des Organes(Serra dos Órgãos).",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05518597' target='other'> <mi>dwc_moreinfo</mi></a>","P05518597","P05518597_01",NA,NA,NA,NA,"hb",NA,NA,"1154",NA,NA,NA,NA
"89","2015-09-05 09:15:41-03","MNHN","RECOLNAT_MNHN_P","P05518599","PreservedSpecimen",NA,"Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05518599' target='other'> <mi>dwc_moreinfo</mi></a>","P05518599","P05518599_01",NA,NA,NA,NA,"hb",NA,NA,"843",NA,NA,NA,NA
"90","2015-09-05 09:15:41-03","MNHN","RECOLNAT_MNHN_P","P05518601","PreservedSpecimen",NA,"Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Bernardi",NA,NA,NA,"Gardner",NA,NA,NA,NA,"Brésil",NA,NA,"Serra dos Orgaos",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05518601' target='other'> <mi>dwc_moreinfo</mi></a>","P05518601","P05518601_01 P05518601_02",NA,NA,NA,NA,"hb",NA,NA,"5722",NA,NA,NA,NA
"91","2015-09-05 09:15:41-03","MNHN","RECOLNAT_MNHN_P","P05518595","PreservedSpecimen",NA,"Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05518595' target='other'> <mi>dwc_moreinfo</mi></a>","P05518595","P05518595_01",NA,NA,NA,NA,"hb",NA,NA,"12026",NA,NA,NA,NA
"92","2015-09-05 09:15:42-03","MNHN","RECOLNAT_MNHN_P","P05518602","PreservedSpecimen",NA,"Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Goulart, C.",NA,"1889","1","22","Brasil","Rio de Janeiro",NA,"Serra dos Órgãos par Caxambú.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05518602' target='other'> <mi>dwc_moreinfo</mi></a>","P05518602","P05518602_01",NA,NA,NA,NA,"hb",NA,NA,"16083",NA,NA,NA,NA
"93","2015-09-05 09:15:42-03","MNHN","RECOLNAT_MNHN_P","P05518603","PreservedSpecimen",NA,"Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Glaziou, A.",NA,"1881","12","1","Brasil","Rio de Janeiro","Macaé",NA,"-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05518603' target='other'> <mi>dwc_moreinfo</mi></a>","P05518603","P05518603_01",NA,NA,NA,NA,"hb","47209","auto","14197",NA,NA,NA,NA
"94","2015-09-05 10:15:48-03","MNHN","RECOLNAT_MNHN_P","P05553212","PreservedSpecimen",NA,"Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Glaziou",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Haut de la Serra dos Órgãos.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05553212' target='other'> <mi>dwc_moreinfo</mi></a>","P05553212","P05553212_01",NA,NA,NA,NA,"hb","57442","auto","1154",NA,NA,NA,NA
"95","2016-05-31 17:03:18-03","MNHN","RECOLNAT_MNHN_P","P05518600","PreservedSpecimen",NA,"Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Dusén, P.",NA,"1914","1","1","Brasil","Paraná","Jaguariaíva","in silvula.","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05518600' target='other'> <mi>dwc_moreinfo</mi></a>","P05518600","P05518600_01",NA,NA,NA,NA,"hb","44368","auto","17 22",NA,NA,NA,NA
"96","2015-09-05 09:15:41-03","MNHN","RECOLNAT_MNHN_P","P05518596","PreservedSpecimen",NA,"Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Glaziou, A.",NA,"1873","1","21","Brasil","Rio de Janeiro","Itatiaia","Mont de l1Itatiaia.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05518596' target='other'> <mi>dwc_moreinfo</mi></a>","P05518596","P05518596_01",NA,NA,NA,NA,"hb","19648","auto","6552",NA,NA,NA,NA
"97","2020-12-11 11:34:53-03","UFMG","BHCB","200602","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,"2013",NA,NA,"Antar, GM; Scatena, VL; Sano, PT; Gonella, PM; Kubo, MT; Ferrari, RC","169","2013","06","19","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Prainha.","-43.894872","-21.709072","-43.894872","-21.709072","1360","1360","Arvoreta em fenda de rocha, ca. 1,2 m de altura. Folhas discolares com face abaxial mais clara.; Campo rupestre, próximo a curso dágua, solo arenoso.","BHCB200602","BHCB200602","Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-11 11:34:53-03","UFMG","BHCB","49053","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-11 11:34:53-03","UFMG","BHCB","75372","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Mota, RC da","1640","2002","10","11","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo.","-43.547222","-19.084167","-43.547222","-19.084167",NA,NA,"Planta coletada em borda de riacho; arvoreta; flores cremes, ovário avermelhado.",NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-11 11:34:53-03","UFMG","BHCB","76402","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Labiak, PH","1982","2001","12","08","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA
