"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","month","day","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","county","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","imagecode","order","individualCount","fieldNumber","class","typeStatus"
"51","2020-07-10 09:49:35-03","MBML","MBML-HERBARIO","18792",NA,"Plantae",NA,"Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","D. P. Costa/IX-2002","R.R. Vervloet; et al","973","2002",NA,"Brasil","Espírito Santo",NA,"Sobre barranco argiloso a margem da trilha.","MBML018792","09","18","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Santa Teresa","40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2014-09-24 18:05:06-03","MNHN","RECOLNAT_MNHN_PC","PC0741613","PreservedSpecimen",NA,NA,"Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Costa","Glaziou, A.",NA,"1869",NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0741613' target='other'> <mi>dwc_moreinfo</mi></a>","PC0741613","8","8","Serre des Orgues",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC0741613_01 PC0741613_02 PC0741613_03 PC0741613_04 PC0741613_05 PC0741613_06 PC0741613_07 PC0741613_08 PC0741613_09 PC0741613_10 PC0741613_11 PC0741613_12 PC0741613_13 PC0741613_14 PC0741613_15 PC0741613_16 PC0741613_17 PC0741613_18 PC0741613_19 PC0741613_20 PC0741613_21 PC0741613_22 PC0741613_23 PC0741613_24 PC0741613_25 PC0741613_26 PC0741613_27 PC0741613_28",NA,NA,"3538",NA,NA
"53","2015-11-06 17:22:03-02","MNHN","RECOLNAT_MNHN_PC","PC0741612","PreservedSpecimen",NA,NA,"Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Costa","Glaziou, A.",NA,NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0741612' target='other'> <mi>dwc_moreinfo</mi></a>","PC0741612",NA,NA,"s.l.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC0741612_01 PC0741612_02 PC0741612_03 PC0741612_04 PC0741612_05 PC0741612_06 PC0741612_07 PC0741612_08 PC0741612_09 PC0741612_10 PC0741612_11 PC0741612_12 PC0741612_13 PC0741612_14 PC0741612_15 PC0741612_16 PC0741612_17 PC0741612_18 PC0741612_19 PC0741612_20",NA,NA,"18697",NA,NA
"54","2020-12-16 16:04:23-03","MN","R-BRYOPHYTA","82969","PreservedSpecimen","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.",NA,"Ule, E.H.G.","508 [= 461]",NA,NA,"Brasil","Rio de Janeiro",NA,NA,"R000082969",NA,NA,NA,NA,NA,"2000",NA,NA,NA,"2000",NA,NA,NA,NA,NA,"R000082969_001","Jungermanniales",NA,NA,"Jungermanniopsida",NA
"55","2020-12-16 16:04:23-03","MN","R-BRYOPHYTA","215695","PreservedSpecimen","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Dias, M.S.","Brade, A.C.","s.n.",NA,NA,"Brasil","Rio de Janeiro",NA,"Bazzania falcata (Lindenb.) Trevis. - Lepidoziaceae","R000215695",NA,NA,"Serra dos Órgãos",NA,NA,"2000",NA,NA,NA,"2000","2017","06",NA,NA,NA,"R000215695_001 R000215695_002","Jungermanniales",NA,NA,"Jungermanniopsida",NA
"56","2020-12-16 16:04:23-03","MN","R-BRYOPHYTA","82825","PreservedSpecimen","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Dias, M.S.","Ule, E.H.G.","460",NA,NA,"Brasil","Rio de Janeiro",NA,"material desmembrado do R 14091 - Rhynchostegium microthamnioides Müll.Hal.","R000082825",NA,NA,NA,NA,NA,"1300",NA,NA,NA,"1300","2015","07",NA,NA,NA,NA,"Jungermanniales",NA,NA,"Jungermanniopsida",NA
"57","2020-12-16 16:04:23-03","MN","R-BRYOPHYTA","88400","PreservedSpecimen","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.",NA,"Ule, E.H.G.","507 [460]",NA,NA,"Brasil","Rio de Janeiro",NA,NA,"R000088400",NA,NA,NA,"-44.5633010864258","-22.4960994720459","2100","Itatiaia",NA,NA,"2100",NA,NA,"19648","auto",NA,NA,"Jungermanniales",NA,NA,"Jungermanniopsida",NA
"58","2020-04-23 15:06:27-03","MN","R-BRYOPHYTA","83969","PreservedSpecimen","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Dias, M.S. & Peralta, D.F.","Dusén, P.K.H.","367",NA,NA,"Brasil","Rio de Janeiro",NA,NA,"R000083969",NA,NA,"Retiro","-44.5633010864258","-22.4960994720459",NA,"Itatiaia",NA,NA,NA,"2014","11","19648","auto",NA,"R000083969_001","Jungermanniales",NA,NA,"Jungermanniopsida",NA
"59","2014-04-04 18:29:14-03","PNFM","IRAI","3889","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, D.F.","Machado, A.H.","017","2011",NA,"Brasil","Paraná",NA,"Epixílica. Floresta Ombrófila Mista","IRAI00003889","05","21","Campo Largo da Roseira","-49.209083","-25.673833","910","São José dos Pinhais","-49.209083","-25.673833","910","2011","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-07-23 12:23:50-03","CEPLAC","CEPEC","67817","PreservedSpecimen","Plantae",NA,"Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa",NA,"Sem Informação","D. J. N. Hind","50098","1992",NA,"Brasil","Bahia",NA,NA,NA,"01","18","Campo de Ouro Fino (baixo).","-41.9","13.25",NA,"ABAÍRA","41W54'","13N15'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-05-19 18:50:24-03","UNESP-IBILCE","SJRP-BRYOPHYTA","5934","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","D.F. Peralta","P.G. Windisch","5908","1991","América do Sul","Brasil","Minas Gerais",NA,"DUPLICATAS: SP, HUEFS; Região de mata latifoliada úmida de baixo porte.",NA,"01","13","Vila Monte Verde (Sera da Mantiqueira), trilha para o plateau","-46.1446990966797","-22.7553005218506",NA,"Camanducaia","45°55'","22°48'",NA,"2016","05","22140","auto",NA,NA,"Jungermanniales",NA,NA,"Jungermanniopsida",NA
"62","2020-05-17 19:37:36-03","UNESP-IBILCE","SJRP-BRYOPHYTA","22373","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","D.F. Peralta","D.F. Peralta","380","1999","América do Sul","Brasil","Paraná",NA,"Interior da mata pluvial atlântica, epífita sobre galhos finos.",NA,"08","21","Proximidades da Serra da Graciosa.","-48.834400177002","-25.476900100708",NA,"Morretes",NA,NA,NA,"2016","05","30514","auto",NA,NA,"Jungermanniales",NA,NA,"Jungermanniopsida",NA
"63","2020-05-19 18:50:24-03","UNESP-IBILCE","SJRP-BRYOPHYTA","21959","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","D.F. Peralta","D.F. Peralta","198","1999","América do Sul","Brasil","São Paulo",NA,"DUPLICATAS: SP; Mata de altitude, ambiente úmido. Encontrado no interior da mata, epífita sobre galhos de árvore",NA,"04","16","Estrada para São José dos Alpes, Serra da Mantiqueira.","-45.5900001525879","-22.7299995422363",NA,"Campos do Jordão","45°55'","22°45'",NA,"2016","05","21048","auto",NA,NA,"Jungermanniales",NA,NA,"Jungermanniopsida",NA
"64","2020-05-17 19:37:36-03","UNESP-IBILCE","SJRP-BRYOPHYTA","25373","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","D.F. Peralta","F.R. Nonato, P.G. Windisch","393","1997","América do Sul","Brasil","São Paulo",NA,"Mata de encosta úmida. Epífita, sobre tronco em decomposição, ao longo da trilha.",NA,"07","13","Rodovia SP-171 Cunha-Parati, Pedra da Marcela (Torre de transmissão de Furnas), ca 1700 m alt.","-44.9599990844727","-23.0699996948242",NA,"Cunha","44°51'","23°10'",NA,"2016","05","38855","auto",NA,NA,"Jungermanniales",NA,NA,"Jungermanniopsida",NA
"65","2019-11-13 16:04:20-03","UNISANTA","HUSC","13023","PreservedSpecimen","Plantae",NA,"Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","R.X.A. Prudêncio","R.X.A. Prudêncio","523",NA,NA,"Brasil","São Paulo",NA,"+ Taxilejeunea serpillifolioides (Raddi) D.P. Costa; Sobre tronco vivo",NA,NA,NA,"Parque Estadual da Serra do Mar Núcleo Itutinga-Pilões, Trilha escondida próximo à Vila de Paranapiacaba, Vale do Quilombo","-46.297222","-23.793611","830","Santos","-46.297222","-23.793611","980","2017","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-01 15:12:38-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Yano, O; et al.","19043","1993","Southern America","Brasil","Minas Gerais",NA,"No barranco úmido da estrada",NA,"05","01","Parque Nacional do Itatiaia","-44.5212","-22.1702",NA,"Itamonte","-44.5212","-22.1702",NA,"2016","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-02-08 12:50:35-03","UFRGS","ICN","036808","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Vianna, EC","3808","1967","América do Sul","Brasil","RJ",NA,NA,NA,"02","03","Picada Barbosa Rodrigues","-44.5633010864258","-22.4960994720459",NA,"Itatiaia",NA,NA,NA,"2015","06","19648","auto",NA,NA,NA,NA,NA,NA,NA
"68","2021-02-08 12:50:35-03","UFRGS","ICN","036802","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Vianna, EC","3802","1967","América do Sul","Brasil","RJ",NA,NA,NA,"02","03","Picada Barbosa Rodrigues","-44.5633010864258","-22.4960994720459",NA,"Itatiaia",NA,NA,NA,"2015","06","19648","auto",NA,NA,NA,NA,NA,NA,NA
"69","2021-02-08 12:50:35-03","UFRGS","ICN","036908","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Vianna, EC","3908","1967","América do Sul","Brasil","RJ",NA,NA,NA,"02","03","Picada Barbosa Rodrigues","-44.5633010864258","-22.4960994720459",NA,"Itatiaia",NA,NA,NA,"2015","06","19648","auto",NA,NA,NA,NA,NA,NA,NA
"70","2021-02-08 12:50:35-03","UFRGS","ICN","011022","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Vianna, EC","1022","1969","América do Sul","Brasil","RS",NA,NA,NA,"12","19",NA,"-51.5191993713379","-29.1714000701904",NA,"Bento Gonçalves",NA,NA,NA,"2015","06","21248","auto",NA,NA,NA,NA,NA,NA,NA
"71","2021-02-08 12:50:35-03","UFRGS","ICN","039310","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1375","1982","América do Sul","Brasil","RS",NA,"egifito",NA,"04","11","Aparados da Serra","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"72","2021-02-08 12:50:35-03","UFRGS","ICN","039058","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1271","1982","América do Sul","Brasil","RS",NA,NA,NA,"03","26","Arroio Camiza","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"73","2021-02-08 12:50:35-03","UFRGS","ICN","039064","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1327","1982","América do Sul","Brasil","RS",NA,"interior do mato, epifito",NA,"04","11","Fortaleza dos Aparados","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"74","2021-02-08 12:50:35-03","UFRGS","ICN","039059","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1346","1982","América do Sul","Brasil","RS",NA,"interior do Perau, em rocha",NA,"04","10","Fortaleza dos Aparados","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"75","2021-02-08 12:50:35-03","UFRGS","ICN","038931","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1363","1982","América do Sul","Brasil","RS",NA,"Epifito, interior de mato",NA,"04","11","Fortaleza dos Aparados","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"76","2021-02-08 12:50:35-03","UFRGS","ICN","037727","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","908","1981","América do Sul","Brasil","RS",NA,"sobre tronco de árvore, no mato",NA,"09","18","Fortaleza dos Aparados","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"77","2021-02-08 12:50:35-03","UFRGS","ICN","039309","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1351","1982","América do Sul","Brasil","RS",NA,"Interior do Perau, epifito",NA,"04","10","Fortaleza dos Aparados","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"78","2021-02-08 12:50:35-03","UFRGS","ICN","037745","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","914","1981","América do Sul","Brasil","RS",NA,"sobre tronco de árvore",NA,"09","18","Fortaleza dos Aparados","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"79","2021-02-08 12:50:35-03","UFRGS","ICN","037746","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","915","1981","América do Sul","Brasil","RS",NA,"Sobre tronco de árvore",NA,"09","18","Fortaleza dos Aparados","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"80","2021-02-08 12:50:35-03","UFRGS","ICN","038191","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","671","1981","América do Sul","Brasil","RS",NA,"Mato do Pinheirão",NA,"05","17","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"81","2021-02-08 12:50:35-03","UFRGS","ICN","038198","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","2151","1982","América do Sul","Brasil","RS",NA,"epifito",NA,"11","28","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"82","2021-02-08 12:50:35-03","UFRGS","ICN","038212","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","551","1981","América do Sul","Brasil","RS",NA,NA,NA,"05","02","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"83","2021-02-08 12:50:35-03","UFRGS","ICN","038215","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1618","1982","América do Sul","Brasil","RS",NA,"epifito",NA,"09","08","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"84","2021-02-08 12:50:35-03","UFRGS","ICN","038218","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1864","1982","América do Sul","Brasil","RS",NA,"epifito",NA,"09","08","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"85","2021-02-08 12:50:35-03","UFRGS","ICN","038227","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1758","1982","América do Sul","Brasil","RS",NA,"Epifito",NA,"09","06","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"86","2021-02-08 12:50:35-03","UFRGS","ICN","036227","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Vianna, EC","3227","1976","América do Sul","Brasil","RS",NA,NA,NA,"10","03","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"87","2021-02-08 12:50:35-03","UFRGS","ICN","012318","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Vianna, EC","2318","1971","América do Sul","Brasil","RS",NA,"sobre tronco de arvore, em mato umido",NA,"12","03","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"88","2021-02-08 12:50:35-03","UFRGS","ICN","011558","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Baptista, LRM","s.n.","1971","América do Sul","Brasil","RS",NA,"sobre tronco em mato, lugar úmido",NA,"12","09","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"89","2021-02-08 12:50:35-03","UFRGS","ICN","036246","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Vianna, EC","3246","1976","América do Sul","Brasil","RS",NA,NA,NA,"10","03","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"90","2021-02-08 12:50:35-03","UFRGS","ICN","038064","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","3606","1982","América do Sul","Brasil","RS",NA,"epifito",NA,"11","27","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"91","2021-02-08 12:50:35-03","UFRGS","ICN","038588","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","2404","1983","América do Sul","Brasil","RS",NA,"Corticola",NA,"02","08","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"92","2021-02-08 12:50:35-03","UFRGS","ICN","038657","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1845","1982","América do Sul","Brasil","RS",NA,"Epifito",NA,"09","07","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"93","2021-02-08 12:50:35-03","UFRGS","ICN","038228","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1759","1982","América do Sul","Brasil","RS",NA,"Epifito",NA,"09","06","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"94","2021-02-08 12:50:35-03","UFRGS","ICN","038322","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","2310","1983","América do Sul","Brasil","RS",NA,"Corticola",NA,"02","08","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"95","2021-02-08 12:50:35-03","UFRGS","ICN","038724","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1494","1982","América do Sul","Brasil","RS",NA,"Epifito",NA,"04","20","Itaimbézinho, matinho à direita da estrada Cambará-Praia Grande, via faxinal","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"96","2021-02-08 12:50:35-03","UFRGS","ICN","038457","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, R","1473","1982","América do Sul","Brasil","RS",NA,"Epífito.",NA,"04","20","Itaimbezinho, mato à direita da casa do Sr. Marçal","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"97","2021-02-08 12:50:35-03","UFRGS","ICN","038396","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","1457","1982","América do Sul","Brasil","RS",NA,"Epifito",NA,"04","20","Itaimbézinho, mato à direita da casa do Sr. Marçal","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"98","2021-02-08 12:50:35-03","UFRGS","ICN","038207","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","672","1981","América do Sul","Brasil","RS",NA,NA,NA,"05","17","Itaimbezinho, mato a esquerda da estrada que vai ao Hotel","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"99","2021-02-08 12:50:35-03","UFRGS","ICN","036193","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Vianna, EC","3139","1976","América do Sul","Brasil","RS",NA,NA,NA,"10","03","Itambézinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"100","2021-02-08 12:50:35-03","UFRGS","ICN","036181","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Vianna, EC","3181","1976","América do Sul","Brasil","RS",NA,NA,NA,"10","03","Itambézinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"101","2021-02-08 12:50:35-03","UFRGS","ICN","036197","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Vianna, EC","3197","1976","América do Sul","Brasil","RS",NA,NA,NA,"10","03","Itambézinho","-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"2015","06","30776","auto",NA,NA,NA,NA,NA,NA,NA
"102","2021-02-08 12:50:35-03","UFRGS","ICN","012477","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Vianna, EC","2477","1967","América do Sul","Brasil","RJ",NA,NA,NA,"02","03",NA,"-44.5633010864258","-22.4960994720459",NA,"Itatiaia",NA,NA,NA,"2015","06","19648","auto",NA,NA,NA,NA,NA,NA,NA
"103","2021-02-08 12:50:35-03","UFRGS","ICN","011683","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Sehnem, A","1014","1942","América do Sul","Brasil","RS",NA,"alt. 1100m",NA,"01","14",NA,"-50.4166984558105","-28.6678009033203",NA,"Bom Jesus",NA,NA,NA,"2015","06","55856","auto",NA,NA,NA,NA,NA,NA,NA
"104","2021-02-08 12:50:35-03","UFRGS","ICN","037737","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","941","1981","América do Sul","Brasil","RS",NA,"barranco rochoso, junto a cascatinha, a beira da estrada",NA,"09","19","São José dos Ausentes","-50.4166984558105","-28.6678009033203",NA,"Bom Jesus",NA,NA,NA,"2015","06","55856","auto",NA,NA,NA,NA,NA,NA,NA
"105","2021-02-08 12:50:35-03","UFRGS","ICN","058387","S","Plantae","Marchantiophyta","Trichocoleaceae","Trichocolea","brevifissa","Trichocolea brevifissa","Steph.","Peralta, DF","Bueno, RM","3551","1983","América do Sul","Brasil","RS",NA,NA,NA,"10","29","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"Bom Jesus",NA,NA,NA,"2015","06","55856","auto",NA,NA,NA,NA,NA,NA,NA
