"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","recordNumber","locality","preparationType","minimumElevationInMeters","maximumElevationInMeters","continentOcean"
"14","2020-07-10 09:48:36-03","MBML","MBML-HERBARIO","51232",NA,"Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","J. Frost ex Hook.","A.P. Fontana/04-04-2006",NA,NA,NA,"A. P. Fontana","2003","10","16","Brasil","Espírito Santo","Santa Leopoldina","-40.621944","-20.13","40W37'19","20S7'48","MBML051232",NA,"Humícola. Flores amarelas com pintas lilás.",NA,NA,NA,"2059","Rio das Farinhas",NA,"535","535",NA
"15","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Frost ex Hook.",NA,NA,NA,NA,"Warszewicz, JRR von",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,"Floret Januario",NA,NA,NA,"s.n.","Etiam in Peruvia orientali",NA,NA,NA,"Southern America"
"16","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Frost ex Hook.",NA,NA,NA,NA,"Comm. Geogr.Geol. S. Paulo",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3259?","in prov. S. Paulo",NA,NA,NA,"Southern America"
"17","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Frost ex Hook.",NA,NA,NA,NA,"Warszewicz, JRR von",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,"Floret Januario",NA,NA,NA,"s.n.","Etiam in Peruvia orientali",NA,NA,NA,"Southern America"
"18","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Frost ex Hook.",NA,NA,NA,NA,"Comm. Geogr.Geol. S. Paulo",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3259","in prov. S. Paulo",NA,NA,NA,"Southern America"
"19","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Frost ex Hook.",NA,NA,NA,NA,"Loddiges, CL",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Habitat in Brasilia loco accurato haud indicato",NA,NA,NA,"Southern America"
"20","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Frost ex Hook.",NA,NA,NA,NA,"Gaudichaud Beaupré, C",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","in prov. Rio de Janeiro",NA,NA,NA,"Southern America"
"21","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Frost ex Hook.",NA,NA,NA,NA,"Loddiges, CL",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Habitat in Brasilia loco accurato haud indicato",NA,NA,NA,"Southern America"
"22","2017-09-11 17:12:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Frost ex Hook.",NA,NA,NA,NA,"Gaudichaud Beaupré, C",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","in prov. Rio de Janeiro",NA,NA,NA,"Southern America"
"23","2021-02-08 12:52:22-03","UFRGS","ICN","015085","S","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Fiort.","Dutra",NA,NA,NA,"Dutra, J",NA,NA,NA,"Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"ICN00041222",NA,"Espécie ameaçada de extinção (Em perigo).; Mato úmido.","20837","auto","Monocotyledon","1085",NA,NA,NA,NA,"América do Sul"
"24","2021-02-08 12:52:22-03","UFRGS","ICN","014985","S","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Fiort.",NA,NA,NA,NA,"Dutra, J",NA,NA,NA,"Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"ICN00041219",NA,"ameaçada de extinção; mato úmido","20837","auto","Monocotyledon","985",NA,NA,NA,NA,"América do Sul"
"25","2019-11-21 10:13:51-03","IBt","SP","344285","S","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","J.Frost ex Hook.","Pinheiro, F","2000","11",NA,"Neto, G",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Praia de Guaratuba. Cultivada no Orquidário do Instituto de Botânica do estado de São Paulo sob nº 10240, floresceu em I.2000",NA,NA,NA,NA
"26","2019-11-21 10:13:51-03","IBt","SP","9545","S","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","J.Frost ex Hook.","Hoehne, FC",NA,NA,NA,"s.col.","1924","02","05","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Litoral do Estado de São Paulo. Cultivada em Santos, pelo Sr. Procopio e enviada para identificação pelo Sr. Pedro de Mello",NA,NA,NA,NA
"27","2019-11-21 10:13:51-03","IBt","SP","38977","S","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","J.Frost ex Hook.","Dodson, CH","1965",NA,NA,"Gehrt, A","1936","01","09","Brasil","São Paulo","Guarujá","-46.25","-23.9899997711182",NA,NA,NA,NA,NA,"18989","auto",NA,"s.n.","Ilha de Santo Amaro. Cultivada em São Paulo (Pinheiros)",NA,NA,NA,NA
"28","2019-11-21 10:13:51-03","IBt","SP","344286","S","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","J.Frost ex Hook.","Pinheiro, F","2000","11",NA,"Brolio, P",NA,NA,NA,"Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"55628","auto",NA,"1963A","Praia da Juréia. Local do bambu. Cultivada no Orquidário do Instituto de Botânica do estado de São Paulo sob nº 3812, floresceu em II.2000",NA,NA,NA,NA
