"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","recordNumber","locality","preparationType","minimumElevationInMeters","maximumElevationInMeters","continentOcean"
"1","2021-04-05 14:33:50-03","UNESC","CRI","4728","PreservedSpecimen","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Frost ex Hook.","Jorge Waechter","1996","08","09","Vanilde Citadini-Zanette; J. C. Caetano","1996","01","24","Brasil","Santa Catarina","Governador Celso Ramos","-48.556944","-27.315833","48º33'25''W","27º18'57''S","CRI005981","CRI005981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-11-13 09:20:35-03","UFRJ","RFA","4186","PreservedSpecimen","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Frost ex Hook.","P. Occhioni","1943",NA,NA,"P. Occhioni","1943",NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,"RFA31887",NA,"fotografia da coleção do Sr. Pedro Occhioni Habito: epífita",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-31 13:41:19-03","MN","R","35823","PreservedSpecimen","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Frost ex Hook.",NA,NA,NA,NA,"Brade, A.C.","1929","12","31","Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA
"4","2016-07-05 11:14:20-03","FFCLRP","LBMBP","166","S","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Frost ex W. Hook.","E.R. Pansarin",NA,NA,NA,"E.R. Pansarin",NA,NA,NA,"Brasil","São Paulo","Ubatuba","-45.066667","-23.433333","45°04'W","23°26'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2016-07-05 11:14:20-03","FFCLRP","LBMBP","167","S","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Frost ex W. Hook.","E.R. Pansarin",NA,NA,NA,"E.R. Pansarin",NA,NA,NA,"Brasil","São Paulo","Ubatuba","-45.066667","-23.433333","45°04'W","23°26'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2016-07-05 11:14:20-03","FFCLRP","LBMBP","186","S","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Frost ex W. Hook.","E.R. Pansarin",NA,NA,NA,"E.R. Pansarin",NA,NA,NA,"Brasil","São Paulo","Ubatuba","-45.066667","-23.433333","45°04'W","23°26'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2016-07-05 11:14:20-03","FFCLRP","LBMBP","229","S","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Frost ex W. Hook.","E.R. Pansarin",NA,NA,NA,"E.R. Pansarin",NA,NA,NA,"Brasil","São Paulo","Ubatuba","-45.066667","-23.433333","45°04'W","23°26'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2016-07-05 11:14:20-03","FFCLRP","LBMBP","230","S","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Frost ex W. Hook.","E.R. Pansarin",NA,NA,NA,"E.R. Pansarin",NA,NA,NA,"Brasil","São Paulo","Ubatuba","-45.066667","-23.433333","45°04'W","23°26'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-08-20 10:01:02-03","UNICAMP","UEC","116126","S","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Frost ex W.Hook.","Pansarin, ER","2000","10",NA,"Pansarin, ER","2000","02","02","Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"UEC027033","UEC027033",NA,"34265","auto","Liliopsida","710","Picinguaba",NA,NA,NA,NA
"10","2019-08-20 10:01:02-03","UNICAMP","UEC","140089","S","Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Frost ex W.Hook.","Singer, RB",NA,NA,NA,"Singer, RB",NA,NA,NA,"Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"UEC027036","UEC027036","Data de floração: III/99.","34265","auto","Liliopsida","s.n.","Picinguaba",NA,NA,NA,NA
"11","2017-12-22 15:35:25-02","MNHN","RECOLNAT_MNHN_P","P00449189","PreservedSpecimen",NA,"Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Frost ex W.Hook.","Dodson",NA,NA,NA,"Mereur, M.","1926",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"P00449189","P00449189_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00449189' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Brésil : Itatiaya","hb",NA,NA,NA
"12","2015-09-04 13:10:21-03","MNHN","RECOLNAT_MNHN_P","P00449193","PreservedSpecimen",NA,"Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Frost ex W.Hook.",NA,NA,NA,NA,"Dusén, P.","1910","2","24","Brésil",NA,NA,NA,NA,NA,NA,"P00449193","P00449193_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00449193' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Parana : Imbugnassu","hb",NA,NA,NA
"13","2020-07-10 09:48:36-03","MBML","MBML-HERBARIO","18895",NA,"Plantae","Orchidaceae","Stanhopea","insignis","Stanhopea insignis","Frost ex Hook","A.P.Fontana/05-09-2001",NA,NA,NA,"A. P. Fontana; et al","2001","02","24","Brasil","Espírito Santo","Santa Teresa","-40.681389","-19.805556","40W40'53","19S48'20","MBML018895","MBML018895","Terrestre. Unifoliada, folhas verdes (0,10 x 0,70 cm). Infl. Da base do pseudobulbo, branca amarelada c/ micros pilos marrons, brácteas infl. Amarronsadas; flores c/sépalas e pétalas amarelas esbranquiçadas c/ máculas vermelhas (no int",NA,NA,NA,"103","São João de Petrópolis, E.A.F.S.T.",NA,NA,NA,NA
