"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","month","day","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"53","2019-11-01 15:28:08-03","PUC-RIO","FCAB","6462","PreservedSpecimen","Plantae",NA,"Angiospermae","Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.","Solórzano, A.; Oliveira, R.R.","R.R. Oliveira; Solórzano, A.","2469","2003",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Maciço da Pedra Branca, Floresta do Camorim., Serra do Macaco, bacia do Rio Caçambe.","-43.2075004577637","-22.9027996063232",NA,"Em floresta secundária localizada no divisor de drenagem. Indivíduo com DAP de 8cm, altura de 6m. Pouco frequente.","006462",NA,"01","09","57442","310","310","auto","2003","10",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-01 15:28:08-03","PUC-RIO","FCAB","6231","PreservedSpecimen","Plantae",NA,"Angiospermae","Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.","H.C. Lima","R.R. Oliveira","2458","1999",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Maciço da Pedra Branca. Floresta do Camorim","-43.2075004577637","-22.9027996063232",NA,"Obs:Próximo à cachoeira Véu da Noiva. Em Floresta de encosta em avançado estágio sucessional.&nf;&nf;Árvore de aproximadamente 34m de altura, com diâmetro a altura do peito de 0,60m. Tronco apresentando casca com estrias rasas, longitudinais","006231",NA,"12","07","57442",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-06-01 13:44:15-03","MNHN","RECOLNAT_MNHN_P","P00393407","PreservedSpecimen",NA,NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.",NA,"Guillemin",NA,NA,NA,"Brésil",NA,NA,"s.loc.",NA,NA,"xy","Cat. des bois : B 917 / Catalogue : ancienne marque de récolement ; mention en marge : 2003 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00393407' target='other'> <mi>dwc_moreinfo</mi></a>","P00393407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26",NA,NA
"56","2015-06-01 13:44:15-03","MNHN","RECOLNAT_MNHN_P","P00397036","PreservedSpecimen",NA,NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.",NA,"Guillemin",NA,NA,NA,"Brésil",NA,NA,"s.loc.",NA,NA,"xy","Numéro sur le bois ou l'étiquette : 917 bis [E] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00397036' target='other'> <mi>dwc_moreinfo</mi></a>","P00397036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2012-07-02 18:48:07-03","MNHN","RECOLNAT_MNHN_P","P00401624","PreservedSpecimen",NA,NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.",NA,"Guillemin",NA,NA,NA,"Brésil",NA,NA,"s.loc.",NA,NA,"xy","Numéro sur le bois ou l'étiquette : 917 [2] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00401624' target='other'> <mi>dwc_moreinfo</mi></a>","P00401624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2016-03-09 17:11:53-03","MNHN","RECOLNAT_MNHN_P","P00842806","PreservedSpecimen",NA,NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.",NA,"Nadeaud",NA,"1862",NA,"Brasil",NA,NA,"Sta. Thereza",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00842806' target='other'> <mi>dwc_moreinfo</mi></a>","P00842806","P00842806_01","6","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2016-03-09 17:11:52-03","MNHN","RECOLNAT_MNHN_P","P00842807","PreservedSpecimen",NA,NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.",NA,"Riedel",NA,"1870",NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00842807' target='other'> <mi>dwc_moreinfo</mi></a>","P00842807","P00842807_01","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24",NA,NA
"60","2015-11-07 02:38:34-02","MNHN","RECOLNAT_MNHN_P","P01901251","PreservedSpecimen",NA,NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","Alwan & Stace","[Martius], C.F. von",NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901251' target='other'> <mi>dwc_moreinfo</mi></a>","P01901251","P01901251_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"453",NA,NA
"61","2020-12-11 11:34:40-03","UFMG","BHCB","84595","PreservedSpecimen","Plantae","Dicotyledon",NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.",NA,"Melo, E; França, F","3196","1999","Southern America","Brasil","Bahia","Jaguaquara","Área do EBDA, Ca. 6 km W do entroncamento da BR 116","-40.113889","-13.526389",NA,"Árvore, ca. 9 metros. Ramos pendentes. Folhas coriáceas discolores. Frutos imaturos verde-claros; Mata de cipó antropizada","BHCB039241",NA,"12","05",NA,"780","780",NA,"2019","10","17","-40.113889","-13.526389",NA,NA,NA,NA,NA
"62","2011-11-04 14:42:00-02","MO","MOBOT","100426068","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","C.A. Stace","W. Wayt Thomas|et al.","Thomas 14275","2004","South America","Brazil","Bahia","Guaratinga","Forest to the south of Pedra Cruzeiro do Sul, 8.7 km SE of São João deo Sul (first on road to Cabeceira do Sul and then on fazenda road that goes around east side of Pedia Cruzeiro do Sul).","-39.9136111","-16.5986111",NA,NA,NA,NA,"9","25",NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"63","2019-02-19 04:30:00-03","MO","MOBOT","3179054","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","A.A. Alwan & c.A. Stace","C.F.P. Martius","Martius 453","1817","South America","Brazil",NA,NA,"Harbor Florae.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"64","2018-09-19 13:54:00-03","MO","MOBOT","3179055","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","C.A.Stace (LTR)","Ynés Mexia","Mexia 5348","1930","South America","Brazil","Minas Gerais",NA,"At gate of eastern boundary; on overgrowwn slope in remnant of woods.",NA,NA,NA,NA,NA,NA,"11","24",NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"65","2020-08-31 09:06:02-03","INPA","INPA","220412","S","Plantae","Dicotyledon Com-Clade","Myrtales","Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.","Stace, CA","Oliveira, RP de","773","2002","Southern America","Brasil","Bahia","Maracás","EBDA.","-41.088889","-13.526944",NA,NA,"INPA0220412","INPA0220412 INPA0220412_e","04","23",NA,"748","748",NA,"2002","11",NA,"-41.088889","-13.526944",NA,NA,NA,NA,NA
"66","2020-06-15 15:30:01-03","UNESP-RC","HRCB","60345","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","Assis, M.A.","Assis, M.A.","s.n.","2009",NA,"Brasil","São Paulo","Ubatuba","Núcleo Picinguaba, localizada ao longo da trilha do Corisco, sertão da Casa da Farinha","-44.835556","-23.336944",NA,"Parcela B Biota Gradiente Funcional, indivíduo nº 1097",NA,NA,"08","06",NA,"33","33",NA,NA,NA,NA,"44º 50'08W","23º20'13S",NA,NA,NA,NA,NA
"67","2020-06-15 15:30:01-03","UNESP-RC","HRCB","40014","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.",NA,"Melo, E. de","3196","1999",NA,"Brasil","Bahia","Jaguaquara","Área do EBDA, ca. 6 km W do entrocamento da BR 116","-40.113889","-13.526389",NA,"Árvore, ca. 9m. Ramos pendentes. Folhas coriáceas discolores. Frutos imaturos verde-claros",NA,NA,"12","05",NA,"780","780",NA,NA,NA,NA,"40º6'50W","13º31'35S",NA,NA,NA,NA,NA
"68","2018-10-09 16:31:10-03","UFLA","ESAL","12806","S","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC",NA,"?","s.n.",NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,"árvore; 6.0; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"69","2021-02-04 10:27:05-03","UFRPE","HST","11498","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.","C.Stace","E. de Melo; F.França","3196","1999",NA,"Brasil","Bahia","Jaguaquara","área do EBDA, ca. 6 Km W do entroncamento da BR 116","-40.113889","-13.526389",NA,"Árvore ca. 9 m alt.; ramos pendentes; folhas coriáceas discolores; frutos imaturos verdes-claros.","HST011498",NA,"12","05",NA,"170","170",NA,NA,NA,NA,"40W6'50''","13S31'35''",NA,NA,NA,NA,NA
"70","2021-02-09 10:12:29-03","UENF","HUENF","6428","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis",NA,"Souza, T.P.","Nascimento, M.T.; Dan, M.L.; Ribeiro, A.C.C.","867","2007",NA,"Brasil","Rio de Janeiro","São José de Ubá","Fazenda Prosperidade","-42.033056","-21.411667",NA,NA,"HUENF00006431",NA,"11","29",NA,"256","256",NA,"2015","04","26","42º1'59''W","21º24'42''S",NA,NA,NA,NA,NA
"71","2021-02-09 10:12:29-03","UENF","HUENF","1315","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.",NA,"Moreno, M.R.; Nascimento, M.T.","92","1997",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Imbé","-41.796944","-21.846944",NA,"Igual ao 30","HUENF00001317",NA,"10","29",NA,"38","38",NA,NA,NA,NA,"41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA
"72","2021-02-25 10:12:58-03","CVRD","CVRD","3115","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.","C. A. Stace","Souza, V.D.","42","1991","América do Sul","BRASIL","ES","Domingos Martins","Próx. ao Cór. do Cavalo. Sentido Domingo Martins à Venda Nova. 30m da BR.","-40.6591987609863","-20.3633003234863",NA,"Projeto coleta de sementes. <ll>dwc_commonname:</ll> Capitão martins","CVRD003115",NA,"03","19","48150",NA,NA,"auto","2002","02","05",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"73","2020-09-12 05:00:02-03","US","US","USw2412","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.",NA,"H. N. Whitford","s.n.",NA,"South America - Neotropics","Venezuela","Mérida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"74","2020-09-12 05:00:02-03","US","US","1592557","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.",NA,"Y. Mexia","5348","1930","South America - Neotropics","Brazil","Minas Gerais","Viçosa","Agricultural college lands","-42.8819007873535","-20.7539005279541",NA,NA,"US01891245","US01891245_01 US01891245_02","11","24","13937","700",NA,"auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"75","2020-09-12 05:00:02-03","US","US","2780093","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.",NA,"F. C. Hoehne","s.n.","1934","South America - Neotropics","Brazil","São Paulo","São Paulo","Nativa no Parque do estado e Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,"US01891244","US01891244_01 US01891244_02","10","18","53584",NA,NA,"auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"76","2020-09-12 05:00:02-03","US","US","56415","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.",NA,"L. Riedel","s.n.",NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01891246","US01891246_01 US01891246_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"77","2020-09-12 05:00:02-03","US","US","USw19448","PreservedSpecimen","Plantae",NA,"Myrtales","Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.",NA,"N. Higgins","613",NA,"South America - Neotropics","Brazil","Bahia",NA,"North of Esplanda city on road to Jaquera.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"78","2019-11-13 11:18:02-03","USP","SPF","174668","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","Anônimo","Oliveira, RP","773","2002",NA,"Brasil","Bahia","Maracás",NA,"-40.114444","-13.526944",NA,NA,"SPF00174668",NA,"04","23",NA,"748","748",NA,NA,NA,NA,"-40.114444","-13.526944",NA,NA,NA,NA,NA
"79","2019-10-07 09:33:48-03","UEFS","HUEFS","188678","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.",NA,"Matos, E.N.de","2609","2011",NA,"Brasil","Bahia","Maraú","Saleiro, Cassange","-38.962222","-14.013611",NA,"Restinga. Floresta.","HUEFS0188678","HUEFS0188678","10","10",NA,NA,NA,NA,NA,NA,NA,"38W57'44''","14S0'49''","Rosanae",NA,NA,NA,NA
"80","2019-10-07 09:33:48-03","UEFS","HUEFS","42541","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","C.Stace","Melo, E.","3196","1999",NA,"Brasil","Bahia","Jaguaquara","Área do EBDA, ca. 6 km W do entroncamento da BR 116.","-40.113889","-13.526389",NA,"Mata de cipó antropizada.","HUEFS0042541","HUEFS0042541","12","05",NA,"780","780",NA,"2002","11",NA,"40W6'50''","13S31'35''","Rosanae",NA,NA,NA,NA
"81","2019-09-04 19:17:54-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Terminalia","grandialata","Terminalia grandialata",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA,NA
"82","2019-09-04 18:58:09-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis",NA,NA,"G. Raddi",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA,NA
"83","2019-06-11 12:37:53-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis",NA,"RRC ID Flag","Y. Mexía","5348","1930","South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,"11","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"5348",NA,NA
"84","2015-03-07 08:42:02-03","F","FMNH-SEEDPLANTS","V0188959F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0188959F","V0188959F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"85","2019-12-03 15:03:22-03","F","FMNH-SEEDPLANTS","V0510053F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis",NA,"A. A. Alwan","Y. Mexía","5348","1930","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0510053F",NA,"11","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"86","2019-09-04 19:45:04-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Combretaceae","Terminalia","macroptera","Terminalia macroptera",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Holotype",NA,NA,NA
"87","2019-11-06 16:08:37-03","IAC","IAC","56684","S","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","s/det.","A.C.O. Souza & L.C. Bernacci","162","2016",NA,"Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar #?# Núcleo Cunha","-44.9597","-45.012952",NA,"Parcela NUC 01 - regeneração após corte raso, seguido de fogo e pastagem; Ind. 1695.",NA,NA,"02","02",NA,NA,NA,NA,"2016","02","02","-44.9597","-45.012952",NA,NA,NA,NA,NA
"88","2019-01-25 15:39:22-02","IAC","IAC","19519","S","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","H.F. Leitão Filho","H.M. Souza","s/nº","1967",NA,"Brasil","São Paulo","Ubatuba","Alto da Serra onde é nativa","-45.0711","-23.4339",NA,NA,NA,NA,"10","13",NA,NA,NA,NA,"1968","02","02","-45.0711","-23.4339",NA,NA,NA,NA,NA
"89","2019-01-25 15:39:22-02","IAC","IAC","49223","S","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","E. Ramos et al.","E. Ramos; H.R. Gonçalves & S. Santos","408","2006",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela F","-45.079142","-23.380687",NA,"Subparcela 55 indivíduo F0763.&nf;Nome popular: piúna",NA,NA,"10","09",NA,NA,NA,NA,"2006","10","09","-45.079142","-23.380687",NA,NA,NA,NA,NA
"90","2019-01-25 15:39:22-02","IAC","IAC","50548","S","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","J.A.M.A. Gomes & C.B. Virillo","J.A.M.A. Gomes & C.B. Virillo","598","2008",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela G (Parque Estadual da Serra do Mar, Núcleo Picinguaba)","-45.080223","-23.373498",NA,"indivíduo G 0797",NA,NA,"02","15",NA,NA,NA,NA,"2008","02","15","-45.080223","-23.373498",NA,NA,NA,NA,NA
"91","2019-06-24 08:12:32-03","IAC","IAC","54862","S","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","L.B. Évora & L.C. Bernacci","L.B. Évora & L.C. Bernacci","15","2013",NA,"Brasil","São Paulo","Campinas","IAC, Fazenda Santa Elisa, Monjolinho, Quadra do abacateiro, L13, P7","-47.086761","-22.863721",NA,NA,NA,NA,"09","20",NA,NA,NA,NA,"2013","09","20","-47.086761","-22.863721",NA,NA,NA,NA,NA
"92","2019-06-24 08:12:32-03","IAC","IAC","56407","S","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","J.E.A. Bertoni & A. Geremias","J.E.A. Bertoni & A. Geremias","s/nº","2003",NA,"Brasil","São Paulo","Campinas","IAC, Fazenda Santa Elisa, Monjolinho, Quadra Abacateiro, Linha 13, Planta 7","-47.086761","-22.863721",NA,NA,NA,NA,"10","16",NA,NA,NA,NA,"2003","10","16","-47.086761","-22.863721",NA,NA,NA,NA,NA
"93","2020-07-23 12:03:28-03","CEPLAC","CEPEC","62516","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis",NA,"J. Teixeira","L. P. de Queiroz","3404","1993",NA,"Brasil","Bahia","IRAQUARA","Ca. 3Km ao N de àgua de Rega na estrada p/ Souto Soares, local conhecido como ladeira do Véio Dedé.","-41.771389","-12.149444",NA,NA,NA,NA,"07","23",NA,NA,NA,NA,NA,NA,NA,"41W46'17","12S8'58",NA,NA,NA,NA,"28/02/2000"
"94","2020-07-23 12:03:28-03","CEPLAC","CEPEC","4386","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis",NA,"N. M. F. da Silva","R. P. Belém","3003","2002",NA,"Brasil","Bahia","ITACARÉ","Sem informação.","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,"01","08","41230",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1988"
"95","2020-07-23 12:03:28-03","CEPLAC","CEPEC","7806","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis",NA,"N. Marquete e J. Teixeira","R. S. Pinheiro","1638","1971",NA,"Brasil","Bahia","ubaitaba","Rod. para Faz. Guanabara.","-39.323299407959","-14.3125",NA,"<ll>dwc_commonname:</ll> Araçá-d'agua",NA,NA,"09","15","27575",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/07/2000"
"96","2020-07-23 12:03:28-03","CEPLAC","CEPEC","124807","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis",NA,"N. Marquete","J. Teixeira","4","1998",NA,"Brasil","Rio de Janeiro","rio de janeiro","Horto Florestal, trilha para o Rio dos Macacos.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"04","16","57442",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2008"
"97","2009-11-26 13:49:35-02","INPA","INPAW","5202","S","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.",NA,NA,NA,NA,NA,"Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-11-19 14:06:07-03","Unimontes","MCMG","3067","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.",NA,"Silva, J.R.T e Estagiarios do LEVE",NA,NA,NA,"Brasil","Minas Gerais","Montes Claros","Rio do Peixe","-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,NA,"72568",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-11-19 14:06:07-03","Unimontes","MCMG","196","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.","Santos R.M.","Menino,G.C.O | Azevedo,I.F.P | Brandão, D.O | Rodrigues,M.P.S | Tolentino,G.","148","2008",NA,"Brasil","Minas Gerais","Janúaria","APA do Rio PandeirosCatulé","-44.3616981506348","-15.4881000518799",NA,"Regeneração natural",NA,NA,"05","11","148972",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-11-19 14:06:07-03","Unimontes","MCMG","424","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.","Santos R.M.","Veloso,M.D.M | Azevedo,I.F.P | Brandão, D.O | Rodrigues,M.P.S | Sales, H. R | Aruda, D.M | Luz, G. R,Tolentino,G.","182","2008",NA,"Brasil","Minas Gerais","Janúaria","APA do Rio PandeirosLarga","-44.3616981506348","-15.4881000518799",NA,"Abóreo",NA,NA,"07","30","148972",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-09-22 13:48:36-03","USP","SPFW","3792","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.",NA,"Sem coletor","s.n.",NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-07-29 09:03:57-03","UnB","UB","121901","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","Ribeiro, RTM","Gomes, V","2824","1968","Southern America","Brasil","Minas Gerais",NA,"Água Limpa",NA,NA,NA,"Madeira de lei muito usada nas serrarias e como achas para cerca; Árvore 35m. de altura, com diametos de 35cm ate um metro",NA,NA,"01","05",NA,NA,NA,NA,"2019","11","07",NA,NA,NA,NA,NA,NA,NA
"103","2021-03-04 15:44:53-03","IF","SPSF","4508","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Terminalia","camuxa","Terminalia camuxa","Pickel","D.B. Pickel","Dr.J.C., Moraes",NA,"1954","América do Sul","Brasil","PE","Nazare da Mata","PE","-35.2277984619141","-7.74167013168335",NA,NA,NA,NA,"12","22","9456",NA,NA,"auto","1956","05","01",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"104","2021-03-04 15:44:53-03","IF","SPSF","04508","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Terminalia","camuxa","Terminalia camuxa",NA,NA,"J.C. Moraes","1336","1954","América do Sul","Brasil","PE","Nazaré da Mata",NA,"-35.2277984619141","-7.74167013168335",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"12","22","9456",NA,NA,"auto",NA,NA,NA,NA,NA,"Magnoliopsida","Isótipo",NA,NA,NA
"105","2021-03-04 15:44:53-03","IF","SPSF","04928","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Terminalia","camuxa","Terminalia camuxa",NA,NA,"J.C. Moraes","1336b","1956","América do Sul","Brasil","PE","Nazaré da Mata","mata","-35.2277984619141","-7.74167013168335",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"02","28","9456",NA,NA,"auto",NA,NA,NA,NA,NA,"Magnoliopsida","Isótipo",NA,NA,NA
"106","2017-09-11 16:27:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.",NA,"Schott, HW","s.n.",NA,"Southern America","Brazil","Minas Gerais","Tanque","etiam in prov. Minarum prope Tanque observata est.",NA,NA,NA,NA,NA,"P14P2N0033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
