"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","yearIdentified","county","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","individualCount"
"34","2009-12-23 06:58:00-02","MO","MOBOT","2491098","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","grandiflora","Dioscorea grandiflora","Mart. ex Griseb.","Knuth, R. G. P.",NA,"Karl Fiebrig","Fiebrig 6185",NA,NA,NA,"South America","Paraguay","Alto Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-02-19 04:30:00-03","MO","MOBOT","3037882","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","grandiflora","Dioscorea grandiflora","Mart. ex Griseb.",NA,NA,"C.F.P. Martius","Martius s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"36","2021-03-01 11:53:42-03","UFPE","UFP","79157","PreservedSpecimen","Plantae",NA,"Dioscoreales","Dioscoreaceae","Dioscorea","grandiflora","Dioscorea grandiflora","Mart. ex Griseb.",NA,NA,"Lucena, DS; Excursão pós-congresso Bromevo","544","2015","03","13",NA,"Brasil","Pernambuco",NA,NA,NA,NA,"Trepadeiras, folhas membranáceas, flores verdes.","UFP079157",NA,NA,"-36.192333","-8.236028","-36.192333","-8.236028",NA,"São Caetano",NA,NA,NA,NA,NA,NA
"37","2021-03-01 11:53:42-03","UFPE","UFP","81156","PreservedSpecimen","Plantae",NA,"Dioscoreales","Dioscoreaceae","Dioscorea","grandiflora","Dioscorea grandiflora","Mart. ex Griseb.",NA,NA,"Lucena, DS; Coutinho, TS; Duarte, RC; Bazante, ML; Luna, NK","709","2015","08","07",NA,"Brasil","Pernambuco",NA,"839","839",NA,"Trepadeiras, folhas membranáceas, flores marrons, frutos marrons.; Afloramento Rochoso","UFP081156",NA,NA,"-35.755694","-8.151028","-35.755694","-8.151028",NA,"Bezerros",NA,NA,NA,NA,NA,NA
"38","2020-09-12 05:00:02-03","US","US","933740","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","grandiflora","Dioscorea grandiflora","Mart. ex Griseb.",NA,NA,"A. Regnell","III/1243","1865","1","28","South America - Neotropics","Brazil","Minas Gerais","Brasilia, prov. Minas Geraes.",NA,NA,NA,NA,"US01329479","US01329479_01","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"39","2020-09-12 05:00:02-03","US","US","933745","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","grandiflora","Dioscorea grandiflora","Mart. ex Griseb.",NA,NA,"A. Regnell","III1243","1870","2","26","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US01329478","US01329478_01","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"40","2020-09-12 05:00:02-03","US","US","1484006","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","grandiflora","Dioscorea grandiflora","Mart. ex Griseb.",NA,NA,"E. Warming","s.n.",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US01329481","US01329481_01","Monocotyledonae","-43.8897018432617","-19.6271991729736",NA,NA,NA,"Lagoa Santa","12338","auto",NA,NA,NA,"1"
"41","2020-09-12 05:00:02-03","US","US","1341412","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","grandiflora","Dioscorea grandiflora","Mart. ex Griseb.",NA,NA,"A. Regnell","s.n.",NA,NA,NA,"South America - Neotropics","Brazil",NA,"Brésil",NA,NA,NA,NA,"US01329476","US01329476_01","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"42","2020-09-12 05:00:02-03","US","US","2055577","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","grandiflora","Dioscorea grandiflora","Mart. ex Griseb.",NA,NA,"A. Macedo","971","1947","2","18","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US01329475","US01329475_01","Monocotyledonae","-49.4650001525879","-18.968900680542",NA,NA,NA,"Ituiutaba","50022","auto",NA,NA,NA,"1"
"43","2020-09-12 05:00:02-03","US","US","204666","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","grandiflora","Dioscorea grandiflora","Mart. ex Griseb.",NA,NA,"A. Regnell","III.1243","1857","1","4","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US01329480","US01329480_01","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"44","2020-09-12 05:00:02-03","US","US","1341413","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","grandiflora","Dioscorea grandiflora","Mart. ex Griseb.",NA,NA,"A. Regnell","s.n.",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,"US00606121","US00606121_01","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"45","2020-09-12 05:00:02-03","US","US","1175585","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","paranensis","Dioscorea paranensis","R. Knuth",NA,"Isosyntype","K. Fiebrig","5914","1909",NA,NA,"South America","Paraguay","Alto Paraná",NA,NA,NA,NA,NA,"US00092568",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"46","2020-09-12 05:00:02-03","US","US","1175587","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","paranensis","Dioscorea paranensis","R. Knuth",NA,"Isosyntype","K. Fiebrig","6185","1909",NA,NA,"South America","Paraguay",NA,"In regione fluminis Alto Parana",NA,NA,NA,NA,"US01095324",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"47","2020-09-12 05:00:02-03","US","US","1175586","PreservedSpecimen","Plantae",NA,"Liliales","Dioscoreaceae","Dioscorea","paranensis","Dioscorea paranensis","R. Knuth",NA,"Isosyntype","K. Fiebrig","6118","1909",NA,NA,"South America","Paraguay","Alto Paraná",NA,NA,NA,NA,NA,"US00092567","US00092567_01","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"48","2020-09-02 16:24:03-03","Cenargen","CEN","18053","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","grandiflora","Dioscorea grandiflora","Griseb.","M. Kirizawa & C. C. Xifreda",NA,"Taciana Barbosa Cavalcanti","1205","1992","03","12",NA,"Brasil","GO","Estrada Serra da Mesa - Colinas do Sul, cerca de 10 km do portão do canteiro de obras.","500","500","Exsicatas","Estigma vermelho-vivo.","CEN00018053","CEN00018053",NA,"48.0666666","-13.2","48.0666666","-13.2","2016","COLINAS DO SUL",NA,NA,"03",NA,NA,"3"
"49","2020-09-02 16:24:03-03","Cenargen","CEN","67748","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","grandiflora","Dioscorea grandiflora","Griseb.","M. Kirizawa & C. C. Xifreda",NA,"Glocimar Pereira-Silva","11513","2007","03","24",NA,"Brasil","TO","Área próximo à pedreira principal, canteiro de obras da UHE São Salvador.","300","300","Exsicatas","Planta enrrolando da direita para a esquerda. Área de influência indireta.","CEN00067748","CEN00067748",NA,"-48.215277","-12.830277","-48.215277","-12.830277","2016","PARANA",NA,NA,"03",NA,NA,"4"
"50","2020-09-02 16:24:03-03","Cenargen","CEN","56487","PreservedSpecimen","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","grandiflora","Dioscorea grandiflora","Griseb.","M. Kirizawa & C. C. Xifreda",NA,"Alexandro Pires da Silva","321","1997","04","03",NA,"Brasil","DF","Coletas no Parque Olhos d#?#Água.",NA,NA,"Exsicatas","Botões florais verdes, folhas discolores. Centro da folha é vermelho.","CEN00056487","CEN00056487",NA,"-47.9296989440918","-15.7797002792358",NA,NA,"2016","BRASILIA","70570","auto","03",NA,NA,"2"
