"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","stateProvince","typeStatus","fieldNumber","class"
"1","2019-06-10 10:10:35-03","FZB-BH","CVJBFZB","2671","S","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","asperula","var. filiforme","Vellozia asperula var. filiforme","Mart.","Carlos A. Ferreira Jr.","2013","06","20","Carlos Alberto F. Jr.; Juliana Ordones","caf","2013","06","20","Brasil","Catas Altas","Serra do Caraça, Padre Caio","-43.4075012207031","-20.0746994018555","20º 05' 04S","43º 29' 06W","11966","1296","1296","1","254","auto",NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-06-10 10:10:35-03","FZB-BH","CVJBFZB","2670","S","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","asperula","var. filiforme","Vellozia asperula var. filiforme","Mart.","Carlos A. Ferreira Jr.","2013","06","20","Carlos Alberto F. Jr.; Juliana Ordones","caf","2013","06","20","Brasil","Catas Altas","Serra do Caraça, Padre Caio","-43.4075012207031","-20.0746994018555","20º 05' 04S","43º 29' 06W","11966","1296","1296","1","254","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","898664","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","asperula",NA,"Vellozia asperula","Mart.",NA,NA,NA,NA,"G. Gardner","5228","1836",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=976695' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00898664","NY00898664_01",NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","898865","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","asperula",NA,"Vellozia asperula","Mart.",NA,NA,NA,NA,"G. Gardner","X.5228","1842",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977983' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00898865",NA,"Minas Gerais",NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","247998","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","asperula","filifolia","Vellozia asperula filifolia","L.B.Sm.","L. B. Smith",NA,NA,NA,"F. C. Hoehne","5025","1921","01","18","Brazil",NA,"Serra do Caraça.",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=618620' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00247998","NY00247998_01","Minas Gerais","type",NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","898663","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","asperula",NA,"Vellozia asperula","Mart.",NA,NA,NA,NA,"F. Segadas-Vianna","II-1103","1953","10",NA,"Brazil","Jaboticatubas","Serra do Cipó, 6 km. north of Palacio.","-43.7447","-19.5136",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=976692' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00898663","NY00898663_01","Minas Gerais",NA,NA,NA
"7","2021-01-14 15:33:52-03","MN","R","6400","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","asperula",NA,"Vellozia asperula","Mart.","Mello-Silva, R.","1998","08","26","Gardner, G.","5228","1840","08",NA,"Brasil","Itambé do Mato Dentro",NA,"-43.3210983276367","-19.414400100708",NA,NA,"22479",NA,NA,NA,NA,"auto",NA,NA,"R010058411","R010058411","Minas Gerais",NA,NA,NA
"8","2021-01-14 15:33:52-03","MN","R","35294","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","asperula",NA,"Vellozia asperula","Mart.",NA,NA,NA,NA,"Mello Barreto, H.L.","4590","1933","06","01","Brasil","Santa Luzia","Serra do Cipó","-43.8513984680176","-19.7696990966797",NA,NA,"19939",NA,NA,NA,"Jardim Botânico de Belo Horizonte 8497","auto",NA,NA,"R010058409","R010058409","Minas Gerais",NA,NA,NA
"9","2021-01-14 15:33:52-03","MN","R","35293","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","asperula",NA,"Vellozia asperula","Mart.",NA,NA,NA,NA,"Mello Barreto, H.L.","4591","1933","08","07","Brasil","Santa Luzia","Serra do Cipó","-43.8513984680176","-19.7696990966797",NA,NA,"19939",NA,NA,NA,"Jardim Botânico de Belo Horizonte 13530","auto",NA,NA,"R010058412","R010058412","Minas Gerais",NA,NA,NA
"10","2019-11-06 09:57:51-03","UFOP","OUPR","14234","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","asperula",NA,"Vellozia asperula","Mart.","Barreto, W.","1938","11","25","s.col.","s.n.",NA,NA,NA,"Brasil",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA
"11","2019-11-06 09:57:51-03","UFOP","OUPR","14235","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","asperula",NA,"Vellozia asperula","Mart.","Badini, J.; Barreto, W.","1938","02",NA,"s.col.","s.n.",NA,NA,NA,"Brasil",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,"Aquoso. Erva. Flores azuis",NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA
"12","2015-09-03 19:25:18-03","MNHN","RECOLNAT_MNHN_P","P02075337","PreservedSpecimen",NA,NA,NA,"Velloziaceae","Vellozia","asperula",NA,"Vellozia asperula","Mart.",NA,NA,NA,NA,"Gardner",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02075337' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P02075337","P02075337_01","Minas Gerais",NA,"5228",NA
"13","2015-09-03 19:25:18-03","MNHN","RECOLNAT_MNHN_P","P02075338","PreservedSpecimen",NA,NA,NA,"Velloziaceae","Vellozia","asperula",NA,"Vellozia asperula","Mart.",NA,NA,NA,NA,"Gardner",NA,"1842","1","1","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02075338' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P02075338","P02075338_01","Minas Gerais",NA,"5228",NA
"14","2020-12-11 11:45:28-03","UFMG","BHCB","189822","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","asperula",NA,"Vellozia asperula","Mart.",NA,"2017","06","29","Quaresma, AS; Oliveira, CT","617","2017","05","16","Brasil","Itambé do Mato Dentro","Área PSSE 318","-43.316389","-19.374722","-43.316389","-19.374722",NA,NA,NA,NA,"Arbusto ca. 1 m alt. Flores avermelhadas.; Campo rupestre ferruginoso.",NA,"Southern America",NA,"BHCB189822",NA,"Minas Gerais",NA,NA,NA
"15","2020-12-11 11:45:28-03","UFMG","BHCB","65248","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","asperula",NA,"Vellozia asperula","Mart.",NA,NA,NA,NA,"Barreto, HLM","5023",NA,NA,NA,"Brasil","Conceição",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"Minas Gerais",NA,NA,NA
"16","2020-12-11 11:45:28-03","UFMG","BHCB","65244","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","asperula",NA,"Vellozia asperula","Mart.",NA,NA,NA,NA,"Barreto, HLM","4589",NA,NA,NA,"Brasil","Santa Luzia",NA,"-43.8513984680176","-19.7696990966797",NA,NA,"19939",NA,NA,NA,NA,"auto","Southern America",NA,NA,NA,"Minas Gerais",NA,NA,NA
"17","2020-12-11 11:45:28-03","UFMG","BHCB","65255","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","asperula",NA,"Vellozia asperula","Mart.",NA,NA,NA,NA,"Barreto, HLM","4587",NA,NA,NA,"Brasil","Santa Luzia",NA,"-43.8513984680176","-19.7696990966797",NA,NA,"19939",NA,NA,NA,NA,"auto","Southern America",NA,NA,NA,"Minas Gerais",NA,NA,NA
"18","2020-12-11 11:45:28-03","UFMG","BHCB","56477","PreservedSpecimen","Plantae","Monocotyledon",NA,"Velloziaceae","Vellozia","asperula",NA,"Vellozia asperula","Mart.",NA,NA,NA,NA,"Mota, RC da","299","2000","12","02","Brasil","Catas Altas","Serra do Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,NA,"Planta de aproximadamente 60cm. Flores roxas.; Coletada em afloramento rochoso.","auto","Southern America",NA,NA,NA,"Minas Gerais",NA,NA,NA
"19","2019-02-19 04:30:00-03","MO","MOBOT","3030455","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","asperula",NA,"Vellozia asperula","Mart.",NA,NA,NA,NA,"C.F.P. Martius","Martius s.n.","1817",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Minas Gerais",NA,NA,NA
"20","2011-02-10 10:23:00-02","MO","MOBOT","3030473","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","asperula",NA,"Vellozia asperula","Mart.",NA,NA,NA,NA,"George Gardner","Gardner 5228","1836",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Minas Gerais",NA,NA,NA
"21","2019-06-10 10:11:45-03","FZB-BH","BHZB","3069","S","Plantae",NA,NA,"Velloziaceae","Vellozia","asperula",NA,"Vellozia asperula",NA,NA,NA,NA,NA,"Ordones, J.","669","2000","12","17","Brasil","Catas Altas","Caraça/ Padre Caio","-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,NA,NA,"auto",NA,NA,NA,NA,"MG",NA,NA,NA
"22","2019-06-10 10:11:45-03","FZB-BH","BHZB","12256","S","Plantae",NA,NA,"Velloziaceae","Vellozia","asperula",NA,"Vellozia asperula",NA,"Ferreira Jr., C.A.","2018","09","12","Pivari, M.O","2894","2017","10","05","Brasil","Santa Bárbara","RPPN Capanema","-43.4152984619141","-19.959400177002","43°35' 54","20°12'04","33136","1528","1528",NA,"unicata. Algumas folhas roxas","auto",NA,NA,NA,NA,"MG",NA,NA,NA
"23","2019-06-10 10:11:45-03","FZB-BH","BHZB","10231","S","Plantae",NA,NA,"Velloziaceae","Vellozia","asperula var. filifolia",NA,"Vellozia asperula var. filifolia",NA,"R, Mello -Silva,confirmada por","2015","12",NA,"Ferreira Junior, C.A. et al.","1128","2013","06","20","Brasil","Catas Altas","RPPN Caraça /Padre Caio","-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,NA,"Plantas formando grande populações nas encostas da montanha. Pecíolo trigono, hipanto com tricomas curto estipilatos. Follhas conduplicatas. Doação de duplicata para Herbario SPF em março 2014","auto",NA,NA,NA,NA,"MG",NA,NA,NA
"24","2019-06-10 10:11:47-03","FZB-BH","BHZB","11260","S","Plantae",NA,NA,"Velloziaceae","Vellozia Cf.","asperula",NA,"Vellozia Cf. asperula",NA,NA,NA,NA,NA,"Assis, L.",NA,"2015","10","21","Brasil","Conceição do Mato Dentro","Parque Serra do Intendente","-43.621944","-19.048611","43º 37' 19W","19º 02' 55S",NA,NA,NA,NA,"Levantamento Florístico no Parque Serra do Intendente ( Conceição do Mato Dentro , MG , para elaboração do Plano de Manejo, unicata",NA,NA,NA,NA,NA,"MG",NA,NA,NA
"25","2020-09-12 05:00:02-03","US","US","2579293","PreservedSpecimen","Plantae",NA,"Liliales","Velloziaceae","Vellozia","asperula",NA,"Vellozia asperula","Mart.",NA,NA,NA,NA,"G. Gardner","11148",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"South America - Neotropics",NA,"US01327425","US01327425_01","Minas Gerais",NA,NA,"Monocotyledonae"
"26","2020-09-12 05:00:02-03","US","US","1905102","PreservedSpecimen","Plantae",NA,"Liliales","Velloziaceae","Vellozia","asperula",NA,"Vellozia asperula","Mart.",NA,NA,NA,NA,"R. Marx","2291","1979","3","12","Brazil",NA,"Serra do Caraça, way to the Carapuça",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"South America - Neotropics",NA,"US01327424","US01327424_01","Minas Gerais",NA,NA,"Monocotyledonae"
