"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","recordedBy","recordNumber","year","month","day","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","typeStatus","dayIdentified","class","fieldNumber","individualCount"
"18","2020-11-04 11:13:21-03","ESALQ","ESA","132591","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa",NA,NA,NA,NA,"Brasil","Minas Gerais","Jaboticatubas",NA,"-43.7449989318848","-19.513599395752",NA,NA,"31264",NA,"auto","Semir, J.","8663.0","1978","11","03",NA,NA,NA,NA,"ESA132591",NA,NA,NA,NA,NA,NA
"19","2021-03-31 13:40:25-03","MN","R","9360","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin","Almeda, F., Martins, A.B.","2002",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"101169","Plantas do Brasil Central","auto","Glaziou, A.F.M.","19268 a","1886","03","03",NA,NA,NA,NA,"R000009360","R000009360_001",NA,NA,NA,NA,NA
"20","2019-11-21 14:39:25-03","UFJF","CESJ","24852","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin","S.A.C. Chiea","1998",NA,"Brasil","Minas Gerais","Belo Horizonte","Serra do Cipó, Estrada de Belo Horizonte - Conceição do Mato Dentro","-43.937801361084","-19.9207992553711",NA,NA,"17082","Arbusto, flores magente à beira da estrada, no barranco do Córrego 3 pontinhas.","auto","F.R.G. Salimena; R.F. Novelino","321","1990","10","04","América do Sul",NA,NA,NA,"CESJ024852",NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:34:03-03","UNICAMP","UEC","101638","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin",NA,NA,NA,"Brazil","Minas Gerais","Diamantina","Estrada para Biribiri, ca. 7kmde Diamantina.","-43.616667","-18.283333","-43.616667","-18.283333",NA,"Arbusto, ca. 1,7m.Corola púrura; estames amarelos.; Campolimpo associado a floramentos rochosos, solo areno-pedregoso.",NA,"Romero, R; Almeda, F; Robinson, O; Robinson, D","5413","1998","06","08",NA,NA,NA,NA,"UEC016737","UEC016737",NA,NA,NA,NA,NA
"22","2021-03-01 16:34:03-03","UNICAMP","UEC","173122","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin",NA,NA,NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, 49 km from Distrito Cardeal Mota along rutted unpaed road do Pico de Beru.","-43.710556","-19.402778","-43.710556","-19.402778",NA,"Openly branched shrub to 1.5m tall. Flowers 8-merous, ovary 8-locular. Petals magenta. Large anthers orange. Stule amall anthers, appendages yellow. Frequent.; Campo rupestre and campo graminoso.",NA,"Almeda, F; Martins, AB; Fritsch, PW; Belinello, R","8597","2001","10","23",NA,"1287","1287",NA,"UEC016200","UEC016200",NA,NA,NA,NA,NA
"23","2021-03-01 16:34:03-03","UNICAMP","UEC","149564","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin",NA,NA,NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó. 20km beyond turnoff to Serra Morena off the road from Lagoa Santa to Conceiçao do Mato Dentro. Parque Nacional Serra do Cipó at the Vellozia Gigante site ca. 0.5km from main road.","-43.51","-19.248333","-43.51","-19.248333",NA,"Shrub to 0.5m tall with dimorphic leaves. Leaves initially green-membranous, pubescent, ultimately becoming blue-green (withj flush of maroon), semi-succulent and glabrous. Petals and androecium falling away from hypanthium as a unit.",NA,"Almeda, F; Martins, AB; Fritsch, PW; Belinello, R","8579","2001","10","22",NA,"1276","1276",NA,"UEC045493","UEC045493",NA,NA,NA,NA,NA
"24","2021-03-01 16:34:03-03","UNICAMP","UEC","125211","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin",NA,NA,NA,"Brazil","Minas Gerais","Santana Do Riacho","Lapinha, Fazenda Pico do Abreu.","-46.666667","-19.116667","-46.666667","-19.116667",NA,"arbusto ca. 1m.",NA,"Kinoshita, LS; Matsumoto, K","0067","2000","11","23",NA,"1126","1126",NA,"UEC079030","UEC079030",NA,NA,NA,NA,NA
"25","2021-03-01 16:34:03-03","UNICAMP","UEC","143335","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin","Martins, A","2011",NA,"Brazil","Minas Gerais","Congonhas do Norte","Serra Talhada 9braçp norte da Serra do Cipó), 9,6km SW da estrada Cngonhas do Norte - Gouveia, entrada a 3,7 km NWde Congonhas do Norte, Estrada pelo alto da Serra denominada localmente com Serra do João Camilo, ramal descendo para o vale do Rio Pret","-43.748056","-18.840556","-43.748056","-18.840556",NA,"Arbusto 40 cm alt. Flores com hipanto e sépalas verdes, pétalas lilás-claras e anteras amarelas; campo rupestre.",NA,"Pirani, JR; Silva, MR; Calió, MFA; Oliveira, RR; Lovo, J; Lepis, KB","5165","2004","01","19",NA,"1304","1304",NA,"UEC079028","UEC079028",NA,NA,NA,NA,NA
"26","2021-03-01 16:34:03-03","UNICAMP","UEC","170563","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin","Almeda, F","2009","01","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó. About 23km from the bridge over the Rio Cipó on the road to Conceição do Mato dentro.","-43.553","-19.259667","-43.553","-19.259667",NA,"Shrub to 2.5m tall. Leaves glaucous. Flowers 8-9merous. Petals magenta. Style, filaments, pedoconnectives, appendages, and small anthers yellow. large anthers turning brown with age.; Campo rupestre.",NA,"Almeda, F; Martins, AB; Belinello, R; Almeda, MB","9173","2005","09","27",NA,"1270","1270",NA,"UEC010125","UEC010125",NA,"29",NA,NA,NA
"27","2021-03-01 16:34:03-03","UNICAMP","UEC","154983","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin","Martins, AB","2013",NA,"Brazil","Minas Gerais","Santana do Riacho","km 120-121 ao longo da Rodobia Belo Horizonte-Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,NA,"26557","Arbusto, frutos marrons","auto","Forero, E; Menezes, NL; Dietrich, SM; et al.","7910","1980","09","06",NA,NA,NA,NA,"UEC051874","UEC051874",NA,NA,NA,NA,NA
"28","2019-08-20 10:18:24-03","UNICAMP","UEC",NA,"S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin","Martins, AB","2003","11","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó., Km 124 da rodovia (MG 10) Santana do Riacho - Conceição do Mato Dentro, ao lado direito.","-43.7144012451172","-19.1688995361328",NA,NA,"26557","flor, Arbusto ramificado, com aproximadamente 1m de altura. Flores grandes, terminais, vistosas e rosas. Estames amarelos e grandes.","auto","Aranha, JLM; Koehler, S","2","2003","11","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-20 10:18:24-03","UNICAMP","UEC","125084","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin",NA,NA,NA,"Brazil","Minas Gerais","Santana Do Riacho","Alforamento entre Faz. Palácio e Estátua do Juca","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,"auto","Yamamoto, K; Matsumoto, K","0052","2000","11","22",NA,NA,NA,NA,"UEC079032","UEC079032",NA,NA,NA,NA,NA
"30","2019-08-20 10:18:24-03","UNICAMP","UEC","118054","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin","Semir, J",NA,NA,"Brazil","Minas Gerais","Santana Do Riacho","antigo km 127","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,"auto","Guerreiro, S; Semir, J; Sajo, MG; Belinello, R","08","2000","09","18",NA,NA,NA,NA,"UEC079022","UEC079022",NA,NA,NA,NA,NA
"31","2021-03-01 16:34:03-03","UNICAMP","UEC","98007","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin",NA,NA,NA,"Brazil","Minas Gerais","Santana Do Riacho","antigo km128","-43.7144012451172","-19.1688995361328",NA,NA,"26557","flores púrpuras estames amarelos.","auto","Semir, J; Martins, E","35250","1994","05","05",NA,NA,NA,NA,"UEC022860","UEC022860",NA,NA,NA,NA,NA
"32","2021-03-01 16:34:03-03","UNICAMP","UEC","27724","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin","Martins, AB","2013",NA,"Brazil","Minas Gerais","Santana Do Riacho","km 126 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,NA,"26557","arbusto 1,5m. Flores púrpuras.; Campo Rupestre.","auto","Menezes, CSL; Menezes, NL","6555","1980","09","07",NA,NA,NA,NA,"UEC022864","UEC022864",NA,NA,NA,NA,NA
"33","2021-03-01 16:34:03-03","UNICAMP","UEC","66416","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin",NA,NA,NA,"Brazil","Minas Gerais","Santana Do Riacho","Serra do Cipó, bifurcação a vários km depois à estátua do Juquinha.","-43.7144012451172","-19.1688995361328",NA,NA,"26557","flores lilás, subarbusto de + ou - 60cm de alt.; campo rupestre - camada + ou - 10 cm do solo arenoso humoso, depois solo bastante pedragoso.","auto","Souza, HC","23","1993","10","31",NA,NA,NA,NA,"UEC079024","UEC079024",NA,NA,NA,NA,NA
"34","2021-03-01 16:34:03-03","UNICAMP","UEC","105052","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin","Romero, R","1996","06","Brazil","Minas Gerais","Santana Do Riacho","Serra do Cipó, km 107,1. Ao longo da rodovia Lagoa Santa Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,NA,"26557","subarbusto ca. 1,5m alt., crescendo entre rochas. Flores cm cálice verde e corola rosa-grená (8 pétalas) 8 estames longos e 8 curtos. fFiletes creme, apêndices do conectivo ouro, anteras alaranjadas à amareladas.; entre rochas.","auto","Salatino, A; et al.","71","1995","09","26",NA,NA,NA,NA,"UEC079026","UEC079026",NA,NA,NA,NA,NA
"35","2021-03-01 16:34:03-03","UNICAMP","UEC","132346","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin","Martins, AB","2003","06","Brazil","Minas Gerais","Santana Do Riacho","Serra do Cipó, km 124 da rodovia (MG10) Santana do Riacho - Conceição do Mato Dentro, ao lado direito.","-43.7144012451172","-19.1688995361328",NA,NA,"26557","arbusto ramificado, com aproximadamente 1m de altura , flors grandes, terminas, vistosas e rosas. Estames amarelos e grandes.","auto","Aranha, JLM; Koehler, S","2","2003","11","11",NA,NA,NA,NA,"UEC022955","UEC022955",NA,NA,NA,NA,NA
"36","2019-11-06 09:56:23-03","UFOP","OUPR","12662","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin","Sousa, H.C. de","2000","11","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,"Sousa, H.C. de","s.n.","2000","11","08",NA,NA,NA,NA,NA,NA,NA,"08",NA,NA,NA
"37","2020-03-12 10:29:18-03","UFOP","OUPR","29540","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin","Versiane, A.F.A.","2020","02","Brasil","Minas Gerais","Jaboticatubas","Altamira, Serra do Cipó. Trilha para a Cachoeira da Garça. Campo rupestre, com afloramentos quartzosos, campo limpo e matas ciliares.","-43.535306","-19.493417","-43.535306","-19.493417",NA,"Arbusto com cerca de 2,5 m de altura, ramificado dicotomicamente. Cálice verde, pétalas rosas, estames didínamos, metade das anteras vermelhas, as outras amarelas, assim como os apêndices estaminais.; Planta no afloramento.",NA,"Echternacht, L.; Pignal, M.","2667","2016","09","17",NA,"1353","1353",NA,NA,NA,NA,"20",NA,NA,NA
"38","2019-11-06 09:56:23-03","UFOP","OUPR","9767","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin","Semir, J.","1995","01","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,"Campo rupestre. Arbusta com 1m. Flores rosas",NA,"Sousa, H.C. de","64","1994","11","16",NA,NA,NA,NA,NA,NA,NA,"09",NA,NA,NA
"39","2020-12-21 16:34:08-03","MBM","MBM","415789","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin","Barboza, E.","2019","02","Brazil","Minas Gerais","Santana do Riacho","Lapinha da Serra, trilha do Pico da Lapinha","-43.674167","-19.101389","-43.674167","-19.101389",NA,"Arbusto com 1 m; folhas verde-arroxeadas, pétalas magenta.; Campo rupestre e matinha ciliar.",NA,"Cordeiro, J.; Brotto, M.L.; Brotto, M.L.","5604","2018","11","05","Southern America","1520","1520",NA,"MBM415789",NA,NA,"05",NA,NA,NA
"40","2020-12-21 16:34:10-03","MBM","MBM","19174","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","serrulata","Lavoisiera serrulata","Cogn.","Wurdack, J.J.",NA,NA,"Brazil","Minas Gerais","Diamantina","Ribeirão das Pedras","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,"auto","Hatschbach, G.; Pelanda, P.; Pelanda, P.","27922",NA,NA,NA,"Southern America",NA,NA,NA,"MBM019174",NA,NA,NA,NA,NA,NA
"41","2004-08-09 17:40:17-03","MNHN","RECOLNAT_MNHN_P","P00245365","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin","Martins",NA,NA,"Brésil",NA,NA,"Diamantina, serra dos Cristaes (Minas)",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00245365' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Glaziou, A.",NA,"1892","4","4",NA,NA,NA,"hb","P00245365","P00245365_01",NA,NA,NA,"19268 a",NA
"42","2015-11-02 22:34:05-02","MNHN","RECOLNAT_MNHN_P","P00723525","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin",NA,NA,NA,"Brésil",NA,NA,"Serra do Frio, Minas Geraes",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00723525' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Vauthier, M.",NA,"1833",NA,NA,NA,NA,NA,"hb","P00723525","P00723525_01","isotype",NA,NA,"16",NA
"43","2014-01-28 16:03:44-02","MNHN","RECOLNAT_MNHN_P","P00245333","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin",NA,NA,NA,"Brésil",NA,NA,"Serra do Frio, Minas Geraes",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00245333' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Vauthier, M.",NA,"1833",NA,NA,NA,NA,NA,"hb","P00245333",NA,"holotype",NA,NA,"16",NA
"44","2016-03-09 18:11:23-03","MNHN","RECOLNAT_MNHN_P","P04802046","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Lavoisiera","macrocarpa","Lavoisiera macrocarpa","Naudin","Romero",NA,NA,"Brasil","Minas Gerais",NA,"Bréisil (Minas Gerais). Bois nº 27. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04802046' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Claussen",NA,"1843","1","1",NA,NA,NA,"hb","P04802046","P04802046_01",NA,NA,NA,NA,NA
"45","2015-09-04 20:45:57-03","MNHN","RECOLNAT_MNHN_P","P05202153","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Lavoisiera","serrulata","Lavoisiera serrulata","Cogn.","Romero",NA,NA,"Brasil",NA,NA,". Brasil, América do Sul",NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05202153' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Riedel",NA,NA,NA,NA,NA,NA,NA,"hb","P05202153","P05202153_01",NA,NA,NA,NA,NA
