"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","previousCatalogNumber","individualCount","fieldNumber","typeStatus"
"127","2020-02-27 16:44:26-03","UFSC","CTBS","2017","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Verdi, M.","2009","11","05","Verdi, M. & Tomazi, A.L.","2961","2009","11","05","Brasil","Santa Catarina","Siderópolis","Barragem do Rio São Bento","-49.59","-28.62","49°35'24W","28°37'12S","479","479",NA,NA,"Floresta Ombrófila Densa; Estágio Avançado; árvore;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 19582",NA,NA,NA
"128","2021-03-24 17:10:06-03","UFES","SAMES","5584","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Ribeiro,M.","2011","10","16","Ribeiro,M.; Coelho,R.","643","2011","10","16","Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande. Floresta Alta de Tabuleiro, km 1 a 2 da estrada interna, ao redor da Lagoa dos Morobás.","-39.7322006225586","-18.5932998657227","-398050000.0","-182625000.0",NA,NA,"SAMES05584",NA,"Com pecíolo, pedúnculo, nervuras, brácteas e folhas jovens de cor vermelho vinoso. Infrutescência verde claro. Associação com formigas. Habito: Arvoreta","41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-21 14:46:49-03","UFJF","CESJ","68645","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","B. Moreira","2016",NA,NA,"B. Moreira; L.C.D. Dias","311","2015","06","20","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta nebular, atrás das casas dos gestores","-43.899167","-21.715278","-43.899167","-21.715278","1340","1340","CESJ068645",NA,"Árvore, 10m. Interior de mata",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-21 14:46:49-03","UFJF","CESJ","31549","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","R.M. Castro",NA,NA,NA,"R.C. Forzza; L. D Meireles","1714","2000","11","26","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"CESJ031549",NA,"Árvore com 15m de altura, profilo castanho com tricomas alvos. Inflorescência com pedunculo vermelho e inflorescência roxa.","11991","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-21 14:46:49-03","UFJF","CESJ","53829","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","F.S. Souza; J.H.C. Ribeiro","2009","08","19","J.H.C. Ribeiro; F.S. Souza; J.A. Oliveira","153","2009","07","15","Brasil","Minas Gerais","Lima Duarte","Serra Negra, Fazenda Serra Negra. Área B da RPPN.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ053829",NA,"Árvore, 8m, no interior de mata. Ócreas vermelhas, lâmina discolor com nervuras vináceas. Frutos imaturos verdes.","30417","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-21 14:46:49-03","UFJF","CESJ","35042 A","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.",NA,NA,NA,NA,"D.S. Pifano; A.S.M. Valente","132","2001","11","20","Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ35042A",NA,"Árvore ca. 18m na borda da mata, planta heliófila. Amentos verdes claros e escuros.","36144","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-27 13:53:14-03","UFS","ASE","38288","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Nunes, SS","2017","02","16","Nunes, SS; Farias, MCV; Santos, E","166","2017","02","09","Brasil","Sergipe","Cristinápolis","Fazenda Jibóia","-37.4348","-11.2731","-37.4348","-11.2731",NA,NA,"ASE0039643",NA,"Árvore ca. 10 metros de altura. Presença de formigas. Inflorescência com 4 espigas.; Mata Atlântica",NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-27 13:53:14-03","UFS","ASE","36582","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Santana, JP","2016","03",NA,"Santana, JP","448","2016","02","19","Brasil","Sergipe","Itaporanga d'Ajuda","Mata Rio Fundo","-37.1944","-11.0429","-37.1944","-11.0429",NA,NA,"ASE0037052",NA,"Árvore, 10m, frutos imaturos aparentemente com poupa branca envolvendo semente marron.; Mata Atlântica.",NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-01 16:42:30-03","UNICAMP","UEC","202598","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Silva, BG","2018","12","07","Silva, BG; Duarte, LSC; Lima, GM","488","2018","11","08","Brazil","São Paulo","Campinas","Mata de Santa Genebra - Trilha do Aceiro e Trilha, Local: Borda da trilha, dossel a pleno sol. Solo: Latossolo vermelho, em meio à serrapilheira.","-47.199864","-23.376203","-47.199864","-23.376203",NA,NA,"UEC190857","UEC190857 UEC190857_v01 UEC190857_v02 UEC190857_v03 UEC190857_v04","Hábito: Arbóreo. Altura: 5m. Látex: Ausente. Cor: Frutos verdes, estípula das folhas vermelha. Odor: Ausente. Outros:_",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:42:30-03","UNICAMP","UEC","11465","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Romaniuc","1996","03",NA,"Gibbs, PE; Cruz, ND; Felippe, GM; Marcondes-Ferreira, W","6638","1977","09","28","Brazil","São Paulo",NA,"Rodovia São Miguel Arcanjo a Sete Barras",NA,NA,NA,NA,NA,NA,NA,NA,"Árvore, brácteas com tons avermelhados.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-08-20 10:27:28-03","UNICAMP","UEC","147666","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Campos, MCR","2007","09",NA,"Campos, MCR; Belinello, R; Assis, MA; Guaraldo, A","345","2006","05","06","Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,NA,NA,NA,NA,NA,"indivíduo E0472, altura 26m",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-01 16:42:30-03","UNICAMP","UEC","177261","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Santos, K",NA,NA,NA,"Santos, K; Belinello, R","4125","2001","09","17","Brazil","São Paulo","Campinas","Mata da Fazenda Recreio (Fragmento G2), área total: 63,4 ha.,","-46.933333","-22.75","-46.933333","-22.75","650","650","UEC023860","UEC023860","Nome popular: embaúba; Árvore perenifolia, zoocórica, córtex rugoso, madeira leve; altura total: 11m, altura do fuste:8m; PAP: 30cm; Floresta estacional semidecidual",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-01 16:42:30-03","UNICAMP","UEC","182953","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Romaniuc","2014","12","01","Vinha, D","81",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","mata",NA,NA,NA,NA,"1100","1100","UEC011392","UEC011392","Plântula originada no banco de sementes do solo e cultivada em casa de vegetação. Coletas de solo realizadas nas parcelas K e N do projeto Biota Gradiente Funcional, localizadas no Núcleo Santa Virgínia, Parque Estadual da Serra do Mar",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-01 16:42:30-03","UNICAMP","UEC","80530","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Gaglioti, AL","2009","05","12","Cardoso-Leite, E; Oliveira, A","89","1999","07","25","Brazil","São Paulo","São Roque","Mata da Câmara, Mata Mesófila semidecídua.","-47.1125","-23.357222","-47.1125","-23.357222",NA,NA,NA,NA,"6m altura.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-02-18 09:36:28-03","UNICAMP","UEC","72922","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Romaniuc","1996","02","23","Tamashiro, JY","1255","1981","10","26","Brazil","Minas Gerais","Poços de Caldas","Santa Rosália","-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,NA,NA,"flor, Arbusto de 1m, flores esbranquiçadas",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-01 16:42:30-03","UNICAMP","UEC","65985","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.",NA,NA,NA,NA,"Sposito, TC","28642","1993","03","11","Brazil","Minas Gerais","Nova Lima","Reserva Biológica da Mata do Jambeiro.","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,"Árvore, estípulas vermelhas, coletada na beira da estrda, planta masculina com formigas no caule.","29211","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-01 16:42:30-03","UNICAMP","UEC","65987","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.",NA,NA,NA,NA,"Sposito, TC","28644","1993","03","11","Brazil","Minas Gerais","Nova Lima","Reserva Biológica da Mata do Jambeiro.","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,"Árvore 12m, beira de mata, planta masculina, sem triquílios.","29211","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-01 16:42:30-03","UNICAMP","UEC","36769","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Romaniuc","1996","03",NA,"Morais, HC","36769","1985","01","30","Brazil","Minas Gerais","Viçosa","Campus da UFV, belvedere","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,NA,"Árvore de ca. 10m de altura, masculina, estípula vermelha c/ colônia de Azteca sp.","13937","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-01 16:42:30-03","UNICAMP","UEC","36697","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Romaniuc","1996","03",NA,"Morais, HC","8799","1983","02","13","Brazil","Minas Gerais","Viçosa","Campus da UFV, Encosta do morro","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,NA,"Gema apical vermelha. Triquilo na base dos pecíolos. Planta com galhos laterais sem formigas.","13937","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-01 16:42:30-03","UNICAMP","UEC","36698","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.",NA,NA,NA,NA,"Morais, HC; Garcia, MVB","9202","1984","01","28","Brazil","Minas Gerais","Viçosa","Campus da UFV, Estrada para o Recinto da Cigarra","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,NA,"ÁRvore ca. 8m de altura, brácteas roxas.","13937","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-01 16:42:30-03","UNICAMP","UEC","51695","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Romaniuc","1996","03",NA,"Souza, WS; Silva, SM","s.n.","1986","06","14","Brazil","Paraná","Paranaguá","Ilha Das Cabras.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"Arvoreta com 5m,inflorescências verdes brácteas vináceas, folhas com a face inferior pilosa, mais clara.","24916","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-01 16:42:30-03","UNICAMP","UEC","65599","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Carauta, JPP","1988","07",NA,"Matthes, LAF","24022","1988","07","12","Brazil","São Paulo","Campinas","Mata de Santa Genebra","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"Árvore ca. 6m, bainhas vermelhas.","23900","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-08-20 10:27:28-03","UNICAMP","UEC","65990","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.",NA,NA,NA,NA,"Sposito, TC","28641","1993","02","25","Brazil","São Paulo","Capão Bonito","Fazenda Intervales","-48.3400001525879","-24",NA,NA,NA,NA,NA,NA,NA,"39505","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-01 16:42:30-03","UNICAMP","UEC","56064","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Gaglioti, AL","2009","05","13","Machado, CG","22415","1989","12","08","Brazil","São Paulo","Jundiaí","Serra do Japí","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,NA,"3m, arboreo.","17840","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-03-01 16:42:30-03","UNICAMP","UEC","64114","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Gaglioti, AL","2009","05","12","Domênica, ATS; Figueiroa, JFC; Labate, AS; Cabral, DF","24199","1991","04","11","Brazil","São Paulo","Jundiaí","Serra do Japí","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,NA,"Árvore de aproximadamente 6,0metros, encontrada apenas em locais iluminados.","17840","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-01 16:42:30-03","UNICAMP","UEC","56327","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.",NA,NA,NA,NA,"Santos, FAM","56327","1989","05","04","Brazil","São Paulo","Jundiaí","Serra do Japí, próximo a represa do DAE","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,NA,"Planta com ca. 2m de altura triquílios castanho-claro, estípula vináceas. Folhas avermelhadas e pouco discolores. Presença de formigas.","17840","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-01 16:42:30-03","UNICAMP","UEC","85196","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.",NA,NA,NA,NA,"Fonseca, MG","16","1995","08",NA,"Brazil","São Paulo","Piracicaba","Rua do Porto","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"UEC159585","UEC159585","Porte arbóreo, material testemiunho, uso medicinal (diabete e problemas renais)","44778","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-01 16:42:30-03","UNICAMP","UEC","85981","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.",NA,NA,NA,NA,"Tamashiro, JY; Santos, FAM; Belinello, R; Galvão, JC; Gardolinski, PC","688","1994","09","28","Brazil","São Paulo","Riversul","Estrada Riversul-Itaberá","-49.4199981689453","-23.8199996948242",NA,NA,NA,NA,NA,NA,"Árvore de 10m, planta feminina, estípula e amentilho vinosos.","18712","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-03-01 16:42:30-03","UNICAMP","UEC","81998","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.",NA,NA,NA,NA,"Durigan, G","31686","1994","04","15","Brazil","São Paulo","Tarumã","Fazenda Berrante","-50.5699996948242","-22.7399997711182",NA,NA,NA,NA,NA,NA,"Árvore pioneira, gema apical vinácea.","15125","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-03-01 16:42:30-03","UNICAMP","UEC","24945","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Romaniuc","1996","03",NA,"Sazima, M; Sazima, I","12701","1981","08","03","Brazil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"Árvore ca. 10m., frutos de cor avermelhada a esverdeada. Folhas jovens avermelhadas.","34265","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-03-01 16:42:30-03","UNICAMP","UEC","22070","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Romaniuc","1996","03",NA,"Benson, WW","10838","1979","12","18","Brazil","São Paulo","Ubatuba","Estrada da Fazenda Velha, km 6","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"Árvore com curva de 8m de alt., derrubada pelo vento. Planta masculina.","34265","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-03-01 16:42:30-03","UNICAMP","UEC","11451","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Romaniuc","1996","03",NA,"Joly, CA","7349","1978","03","26","Brazil","São Paulo","Ubatuba","Praia Dura","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"Árvore até 8m.; inflorescências alaranjadas; bráctea terminal avermelhada; folhas levemente pilosas.","34265","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-03-01 16:42:30-03","UNICAMP","UEC","22071","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Romaniuc","1996","03",NA,"Benson, WW","10837","1979","12","17","Brazil","São Paulo","Ubatuba","Praia Dura, Rio Escuro.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"Árvore de 8m de altura.","34265","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-11-06 09:57:50-03","UFOP","OUPR","23918","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Silva, M.F.",NA,NA,NA,"Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Acaiaca",NA,"-43.1446990966797","-20.3624992370605",NA,NA,NA,NA,NA,NA,"Árvore. Flores amarelo-amarronzadas. Beira de rio (mata).","14401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-11-06 09:57:50-03","UFOP","OUPR","23919","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Silva, M.F.","2013","12","16","Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,NA,NA,"Árvore. Flores marrons. Beira de rio.","16921","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-01-28 13:24:38-03","PUCRS","MPUC","13392","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","R.A. Baaske","2004","01","01",NA,NA,"2000","06","07","Brasil","RS","São Francisco de Paula",".","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"Floresta Ombrófila Densa (F: 91)","76715","auto",NA,"Rosales","South America",NA,"Magnoliopsida",NA,NA,NA,"1",NA,NA
"163","2020-10-14 10:06:59-03","FURB","FURB","18422","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Stival-Santos, A","2009","12","14","Stival-Santos, A.; Legal, E. & Silveira, S.","1441","2009","12","14","Brasil","Santa Catarina","São João Batista","Canudos.","-48.8675","-27.3597222","-48.8675000","-27.3597222","231","231","FURB45066","FURB45066","Florística IFFSC 428 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arbórea; Fruto vinho;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-10-14 10:06:59-03","FURB","FURB","18481","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Verdi, M","2010","01","25","Verdi, M.; Tomazi, A.L. & Klemz, G.","3338","2009","12","02","Brasil","Santa Catarina","Morro da Fumaça","Estação Cocal.","-49.2322223","-28.6191667","-49.2322223","-28.6191667","50","50","FURB45065","FURB45065","Florística IFFSC 51 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-10-14 10:06:59-03","FURB","FURB","19582","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Verdi, M","2009","11","05","Verdi, M.; Tomazi, A.L. & Klemz, G.","2961","2009","11","05","Brasil","Santa Catarina","Siderópolis","Barragem do Rio São Bento.","-49.59","-28.62","-49.5900000","-28.6200000","479","479","FURB45063","FURB45063","Florística IFFSC 47 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: árvore;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-10-14 10:06:59-03","FURB","FURB","2366","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Sevegnani, L","1995","03","03","Sevegnani, L.",NA,"1995","03","03","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889","-49.0719445","-26.9213889","25","25","FURB45067","FURB45067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-10-14 10:06:59-03","FURB","FURB","25735","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Verdi, M","2010","04","03","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4614","2010","04","03","Brasil","Santa Catarina","Laguna","Laranjeiras.","-48.87","-28.44","-48.8700000","-28.4400000","246","246","FURB45060","FURB45060","Florística IFFSC 81 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbórea; Fruto infrutescência vermelha;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-10-14 10:06:59-03","FURB","FURB","46122","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Funez, L.A.","2015","02","09","Funez, L.A.","3641","2015","02","09","Brasil","Santa Catarina","Florianópolis","UFSC.","-48.5213889","-27.6013889","-48.5213889","-27.6013889","12","12","FURB45058","FURB45058_1 FURB45058_2","presença de muitas formigas Habitat: borda de floresta Habito: arvoreta; flor inflorecência vermelha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-10-14 10:06:59-03","FURB","FURB","46858","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Uller, HF","2015","03","26","Uller, H.F.; Klitzke, A.R.","281","2015","03","26","Brasil","Santa Catarina","Guaramirim","Morro da Antena.","-49.0438889","-26.535","-49.0438889","-26.5350000",NA,NA,"FURB45059","FURB45059_1 FURB45059_2 FURB45059_3","Árvore abatida p/ quantificação da biomassa. DAP = 29,8 cm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-10-14 10:06:59-03","FURB","FURB","55821","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Schwirkowski, P.","2017","04","22","Schwirkowski, P.","2247","2017","04","22","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Linha férrea, após a Estação de trem.","-49.2869444","-26.3552778","-49.2869444","-26.3552778","400","400","FURB55821","FURB55821","Frutos avermelhados Habitat: Heliófita Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-10-14 10:06:59-03","FURB","FURB","59057","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Kassner-Filho, A.","2018","05","10","Kassner-Filho, A.","2713","2018","05","10","Brasil","Santa Catarina","Penha","J.B. World Entretenimentos S/A.","-48.6163889","-26.8019444","-48.6163889","-26.8019444","7","7","FURB59057","FURB59057","fruto imaturo Habitat: interior do fragmento Habito: arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-10-14 10:06:59-03","FURB","FURB","1770","PreservedSpecimen","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.",NA,NA,NA,NA,"Bosio, F.",NA,"2004","01","12","Brasil","Santa Catarina","Blumenau","Nova Rússia.","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"FURB45064","FURB45064","Planta usada na medicina popular na Nova Rússia. Coletada na residência e Helena Leite. Habitat: Floresta Ombrófila Densa; capoeira Habito: arbórea; flor inflorescência vermelha","34291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-02-12 18:12:34-03","UFES","VIES","24510","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.",NA,NA,NA,NA,"Gurtler, J.; Costa-Lima, J.L.; Hollunder, R.K.; Frade, M.S. & Scheidegger, A.F.A.","JAC 148","2017","03","14","Brasil","Espírito Santo","Conceição da Barra","Distrito de Itaúnas. ao longo da Trilha Borboleta. Parque Estadual de Itaúnas","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"VIES024510","VIES024510",NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-04-27 16:11:50-03","UFES","VIES","7548","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.","Machado, A.F.P.","2007","08","17","Simões, J.M.","76","1993","05","29","Brasil","Espírito Santo","Domingos Martins","Vila Verde.","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"VIES007548","VIES007548",NA,"48150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-06-27 10:27:00-03","UFES","VIES","31287","S","Plantae","Urticaceae","Cecropia","glaziovii","Cecropia glaziovii","Snethl.",NA,NA,NA,NA,"Curto, R.A.; Martins, L.T. & Silva, A.E.","33","2010","10","16","Brasil","Espírito Santo","Guaçuí","Floresta do Rosal.","-41.6794013977051","-20.7756004333496",NA,NA,"650","650","VIES031287","VIES031287",NA,"17884","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
