"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","typeStatus","individualCount","relatedCatalogItem","previousCatalogNumber","fieldNumber","sex"
"50","2017-09-11 17:11:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum","Lindl.",NA,"Glaziou, AFM","11623?part.",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia austro-orientali locis haud indicatis",NA,NA,NA,"Floret Januario - Februario",NA,"P03P5N0044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2017-09-11 17:11:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum","Lindl.",NA,"Schenck, H","2685",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Teresópolis","in Serra dos Orgãos supra arbores prope Theresopolis","-42.9656","-22.4122",NA,NA,NA,"P03P5N0044",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2017-09-11 17:11:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum","Lindl.",NA,"Moura, JT de","70?",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Teresópolis","in Serra dos Orgãos supra arbores prope Theresopolis","-42.9656","-22.4122",NA,NA,NA,"P03P5N0044",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2017-09-11 17:11:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum","Lindl.",NA,"Loddiges, CL","s.n.",NA,NA,NA,"Southern America","Guyana",NA,NA,"Etiam in Guiana anglica ad Demerara",NA,NA,NA,NA,NA,"P03P5N0044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:11:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum","Lindl.",NA,"Loddiges, CL","s.n.",NA,NA,NA,"Southern America","Guyana",NA,NA,"Etiam in Guiana anglica ad Demerara",NA,NA,NA,NA,NA,"P03P5N0044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:11:47-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Epidendrum","parahybunense","Epidendrum parahybunense","Barb.Rodr.",NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in sylvis humidis supra arbores secus flum. Parahybuna prope Juiz de Fora prov. Minas Geraes",NA,NA,NA,"Floret Januario",NA,"P03P5N0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2017-09-11 17:11:47-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Epidendrum","parahybunense","Epidendrum parahybunense","Barb.Rodr.",NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in sylvis humidis supra arbores secus flum. Parahybuna prope Juiz de Fora prov. Minas Geraes",NA,NA,NA,"Floret Januario",NA,"P03P5N0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 10:13:10-03","IBt","SP","25573","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","ecostatum","Epidendrum ecostatum","Pabst","Buono, FA","Spannagel, C","158",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"1995","05","08",NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-21 10:13:10-03","IBt","SP","17203","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","ecostatum","Epidendrum ecostatum","Pabst","Buono, FA","Kuhlmann, M","s.n.","1926","04","01",NA,"Brasil","São Paulo","Cubatão","Raiz da Serra","-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,"1995","05","08",NA,NA,NA,"15123","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 10:13:10-03","IBt","SP","248396","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","ecostatum","Epidendrum ecostatum","Pabst",NA,"Catharino, ELM; et al.","1570","1991","03","19",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Trilha proxima a Cachoeira do salto, mata de planície","-47.5499992370605","-24.7000007629395",NA,"Epífita, tépalas esverdeadas",NA,NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 10:13:10-03","IBt","SP","27735","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","ecostatum","Epidendrum ecostatum","Pabst","Barros, F","Eiffe, R","CGGs.n.","1902","02",NA,NA,"Brasil","São Paulo","Santo André","Campo Grande.","-46.5299987792969","-23.6599998474121",NA,NA,"SP009557","SP009557","1992","04","09",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 10:13:10-03","IBt","SP","845","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","ecostatum","Epidendrum ecostatum","Pabst","Barros, F","Hoehne, FC","s.n.","1907","11","03",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"Flor alvo esverdeadas",NA,NA,"1992","04","09",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-21 10:13:10-03","IBt","SP","667","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","ecostatum","Epidendrum ecostatum","Pabst","Barros, F","Hoehne, FC","s.n.","1919","04",NA,NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"Epífita, flores verde claras",NA,NA,"1992","04","09",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 10:13:10-03","IBt","SP","65110","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","ecostatum","Epidendrum ecostatum","Pabst","Barros, F","Handro, O","1040","1962","11",NA,NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"Epífita, flores verde claro",NA,NA,"1992","04","09",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 10:13:10-03","IBt","SP","39044","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","ecostatum","Epidendrum ecostatum","Pabst","Barros, F","Handro, O","485","1955","05","26",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"Flores esverdeadas, as vezes levemente sombreadas da pardo",NA,NA,"1992","04","09",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 10:13:10-03","IBt","SP","3903","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","ecostatum","Epidendrum ecostatum","Pabst","Barros, F","Hoehne, FC","s.n.","1920","04","21",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"Flor verde clara",NA,NA,"1992","04","09",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:13:10-03","IBt","SP","163924","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","ecostatum","Epidendrum ecostatum","Pabst",NA,"Handro, O","2207","1972","05","30",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, linha São Paulo-Santos","-46.5299987792969","-23.6599998474121",NA,"Epífita na mata úmida, flores esverdeadas",NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 10:13:10-03","IBt","SP","27481","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","ecostatum","Epidendrum ecostatum","Pabst","Buono, FA","Zoéga, F","s.n.","1931","04","19",NA,"Brasil","São Paulo","São Paulo","Santo Amaro. Rio Bonito","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"1995","05","08",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 10:13:13-03","IBt","SP","288503","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","parahybunense","Epidendrum parahybunense","Barb.Rodr.","Buono, FA","Shirasuna, RT; Catharino, ELM","80","1994","09","29",NA,"Brasil","São Paulo","Bananal","Serra da Bocaina","-44.3199996948242","-22.6800003051758",NA,NA,NA,NA,"1997","10","06",NA,NA,NA,"26795","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2013-05-16 11:17:48-03","AMES","HU-HERB","AMES 00070245","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum","Ruiz & Pavon",NA,"H. Ruiz L. & J. A. Pavon","29528",NA,NA,NA,"South America","Peru",NA,NA,NA,NA,NA,"Microscope slide,Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Photograph of type",NA,NA,NA,"29528","undetermined"
"70","2013-05-16 11:17:48-03","AMES","HU-HERB","AMES 00084607","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Epidendrum","corymbosum","Epidendrum corymbosum","Ruiz & Pavon",NA,"H. Ruiz L. & J. A. Pavon","29528",NA,NA,NA,"South America","Peru",NA,NA,NA,NA,NA,"Microscope slide,Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type material",NA,NA,NA,"29528",NA
