"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","day","county","identifiedBy","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","528418","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","J. E. B. Warming","64","1863",NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=591114' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528418","NY00528418_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","528420","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","G. E. Schatz","888","1983","03","South America","Brazil","Maranhão","Cocal Grande, 34 km NE of Barra do Corda along the Rio Mearim","-45.1","-5.4",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=591108' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528420","NY00528420_01","07","Barra do Corda","M. J. Huft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","629688","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","R. M. Harley","H51657","1992","02","South America","Brazil","Bahia","Estrada velha Abaíra-S. José, 1 km de Abaíra","-41.68","-13.23","680","680","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=591105' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629688","NY00629688_01","28","Abaíra","I. Cordeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02103826","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","W. W. Thomas","11949","1999","02","South America","Brazil","Bahia","Ca. 2.5 km N of Palmira on road connecting Palmira to the Itaju do Colônia-Itapé road, Fazenda Sao Roque (owner Luis Fernando Verde)","-39.5717","-15.1383","300","450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=139208' target='other'> <mi>dwc_moreinfo</mi></a>","NY02103826","NY02103826_01","02","Jussari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01874338","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","W. W. Thomas","5970","1988","02","South America","Brazil","Minas Gerais","4 km W of Itinga on BR 367 to Almenara","-41.8","-16.63","300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2475582' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874338","NY01874338_01","15","Itinga","K. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1028043","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","W. R. Anderson","9232","1973","04","South America","Brazil","Minas Gerais","15 km by road W of Januária on road to Serra das Araras","-44.46555","-15.57915","575","650","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144465' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028043","NY01028043_01","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","528416","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","R. M. Harley","15023","1974","01","South America","Brazil","Bahia","By the side of the BA 630 highway, 23 km South of Aracatu between Vitoria da Conquista and Brumado","-41.42","-14.58","700","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=591103' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528416","NY00528416_01","13","Caraíbas","R. M. Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","04029521","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","B. Maguire","35915","1953","10","South America","Venezuela","Bolívar","southwest base of Cerro Altamire (10 km. east of Ciudad Piar)",NA,NA,"300",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332586' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029521",NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1281245","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","M. F. de Sales","578","1995","04","South America","Brazil","Pernambuco","Bezerros, Parque Municipal de Serra Negra","-35.7969","-8.23333",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1680281' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281245","NY01281245_01","12","Bezerros","M. F. A. Lucena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01874580","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vahl","L. Nusbaumer","4104","2014","05","South America","Brazil","Alagoas","Reserva Biológica da Pedra Talhada, localité de Quebrangulo.","-36.418578","-9.240339","860",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2512287' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874580","NY01874580_01","22","Quebrangulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1019283","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","L. P. de Queiroz","10595",NA,NA,"South America","Brazil","Bahia","Fazenda Nova Fanele, ca. 2.5 km S de Ipirá.","-39.77","-12.1792","278","278","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280260' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019283","NY01019283_01",NA,"Ipirá","D. S. Carneiro-Torres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","04029518","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","J. Richard Abbott","16156","1995","02","South America","Bolivia","Santa Cruz","San Jose de Chiquitos, town square, on road to Santa Cruz de la Sierra Chaco forest.",NA,NA,"300",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4332583' target='other'> <mi>dwc_moreinfo</mi></a>","NY04029518",NA,"07","Chiquitos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","528419","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","J. C. Gomes","242","1949","05","South America","Brazil","São Paulo","Matao","-48.36","-21.6003",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=591107' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528419","NY00528419_01","09","Matao","C. G. Leal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1281244","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","S. Tsugaru","B1362","1987","08","South America","Brazil","Pernambuco","Praia do Guaibu, 35 km from Recife","-34.950683","-8.337132","10","30","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1680279' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281244","NY01281244_01","31","Cabo do Santo Agostinho","M. H. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","263323","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Euphorbia","lupulina","Euphorbia lupulina","Boiss.","I. F. Holton","840","1852","12","South America","Colombia","Tolima","Supra Honda, Pintas",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=685253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00263323","NY00263323_01",NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-18 09:29:31-03","UNESP-IBB","BOTU","12270","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","Gemtchújnicov, I.D.",NA,"1957","08",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"BOTU012270",NA,"22",NA,"Silva, O.L.M.",NA,"2013","03","06","9999","9999",NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:30:16-03","UFRJ","RFA","23512","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","A.A.M. de Barros; K. Tanizaki 161","316","1988","05",NA,"Brasil","Rio de Janeiro","Barra de São João","-42.2042007446289","-22.4806003570557",NA,NA,NA,"Erva. Inflorescência verde latescente","RFA19121",NA,"22","Casimiro de Abreu","A.A.M. de Barros",NA,NA,NA,NA,NA,NA,"24732","auto",NA,NA,NA,NA,NA
"28","2020-06-29 11:30:16-03","UFRJ","RFA","22454","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","Cézio Pereira",NA,"1988","07",NA,"Brasil","Rio de Janeiro","Barra de Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,"'Cacho de brácteas' verde claro","RFA18489",NA,"04","Maricá","I. Cordeiro",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA
"29","2019-11-19 15:43:57-03","UNEB","HUNEB","3715","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","Saar, E.","47988","2000","03",NA,"Brasil","Bahia","Serra do Jerônimo.","-39.332222","-9.723056",NA,NA,NA,"Caatinga arbórea, ca. de 7, m de altura.","HUNEB0003715",NA,"30","Uauá",NA,NA,NA,NA,NA,"39W19'56''","9S43'23''",NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"30","2019-11-19 15:43:57-03","UNEB","HUNEB","6662","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","Britto, K.B.","13","1982","07",NA,"Brasil","Bahia",NA,"-38.9667015075684","-12.2666997909546",NA,NA,NA,NA,"HUNEB0006662",NA,"08","Feira de Santana",NA,NA,NA,NA,NA,NA,NA,"46325","auto","Dicotyledoneae",NA,NA,NA,NA
"31","2021-03-30 12:38:14-03","EAO","IAN","35517","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","Viégas, AP","6263","1941","05","Southern America","Brasil","São Paulo","Fazenda Santa Elisa.","-47.060001373291","-22.8999996185303",NA,NA,NA,"Herbaceo.","IAN035517","IAN035517 IAN035517_e","27","Campinas",NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"32","2013-07-03 10:46:06-03","EBDA","BAH","9256","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2013-07-03 10:46:06-03","EBDA","BAH","2282","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2013-07-03 10:46:06-03","EBDA","BAH","1981","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","Luciano Figueredo",NA,"1977","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gênero disperso em toda regiões tropicais sub-tropicais do globo.",NA,NA,"07",NA,"Souza, H.F.",NA,"1977","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2013-07-03 10:46:06-03","EBDA","BAH","1782","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","José Andrade Mendonça",NA,"1974","02",NA,"Brasil","Bahia","Feira de Santana - Bahia","-38.9667","-12.2667",NA,NA,NA,"IMPORT. PLANTA: Presença de latex, sendo seu efeito altamente corrosivo ou irritante em muitas espécies. As sementes das Euphorbias são mais ou menos ricas em óleo e este é tão ou mais nocivo que o latex. Observa-se no gado bovino caso de intoxicação.",NA,NA,"27","Feira de Santana","Oliveira, E.L.P.G. de",NA,"1982",NA,NA,NA,NA,"46325","auto",NA,NA,NA,NA,NA
"36","2013-07-03 10:46:06-03","EBDA","BAH","6091","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","Bastos, B.C.","458","1984","10",NA,"Brasil","Bahia","Faz. Tanque do Sítio - Ipirá - Bahia","-39.7372","-12.1583",NA,NA,NA,"Erva ereta, herbácea, leitosa, inflorescências terminais, congestas, constituídas de flores de coloração amarelo-esverdeado. Pouco frequente.IMPORT. PLANTA: Tóxica",NA,NA,"03","Ipirá","Oliveira, E.L.P.G. de",NA,"1985","02",NA,NA,NA,"44834","auto",NA,NA,NA,NA,NA
"37","2013-07-03 10:46:06-03","EBDA","BAH","7178","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","Bastos, B.C.","512","1984","07",NA,"Brasil","Bahia","Faz. Barriguda - Ipirá Bahia","-39.7372","-12.1583",NA,NA,NA,"Planta herbácea, ereta, leitosa, caule glabro, inflorescências terminais, congestas, constituídas de muitas flores de coloração amarelo-esverdeada Muito frequente.IMPORT. PLANTA: Tóxica e invasora",NA,NA,"17","Ipirá","Oliveira, E.L.P.G. de",NA,"1985","01",NA,NA,NA,"44834","auto",NA,NA,NA,NA,NA
"38","2013-07-03 10:46:06-03","EBDA","BAH","6058","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","Bastos, B.C.","437","1985","03",NA,"Brasil","Bahia","Jacobina - BA.","-40.5183","-11.1806",NA,NA,NA,"Erva com flores esverdeadas em forma de brácteas, contém latex bastante corrosivo e irritante. Pouco frequente.IMPORT. PLANTA: Planta tóxica",NA,NA,"28","Jacobina","Oliveira, E.L.P.G. de",NA,"1985","05",NA,NA,NA,"62396","auto",NA,NA,NA,NA,NA
"39","2013-07-03 10:46:06-03","EBDA","BAH","2612","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","Oliveira, E.L.P.G. de","286","1981","06",NA,"Brasil","Bahia","Itaberaba - Ba. (Pasto Pangola)","-40.3069","-12.5275",NA,NA,NA,"Erva com latex branco e flor verdes; muito frequente.",NA,NA,"16","Itaberaba","Oliveira, E.L.P.G. de",NA,"1981","07",NA,NA,NA,"39857","auto",NA,NA,NA,NA,NA
"40","2013-07-03 10:46:06-03","EBDA","BAH","3581","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","Alfredo Liborio",NA,"1981","10",NA,"Brasil","Bahia","Faz. Cotinguiba - Alagoinhas - BA.","-38.4192","-12.1356",NA,NA,NA,"IMPORT. PLANTA: Planta tóxica.",NA,NA,"03","Alagoinhas","Edna Laureana P. G. de Oliveira",NA,"1981","10",NA,NA,NA,"24621","auto",NA,NA,NA,NA,NA
"41","2013-07-03 10:46:06-03","EBDA","BAH","3972","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","Ferreira, M. do S.G.","249","1982","03",NA,"Brasil","Bahia","Pasto Tanque - Faz. Serra da Monta - Itaberaba.","-40.3069","-12.5275",NA,NA,NA,"Erva de inflorescência verde, planta toda verde muito frequente, tóxica.IMPORT. PLANTA: Tóxicas",NA,NA,"09","Itaberaba","Ferreira, M. do S.G.",NA,"1982","08",NA,NA,NA,"39857","auto",NA,NA,NA,NA,NA
"42","2013-07-03 10:46:06-03","EBDA","BAH","4302","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","Bastos, B.C.","351","1982","11",NA,"Brasil","Bahia","Pasto Caldeirão, Faz. Serra da Monta - Itaberaba - Ba.","-40.3069","-12.5275",NA,NA,NA,"Erva com brácteas esverdeadas.IMPORT. PLANTA: Tóxica",NA,NA,"10","Itaberaba","Luzimar G. Fernandez",NA,"1983","01",NA,NA,NA,"39857","auto",NA,NA,NA,NA,NA
"43","2013-07-03 10:46:06-03","EBDA","BAH","4311","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","Bastos, B.C.","356","1982","11",NA,"Brasil","Bahia","Pasto Buffel-Faz. Serra da Monta-Itaberaba Ba.","-40.3069","-12.5275",NA,NA,NA,"Erva de brácteas verdes protegendo as flores esverdeadas.IMPORT. PLANTA: Tóxicas",NA,NA,"11","Itaberaba","Ferreira, M. do S.G.",NA,"1983","01",NA,NA,NA,"39857","auto",NA,NA,NA,NA,NA
"44","2013-07-03 10:46:06-03","EBDA","BAH","6761","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","Oliveira, E.L.P.G. de","806","1986","04",NA,"Brasil","Bahia","Faz. Lage - Santa Terezinha - BA.","-39.5233","-12.7719",NA,NA,NA,"presença de látex e resina",NA,NA,"14","Santa Terezinha","Oliveira, E.L.P.G. de",NA,"1986","05",NA,NA,NA,"25196","auto",NA,NA,NA,NA,NA
"45","2013-07-03 10:46:06-03","EBDA","BAH","5043","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","Heitor L. R. Filho","1","1984","06",NA,"Brasil","Bahia","Itaberaba BA.","-40.3069","-12.5275",NA,NA,NA,"IMPORT. PLANTA: Planta tóxica",NA,NA,"29","Itaberaba","Oliveira, E.L.P.G. de",NA,"1984","06",NA,NA,NA,"39857","auto",NA,NA,NA,NA,NA
"46","2013-07-03 10:46:06-03","EBDA","BAH","2374","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","Bastos, B.C.","54","1980","10",NA,"Brasil","Bahia","Irecê - BA","-41.8558","-11.3042",NA,NA,NA,"presença de látex e resinaIMPORT. PLANTA: O latex ou resina que brota de cada ferimento na planta tem efeito altamente corrosivo e irritante.",NA,NA,"08","Irecê","Oliveira, E.L.P.G. de",NA,"1981","02",NA,NA,NA,"19644","auto",NA,NA,NA,NA,NA
"47","2013-07-03 10:46:06-03","EBDA","BAH","3033","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","comosa","Euphorbia comosa","Vell.","Go. Pedra do Cavalo","151","1980","06",NA,"Brasil","Bahia","B. Bananeiras/ Cachoeira Ba.","-38.9558","-12.6183",NA,NA,NA,"Herbácea suculenta, flôres com proteção de inúmeras brácteas.",NA,NA,"06","Cachoeira","Scardino, Noblick, Paranhos, Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia.",NA,NA,NA,NA,NA,NA,"26884","auto",NA,NA,NA,NA,NA
