"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","typeStatus","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","monthIdentified","dayIdentified","class","individualCount"
"11","2021-03-01 16:34:33-03","UNICAMP","UEC","200497","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","Pereira, LS; Belinello, R; Gomes, JAMA","N1433","2007","12",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4",NA,"990",NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 4.5 metros de altura. Frequência da espécie na parcela: n=29; Mata Atlântica","UEC158107","UEC158107",NA,NA,NA,"2008","-45.183333","-23.4","1045",NA,NA,NA,NA
"12","2021-03-01 16:34:33-03","UNICAMP","UEC","200225","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","Padgurschi, MCG; Belinello, R","M447","2009",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4",NA,"990",NA,"Parcela M - Projeto Biota-FAPESP. Árvore com 7 metros de altura. Frequência da espécie na parcela: n=1","UEC177713","UEC177713",NA,NA,NA,NA,"-45.183333","-23.4","1045",NA,NA,NA,NA
"13","2021-03-01 16:34:33-03","UNICAMP","UEC","160404","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","8","2011","01","05",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.945278","-23.330333",NA,"999",NA,"Material vegetativo. Cerca de 4 m de altura e 5 indivíduos distribuídos em 1 ha.; Floresta Ombrófila Densa Montana.","UEC009957","UEC009957",NA,NA,NA,NA,"-45.945278","-23.330333","999",NA,NA,NA,NA
"14","2021-03-01 16:34:33-03","UNICAMP","UEC","155015","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","Castro, AG","107","2000","03","29",NA,"Brazil","São Paulo","Bananal","Estação Ecológica de Bananal. Serra Bocaina.","-44.3199996948242","-22.6800003051758","26795","1250",NA,"Mata Atlântica.","UEC045452","UEC045452","auto",NA,NA,NA,NA,NA,"1250",NA,NA,NA,NA
"15","2021-03-01 16:34:33-03","UNICAMP","UEC","154949","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","Castro, AG","101","2000","03","29",NA,"Brazil","São Paulo","Bananal","Estação Ecológica de Bananal, Serra da Bocaina.","-44.3199996948242","-22.6800003051758","26795","1300",NA,"Mata Atlântica. Próxima ao Rio da Pedra Vermelha.","UEC045451","UEC045451","auto",NA,NA,NA,NA,NA,"1300",NA,NA,NA,NA
"16","2019-06-27 10:25:39-03","UFES","VIES","12531","S","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","Iglesias, D.T.; Cardoso, W.C.","89","2013","02","24",NA,"Brasil","Espírito Santo","Serra","APA Mestre Álvaro.","-40.3078002929688","-20.1285991668701","16451","646",NA,NA,"VIES012531","VIES012531","auto",NA,"Iglesias, D.T.","2013",NA,NA,"646",NA,NA,NA,NA
"17","2020-04-27 16:10:35-03","UFES","VIES","38080","S","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","Iglesias, D.T.; et al.","162","2013","04","14",NA,"Brasil","Espírito Santo","Serra","Área de Proteção Ambiental Mestre Álvaro.","-40.3078002929688","-20.1285991668701","16451",NA,NA,NA,"VIES038080","VIES038080","auto",NA,"Iglesias, D.T.","2013",NA,NA,NA,"04","14",NA,NA
"18","2019-06-27 10:25:39-03","UFES","VIES","30250","S","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","Zorzanelli, J.P.F.","970","2014","03","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803","32198","1328",NA,NA,"VIES030250","VIES030250","auto",NA,"Goldenberg, R.","2014",NA,NA,"1328",NA,NA,NA,NA
"19","2019-06-27 10:25:39-03","UFES","VIES","28034","S","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","Bacci, L.F.; Zorzanelli, J.P.F.","117","2013","11","30",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim, terreno do Seu Aristídes.","-41.5358009338379","-20.3458003997803","32198",NA,NA,NA,"VIES028034","VIES028034","auto",NA,"Bacci, L.F.","2013",NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 09:31:07-03","UFRRJ","RBR","46212","S","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","J.F.A. Baumgratz; J.F.A. Baumgratz, M. Nadruz, M.G. Bovini, M.S. Wängler, F.H. Nadal","1609","2019","01","30",NA,"Brasil","Rio de Janeiro","Paraty","Zona de amortecimento do Parque Nacional da Serra da Bocaina; Floresta Ombrófila Montana secundária. Zona de amortecimento do Parque Nacional da Serra da Bocaina; Floresta Ombrófila Montana secundária. Picada para o pico do Coriscão, com início na trilha","-44.811944","-23.269444",NA,"664",NA,NA,"RBR00046212",NA,NA,NA,"J.F.A. Baumgratz, M.R. Moutinho","2019","44º48'43''W","23º16'10''S","664","03",NA,NA,NA
"21","2020-12-21 16:34:29-03","MBM","MBM","407239","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","Caddah, M.K.; Pereira, L.S.; Lunhani, G.; Pereira, L.S.; Lunhani, G.","901","2011","11","20","Southern America","Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.045556","-23.196111",NA,"956",NA,"Árvore ca. 8m. Flores compétalas e estames brancos. Frutos imaturos verdes.","MBM407239","MBM407239",NA,"ISOTYPE","Caddah, M.K.","2011","-45.045556","-23.196111","956","11",NA,NA,NA
"22","2020-12-21 16:34:29-03","MBM","MBM","409989","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","Scarponi, T.M.; Nascimento, L.S.; Ammon, R.A.; Hottz, D.; Nascimento, L.S.; Ammon, R.A.; Hottz, D.","100","2014","08","25","Southern America","Brazil","Rio de Janeiro","Macaé","São Bento, Barra do Sana","-42.21","-22.32",NA,"700",NA,"Árvore com 8,7 m de altura. Base reta. Casca interna vermelha e externa castanho escuro, fina rugosa. Botões florais lilases.; Floresta Ombrófila Densa Montana, secundária. Mata perturbada com presença de cultivos de banana, café e l","MBM409989","MBM409989",NA,NA,"Goldenberg, R.","2018","-42.21","-22.32","700",NA,NA,NA,NA
"23","2020-12-21 16:34:29-03","MBM","MBM","163728","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","60094","1993","11","11","Southern America","Brazil","Espírito Santo","Marechal Floriano","Rod. BR-262","-40.6831016540527","-20.4127998352051","23038",NA,NA,"Arbusto 3m, flor alva.; Mata pluvial da encosta de morro.","MBM163728","MBM163728","auto","PARATYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-11 17:19:54-03","UFPR","UPCB","54501","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Goldenb.","Kollmann, R.L.","901","1998","11","09",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"750",NA,"Arbusto 3m, fruto verde. Mata de baixada..","UPCB0016633","UPCB0016633",NA,"Paratype","Goldenberg, R.","2006","9999","9999","750","01","01",NA,NA
"25","2021-02-11 17:19:54-03","UFPR","UPCB","54502","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Goldenb.","Demuner, V.","524","2000","01","13",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,NA,NA,"Arbusto 3m, fruto jovem de cor verde..","UPCB0016779","UPCB0016779",NA,"Paratype","Goldenberg, R.","2006","9999","9999",NA,"01","01",NA,NA
"26","2021-02-11 17:19:54-03","UFPR","UPCB","54503","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Goldenb.","Kollmann, R.L.","1046","1998","11","18",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"850",NA,"Arbusto 4m, botão branco. Mata de encosta..","UPCB0016778","UPCB0016778",NA,"Paratype","Goldenberg, R.","2006","9999","9999","850","01","01",NA,NA
"27","2021-02-11 17:19:54-03","UFPR","UPCB","54504","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Goldenb.","Kollmann, R.L.","2011","1999","02","23",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"750",NA,"Arbusto 4m, fruto verde. Mata de encosta..","UPCB0016632","UPCB0016632",NA,"Paratype","Goldenberg, R.","2006","9999","9999","750","01","01",NA,NA
"28","2021-02-11 17:19:54-03","UFPR","UPCB","54505","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Goldenb.","Kollmann, R.L.","2617","1999","06","17",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"800",NA,"Arbusto 3m, fruto verde. Mata de encosta..","UPCB0016626","UPCB0016626",NA,"Paratype","Goldenberg, R.","2006","9999","9999","800","01","01",NA,NA
"29","2021-02-11 17:19:54-03","UFPR","UPCB","54506","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Goldenb.","Lopes, W.P.","734","1999","05","19",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,NA,NA,"Arvoreta 2,5m, fruto imaturo verde, maturo negro. Ambiente úmido e sombreado..","UPCB0016636","UPCB0016636",NA,"Paratype","Goldenberg, R.","2006","9999","9999",NA,"01","01",NA,NA
"30","2021-02-11 17:19:54-03","UFPR","UPCB","54507","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Goldenb.","Kollmann, R.L.","6047","2003","03","13",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","BLOQUEADO",NA,NA,NA,NA,NA,"Arvoreto 4m, fruto verde..","UPCB0016623","UPCB0016623",NA,"Paratype","Goldenberg, R.","2006","9999","9999",NA,"01","01",NA,NA
"31","2021-02-11 17:19:54-03","UFPR","UPCB","54508","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Goldenb.","Kollmann, R.L.","1779","1999","02","03",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"750",NA,"Arbusto 2m, fruto verde..","UPCB0016774","UPCB0016774",NA,"Paratype","Goldenberg, R.","2006","9999","9999","750","01","01",NA,NA
"32","2021-02-11 17:19:54-03","UFPR","UPCB","54509","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Goldenb.","Kollmann, R.L.","2730","2000","03","21",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"750",NA,"Planta de 3m, fruto verde, preto maduro..","UPCB0016635","UPCB0016635",NA,"Paratype","Goldenberg, R.","2006","9999","9999","750","01","01",NA,NA
"33","2021-02-11 17:19:54-03","UFPR","UPCB","54510","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Goldenb.","Vervloet, R.R.","1770","2003","02","05",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,NA,NA,"Planta 8m, flor de cor creme. Topo de morro, dossel 15m..","UPCB0016767","UPCB0016767",NA,"Paratype","Goldenberg, R.","2006","9999","9999",NA,"01","01",NA,NA
"34","2021-02-11 17:19:54-03","UFPR","UPCB","54585","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Goldenb.","Kollmann, R.L.","7263","2004","11","28",NA,"Brasil","Espírito Santo","Santa Leopoldina","BLOQUEADO",NA,NA,NA,NA,NA,"Arbusto 3m, flor branca..","UPCB0016768","UPCB0016768",NA,NA,"Goldenberg, R.","2005","9999","9999",NA,"01","01",NA,NA
"35","2021-02-11 17:19:54-03","UFPR","UPCB","63753","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Goldenb.","Goldenberg, R.","1097","2008","05","05",NA,"Brasil","Espírito Santo","Cariacica","BLOQUEADO",NA,NA,NA,"590",NA,"Árvore 6m. Frutos imaturos verdes. Floresta Ombrófila Densa Montana..","UPCB0016630","UPCB0016630",NA,"Paratype","Goldenberg, R.","2008","9999","9999","590","01","01",NA,NA
"36","2021-02-11 17:19:54-03","UFPR","UPCB","63965","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Goldenb.","Kollmann, L.","10655","2008","02","16",NA,"Brasil","Espírito Santo","Cariacica","BLOQUEADO",NA,NA,NA,"506",NA,"Árvore 7m, frutos verdes. Material prensado em álcool. Floresta ombrófila densa montana..","UPCB0016776","UPCB0016776",NA,NA,"Goldenberg, R.","2008","9999","9999","506","01","01",NA,NA
"37","2021-02-11 17:19:54-03","UFPR","UPCB","81049","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","Caddah, M.K.","901","2011","11","20",NA,"Brasil","São Paulo","São Luiz do Paraitinga","956m. Parque Estadual da Serra do Mar","-45.046","-23.196",NA,NA,NA,"Árvore ca. 8m. Flores com pétalas e estames brancos. Frutos imaturos verdes..","UPCB0002458","UPCB0002458",NA,"Holotype","Caddah, M.K.","2011","-45.046","-23.196",NA,"11",NA,NA,NA
"38","2021-02-23 16:20:39-03","UFPR","UPCB","97091","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Ruiz & Pav.","Zorzanelli, J. P. F.","970","2014","03","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim: Ao lado do transecto 1, no local onde caiu uma árvore grande.","-41.4725","-20.4989",NA,NA,NA,"Mata Atlântica. Arbusto com frutos verdes.","UPCB0046899",NA,NA,NA,"Goldenberg, R.","2014","-41.4725","-20.4989",NA,NA,NA,NA,NA
"39","2021-02-11 17:19:54-03","UFPR","UPCB","91572","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","Giordano, L.C.S. et al.","1786","1994","11","24",NA,"Brasil","Rio de Janeiro","Paraty","Área de proteção Ambiental de Cairuçu. Morro do Corisquinho.","-44.7131004333496","-23.2178001403809","34470","40",NA,"Floresta Ombrófila Densa Baixo Montana. Vegetação ripária com afloramentos rochosos.. Arvoreta com cerca de 3 metros de altura, semi-ciófila. Folhas membranáceas a papiráceas, discolores. Frutos imaturos verdes.","UPCB0036033","UPCB0036033","auto",NA,"Goldenberg, R.","2016",NA,NA,"40",NA,NA,NA,NA
"40","2021-02-11 17:19:54-03","UFPR","UPCB","92734","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","Giordano, L.C.S. et al.","1786","1994","11","24",NA,"Brasil","Rio de Janeiro","Paraty","Área de proteção Ambiental de Cairuçu. Morro do Corisquinho.","-44.7131004333496","-23.2178001403809","34470","40",NA,"Floresta Ombrófila Densa Baixo Montana. Vegetação ripária com afloramentos rochosos.. Arvoreta com cerca de 3 metros de altura, semi-ciófila. Folhas membranáceas a papiráceas, discolores. Frutos imaturos verdes.","UPCB0036033","UPCB0036033","auto",NA,"Goldenberg, R.","2016",NA,NA,"40",NA,NA,NA,NA
"41","2021-02-11 17:19:54-03","UFPR","UPCB","92332","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","Bacci, L.F. & Lima, D.F.","87","2013","11","23",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, trilha para o túmulo","-40.6002998352051","-19.9356002807617","23813",NA,NA,"Árvore ca. 10m alt. Floes velhas, 4-meras..","UPCB0034867","UPCB0034867","auto",NA,"Bacci, L.F.","2013",NA,NA,NA,NA,NA,NA,NA
"42","2021-02-11 17:19:54-03","UFPR","UPCB","88796","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Goldenb.","Fonseca, R.S. | Simão, M.V.C.R.","797","2010","10","01",NA,"Brasil","Minas Gerais","Viçosa","Estação de Pesquisa, Treinamento e Educação Ambiental Mata do Paraíso","-42.8819007873535","-20.7539005279541","13937",NA,NA,"Floresta Estacional Semidecidual; à esquerda da trilha da pesquisa, área sombreada no interior do brejo; arvoreta +/- 5m..","UPCB0032124","UPCB0032124","auto",NA,"Goldenberg, R.","2018",NA,NA,NA,NA,NA,NA,NA
"43","2021-02-11 17:19:54-03","UFPR","UPCB","86024","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Goldenb.","Braga, J.M.A. et al.","1257","1994","05","27",NA,"Brasil","Rio de Janeiro","Guapimirim","Granja Monte Olivete, margem do rio Bananal.","-42.9818992614746","-22.5372009277344","21463","450",NA,"Margem de rio, mata densa. Arbusto, ca. 3m de altura. Botões florais castanho-claros. Frutos imaturos verdes e maduros carnosos roxos. Margem de rio..","UPCB0016631","UPCB0016631","auto",NA,"Goldenberg, R.","2016",NA,NA,"450",NA,NA,NA,NA
"44","2021-02-11 17:19:54-03","UFPR","UPCB","71931","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Goldenb.","Caddah, M.K.","866","2011","02","11",NA,"Brasil","Rio de Janeiro","Santa Maria Madalena","Pico do Desen.gano. Estrada para Estalagem Morumbeca.","-42.0080986022949","-21.9552993774414","30526","1030",NA,"Árvore ca. 4m. Frutos imaturos verdes. Cálica caduco. Coleta em sílica..","UPCB0016777","UPCB0016777","auto","Paratype",NA,NA,NA,NA,"1030",NA,NA,NA,NA
"45","2021-02-11 17:19:54-03","UFPR","UPCB","92339","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R.Goldenb.","Bacci, L.F. & Zorzanelli, J.P.F.","117","2013","11","30",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim, terreno do Seu Aristídes","-41.5358009338379","-20.3458003997803","32198","1400",NA,"Árvore ca. 6m alt. Botões florais..","UPCB0034883","UPCB0034883","auto",NA,"Bacci, L.F.","2013",NA,NA,"1400",NA,NA,NA,NA
"46","2020-07-10 09:47:26-03","MBML","MBML-HERBARIO","48805",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Golden.","L.F. Bacci; D.F. Lima","87","2013","11","23",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia. Trilha para o túmulo","-40.530278","-19.971389",NA,NA,NA,"Árvore ca 10m alt., flores velhas, 4-meras","MBML048805","MBML048805",NA,NA,"L.F. Bacci/2013",NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA
"47","2020-07-10 09:47:26-03","MBML","MBML-HERBARIO","10131",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","atlantica","Miconia atlantica","Caddah & R. Golden.","W. P. Lopes; E. Bausen & W. Pizziolo","734","1999","05","19",NA,"Brasil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria","-40.683611","-19.931111",NA,NA,NA,"Arvoreta 2,5m. Frutos imaturos verdes, maturos negros. Ambiente úmido e sombreado.","MBML010131","MBML010131",NA,"PARATIPO","R. Goldenberg/2015",NA,"40W41'1","19S55'52",NA,NA,NA,NA,NA
