"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber","typeStatus"
"1","2021-03-15 16:37:00-03","NY","NYBG","309456","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Cratylia","intermedia","Cratylia intermedia","(Hassl.) L.A.Queiroz","M. H. Nee","M. H. Nee","49589","1998","06","02","South America","Bolivia","Santa Cruz","Ichilo","Parque Nacional Amboró, Campamento Mataracú.","-63.87","-17.55","375","375","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=499657' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2016-09-27 05:26:00-03","NY","NYBG","585987","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Cratylia","intermedia","Cratylia intermedia",NA,"R. L. Liesner","D. N. Smith","13046","1989","04","28","South America","Bolivia","Cochabamba","Chapare","Km 140, carretera Santa Cruz-Chapare-Cochabamba","-65.47","-17","415","415","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628214' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","585986","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Cratylia","intermedia","Cratylia intermedia","(Hassl.) L.P.Queiroz","L. P. de Queiroz","G. G. Hatschbach","19788","1968","09","21","South America","Brazil","Paraná","Laranjeiras do Sul","Rio Perdido","-52.4158","-25.4081",NA,NA,"sheet","A part with rust (Uredinales) removed on 16 Jul 1985 by Joe f. Henner, Arthur Herbarium (PUR) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585986","NY00585986_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-11-24 17:10:40-03","UTFPR","DVPR","6197","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Cratylia","intermedia","Cratylia intermedia","(Hassl.) L.P.Queiroz & R.Monteiro","Silva, DR","Silva, DR; Dama, VJ; Moura, AP","360","2018","07","09",NA,"Brasil","Paraná","Capanema","Futuro reservatório da UHE Baixo Iguaçu, mata do lado esquerdo do rio Iguaçu.","-53.3951","-25.3041","185","185",NA,"Cipó lenhoso 10 m. Folhas cartáceas, verde discolores. Inflorescência com tricomas nos botões florais. Ponto 012.; Floresta Estacional Semidecidual em estágio médio de sucessão secundária. Associação entre Latossolo e Nitossolo Vermel","DVPR006197",NA,"2018","11","20","-53.3951","-25.3041",NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-11-24 17:10:40-03","UTFPR","DVPR","6189","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Cratylia","intermedia","Cratylia intermedia","(Hassl.) L.P.Queiroz & R.Monteiro","Silva, DR","Silva, DR; Dama, VJ; Pereira, JP; Moura, AP","438","2018","08","13",NA,"Brasil","Paraná","Capanema","Futura área do reservatório da UHE Baixo Iguaçu, Córrego Estrela.","-53.3822","-25.3206","257","257",NA,"Cipó 7 m. Flor lilás. Ponto 109.; Remanescente de Floresta Estacional Semidecidual em estágio médio de sucessão secundária. Associação entre Latossolo e Nitossolo Vermelhos.","DVPR006189",NA,"2018","11","22","-53.3822","-25.3206",NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-11-24 17:10:40-03","UTFPR","DVPR","6190","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Cratylia","intermedia","Cratylia intermedia","(Hassl.) L.P.Queiroz & R.Monteiro","Silva, DR","Rocha Filho, JA; Dama, VJ; Machado, C","780","2018","07","17",NA,"Brasil","Paraná","Capanema","Futura área do reservatório da UHE Baixo Iguaçu, próximo a ETE.","-53.3946","-25.3049","259","259",NA,"Cipó 6 m. Folhas cartáceas, flores lilás. Ponto 056.; Floresta Estacional Semidecidual em estágio médio de sucessão secundária. Associação entre Latossolo e Nitossolo Vermelhos.","DVPR006190",NA,"2018","11","22","-53.3946","-25.3049",NA,NA,NA,NA,NA,NA,NA,NA
"7","2020-11-24 17:10:40-03","UTFPR","DVPR","6416","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Cratylia","intermedia","Cratylia intermedia","(Hassl.) L.P.Queiroz & R.Monteiro","Silva, DR","Rocha Filho, JA; Tcatch, BG; Moura, AP","779","2018","07","17",NA,"Brasil","Paraná","Capitão Leonidas Marques","Futuro reservatório da UHE Baixo Iguaçu, lado esquerdo do Rio Monteiro.","-53.3915","-25.2953","243","243",NA,"Cipó 7 m. Flores lilás.; Floresta ripária sobre solo argiloso. Associação entre Latossolo e Nitossolo Vermelhos.","DVPR006416",NA,"2018","11","22","-53.3915","-25.2953",NA,NA,NA,NA,NA,NA,NA,NA
"8","2020-11-24 17:10:40-03","UTFPR","DVPR","6008","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Cratylia","intermedia","Cratylia intermedia","(Hassl.) L.P.Queiroz & R.Monteiro","Silva, DR","Rocha Filho, JA; Dama, VJ; Moura, AP","781","2018","07","17",NA,"Brasil","Paraná","Capitão Leonidas Marques","Futuro reservatório da UHE Baixo Iguaçu, lado direito do Rio Monteiro.","-53.3912","-25.2952","248","248",NA,"Cipó 6 m de altura. Folhas cartáceas. Flores lilás. Ponto 086; Ambiente antropisado, pastagem.","DVPR006008",NA,"2018","11","22","-53.3912","-25.2952",NA,NA,NA,NA,NA,NA,NA,NA
"9","2020-11-24 17:10:40-03","UTFPR","DVPR","6414","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Cratylia","intermedia","Cratylia intermedia","(Hassl.) L.P.Queiroz & R.Monteiro","Silva, DR","Rocha Filho, JA; Dama, VJ; Pereira, JP; Moura, AP","796","2018","08","13",NA,"Brasil","Paraná","Capanema","Futuro reservatório da UHE Baixo Iguaçu, córrego estrela.","-53.3813","-25.3203","258","258",NA,"Cipó 7 m de altura. Folhas cartáceas. Flor lilás.; Remanescente de Floresta Estacional Semidecidual em estágio médio de sucessão secundária. Associação entre Latossolo e Nitossolo Vermelhos.","DVPR006414",NA,"2018","11","22","-53.3813","-25.3203",NA,NA,NA,NA,NA,NA,NA,NA
"10","2020-11-24 17:10:40-03","UTFPR","DVPR","6189","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Cratylia","intermedia","Cratylia intermedia","(Hassl.) L.P.Queiroz & R.Monteiro","Silva, DR","Silva, DR; Dama, VJ; Pereira, JP; Moura, AP","438","2018","08","13",NA,"Brasil","Paraná","Capanema","Futura área do reservatório da UHE Baixo Iguaçu, Córrego Estrela.","-53.8088989257812","-25.6718997955322","257","257",NA,"Cipó 7 m. Flor lilás. Ponto 109.; Remanescente de Floresta Estacional Semidecidual em estágio médio de sucessão secundária. Associação entre Latossolo e Nitossolo Vermelhos.","DVPR006189",NA,"2018","11","22",NA,NA,"23753","auto",NA,NA,NA,NA,NA,NA
