"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","fieldNumber","dayIdentified","individualCount","minimumElevationInMeters","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","relatedCatalogItem"
"50","2014-03-26 15:11:00-03","MO","MOBOT","2860241","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A. St.-Hil.) A. Juss.","W.R. Anderson","F. Javier Fernández Casas|J. Molero","Fernández Casas 3859","1980",NA,NA,"South America","Paraguay","Caaguazú",NA,"Entre Yhú y San Blas, en prados secos arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"51","2008-05-27 22:02:00-03","MO","MOBOT","1281523","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R. Anderson","W.R. Anderson (MICH)","Elsa M. Zardini|Leongino Guerrero","Zardini 48176","1998","3","11","South America","Paraguay","San Pedro",NA,"Santa Rosa-Santa Barbara. Cerrado scrub on red sandy soil. Same spot as Zardini #45518-45566 (October) and #46629-46696 (May); collecting area: around one hectare.","-56.39416","-23.84222",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1133",NA,"4",NA,NA,NA,NA,NA
"52","2016-11-15 05:15:00-02","MO","MOBOT","2342618","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R. Anderson",NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 46451","1995","2","4","South America","Argentina","Misiones","San Ignacio","San Ignacio","-54.53333","-27.26666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2016-11-15 05:15:00-02","MO","MOBOT","2342632","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R. Anderson","Anderson, W. R.","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 44624","1993","11","5","South America","Argentina","Misiones","San Ignacio","San Ignacio, alrededores de la casa de Horacio Quiroga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2018-08-26 04:35:00-03","MO","MOBOT","2430162","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R. Anderson","Múlgura de Romero, M. E.","F. Biganzoli|Fernando O. Zuloaga|Paola Peralta|S. A. Catalano|A.M. Girscht|G. Irrazabal|G. Massaccesi|Y. Sasal","Biganzoli 613","1999","9","23","South America","Argentina","Misiones","San Ignacio","Parque Provincial Teyú Cuaré, campito antes de la entrada superior, poco tiempo después de incendiarse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2008-05-27 22:02:00-03","MO","MOBOT","2515380","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R. Anderson",NA,"Marín","Marin 686",NA,NA,NA,"South America","Paraguay","Canindeyú",NA,"Reserva Natural del Bosque Mbaracayú","-55.41666","-24.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2009-05-15 13:24:00-03","MO","MOBOT","2860281","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R. Anderson","W.R. Anderson","Pedro Jörgensen","Jörgensen 4480","1931","3",NA,"South America","Paraguay",NA,NA,"In the campo [Pajytú].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2018-04-19 15:15:12-03","UNIOESTE","UNOP","7899","S","Plantae",NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A.St.-Hil.) A.Juss.","Cordeiro, J.; Barbosa, E.","Silva, J.M.; Poliquesi, C. .B.; Maranho, L. .T.; Ristow, R.; Poliquesi, C. .B.; Maranho, L. .T.; Ristow, R.","8269","2012","03","19",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Xilopodífera, flor amarela. Campo graminoso.",NA,NA,"2012","46557","auto",NA,"04",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-09-12 05:00:02-03","US","US","3187540","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R. Anderson",NA,"G. Hatschbach","45479","1982","9","12","South America - Neotropics","Brazil","Ponta Grossa",NA,"Parque Vila Velha",NA,NA,NA,NA,"US01876817","US01876817_01 US01876817_02",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA,NA
"59","2020-09-12 05:00:02-03","US","US","1543945","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R. Anderson",NA,"P. Jörgensen","4480","1931","3",NA,"South America","Paraguay",NA,NA,"In the campos Tapyta.",NA,NA,NA,NA,"US03327097",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA,NA
"60","2020-09-12 05:00:02-03","US","US","3147110","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R. Anderson",NA,"G. Hatschbach & J. Cordeiro","52641","1988","12","6","South America - Neotropics","Brazil","Sengés",NA,"Rod. PR 151, Rio Itararé",NA,NA,NA,NA,"US01876816","US01876816_01 US01876816_02",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA,NA
"61","2020-09-12 05:00:02-03","US","US","1495062","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R. Anderson",NA,"P. K. Dusén","15657","1914","10","29","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01876822","US01876822_01 US01876822_02",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA,NA
"62","2020-09-12 05:00:02-03","US","US","2602339","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R. Anderson",NA,"H. Moreira","462","1968","10","18","South America - Neotropics","Brazil","Ponta Grossa",NA,NA,NA,NA,NA,NA,"US01876819","US01876819_01 US01876819_02",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA,NA
"63","2020-09-12 05:00:02-03","US","US","2839275","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R. Anderson",NA,"G. Hatschbach","22317","1969","10","7","South America - Neotropics","Brazil","Ponta Grossa",NA,"Rio Guavirova",NA,NA,NA,NA,"US01876818","US01876818_01 US01876818_02",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA,NA
"64","2020-09-12 05:00:02-03","US","US","2509176","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R. Anderson",NA,"G. Hatschbach","13011","1965","10","14","South America - Neotropics","Brazil","Campo Mourão",NA,NA,NA,NA,NA,NA,"US01876820","US01876820_01 US01876820_02",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA,NA
"65","2020-09-12 05:00:02-03","US","US","2279905","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A. St.-Hil.) W.R. Anderson",NA,"G. Hatschbach","5479","1959","1","30","South America - Neotropics","Brazil","Tibagi",NA,"Fazenda Ingrata",NA,NA,NA,NA,"US01876821","US01876821_01 US01876821_02",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA,NA
"66","2021-03-15 18:28:30-03","USP","SPF","161997","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A.St.-Hil.) A.Juss.","Almeida, RF","Hatschbach, G","74186","2002","11","13",NA,"Brasil","Mato Grosso do Sul","Bonito","Rod. Bonito ao trevo com a Rod. BR-267, próximo do km 31. Campo cerrado Nova para o Mato Grosso do Sul.","-56.4818992614746","-21.1210994720459",NA,"Flor amarela.","SPF00161997","SPF00161997","2014","71352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2014-04-04 18:27:44-03","PNFM","IRAI","5742","S","Plantae","Magnoliophyta",NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A.St.-Hil.) W.R.Anderson","Cordeiro, J.; Barbosa, E.","Silva, J.M.","8269","2012","03","19",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-49.995472","-25.240389",NA,"Xilopodífera, flor amarela. Campo graminioso","IRAI00005742",NA,"2012",NA,NA,NA,"04",NA,NA,NA,"950","-49.995472","-25.240389","950",NA
"68","2014-04-04 18:27:44-03","PNFM","IRAI","5229","S","Plantae","Magnoliophyta",NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A.St.-Hil.) W.R.Anderson","Cordeiro, J.; Santos, E.L. dos","Ristow, R.","2017","2011","12","29",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.000722","-25.240861",NA,"Herbácea, 30 cm, flor pentâmera amarela, fruto tricoca avermelhado. Campo limpo seco","IRAI00005229",NA,"2012",NA,NA,NA,"05",NA,NA,NA,"920","-50.000722","-25.240861","920",NA
"69","2014-04-04 18:27:44-03","PNFM","IRAI","5182","S","Plantae","Magnoliophyta",NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia","(A.St.-Hil.) W.R.Anderson","Cordeiro, J.; Santos, E.L. dos","Maranho, L.T.","s.n.","2011","12","29",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.001778","-25.241556",NA,"Herbácea, 25 cm, flor pentâmera amarela, fruto tricoca avermelhado. Campo limpo seco","IRAI00005182",NA,"2012",NA,NA,NA,"05",NA,NA,NA,"915","-50.001778","-25.241556","915",NA
"70","2015-03-13 18:46:43-03","F","FMNH-SEEDPLANTS","V0222438F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0222438F","V0222438F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2015-03-13 18:46:43-03","F","FMNH-SEEDPLANTS","V0222439F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0222439F","V0222439F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2015-03-13 18:46:43-03","F","FMNH-SEEDPLANTS","V0222440F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0222440F","V0222440F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2015-03-13 18:46:43-03","F","FMNH-SEEDPLANTS","V0222441F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,"V0222441F","V0222441F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2015-03-13 18:46:43-03","F","FMNH-SEEDPLANTS","V0222442F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,"V0222442F","V0222442F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-07-23 12:11:48-03","CEPLAC","CEPEC","99692","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Peregrina","linearifolia","Peregrina linearifolia",NA,"W. R. Anderson","G. Hatschbach","74186","2002","11","13",NA,"Brasil","Mato Grosso","BONITO","Rod. Bonito ao trevo com a Rod. BR-267, próximo do Km 31. Mato Grosso do Sul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003"
"76","2019-11-21 10:09:01-03","IBt","SP","39836","S","Plantae",NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A.St.-Hil.) A.Juss.","Mamede, MCH","Jörgensen, P","4480","1931","03",NA,NA,"Paraguai",NA,NA,"In the canyon Tapytú",NA,NA,NA,NA,"SP020873","SP020873","2012",NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-21 10:09:01-03","IBt","SP","23350","S","Plantae",NA,NA,"Malpighiaceae","Janusia","linearifolia","Janusia linearifolia","(A.St.-Hil.) A.Juss.","Mamede, MCH","Hoehne, FC","s.n.","1928","11","03",NA,"Brasil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"SP020872","SP020872","2012","46557","auto",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA
