"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","identifiedBy","minimumElevationInMeters","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","class","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","01091244","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile","(Vell.) Benth.","S. C. de Sant'Ana","237","1992","11","19","South America","Brazil","Bahia","Presidente Jânio Quadros","11 km de ramal á direita, na estrada de acesso a Grajeru, liganda ao km 32","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=140866' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091244","NY01091244_01","-41.6781","-14.6894",NA,NA,"H. C. de Lima","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:30:33-03","UFRJ","RFA","34764","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","fluminense","Machaerium fluminense","Rudd","Robson D. Ribeiro; Veronica Maioli","1050","2008","12","06",NA,"Brasil","Rio de Janeiro","Rio das Ostras","Mar do Norte. Balneário das Garças",NA,"Árvore com 7 m de altura, tronco acinzentado, escamoso com ca. 25 cm de DAP. Inflorescências pendulas em forma de cachos, flores vinosas, com a região central do vexilo esbranquiçada. Frutos jovens. Frequente na região. Fotos, flores e","RFA22335",NA,"-41.9449996948242","-22.5268993377686","17620","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-13 09:19:50-03","UFRJ","RFA","31673","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile","(Vell.) Benth.","Flavio Britto Pereira","13-jan","2006","03","21",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Laranjeiras, Mata da Laranjeiras",NA,"Árvore, 15 m de altura, 03 cm de DAP, folha verde, caule marrom, frequência rara","RFA40385",NA,"-43.193611","-22.932222",NA,NA,NA,"103","43º11'37''W","22º55'56''S","103",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-13 09:19:50-03","UFRJ","RFA","5807","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile","(Vell.) Benth.","A.P. Duarte",NA,"1959","04","15",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jacarepaguá. Curiacica",NA,"Árvore de pequeno porte em remanescente.","RFA25937",NA,"-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-13 09:19:50-03","UFRJ","RFA","7567","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile","(Vell.) Benth.","A.P. Duarte","4799","1959","05","26",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Estrada de Jacarepaguá",NA,"Árvore de porte médio, ca. 12 - 15 m, madeira de lei","RFA44019",NA,"-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:30:33-03","UFRJ","RFA","9964","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile","(Vell.) Benth.","P. Occhioni","4492","1971","02","00",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Matas do antigo Horto Florestal",NA,"Árvore de 8 m , lenho durissimo","RFA28618",NA,"-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:30:33-03","UFRJ","RFA","10357","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile","(Vell.) Benth.","P. Occhioni","4537","1971","05",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Vista Chinesa",NA,"Árvore pequena","RFA44020",NA,"-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:13:41-03","NBC","NL-BOTANY","U.1303244","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Machaerium","incorruptibile","Machaerium incorruptibile","Allemão","Ducke A",NA,"1925","10","30","Southern America","Brazil",NA,NA,"Rio de Janeiro prope urbem in silvis Sumare.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1303244 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1303244","NL-U1303244",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:13:41-03","NBC","NL-BOTANY","U.1303245","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Machaerium","incorruptibile","Machaerium incorruptibile","Allemão","Kuhlmann JG",NA,"1920","11","01","Southern America","Brazil",NA,NA,"Rio de Janeiro prope urbem in silvis Almeido Novo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1303245 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1303245","NL-U1303245",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:13:41-03","NBC","NL-BOTANY","U.1303246","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Machaerium","incorruptibile","Machaerium incorruptibile","Allemão","Ducke A",NA,"1925","10","30","Southern America","Brazil",NA,NA,"Rio de Janeiro prope urbem in silvis Sumare.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1303246 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1303246","NL-U1303246",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:09:45-03","ESALQ","ESA","81782","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Machaerium","fluminense","Machaerium fluminense",NA,"Tameirão Neto, E.","3172.0","2001","03","26",NA,"Brasil","Minas Gerais","São Pedro de Suaçui",NA,NA,NA,"ESA081782","ESA081782",NA,NA,NA,NA,"Filardi, F.",NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:09:45-03","ESALQ","ESA","126374","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Machaerium","fluminense","Machaerium fluminense",NA,"Ribeiro, R.D.","419.0","1905","06","27",NA,"Brasil","Rio de Janeiro","Macaé",NA,NA,NA,"ESA126374",NA,"-41.7868995666504","-22.3708000183105","47209","auto","Filardi, F.L.R.",NA,NA,NA,NA,NA,"1905","06","29",NA,NA,NA,NA,NA
"23","2020-11-04 10:55:48-03","ESALQ","ESA","137446","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile",NA,"R.D. Ribeiro","309.0","2004","07","03",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Mariane",NA,NA,"ESA137446",NA,"-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 10:55:48-03","ESALQ","ESA","140974","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile","(Vell.) Benth.","Cornia, M. G. K.; Silva, R. F; Nahssen, M. H. C; Fernandes, N. L; Alves, D. M; Souza, V. C; Rodrigues, R. R; Koch, I. Colletta, G. D.","413.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Ilha do Governador. Base de Fusileiros Navais. Floresta Ombrófila Densa",NA,"Frutos amarronzados.","ESA140974",NA,"-43.2075004577637","-22.9027996063232","57442","auto","Filardi, F.R.L.",NA,"-43,160,600","-22,778,867",NA,NA,"2017","04","26",NA,NA,NA,NA,NA
"25","2020-11-04 10:55:48-03","ESALQ","ESA","139504","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile","(Vell.) Benth.","Cornia, M. G. K., Silva, R. F; Nahssen, M. H. C; Fernandes, N. L; Alves, D. M; Souza, V. C; Rodrigues, R. R; Koch, I. Colletta, G.","413.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Ilha do Governador. Base de Fusileiros Navais. Floresta Ombrófila Densa",NA,"Frutos amarronzados.","ESA139504",NA,"-43.2075004577637","-22.9027996063232","57442","auto","Filardi, F.R.L.",NA,"-43,160,600","-22,778,867",NA,NA,"2017","04","26",NA,NA,NA,NA,NA
"26","2020-11-04 11:09:45-03","ESALQ","ESA","123510","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile",NA,"Duarte, C.","151.0","2002","10","05",NA,"Brasil","Rio de Janeiro","Carapebus","Perto da estação de Cabeúnas.",NA,NA,"ESA123510",NA,"-41.6610984802246","-22.1872005462646","13257","auto","Ribeiro, R.D.",NA,NA,NA,NA,NA,"2004","02","01",NA,NA,NA,NA,NA
"27","2021-01-14 15:29:45-03","MN","R","23965","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile","(Vell.) Benth.","s.col.","s.n.","1927","10","15",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,NA,"Serviço Florestal do Brasil Herbário",NA,NA,"-43.2075004577637","-22.9027996063232","57442","auto","Kuhlmann, J.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:29:45-03","MN","R","24113","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile","(Vell.) Benth.","Nunez, G.M.","s.n.","1931",NA,NA,NA,"Brasil","Rio de Janeiro","Paty do Alferes","Avelar",NA,NA,NA,NA,"-43.4185981750488","-22.4286003112793","18359","auto","Kuhlmann, J.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-01-14 15:29:45-03","MN","R","29442","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile","(Vell.) Benth.","s.col.","s.n.","1871","08",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Guaratiba",NA,NA,NA,NA,"-43.2075004577637","-22.9027996063232","57442","auto","Hoehne, F.C.",NA,NA,NA,NA,NA,"1936","06","26",NA,NA,NA,NA,NA
"30","2021-01-14 15:29:45-03","MN","R","23968","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile","(Vell.) Benth.","s.col.","s.n.","1927","06","14",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Santa Teresa",NA,NA,NA,NA,"-43.2075004577637","-22.9027996063232","57442","auto","Kuhlmann, J.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-07-02 14:02:00-03","JBP","HPL","4519","S","Plantae",NA,NA,"Fabaceae-Faboideae","Machaerium","incorruptibile","Machaerium incorruptibile","Allem.","E.R. Salviani & H. Lorenzi","94","1998","07","02",NA,"Brasil","SP","Campinas","Coletado no IAC, seção das seringueiras.",NA,NA,NA,NA,"-47.06","-22.9","23900","auto","E.R. Salviani & H. Lorenzi",NA,NA,NA,NA,NA,"1998","07","02",NA,NA,NA,NA,NA
"32","2020-12-20 21:17:33-03","UFV","VIC","10677","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile","(Vell.) Benth","Heringer, E.P.","18612","1982","10","24",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Mata primitiva.",NA,"Árvore de porte médio.","VIC010677",NA,"-42.7322006225586","-19.7122001647949","28215","auto","Filardi, F.L.R.",NA,NA,NA,NA,NA,"2009","12",NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:30:50-03","UNICAMP","UEC","201235","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","fluminense","Machaerium fluminense",NA,"Salino, A","4074","1998","02","28",NA,"Brazil","Minas Gerais",NA,"Rio Casca, Área de inundação da Usina Hidrelétrica de Jurumirim, às margens do Rio Casca.",NA,"Árvore com 10m de altura. Folhas cartáceas e frutos imaturos verdes.; Floresta ciliar.","UEC183387","UEC183387",NA,NA,NA,NA,"Filardi, FLR",NA,NA,NA,NA,NA,"2009","12",NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:14:04-03","UNICAMP","UEC","148139","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","fluminense","Machaerium fluminense",NA,"Bortoluzzi, RLC; Basílio, LA; Marquinhos","205","1998","08","13",NA,"Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Estrada do Aníbal.",NA,"Árvore ca. 10m de altura. Folíolos glabros na face adaxial e tomentoso ferrugíneo na face abaxial. Estípulas epinescentes presentes. Frutos cartáceos, alas amarronzadas quando secos. Presença de muitas formigas.",NA,NA,"-42.7322006225586","-19.7122001647949","28215","auto","Filardi, FLR",NA,NA,NA,NA,NA,"2009","12",NA,NA,NA,NA,NA,NA
"35","2019-08-20 10:14:04-03","UNICAMP","UEC","98839","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","fluminense","Machaerium fluminense",NA,"Costa, LV; Braga, PIS; Pereira, MCA","30731","1993","11",NA,NA,"Brazil","Minas Gerais","Marliéria","Parque Est. Rio Doce.",NA,"folha, Floresta Atlântica. Águas Claras, beira de estrada. Arbóreo.","UEC183388","UEC183388","-42.7322006225586","-19.7122001647949","28215","auto","Filardi, FLR",NA,NA,NA,NA,NA,"2009","12",NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:30:50-03","UNICAMP","UEC","161452","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile","Allemão","Pessoal do Horto Florestal","s.n.","1937","10","15",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Mata do Horto Florestal, Antiga Guanabara. Mata do Rumo.",NA,"Árvore de 10 metros de altura, flores purpúrea.","UEC039228","UEC039228","-43.2075004577637","-22.9027996063232","57442","auto","Kuhlmann, JG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-20 10:14:04-03","UNICAMP","UEC","161454","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile","Allemão","Kuhlmann, JG","s.n.","1921","01","16",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Morro do Novo Mundo",NA,NA,"UEC039230","UEC039230","-43.2075004577637","-22.9027996063232","57442","auto","Rudd, VE",NA,NA,NA,NA,NA,"1975","12",NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:30:50-03","UNICAMP","UEC","53135","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile","Allemão","João; equipe","35","1990","08","07",NA,"Brazil","São Paulo","Campinas","Fazenda Santa Eliza",NA,"15m de altura. Com frutos verdes.","UEC159571","UEC159571","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-20 10:14:05-03","UNICAMP","UEC","98025","S","Plantae","Magnoliopsida",NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile","Allemão","Árbocz, GF","35291","1995","05","13",NA,"Brazil","São Paulo","Piquete","Margem rodovia para Itajubá, mata de altitude",NA,"fruto, Árvore 9m, frutos imaturos verdes, copa dersa, folhas brilhantes.","UEC159572","UEC159572","-45.1699981689453","-22.6100006103516","13434","auto","Filardi, FLR",NA,NA,NA,NA,NA,"2009","12",NA,NA,NA,NA,NA,NA
"40","2019-06-27 10:25:08-03","UFES","VIES","33313","S","Plantae",NA,NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile","(Vell.) Benth.","Moreira, L.N.","75","2007","07","09",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","Floresta Nacional Pacotuba.",NA,NA,"VIES033313","VIES033313","-41.1128005981445","-20.8488998413086","35694","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 09:30:41-03","UFRRJ","RBR","43032","S","Plantae",NA,NA,"Leguminosae","Machaerium","incorruptibile","Machaerium incorruptibile","(Vell.) Benth.","L.H. Soares",NA,"2015","09","03",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar EE-47 P34/14.",NA,NA,"RBR00043032",NA,"-43.194167","-22.960833",NA,NA,NA,NA,"43º11'39''W","22º57'39''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 09:30:41-03","UFRRJ","RBR","43075","S","Plantae",NA,NA,"Leguminosae","Machaerium","incorruptibile","Machaerium incorruptibile","(Vell.) Benth.","T.P.P. Alverga",NA,"2015","05","23",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F29/14.",NA,NA,"RBR00043075",NA,"-43.426389","-22.99",NA,NA,"T.P.P. Alverga",NA,"43º25'35''W","22º59'24''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-06-29 09:30:41-03","UFRRJ","RBR","43478","S","Plantae",NA,NA,"Leguminosae","Machaerium","incorruptibile","Machaerium incorruptibile","(Vell.) Benth.","J.H. Martins",NA,"2013","06","17",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Rio de janeiro. Inventário complementar P2-4.",NA,NA,"RBR00043478",NA,"-43.234722","-22.901111",NA,NA,"T.P.P. Alverga",NA,"43º14'5''W","22º54'4''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2013-04-01 09:18:15-03","IPT","BCTW","11550","S","Plantae","Magnoliophyta",NA,NA,"Machaerium","incorruptibile","Machaerium incorruptibile","(Vell.) Benth.",NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico",NA,"SBG 2166",NA,NA,"-43.2075","-22.9028","57442","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:26:59-03","MBM","MBM","270288","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","fluminense","Machaerium fluminense","Rudd","Tamejirão Neto, E.","3172","2001","03","26","Southern America","Brazil","Minas Gerais","São Pedro do Suaçuí","Traíra, Rio Suaçuí Grande",NA,"Floresta Semidecidual, escandente.","MBM270288","MBM270288","-42.6025009155273","-18.3658008575439","18958","auto","Filardi, F.L.R.",NA,NA,NA,NA,NA,"2009","12",NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:27:00-03","MBM","MBM","298954","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile","(Vell.) Benth.","Lima, H.C. de; et al.; et al.","6179","2004","04","29","Southern America","Brazil","Rio de Janeiro","Araruana","Estrada para Engenho Grande",NA,NA,"MBM298954","MBM298954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:27:00-03","MBM","MBM","398368","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile","(Vell.) Benth.","Ribeiro, R.D.; Maioloi, V.; Maioloi, V.","419","2005","03","26","Southern America","Brazil","Rio de Janeiro","Macaé","Novo Cavaleiro, Vale encantado",NA,"Árvore com 7m. de alt., tronco fissurado verticulado de cor acinzentada. Folhas discolores de textura semi coriácea, fruto sámara verde.; Vegetação sobre morretes, solo barrentos.","MBM398368","MBM398368","-41.7868995666504","-22.3708000183105","47209","auto","Filardi, F.L.R.",NA,NA,NA,NA,NA,"2007","06",NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:27:00-03","MBM","MBM","314158","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","incorruptibile","Machaerium incorruptibile","(Vell.) Benth.","Lima, H.C. de; et al.; et al.","4210","1991","08","06","Southern America","Brazil","Rio de Janeiro","Niterói","Limite entre Niterói e Maricá, Pico do Alto Moirão.",NA,"Árvore com 13m alt. Tronco com casca escamosa, com placas finas e lineares. Exudato vermelho. Frutos maduros verde ferrugíneos. Ocasional. Sementes para o LAS. Mata seca de encosta próx. ao litoral","MBM314158","MBM314158","-43.1035995483398","-22.88330078125","14785","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
