"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","year","month","day","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","monthIdentified","dayIdentified","infraspecificEpithet","sex"
"11","2020-11-04 11:12:43-03","ESALQ","ESA","131547","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.","Souza, V.C.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.",NA,"Brasil","Rio de Janeiro","Fragmento 47 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.5182","-44.5022",NA,"Liana","ESA131547","ESA131547","36750.0","2013","02","26","Resende","480","480","2013",NA,NA,NA,NA,NA,"-22.5182","-44.5022",NA,NA,NA,NA,NA,NA
"12","2021-01-14 15:31:30-03","MN","R","19555","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A. Juss.","Niedenzu","Glaziou, A.F.M.; Netto, L.S.M.; Rangel, E.S. & Schwacke, C.A.W.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"R000019555","R000019555_001",NA,"1879","04","09",NA,NA,NA,"1929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-01-14 15:31:30-03","MN","R","72325","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A. Juss.","Anderson, C.","Glaziou, A.F.M.",NA,"Brasil","Rio de Janeiro",NA,"-43.1786003112793","-22.5049991607666",NA,NA,"R000072325","R000072325_001","10360",NA,NA,NA,"Petrópolis",NA,NA,"1993","36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-20 21:18:14-03","UFV","VIC","6364","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustifolium","Stigmaphyllon angustifolium","Griseb.",NA,"Coons, M.P.",NA,"Brasil","Minas Gerais","Fazenda das Quebradas","-43.8616981506348","-16.7350006103516",NA,"Rastejante de flores amarelas, em área mexida, perto do caminho e das hortas em baixo.","VIC006364",NA,"78-1103","1978","10","04","Montes Claros",NA,NA,NA,"72568","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-20 21:18:14-03","UFV","VIC","10885","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustifolium","Stigmaphyllon angustifolium","Griseb.",NA,"Silva, A.F.",NA,"Brasil","São Paulo","Flora da Reserva Florestal da Boa Vista","-45.9375","-23.075",NA,"Trepadeira de botões castanho escuros, de ápice amarelo, flores amarelo ouro.","VIC010885",NA,"1239","1985","09","10","São José dos Campos",NA,NA,NA,NA,NA,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA,NA,NA
"16","2019-11-21 14:38:43-03","UFJF","CESJ","8869","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A. Juss.","R.F. Almeida","L. Krieger","América do Sul","Brasil","Minas Gerais",NA,NA,NA,NA,"Cipó, em beira de mata. Fl. amarela.","CESJ008869",NA,"CESJ8869","1970","07","28","Santa Rita do Jacutinga",NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:38:43-03","UFJF","CESJ","9624","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A. Juss.","R.F. Almeida","L. Krieger","América do Sul","Brasil","Rio de Janeiro","Vale do Bonsucesso, Estrada do Contorno Rio-Petrópolis.","-43.1786003112793","-22.5049991607666",NA,"Em beira de mata, cipó, flores amarelas.","CESJ009624",NA,"CESJ9624","1970","11","02","Petrópolis",NA,NA,"2016","36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-21 14:38:43-03","UFJF","CESJ","34695","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A. Juss.","R.F. Almeida","R.C. Forzza; V.R. Almeida; L.C.S. Assis; L.F.A. Fazza","América do Sul","Brasil","Minas Gerais","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Liana em borda de mata. Folhas discolores, ramos ferrugíneos. Flores com cálice castanho e glândulas verdes; corola amarela.","CESJ034695",NA,"1887","2001","10","14","Descoberto",NA,NA,"2016","11991","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:33:27-03","UNICAMP","UEC","170180","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.","Mamede, MCH","Simão-Bianchini, R",NA,"Brazil","São Paulo","Base da Reserva do Parque Nacional da Serra da Bocaina.","-44","-22",NA,"Trepadeira em barranco, folhas escuras, lustrosas. Inflorescência muito jovem.","UEC010608","UEC010608","1074","1997","05","01","São José do Barreiro",NA,NA,"2004",NA,NA,NA,NA,NA,"-44","-22",NA,NA,NA,NA,NA,NA
"20","2019-08-20 10:17:43-03","UNICAMP","UEC","53643","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.",NA,"Silva, AE; Martins, FR",NA,"Brazil","São Paulo","Reserva Florestal da Boa Vista.","-45.9375","-23.716667",NA,"Flor, Planta trepadeira de botões castanhos-escuro com ápice amarelo. Flores de pétalas amarelo-ouro.",NA,NA,"1239","1995","09","10","São José dos Campos",NA,NA,NA,NA,NA,NA,NA,NA,"-45.9375","-23.716667",NA,NA,NA,NA,NA,NA
"21","2021-01-22 11:19:01-03","UFSM","SMDB","14203","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A. Juss.",NA,"Forzza, RC; Almeida, VR; Assis, LCS; Fazza, LFA",NA,"Brasil","Minas Gerais","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Liana em borda de mata, folhas discolores, ramos ferrugineos. Flores com cálice castanhos, glândulas verdes, corola amarela. SP 354772","SMDB014203",NA,"1887","2001","10","14","Descoberto",NA,NA,"1982","11991","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2015-09-05 07:25:19-03","MNHN","RECOLNAT_MNHN_P","P04770555","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","angustifolium","Stigmaphyllon angustifolium","(Nied.) C.E.Anderson","Anderson","Glaziou, A.",NA,"Brasil",NA,"Près de Barrera do Santo Antonio",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04770555' target='other'> <mi>dwc_moreinfo</mi></a>","P04770555",NA,NA,"1876","5","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8463",NA,NA,NA,NA,NA
"23","2020-07-20 13:21:16-03","MNHN","RECOLNAT_MNHN_P","P04770548","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","angustifolium","Stigmaphyllon angustifolium","(Nied.) C.E.Anderson",NA,"Glaziou, A.",NA,"Brasil","Rio de Janeiro","Fazenda de Caxoeira (Rocho Leâo)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04770548' target='other'> <mi>dwc_moreinfo</mi></a>","P04770548",NA,NA,"1871","6","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4935",NA,NA,NA,NA,NA
"24","2020-07-20 13:25:04-03","MNHN","RECOLNAT_MNHN_P","P04770549","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","angustifolium","Stigmaphyllon angustifolium","(Nied.) C.E.Anderson","Anderson","Glaziou, A.",NA,"Brésil",NA,"Valence",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04770549' target='other'> <mi>dwc_moreinfo</mi></a>","P04770549",NA,NA,"1867","10","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2141",NA,NA,NA,NA,NA
"25","2020-07-20 13:27:44-03","MNHN","RECOLNAT_MNHN_P","P04770550","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","angustifolium","Stigmaphyllon angustifolium","(Nied.) C.E.Anderson","Anderson","Glaziou, A.",NA,"Brasil","Rio de Janeiro","Près de la station de Boà [ ? ] à la base de la ( ? ]",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04770550' target='other'> <mi>dwc_moreinfo</mi></a>","P04770550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10360",NA,NA,NA,NA,NA
"26","2020-07-20 13:31:19-03","MNHN","RECOLNAT_MNHN_P","P04770551","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","angustifolium","Stigmaphyllon angustifolium","(Nied.) C.E.Anderson","Anderson","Claussen, P.",NA,"Brésil",NA,"Prov. de Minas geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04770551' target='other'> <mi>dwc_moreinfo</mi></a>","P04770551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2015-09-05 07:25:19-03","MNHN","RECOLNAT_MNHN_P","P04770552","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","angustifolium","Stigmaphyllon angustifolium","(Nied.) C.E.Anderson","Anderson","Glaziou, A.",NA,"Brasil",NA,"Près de Barrera do Santo Antonio",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04770552' target='other'> <mi>dwc_moreinfo</mi></a>","P04770552",NA,NA,"1876","5","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8463",NA,NA,NA,NA,NA
"28","2015-09-05 07:25:19-03","MNHN","RECOLNAT_MNHN_P","P04770553","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","angustifolium","Stigmaphyllon angustifolium","(Nied.) C.E.Anderson",NA,"Glaziou, A.",NA,"Brasil",NA,"s.l.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04770553' target='other'> <mi>dwc_moreinfo</mi></a>","P04770553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8463",NA,NA,NA,NA,NA
"29","2020-07-20 13:32:49-03","MNHN","RECOLNAT_MNHN_P","P04770554","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","angustifolium","Stigmaphyllon angustifolium","(Nied.) C.E.Anderson",NA,"Glaziou, A.",NA,"Brasil","Rio de Janeiro","Province de R.J.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04770554' target='other'> <mi>dwc_moreinfo</mi></a>","P04770554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10360",NA,NA,NA,NA,NA
"30","2015-09-04 03:35:27-03","MNHN","RECOLNAT_MNHN_P","P00064900","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.","Jussieu","Saint-Hilaire, A. de",NA,"Brésil",NA,"Province de Saint Paul: près Bananal.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00064900' target='other'> <mi>dwc_moreinfo</mi></a>","P00064900","P00064900_01",NA,"1816",NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA,NA,"D 786",NA,NA,NA,NA,NA
"31","2015-11-07 00:12:56-02","MNHN","RECOLNAT_MNHN_P","P00064943","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.","Anderson","Claussen, P.",NA,"Brésil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00064943' target='other'> <mi>dwc_moreinfo</mi></a>","P00064943","P00064943_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2062",NA,NA,NA,NA,NA
"32","2015-11-07 00:09:11-02","MNHN","RECOLNAT_MNHN_P","P02428868","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.","Anderson","Saint-Hilaire, A. de",NA,"Brésil",NA,"Province de Saint Paul: près Bananal.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428868' target='other'> <mi>dwc_moreinfo</mi></a>","P02428868","P02428868_01",NA,"1816",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,"D 786",NA,NA,NA,NA,NA
"33","2015-11-06 23:44:22-02","MNHN","RECOLNAT_MNHN_P","P02428869","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.","Anderson","Saint-Hilaire, A. de",NA,"Brésil",NA,"Province de Saint Paul: près Bananal.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428869' target='other'> <mi>dwc_moreinfo</mi></a>","P02428869","P02428869_01",NA,"1816",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,"D 786",NA,NA,NA,NA,NA
"34","2013-01-12 05:18:00-02","MO","MOBOT","1844457","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A. Juss.","Christiane Anderson","Peter Clausen","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Clausen 2062","1846",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","52230",NA,"Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.","P.H.D. Barros/08-06-2018","A. M. Assis; R.S. Santos",NA,"Brasil","Espírito Santo","APA de Bicanga (próximo à Cidade Continental)","-40.2155","-20.209833",NA,"Trepadeira. Botões amarelos. Macega.","MBML052230",NA,"3949","2013","07","31","Serra","10","10",NA,NA,NA,NA,NA,NA,"40W12'55,8","20S12'35,4",NA,NA,NA,NA,NA,NA
"36","2017-11-24 14:11:21-02","UFLA","ESAL","17604","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.","A. Francener","Fernanda",NA,"Brasil","Rio de Janeiro","Estrada de Petrópolis","-43.2075004577637","-22.9027996063232",NA,"liana; ; amarela;; floresta",NA,NA,"s.n.",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","1188400","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A. Juss.",NA,"E. W. D. Holway & M. M. Holway","South America - Neotropics","Brazil","Itatiaia","Reserva Florestal",NA,NA,NA,NA,"US01876626","US01876626_01 US01876626_02","1818","1922","5","7",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"38","2020-09-12 05:00:02-03","US","US","2710746","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A. Juss.",NA,"T. C. Plowman","South America - Neotropics","Brazil","Itatiaia","Parque Nacional de Itatiaia: Maromba",NA,NA,NA,NA,"US01876625","US01876625_01 US01876625_02","2865","1969","5","29",NA,"1600",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"39","2019-11-13 11:24:37-03","USP","SPF","229694","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.","Mamede, MCH","Goldenberg, R",NA,"Brasil","São Paulo",NA,"-44.781667","-22.455556",NA,NA,"SPF00229694",NA,"169","1996","05","24","Queluz",NA,NA,"1998",NA,NA,NA,NA,NA,"-44.781667","-22.455556",NA,NA,NA,NA,NA,NA
"40","2019-11-13 11:24:37-03","USP","SPF","11579","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.","Mamede, MCH","Sem coletor",NA,"Brasil","Rio de Janeiro",NA,"-44.4467010498047","-22.468900680542",NA,NA,"SPF00011579","SPF00011579","s.n.","1945","04",NA,"Resende",NA,NA,"2002","36089","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-07-23 12:11:51-03","CEPLAC","CEPEC","51002","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum",NA,"A. M. Amorim","A. F. Silva",NA,"Brasil","São Paulo","Estrda Turvo.","-45.9375","-23.075",NA,NA,NA,NA,"1239","1985","09","10","SÃO JOSÉ DOS CAMPOS",NA,NA,NA,NA,NA,NA,NA,"30/12/1998","45W56'15","23S4'30",NA,NA,NA,NA,NA,NA
"42","2020-07-23 12:11:51-03","CEPLAC","CEPEC","78995","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum",NA,"A. M. Amorim","L. Mautone",NA,"Brasil","Rio de Janeiro","Distrito de Nogueira.","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,"1989","05","10","PETRÓPOLIS",NA,NA,NA,"36524","auto",NA,NA,"30/12/1998",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-07-23 12:11:51-03","CEPLAC","CEPEC","83638","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum",NA,"A. M. Amorim","A. M. Amorim",NA,"Brasil","Rio de Janeiro","Morro da torre de transmissão. Estrada de acesso ao topo do morro.","-43.7002983093262","-22.2455997467041",NA,NA,NA,NA,"3076","1999","06","05","VALENÇA",NA,NA,NA,"47830","auto",NA,NA,"30/12/1999",NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:10:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.",NA,"Saint-Hilaire, AFCP","Southern America","Brazil",NA,"In prov. S. Pauli silvis primaevis, m. Majo",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 16:27:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.",NA,"Sellow, F","Southern America","Brazil","Minas Gerais","in prov. Minarum prope Villa Rica","-43.51","-20.29",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Ouro Preto",NA,NA,NA,NA,NA,NA,NA,NA,"-43.51","-20.29",NA,NA,NA,NA,NA,NA
"46","2019-11-21 10:09:11-03","IBt","SP","312587","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.","Mamede, MCH","Simão Bianchini, R; Bianchini, S",NA,"Brasil","São Paulo","Base da reserva do Parque Nacional da Serra da Bocaina","-44","-22",NA,NA,"SP021001","SP021001","1074","1997","05","01","São José do Barreiro",NA,NA,"2001",NA,NA,NA,NA,NA,"-44","-22",NA,NA,NA,NA,NA,NA
"47","2019-11-21 10:09:11-03","IBt","SP","347943","S","Plantae",NA,NA,"Malpighiaceae","Stigmaphyllon","angustilobum","Stigmaphyllon angustilobum","A.Juss.","Mamede, MCH","Goldenberg, R; Koch, I; Árbocz, GF; Macias, L; Belinello, R",NA,"Brasil","São Paulo","Margem do rio das Cruzes. Mata próxima a pasto","-44.781667","-22.455556",NA,NA,"SP020994","SP020994","169","1996","05","23","Queluz",NA,NA,"1998",NA,NA,NA,NA,NA,"-44.781667","-22.455556",NA,NA,NA,NA,NA,NA
