"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","sex"
"133","2019-11-27 13:48:25-03","UFS","ASE","15246","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Lucena, MFA","Pessoa, AMS; Lícia, M","2010","03","09","Brasil","Sergipe","São Cristóvão","-37.206389","-10.921189","-37.206389","-10.921189",NA,NA,"ASE0022270","ASE0022270","Magnoliophyta",NA,"ASE15246","Southern America","Banco de Germoplasma de pinhão manso-UFS",NA,"Arbusto. Genótipo: JCUFLA001(08).; Arbusto. Genótipo: JCUFLA001(08).",NA,NA,"2015","11","18",NA,NA,NA,NA,NA,NA
"134","2019-11-27 13:48:25-03","UFS","ASE","15247","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Lucena, MFA","Pessoa, AMS; Lícia, M","2010","03","09","Brasil","Sergipe","São Cristóvão","-37.206389","-10.921189","-37.206389","-10.921189",NA,NA,"ASE0022271","ASE0022271","Magnoliophyta",NA,"ASE15247","Southern America","Banco de Germoplasma de pinhão manso-UFS",NA,"Arbusto. Genótipo: JC016URLAGSE.; Arbusto. Genótipo: JC016URLAGSE.",NA,NA,"2015","11","18",NA,NA,NA,NA,NA,NA
"135","2019-11-27 13:48:25-03","UFS","ASE","15248","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Lucena, MFA","Pessoa, AMS; Lícia, M","2010","03","09","Brasil","Sergipe","São Cristóvão","-37.206389","-10.921189","-37.206389","-10.921189",NA,NA,"ASE0022272","ASE0022272","Magnoliophyta",NA,"ASE15248","Southern America","Banco de Germoplasma de pinhão manso-UFS",NA,"Arbusto. Genótipo: JC015URVSHGO.; Arbusto. Genótipo: JC015URVSHGO.",NA,NA,"2015","11","18",NA,NA,NA,NA,NA,NA
"136","2019-11-27 13:48:25-03","UFS","ASE","15249","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Lucena, MFA","Pessoa, AMS; Lícia, M","2010","03","09","Brasil","Sergipe","São Cristóvão","-37.206389","-10.921189","-37.206389","-10.921189",NA,NA,"ASE0022273","ASE0022273","Magnoliophyta",NA,"ASE15249","Southern America","Banco de Germoplasma de pinhão manso-UFS",NA,"Arbusto. Genótipo: JCUFLA001(03).; Arbusto. Genótipo: JCUFLA001(03).",NA,NA,"2015","11","18",NA,NA,NA,NA,NA,NA
"137","2019-11-27 13:48:25-03","UFS","ASE","15250","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Lucena, MFA","Pessoa, AMS; Lícia, M","2010","03","09","Brasil","Sergipe","São Cristóvão","-37.206389","-10.921189","-37.206389","-10.921189",NA,NA,"ASE0022274","ASE0022274 ASE0022274_1","Magnoliophyta",NA,"ASE15250","Southern America","Banco de Germoplasma de pinhão manso-UFS",NA,"Arbusto. Genótipo: JCUFLA001(07).; Arbusto. Genótipo: JCUFLA001(07).",NA,NA,"2015","11","18",NA,NA,NA,NA,NA,NA
"138","2019-11-27 13:48:25-03","UFS","ASE","15251","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Pessoa, AMS; Lícia, M","2010","03","11","Brasil","Sergipe","São Cristóvão","-37.206389","-10.921189","-37.206389","-10.921189",NA,NA,"ASE0022275","ASE0022275","Magnoliophyta",NA,"ASE15251","Southern America","Banco de Germoplasma de pinhão manso-UFS",NA,"Arbusto. Genótipo: JC012URVMG.; Arbusto. Genótipo: JC012URVMG.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-11-27 13:48:25-03","UFS","ASE","15252","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Pessoa, AMS; Lícia, M","2010","03","11","Brasil","Sergipe","São Cristóvão","-37.206389","-10.921189","-37.206389","-10.921189",NA,NA,"ASE0022267","ASE0022267","Magnoliophyta",NA,"ASE15252","Southern America","Banco de Germoplasma de pinhão manso-UFS",NA,"Arbusto. Genótipo: JC011URVGO.; Arbusto. Genótipo: JC011URVGO.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-11-27 13:48:25-03","UFS","ASE","15253","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Pessoa, AMS; Lícia, M","2010","03","11","Brasil","Sergipe","São Cristóvão","-37.206389","-10.921189","-37.206389","-10.921189",NA,NA,"ASE0022277","ASE0022277","Magnoliophyta",NA,"ASE15253","Southern America","Banco de Germoplasma de pinhão manso-UFS",NA,"Arbusto. Genótipo: JC016URVSHGO(10).; Arbusto. Genótipo: JC016URVSHGO(10).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-27 13:48:25-03","UFS","ASE","15254","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Pessoa, AMS; Lícia, M","2010","03","11","Brasil","Sergipe","São Cristóvão","-37.206389","-10.921189","-37.206389","-10.921189",NA,NA,"ASE0022266","ASE0022266","Magnoliophyta",NA,"ASE15254","Southern America","Banco de Germoplasma de pinhão manso-UFS",NA,"Arbusto. Genótipo: JCUFLA001(09).; Arbusto. Genótipo: JCUFLA001(09).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-27 13:48:25-03","UFS","ASE","15257","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Pessoa, AMS; Lícia, M","2010","03","11","Brasil","Sergipe","São Cristóvão","-37.206389","-10.921189","-37.206389","-10.921189",NA,NA,"ASE0022263","ASE0022263","Magnoliophyta",NA,"ASE15257","Southern America","Banco de Germoplasma de pinhão manso-UFS",NA,"Arbusto. Genótipo: JCUFLA001(05).; Arbusto. Genótipo: JCUFLA001(05).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-27 13:48:25-03","UFS","ASE","15258","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Lucena, MFA","Pessoa, AMS; Lícia, M","2010","03","11","Brasil","Sergipe","São Cristóvão","-37.206389","-10.921189","-37.206389","-10.921189",NA,NA,"ASE0022262","ASE0022262","Magnoliophyta",NA,"ASE15258","Southern America","Banco de Germoplasma de pinhão manso-UFS",NA,"Arbusto. Genótipo: JCUFLA001(04).; Arbusto. Genótipo: JCUFLA001(04).",NA,NA,"2015","11","18",NA,NA,NA,NA,NA,NA
"144","2019-11-27 13:48:25-03","UFS","ASE","15259","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Pessoa, AMS; Lícia, M","2010","03","11","Brasil","Sergipe","São Cristóvão","-37.206389","-10.921189","-37.206389","-10.921189",NA,NA,"ASE0022261","ASE0022261 ASE0022261_1","Magnoliophyta",NA,"ASE15259","Southern America","Banco de Germoplasma de pinhão manso-UFS",NA,"Arbusto. Genótipo: JCUFLA001(02).; Arbusto. Genótipo: JCUFLA001(02).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-11-27 13:48:25-03","UFS","ASE","15260","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Lucena, MFA","Pessoa, AMS; Lícia, M","2010","03","11","Brasil","Sergipe","São Cristóvão","-37.206389","-10.921189","-37.206389","-10.921189",NA,NA,"ASE0022260","ASE0022260","Magnoliophyta",NA,"ASE15260","Southern America","Banco de Germoplasma de pinhão manso-UFS",NA,"Arbusto. Genótipo: JC017URBAHBA.; Arbusto. Genótipo: JC017URBAHBA.",NA,NA,"2015","11","18",NA,NA,NA,NA,NA,NA
"146","2019-11-27 13:48:25-03","UFS","ASE","15261","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Pessoa, AMS; Lícia, M","2010","03","11","Brasil","Sergipe","São Cristóvão","-37.206389","-10.921189","-37.206389","-10.921189",NA,NA,"ASE0022258","ASE0022258","Magnoliophyta",NA,"ASE15261","Southern America","Banco de Germoplasma de pinhão manso-UFS",NA,"Arbusto. Genótipo: JC016URLAGSE.; Arbusto. Genótipo: JC016URLAGSE.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-11-27 13:48:25-03","UFS","ASE","15262","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Pessoa, AMS; Lícia, M","2010","03","11","Brasil","Sergipe","São Cristóvão","-37.206389","-10.921189","-37.206389","-10.921189",NA,NA,"ASE0022259","ASE0022259","Magnoliophyta",NA,"ASE15262","Southern America","Banco de Germoplasma de pinhão manso-UFS",NA,"Arbusto. Genótipo: JC013URVGVGO.; Arbusto. Genótipo: JC013URVGVGO.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-11-27 13:48:25-03","UFS","ASE","20222","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Santos, LAS","Santos, LAS; Anjos, IS","2011","03","21","Brasil","Sergipe","Lagarto","-37.65","-10.918056","-37.65","-10.918056",NA,NA,"ASE0026258",NA,"Magnoliophyta",NA,"502","Southern America","Povoado Rio das vacas, Mata do Felipe",NA,"Planta de aprox. 1,5 m de altura, caule roxo, folhas na parte adaxial verde e a parte abaxial roxa, flores vermelhas, frutos verdes, presença de látex.; Planta de aprox. 1,5 m de altura, caule roxo, folhas na parte adaxial verde e a p",NA,NA,"2011","03",NA,NA,NA,NA,NA,NA,NA
"149","2019-11-27 13:48:25-03","UFS","ASE","20487","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Santos, LAS","Oliveira, DM","2011","05","30","Brasil","Sergipe","Pirambu","-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,"ASE0026685",NA,"Magnoliophyta",NA,"87","Southern America","Assentamento São Sebastião",NA,"Arbusto, caule vináceo, folhas verdes com tons avermelhados, flores avermelhadas, frutos imaturos verde. Presença de látex.; Arbusto, caule vináceo, folhas verdes com tons avermelhados, flores avermelhadas, frutos imaturos verde. Pres",NA,NA,"2011","05",NA,NA,NA,NA,NA,NA,NA
"150","2019-11-27 13:48:25-03","UFS","ASE","35089","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Andrade, RS","Andrade, RS; Andrade, WWG; Ramos, ST; Rufino, CCB; Silva, PIC; Souza, CAS","2015","09","25","Brasil","Sergipe","Aracaju","-37.0509","-10.5631","-37.0509","-10.5631",NA,NA,"ASE0035825","ASE0035825","Magnoliophyta",NA,"78","Southern America","Unidade de Saúde Manoel de Souza Pereira, Rua Maria do Cairo A. Costa- Jabutiana",NA,"Inflorescência alaranjada. Botões florais. Fruto verde. Caule com glândula e espinho.",NA,NA,"2016","01","07",NA,NA,NA,NA,NA,NA
"151","2019-11-27 13:48:25-03","UFS","ASE","31215","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Miguel, A","2014","05","06","Brasil","Sergipe","São Cristóvão","-37.1157","-10.5526","-37.1157","-10.5526",NA,NA,"ASE0033091","ASE0033091","Magnoliophyta",NA,"1","Southern America","Quissamã",NA,"Arbusto. Flores esverdeadas. Argisolo; Mata Atlântica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-08-20 10:11:29-03","UNICAMP","UEC","127256","S","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Cordeiro, I","Lopes, F; Carvalho, AMV","2001","11","29","Brazil","Piauí","Campo Maior","-42.055","-4.867222","-42.055","-4.867222",NA,NA,"UEC096936","UEC096936","Magnoliopsida",NA,"42",NA,"Fazenda Lourdes",NA,"Nome vulgar: Pinhão Branco. Arbusto, látex e inflorescência. Fruto marrom, campo pedregoso",NA,NA,"2012","08",NA,NA,NA,NA,NA,NA,NA
"153","2019-08-20 10:11:29-03","UNICAMP","UEC","28528","S","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Dehgan, B","Ratter, JA","1976","09","05","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,"UEC153805","UEC153805","Magnoliopsida",NA,"3553",NA,"Near Goiás Velho",NA,"flor, Shrub consisting of many, gross, woody thumbs fanning of many, gross, woody trumbs fanning out from the base seachimg heyhts of 5 m. Excluding colounless juice when cut. No stringing hairs. Just opening new cut. No stringing ha",NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-08-20 10:11:29-03","UNICAMP","UEC","42208","S","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Ratter, JA; Castro, RA; Rocha, MP","1980","09","12","Brazil","Tocantins",NA,"-50.5","-10.5","-50.5","-10.5",NA,NA,"UEC153814","UEC153814","Magnoliopsida",NA,"4395",NA,"aldeia Carajá de Macaúba Ilha do Bananal, Parque Nacional do Araguaia (IBDF) nr HQ (c. 2 Km from Macaúba)",NA,"flor, Vernacular name: Batata de Teiu (Pará), Mamonizinha do cerrado (MT), Piãzinho do cerrado (North Goiás. Perennial herb with single aerial short to 60 cm tall from underground organ. Petals of male flowers pale green with broad,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-08-20 10:11:29-03","UNICAMP","UEC","4878","S","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Dehgan, B","Ratter, JA; Ribeiro, JF; Fonsêca Filho, J; Silva, JCS","1976","11","07","Brazil","Goiás","Goiás","-50.1403007507324","-15.9343996047974",NA,NA,NA,NA,"UEC153804","UEC153804","Magnoliopsida",NA,"3953",NA,"Goiás Velho",NA,"ori, Shrub with many, gross, woody trunks fanning out from the base and neachimg lights of 5 m. Exclusding colouless juice when cut. In semmants of semideciduous forest in the valley of a stream.","63502","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-08-20 10:11:29-03","UNICAMP","UEC","62507","S","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Bernacci, LC","1989","12","06","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"UEC153806","UEC153806","Magnoliopsida",NA,"28458",NA,"Fazenda São Vicente, mata mesófila semidecídua",NA,"flor, Arvoreta ca. 3 - 4 m alt. flores esverdeadas, látex aquoso, planta fugida de cultivo, à beira da mata.","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-11-19 14:06:56-03","UFRPE","PEUFR","13548","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"A.M. Miranda; L.P. Félix; Mª.L. Guedes; M. Grillo","1993","05","31","Brasil","Pernambuco","Ilha de Fernando de Noronha","-32.425","-3.836111","32°25'30''W","3°50'10''S",NA,NA,"PEUFR013548",NA,NA,NA,"817",NA,"Próximo ao IBAMA",NA,"Arbusto latescente; látex hialino; ramos jovens subcrassos verdes; folhas verdes; flores esverdeadas; fruto imaturo verde; amarelo e quando maduro negros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-11-19 14:06:56-03","UFRPE","PEUFR","28492","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","A. Laurênio","E.M.N. Ferraz; A.G. Bispo","1999","04","24","Brasil","Pernambuco","São Vicente Férrer","-35.5","-7.583333","35°30'W","7°35'S","600","600","PEUFR028492",NA,NA,NA,"676",NA,"Mata do Estado",NA,"Arbusto cerca de 3 m de altura; presença de látex; frutos imaturos verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-11-19 14:06:56-03","UFRPE","PEUFR","43838","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","A. Laurênio","R.F.P. de Lucena; V.T. Nascimento; L.G. Sousa","2004","02","27","Brasil","Pernambuco","Caruaru","-35.922222","-8.238333","35°55'20''W","8°14'18''S","530","530","PEUFR043838",NA,NA,NA,"67",NA,"Riachão de Malhada de Pedra",NA,"Arbusto",NA,NA,"2004","03","19",NA,NA,NA,NA,NA,NA
"160","2019-11-19 14:06:56-03","UFRPE","PEUFR","46174","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","A.T.F. Nunes","A.T.F. Nunes","2005","07","17","Brasil","Pernambuco","Caruaru","-35.922222","-8.238333","35°55'20''W","8°14'18''S","530","530","PEUFR046174",NA,NA,NA,"30",NA,"Malhada de Pedra",NA,"Arbusto",NA,NA,"2005","08","25",NA,NA,NA,NA,NA,NA
"161","2019-11-19 14:06:56-03","UFRPE","PEUFR","49602","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"L.L. Santos; N.L. Alencar; M.S.A. Neto","2007","08","24","Brasil","Pernambuco","Altinho","-36.092944","-8.587083","36°5'34,6''W","8°35'13,5''S","468","468","PEUFR049602",NA,NA,NA,"315",NA,"Comunidade de carão",NA,"Arbusto cerca de 1,70 m de altura; frutos imaturos verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-06-05 16:19:53-03","UFRPE","PEUFR","49671","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","G.T. Soldati","G.T. Soldati; S.S. Siebert; T.S. Araújo; U.P. Albuquerque","2007","09","27","Brasil","Pernambuco","Águas Belas","-37.123889","-9.15","37º07'26W","9º08'60S","350","350","PEUFR049671",NA,NA,NA,"351",NA,"Mata próxima a aldeia Ouricuri; terra indígena Fulni-ô",NA,NA,NA,NA,"2009","03","13",NA,NA,NA,NA,NA,NA
"163","2019-11-19 14:06:56-03","UFRPE","PEUFR","1248","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","F. Gallindo","I.B. Pontual","1964","01","05","Brasil","Alagoas","União dos Palmares","-36.0318984985352","-9.16277980804443",NA,NA,NA,NA,"PEUFR001248",NA,NA,NA,"50",NA,"Engenho Santo Antônio",NA,"Planta medicinal; usadas as sementes para dor de cabeça e dor de dente","22346","auto","1985","04","27",NA,NA,NA,NA,NA,NA
"164","2019-11-19 14:06:56-03","UFRPE","PEUFR","26660","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","A. Laurênio","A. Laurênio; A.P.S. Gomes; L.S. Figueirêdo; M.F.A. Lucena","1997","12","20","Brasil","Pernambuco","Buíque","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,"PEUFR026660",NA,NA,NA,"697",NA,"Sítio Pititi; subida da Serra Branca",NA,"Arbusto com cerca de 1,8 m de altura; flores verdes; frutos imaturos verdes; látex translúcido","38964","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-04-22 16:19:27-03","UFPB","JPB","38855","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Queiroz, EP","Ribeiro, T; Jost, T; Bezerra, N","2004","04","17","Brasil","Bahia","Entre Rios","-37.575833","-11.871667","-37.575833","-11.871667",NA,NA,NA,NA,"Angiosperma","Dicotyledon","487","Southern America","A 2 Km do Sítio do Conde para Barra do Itariri. Folha SD.24-X-A.",NA,"; HABITAT: Restinga.; DESC: Arbusto ereto, 1m de altura; folhas papiráceas, discolores, quando novas roxas; flores vináceas, cálice verde; frutos imaturos verdes. Presença de liquido viscoso e transparente no cálice.",NA,NA,"2006","05",NA,NA,NA,NA,NA,NA,NA
"166","2020-06-23 19:49:49-03","UFPB","JPB","17194","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Moura, OT","1990","12","07","Brasil","Paraíba","Baía da Traição","-34.9357986450195","-6.68833017349243",NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","516","Southern America",NA,NA,NA,"12599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-06-09 11:44:44-03","UFPB","JPB","7764","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Barbosa, Z","1989","01","11","Brasil","Paraíba","Patos","-37.2799987792969","-7.02443981170654",NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","65","Southern America",NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-06-09 11:44:44-03","UFPB","JPB","7763","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Barbosa, Z","1989","11","12","Brasil","Paraíba","Patos","-37.2799987792969","-7.02443981170654",NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","64","Southern America",NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-06-09 11:44:44-03","UFPB","JPB","7765","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas coriacea","Ducke",NA,"Barbosa, Z","1989","01","11","Brasil","Paraíba","Patos","-37.2799987792969","-7.02443981170654",NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","66","Southern America",NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA,"coriacea",NA,NA,NA
"170","2020-06-09 11:44:44-03","UFPB","JPB","7726","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Barbosa, Z","1988","10","03","Brasil","Paraíba","Patos","-37.2799987792969","-7.02443981170654",NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","27","Southern America","Patos - Piancó",NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-06-09 11:44:44-03","UFPB","JPB","7757","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Barbosa, Z","1988","02","12","Brasil","Paraíba","Piancó","-37.92919921875","-7.19806003570557",NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","58","Southern America",NA,NA,NA,"18288","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-07-15 18:05:08-03","UFPB","JPB","30244","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Veloso, TMG","2001","08","02","Brasil","Paraíba","Solânea","-35.5400009155273","-6.75500011444092",NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","273","Southern America",NA,NA,NA,"23851","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-11-06 09:55:16-03","UFOP","OUPR","22334","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Bünger, M.O.","2006",NA,NA,"Brasil","Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"Cachoeira do Brumado",NA,"Medicinal. Cultivada","33524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-11-06 09:55:16-03","UFOP","OUPR","6717","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Badini, J.","Badini, J.","1975","11","13","Brasil","Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"Furquim",NA,"Arbusto, flores amareladas. Terreno cultivado","33524","auto","1975","11","14",NA,NA,NA,NA,NA,NA
"175","2019-11-06 09:55:16-03","UFOP","OUPR","6718","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Badini, J.","Badini, J.","1975","11","13","Brasil","Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"Furquim",NA,"Arbusto, flores amarelo-esverdeadas. Terreno cultivado. Ex Herb. Escola de Farmácia n. 22699","33524","auto","1975","11","14",NA,NA,NA,NA,NA,NA
"176","2019-11-06 09:55:16-03","UFOP","OUPR","6716","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Lisboa, M.A.","Badini, J.","1975","11","13","Brasil","Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"Furquim",NA,"Árvore. Ex Herb. Escola de Minas n. 4828","33524","auto","1975","12","12",NA,NA,NA,NA,NA,NA
"177","2019-11-06 09:55:16-03","UFOP","OUPR","6719","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.",NA,"Magalhães-Gomes, F.","1893","11","18","Brasil","Minas Gerais","Santa Luzia","-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"Ex Santa Luzia de Sabará",NA,"Arbor, fl. albi, succo aquoso. Ex Herb. Magalhães Gomes n. 1496","19939","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-10-14 10:01:26-03","FURB","FURB","596","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Oliveira, AA de","Gasper, A.L. de","2004","04","07","Brasil","Santa Catarina","Blumenau","-49.0791667","-26.9055556","-49.0791667","-26.9055556",NA,NA,"FURB01575","FURB01575",NA,NA,"83",NA,"FURB - Câmpus I.",NA,NA,NA,NA,"2011","03","25",NA,NA,NA,NA,NA,NA
"179","2021-03-16 17:53:20-03","UCS","HUCS","26323","PreservedSpecimen","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Casas, F.J.F.","Hatschbach, G.","1966","03","22","Brasil","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,"Angiospermae","Malpighiales","14087",NA,"Ponta da Pita",NA,"Herbário MBM; árvore cultivada","38300","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-11-24 00:00:00-03","C","MARCGRAVE","C10020165",NA,NA,"Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","Andrade-Lima, D.","MarcGrave, G.","1638 - 1644",NA,NA,"BRAZIL",NA,NA,NA,NA,NA,NA,NA,NA,"C10020165","C10020165",NA,NA,"165",NA,"NE Brazil",NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-08-16 08:39:17-03","UTFPR","HCF","9868","S","Plantae","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","L.","J. Cordeiro & E. Barboza","E.L. Siqueira","2011","10","24","Brasil","PR","Corumbataí do Sul","-52.125944","-24.167917","52°07'33,4 W","24°10'04,5 S","515","515",NA,NA,NA,NA,"476",NA,NA,NA,"arbusto heliófito ca. 3 m, com latex incolor. Flores e botões florais de cor verde.",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
