"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"115","2021-03-01 16:34:33-03","UNICAMP","UEC","10703","S","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Hatschbach, G","Hatschbach, G","25366","1970","09","05","Brazil","Paraná","Morretes","Estação Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"UEC163417","UEC163417","flor, Arvoreta de flor alva, anteras amarelas. Mata secundária.; Arvoreta. Flor alva, anteras amarelas. Anteras com ápice umporoso e biporoso.; Mata secundária.","1971","03",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"116","2019-08-20 10:18:55-03","UNICAMP","UEC","188668","S","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne",NA,"Silva, SM; Britez, RM","24859","1986","10","04","Brazil","Paraná","Paranaguá","Morro Bento Alves","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC119137","UEC119137","flor, Árvore de flores brancas, com 8 m e DAP= 82 cm, em local alterado na encosta.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"117","2019-08-20 10:18:55-03","UNICAMP","UEC","104323","S","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne",NA,"Britez, RM","24860","1986","10","25","Brazil","Paraná","Paranaguá","Morro do Meio","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC083704","UEC083704","flor, Árvore de 6 m e DAP= 57 cm, flores esbranquiçadas, em locais alterados da encosta.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"118","2021-03-01 16:34:33-03","UNICAMP","UEC","162172","S","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne",NA,"Barros, F; Ninomia, RT","1681","1989","07","05","Brazil","São Paulo","Cananéia","Ilha do Cardoso, Morro do Marujá.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"UEC024662","UEC024662","Árvore ca. 15 m alt.; botões florais ferrugíneos-esverdeados.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"119","2019-08-20 10:18:55-03","UNICAMP","UEC","50258","S","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne",NA,"Leitão Filho, HF","20814","1988","10","04","Brazil","São Paulo","Cubatão","Vale do Rio Pilões","-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,"UEC163416","UEC163416","flor, Árvore até 8 m, flores creme. Mata preservada.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"15123","auto",NA,NA,NA,NA,NA,NA,NA
"120","2019-08-20 10:18:55-03","UNICAMP","UEC","45249","S","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Goldenberg, R","Leitão Filho, HF; Rodrigues, RR; Tamashiro, JY","18760","1986","11","05","Brazil","São Paulo","Guarujá","Trilha da Prainha Branca.","-46.25","-23.9899997711182",NA,NA,NA,NA,"UEC163424","UEC163424","Árvore até 12 m, folhas no verso de cor ocre, frutos verdes. Em mata.","1992","07",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"18989","auto",NA,NA,NA,NA,NA,NA,NA
"121","2019-08-20 10:18:55-03","UNICAMP","UEC","73533","S","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Goldenberg, R","Aguiar, OT; Pastore, JFB","581","1995","08","11","Brazil","São Paulo","Miracatu","Parque Estadual de Jurupará, Ribeirão do Mico, margens do Rio Juquiá.","-47.4599990844727","-24.2800006866455",NA,NA,NA,NA,"UEC163418","UEC163418","flor, Árvore de 5 m de altura, inflorescência creme. Nome popular: baratão.","1996",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"43974","auto",NA,NA,NA,NA,NA,NA,NA
"122","2019-08-20 10:18:55-03","UNICAMP","UEC","76745","S","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Goldenberg, R","Sanches, CD; Gorenstein, MR; Hoffmann, JRR; Pereira, VF; Bastos, EB","67","1994","09","07","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC, Beira da Rodovia Régis Bittencourt.","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"UEC163425","UEC163425","flor, Arbusto de 3 m de altura, botões creme. Clareira. Área com fragmento de mata atlântica.","1996","01",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA
"123","2021-03-01 16:34:33-03","UNICAMP","UEC","65126","S","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Goldenberg, R","Moraes, PLR","270","1990","10","08","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"UEC163419","UEC163419","flor, Planta de 6 m. Inflorescência branca. Cheiro forte adocicado. Interface planalto-mata atlântica.; Inflorescência branca. 6m de altura. Cheiro forte adocicado.; Mata submontana. Interface Planalto-Mata Atlântica.","1992","11",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA
"124","2019-08-20 10:18:55-03","UNICAMP","UEC","21033","S","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Goldenberg, R","Bokermann, WCA","11104",NA,NA,NA,"Brazil","São Paulo","São Paulo","Instituto Zoológico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"UEC163414","UEC163414","fruto","1998",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"125","2019-08-20 10:18:55-03","UNICAMP","UEC","65127","S","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Hoehne, W","Hoehne, W","s.n.","1945","09","25","Brazil","São Paulo","São Paulo","Parque do Estado de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"UEC018638","UEC018638","flor, Árvore de 5 m.",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"126","2021-03-01 16:34:38-03","UNICAMP","UEC","157480","S","Plantae","Melastomataceae","Miconia","formosa","Miconia formosa","Cogn.","Caddah, MK","Caddah, MK; Meireles, JE","718","2010","01","18","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Proximidades da trilha do Rancho Frio, margem do rio Beija-Flor.","-43.015556","-22.767778","-43.015556","-22.767778","1400","1400","UEC013915","UEC013915","Árvore ca. 11m, frutos imaturos verdes, maduros roxos. Coleta em sílica.","2010","02",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-01 16:34:38-03","UNICAMP","UEC","157441","S","Plantae","Melastomataceae","Miconia","formosa","Miconia formosa","Cogn.","Caddah, MK","Caddah, MK; Meirelles, J; Reginato, M","754","2010","01","22","Brazil","Rio de Janeiro","Nova Friburgo","Casa do Seu David Müller.","-42.831389","-22.629722","-42.831389","-22.629722","1370","1370","UEC164019","UEC164019","Arvoreta ca. 4,5m, frutos imaturos verdes.","2010","02",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-04 13:19:23-03","UDESC","LUSC","8831","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Maidel, R.","Smekatz, C.",NA,"2016","06","02","Brasil","Santa Catarina","Grão Pará",NA,"-49.2146987915039","-28.1849994659424",NA,NA,NA,NA,"LUSC004666","LUSC004666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24844","auto",NA,NA,NA,NA,NA,NA,NA
"129","2019-01-17 11:26:35-02","PUCRS","MPUC","21035","S","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","C.A. Mondin",NA,NA,"2015","09","05","Brasil","SC","Florianópolis","Pântano do Sul, Costa de Cima","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,"Na beira da estrada","2015","01","01","South America",NA,NA,NA,"Myrtales",NA,"27000","auto","Magnoliopsida",NA,NA,"3710","1",NA,NA
"130","2020-10-14 10:02:55-03","FURB","FURB","10490","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Gasper, AL de","Grippa, C.R.; Souza, N.L. de & Stano, F.","571","2007","11","08","Brasil","Santa Catarina","Blumenau","Morro do Spitzkopf.","-49.1119444","-27.0077778","-49.1119444","-27.0077778","160","160","FURB29867","FURB29867","Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo: VIII. Habitat: Floresta Ombrófila Densa; Habito: arbórea;","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-10-14 10:02:55-03","FURB","FURB","10612","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Gasper, AL de","Grippa, C.R.; Bachmann, V.","609","2007","10","12","Brasil","Santa Catarina","Apiúna","Jundiá.","-49.2547222","-27.1202778","-49.2547222","-27.1202778","350","350","FURB29877","FURB29877","Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo VII. Habitat: Floresta Ombrófila Densa; Habito: arbórea;","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-10-14 10:02:55-03","FURB","FURB","10643","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Gasper, AL de","Grippa, C.R.; Godoy, M.B. & Souza, N.L. de","640","2007","08","12","Brasil","Santa Catarina","Presidente Nereu","Fazenda Agrião.","-49.2152778","-27.1738889","-49.2152778","-27.1738889","460","460","FURB29883","FURB29883","Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo V. Habitat: Floresta Ombrófila Densa; Habito: arbórea;","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-10-14 10:02:55-03","FURB","FURB","14022","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Gasper, AL de","Gasper, A.L. de","2272","2009","08","29","Brasil","Santa Catarina","Luiz Alves","Braço Francês.","-48.9738889","-26.77","-48.9738889","-26.7700000","220","220","FURB29871","FURB29871",NA,"2009","08","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-10-14 10:02:55-03","FURB","FURB","14621","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Dreveck, S","Dreveck, S.; Carneiro, F.E.","1058","2009","09","16","Brasil","Santa Catarina","Itapoá","Rio Sai-Guaçu, comunidade Quinze.","-48.69","-26.01","-48.6900000","-26.0100000","7","7","FURB29881","FURB29881","Florística IFFSC 1074 (Arbórea) Habitat: Floresta Ombrófila Densa de Terras Baixas; interior do fragmento Habito: arbórea; flor branca","2009","09","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-10-14 10:02:55-03","FURB","FURB","14877","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne",NA,"Melo, J.C.M.","668","2007","11","30","Brasil","Santa Catarina","São Bento do Sul","Rugendas.","-49.3786111","-26.2505556","-49.3786111","-26.2505556",NA,NA,"FURB29878","FURB29878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-10-14 10:02:55-03","FURB","FURB","15816","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Stival-Santos, A","Stival-Santos, A.; Legal, E. & Silveira, S.","1165","2009","11","05","Brasil","Santa Catarina","Botuverá","Lageado Alto - Recanto Feliz.","-49.14","-27.18","-49.1400000","-27.1800000","307","307","FURB29876","FURB29876","Florística IFFSC 519 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; beira do rio Habito: arbórea; Fruto verde;","2009","11","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-11-08 08:53:23-03","FURB","FURB","15871","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Korte, A","Korte, A.","663","2009","10","21","Brasil","Santa Catarina","Blumenau","Bairro Ristow.","-49.1547222","-26.9391666","-49.1547222","-26.9391666","130","130","FURB29870","FURB29870",NA,"2009","10","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-10-14 10:02:55-03","FURB","FURB","16645","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Verdi, M","Verdi, M.; Tomazi, A.L. & Klemz, G.","3000","2009","11","05","Brasil","Santa Catarina","Siderópolis","Barragem do Rio São Bento.","-49.59","-28.62","-49.5900000","-28.6200000","479","479","FURB29868","FURB29868","Florística IFFSC 47 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: árvore;","2009","11","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-10-14 10:02:55-03","FURB","FURB","18400","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Stival-Santos, A","Stival-Santos, A.; Legal, E. & Silveira, S.","1367","2009","11","26","Brasil","Santa Catarina","Canelinha","Moura.","-48.8711111","-27.1819445","-48.8711111","-27.1819445","260","260","FURB29869","FURB29869","Florística IFFSC 522 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; beira da estrada no entorno do fragmento Habito: árvore; Fruto verde;","2009","11","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-10-14 10:02:55-03","FURB","FURB","32272","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Verdi, M","Verdi, M.; Caglioni, E. & Martins, E.M.","5222","2010","08","10","Brasil","Santa Catarina","Apiúna","Anta Gorda.","-49.4122222","-27.1788889","-49.4122222","-27.1788889","783","783","FURB29875","FURB29875",NA,"2010","08","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-10-14 10:02:55-03","FURB","FURB","32337","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Verdi, M","Verdi, M.; Martins, E.M. & Veiga, O.N.","5508","2010","08","24","Brasil","Paraná","Morretes","Olimpo / Parque Estadual Pico Marumbi.","-48.9233334","-25.4422222","-48.9233334","-25.4422222","600","600","FURB29879","FURB29879",NA,"2010","08","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-10-14 10:02:55-03","FURB","FURB","36673","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Klemz, G","Klemz, G.; Doerner, W.","48","2011","10","24","Brasil","Santa Catarina","Joinville","Ribeirão Manso.","-49.1541667","-26.3008333","-49.1541667","-26.3008333","606","606","FURB29863","FURB29863",NA,"2011","10","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-10-14 10:02:55-03","FURB","FURB","43819","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Gasper, AL de","Funez, L.A.","2712","2013","12","28","Brasil","Santa Catarina","Rodeio","Eremitério Frei Egídio.","-49.4005556","-26.8780556","-49.4005556","-26.8780556","852","852","FURB29865","FURB29865",NA,"2014","03","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-10-14 10:02:55-03","FURB","FURB","46573","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Uller, HF","Uller, H.F.; Silva, D.A. & Klizke, A.R.",NA,"2014","10","21","Brasil","Santa Catarina","Guaramirim","Morro da Antena.","-49.0419444","-26.5319445","-49.0419444","-26.5319445",NA,NA,"FURB29862","FURB29862","Árvore disputando o dossel. DAP 25cm","2014","10","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-10-14 10:02:55-03","FURB","FURB","47838","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Engels, ME","Engels, M.E.","1519","2013","09","07","Brasil","Paraná","Guaratuba","Linha de transmissão elétrica Curitiba a Joinville.","-48.9430555","-25.8819445","-48.9430555","-25.8819445","800","800","FURB47838","FURB47838",NA,"2013","10","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-11-08 08:53:23-03","FURB","FURB","48722","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Oliveira, AA de","Oliveira, A.A. de","2629","2015","10","23","Brasil","Santa Catarina","Schroeder","Rancho Bom.","-49.0486111","-26.3697223","-49.0486111","-26.3697223","105","105","FURB48722","FURB48722",NA,"2015","10","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-10-14 10:02:55-03","FURB","FURB","5100","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Sevegnani, L","Verdi, M.; Stival-Santos, A.","853","2006","12","06","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889","-49.0719445","-26.9213889",NA,NA,"FURB29880","FURB29880","Projeto de pesquisa.","2006","12","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-10-14 10:02:55-03","FURB","FURB","52670","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Farias, D.M.","Uller, H.F.; Klitzke, A.R; Bollmann, G.O.","943","2016","08","02","Brasil","Santa Catarina","Grão Pará",NA,"-49.32","-28.08","-49.3200000","-28.0800000","426","426","FURB52670","FURB52670",NA,"2017","02","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-10-14 10:02:55-03","FURB","FURB","52844","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Uller, H.F.","Uller, H.F.","703","2015","11","13","Brasil","Santa Catarina","Guaramirim","Jacu Açu.","-49.0436111","-26.5341666","-49.0436111","-26.5341666","270","270","FURB52844","FURB52844","àrvore de pequeno porte, tombada pelo vento. Habitat: FOD em estágio médio de regeneração Habito: Árvore","2015","11","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-10-14 10:02:55-03","FURB","FURB","58321","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Gebien, W.","Gebien, W.","77","2017","12","15","Brasil","Santa Catarina","Blumenau","rua Antonio Zendrom. Início da trilha próximo à casa do coletor.","-49.0872222","-26.9572222","-49.0872222","-26.9572222","100","100","FURB58321","FURB58321",NA,"2018","02","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-10-14 10:02:55-03","FURB","FURB","58698","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Oliveira, A.A.","Kassner-Filho, A.","2199","2018","02","09","Brasil","Santa Catarina","Guaramirim","Jaqua-açu.","-49.0416666","-26.5336111","-49.0416666","-26.5336111","553","553","FURB58698","FURB58698","botão floral Habitat: borda do fragmento florestal Habito: arbusto","2019","08","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-11-08 08:53:23-03","FURB","FURB","60184","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3188","2018","07","28","Brasil","Santa Catarina","Angelina",NA,"-48.96","-27.54","-48.9600000","-27.5400000",NA,NA,"FURB60184","FURB60184",NA,"2018","07","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-10-14 10:02:55-03","FURB","FURB","60420","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2924","2018","06","16","Brasil","Santa Catarina","José Boiteux",NA,"-49.68","-26.82","-49.6800000","-26.8200000",NA,NA,"FURB60420","FURB60420",NA,"2018","06","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-10-14 10:02:55-03","FURB","FURB","60592","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3478","2018","09","27","Brasil","Santa Catarina","Apiúna","Faxinalzinho.","-49.3936111","-27.1802778","-49.3936111","-27.1802778","793","793","FURB60592","FURB60592","fruto imaturo Habitat: borda do fragmento florestal Habito: árvore","2018","09","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-10-14 10:02:55-03","FURB","FURB","65998","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Schwirkowski, P.","Schwirkowski, P.","3774","2019","12","21","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Entorno do CEPA Rugendas.","-49.3080556","-26.3225","-49.3080556","-26.3225000","660","660","FURB65998","FURB65998","FOD. Habitat: Heliófita, frutos maduros cor negra Habito: Árvore","2019","12","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-11-08 08:53:23-03","FURB","FURB","814","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Eliane K.","Kiehn, E.",NA,"1990","09","25","Brasil","Santa Catarina","Blumenau","Area A - Furb.","-49.0791667","-26.9055556","-49.0791667","-26.9055556","20","20","FURB02250","FURB02250",NA,"1990","09","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-11-08 08:53:23-03","FURB","FURB","815","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Eliane K.","Kiehn, E.",NA,"1990","11","20","Brasil","Santa Catarina","Blumenau","Area B - Furb.","-49.0791667","-26.9055556","-49.0791667","-26.9055556","20","20","FURB29882","FURB29882",NA,"1990","11","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-10-14 10:02:55-03","FURB","FURB","956","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Goldenberg, R","Kiehn, E.",NA,"1990","09","25","Brasil","Santa Catarina","Blumenau","Área A (no centro).","-49.0791667","-26.9055556","-49.0791667","-26.9055556",NA,NA,"FURB29884","FURB29884",NA,"2009","10","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-10-14 10:02:55-03","FURB","FURB","1524","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Sevegnani, L","Sevegnani, L.",NA,"1997","12","13","Brasil","Santa Catarina","Blumenau","Ribeirão Cego - Velha Grande / Bnu.","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"FURB29872","FURB29872",NA,"1997","12","13",NA,NA,NA,NA,NA,NA,"34291","auto",NA,NA,NA,NA,NA,NA,NA
"160","2020-10-14 10:02:55-03","FURB","FURB","38794","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Falkenberg, DB","Falkenberg, D.B.; Medeiros, J.D.","5578","1992","09","23","Brasil","Santa Catarina","Florianópolis","Morro da Lagoa.","-48.5491981506348","-27.596700668335",NA,NA,"300","300","FURB29873","FURB29873","Coleta testemunha de pesquisas científicas Habitat: capoeirão Habito: arvoreta; flor hipanto e pétalas esbranquiçadas, estames amarelos.","1992",NA,NA,NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA
"161","2020-10-14 10:02:55-03","FURB","FURB","44670","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Engels, ME","Engels, M.E.","1674","2013","09","27","Brasil","Santa Catarina","Joinville","Resgate FLORA linha de transmissão elétrica Curitiba a Joinville; Aterro Sanitário.","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,"FURB29864","FURB29864","caule castanho; folhas verdes na face adaxial e castanha na abaxial Habitat: Floresta Ombrófila Densa Habito: arbórea; flor alvas","2013","12","10",NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA
"162","2019-11-08 08:53:23-03","FURB","FURB","324","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Oliveira, AA de","Sevegnani, L.",NA,"1998","09","08","Brasil","Santa Catarina","Pomerode","Parque M.E. - Pomerode.","-49.1768989562988","-26.7406005859375",NA,NA,NA,NA,"FURB29866","FURB29866",NA,"2010","01","21",NA,NA,NA,NA,NA,NA,"14075","auto",NA,NA,NA,NA,NA,NA,NA
"163","2019-11-08 08:53:23-03","FURB","FURB","4783","PreservedSpecimen","Plantae","Melastomataceae","Miconia","cabucu","Miconia cabucu","Hoehne","Souza, NL de","Adenesky-Filho, E.",NA,"2006","10","19","Brasil","Santa Catarina","Vidal Ramos",NA,"-49.3558006286621","-27.3918991088867",NA,NA,NA,NA,"FURB29874","FURB29874",NA,"2006","10","26",NA,NA,NA,NA,NA,NA,"21797","auto",NA,NA,NA,NA,NA,NA,NA
"164","2020-10-14 10:02:59-03","FURB","FURB","47532","PreservedSpecimen","Plantae","Melastomataceae","Miconia","formosa","Miconia formosa","Cogn.","Oliveira, AA de","Uller, H.F.; Klitzke, A.R.","650","2015","04","09","Brasil","Santa Catarina","Massaranduba","Pico Jaraguá.","-49.0313889","-26.5352777","-49.0313889","-26.5352777",NA,NA,"FURB47532","FURB47532",NA,"2015","08","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
