"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"45","2021-03-30 12:44:46-03","EAO","IAN","137365","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Wurdack, JJ","Strang, HE","496","1963","04","17","Southern America","Brasil","Rio de Janeiro","Guanabara","Caminho para o Morro Queimado.",NA,NA,NA,NA,"IAN137365",NA,"(DC.) Triana",NA,NA,NA,NA,NA,"1970","04",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:44:46-03","EAO","IAN","137369","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Wurdack, JJ","Vianna, MC","105","1963","04","17","Southern America","Brasil","Rio de Janeiro","Guanabara","Caminho Sumaré, mesa do Imperador.",NA,NA,NA,NA,"IAN137369",NA,"(DC.) Triana",NA,NA,NA,NA,NA,"1970","04",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:44:46-03","EAO","IAN","191293","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia",NA,"Pereira-Silva, G","16507","2012","12","07","Southern America","Brasil","Rondônia",NA,"Abuna. Campinarana arbórea aberta. Latossolo amarelo pouco estruturado, relevo plano, ocasional. Modulo Abunã, Transecto 10, parcela 4, margem direita do rio Madeira. Monitoramento regenerante: planta 6643.","-65.339167","-9.597222",NA,"Arvoreta com cerca de 6m de altura. Frutos imaturos verdes.","IAN191293",NA,"(DC.) Triana","90","90",NA,NA,NA,NA,NA,NA,"-65.339167","-9.597222",NA,NA,NA,NA,NA
"48","2021-03-30 12:44:46-03","EAO","IAN","93362","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia",NA,"Glaziou, AFM","6883",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN093362",NA,"(DC.) Triana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-02-08 10:04:53-03","NBC","NL-BOTANY","U.1388199","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia",NA,"Pereira E",NA,"1968","01","01","Southern America","Brazil",NA,NA,"Loc. Guanabara, Mesa do Imperador.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1388199 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1388199","NL-U1388199","Triana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"50","2020-02-08 10:04:53-03","NBC","NL-BOTANY","L.2555091","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia brevifolia",NA,"Glaziou AFM",NA,"1888","01","01","Southern America","Brazil",NA,NA,"Prov. Rio de Janeiro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2555091 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2555091","NL-L2555091","Cogn.",NA,NA,NA,NA,"brevifolia",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"51","2020-02-08 10:04:53-03","NBC","NL-BOTANY","L.2555091","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia brevifolia",NA,"Glaziou AFM",NA,"1888","01","01","Southern America","Brazil",NA,NA,"Prov. Rio de Janeiro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2555091 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2555091","NL-L2555091","Cogn.",NA,NA,NA,NA,"brevifolia",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"52","2020-11-04 11:13:45-03","ESALQ","ESA","69423","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Ivanauskas, N.M.","Ivanauskas, N.M.; Zidko, A.; Mendonça, C.G.; Baptista, V.R.; Ferreira, L.; Cielo Filho, R.","4571.0","2000","04","21",NA,"Brasil","São Paulo","São Sebastião","Parque Estadual da Serra do Mar, Trilha do Escorrega, Sítio Urucurana. Floresta Ombrófila Densa de Enconsta sem muita perturbação. Interior da mata","-45.4099998474121","-23.7600002288818",NA,"Arbusto ca. 1,20 m de altura, frutos imaturos verdes e maduros roxos","ESA069423","ESA069423","(Cham.) Cogn","130","130","41977","auto",NA,"2000","04","19","-45,708,056","-23,711,944",NA,NA,NA,NA,NA
"53","2020-11-04 11:13:45-03","ESALQ","ESA","128530","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Rigon, J.","Delfini, C.","836.0","2013","03","27",NA,"Brasil","São Paulo","Tapiraí","Trilha entre a UHE Alecrim e UHE Porto Raso. Floresta Ombrófila Densa, na margem do rio Dezembro.","-47.45029","-24.07695",NA,"Árvore, ca. 2m alt., flores brancas, frutos imaturos verdes.","ESA128530",NA,NA,"331","331",NA,NA,NA,"2013","03","27","-47.45029","-24.07695",NA,NA,NA,NA,NA
"54","2020-11-04 11:13:45-03","ESALQ","ESA","102209","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Marques","Stehmann, J.R.","4110.0","2005","09","04",NA,"Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,"ESA102209","ESA102209",NA,NA,NA,"23813","auto",NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-11-04 11:13:45-03","ESALQ","ESA","75135","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Ivanauskas, N.M. et al.","Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","230.0","2001","04","17",NA,"Brasil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos. 24o02'28,4S; 46o49'27,9W. 30-180msm.","-46.7799987792969","-24.1800003051758",NA,NA,"ESA075135","ESA075135","(DC.) Triana",NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-11-04 11:13:45-03","ESALQ","ESA","75116","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Ivanauskas, N.M. et al.","Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","211.0","2001","04","17",NA,"Brasil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos. 24o02'28,4S; 46o49'27,9W. 30-180msm.","-46.7799987792969","-24.1800003051758",NA,"Arbusto, ca. 1m alt. Frutos imaturos verdes, maduros negro-azulados.","ESA075116","ESA075116","(DC.) Triana",NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-11-04 11:13:45-03","ESALQ","ESA","33816","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Delrei Souza, M.L.","Árbocz, G.F. et al.","2730.0","1996","05","23",NA,"Brasil","São Paulo","Queluz",NA,"-44.7700004577637","-22.5300006866455",NA,NA,"ESA033816","ESA033816","(DC.) Triana",NA,NA,"14382","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-11-04 11:13:45-03","ESALQ","ESA","68352","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Souza, V.C.","Oliveira, A.A.; Gandolfi, S.; Batista, F.R.Q.; Micheletto, F.; Liesenfeld, M.V.A.; San Martin-Gajardo, I.; Peroni, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3616.0","2000","04","19",NA,"Brasil","São Paulo","São Sebastião","Parque Estadual da Serra do Mar. Trilha entre a Estrada Intermediária e a cabeceira do Ribeirão de Itu, Sítio Dito Cachimbo. Floresta Ombrófila Densa de Planalto, com perturbação. Interior de floresta","-45.4099998474121","-23.7600002288818",NA,"Arvoreta 2m, com flor.","ESA068352","ESA068352","(DC.) Triana","600","600","41977","auto",NA,NA,NA,NA,"-45,566,667","-23,733,333",NA,NA,NA,NA,NA
"59","2021-01-14 15:31:41-03","MN","R","9762","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia",NA,"Glaziou, A.F.M.; Netto, L.S.M. & Schwacke, C.A.W.","577","1881","07","28",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000009762","R000009762_001","Triana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-08-27 13:31:11-03","IAP","PACA-AGP","65116","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","A.C.Brade","Reitz & Klein","2523","1956","01","19",NA,"Brasil","SC","Palhoça","Pilões.","-48.6678009033203","-27.645299911499",NA,"Habitat: mata","PACA065116",NA,"Triana","350","350","31105","auto",NA,"1957",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"61","2020-12-20 21:18:19-03","UFV","VIC","040395","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","angustifolia","Leandra angustifolia",NA,"Simão, M.R.V.C.","303","2012","09","17",NA,"Brasil","Minas Gerais","Viçosa","Estação de pesquisa treinamento e educação ambient, Floresta Estacional Semidecidual.","-42.8819007873535","-20.7539005279541",NA,"Arbusto de 2 m, fruto imaturo verde, frutyo maduro roxo0 com densa pilosidade.","VIC040395","VIC040395","DC.",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-20 21:18:19-03","UFV","VIC","7251","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","angustifolia","Leandra angustifolia",NA,"Silva, A.F. da","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Estação Experimental","-45.0699996948242","-23.4300003051758",NA,"Flores brancas , com caulifloria, no interior da mata, subarbusto com 2 mestros de altura., pilosidade no interior das pétalas.","VIC007251","VIC007251","(DC.) Triana",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 14:39:43-03","UFJF","CESJ","48930","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","C.N. Silva","L. Menini Neto; M.A. Manhães; A.L. Santiago","414","2007","05","11","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck","-43.3502998352051","-21.7642002105713",NA,"Arvoreta, ca. 3,5m alt., interior da mata, sub-bosque, freqüente. Folhas discolores, frutos imaturos verdes, frutos maduros lilacíneos, tricomas prateados.","CESJ048930",NA,"(D.C.) Triana",NA,NA,"36144","auto",NA,"2011","08","18",NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 14:39:43-03","UFJF","CESJ","50606","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","C.N. Silva","I.Almeida; S.A. Roman; F.R.G. Salimena","16","2008","03","25","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck","-43.3502998352051","-21.7642002105713",NA,"Arvoreta 2m no interior de mata; botões verdes.","CESJ050606",NA,"(D.C.) Triana",NA,NA,"36144","auto",NA,"2011","08","18",NA,NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:34:11-03","UNICAMP","UEC","143620","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Leandra","angustifolia","Leandra angustifolia",NA,"Almeda, F; Belinello, R; Aranha, JLM; Fritsch, PW","8840","2004","11","14",NA,"Brazil","Rio de Janeiro","Nova Friburgo","Serra do Mar, 15.2 km down the Macae de Cima road our of Nova Friburgo on the upslope trail to Fazenda Saphronites.","-42.522556","-22.458333",NA,"Small tree 3m tall. Petals white in bud. Common.; Lush rain forest with Euterpe edulis and many epiphytic Bromeliaceae","UEC163071",NA,"DC","1010","1071",NA,NA,NA,NA,NA,NA,"-42.522556","-22.458333",NA,NA,NA,NA,NA
"66","2020-02-10 17:55:07-03","UNICAMP","UEC","116201","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Ivanauskas, NM","Ivanauskas, NM; Ferreira, L; Zidko, A; Mendonça, CG; Baptista, VR; Cielo-Filho, R","4571","2000","04","21",NA,"Brazil","São Paulo","São Sebastião","Parque Estadual da Serra do Mar - Sítio, Trilha do Escorrega.","-45.708056","-23.711944",NA,"fruto, Arbusto de cerca de 1,2 m de altura, frutos imaturos verdes e maduros roxos. Interior da mata. Floresta ombrófila densa de encosta sem muita perturbação.",NA,NA,"(A.DC.) Triana","130","130",NA,NA,NA,"2000","04",NA,"-45.708056","-23.711944",NA,NA,NA,NA,NA
"67","2020-02-10 17:55:07-03","UNICAMP","UEC","116457","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Souza, VC","Oliveira, AA; Batista, FRQ; Micheletto, F; Liesenfeld, MVA; San Martin-Gajardo, I; Gandolfi,","3616","2000","04","19",NA,"Brazil","São Paulo","São Sebastião","Parque Estadual da Serra do Mar - Estrad","-45.55","-23.733333",NA,"flor, Arvoreta de 2 m com flor. Interior de floresta alterada. Floresta ombrófila densa de encosta com perturbação.",NA,NA,"(A.DC.) Triana",NA,NA,NA,NA,NA,"2000","04",NA,"-45.55","-23.733333",NA,NA,NA,NA,NA
"68","2020-02-10 17:55:07-03","UNICAMP","UEC","121734","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Ivanauskas, NM","Sousa, FM; Souza, VC; Sampaio, D; Rodrigues, RR; Tamashiro, JY; Duarte, AR; Bernhardt, R","230","2001","04","17",NA,"Brazil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar - Núcleo, No entorno do vale dos Rios Mambu e dos Macacos.","-46.824167","-24.041111",NA,"fruto, Arbusto de cerca de 50 cm de altura, frutos negros. Floresta ombrófila baixomontana e montana.",NA,NA,"(A.DC.) Triana","30","180",NA,NA,NA,NA,NA,NA,"-46.824167","-24.041111",NA,NA,NA,NA,NA
"69","2020-02-10 17:55:07-03","UNICAMP","UEC","121759","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Ivanauskas, NM","Sousa, FM; Souza, VC; Sampaio, D; Rodrigues, RR; Tamashiro, JY; Duarte, AR; Bernhardt, R","211","2001","04","17",NA,"Brazil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar - Núcleo, No entorno do Vale dos Rios Mambu e dos Macacos.","-46.824167","-24.041111",NA,"fruto, Arbusto de cerca de 1 m de altura, frutos imaturos verdes, maduros negro-azulados. Floresta ombrófila densa baixomontana e montana.",NA,NA,"(A.DC.) Triana","30","180",NA,NA,NA,NA,NA,NA,"-46.824167","-24.041111",NA,NA,NA,NA,NA
"70","2021-03-01 16:35:01-03","UNICAMP","UEC","179840","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Rigon, J","Delfini, C; Rigon, J; Diaz, DC; Oliveira, DB; Rodrigues, RR; Souza, VC","836","2013","03","27",NA,"Brazil","São Paulo","Tapiraí","Trilha entre a UHE Alecrim e UHE Porto Raso.","-47.750806","-24.135972",NA,"Árvore, ca. 2m alt.; flores brancas, furtos imaturos verdes.; Floresta Ombrófila Densa, na margem do Rio Dezembro.","UEC031506","UEC031506","(A.DC.) Triana","331","331",NA,NA,NA,"2013","03","27","-47.750806","-24.135972",NA,NA,NA,NA,NA
"71","2021-03-01 16:35:01-03","UNICAMP","UEC","179843","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia",NA,"Souza, VC; Flores, TB","35050","2013","05","01",NA,"Brazil","São Paulo","Tapiraí","Área da Cia. Votorantim. Beira da estrada, próximo ao início da Trilha do Rio Dezembro.","-47.5","-23.9599990844727",NA,"Arbusto, ca. 2m alt.; frutos negros.","UEC031501","UEC031501","(A.DC.) Triana",NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-02-10 17:55:07-03","UNICAMP","UEC","31155","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia angustifolia","Souza, MLDR","Silva, AF","9223","1978","12","18",NA,"Brazil","São Paulo","Ubatuba","Estação Experimental do Instituto Agronô","-45.0699996948242","-23.4300003051758",NA,"flor, Arvoreta com até 6 m, flores brancacentas.",NA,NA,"(A.DC.) Triana",NA,NA,"34265","auto","angustifolia","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-10-14 10:03:00-03","FURB","FURB","2778","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Goldenberg, R","Wohlhiter, W.","2","1992","03","18",NA,"Brasil","Santa Catarina","Blumenau","Parque Ecológico Artex.","-49.0877777","-27.0566667",NA,NA,"FURB30452","FURB30452","(DC.) Triana","380","380",NA,NA,NA,"2009","10","03","-49.0877777","-27.0566667",NA,NA,NA,NA,NA
"74","2020-10-14 10:03:03-03","FURB","FURB","40602","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Oliveira, A. A.","Funez, L.A.","1856","2013","02","24",NA,"Brasil","Santa Catarina","Blumenau","Parque Ecológico Spitzkopf.","-49.1047222","-27.0258334",NA,NA,"FURB30853","FURB30853","(DC.) Triana","630","630",NA,NA,NA,"2017","08","31","-49.1047222","-27.0258334",NA,NA,NA,NA,NA
"75","2019-11-08 08:53:27-03","FURB","FURB","40783","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Oliveira, AA de","Funez, L.A.","1960","2013","03","31",NA,"Brasil","Santa Catarina","Blumenau","RPPN Bugerkopf, trilha principal.","-49.0761111","-27.0027778",NA,NA,"FURB30470","FURB30470","(DC.) Triana","353","353",NA,NA,NA,"2016","04","27","-49.0761111","-27.0027778",NA,NA,NA,NA,NA
"76","2020-10-14 10:03:03-03","FURB","FURB","5191","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Goldenberg, R","Verdi, M.; Stival-Santos, A.","851","2006","12","06",NA,"Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889",NA,"Projeto de pesquisa.","FURB02290","FURB02290","(DC.) Triana",NA,NA,NA,NA,NA,"2009","10","03","-49.0719445","-26.9213889",NA,NA,NA,NA,NA
"77","2019-11-08 08:53:27-03","FURB","FURB","58324","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Gebien, W.","Gebien, W.","92","2018","01","17",NA,"Brasil","Santa Catarina","Blumenau","rua Antonio Zendrom. beira do caminho do fragmento.","-49.0872222","-26.9572222",NA,NA,"FURB58324","FURB58324","(DC.) Triana","100","100",NA,NA,NA,"2018","02","25","-49.0872222","-26.9572222",NA,NA,NA,NA,NA
"78","2019-02-25 16:14:58-03","UNEMAT","HERBAM","13037","S","Plantae",NA,NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Engels, ME","Engels, M.E.; Ferneda Rocha, L.C. & Barreto, R.","1682698Copel1","2014","10","04",NA,"Brasil","Mato Grosso","Colíder","Resgate de FLORA da UHE Colíder. Lote B de supress","-55.4508018493652","-10.8177995681763",NA,NA,"HERBAM013037",NA,"(DC.) Triana",NA,NA,"78569","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-03-16 17:26:36-03","UNEMAT","HERBAM","22734","S","Plantae",NA,NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Ferneda Rocha, L","Sardelli, L.F.; Pereira, O. .G.; Silva, J. .A. & Silva, M.","3181Equipe 6-27","2014","12","24",NA,"Brasil","Mato Grosso","Colíder","Resgate de FLORA da UHE Colíder. Lote B de supress","-55.4508018493652","-10.8177995681763",NA,NA,"HERBAM022734",NA,"(DC.) Triana",NA,NA,"78569","auto",NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-12-06 19:29:55-03","UFES","VIES","34275","S","Plantae",NA,NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","R. Goldenberg","Araújo, E.A.","290","2015","01","16",NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Próximo parcela 03. Parque Nacional do Caparaó","-41.765","-20.493889",NA,NA,"VIES034275","VIES034275","(DC.) Triana",NA,NA,NA,NA,NA,"2016",NA,NA,"41º45'54''W","20º29'38''S",NA,NA,NA,NA,NA
"81","2019-06-27 10:25:40-03","UFES","VIES","28046","S","Plantae",NA,NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Bacci, L.F.","Bacci, L.F.; Zorzanelli, J.P.F.","37","2013","06","15",NA,"Brasil","Espírito Santo","Ibitirama","Serra do Caparaó, vale de Santa Marta.","-41.6671981811523","-20.5414009094238",NA,NA,"VIES028046","VIES028046","(DC.) Triana","1163","1163","22282","auto",NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:35:00-03","MBM","MBM","315340","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Jardim, A.B.","Amorim, A.M.; et al.; et al.","5014","2005","05","14","Southern America","Brazil","Bahia","Arataca","Serra do Peito de Moça. Estrada que liga Arataca à Una, ramal ca. 22,4 de Arataca com entrada no assentamento Santo Antônio RPPN Caminho das Pedras","-39.4143981933594","-15.2632999420166",NA,"Arbusto ca. 2,5m alt. Br#?#cteas e lacínios do cálice róseos. Frutos maduros vinosos. Comum na parte mais alta da serra. Floresta Ombrófila Densa Montana","MBM315340","MBM315340","(DC.) Triana","1000","1000","19859","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:35:00-03","MBM","MBM","339475","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia latifolia","Goldenberg, R.","Goldenberg, R.; et al.; et al.","905","2007","07","11","Southern America","Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia. Floresta de Encosta, próximo ao rio Timbuí.","-40.6002998352051","-19.9356002807617",NA,"Arbusto 1,5m, com frutos imaturos verdes, maduros azuis.","MBM339475","MBM339475","M.L.D.R. Souza",NA,NA,"23813","auto","latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:35:00-03","MBM","MBM","216374","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Souza, M.L.","Sobral, M.; et al.; et al.","8284",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Santa Teresa","Reserva Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617",NA,NA,"MBM216374","MBM216374","(DC.) Triana",NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:35:00-03","MBM","MBM","7857","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Wurdack, J.","Hatschbach, G.","8238","1968","01","04","Southern America","Brazil","Paraná","Guaratuba","Serra de Araraquara","-48.5746994018555","-25.8827991485596",NA,NA,"MBM007857","MBM007857","(DC.) Triana",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:35:00-03","MBM","MBM","250415","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Ivanauskas, N.M.","Ivanauskas, N.M.; et al.; et al.","4571",NA,NA,NA,"Southern America","Brazil","São Paulo","São Sebastião","Parque Estadual da Serra do Mar","-45.4099998474121","-23.7600002288818",NA,NA,"MBM250415","MBM250415","(DC.) Triana",NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:35:00-03","MBM","MBM","398608","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Engels, M.E.","Engels, M.E.; Ferneda-Rocha, L.C.; Barreto, R.; Ferneda-Rocha, L.C.; Barreto, R.","2698","2014","10","04","Southern America","Brazil","Mato Grosso","Colíder","Lote B de supressão","-55.479444","-10.980278",NA,"Subarbusto ca. 1m. Caule castanho. Folhas verdes, discolores, com face abaxial com nervuras alvacentas devido aos tricomas. Flores com ovário e cálice verdes, corola alva, estames róseos. Estilete alvo.; Floresta do Planalto dos Par","MBM398608","MBM398608","(DC.) Triana","274","274",NA,NA,NA,NA,NA,NA,"-55.479444","-10.980278",NA,NA,NA,NA,NA
"88","2020-12-21 16:35:00-03","MBM","MBM","403600","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Ossaea","angustifolia","Ossaea angustifolia","Ferneda Rocha, L.C.","Sardelli, L.F.; Pereira, O.G.; Silva, J.A.; Silva, M.; Pereira, O.G.; Silva, J.A.; Silva, M.","s.n.","2014","12","24","Southern America","Brazil","Mato Grosso","Colíder","Resgate da Flora da UHE Colíder, Lote B de supressão","-55.461667","-10.899722",NA,"Erva. Folhas compostas, concolores, cartáceas. Flores com pétalas brancas, estames vermelhos, ovário verde. Frutos carnosos, maduros de cor vinho, esféricos.; Floresta do Planalto dos Parecís, região de ecótono entre a Floresta Amazô","MBM403600","MBM403600","(DC.) Triana","446","446",NA,NA,NA,"2015","08","04","-55.461667","-10.899722",NA,NA,NA,NA,NA
