"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","phylum","order","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","individualCount","fieldNumber","infraspecificEpithet"
"45","2021-03-01 16:35:27-03","UNICAMP","UEC","187593","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2012","11",NA,"Meyer, FS; Escobar, NAG","2012","11","15","Brazil","Santa Catarina","Balneário Piçarras","Bairro Praia das Palmeiras, porção norte de Piçarras. Planície Litorânea.","-49.167383","-27.221667","-49.167383","-27.221667",NA,NA,"UEC114582","UEC114582","1387","Magnoliopsida",NA,NA,NA,"Subarbusto pequeno, coletado em terreno baldio, em região de Floresta Ombrófila Densa de Terras Baixas. Flores tetrâmeras com pétalas róseo-claro ou quase brancas, e anteras de ambos os ciclos amarelas.",NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:35:27-03","UNICAMP","UEC","187602","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2012","11",NA,"Meyer, FS; Escobar, NAG","2012","11","14","Brazil","Santa Catarina","Balneário Piçarras","Bairro Praia das Palmeiras, porção norte de Piçarras. Planície Litorânea.","-49.167383","-27.221667","-49.167383","-27.221667",NA,NA,"UEC114763","UEC114763","1378","Magnoliopsida",NA,NA,NA,"Subarbusto pequeno, coletado em terreno baldio, em região de Floresta Ombrófila Densa de Terras Baixas. Flores tetrâmeras com pétalas róseo-claro ou quase brancas, e anteras de ambos os ciclos amarelas.",NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:35:27-03","UNICAMP","UEC","187599","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2012","11",NA,"Meyer, FS; Escobar, NAG","2012","11","14","Brazil","Santa Catarina","Balneário Piçarras","Bairro Praia das Palmeiras, porção norte de Piçarras. Planície Litorânea.","-49.167383","-27.221667","-49.167383","-27.221667",NA,NA,"UEC114588","UEC114588","1381","Magnoliopsida",NA,NA,NA,"Subarbusto pequeno, coletado em terreno baldio, em região de Floresta Ombrófila Densa de Terras Baixas. Flores tetrâmeras com pétalas róseo-claro ou quase brancas, e anteras de ambos os ciclos amarelas.",NA,NA,NA,NA,NA,NA
"48","2021-03-01 16:35:27-03","UNICAMP","UEC","187605","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2012","11",NA,"Meyer, FS; Escobar, NAG","2012","11","13","Brazil","Santa Catarina","Balneário Piçarras","Bairro Praia das Palmeiras, porção norte de Piçarras. Planície Litorânea.","-49.167383","-27.221667","-49.167383","-27.221667",NA,NA,"UEC114485","UEC114485","1375","Magnoliopsida",NA,NA,NA,"Subarbusto pequeno, coletado em terreno baldio, em região de Floresta Ombrófila Densa de Terras Baixas. Flores tetrâmeras com pétalas róseo-claro ou quase brancas, e anteras de ambos os ciclos amarelas.",NA,NA,NA,NA,NA,NA
"49","2021-03-01 16:35:27-03","UNICAMP","UEC","176046","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, FS","2014","05","22","Funez, LA; Kemmelmeier, K","2013","01","07","Brazil","Santa Catarina","Navegantes","Rua Adolfo Antônio Cabral (Fundos).","-48.642222","-26.831944","-48.642222","-26.831944","7","7","UEC081875","UEC081875","1467","Magnoliopsida",NA,NA,NA,"COR/FLOR: pétalas rosas e estames amarelos.; Floresta Ombrófila Densa de tarras Baixas; Hábito erva terrícola; Habitat: capoeira brejosa.",NA,NA,NA,NA,NA,NA
"50","2019-01-17 11:26:36-02","PUCRS","MPUC","12045","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","C.A. Mondin","2008","01","01",NA,"2008","10","18","Brasil","RS","Dom Pedro de Alcântara","Morrinho de Porto Fagundes","-49.8497222","-29.3694444","-49.8497222000","-29.3694444000",NA,NA,NA,NA,NA,NA,"Myrtales","South America",NA,NA,NA,NA,"Magnoliopsida","1",NA,NA
"51","2020-12-09 14:46:48-03","FURB","FURB","33660","PreservedSpecimen","Plantae","Melastomataceae","Chaetogastra","versicolor","Chaetogastra versicolor","(Lindl.) P.J.F.Guim. & Michelang.","Meyer, FS","2011","03","01","Korte, A.; Rigon-Junior, M.J.","2010","12","09","Brasil","Santa Catarina","Içara","Balneário Rincão.","-49.2180556","-28.805","-49.2180556","-28.8050000","26","26","FURB30837","FURB30837","5512",NA,NA,NA,NA,"Florística IFFSC 35 (Erva Terrícola) Habitat: Restinga; Estágio Avançado Habito: erva terrícola; flor estames amarelos e flores lilás",NA,NA,NA,NA,NA,NA
"52","2020-12-09 14:46:48-03","FURB","FURB","33662","PreservedSpecimen","Plantae","Melastomataceae","Chaetogastra","versicolor","Chaetogastra versicolor","(Lindl.) P.J.F.Guim. & Michelang.","Meyer, FS","2011","03","01","Korte, A.; Rigon-Junior, M.J.","2010","12","07","Brasil","Santa Catarina","Araranguá",NA,"-49.3208334","-28.8902777","-49.3208334","-28.8902777","8","8","FURB30836","FURB30836","5451",NA,NA,NA,NA,"Florística IFFSC 27 (Erva Terrícola) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado Habito: erva terrícola; flor estames amarelos e pétalas roxas",NA,NA,NA,NA,NA,NA
"53","2020-12-09 14:46:48-03","FURB","FURB","33665","PreservedSpecimen","Plantae","Melastomataceae","Chaetogastra","versicolor","Chaetogastra versicolor","(Lindl.) P.J.F.Guim. & Michelang.","Meyer, FS","2011","03","01","Korte, A.","2010","12","02","Brasil","Santa Catarina","Palhoça","Parque Estadual do Tabuleiro - Guarda do Embaú.","-48.5994444","-27.9047222","-48.5994444","-27.9047222","15","15","FURB02327","FURB02327","5274",NA,NA,NA,NA,"Florística IFFSC 228 (Erva Terrícola) Habitat: Restinga; Estágio Avançado Habito: erva terrícola; flor estames amarelos e pétalas roxas",NA,NA,NA,NA,NA,NA
"54","2021-03-16 17:53:48-03","UCS","HUCS","43131","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, F.S.","2015","11","12","Valduga, E.","2015","01","19","Brasil","Rio Grande do Sul","Osório","Entorno da Lagoa dos Barros","-50.412689","-29.953117","-50.412689","-29.953117","14","14",NA,NA,"586","Angiospermae","Myrtales",NA,NA,"erva em pleno sol; banhado",NA,NA,NA,NA,NA,NA
"55","2021-03-16 17:53:48-03","UCS","HUCS","26997","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Smith, S.F.","2006","04",NA,"Marchett, F.","2005","11","15","Brasil","Santa Catarina","Bela Torres",NA,NA,NA,NA,NA,NA,NA,NA,NA,"447","Angiospermae","Myrtales",NA,NA,"terreno baldio",NA,NA,NA,NA,NA,NA
"56","2021-03-16 17:53:48-03","UCS","HUCS","31948","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Goldenberg, R.; Meyer, F.S.","2008","03",NA,"Marchett, F.","2007","11","04","Brasil","Rio Grande do Sul","Praia Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,"666","Angiospermae","Myrtales",NA,NA,"campo",NA,NA,NA,NA,NA,NA
"57","2021-03-16 17:53:48-03","UCS","HUCS","38115","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","D'El Rei Souza, M.L.","2012","08",NA,"Gonzatti, F.","2011","10","22","Brasil","Rio Grande do Sul","Palmares do Sul",NA,"-50.479167","-30.258611","-50.479167","-30.258611","10","10",NA,NA,"185","Angiospermae","Myrtales",NA,NA,"herbácea em campo aberto",NA,NA,NA,NA,NA,NA
"58","2021-03-16 17:53:48-03","UCS","HUCS","43138a","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, F.S.","2015","11","12","Gonzatti, F.","2014","11","28","Brasil","Rio Grande do Sul","Osório","Próximo à Lagoa das Traíras","-50.187056","-29.868806","-50.187056","-29.868806","6","6",NA,NA,"1379","Angiospermae","Myrtales",NA,NA,"erva com 30cm de altura e flores 4 periantadas; campo úmido",NA,NA,NA,NA,NA,NA
"59","2021-03-16 17:53:48-03","UCS","HUCS","8272","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Wurdack, J.J.","1992","04",NA,"Viana, M.","1991","12","27","Brasil","Rio Grande do Sul","Praia de Mariluz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Angiospermae","Myrtales",NA,NA,"junto à estrada",NA,NA,NA,NA,NA,NA
"60","2021-03-16 17:53:48-03","UCS","HUCS","7474","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Wurdack. J. J.","1991","03",NA,"Grazziotin, G.","1991","01","09","Brasil","Rio Grande do Sul","Capão da Canoa",NA,"-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,NA,NA,"s.n.","Angiospermae","Myrtales",NA,NA,"beira do caminho","15808","auto",NA,NA,NA,NA
"61","2021-03-16 17:53:48-03","UCS","HUCS","24243","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Smith, S.F.","2004","12",NA,"Marchett, F.","2004","10","11","Brasil","Rio Grande do Sul","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"76","Angiospermae","Myrtales",NA,NA,"nas dunas","20837","auto",NA,NA,NA,NA
"62","2021-03-16 17:53:48-03","UCS","HUCS","2097","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Souza, M.L.; Falkenberg, D.","1985",NA,NA,"Falkenberg, D.B.","1985","11","23","Brasil","Santa Catarina","Penha","Armação","-48.6458015441895","-26.7693996429443",NA,NA,"10","10",NA,NA,"3221","Angiospermae","Myrtales",NA,NA,"subarbusto 0,4m., pétalas roseas; campo","9872","auto",NA,NA,NA,NA
"63","2021-03-16 17:53:48-03","UCS","HUCS","7400","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Wurdack. J. J.","1991","01",NA,"Wasum, R.A.","1990","11","09","Brasil","Rio Grande do Sul","Torres","Colônia São Pedro","-49.7268981933594","-29.3353004455566",NA,NA,"10","10",NA,NA,"s.n.","Angiospermae","Myrtales",NA,NA,"flores vistosas e rosadas; sobre barrancos","20837","auto",NA,NA,NA,NA
"64","2021-03-16 17:53:48-03","UCS","HUCS","2106","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Falkenberg, D.","1986",NA,NA,"Falkenberg, D.B.","1985","12",NA,"Brasil","Santa Catarina","Florianópolis","Costa da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,"15","15",NA,NA,"311","Angiospermae","Myrtales",NA,NA,"erva , pétalas roseas; beira da mata","27000","auto",NA,NA,NA,NA
"65","2021-03-16 17:53:48-03","UCS","HUCS","41602","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Gonzatti, F.","2014","07","22","Valduga, E.","2012","10","13","Brasil","Rio Grande do Sul","Balneário Pinhal","Horto Florestal Municipal","-50.2327995300293","-30.2474994659424",NA,NA,"10","10",NA,NA,"466","Angiospermae","Myrtales",NA,NA,"prostrada em área aberta.","17849","auto",NA,NA,NA,NA
"66","2021-03-16 17:53:48-03","UCS","HUCS","32440","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, F.S.","2008","07",NA,"Wasum, R.A.","2008","01","08","Brasil","Rio Grande do Sul","Mostardas","Lagoa Barros, Solidão","-50.9211006164551","-31.1068992614746",NA,NA,"8","8",NA,NA,"4351","Angiospermae","Myrtales",NA,NA,"em orla da mata","86098","auto",NA,NA,NA,NA
"67","2021-03-16 17:53:48-03","UCS","HUCS","32602","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, F.S.","2008","07",NA,"Wasum, R.A.","2008","01","08","Brasil","Rio Grande do Sul","Mostardas","Lagoa dos Barros, Solidão","-50.9211006164551","-31.1068992614746",NA,NA,"8","8",NA,NA,"4366","Angiospermae","Myrtales",NA,NA,"no solo, margem da lagoa","86098","auto",NA,NA,NA,NA
"68","2021-03-16 17:53:48-03","UCS","HUCS","6459","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Wurdack. J. J.","1990","04",NA,"Wasum, R.A.","1989","12","03","Brasil","Rio Grande do Sul","Torres","Praia da Guarita","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"s.n.","Angiospermae","Myrtales",NA,NA,"junto às dunas","20837","auto",NA,NA,NA,NA
"69","2021-03-16 17:53:48-03","UCS","HUCS","6454","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Wurdack. J. J.","1990","04",NA,"Wasum, R.A.","1989","12","02","Brasil","Rio Grande do Sul","Torres","Praia da Guarita","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"s.n.","Angiospermae","Myrtales",NA,NA,"junto às dunas","20837","auto",NA,NA,NA,NA
"70","2021-03-16 17:53:48-03","UCS","HUCS","2101","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Souza, M.L.; Falkenberg, D.","1985",NA,NA,"Falkenberg, D.B.","1985","11","30","Brasil","Santa Catarina","Florianópolis","Praia Mole","-48.5491981506348","-27.596700668335",NA,NA,"20","20",NA,NA,"3233","Angiospermae","Myrtales",NA,NA,"subarbusto 0,5m. flor tetrâmera e pentâmera; beira de capoeira , restinga","27000","auto",NA,NA,NA,NA
"71","2021-03-16 17:53:48-03","UCS","HUCS","38099","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","D'El Rei Souza, M.L.","2012","08",NA,"Gonzatti, F.","2012","01","12","Brasil","Rio Grande do Sul","Cidreira","Rodovia para Tramandaí","-50.2056007385254","-30.1811008453369",NA,NA,"10","10",NA,NA,"393","Angiospermae","Myrtales",NA,NA,"restinga úmida","19547","auto",NA,NA,NA,NA
"72","2021-03-16 17:53:48-03","UCS","HUCS","33717","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, F.S.","2009","01","01","Meneghel, R.","2008","11","08","Brasil","Rio Grande do Sul","Mostardas","São Simão","-50.9211006164551","-31.1068992614746",NA,NA,"10","10",NA,NA,"115","Angiospermae","Myrtales",NA,NA,"em orla da mata, no campo","86098","auto",NA,NA,NA,NA
"73","2019-04-23 11:53:55-03","UNEMAT","HERBAM","18690","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.",NA,NA,NA,NA,"Gonzatti, F.","2012","01","12","Brasil","Rio Grande do Sul","Cidreira",NA,"-50.2056007385254","-30.1811008453369",NA,NA,NA,NA,"HERBAM018690",NA,"393",NA,NA,NA,NA,NA,"19547","auto",NA,NA,NA,NA
"74","2020-04-27 16:10:37-03","UFES","VIES","28913","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Meyer, F.S.","2008","07",NA,"Wasum, R.A.","2008","01","08","Brasil","Rio Grande do Sul","Mostardas","Lagoa Barros, Solidão.","-50.9211006164551","-31.1068992614746",NA,NA,"8","8","VIES028913","VIES028913","4351",NA,NA,NA,NA,NA,"86098","auto",NA,NA,NA,NA
"75","2020-04-27 16:10:37-03","UFES","VIES","13642","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","D#?#El Rei Souza, M.L.D.","2012","08",NA,"Gonzatti, F.","2012","01","12","Brasil","Rio Grande do Sul","Cidreira","Rodovia para Tramandaí.","-50.2056007385254","-30.1811008453369",NA,NA,"10","10","VIES013642","VIES013642","393",NA,NA,NA,NA,NA,"19547","auto",NA,NA,NA,NA
"76","2020-04-27 16:10:37-03","UFES","VIES","28917","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Meyer, F.S.","2008","07",NA,"Wasum, R.A.","2008","01","08","Brasil","Rio Grande do Sul","Mostardas","Lagoa dos Barros, Solidão.","-50.9211006164551","-31.1068992614746",NA,NA,"8","8","VIES028917","VIES028917","4366",NA,NA,NA,NA,NA,"86098","auto",NA,NA,NA,NA
"77","2021-01-07 11:06:28-03","UFSM","SMDB","19474","S","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","Cogn.","Meyer, F","2015","11","12","Valduga, E","2015","01","19","Brasil","Rio Grande do Sul","Osório","Entorno da Lagoa dos Barros","-50.412778","-29.953056","-50.412778","-29.953056","1","1","SMDB019474",NA,"586",NA,NA,NA,NA,"HUCS 43131. Erva em pleno sol; banhado",NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:35:17-03","MBM","MBM","422273","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Meyer, F.S.","2015","11","12","Valduga, E.","2015","01","19","Brazil","Rio Grande do Sul","Osório","Lagoa dos Barros, entorno","-50.412778","-29.953056","-50.412778","-29.953056","14","14","MBM422273",NA,"586",NA,NA,"Southern America",NA,"Banhado.",NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:35:17-03","MBM","MBM","340910","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Goldenberg, R.; Meyer, F.S.","2008","03",NA,"Marchett, F.","2007","11","04","Brazil","Rio Grande do Sul","Praia Real",NA,NA,NA,NA,NA,NA,NA,"MBM340910","MBM340910","666",NA,NA,"Southern America",NA,"Campo.",NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:35:17-03","MBM","MBM","422266","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Meyer, F.S.","2015","11","12","Gonzatti, F.","2014","11","28","Brazil","Rio Grande do Sul","Osório","Lagoa das Traíras, próximo à lagoa","-50.186944","-29.868889","-50.186944","-29.868889","6","6","MBM422266",NA,"1379",NA,NA,"Southern America",NA,"Campo úmido.",NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:35:17-03","MBM","MBM","142223","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Wurdack, J.J.",NA,NA,NA,"Grazziotin, G.",NA,NA,NA,"Brazil","Rio Grande do Sul","Capão da Canoa","Capão da Canoa","-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"MBM142223","MBM142223","7474",NA,NA,"Southern America",NA,NA,"15808","auto",NA,NA,NA,NA
"82","2020-12-21 16:35:17-03","MBM","MBM","142224","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Wurdack, J.J.",NA,NA,NA,"Wasum, R.",NA,NA,NA,"Brazil","Rio Grande do Sul","Torres","Colônia São Pedro","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"MBM142224","MBM142224","7400",NA,NA,"Southern America",NA,NA,"20837","auto",NA,NA,NA,NA
"83","2020-12-21 16:35:17-03","MBM","MBM","139605","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.",NA,NA,NA,"Brazil","Santa Catarina","Blumenau","Fazenda Faxinal","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"MBM139605","MBM139605","3895",NA,NA,"Southern America",NA,NA,"34291","auto",NA,NA,NA,NA
"84","2020-12-21 16:35:17-03","MBM","MBM","102136","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Wurdack, J.J.",NA,NA,NA,"Klein, R.; et al.; et al.",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Canasvieiras","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM102136","MBM102136","6474",NA,NA,"Southern America",NA,NA,"27000","auto",NA,NA,NA,NA
"85","2020-12-21 16:35:17-03","MBM","MBM","155504","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.; et al.; et al.",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Estrada para Praia Mole","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM155504","MBM155504","705",NA,NA,"Southern America",NA,NA,"27000","auto",NA,NA,NA,NA
"86","2020-12-21 16:35:17-03","MBM","MBM","139806","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Wurdack, J.J.",NA,NA,NA,"Klein, R.; et al.; et al.",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Rio Tavares, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM139806","MBM139806","8472",NA,NA,"Southern America",NA,NA,"27000","auto",NA,NA,NA,NA
"87","2020-12-21 16:35:17-03","MBM","MBM","102132","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Wurdack, J.J.",NA,NA,NA,"Klein, R.M.; Bresolin, A.; Bresolin, A.",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Rio Vermelho","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM102132","MBM102132","6285",NA,NA,"Southern America",NA,NA,"27000","auto",NA,NA,NA,NA
"88","2020-12-21 16:35:17-03","MBM","MBM","139814","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Wurdack, J.J.",NA,NA,NA,"Klein, R.; et al.; et al.",NA,NA,NA,"Brazil","Santa Catarina","Governador Celso Ramos","Jordão","-48.5592002868652","-27.3146991729736",NA,NA,NA,NA,"MBM139814","MBM139814","9787",NA,NA,"Southern America",NA,NA,"13751","auto",NA,NA,NA,NA
"89","2020-12-21 16:35:17-03","MBM","MBM","109874","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Souza, M.L.",NA,NA,NA,"Falkenberg, D.B.",NA,NA,NA,"Brazil","Santa Catarina","Penha","Armação","-48.6458015441895","-26.7693996429443",NA,NA,NA,NA,"MBM109874","MBM109874","3221",NA,NA,"Southern America",NA,NA,"9872","auto",NA,NA,NA,NA
"90","2020-12-21 16:35:17-03","MBM","MBM","262305","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Wurdack, J.J.",NA,NA,NA,"Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","1982","01","21","Brazil","Santa Catarina","Sombrio","Rod. BR-101, 24km S de Sombrio","-49.61669921875","-29.113899230957",NA,NA,NA,NA,"MBM262305","MBM262305","37716",NA,NA,"Southern America",NA,NA,"16515","auto",NA,NA,NA,NA
"91","2020-12-21 16:35:17-03","MBM","MBM","407688","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Rei Souza, MLD'EL","2012","08",NA,"Gonzatti, F.","2012","01","12","Brazil","Rio Grande do Sul","Cidreira","Rodovia para Tramandai.","-50.2056007385254","-30.1811008453369",NA,NA,"10","10","MBM407688","MBM407688","393",NA,NA,"Southern America",NA,"Em restinga úmida.","19547","auto",NA,NA,NA,NA
"92","2020-12-21 16:35:17-03","MBM","MBM","339445","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Meyer, F.S.","2008",NA,NA,"Marchett, F.","2007","11","11","Brazil","Rio Grande do Sul","Mostardas","Lagoa Barro Solidão","-50.9211006164551","-31.1068992614746",NA,NA,NA,NA,"MBM339445","MBM339445","667",NA,NA,"Southern America",NA,"Nas dunas","86098","auto",NA,NA,NA,NA
"93","2020-12-21 16:35:17-03","MBM","MBM","326452","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Smith, S.F.","2004","12",NA,"Marchett, F.","2004","10","11","Brazil","Rio Grande do Sul","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"MBM326452","MBM326452","76",NA,NA,"Southern America",NA,"Nas dunas","20837","auto",NA,NA,NA,NA
"94","2020-12-21 16:35:17-03","MBM","MBM","109867","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.",NA,NA,NA,"Brazil","Rio Grande do Sul","Torres","Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"MBM109867","MBM109867","3052",NA,NA,"Southern America",NA,NA,"20837","auto",NA,NA,NA,NA
"95","2020-12-21 16:35:17-03","MBM","MBM","139817","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Wurdack, J.J.",NA,NA,NA,"Klein, R.",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Ingleses","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM139817","MBM139817","8457",NA,NA,"Southern America",NA,NA,"27000","auto",NA,NA,NA,NA
"96","2020-12-21 16:35:17-03","MBM","MBM","109877","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Souza, M.L.",NA,NA,NA,"Falkenberg, D.B.",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Praia Mole, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM109877","MBM109877","3233",NA,NA,"Southern America",NA,NA,"27000","auto",NA,NA,NA,NA
"97","2020-12-21 16:35:17-03","MBM","MBM","102125","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","versicolor","Tibouchina versicolor","(Lindl.) Cogn.","Souza, M.L.",NA,NA,NA,"Souza, M.L.; Falkenberg, D.B.; Falkenberg, D.B.",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","UFCS, Campus, Trindade","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM102125","MBM102125","167",NA,NA,"Southern America",NA,NA,"27000","auto",NA,NA,NA,NA
