"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","class","typeStatus","eventTime","fieldNumber","relatedCatalogItem"
"86","2019-08-20 10:15:43-03","UNICAMP","UEC","103991","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Chautems, A","2000","02",NA,"Feres, FR; Belinello, R; Aona, LYS; Mansanares, ME; Mendonça, TG; Faria, AD","1998","12","15","Brazil","Minas Gerais","Cardeal Mota","Em afloramento rochoso entre as Vellozia",NA,NA,NA,NA,NA,NA,NA,NA,"flor, Cálice vermelho com bordos amarelos.",NA,"98-26",NA,NA,"UEC135117","UEC135117",NA,NA,NA,NA,NA
"87","2019-08-20 10:15:43-03","UNICAMP","UEC","204875","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Chautems, A","1983",NA,NA,"Cruz, ND; Shepherd, GJ","1977","11","17","Brazil","Minas Gerais",NA,"Serra do Caraça, Cerca de 70 km suleste de Belo Horizonte.",NA,NA,NA,NA,NA,NA,NA,NA,"flor, Subarbusto até 1,5 m. Flores alaranjadas. Beira de mata e campo rupestre.",NA,"6235",NA,NA,"UEC135116","UEC135116",NA,NA,NA,NA,NA
"88","2019-08-20 10:15:43-03","UNICAMP","UEC","5434","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Chautems, A","1983",NA,NA,"Cruz, ND; Shepherd, GJ","1978","11","18","Brazil","Minas Gerais",NA,"Serra do Caraça, Cerca de 70 km a sudeste de Belo Horizonte, em direção à Carapuça.",NA,NA,NA,NA,NA,"1500","1700",NA,"flor, Subarbusto até 1,5 m; flores variando de laranja calro a forte.",NA,"6413",NA,NA,"UEC135111","UEC135111",NA,NA,NA,NA,NA
"89","2021-03-01 16:31:42-03","UNICAMP","UEC","62234","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Araújo, AO","2003","05",NA,"Leitão Filho, HF; Tozzi, AMGA; Tamashiro, JY; Santos, FAM","1992","12","08","Brazil","Minas Gerais","Diamantina","Estrada para Biribiri","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,NA,"Erva. Flor vermelha de ápice amarelo, suculenta.; Campos rupestres/mata ciliar. Ocorrendo sobre rochas.","auto","27375",NA,NA,"UEC135108","UEC135108",NA,NA,NA,NA,NA
"90","2019-08-20 10:15:43-03","UNICAMP","UEC","5424","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Araújo, AO","2003","08","25","Joly, AB; Semir, J; Ugadim, Y","1970","06","08","Brazil","Minas Gerais","Jaboticatubas","Entre Km 137-138 ao longo da Rodovia Lag","-43.7449989318848","-19.513599395752",NA,NA,"31264","1240","1240",NA,"flor, Flores cor de abóbora, erva suculenta, até 50 cm de altura.","auto","353",NA,NA,"UEC135114","UEC135114",NA,NA,NA,NA,NA
"91","2019-08-20 10:15:43-03","UNICAMP","UEC","5422","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Chautems, A","1983",NA,NA,"Joly, AB; Martins, FR; Joly, AM; Sendulsky, T; Pereira, SMB","1972","04","17","Brazil","Minas Gerais","Jaboticatubas","Km 139 ao longo da Rodovia Lagoa Santa-C","-43.7449989318848","-19.513599395752",NA,NA,"31264","1290","1290",NA,"flor, Subarbusto de 30 a 40 cm, flor alaranjada.","auto","1943",NA,NA,"UEC135120","UEC135120",NA,NA,NA,NA,NA
"92","2019-08-20 10:15:43-03","UNICAMP","UEC","5423","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Chautems, A","1983",NA,NA,"Joly, AB; Giulietti, AM; Semir, J; Gemtchujnicov, I; Joly, AM; Martins, F","1972","03","06","Brazil","Minas Gerais","Jaboticatubas","Km 140 ao longo da Rodovia Lagoa Santa-C","-43.7449989318848","-19.513599395752",NA,NA,"31264",NA,NA,NA,"flor, Arbusto de 70 cm. Suculenta. Cresce em pedras.","auto","1337",NA,NA,"UEC135110","UEC135110",NA,NA,NA,NA,NA
"93","2019-08-20 10:15:43-03","UNICAMP","UEC","5429","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Chautems, A","1983",NA,NA,"Semir, J; Sazima, M","1971","12","14","Brazil","Minas Gerais","Jaboticatubas","Km 142 ao longo da Rodovia Lagoa Santa-C","-43.7449989318848","-19.513599395752",NA,NA,"31264",NA,NA,NA,"flor, Flores vermelho alaranjado com pontas das pétalas amarela. Planta até 45 cm.","auto","536",NA,NA,"UEC135119","UEC135119",NA,NA,NA,NA,NA
"94","2019-08-20 10:15:43-03","UNICAMP","UEC","5427","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Chautems, A","1983",NA,NA,"Silveira, MSF","1978","11","02","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, km 136","-43.7449989318848","-19.513599395752",NA,NA,"31264",NA,NA,NA,"ori, Herbácea entre pedras, flores laranja.","auto","157",NA,NA,"UEC135118","UEC135118",NA,NA,NA,NA,NA
"95","2019-08-20 10:15:43-03","UNICAMP","UEC","5435","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Chautems, A","1983",NA,NA,"Leitão Filho, HF; Shepherd, GJ; Stubblebine, WH","1978","12","13","Brazil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.4152984619141","-19.959400177002",NA,NA,"33136",NA,NA,NA,"flor, Herbáceo até 40 cm; crescendo sobre rochas. Flores vermelho-púrpuras. Nativo em matas e campos da Serra do Caraça.","auto","9640",NA,NA,"UEC135115","UEC135115",NA,NA,NA,NA,NA
"96","2019-08-20 10:15:43-03","UNICAMP","UEC","110606","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Chautems, A","2004","02",NA,"Bittencourt Jr, NS","2000","01","30","Brazil","Minas Gerais","São João del Rei","Serra do Lenheiro","-44.2616996765137","-21.1355991363525",NA,NA,"39093",NA,NA,NA,"flor, Erva-arbusto. Corola vermelha e amarela. Campo rupestre. Cerrado.","auto","00-52",NA,NA,"UEC135109","UEC135109",NA,NA,NA,NA,NA
"97","2019-08-20 10:15:43-03","UNICAMP","UEC","47391","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Chautems, A","1990",NA,NA,"Kinoshita, LS; Lombardi, JA; Shepherd, GJ; Nogueira-Borges, HB; Zickel, CS; Suda, CNK","1987","07","01","Brazil","Minas Gerais","São Tomé das Letras",NA,"-44.9852981567383","-21.7222003936768",NA,NA,"16076","1300","1300",NA,"flor, Subarbusto de 0,5 m com flores de cor laranja. Rochas metamórficas, campo rupestre.","auto","19119",NA,NA,"UEC135113","UEC135113",NA,NA,NA,NA,NA
"98","2019-11-06 09:55:47-03","UFOP","OUPR","25430","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Freitas, G.P.P.; Silva, J.L.","2009","10","09","Brasil","Minas Gerais","Ouro Preto","Serra da Brígida, Campo sobre canga","-43.503475","-20.357758","-43.503475","-20.357758",NA,"1466","1466",NA,"Subarbusto com 1,5m de altura, flor alaranjada com ápice mais claro e pilosa. Sépalas esverdeadas",NA,"64",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-06 09:55:47-03","UFOP","OUPR","25431","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Freitas, G.P.P.; Scalon, V.R. & Angelis, C.F.","2009","11","20","Brasil","Minas Gerais","Ouro Preto","Serra da Brígida, Campo sobre canga","-43.503475","-20.357758","-43.503475","-20.357758",NA,"1466","1466",NA,"Herbácea com 25cm de altura, corola alaranjado escuro com lacíneas amarelas. Suculenta",NA,"91",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-06 09:55:47-03","UFOP","OUPR","25767","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Cardoso, R.C.","2012","07","06","Cardoso, R.C.; Da Silva, T.C.","2011","10","27","Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto, Campo rupestre quartzítico","-43.520556","-20.363889","-43.520556","-20.363889",NA,NA,NA,NA,"Erva, flores alaranjadas",NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-06 10:17:17-03","UFOP","OUPR","30429","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Badia, C.C.V.","2017",NA,NA,"Badia, C.C.V.","2017","11","15","Brasil","Minas Gerais","Ouro Preto","Serra das Camarinhas, Morro S. Sebastião. Trilha inicia na antiga pedreira e termina na nascente do Rio das Velhas.","-43.505533","-20.384028","-43.505533","-20.384028",NA,NA,NA,NA,"Coletada na lateral do Bloco Nave-mãe.; Herbácea. Folhas carnosas, pubescentes. Corola gamopétala urseolada, formando uma giba. Pétalas laranja intenso, ápice amarelo claro. Pétalas e sépalas com pubescência.; Afloramento rochoso, rico em substrato e",NA,"51",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-06 09:55:47-03","UFOP","OUPR","32256","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Cirilo, A.C.; Sousa, H.C. de","2019","02","21","Brasil","Minas Gerais","Ouro Preto","Serra da Brígida","-43.503056","-20.359861","-43.503056","-20.359861",NA,NA,NA,NA,"Flores vermelho-alaranjadas, ca. 2,5m alt.",NA,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-06 09:55:47-03","UFOP","OUPR","32563","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Pedrosa, L.G.","2018","12","02","Pedrosa, L.G.","2018","12","02","Brasil","Minas Gerais","Ouro Preto/ Mariana","Parque Estadual do Itacolomi",NA,NA,NA,NA,NA,NA,NA,NA,"Erva, ca. 25cm. Folhas levemente pilosas. Flores vermelhas. Afloramento rochoso.",NA,"1176",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-11-06 09:55:47-03","UFOP","OUPR","15421","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Araújo, A.O.","2002","02","20","Badini, J.","1973","12","28","Brasil","Minas Gerais","Caeté","Alto da Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,"22051",NA,NA,NA,"Erva, flores vermelhas. Em fendas de rochas","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-11-06 09:55:47-03","UFOP","OUPR","15422","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Araújo, A.O.","2002","02","20","Badini, J.",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,"22051",NA,NA,NA,"Subarbusto, flores amarelas e vermelhas. Sobre rochas ferruginosas","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-11-06 09:55:47-03","UFOP","OUPR","15426","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Araújo, A.O.","2002","02","20","Badini, J.","1973","12","28","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,"22051",NA,NA,NA,NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-11-06 09:55:47-03","UFOP","OUPR","13326","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Araújo, A.O.","2003","01","24","Badini, J.","1974","11","10","Brasil","Minas Gerais","Itabirito","Pico de Itabirito","-43.801399230957","-20.2532997131348",NA,NA,"20553",NA,NA,NA,"Erva, flores vermelhas. Sobre hematita","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-11-06 09:55:47-03","UFOP","OUPR","15424","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Araújo, A.O.","2002","02","20","Lisboa, M.A.","1974","11","10","Brasil","Minas Gerais","Itabirito","Pico de Itabirito","-43.801399230957","-20.2532997131348",NA,NA,"20553",NA,NA,NA,"Nas fendas da Pedra do Pico","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-11-06 09:55:47-03","UFOP","OUPR","13275","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Araújo, A.O.","2003","01","24","Badini, J.","1974","11","10","Brasil","Minas Gerais","Itabirito","Serra de Itabirito","-43.801399230957","-20.2532997131348",NA,NA,"20553",NA,NA,NA,"Arbusto, flores vermelhas. Sobre hematita","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-11-06 09:55:47-03","UFOP","OUPR","13322","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Araújo, A.O.","2003","01","24","Damazio, L.B.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"Ex Herb. Escola de Minas n. 717","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-11-06 09:55:47-03","UFOP","OUPR","19449","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Messias, M.C.T.B.",NA,NA,NA,"Ataíde, E.S.","2007","04","13","Brasil","Minas Gerais","Ouro Preto","Antônio Pereira, Samarco - Alegria 7","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"Subarbusto. Flor vermelho e alaranjado. Campo ferruginoso.","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-06 09:55:47-03","UFOP","OUPR","6350","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Araújo, A.O.","2003","01","24","Roschel, M.B.; Craig, J.","1996","07","02","Brasil","Minas Gerais","Ouro Preto","Antônio Pereira, SAMARCO, Alegria Sul","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"Subarbusto, flores alaranjadas. Mata","auto","199",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-11-06 09:55:47-03","UFOP","OUPR","17412","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Rochelle, A.L.C.","2002","11","23","Brasil","Minas Gerais","Ouro Preto","APA Cachoeira das Andorinhas, Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"Árvore. Campo rupestre","auto","49",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-11-06 09:55:47-03","UFOP","OUPR","15420","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Badini, J.","1935",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"Erva lenhosa, flor vermelha. Terreno pedregoso","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-11-06 09:55:47-03","UFOP","OUPR","9100","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Nogueira, R.E.","2000","03","16","Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"Erva, flores laranjas. Campo rupestre","auto","172",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-11-06 09:55:47-03","UFOP","OUPR","15425","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Flores, O.","1974","01","03","Brasil","Minas Gerais","Ouro Preto","Campo do Raimundo","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-06 09:55:47-03","UFOP","OUPR","15423","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Araújo, A.O.","2002","02","20","Badini, J.","1977","11","05","Brasil","Minas Gerais","Ouro Preto","Fazenda das Candeias","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"Subarbusto, flores vermelhas. Entre rochedos","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-03-12 10:29:12-03","UFOP","OUPR","34896","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Pedrosa, L.G.","2019","12","15","Pedrosa, L.G.","2019","12","15","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"Subarbusto. Flores alaranjadas. Campo rupestre.","auto","2352",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-06 09:55:47-03","UFOP","OUPR","25944","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Antônio-Silva, L.","2013","03","22","Antônio-Silva, L.; Cardoso, R.C. & Silva, T.C.","2012","03","23","Brasil","Minas Gerais","Ouro Preto","Parque Municipal Cachoeira das Andorinhas, Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"44599","1440","1440",NA,"Erva, ca. 50cm de altura, folhas verdes carnosas, flores alaranjadas com ápice amarelo e cálice verde. Sobre afloramento de rocha quartzítica","auto","378",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-11-06 09:55:47-03","UFOP","OUPR","13324","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Araújo, A.O.","2003","01","24","Rapalo, J.A.","1977","10","18","Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"Arbusto, flores vermelho-alaranjadas","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-11-06 09:55:47-03","UFOP","OUPR","20800","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Araújo, A.O.","2009",NA,NA,"Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","2007","12","05","Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira, SAMARCO, Alegria 7","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"Erva, flores vermelhas, ápice da corola amarelo. Campo rupestre","auto","1621",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-11-06 09:55:47-03","UFOP","OUPR","13323","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Araújo, A.O.","2003","01","24","Badini, J.","1943",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"Subarbusto, flores vermelhas. Paredões e cangas","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-11-06 09:55:47-03","UFOP","OUPR","13325","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Araújo, A.O.","2003","01","24","Marçal, C.","1936",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra do Vellozo","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"Erva, flor vermelha. Terreno pedregoso e úmido","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2014-10-14 15:56:40-03","BS","M","M-0185833","S","Plantae","Magnoliophyta","Lamiales","Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,"Prov. Minarum.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M0185833",NA,"Magnoliopsida","TYPE",NA,NA,NA
"125","2014-10-14 15:56:40-03","BS","M","M-0185834","S","Plantae","Magnoliophyta","Lamiales","Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Martius, C.F.P. von","1817","12","31","Brasil",NA,NA,"Crescit in Brasiliae prov. Minarum ad Villa rica rel.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M0185834",NA,"Magnoliopsida","NOTATYPE","21:00",NA,NA
"126","2014-10-14 15:56:40-03","BS","M","M-0185835","S","Plantae","Magnoliophyta","Lamiales","Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore",NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,"Crescit in M. Lenheiro et in Mtb. Sincosensibus.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M0185835",NA,"Magnoliopsida","NOTATYPE",NA,NA,NA
"127","2020-12-21 16:29:05-03","MBM","MBM","275225","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E. Moore","Chautems, A.",NA,NA,NA,"Krieger, L.","1973","11","02","Brazil","Minas Gerais","Conceição do Ibitipoca","Parque Florestal Estadual Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13168","Southern America",NA,"MBM275225","MBM275225",NA,NA,NA,NA,NA
"128","2020-12-21 16:29:05-03","MBM","MBM","277093","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E. Moore","Pereira, U.J.",NA,NA,NA,"Salimena, F.R.G.","2000","12",NA,"Brazil","Minas Gerais","Conceição do Ibitipoca","Parque Estadual do Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"MBM277093","MBM277093",NA,NA,NA,NA,NA
"129","2020-12-21 16:29:05-03","MBM","MBM","347567","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E. Moore","Eiterer, M.","1991","04","05","Krieger, L.","1984","05","18","Brazil","Minas Gerais","Piedade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24458","Southern America",NA,"MBM347567","MBM347567",NA,NA,NA,NA,NA
"130","2020-12-21 16:29:05-03","MBM","MBM","421289","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E. Moore","Campos-Rocha, A.","2019","03","20","Campos-Rocha, A.; Silva, M.; Comin, M.; Silva, M.; Comin, M.","2018","12","07","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.467778","-20.234444","-43.467778","-20.234444",NA,"1080","1080",NA,"Herbácea 0.2-0.3 m altura, flores alaranjadas, frutos imaturos esverdeados.; Campo rupestre",NA,"2065","Southern America",NA,"MBM421289",NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:29:05-03","MBM","MBM","57258","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E. Moore","Chautems, A.",NA,NA,NA,"Cruz, N.D. da; et al.; et al.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Serra do Caraça, ca. 70km suleste de Belo Horizonte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6235","Southern America",NA,"MBM057258","MBM057258",NA,NA,NA,NA,NA
"132","2020-12-21 16:29:05-03","MBM","MBM","20491","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E. Moore","Chautems, A.",NA,NA,NA,"Hatschbach, G.; Smith, L.B.; Ayensu, E.; Smith, L.B.; Ayensu, E.",NA,NA,NA,"Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, 25km ao norte","-43.7449989318848","-19.513599395752",NA,NA,"31264",NA,NA,NA,NA,"auto","28810","Southern America",NA,"MBM020491","MBM020491",NA,NA,NA,NA,NA
"133","2020-12-21 16:29:05-03","MBM","MBM","395821","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E. Moore","Barboza, E.","2015","02","12","Engels, M.E.; Luz, P.M.; Andrade, A.L.; Luz, P.M.; Andrade, A.L.","2013","11","13","Brazil","Minas Gerais","Ouro Preto","Parque Municipal das Andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"Erva saxicola. Caule castanho. Folhas verdes bem discolores. Flores com cálice verde acastanhado. Corola alaranjada com abertura do tubo amarelada.; Cerrado, nos afloramentos rochosos.","auto","1964","Southern America",NA,"MBM395821","MBM395821",NA,NA,NA,NA,NA
