"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"578","2019-11-08 08:48:52-03","FURB","FURB","10405","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Sobral, M","Verdi, M.; Hasckel, R.P. & Klemz, G.","2009","01","28","Brasil","Santa Catarina","Celso Ramos","Linha Silva.","-51.3025","-27.675","-51.3025000","-27.6750000","687","687","FURB14363","FURB14363","1482","2009","03","17","Fito IFFSC 1123/N/54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","2020-10-14 09:58:08-03","FURB","FURB","10529","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Sobral, M","Verdi, M.; Hasckel, R.P. & Klemz, G.","2009","01","26","Brasil","Santa Catarina","Anita Garibaldi","São Paulo.","-51.0338889","-27.8519444","-51.0338889","-27.8519444","833","833","FURB14362","FURB14362","1430","2009","03",NA,"Fito IFFSC 886/S/51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","2020-10-14 09:58:08-03","FURB","FURB","10679","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Sobral, M","Gasper, A.L. de; Stival-Santos, A. & Silveira, S.","2008","11","18","Brasil","Santa Catarina","Luzerna","Linha Nogueira.","-51.4811111","-27.1347222","-51.4811111","-27.1347222","704","704","FURB14361","FURB14361","1893","2009","03",NA,"Florística IFFSC 2099(Arbórea) Habitat: Floresta Estacional Decidual; Estágio médio de regeneração; borda da mata Habito: arbórea; flor verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","2020-10-14 09:58:08-03","FURB","FURB","10853","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Sobral, M","Stival-Santos, A.; Uller, H.F. & Silveira, S.","2008","12","12","Brasil","Santa Catarina","Anita Garibaldi","Pinheirinho.","-51.0286111","-27.7175","-51.0286111","-27.7175000","828","828","FURB14360","FURB14360","256","2009","03",NA,"Florística IFFSC 261(Arbórea) Habitat: Floresta Ombrófila Mista; Estágio Inicial a Médio; borda da mata Habito: flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","2020-10-14 09:58:08-03","FURB","FURB","10901","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Sobral, M","Verdi, M.; Grosch, B. & Klemz, G.","2008","12","15","Brasil","Santa Catarina","Campo Belo do Sul","Canoas / Fazenda Gateados.","-50.8497222","-28.0347222","-50.8497222","-28.0347222","845","845","FURB14359","FURB14359","2635","2009","03",NA,"Fito IFFSC 677/S/36 Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Habito: arbórea; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","2020-10-14 09:58:08-03","FURB","FURB","10989","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Sobral, M","Dreveck, S.; Gasper, A.L. de & Carneiro, F.E.","2009","01","24","Brasil","Santa Catarina","Ipumirim","Linha Silvano.","-52.2","-27","-52.2000000","-27.0000000","874","874","FURB14358","FURB14358 FURB14358_1","523","2009","03",NA,"Florística IFFSC 602 Habitat: Floresta Ombrófila Mista; Habito: Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","2020-10-14 09:58:08-03","FURB","FURB","11085","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Sobral, M","Stival-Santos, A.; Gasper, A.L. de & Silveira, S.","2008","11","26","Brasil","Santa Catarina","Concórdia","Linha Marchezan.","-52.065","-27.2241667","-52.0650000","-27.2241667","741","741","FURB14357","FURB14357","209","2009","03",NA,"Florística IFFSC 1869 Habitat: Floresta Estacional Decidual; Estágio Médio a avançado Habito: flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","2020-10-14 09:58:08-03","FURB","FURB","11138","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Sobral, M","Verdi, M.; Hasckel, R.P. & Klemz, G.","2009","01","23","Brasil","Santa Catarina","Anita Garibaldi","Lajeado dos Crespos.","-51.1641667","-27.7641667","-51.1641667","-27.7641667","575","575","FURB14356","FURB14356","1393","2009","03",NA,"Florística IFFSC 1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","2020-10-14 09:58:08-03","FURB","FURB","11159","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Sobral, M","Stival-Santos, A.; Gasper, A.L. de & Silveira, S.","2008","11","22","Brasil","Santa Catarina","Luzerna","Barra do Estreito.","-51.435","-27.09","-51.4350000","-27.0900000",NA,NA,"FURB14355","FURB14355","191","2009","03",NA,"Florística IFFSC 2215(Arbórea) Habitat: Floresta Estacional Decidual; borda da mata Habito: arbórea; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","2020-10-14 09:58:08-03","FURB","FURB","11226","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Sobral, M","Dreveck, S.; Carneiro, F.E.","2009","02","20","Brasil","Santa Catarina","Xavantina","Linha Guararapes.","-52.3794445","-27.045","-52.3794445","-27.0450000","898","898","FURB14354","FURB14354","642","2009","03",NA,"Florística IFFSC 2310 Habitat: Floresta Estacional Decidual; interior da mata Habito: Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","2020-10-14 09:58:08-03","FURB","FURB","13148","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Oliveira, AA de","Stival-Santos, A.; Silveira, S.","2009","04","14","Brasil","Santa Catarina","Abelardo Luz","Comunidade da Grama - Assentamento José Maria.","-52.1088889","-26.5502778","-52.1088889","-26.5502778","1102","1102","FURB14353","FURB14353","593","2010","04","13","Florística IFFSC 884(Arbórea) Habitat: Floresta Ombrófila Mista; Estágio Avançado; interior do fragmento Habito: árvore;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","2020-10-14 09:58:08-03","FURB","FURB","13319","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Stival-Santos, A","Stival-Santos, A.; Silveira, S.","2009","03","25","Brasil","Santa Catarina","Água Doce","Hereiliópolis.","-51.4825","-26.8180556","-51.4825000","-26.8180556","1315","1315","FURB14352","FURB14352","571","2009","07","17","Florística IFFSC 723(Arbórea) Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: arbórea; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","2020-10-14 09:58:08-03","FURB","FURB","16231","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Stival-Santos, A","Stival-Santos, A.; Gasper, A.L. de","2009","10","25","Brasil","Santa Catarina","Indaial","Faxinal do Bepe, Parque Nacional da Serra do Itajaí.","-49.1797223","-27.1161111","-49.1797223","-27.1161111",NA,NA,"FURB14351","FURB14351","1302","2009","10","25","Coleta Extra IFFSC (Arbórea) Habitat: Floresta Ombrófila Densa; beira da estrada Habito: arbórea; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","2020-10-14 09:58:08-03","FURB","FURB","1799","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Gasper, AL de","Gasper, A.L. de","2006","01","12","Brasil","Paraná","Curitiba","Próximo ao Museu Botânico Municipal e Trilho do Trem.","-49.2388889","-25.4419444","-49.2388889","-25.4419444",NA,NA,"FURB14371","FURB14371","357","2006","01","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","2020-10-14 09:58:08-03","FURB","FURB","18237","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Oliveira, AA de","Korte, A.; Kniess, A.","2009","10","15","Brasil","Santa Catarina","Presidente Nereu","Braço Thieme.","-49.3208334","-27.2716667","-49.3208334","-27.2716667","458","458","FURB14401","FURB14401","450","2010","02","03","Florística IFFSC 465 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","2020-10-14 09:58:08-03","FURB","FURB","18579","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Sobral, M","Korte, A.; Kniess, A.","2009","12","03","Brasil","Santa Catarina","Ituporanga","Alto Rio Bonito.","-49.4105556","-27.54","-49.4105556","-27.5400000","676","676","FURB14400","FURB14400","1313","2010","01",NA,"Florística IFFSC 344 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arvoreta; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","2019-11-08 08:48:52-03","FURB","FURB","18982","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Sobral, M","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","2009","12","10","Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","-49.0477777","-26.1925000","576","576","FURB14399","FURB14399","911","2010","01","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","2020-10-14 09:58:08-03","FURB","FURB","19078","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Oliveira, AA de","Korte, A.; Kniess, A.","2009","11","05","Brasil","Santa Catarina","Leoberto Leal","Rio Feijão.","-49.2305556","-27.4502778","-49.2305556","-27.4502778","850","850","FURB14398","FURB14398","777","2010","01","25","Florística IFFSC 384 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arvoreta; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","2020-10-14 09:58:08-03","FURB","FURB","19529","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Stival-Santos, A","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","12","09","Brasil","Santa Catarina","Tijucas","Oliveira.","-48.7797223","-27.1802778","-48.7797223","-27.1802778","186","186","FURB14397","FURB14397","1390","2009","12","09","Florística IFFSC 523 (Arbórea)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","2020-10-14 09:58:08-03","FURB","FURB","19550","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Gasper, AL de","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","12","14","Brasil","Santa Catarina","São João Batista","Canudos.","-48.8675","-27.3597222","-48.8675000","-27.3597222","231","231","FURB14396","FURB14396","1442","2010","03","05","Florística IFFSC 428 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arvoreta;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","2020-10-14 09:58:08-03","FURB","FURB","19646","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Oliveira, AA de","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2010","02","19","Brasil","Santa Catarina","Lauro Muller","Rio Oratório/Cabo Aereo.","-49.4997222","-28.35","-49.4997222","-28.3500000","449","449","FURB14395","FURB14395","3676","2010","04","26","Florística IFFSC 95 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","2020-10-14 09:58:08-03","FURB","FURB","19753","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Oliveira, AA de","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","02","01","Brasil","Santa Catarina","Angelina","Rancho das Tábuas.","-49.0494444","-27.6302778","-49.0494444","-27.6302778","590","590","FURB14394","FURB14394","1600","2010","01","25","Florística IFFSC 314 (Arbórea) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; interior do fragmento Habito: arbórea; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","2020-10-14 09:58:08-03","FURB","FURB","19993","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Oliveira, AA de","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","02","05","Brasil","Santa Catarina","Antônio Carlos","Santa Maria.","-48.8702778","-27.5394444","-48.8702778","-27.5394444","220","220","FURB14393","FURB14393","1680","2010","04","12","Florística IFFSC 350 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; próximo a beira de ribeirão Habito: arvoreta; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","2020-10-14 09:58:08-03","FURB","FURB","20910","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Oliveira, AA de","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","01","27","Brasil","Santa Catarina","Angelina","Coqueiral.","-49.0497222","-27.54","-49.0497222","-27.5400000","835","835","FURB14392","FURB14392","1507","2010","04","12","Florística IFFSC 348 (Arbórea) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; beira da estrada Habito: arbórea; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","2020-10-14 09:58:08-03","FURB","FURB","21002","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Oliveira, AA de","Korte, A.; Kniess, A.","2010","02","05","Brasil","Santa Catarina","Santa Terezinha","Nova Esperança.","-49.9505556","-26.7302778","-49.9505556","-26.7302778","535","535","FURB14391","FURB14391","1764","2010","03","18","Florística IFFSC 797 (Arbórea) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","2019-11-08 08:48:52-03","FURB","FURB","2163","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Oliveira, AA de","Grippa, C.R.","2007","10","21","Brasil","Rio Grande do Sul","Esmeralda","Rio Tigre.","-51.1252778","-27.9369444","-51.1252778","-27.9369444",NA,NA,"FURB14370","FURB14370","82","2011","03","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","2020-10-14 09:58:08-03","FURB","FURB","21686","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Oliveira, AA de","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2010","02","22","Brasil","Santa Catarina","Orleans","Barra do Rio Novo.","-49.3191667","-28.3480555","-49.3191667","-28.3480555","206","206","FURB00470","FURB00470","3711","2010","03","23","Fito IFFSC 97 /S/36 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: árvore;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","2020-10-14 09:58:08-03","FURB","FURB","21815","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Stival-Santos, A","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","02","20","Brasil","Santa Catarina","Águas Mornas","Canto do Schutch.","-48.87","-27.63","-48.8700000","-27.6300000","413","413","FURB14390","FURB14390","1833","2010","03","23","Florística IFFSC 316 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento, beira de estrada Habito: arbórea; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","2020-10-14 09:58:08-03","FURB","FURB","24075","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Oliveira, AA de","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","07","Brasil","Santa Catarina","Armazém","São José dos Macacos/Mineração.","-48.9594444","-28.2625","-48.9594444","-28.2625000","412","412","FURB14389","FURB14389","4211","2010","04","29","Florística IFFSC 123 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Médio; entorno do fragmento Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","2020-10-14 09:58:08-03","FURB","FURB","31884","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Sobral, M","Korte, A.; Kniess, A.","2010","09","29","Brasil","Santa Catarina","Nova Trento","Rio Veado.","-49.1369444","-27.3605556","-49.1369444","-27.3605556","479","479","FURB14388","FURB14388","4481","2010","10","29","Florística IFFSC 425b (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbusto;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","2019-11-08 08:48:52-03","FURB","FURB","32619","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Oliveira, AA de","Schmitt, J.L.","2010","10","20","Brasil","Santa Catarina","Rio dos Cedros","Palmeiras.","-49.3330556","-26.6202778","-49.3330556","-26.6202778","350","350","FURB14387","FURB14387","3114","2011","02","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","2020-10-14 09:58:08-03","FURB","FURB","34065","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Oliveira, AA de","Korte, A.","2011","02","16","Brasil","Santa Catarina","Campo Alegre","Campinas dos Faxinais.","-49.1405555","-26.1002778","-49.1405555","-26.1002778","914","914","FURB14386","FURB14386","5913","2011","03","09","Florística IFFSC 1064 (Arvoreta) Habitat: Floresta Ombrófila Mista; Estágio Inicial Habito: arvoreta;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","2019-11-08 08:48:52-03","FURB","FURB","34472","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Uller, HF","Uller, H.F.","2011","03","01","Brasil","Santa Catarina","Rio do Sul",NA,"-49.6461111","-27.1783334","-49.6461111","-27.1783334","430","430","FURB14385","FURB14385","224","2011","05","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","2020-10-14 09:58:08-03","FURB","FURB","34510","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Oliveira, AA de","Korte, A.","2011","03","26","Brasil","Santa Catarina","Irati","3 km à noroeste do centro da cidade.","-52.92","-26.64","-52.9200000","-26.6400000","554","554","FURB14384","FURB14384","6399","2011","05","18","Florística IFFSC 821 (Arbusto) Habitat: Floresta Estacional Decidual; Habito: arbusto;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","2020-10-14 09:58:08-03","FURB","FURB","34673","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Korte, A","Korte, A.","2011","03","26","Brasil","Santa Catarina","São Lourenço Do Oeste","Lageado Antunes.","-52.92","-26.46","-52.9200000","-26.4600000","760","760","FURB14383","FURB14383","6390","2011","05","18","Florística IFFSC 922 (Arbórea) Habitat: Floresta Ombrófila Mista; Estágio Inicial Habito: arbórea; Fruto amarelo;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","2020-10-14 09:58:08-03","FURB","FURB","34714","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Oliveira, AA de","Korte, A.","2011","03","24","Brasil","Santa Catarina","Caibi","Iracema.","-53.28","-27","-53.2800000","-27.0000000","280","280","FURB14382","FURB14382","6337","2011","05","18","Florística IFFSC 590 (Arbórea) Habitat: Floresta Estacional Decidual; Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","2020-10-14 09:58:08-03","FURB","FURB","36048","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Gasper, AL de","Carneiro, F.E.","2011","07","15","Brasil","Santa Catarina","Santa Rosa de Lima","PCH do Rio Chapéu - SC-431.","-49.1383333","-28.0702778","-49.1383333","-28.0702778","200","200","FURB14381","FURB14381","22","2011","08","04","Área suprimida Habitat: Floresta Ombrófila Densa; Habito: arbórea; Fruto preto;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","2019-11-08 08:48:52-03","FURB","FURB","45377","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Oliveira, AA de","Oliveira, A.A. de","2015","01","11","Brasil","Santa Catarina","Jacinto Machado","Tenente.","-49.86","-29.07","-49.8600000","-29.0700000","80","80","FURB14379","FURB14379","896","2015","01","11","Fito IFFSC 10 /S/49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","2020-10-14 09:58:08-03","FURB","FURB","46484","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Seubert, RC","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","2014","08","29","Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.2119444","-27.1133333","-49.2119444","-27.1133333","646","646","FURB14378","FURB14378","26","2014","08","29","Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arvoreta;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","2020-10-14 09:58:08-03","FURB","FURB","52261","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Farias, D.M.","Uller, H.F.; Klitzke, A.R; Bollmann, G.O.","2016","11","22","Brasil","Santa Catarina","Passos Maia","Indumel.","-52.02","-26.64","-52.0200000","-26.6400000","1070","1070","FURB52261","FURB52261","891","2017","01","25","flores amarelas,árvore de pequeno porte, muito comum em área de pastagem Habitat: área de pastagem Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","2020-10-14 09:58:08-03","FURB","FURB","56580","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2018","01","24","Brasil","Santa Catarina","Ituporanga",NA,"-49.41","-27.54","-49.4100000","-27.5400000",NA,NA,"FURB56580","FURB56580","1782","2018","01","24","fruto imaturo Habitat: interior do fragmento Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","2020-10-14 09:58:08-03","FURB","FURB","57541","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Barboza, E.","Caxambu, M.G.","2014","10","03","Brasil","Paraná","Icaraíma","Porto Camargo, Ilha Bandeira ou Ilha Jacaré PARNA Ilha Grande","-53.7591667","-23.3430555","-53.7591667","-23.3430555","228","228","FURB57541","FURB57541","5573","2017",NA,NA,"Flores verdes à avermelhadas. Solo neossolo Flúvico. Relevo plano Habitat: Floresta estacional semidecidual aluvial Habito: arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","2020-10-14 09:58:12-03","FURB","FURB","57576","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Barboza, E.","Caxambu, M.G.; Siqueira, E.L.; Moraes, A.D.","2016","08","25","Brasil","Paraná","Céu Azul",NA,"-53.7986111","-25.1186111","-53.7986111","-25.1186111","663","663","FURB57576","FURB57576","7461","2017",NA,NA,"Flores amarelas. Relevo suave ondulado Habitat: Floresta estacional decidual submontana Habito: arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","2020-10-14 09:58:12-03","FURB","FURB","57589","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Barboza, E.","Caxambu, M.G.","2015","03","28","Brasil","São Paulo","Eldorado","Fazenda Itaipava/Catre.","-48.1077778","-24.5527778","-48.1077778","-24.5527778",NA,NA,"FURB57589","FURB57589","6092","2017",NA,NA,"Semi-ciófila. Flores com cálice verde e corola amarela. Relevo ondulado. Habitat: floresta ombófila densa submontana Habito: arvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","2020-10-14 09:58:12-03","FURB","FURB","60504","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","08","11","Brasil","Santa Catarina","Armazém",NA,"-48.9594444","-28.2625","-48.9594444","-28.2625000",NA,NA,"FURB60504","FURB60504","3246","2018","08","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","2020-10-14 09:58:12-03","FURB","FURB","64485","PreservedSpecimen","Plantae","Annonaceae","Annona","emarginata","Annona emarginata","(Schltdl.) H.Rainer","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2019","02","26","Brasil","Santa Catarina","São Joaquim",NA,"-49.9477777","-28.4388889","-49.9477777","-28.4388889","1091","1091","FURB64485","FURB64485","4802","2019","02","26","Fruto imaturo Habitat: Interior unidade amostral; Floresta Ombrófila Mista; Estágio Médio; Habito: Arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
