"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","individualCount","fieldNumber"
"45","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U 0276593","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"sawmill N of Rio Chopim, ca. 20 km N of Clevelândia",NA,NA,NA,NA,NA,NA,"NL-U0276593",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276593 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw12909",NA,NA
"46","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U 0276594","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"sawmill N of Rio Chopim, ca. 20 km N of Clevelândia",NA,NA,NA,NA,NA,NA,"NL-U0276594",NA,"Araucaria wood<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276594 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw12841",NA,NA
"47","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U 0276595","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"plateau, ca. 10 km NW of Xambrê",NA,NA,NA,NA,NA,NA,"NL-U0276595",NA,"forest on plateau<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276595 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw13187",NA,NA
"48","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U 0276596","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"plateau, ca. 10 km NW of Xambrê",NA,NA,NA,NA,NA,NA,"NL-U0276596",NA,"forest on plateau<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276596 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw13185",NA,NA
"49","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U 0276980","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"sawmill N of Rio Chopim, ca. 20 km N of Clevelândia",NA,NA,NA,NA,NA,NA,"NL-U0276980",NA,"low forest edge along campo<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276980 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw12970",NA,NA
"50","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U 0276989","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,"forested slope W of Cêrro Azul",NA,NA,NA,NA,NA,NA,"NL-U0276989",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200276989 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw13611",NA,NA
"51","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587767","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Lindeman JC; Irgang BE",NA,"1971","10","16","Brazil",NA,NA,"Brasil, Fazenda do Posto, 12 km W de Lavras do Sul, campo com grupos de arbustos.",NA,NA,NA,NA,NA,NA,"NL-U1587767","NL-U1587767","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587767 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"52","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587768","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Lindeman JC; Irgang BE; Valls JFM",NA,"1971","10","15","Brazil",NA,NA,"Brasil, varzea do rio Sta. Maria, 45 km E de Don Pedrito.",NA,NA,NA,NA,NA,NA,"NL-U1587768","NL-U1587768","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587768 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"53","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587769","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Lindeman JC; Irgang BE; Valls JFM",NA,"1971","11","02","Brazil",NA,NA,"Brasil, banhado 25 km N de Santo Angelo.",NA,NA,NA,NA,NA,NA,"NL-U1587769","NL-U1587769","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587769 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"54","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587770","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Lindeman JC; Haas JH de",NA,"1966","08","10","Brazil",NA,NA,"Est. Paraná, S. of Cerro Azul, forest on flanks and crest of ridge above valley of Rio Pontagrossa.",NA,NA,NA,NA,NA,NA,"NL-U1587770","NL-U1587770","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587770 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"55","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587771","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Lindeman JC; Haas JH de",NA,"1966","04","26","Brazil",NA,NA,"Est. Paraná, Brandalize, sawmill N. of Rio Chopim, ca. 20 km N. of Clevelandia.",NA,NA,NA,NA,NA,NA,"NL-U1587771","NL-U1587771","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587771 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"56","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587772","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Lindeman JC; Haas JH de",NA,"1966","04","30","Brazil",NA,NA,"Est. Paraná, Brandalize, sawmill N. of Rio Chopim, ca. 20 km N. of Clevelandia.",NA,NA,NA,NA,NA,NA,"NL-U1587772","NL-U1587772","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587772 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"57","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587773","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Lindeman JC; Haas JH de",NA,"1966","05","06","Brazil",NA,NA,"Est. Paraná, Brandalize, sawmill N. of Rio Chopim, ca. 20 km N. of Clevelandia.",NA,NA,NA,NA,NA,NA,"NL-U1587773","NL-U1587773","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587773 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"58","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587774","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer","Lindeman JC","Lindeman JC; Haas JH de",NA,"1966","10","09","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1587774","NL-U1587774","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587774 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0101475",NA,NA
"59","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587775","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Lindeman JC; Haas JH de",NA,"1966","06","16","Brazil",NA,NA,"Est. Paraná, forest on plateau ca. 10 km N.W. of Xambre.",NA,NA,NA,NA,NA,NA,"NL-U1587775","NL-U1587775","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587775 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"60","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587776","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Lindeman JC; Haas JH de",NA,"1967","05","08","Brazil",NA,NA,"Est. Paraná, near Turvo, 40 km N. of Guapapuava, fazenda Rickli.",NA,NA,NA,NA,NA,NA,"NL-U1587776","NL-U1587776","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587776 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"61","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587777","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Lindeman JC; Haas JH de",NA,"1966","06","16","Brazil",NA,NA,"Est. Paraná, forest on plateau ca. 10 km N.W. of Xambre.",NA,NA,NA,NA,NA,NA,"NL-U1587777","NL-U1587777","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587777 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"62","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587778","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Lindeman JC; Haas JH de",NA,"1966","08","11","Brazil",NA,NA,"Est. Paraná, forested slope W. of Cerro Azul.",NA,NA,NA,NA,NA,NA,"NL-U1587778","NL-U1587778","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587778 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"63","2020-02-08 09:52:38-03","NBC","NL-BOTANY","U.1587779","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Lindeman JC; Haas JH de",NA,"1966","05","19","Brazil",NA,NA,"Est. Paraná, N. of Francisco Beltrão.",NA,NA,NA,NA,NA,NA,"NL-U1587779","NL-U1587779","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1587779 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"64","2020-02-08 09:52:38-03","NBC","NL-BOTANY","WAG.1804208","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Hatschbach GG",NA,"1975","04","16","Brazil",NA,NA,"Estr. da Graciosa, Alto da Serra (mun. Morretes) Parana.",NA,NA,NA,NA,NA,NA,"NL-WAG1804208","NL-WAG1804208","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1804208 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Malpighiales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"65","2020-11-04 12:16:08-03","ESALQ","ESA","133627","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii","Sleumer","Gissi, D. S.","Scatigna, A.V.; Correa, L. S.; Cota, M. M. T.; Gissi, D. S.; Silva, D. M.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","823.0","2015","06","30","Brasil","São Paulo","Nova Odessa","Instituto de Zootecnia. Borda de fragmento de Floresta Estacional Semidecidual degradada.","-47.28458","-22.75601","-47.28458","-22.75601","600","600","ESA133627",NA,"Arvoreta, ca. 2m. Cálice esverdeado; anteras amarelas. Espinhos.",NA,NA,NA,NA,NA,NA,"2015","07","01",NA,NA,NA,NA,NA
"66","2020-11-04 12:16:08-03","ESALQ","ESA","133011","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii","Sleumer","Bacci, L. F.","Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","105.0","2015","07","02","Brasil","São Paulo","Piracicaba","Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual.","-47.82555","-22.77873","-47.82555","-22.77873","545","545","ESA133011",NA,"Árvore, ca. 2m.",NA,NA,NA,NA,NA,NA,"2015","07","02",NA,NA,NA,NA,NA
"67","2020-11-04 11:19:13-03","ESALQ","ESA","84097","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii","Sleumer","Tressens & Keller","Keller, H.","1146.0","2001","07","27","Argentina","Misiones","Dep. Guarani",NA,NA,NA,NA,NA,NA,NA,"ESA084097","ESA084097",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-11-04 11:19:13-03","ESALQ","ESA","36840","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii","Sleumer","Hatschbach, G.","Silva, J.M. et al.","1522.0","1995","09","15","Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"ESA036840","ESA036840",NA,"Magnoliophyta",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-11-04 11:19:13-03","ESALQ","ESA","78550","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii",NA,NA,"Francisco, E.M. ; Teixeira, O.M.",NA,"1999","10","04","Brasil","Paraná","São Jerônimo da Serra",NA,"-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"ESA078550","ESA078550",NA,"Magnoliophyta",NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-11-04 11:19:13-03","ESALQ","ESA","64090","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii","Sleumer","Dias, M.C.","Francisco, E.M. et al.",NA,"1998","10","15","Brasil","Paraná","Sapopema",NA,"-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"ESA064090","ESA064090",NA,"Magnoliophyta",NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-11-04 11:19:13-03","ESALQ","ESA","46781","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii","Sleumer","Dias, M.C.","Zagaro Filho, W. et al.",NA,"1990","12","09","Brasil","Paraná","Sapopema",NA,"-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"ESA046781","ESA046781",NA,"Magnoliophyta",NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-11-04 11:19:13-03","ESALQ","ESA","64100","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii","Sleumer","Dias, M.C.","Medri, C. et al.","481.0","1997","10","11","Brasil","Paraná","Sapopema",NA,"-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"ESA064100",NA,NA,"Magnoliophyta",NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-11-04 11:19:13-03","ESALQ","ESA","31734","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii","Sleumer","Jarenkow, J.A.","Jarenkow, J.A.","1357.0","1989","10","15","Brasil","Rio Grande do Sul","Morro Redondo",NA,"-52.6319007873535","-31.5883007049561",NA,NA,NA,NA,"ESA031734","ESA031734",NA,"Magnoliophyta",NA,NA,NA,"19299","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-11-04 11:19:13-03","ESALQ","ESA","65985","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii",NA,NA,"Gorenstein, M.R.","5771.0","1999","10","01","Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,"ESA065985",NA,NA,"Magnoliophyta",NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-11-04 11:19:13-03","ESALQ","ESA","64986","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii","Sleumer",NA,"Gorenstein, M.R.","5771.0","1999","10","01","Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,"ESA064986",NA,NA,"Magnoliophyta",NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-11-04 11:19:13-03","ESALQ","ESA","62525","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii","Sleumer","Oliveira, A.A. & Frana, S.A.","Oliveira, A.A. et al.","3470.0","1999","08","27","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"ESA062525","ESA062525",NA,"Magnoliophyta",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-11-04 11:19:13-03","ESALQ","ESA","6467","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii","Sleumer","Rodrigues, R.R.","Rodrigues, R.R. ; Zandoval, J.A.",NA,"1989","04","10","Brasil","São Paulo","Ipeúna",NA,"-47.7099990844727","-22.4300003051758",NA,NA,NA,NA,"ESA006467","ESA006467",NA,"Magnoliophyta",NA,NA,NA,"12906","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-11-04 11:19:13-03","ESALQ","ESA","5965","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii","Sleumer","Cardoso-Leite, E.","Catharino, E.L.M. ; Borges","395.0","1995","09","12","Brasil","São Paulo","Ipeúna",NA,"-47.7099990844727","-22.4300003051758",NA,NA,NA,NA,"ESA005965","ESA005965",NA,"Magnoliophyta",NA,NA,NA,"12906","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-11-04 11:19:13-03","ESALQ","ESA","16618","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii","Sleumer","Ivanauskas, N.M.","Ivanauskas, N.M. ; Nave, A.G.","530.0",NA,NA,NA,"Brasil","São Paulo","Itatinga",NA,"-48.6100006103516","-23.1000003814697",NA,NA,NA,NA,"ESA016618","ESA016618",NA,"Magnoliophyta",NA,NA,NA,"28219","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-11-04 11:19:13-03","ESALQ","ESA","99833","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii",NA,"Bernacci, L.C. & Henriques","Henriques, K.","348.0","2003","01","10","Brasil","São Paulo","Ribeirão Preto",NA,"-47.810001373291","-21.1700000762939",NA,NA,NA,NA,"ESA099833","ESA099833",NA,"Magnoliophyta",NA,NA,NA,"24390","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-11-04 11:19:13-03","ESALQ","ESA","26857","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii","Sleumer","Cardoso-Leite, E. & Rodrigues, R.R.","Cardoso-Leite, E. ; Oliveira, A.","179.0","1993","09","01","Brasil","São Paulo","São Roque",NA,"-47.1300010681152","-23.5200004577637",NA,NA,NA,NA,"ESA026857","ESA026857",NA,"Magnoliophyta",NA,NA,NA,"15567","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2015-07-02 14:04:08-03","JBP","HPL","11161","S","Plantae","Salicaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii",NA,"H. Lorenzi","H. Lorenzi","6443","2007","11","29","Brasil","RS","Porto Alegre","Coletado e cultivado no Parque Zoobotânico.","-51.23","-30.0331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto","2007","11","29",NA,NA,NA,NA,NA
"83","2019-08-27 13:34:02-03","IAP","PACA-AGP","85459","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer","M.C.Dias","C. Medri","481","1997","10","11","Brasil","PR","Sapopema","Salto das orquideas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"PACA085459",NA,"4, 0 m alt. Frutos imaturos verde claros e maduros avermalhados Habitat: Area de regeneracao Hábito: arvoreta","Magnoliophyta","Violales",NA,NA,"21990","auto","1998",NA,NA,"Magnoliatae",NA,NA,NA,NA
"84","2019-08-27 13:34:02-03","IAP","PACA-AGP","93131","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer","C. Mondin","Mondin, C.","1537","1998","10","01","Brasil","RS","Erval","arredores da cidade","-53.3955993652344","-32.0236015319824",NA,NA,NA,NA,"PACA093131",NA,"arvoreta c/ca. 3 m alt.; na beira da estrada; flores creme-esverdeadas; HASU 6946.","Magnoliophyta","Violales",NA,NA,"51680","auto","1998","10",NA,"Magnoliatae",NA,NA,NA,NA
"85","2019-08-27 13:34:02-03","IAP","PACA-AGP","97449","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer","A. Ohlweiler","A. Ohlweiler","537","1999","11","25","Brasil","RS","Santa Maria do Herval",NA,"-50.9928016662598","-29.4981002807617",NA,NA,NA,NA,"PACA097449",NA,"HASU 7570.","Magnoliophyta","Violales",NA,NA,"10918","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"86","2019-08-27 13:34:02-03","IAP","PACA-AGP","93130","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer","L. Amaral & J. Larocca","L. Amaral",NA,"2000","09","10","Brasil","RS","Sapiranga","Alto Ferrabraz","-51.0069007873535","-29.6380996704102",NA,NA,NA,NA,"PACA093130",NA,"HASU 16085. Habitat: Arca 1","Magnoliophyta","Violales",NA,NA,"11711","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"87","2019-08-27 13:34:02-03","IAP","PACA-AGP","97305","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer","O. L. da Costa","O. L. da Costa",NA,"2003","10","23","Brasil","RS","Palmeira das Missões",NA,"-53.3135986328125","-27.8994007110596",NA,NA,NA,NA,"PACA097305",NA,"HASU 16579.","Magnoliophyta","Violales",NA,NA,"33527","auto","2004","03","17","Magnoliatae",NA,NA,NA,NA
"88","2019-08-27 13:34:02-03","IAP","PACA-AGP","101878","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer",NA,"Sonego, R.C. et al.",NA,"2004","07","07","Brasil","RS","São Francisco de Paula","FLONA","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"PACA101878",NA,"parcela 3, planta 1&nf;alt. 15m&nf;HASU s/n Habitat: interior de mata Ecossistema: FLORESTA OMBRÓFILA MISTA","Magnoliophyta","Violales",NA,NA,"76715","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"89","2021-03-24 17:09:58-03","UFES","SAMES","5225","PreservedSpecimen","Plantae","Salicaceae","Xylosma","pseudosalzmannii","Xylosma pseudosalzmannii","Sleumer","Nepomuceno,A.","Giaretta,A.O.; Figueiredo,D.D.;Lobão,A.Q.;Menezes,L.F.T.","470","2009","02","13","Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande. Floresta alta de tabuleiro.","-39.7322006225586","-18.5932998657227","-398050000.0","-182625000.0",NA,NA,"SAMES05225",NA,"Planta com frutos vermelhos.",NA,NA,NA,NA,"41644","auto","2018","08","29",NA,NA,NA,NA,NA
"90","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0030687","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","pseudosalzmanii","Xylosma pseudosalzmanii","Sleumer","S. F. Smith","O. S. Ribas; E. Barbosa, J. M. Silva","2852","1999","12","22","Brazil","Parana",NA,"Trilha para o Morro Camacua (Mun. Campina Grande do Sul).","-49.0833","-25.3",NA,NA,NA,NA,NA,NA,"Arvore, 15 m, fruto avermelhado a negro.","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
