"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","class","individualCount","fieldNumber"
"51","2021-04-02 11:40:45-03","UFPI","TEPB","12630","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","barretoi","Mimosa barretoi",NA,"C. Carvalho","M.Sazima",NA,"1987","03","11",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó.Santana Riacho",NA,NA,NA,"Arbusto ca. 4m;com flor amarelas. Doação: Universidade Estadual de Campinas",NA,NA,NA,NA,NA,NA,"2013","10","31",NA,NA,NA,NA,NA,NA
"52","2020-12-20 21:17:36-03","UFV","VIC","30682","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Barroso, G.M.","Duarte, A.P.","6473","1962","03","15",NA,"Brasil","Minas Gerais","Santa Luzia","Serra do Cipó, Km 134.","-43.8513984680176","-19.7696990966797",NA,"Arbusto, c.a. de 2,5 metros de altra; flores amarelas aparece às vezes quase formação.","VIC030682","VIC030682",NA,NA,"19939","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-20 21:17:36-03","UFV","VIC","30683","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Duarte, A.P.","Duarte, A.P.","2021","1949","12","04",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó, Alto Palácio, entre os Km 131 e 132.",NA,NA,NA,"Subarbusto de forma muito bonita com c.a. de 2,5 metros de altura; flores amarelas.","VIC030683","VIC030683",NA,NA,NA,NA,"1949","12","04",NA,NA,NA,NA,NA,NA
"54","2020-12-20 21:17:36-03","UFV","VIC","35031","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Dutra, V.F.","Dutra, V.F.; Fernandes, J.M.","466","2008","02","07",NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Alto Palácio, beira de estrada, próximo à estátua do Juquinha, campo rupeste.","-43.546583","-19.251417",NA,"Arbusto prostrado. Corola vinácea, filetes rosa. Frutos maduros castanhos.","VIC035031","VIC035031",NA,NA,NA,NA,"2008","02","07","-43.546583","-19.251417",NA,NA,NA,NA
"55","2020-12-20 21:17:36-03","UFV","VIC","35136","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Dutra, V.F.","Dutra, V.F.; Fernandes, J.M.","480","2008","02","08",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Estadual Serra do Intendente, Trilha para o mirante da Cachoeira do Tabuleiro. Distrito de Tabuleiro. Campo rupestre.","-43.555","-19.078056",NA,"Arbusto, c.a. de 1,8 metros de altura. Corola e filetes amarelos. Frutos jovens vilosos.","VIC035136","VIC035136",NA,NA,NA,NA,"2008","02","08","-43.555","-19.078056",NA,NA,NA,NA
"56","2020-12-20 21:17:36-03","UFV","VIC","8558","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Dutra, V.F.","Menezes, N.L. de","s.n.","1983","03",NA,NA,"Brasil","Minas Gerais",NA,"Serra do Cipó, Cerrado.",NA,NA,NA,"Flores com estames amarelos vistosos. Folhas e caules lanosos.","VIC008558",NA,NA,NA,NA,NA,"2006","08","03",NA,NA,NA,NA,NA,NA
"57","2020-12-20 21:17:36-03","UFV","VIC","30659","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Lima, M.P.M. de","Dalcin, E.C.; Farney, C.","08","1984","02","26",NA,"Brasil","Minas Gerais","Santana do Riacho","À 7,0 Km do Córrego Chapéu do Sol, próximo ao Km 121 da estada para Conceição do Mato Dentro. Mata de Galeria.","-43.7144012451172","-19.1688995361328",NA,"Arbusto, c.a. de 2,0 metros de altura, saxícola, caule castanho, folíolos verdes, sendo que os mais jovens verdes claros, na face dorsal e esbranquiçados na ventral; flor com cálice verde, corola amarela, estames amarelos, anteras amar","VIC030659","VIC030659",NA,NA,"26557","auto","1985","05","03",NA,NA,NA,NA,NA,NA
"58","2020-12-20 21:17:36-03","UFV","VIC","30658","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Lima, M.P.M. de","Giordano, L.C.; Toscano","690","1989","04","30",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Estrada para Conceição do Mato Dentro, entre os Km 124-125. Campos rupestres.","-43.7144012451172","-19.1688995361328",NA,"Arbusto lanoso, c.a. de 2,0 metros de altura, folhas com folíolos verdes discolores; inflorescências amarelas; com frutos.","VIC030658","VIC030658",NA,NA,"26557","auto","1989","05",NA,NA,NA,NA,NA,NA,NA
"59","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0024319","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","O. Handro","S. F. Glassman; J. C. Gomes Jr.","8083","1965","7","11",NA,"Brazil","Minas Gerais",NA,"Serra Cipo.112 km N of Belo Horizonte.","-43.938575","-19.919068",NA,NA,NA,NA,"1290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 14:36:52-03","UFJF","CESJ","61499","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","A.P.Savassi-Coutinho","A.P.Savassi-Coutinho; V.C. Souza; J.G. Rando","975","2006","01","11","América do Sul","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Arredores do Córrego Três Pontinhas. Borda de Mata ciliar com campo rupestre ao redor.","-43.7144012451172","-19.1688995361328",NA,"Arbusto a arvoreta, 1,5-3,5m; cálice e corola creme, filetes e anteras amarelas. Muito comum na borda da floresta, formando densos aglomerados.","CESJ061499",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 14:36:52-03","UFJF","CESJ","21524","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","L.M.Borges","F.R.G. Salimena; R.D.V.Braga","CESJ144","1987","07","17","América do Sul","Brasil","Minas Gerais","Belo Horizonte","estrada para Conceição do Mato Dentro, Serra do Cipó. à margem do Córrego 3 Pontinhas","-43.937801361084","-19.9207992553711",NA,"Arbusto ca. 2,5 m, inflorescência amarelas, frutos pilosos.","CESJ021524",NA,NA,NA,"17082","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-08-20 10:14:17-03","UNICAMP","UEC","115656","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Savassi-Coutinho, AP","Bittencourt Jr, NS","00/74","2000","09","15",NA,"Brazil","Minas Gerais","Jaboticatubas","Alto do Palácio Serra do Cipó, campo rupestre., Margem de um amata de galeria.","-43.7449989318848","-19.513599395752",NA,"Estames e pistilos amarelos.","UEC026569","UEC026569",NA,NA,"31264","auto","2010","09","25",NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:30:58-03","UNICAMP","UEC","6945","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Joly, AB; Semir, J","3010","1972","08","20",NA,"Brazil","Minas Gerais","Jaboticatubas","km 128 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Arbusto de 1,5 m. Flores amarelas.","UEC054863","UEC054863",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-08-20 10:14:17-03","UNICAMP","UEC","6944","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Semir, J; Giulietti, AM; Sazima, M","4424","1973","09","05",NA,"Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, km 126 ao longo da Rodovia Lagoa Santa-Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Arbusto ca. 2 m.; flores amarelas; frutos lanosos.",NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-08-20 10:14:17-03","UNICAMP","UEC","6943","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Semir, J","Semir, J; Giulietti, AM; Sazima, M","4343","1973","09","03",NA,"Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, km 126 ao longo da Rodovia Lagoa Santa-Conceição do Mato Dentro - Diamantina. Mata ciliar.","-43.7449989318848","-19.513599395752",NA,"Arbusto ca. 3 m. de altura; flores amarelas.",NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-08-20 10:14:17-03","UNICAMP","UEC","111712","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Mello Barreto, HL","Oliveira, JE","130","1940","08","18",NA,"Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 131, Palacio. Brejo.","-43.7449989318848","-19.513599395752",NA,"Flor amarela.",NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-08-20 10:14:17-03","UNICAMP","UEC","6942","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Semir, J; Giulietti, AM; Menezes, NL; Sazima, M","4164","1973","04","30",NA,"Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, km 138 ao longo da Rodovia Lagoa Santa-Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Arbusto 1,30-1,50 m. Flores amarelas dourado. Pilosidade amarela.",NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:30:57-03","UNICAMP","UEC","111711","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Hoehne, FC","Mello Barreto, HL","6477","1993","08","07",NA,"Brazil","Minas Gerais","Santa Luzia","Serra do Cipó","-43.8513984680176","-19.7696990966797",NA,"Arbusto 1,2m. Flor amarela, muito frequente.; Campo úmido.","UEC054864","UEC054864",NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-08-20 10:14:17-03","UNICAMP","UEC","29960","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Semir, J; Martins, AB","13455","1982","03","06",NA,"Brazil","Minas Gerais","Santana do Riacho","Estrada da Usina","-43.7144012451172","-19.1688995361328",NA,"Árvore de 2 a 3 metros, crescendo na beira do rio. Inflorescências amarelo-douradas.",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:30:57-03","UNICAMP","UEC","161491","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Coutinho, APS","Coutinho, APS; Souza, VC; Rando, JG","975","2006","01","11",NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, Arredores do córrego Três Pontinhas. borda de Mata Ciliar com campo rupestre ao redor.","-43.7144012451172","-19.1688995361328",NA,"Arbusto a arvoreta, 1,5-3,5 m de altura; cálice e corola creme, filetes e anteras amarelas. Muito comum na borda da floresta, formandos densos aglomerados.","UEC024938","UEC024938",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-08-20 10:14:17-03","UNICAMP","UEC","46649","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Savassi-Coutinho, AP","Sazima, M","18954","1987","03","11",NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, km 131.","-43.7144012451172","-19.1688995361328",NA,"Arbusto ca. 4m, flores amarelas em.","UEC063269",NA,NA,NA,"26557","auto","2010","09","25",NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:30:58-03","UNICAMP","UEC","161492","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Savassi-Coutinho, AP","Savassi-Coutinho, AP; Souza, VC; Rando, JG","968","2006","01","11",NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, Próximo a entrada da fazenda da Cachoeira da Capivara.","-43.7144012451172","-19.1688995361328",NA,"Arbusto cerca de 1m, cálice e corola creme, filetes e anteras amarelas.; Beira de estrada em área de plantio de eucalipto.","UEC024937","UEC024937",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-04-22 16:20:43-03","UFPB","JPB","61814","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Leguminosae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Ferreira Junior, CA; et al.","808","2012","11","28","Southern America","Brasil","Minas Gerais","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais","-43.7144012451172","-19.1688995361328",NA,"; HABITAT: Campo rupestre, cerrado; DESC: Arbusto, folhas pilosas, discolores (pelos acastanhados), espigas amareladas","JPB0061814",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-06 09:55:35-03","UFOP","OUPR","19224","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Mello-Barreto, H.L.","Badini, J.","s.n.","1938",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Arbusto. Campo. Flores amarelas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-06 09:55:35-03","UFOP","OUPR","19225","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Badini, J.","Badini, J.","s.n.","1938",NA,NA,NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,"Arbusto. Campo. Flores amarelas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-06 09:55:35-03","UFOP","OUPR","19226","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Sena, J.C.C.","Zurlo, M.A.","s.n.","1896",NA,NA,NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,"Terreno úmido. Arbusto. Flores pálidas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-06 09:55:35-03","UFOP","OUPR","19227","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Badini, J.","Badini, J.","s.n.","1937",NA,NA,NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,"Capoeira. Arbusto. Flores amarelas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-06 09:55:35-03","UFOP","OUPR","20004","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Dutra, V.F.","Lisboa, M.A.","s.n.","1951",NA,NA,NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","04","26",NA,NA,NA,NA,NA,NA
"79","2019-11-06 09:55:35-03","UFOP","OUPR","32081","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Savassi-Coutinho, A.P.","Savassi-Coutinho, A.P.; Souza, V.C. & Rando, J.G.","975","2006","01","11",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Arredores do córrego Três Pontinhas. Borda de Mata ciliar com Campo rupestre ao redor.","-43.7144012451172","-19.1688995361328",NA,"Arbusto a árvore, 1,5 - 3,5m, cálice e corola creme, filetes e anteras amarelas. Muito comum na borda da floresta, formando densos aglomerados.",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-04-27 16:09:58-03","UFES","VIES","26537","S","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Dutra, V.F.","Dutra, V.F.; Fernandes, J.M.","466","2008","02","07",NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional Serra do Cipó.","-43.7144012451172","-19.1688995361328",NA,NA,"VIES026537","VIES026537","1377","1377","26557","auto","2008","02","07",NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:27:09-03","MBM","MBM","101563","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Barneby, R.","Irwin, H.S.; et al.; et al.","20216",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Serra do Cipó, km 132",NA,NA,NA,"Shrub ca. 1,5 m talll. Heads yellow. Cerrado outcrop. Gallery forest and adjacent cerrado and campo alopes.","MBM101563","MBM101563","1300","1300",NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:27:09-03","MBM","MBM","101558","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Barneby, R.","Anderson, W.R.; et al.; et al.","36070",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,"Shrub 2m tall; flowers yellow; edge of forest. Forest along stream, adjacent rocky and grassy hillsides, and grassy campo on top of hills, sandy soil with sandstone","MBM101558","MBM101558","1200","1300",NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:27:09-03","MBM","MBM","101559","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Barneby, R.","Irwin, H.S.; et al.; et al.","20523",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Km 135, 150km N of Belo Horizonte",NA,NA,NA,"Shrub ca. 3m tall. Heads yellow. Disturbed gallery margin. Campo ang gallery margin","MBM101559","MBM101559","1300","1300",NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:27:09-03","MBM","MBM","275282","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Ribas, O.S.","Braz, D.M.; et al.; et al.","66","2001","02","07","Southern America","Brazil","Minas Gerais",NA,"Mata do Juquinha, Serra do Cipó",NA,NA,NA,"Árvore com até 2,5m. Folhas e flores intensamente lanosas, estames amarelos. Na borda da mata","MBM275282","MBM275282","1250","1250",NA,NA,"2002","09",NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:27:09-03","MBM","MBM","340951","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Morales, M.","Strang, H.; et al.; et al.","26676","1967","07","29","Southern America","Brazil","Minas Gerais",NA,"Planalto da Serra do Cipó",NA,NA,NA,"Flores amarelas","MBM340951","MBM340951",NA,NA,NA,NA,"2009","05","31",NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:27:09-03","MBM","MBM","82404","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Barneby, R.","Landrum, L.R.","4231",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Serra do Cipó, between Veu da Noiva and Alto do Palacio",NA,NA,NA,"Shrub ca. 2m high, rust tomentose; stamens yellow.Mainly low shrubby vegetation in very poor sandy or rocky soil","MBM082404","MBM082404","1000","1400",NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:27:09-03","MBM","MBM","393159","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Borges, L.M.","Salimena Pires, F.R.; Braga, R.D.V.; Braga, R.D.V.","21524","1987","07","17","Southern America","Brazil","Minas Gerais","Belo Horizonte","Serra do Cipó, estrada para Conceição do Mato Dentro","-43.937801361084","-19.9207992553711",NA,"Arbusto ca. 2,5m, inflorescências amarelas, frutos pilosos.","MBM393159","MBM393159",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:27:09-03","MBM","MBM","24303","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Barneby, R.","Hatschbach, G.; Ahumada, L.Z.; Ahumada, L.Z.","31586",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, Fazenda Palácio","-43.7449989318848","-19.513599395752",NA,NA,"MBM024303","MBM024303",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:27:09-03","MBM","MBM","94094","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Barneby, R.","Hatschbach, G.; et al.; et al.","28856",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, Fazenda Palácio","-43.7449989318848","-19.513599395752",NA,NA,"MBM094094","MBM094094",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:27:09-03","MBM","MBM","86904","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Semir, J.; et al.; et al.","13455",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Santana do Riacho","Estrada da Usina","-43.7144012451172","-19.1688995361328",NA,NA,"MBM086904","MBM086904",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:27:09-03","MBM","MBM","220372","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Barroso, G.M.","Duarte, A.P.; et al.; et al.","6475",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Santa Luzia","Serra do Cipó, km 134","-43.8513984680176","-19.7696990966797",NA,"Arbusto de 2,50 com flores amarelas aparece às vezes, quase em formação","MBM220372","MBM220372",NA,NA,"19939","auto","1962",NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-11 11:36:13-03","UFMG","BHCB","100049","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Fernandes, GW","7","1994","09","17","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipó","-43.419167","-19.409608",NA,NA,"BHCB014119",NA,NA,NA,NA,NA,"1994",NA,NA,"-43.419167","-19.409608",NA,NA,NA,NA
"93","2020-12-11 11:36:13-03","UFMG","BHCB","106749","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Fernandes, GW","7","1994","09","17","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipó","-43.419167","-19.409608",NA,NA,"BHCB011927",NA,NA,NA,NA,NA,"1994",NA,NA,"-43.419167","-19.409608",NA,NA,NA,NA
"94","2020-12-11 11:36:13-03","UFMG","BHCB","144605","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Rodrigues, LC","64",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Alto do Palácio.","-43.516667","-19.25",NA,"Arbusto.","BHCB004816",NA,"1400","1400",NA,NA,"2013","01","21","-43.516667","-19.25",NA,NA,NA,NA
"95","2020-12-11 11:36:13-03","UFMG","BHCB","195468","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Quaresma, AS","881","2017","06","22","Southern America","Brasil","Minas Gerais","Itabira","Serra dos Alves","-43.478056","-19.469167",NA,"Campo rupestre quatzítico.","BHCB195468",NA,"122","128",NA,NA,NA,NA,NA,"-43.478056","-19.469167",NA,NA,NA,NA
"96","2020-12-11 11:36:13-03","UFMG","BHCB","200710","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Borges, LM; Loeuille, BFP; Pirani, JR; Silva, RM","97","2006","03","27","Southern America","Brasil","Minas Gerais","Santana do Riacho","Lapinha., Contrafortes ocidentais da Serra do Cipó. Elevações imediatamente a nordeste de Lapinha, nas nascentes do Córrego do Boqueirão, que abastece o arraial. Trilha para o alto do paredão.","-43.676667","-19.101389",NA,"Arvoreta flexuosa ca. 1 m. de altura. Perianto verde-claro, ocráceo na extremidade da corola. Filetes e estiletes amarelo-claro. Antenas amarelo ouro. Ramos jovens ocráceos. Folíolos discolares: adaxial verde, abaxial acráceo. Frutos","BHCB200710","BHCB200710","1406","1406",NA,NA,"2006",NA,NA,"-43.676667","-19.101389",NA,NA,NA,NA
"97","2020-12-11 11:36:13-03","UFMG","BHCB","21389","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Stehmann, JR","s.n.","1991","05","04","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Faz. Palácio.","-43.499167","-19.220278",NA,"Flores com estames amarelos.","BHCB011887",NA,NA,NA,NA,NA,"2008","06","26","-43.499167","-19.220278",NA,NA,NA,NA
"98","2020-12-11 11:36:13-03","UFMG","BHCB","36764","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Menezes, NL de","1187","1983","04","03","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Á beira do rio, acima da Cachoeira Véu da Noiva da Usina","-43.499167","-19.220278",NA,"Flores com estames amarelos.","BHCB011924",NA,NA,NA,NA,NA,NA,NA,NA,"-43.499167","-19.220278",NA,NA,NA,NA
"99","2020-12-11 11:36:13-03","UFMG","BHCB","49265","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Lombardi, JA","3228","1999","10","01","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Próximo à estrada junto ao Juquita.","-43.551111","-19.198028",NA,"Arbusto, ca. 1,2 m. Folíolos papiráceos, cálice ferrugíneo, estames amarelos.; Borda de mata ciliar.","BHCB011882",NA,NA,NA,NA,NA,"2000","04",NA,"-43.551111","-19.198028",NA,NA,NA,NA
