"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","typeStatus","individualCount","relatedCatalogItem"
"48","2019-11-13 11:24:26-03","USP","SPF","167419","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Ceccantini, GCT","Ceccantini, GCT","2389B","2005","01","18",NA,"Brasil","Bahia","Morro do Chapéu","Morro da Antena.","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"SPF00167419","SPF00167419","2005",NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA
"49","2019-11-13 11:24:26-03","USP","SPF","167420","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Ceccantini, GCT","Ceccantini, GCT","2389C","2005","01","18",NA,"Brasil","Bahia","Morro do Chapéu","Morro da Antena.","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"SPF00167420","SPF00167420","2005",NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA
"50","2019-10-07 09:31:55-03","UEFS","HUEFS","227226","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede",NA,"Almeida, R.F.","632","2013","12","10",NA,"Brasil","Bahia","Piatã","Distrito de Inúbia, Fazenda 3 Morros","-41.7728004455566","-13.1519002914429",NA,NA,NA,NA,"HUEFS0227226",NA,NA,NA,NA,"41184","auto",NA,NA,"Rosanae",NA,NA,NA
"51","2019-10-07 09:31:55-03","UEFS","HUEFS","103523","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede",NA,"França, F.","5341","2005","12","16",NA,"Brasil","Bahia","Morro do Chapéu","Morrão","-41.2075","-11.590833","1270","1270",NA,NA,"HUEFS0103523","HUEFS0103523",NA,"41W12'27''","11S35'27''",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"52","2019-10-07 09:31:55-03","UEFS","HUEFS","119819","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede",NA,"Pastore, J.F.B.","2057","2007","05","20",NA,"Brasil","Bahia","Morro do Chapéu","Fazenda Guariba.","-41.194167","-11.44","1071","1071",NA,"Tabuleiro arenoso.","HUEFS0119819","HUEFS0119819",NA,"41W11'39''","11S26'24''",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"53","2019-10-07 09:31:55-03","UEFS","HUEFS","121925","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","P.D.Carvalho","Melo, E.","4822","2007","06","29",NA,"Brasil","Bahia","Morro do Chapéu","Fazenda Guariba; nascentes do Rio Salitre.","-41.193889","-11.438056","1056","1056",NA,NA,"HUEFS0121925","HUEFS0121925","2007","41W11'38''","11S26'17''",NA,NA,"08",NA,"Rosanae",NA,NA,NA
"54","2019-10-07 09:31:55-03","UEFS","HUEFS","122012","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","P.D.Carvalho","Melo, E.","4909","2007","07","01",NA,"Brasil","Bahia","Morro do Chapéu","Fazenda Guariba; nascentes do Rio Salitre.","-41.191389","-11.435833","1066","1066",NA,"Cerrado sobre solo arenoso.","HUEFS0122012","HUEFS0122012","2007","41W11'29''","11S26'9''",NA,NA,"08",NA,"Rosanae",NA,NA,NA
"55","2019-10-07 09:31:55-03","UEFS","HUEFS","125873","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede",NA,"Tavares, P.","25","2007","05","05",NA,"Brasil","Bahia","Morro do Chapéu","Em cima do Morrão.","-41.2075","-11.583333","1266","1266",NA,NA,"HUEFS0125873","HUEFS0125873",NA,"41W12'27''","11S35'",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"56","2019-10-07 09:31:55-03","UEFS","HUEFS","149757","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","E.Melo","Smith, N.P.","68","2008","10","06",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.209444","-11.588056","1244","1244",NA,NA,"HUEFS0149757","HUEFS0149757","2011","41W12'34''","11S35'17''",NA,NA,"02",NA,"Rosanae",NA,NA,NA
"57","2019-10-07 09:31:55-03","UEFS","HUEFS","170627","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede",NA,"Melo, E.","8950","2010","12","18",NA,"Brasil","Bahia","Morro do Chapéu","Morrão, próximo a Antena de Televisão.","-41.207778","-11.591389","1283","1283",NA,NA,"HUEFS0170627",NA,NA,"41W12'28''","11S35'29''",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"58","2019-10-07 09:31:55-03","UEFS","HUEFS","183908","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","A.Francener","Conceição, A.A.","4112","2012","05","12",NA,"Brasil","Bahia","Mucugê","Serra do Miguel, Parque Nacional de Chapada Diamantina.","-41.483333","-12.816667","1000","1000",NA,"Cerrado na base da serra queimado dia 23/03/2012.","HUEFS0183908","HUEFS0183908","2014","41W29'","12S49'",NA,NA,"04",NA,"Rosanae",NA,NA,NA
"59","2019-10-07 09:31:55-03","UEFS","HUEFS","212043","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","A.Francener","Vieira, T.","69","2014","10","29",NA,"Brasil","Bahia","Jussiape",NA,"-41.549444","-13.448056","860","860",NA,"Campo rupestre.","HUEFS0212043","HUEFS0212043","2015","41W32'58''","13S26'53''",NA,NA,"05",NA,"Rosanae",NA,NA,NA
"60","2019-10-07 09:31:55-03","UEFS","HUEFS","68795","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","P.D.Carvalho","Moraes, M.V.","553","2002","10","10",NA,"Brasil","Bahia","Morro do Chapéu","Dunas.","-41.166667","-11.066667",NA,NA,NA,NA,"HUEFS0068795","HUEFS0068795","2003","41W10'","11S4'",NA,NA,"08",NA,"Rosanae",NA,NA,NA
"61","2019-10-07 09:31:55-03","UEFS","HUEFS","28736","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","A.Amorim","Roque, N.","PCD4500","1996","11","19",NA,"Brasil","Bahia","Rio de Contas","serra do tombador","-41.795","-13.630556","1100","1100",NA,"transição caatinga-campo rupestre","HUEFS0028736","HUEFS0028736","1999","41W47'42''","13S37'50''",NA,NA,"01",NA,"Rosanae",NA,NA,NA
"62","2019-10-07 09:31:55-03","UEFS","HUEFS","35746","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","F.França & N.Santiago","Miranda, E.B.","72","1999","02","07",NA,"Brasil","Bahia","Morro do Chapéu","Morrão.","-41.206667","-11.591111","1270","1270",NA,"Vegetação arbustiva entre afloramento.","HUEFS0035746","HUEFS0035746","1999","41W12'24''","11S35'28''",NA,NA,"05",NA,"Rosanae",NA,NA,NA
"63","2019-10-07 09:31:55-03","UEFS","HUEFS","37508","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","F.França & L.R.Senna","França, F.","2850","1999","05","02",NA,"Brasil","Bahia","Morro do Chapéu","Morro das Pedras Duas Irmãs.","-41.297222","-11.556944","1155","1185",NA,"Vegetação arbustivo-arbórea em solo arenoso.","HUEFS0037508","HUEFS0037508","1999","41W17'50''","11S33'25''",NA,NA,"05",NA,"Rosanae",NA,NA,NA
"64","2019-10-07 09:31:55-03","UEFS","HUEFS","39651","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","P.D.Carvalho","Giulietti, A.M.","1544","1999","07","29",NA,"Brasil","Bahia","Rio de Contas","Área de aterro da represa.","-41.808333","-13.4","1140","1140",NA,"Campo rupestre.","HUEFS0039651","HUEFS0039651","2000","41W48'30''","13S24'0''",NA,NA,"11",NA,"Rosanae",NA,NA,NA
"65","2019-10-07 09:31:55-03","UEFS","HUEFS","59111","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","P.D.Carvalho","Correia, C.","117","2002","04","04",NA,"Brasil","Bahia","Morro do Chapéu","Morrão, próximo à Torre.","-41.207222","-11.583333","1304","1304",NA,NA,"HUEFS0059111","HUEFS0059111","2003","41W12'26''","11S35'0''",NA,NA,"08",NA,"Rosanae",NA,NA,NA
"66","2019-10-07 09:31:55-03","UEFS","HUEFS","66848","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","P.D.Carvalho","Roque, N.","605","2002","02","15",NA,"Brasil","Bahia","Mucugê","Mucugê-Caraíbas - Capão do Correio.","-41.39","-13.119722","1140","1140",NA,"Campo.","HUEFS0066848","HUEFS0066848","2003","41W23'24''","13S7'11''",NA,NA,"08",NA,"Rosanae",NA,NA,NA
"67","2019-10-07 09:31:55-03","UEFS","HUEFS","68981","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","P.D.Carvalho","França, F.","4081","2003","01","30",NA,"Brasil","Bahia","Morro do Chapéu","c. 5km S de Morro do Chapéu na estrada para Bonito","-41.163056","-11.599722","1090","1114",NA,"Campo em solo arenoso.","HUEFS0068981","HUEFS0068981","2003","41W9'47''","11S35'59''",NA,NA,"08",NA,"Rosanae",NA,NA,NA
"68","2019-10-07 09:31:55-03","UEFS","HUEFS","74204","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","P.D.Carvalho","Ribeiro, P.L.","24","2003","08","09",NA,"Brasil","Bahia","Morro do Chapéu","Morrão.","-41.027222","-11.684444",NA,NA,NA,"Mata ciliar comum.","HUEFS0074204","HUEFS0074204","2004","41W1'38''","11S41'4''",NA,NA,"08",NA,"Rosanae",NA,NA,NA
"69","2019-10-07 09:31:55-03","UEFS","HUEFS","76179","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede",NA,"Arbo, M.M.","5386","1992","11","28",NA,"Brasil","Bahia","Morro do Chapéu","Morrão al Sur de Morro do Chapeu","-41.216667","-11.583333","1100","1100",NA,"Campo rupestre.","HUEFS0076179","HUEFS0076179",NA,"41W13'","11S35'",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"70","2019-10-07 09:31:55-03","UEFS","HUEFS","94136","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede",NA,"Carvalho, P.D.","91","2005","04","09",NA,"Brasil","Bahia","Morro do Chapéu","Morrão.","-41.209167","-11.586389","1213","1213",NA,NA,"HUEFS0094136","HUEFS0094136",NA,"41W12'33''","11S35'11''",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"71","2019-10-07 09:31:55-03","UEFS","HUEFS","98629","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","P.D.Carvalho","Santos, A.K.A.","353","2005","07","20",NA,"Brasil","Bahia","Morro do Chapéu","Tabuleiro dos Tigres.","-41.162778","-11.601389","1104","1104",NA,"Área de cerrado e campo graminoso.","HUEFS0098629","HUEFS0098629","2006","41W9'46''","11S36'5''",NA,NA,"06",NA,"Rosanae",NA,NA,NA
"72","2019-10-07 09:31:55-03","UEFS","HUEFS","68441","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","P.D.Carvalho","Rapini, A.","973","2002","12","04",NA,"Brasil","Bahia","Morro do Chapéu","Tabuleiro do Tigre.","-40.783333","-11.066667","700","700",NA,NA,"HUEFS0068441","HUEFS0068441","2003","40W47'","11S4'",NA,NA,"09",NA,"Rosanae",NA,NA,NA
"73","2019-10-07 09:31:55-03","UEFS","HUEFS","17948","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede",NA,"Jardim, J.G.","56","1993","01","22",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.1561012268066","-11.5500001907349","1150","1150",NA,NA,"HUEFS0017948","HUEFS0017948",NA,NA,NA,"98143","auto",NA,NA,"Rosanae",NA,NA,NA
"74","2019-10-07 09:31:55-03","UEFS","HUEFS","39601","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","P.D.Carvalho","Giulietti, A.M.","1494","1999","07","23",NA,"Brasil","Bahia","Rio de Contas","Beira do Rio Água Suja.","-41.8114013671875","-13.5789003372192",NA,NA,NA,"Campo rupestre.","HUEFS0039601","HUEFS0039601","2000",NA,NA,"49773","auto","11",NA,"Rosanae",NA,NA,NA
"75","2019-10-07 09:31:55-03","UEFS","HUEFS","51367","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","A.M.Amorim","Lambert, S.M.","50","2007","12","21",NA,"Brasil","Bahia","Piatã","Estrada Piatã-Inúbia, 16-18 km de Piatã.","-41.7728004455566","-13.1519002914429",NA,NA,NA,NA,"HUEFS0051367","HUEFS0051367","2017",NA,NA,"41184","auto","12",NA,"Rosanae",NA,NA,NA
"76","2019-10-07 09:31:55-03","UEFS","HUEFS","76184","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede",NA,"Mello-Silva, R.","794","1992","11","24",NA,"Brasil","Bahia","Barra da Estiva","Sincorá Velho, Serra do Sincorá.","-41.3269004821777","-13.6260995864868","1060","1060",NA,NA,"HUEFS0076184","HUEFS0076184",NA,NA,NA,"61861","auto",NA,NA,"Rosanae",NA,NA,NA
"77","2015-03-13 18:27:39-03","F","FMNH-SEEDPLANTS","V0221974F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","elongata","Camarea elongata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0221974F","V0221974F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"78","2020-07-23 12:11:13-03","CEPLAC","CEPEC","121435","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata",NA,"P. D. Carvalho","E. de Melo","4909","1970","09","01",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Fazenda Guabira; nascentedo do Rio Salitre.","-41.191389","-11.435833",NA,NA,NA,NA,NA,NA,NA,"41W11'29","11S26'9",NA,NA,NA,NA,NA,NA,NA,"30/08/2007"
"79","2020-07-23 12:11:13-03","CEPLAC","CEPEC","18891","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata",NA,"M. C. Mamede","R. M. Harley","19361","1977","03","01",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Topo Morro do Chapéu. Ca. 8Km ao SW da cidade, a W Rod. Para Utinga.","-41.35","-11.583333",NA,NA,NA,NA,NA,NA,NA,"41W21'0","11S35'0",NA,NA,NA,NA,NA,"Holótipo",NA,"30/03/1989"
"80","2020-07-23 12:11:13-03","CEPLAC","CEPEC","29718","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata",NA,"M. C. Mamede","H. P. Bautista","392","1980","08","27",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Area úmida.","-41.230556","-11.5975",NA,NA,NA,NA,NA,NA,NA,"41W13'50","11S35'51",NA,NA,NA,NA,NA,"Paratipo",NA,"30/12/1990"
"81","2020-07-23 12:11:13-03","CEPLAC","CEPEC","32088","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata",NA,"M. C. Mamede","R. M. Harley","22771","1980","05","30",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Topo Morro do Chapeu. Ca. 8Km ao SW da cidade, a W da Rod. Para Utinga.","-41.2","-11.583333",NA,NA,NA,NA,NA,NA,NA,"41W12'0","11S35'0",NA,NA,NA,NA,NA,"Paratipo",NA,"30/03/1989"
"82","2020-07-23 12:11:13-03","CEPLAC","CEPEC","83410","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata",NA,"P. D. Carvalho","E. M. Silva","72","2000","02","09",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Morrão.","-41.206667","-11.591111",NA,NA,NA,NA,NA,NA,NA,"41W12'24","11S35'28",NA,NA,NA,NA,NA,NA,NA,"22/05/2002"
"83","2020-07-23 12:11:13-03","CEPLAC","CEPEC","96955","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata",NA,"A. M. Amorim","N. Roque",NA,"1996","11","19",NA,"Brasil","Bahia","RIO DE CONTAS","Serra do Tombador.","-41.795","-13.630556",NA,NA,NA,NA,NA,NA,NA,"41W47'42","13S37'50",NA,NA,NA,NA,NA,NA,NA,"30/01/1999"
"84","2020-07-23 12:11:13-03","CEPLAC","CEPEC","44518","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata",NA,"M. C. Mamede","G. Hatschbach","39644","1966","05","18",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Morrão.","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,NA,NA,NA,"0*0'0","0*0'0","98143","auto",NA,NA,NA,"Paratipo",NA,"30/12/1990"
"85","2020-07-23 12:11:13-03","CEPLAC","CEPEC","85371","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata",NA,"A. M. Amorim","A. M. Amorim","3000","1999","04","26",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Morro da torre de transmissão.","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98143","auto",NA,NA,NA,NA,NA,"30/12/1999"
"86","2020-07-23 12:11:13-03","CEPLAC","CEPEC","27205","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata",NA,"M. C. Mamede","S. A. Mori","14443","1998","10","19",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Prox. a torre TELEBAHIA, ca. 6Kmao S de cidade.","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,NA,NA,NA,"0W0'0","0s0'0","98143","auto",NA,NA,NA,"Paratipo",NA,"30/03/1989"
"87","2020-08-20 14:57:24-03","UFSC","FLOR","45661","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede",NA,"França, F.; Melo, E. & Silva, B.M.","2850","1999","05","02",NA,"Brasil","Bahia","Morro do Chapéu","Morro das Pedras Duas Irmãs.","-41.297222","-11.556944","1155","1155",NA,"subarbusto procumbente. Folha membranácea discolor. Pétalas amarelas. Anteras amarelas","FLOR0045661",NA,NA,"41º17'50''W","11º33'25''S",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-08-20 14:57:24-03","UFSC","FLOR","45762","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede",NA,"Miranda, E.B.; et alii","72","1999","02","07",NA,"Brasil","Bahia","Morro do Chapéu","Morrão.","-41.206667","-11.591111","1270","1270",NA,"subarbusto, 0,3m altura. Folha membranácea, discolor. Pétalas amarelas; androceu amarelo; glandulas verdes","FLOR0045762",NA,NA,"41º12'24''W","11º35'28''S",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 10:08:36-03","IBt","SP","253601","S","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Mamede, MCH","Harley, RM; Simão, R; Hind, DJN; Fothergill, JM","25353","1988","10","24",NA,"Brasil","Bahia","Rio de Contas","Arredores do Povoado de Mato Grosso","-41.833333","-13.466667","1260","1260",NA,NA,"SP017091",NA,"2010","-41.833333","-13.466667",NA,NA,"09",NA,NA,NA,NA,NA
"90","2019-11-21 10:08:36-03","IBt","SP","253624","S","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Mamede, MCH","Harley, RM; Mello-Silva, R; Cordeiro, I; Rossi, L","26284","1988","11","25",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas, vertente leste, Campo do Queiroz","-41.95","-13.533333","1500","1500",NA,NA,"SP017092","SP017092","2010","-41.95","-13.533333",NA,NA,"09",NA,NA,NA,NA,NA
"91","2019-11-21 10:08:36-03","IBt","SP","363333","S","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Mamede, MCH","Mello-Silva, R; Motta, LB; Santos, DYAC; Lima, LR","2134","2003","02","01",NA,"Brasil","Bahia","Rio de Contas","Arapiranga, alto da serra na trilha para o rio Água Suja","-41.790833","-13.433056","1090","1090",NA,NA,"SP017120","SP017120","2003","-41.790833","-13.433056",NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-21 10:08:36-03","IBt","SP","363337","S","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Mamede, MCH","Lima, LR; Mello-Silva, R; Santos, DYAC; Motta, LB","285","2003","02","05",NA,"Brasil","Bahia","Morro do Chapéu","Alto do Morro do Chapéu, 6,7 km da estrada para Utinga, próximo à torre repetidora de TV","-41.2075","-11.591389","1210","1210",NA,NA,"SP017121",NA,"2003","-41.2075","-11.591389",NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-21 10:08:36-03","IBt","SP","470970","S","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Mamede, MCH","Silva, OLM; Hurbath, F; Seixas, FC","153","2014","08","23",NA,"Brasil","Bahia","Morro do Chapéu","Morrão. Estrada para o topo do morro, nas antenas de repetição","-41.207778","-11.591111","1250","1250",NA,NA,NA,NA,"2016","-41.207778","-11.591111",NA,NA,"03",NA,NA,NA,NA,NA
"94","2019-11-21 10:08:36-03","IBt","SP","271938","S","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Mamede, MCH","Freire Fierros, A; Rodrigues, M; Yvert, JP; Moraes, R; Martins, JM; Sugliano, G; Rocha, PL","1732","1990","10","03",NA,"Brasil","Bahia","Morro do Chapéu","Estrada para as antenas do morro","-41.033333","-11.1",NA,NA,NA,NA,"SP017124",NA,"1995","-41.033333","-11.1",NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-21 10:08:36-03","IBt","SP","267578","S","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Amorim, AM","Jardim, JG; Carvalho, AM; Amorim, AM; Silva, JR","56","1993","02","22",NA,"Brasil","Bahia","Morro do Chapéu","Ca. 10 km SW da cidade","-41.1561012268066","-11.5500001907349","1150","1150",NA,NA,"SP017123",NA,"1993",NA,NA,"98143","auto","05",NA,NA,NA,NA,NA
"96","2019-11-21 10:08:36-03","IBt","SP","244831","S","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Mamede, MCH","Martinelli, G; et al.","5244","1978","10","27",NA,"Brasil","Bahia","Morro do Chapéu","Morro da antena de televisão. Campo rupestre","-41.1561012268066","-11.5500001907349","1200","1350",NA,"Subarbusto, saxícola, folhas verdes, cálice e glândulas verdes, corola amarela, botões florais verde-amarelados. Pouco frequente","SP000197","SP000197","1981",NA,NA,"98143","auto","11","20",NA,"Paratype",NA,NA
"97","2019-11-21 10:08:36-03","IBt","SP","342946","S","Plantae",NA,NA,"Malpighiaceae","Camarea","elongata","Camarea elongata","Mamede","Amorim, AM","Amorim, AM; Forzza, RC; Sant'Ana, SC","3000","1999","04","26",NA,"Brasil","Bahia","Morro do Chapéu","Morro da torre de transmissão","-41.1561012268066","-11.5500001907349","1400","1400",NA,NA,"SP017122",NA,"1999",NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA
