"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","county","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","relatedCatalogItem","previousCatalogNumber","sex"
"47","2020-03-12 10:28:55-03","UFOP","OUPR","34318","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Pedrosa, L.G.","Pedrosa, L.G.","1794","2019","07","27",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Saboeiro / Alto do Itacolomi / Boqueirão","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto, 1,8m. Flores creme. Borda de mata.",NA,NA,NA,"Ouro Preto",NA,NA,NA,"2019","07","27","44599","auto",NA,NA,NA,NA,NA,NA
"48","2019-11-05 16:43:36-03","UFOP","OUPR","31291","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Heiden, G.","Pedrosa, L.G.","332","2018","05","25",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Trilha do Pico do Itacolomi.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Subarbusto, ca. 90cm. Flores alvas. Pouco frequente no P.E. do Itacolomi. Campo rupestre úmido.",NA,NA,NA,"Ouro Preto",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"49","2019-11-05 16:43:36-03","UFOP","OUPR","1799","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Lisboa, M.A.","Badini, J.","s.n.","1973","06","26",NA,"Brasil","Minas Gerais","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Cerrado",NA,NA,NA,"Ouro Preto",NA,NA,NA,"1973","06","25","44599","auto",NA,NA,NA,NA,NA,NA
"50","2019-11-05 16:43:36-03","UFOP","OUPR","1803","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Lisboa, M.A.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Cerrado. Arbusto. Flores amarelas",NA,NA,NA,"Ouro Preto",NA,NA,NA,"1973","06","23","44599","auto",NA,NA,NA,NA,NA,NA
"51","2019-11-05 16:43:36-03","UFOP","OUPR","1802","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Theodoro, F.","Badini, J.","s.n.","1941","09",NA,NA,"Brasil","Minas Gerais","Serra do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo. Arbusto. Flores amarelas",NA,NA,NA,"Ouro Preto",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"52","2019-11-08 08:49:38-03","FURB","FURB","41782","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Barroso, GM","Krieger, L.; Urbano","8534","1970","05","13",NA,"Brasil","Minas Gerais","Serra do Ibitipoca.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"FURB16824","FURB16824",NA,"Lima Duarte",NA,NA,NA,"1995",NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"53","2020-06-29 09:29:26-03","UFRRJ","RBR","33158","S","Plantae",NA,NA,"Asteraceae","Baccharis","tarchonanthoides","Baccharis tarchonanthoides integrifolia","Baker","G. Heiden","G. Heiden","806","2007","09","12",NA,"Brasil","Minas Gerais",NA,"-44.8699989318848","-22.283899307251",NA,NA,NA,NA,"RBR00033158","RBR00033158",NA,"Itamonte","integrifolia",NA,NA,"2007","09","12","26914","auto",NA,NA,NA,NA,NA,NA
"54","2020-06-29 09:29:26-03","UFRRJ","RBR","33157","S","Plantae",NA,NA,"Asteraceae","Baccharis","tarchonanthoides","Baccharis tarchonanthoides integrifolia","Baker","G. Heiden","G. Heiden","985","2008","04","13",NA,"Brasil","Rio de Janeiro","Planalto, entre o Abrigo Rebouças e as Prateleiras","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"RBR00033157","RBR00033157",NA,"Itatiaia","integrifolia",NA,NA,"2008","04","13","19648","auto",NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:14:40-03","MBM","MBM","337819","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Borges, R.A.X.","Forzza, R.C.; Assis, L.C.; Bezerra, L.M.; Calió, M.F.; Temponi, L.G.; Assis, L.C.; Bezerra, L.M.; Calió, M.F.; Temponi, L.G.","3961","2005","01","20","Southern America","Brazil","Minas Gerais","Parque Estadual da Serra do Ibitipoca","-43.883333","-21.683333","1650","1650",NA,"Arbusto, 1,5 m, folhas discolores, com indumento incano abaxialmente, flores creme e esverdeadas.","MBM337819","MBM337819",NA,"Lima Duarte",NA,"-43.883333","-21.683333","2006","11","06",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:14:40-03","MBM","MBM","423124","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Prutoso, D.P.; Salgado, S.","Carvalho, A.M.V.","34","1978","07","15","Southern America","Brazil","Minas Gerais","Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697","1250","1250",NA,"Arbusto heliófilo, rupícola de folhas verdes, discolor com face ventral alvacenta. Densas inflorescências terminais com pequenas flores alvas.; Formações rupestres.","MBM423124",NA,NA,"Ouro Preto",NA,NA,NA,"1991","05","02","44599","auto",NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:14:40-03","MBM","MBM","423252","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Prutoso, D.P.; Salgado, S.","Carvalho, A.M.V.","34","1978","07","15","Southern America","Brazil","Minas Gerais","Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697","1250","1250",NA,"Arbusto heliófilo, rupícola de folhas verdes, discolor com face ventral alvacenta. Densas inflorescências terminais com pequenas flores alvas.; Formações rupestres.","MBM423252",NA,NA,"Ouro Preto",NA,NA,NA,"1991","05","02","44599","auto",NA,NA,NA,NA,NA,NA
"58","2019-11-01 15:27:58-03","PUC-RIO","FCAB","3827","PreservedSpecimen","Plantae",NA,"Angiospermae","Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"L. Lobo; T.S.M. Grandi","2166","1985","12","06",NA,"Brasil","Minas Gerais","Serra da Piedade","-43.6697006225586","-19.8799991607666","1720","1720",NA,"Campo rupestre.&nf;Lat.: 19°49' S. / Long.: 43°40' W.&nf;3° estação de coleta.","003827",NA,NA,"Caeté",NA,NA,NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA
"59","2015-09-04 05:48:40-03","MNHN","RECOLNAT_MNHN_P","P02404223","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Glaziou, A.",NA,"1884","6","12",NA,"Brasil","Minas Gerais","Brésil, Minas, Caraça, prés dela Cora da Onça. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02404223' target='other'> <mi>dwc_moreinfo</mi></a>","P02404223","P02404223_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15052",NA,NA,NA,NA,NA
"60","2015-09-04 05:48:39-03","MNHN","RECOLNAT_MNHN_P","P02404215","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"brésil",NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02404215' target='other'> <mi>dwc_moreinfo</mi></a>","P02404215","P02404215_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 93",NA,NA,NA,NA,NA
"61","2015-09-04 05:48:39-03","MNHN","RECOLNAT_MNHN_P","P02404216","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"s.c.",NA,NA,NA,NA,NA,"Brasil",NA,". Brasil, América do Sul",NA,NA,NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02404216' target='other'> <mi>dwc_moreinfo</mi></a>","P02404216","P02404216_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2015-10-02 05:50:47-03","MNHN","RECOLNAT_MNHN_P","P00755424","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Teles","Gaudichaud, C.",NA,"1833",NA,NA,NA,"Brésil",NA,"Prov. San Paolo",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00755424' target='other'> <mi>dwc_moreinfo</mi></a>","P00755424","P00755424_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"471",NA,NA,NA,NA,NA
"63","2014-01-16 11:35:38-02","MNHN","RECOLNAT_MNHN_P","P00755476","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Heiden","Gardner, G.",NA,"1842",NA,NA,NA,"Brésil",NA,"Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00755476' target='other'> <mi>dwc_moreinfo</mi></a>","P00755476","P00755476_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4898",NA,NA,NA,NA,NA
"64","2015-09-04 05:48:39-03","MNHN","RECOLNAT_MNHN_P","P02404213","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"brésil","minas gerais","Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02404213' target='other'> <mi>dwc_moreinfo</mi></a>","P02404213","P02404213_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 78",NA,NA,NA,NA,NA
"65","2015-09-04 05:48:39-03","MNHN","RECOLNAT_MNHN_P","P02404214","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"brésil",NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02404214' target='other'> <mi>dwc_moreinfo</mi></a>","P02404214","P02404214_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 93",NA,NA,NA,NA,NA
"66","2015-09-04 05:48:39-03","MNHN","RECOLNAT_MNHN_P","P02404217","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"brésil",NA,"Prov. de Minas Geraes. Serra da Carassa",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02404217' target='other'> <mi>dwc_moreinfo</mi></a>","P02404217","P02404217_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"335",NA,NA,NA,NA,NA
"67","2015-09-04 05:48:39-03","MNHN","RECOLNAT_MNHN_P","P02404218","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"brésil",NA,"Prov. de Minas Geraes. Serra da Carassa",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02404218' target='other'> <mi>dwc_moreinfo</mi></a>","P02404218","P02404218_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"335",NA,NA,NA,NA,NA
"68","2015-09-04 05:48:39-03","MNHN","RECOLNAT_MNHN_P","P02404219","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Warming, R.",NA,NA,NA,NA,NA,"Brasil",NA,"Brésil. Serra da Piedade. Brasil, América do Sul",NA,NA,NA,NA,"hb",". s.d. Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02404219' target='other'> <mi>dwc_moreinfo</mi></a>","P02404219","P02404219_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2015-09-04 05:48:39-03","MNHN","RECOLNAT_MNHN_P","P02404220","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"brésil","minas gerais","Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02404220' target='other'> <mi>dwc_moreinfo</mi></a>","P02404220","P02404220_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 78",NA,NA,NA,NA,NA
"70","2015-09-04 05:48:39-03","MNHN","RECOLNAT_MNHN_P","P02404221","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Glaziou, A.",NA,"1890","7","29",NA,"Brasil","Minas Gerais","Brésil.Campo de S. João pres d´ Ouro Preto. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02404221' target='other'> <mi>dwc_moreinfo</mi></a>","P02404221","P02404221_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18333",NA,NA,NA,NA,NA
"71","2015-09-04 05:48:40-03","MNHN","RECOLNAT_MNHN_P","P02404222","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Glaziou, A.",NA,"1884","6","12",NA,"Brasil","Minas Gerais","Caraça, prés de la Coroa da Onça. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". . Donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02404222' target='other'> <mi>dwc_moreinfo</mi></a>","P02404222","P02404222_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15052",NA,NA,NA,NA,NA
"72","2015-09-04 05:48:40-03","MNHN","RECOLNAT_MNHN_P","P02404224","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,"Brésil. Brasil, América do Sul",NA,NA,NA,NA,"hb",". s.d. Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02404224' target='other'> <mi>dwc_moreinfo</mi></a>","P02404224","P02404224_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2015-09-04 05:48:40-03","MNHN","RECOLNAT_MNHN_P","P02404225","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Glaziou, A.",NA,"1884","2","1",NA,"Brasil","Minas Gerais","Brésil, Minas, Caraça. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". . Avec M. Labbé Sipolis. Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02404225' target='other'> <mi>dwc_moreinfo</mi></a>","P02404225","P02404225_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2015-09-04 05:48:40-03","MNHN","RECOLNAT_MNHN_P","P02404226","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Glaziou",NA,"1890","7","29",NA,"Brasil","Minas Gerais","Brésil. Campo de S. João, pres d´ Ouro Preto. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02404226' target='other'> <mi>dwc_moreinfo</mi></a>","P02404226","P02404226_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18333",NA,NA,NA,NA,NA
"75","2015-09-04 05:48:40-03","MNHN","RECOLNAT_MNHN_P","P02404227","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Claussen",NA,"1841","1","1",NA,"Brasil","Minas Gerais",". Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02404227' target='other'> <mi>dwc_moreinfo</mi></a>","P02404227","P02404227_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12534",NA,NA,NA,NA,NA
"76","2015-09-04 05:48:40-03","MNHN","RECOLNAT_MNHN_P","P02404228","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Martius",NA,NA,NA,NA,NA,"Brasil",NA,". Brasil, América do Sul",NA,NA,NA,NA,"hb",". s.d. Herbar Florae Brasil <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02404228' target='other'> <mi>dwc_moreinfo</mi></a>","P02404228","P02404228_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"750",NA,NA,NA,NA,NA
"77","2015-09-04 05:48:40-03","MNHN","RECOLNAT_MNHN_P","P02404229","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"[Ihleag]",NA,NA,NA,NA,NA,"Brasil",NA,"Marti. Brasil, América do Sul",NA,NA,NA,NA,"hb",". . Martius herb. fl. Brasil <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02404229' target='other'> <mi>dwc_moreinfo</mi></a>","P02404229","P02404229_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"750",NA,NA,NA,NA,NA
"78","2015-09-04 05:48:40-03","MNHN","RECOLNAT_MNHN_P","P02404230","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Riedel",NA,"1824","8","1",NA,"Brasil","Minas Gerais","Itacolumi. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". . 561 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02404230' target='other'> <mi>dwc_moreinfo</mi></a>","P02404230","P02404230_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"412",NA,NA,NA,NA,NA
"79","2015-09-04 05:48:40-03","MNHN","RECOLNAT_MNHN_P","P02404231","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Claussen",NA,"1841","1","1",NA,"Brasil","Minas Gerais",". Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02404231' target='other'> <mi>dwc_moreinfo</mi></a>","P02404231","P02404231_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1253",NA,NA,NA,NA,NA
"80","2015-09-04 05:48:40-03","MNHN","RECOLNAT_MNHN_P","P02404232","PreservedSpecimen",NA,NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Claussen",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Brésil.(Minas-Geraes). Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02404232' target='other'> <mi>dwc_moreinfo</mi></a>","P02404232","P02404232_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1843",NA,NA,NA,NA,NA
"81","2019-07-19 15:38:06-03","JBB","HEPH","35511","S","Plantae","Dicotyledon","Asterales","Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Oliveira, CT","s.n.","2016","07","31","Southern America","Brasil","Minas Gerais","Fazenda Córrego das Almas","-43.486944","-20.135",NA,NA,NA,"BHCB188988",NA,NA,NA,"Mariana",NA,"-43.486944","-20.135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-11 11:32:24-03","UFMG","BHCB","110541","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Carmo, FF","817","2007","07","12","Southern America","Brasil","Minas Gerais","Serra de Capanema., C1.","-43.574444","-20.21","1904","1904",NA,"Plantas do Brasil. Borda de afloramento de canga. Capítulos estaminados.",NA,NA,NA,"Itabirito",NA,"-43.574444","-20.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-11 11:32:24-03","UFMG","BHCB","106864","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Teles, AM; Nordenstam, B; Viana, PL; Mota, NFO; Antunes, K","408","2007","04","10","Southern America","Brasil","Minas Gerais","Serra Negra., Crista da serra.","-43.879444","-21.964167",NA,NA,NA,"Plantas do Brasil. Campo rupestre com afloramento quartzítico. Arbusto ereto, ca. 2m. Capítulos com flores amarelas.",NA,NA,NA,"Rio Preto",NA,"-43.879444","-21.964167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-11 11:32:24-03","UFMG","BHCB","118455","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Carmo, FF","1441","2007","11","13","Southern America","Brasil","Minas Gerais","Serra de Gandarela., C1.","-43.683056","-20.093889","1624","1624",NA,"Plantas do Brasil. Borda de capão; afloramento de canga. Coordenadas indicadas na exsicata como 20.0537°S e 43.4059°W.",NA,NA,NA,"Rio Acima",NA,"-43.683056","-20.093889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-11 11:32:24-03","UFMG","BHCB","141963","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Oliveira, CT; Giacomin, LL","32","2008","08","26","Southern America","Brasil","Minas Gerais","RPPN Santuário do Caraça, Pico Conceição","-43.526944","-20.093889","1791","1791",NA,"árvore de 4 m, capítulos verdes e brancos.",NA,NA,NA,"Catas Altas",NA,"-43.526944","-20.093889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-11 11:32:24-03","UFMG","BHCB","142011","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Oliveira, CT; Giacomin, LL","97","2008","08","27","Southern America","Brasil","Minas Gerais","RPPN Santuário do Caraça, subida ao Pico Cangerana","-43.513333","-20.135","1901","1901",NA,"arbusto de 1,5 m, capítulos brancos.",NA,NA,NA,"Catas Altas",NA,"-43.513333","-20.135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-11 11:32:24-03","UFMG","BHCB","142315","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Oliveira, CT; Giacomin, LL; Viveros, RS","414","2009","04","25","Southern America","Brasil","Minas Gerais","RPPN Santuário do Caraça, Pico do Sol","-43.448611","-20.111944","1918","1918",NA,"arbusto de 2,0 m, capítulos amarelados.",NA,NA,NA,"Catas Altas",NA,"-43.448611","-20.111944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-11 11:32:24-03","UFMG","BHCB","178823","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","822","2015","09","28","Southern America","Brasil","Minas Gerais","RPPN Capanema","-43.605","-20.197222",NA,NA,NA,"Determinação por foto; Arbusto; ca. 0,80m alt; inflorescência imatura creme.; Campo Antropizado",NA,NA,NA,"Ouro Preto",NA,"-43.605","-20.197222","2015","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-11 11:32:24-03","UFMG","BHCB","18550","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Paula, JA de; Braga, PIS; S.E. Liasaro; Reis, CC; Andrade, IR","s.n.","1987","07","15","Southern America","Brasil","Minas Gerais","Serra da Piedade.","-43.666667","-19.816667",NA,NA,NA,"Campo rupestre. Arbustivo.",NA,NA,NA,"Caeté",NA,"-43.666667","-19.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-11 11:32:24-03","UFMG","BHCB","188988","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Oliveira, CT","s.n.","2016","07","31","Southern America","Brasil","Minas Gerais","Fazenda Córrego das Almas","-43.486944","-20.135",NA,NA,NA,NA,"BHCB188988",NA,NA,"Mariana",NA,"-43.486944","-20.135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-11 11:32:24-03","UFMG","BHCB","200714","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Pirani, JR; Ferrucci, MS; Rando, JG; Santos, MF","5953","2009","02","10","Southern America","Brasil","Minas Gerais","Parque Estadual do Pico do Itambé, trilha subindo pela encosta do pico, próxim a ponte do Rebetão (pequena ponte suspensa)","-43.340639","-18.398778","1804","1804",NA,"Arbusto 1,5 m. de altura. Capítulos passados creme.; Solo arenoso entre rochas.","BHCB200714","BHCB200714",NA,"Santo Antônio do Itambé",NA,"-43.340639","-18.398778","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-01-29 17:16:15-03","UFMG","BHCB","54406","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner",NA,"Gardner, G","4898",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"BHCB000042","BHCB000042","Typus?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
