"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","class","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"14","2019-08-20 10:01:49-03","UNICAMP","UEC",NA,"S","Plantae","Liliopsida",NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B.Sm.","Mello-Silva, R","Leitão Filho, HF; Semir, J","4702","1977","04","13",NA,"Brazil","São Paulo","Arredores da cidade em campo rochoso",NA,NA,NA,"ori, Herbáceo, folhas rosadas, viscosos, viscosos com leve odor de limão. Flores roxas com pontas verdes","UEC000897",NA,"Itararé","-49.3400001525879","-24.1100006103516",NA,"27729","auto",NA,NA,"1987","12",NA,NA,NA,NA
"15","2019-08-20 10:01:49-03","UNICAMP","UEC","194284","S","Plantae","Liliopsida",NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B.Sm.","Mello-Silva, R","Leitão Filho, HF; Semir, J","4702","1977","04","13",NA,"Brazil","São Paulo","Arredores da cidade em campo rochoso",NA,NA,NA,"ori, Herbáceo, folhas rosadas, viscosos, viscosos com leve odor de limão. Flores roxas com pontas verdes","UEC137502","UEC137502","Itararé","-49.3400001525879","-24.1100006103516",NA,"27729","auto",NA,NA,"1987","12",NA,NA,NA,NA
"16","2019-08-20 10:01:49-03","UNICAMP","UEC","17463","S","Plantae","Liliopsida",NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B.Sm.","Mello-Silva, R","Leitão Filho, HF; Semir, J","4702","1977","04","13",NA,"Brazil","São Paulo","Arredores da cidade em campo rochoso",NA,NA,NA,"ori, Herbáceo, folhas rosadas, viscosos, viscosos com leve odor de limão. Flores roxas com pontas verdes","UEC000900","UEC000900","Itararé","-49.3400001525879","-24.1100006103516",NA,"27729","auto",NA,NA,"1987","12",NA,NA,NA,NA
"17","2019-08-16 08:41:21-03","UTFPR","HCF","22430","S","Plantae",NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B.Sm.","J.M. Silva","J.M. Silva","9261","2016","03","26",NA,"Brasil","PR","PCH Fazenda Entre Rios","625","625",NA,"erva rupícola; flor vinosa. Cerrado, em paredão de rocha.",NA,NA,"Sengés","-49.623889","-24.121389",NA,NA,NA,"49°37'26 W","24°07'17 S","2016","03","27",NA,NA,NA
"18","2019-08-16 08:41:21-03","UTFPR","HCF","15825","S","Plantae",NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B.Sm.","E.D. Lozano","E.D. Lozano","1444","2013","08","20",NA,"Brasil","PR","Salto Santa Rosa",NA,NA,NA,"rupícola, 30 cm, flores roxas, em paredão.",NA,NA,"Tibagi","-50.4136009216309","-24.5093994140625",NA,"56988","auto",NA,NA,"2013",NA,NA,NA,NA,NA
"19","2020-12-21 16:46:47-03","MBM","MBM","349368","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B. Sm.","Hatschbach, G.","Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","6511B","2008","04","20","Southern America","Brazil","Paraná","Pedra Branca, Serra dos Mulatos",NA,NA,NA,"Flor lilás. Em paredão de arenito","MBM349368","MBM349368","Ortigueira","-50.9494018554688","-24.2082996368408",NA,"46016","auto",NA,NA,"2008",NA,NA,NA,NA,NA
"20","2020-12-21 16:46:47-03","MBM","MBM","349361","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B. Sm.","Hatschbach, G.","Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","6523","2008","05","21","Southern America","Brazil","Paraná","Morro do Jacaré",NA,NA,NA,"Flor lilás. Paredão rochoso","MBM349361","MBM349361","Tibagi","-50.4136009216309","-24.5093994140625",NA,"56988","auto",NA,NA,"2008",NA,NA,NA,NA,NA
"21","2020-12-21 16:46:47-03","MBM","MBM","406533","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B. Sm.","Silva, J.M.","Silva, J.M.","9261","2016","03","26","Southern America","Brazil","Paraná","PCH Fazenda Entre Rios","625","625",NA,"Erva rupícola; flor vinosa.; Cerrado, em paredão de rocha.","MBM406533","MBM406533","Sengés","-49.623889","-24.121389",NA,NA,NA,"-49.623889","-24.121389","2016","03","27",NA,NA,NA
"22","2020-12-21 16:46:47-03","MBM","MBM","1991","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B. Sm.","Hatschbach, G.","Hatschbach, G.","15715",NA,NA,NA,"Southern America","Brazil","Paraná","Serra dos Mulatos",NA,NA,NA,NA,"MBM001991","MBM001991","Ortigueira","-50.9494018554688","-24.2082996368408",NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:46:47-03","MBM","MBM","41697","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B. Sm.","Smith, L.B.","Hatschbach, G.; Lange, R.B.; Lange, R.B.","5359","1958","12","15","Southern America","Brazil","Paraná","Fazenda Morungava, Rio do Funil",NA,NA,NA,"rupicela (paredes de arenite). flor tube verde, interior bordeau.; Rupícola. Flor tubo verde, interior bordeau.; Paredões de arenito.","MBM041697","MBM041697","Sengés","-49.4636001586914","-24.1128005981445",NA,"55682","auto",NA,NA,NA,NA,NA,"ISOTYPE",NA,NA
"24","2020-12-21 16:46:47-03","MBM","MBM","21053","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B. Sm.","Hatschbach, G.","Hatschbach, G.","29212",NA,NA,NA,"Southern America","Brazil","Paraná","Fazenda Morungava, Rio do Funil",NA,NA,NA,NA,"MBM021053","MBM021053","Sengés","-49.4636001586914","-24.1128005981445",NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:46:47-03","MBM","MBM","142163","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B. Sm.","Hatschbach, G.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","54860",NA,NA,NA,"Southern America","Brazil","Paraná","Rio do Funil",NA,NA,NA,NA,"MBM142163","MBM142163","Sengés","-49.4636001586914","-24.1128005981445",NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:46:47-03","MBM","MBM","123274","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B. Sm.","Hatschbach, G.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","51947",NA,NA,NA,"Southern America","Brazil","Paraná","Rio do Funil",NA,NA,NA,NA,"MBM123274","MBM123274","Sengés","-49.4636001586914","-24.1128005981445",NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:46:47-03","MBM","MBM","197488","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B. Sm.","Hatschbach, G.","Ziller, S.R.","1477",NA,NA,NA,"Southern America","Brazil","Paraná","Rio Iapó, Guartelá",NA,NA,NA,NA,"MBM197488","MBM197488","Tibagi","-50.4136009216309","-24.5093994140625",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:46:47-03","MBM","MBM","387586","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B. Sm.","Lozano, E.D.","Lozano, E.D.; Bochorny, T.; Luz, P.M.; Bochorny, T.; Luz, P.M.","1444","2013","08","20","Southern America","Brazil","Paraná","Salto Santa Rosa",NA,NA,NA,"Rupícola, 30 cm, flores roxas, em paredão.; Campos Gerais","MBM387586","MBM387586","Tibagi","-50.4136009216309","-24.5093994140625",NA,"56988","auto",NA,NA,"2013",NA,NA,NA,NA,NA
"29","2015-09-03 19:17:12-03","MNHN","RECOLNAT_MNHN_P","P02085783","PreservedSpecimen",NA,NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B.Sm.",NA,"Smith, L.B.|Hatschbach, G.",NA,"1965","1","19",NA,"Brasil","Paraná","Cliff, Fazenda Morungava, Rio Funil","800",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02085783' target='other'> <mi>dwc_moreinfo</mi></a>","P02085783","P02085783_01","Sengés","-49.36667","-24.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14825",NA
"30","2015-09-03 19:17:12-03","MNHN","RECOLNAT_MNHN_P","P02085782","PreservedSpecimen",NA,NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B.Sm.",NA,"Dusén, P.",NA,"1915","12","7",NA,"Brasil","Paraná",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02085782' target='other'> <mi>dwc_moreinfo</mi></a>","P02085782","P02085782_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17379",NA
"31","2015-09-05 09:19:24-03","MNHN","RECOLNAT_MNHN_P","P00712998","PreservedSpecimen",NA,NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B.Sm.","Mello-Silva","Dusén, P.",NA,"1915","1","23",NA,"Brésil",NA,"Parana : Itarare opp., Morungava praedium in campo cerrado in rupibus umbrosis","740",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00712998' target='other'> <mi>dwc_moreinfo</mi></a>","P00712998","P00712998_01 P00712998_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paratype","16478",NA
"32","2021-02-11 17:21:58-03","UFPR","UPCB","75849","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B.Sm.","Luz, P. M.","Luz, P.M.","3","2014","02","11",NA,"Brasil","Paraná","799m. Salto Santa Rosa Erva.",NA,NA,NA,"Flor interna e externa arroxeada. Fruto acastanhado. Campo rupestre..",NA,NA,"Tibagi","-50.517","-24.55",NA,NA,NA,"-50.517","-24.550",NA,NA,NA,NA,NA,NA
"33","2021-02-11 17:21:58-03","UFPR","UPCB","75850","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B.Sm.","Luz, P. M.","Luz, P.M.","4","2012","07","27",NA,"Brasil","Paraná","766m. Salto Puxa Nervos (parede 1)",NA,NA,NA,"Erva, flor interna e externa arroxeada. Fruto acastanhado. Campo rupestre..",NA,NA,"Tibagi","-50.517","-24.55",NA,NA,NA,"-50.517","-24.550",NA,NA,NA,NA,NA,NA
"34","2021-02-11 17:21:58-03","UFPR","UPCB","75851","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B.Sm.","Luz, P. M.","Michalski, L.J.","1","2012","05","25",NA,"Brasil","Paraná","890m. Reserva Particular do Patrimônio Natural Vale do Corisco.",NA,NA,NA,"Erva, flor interna e externa arroxeada. Fruto acastanhado. Campo rupestre..",NA,NA,"Sengés","-49.35","-24.2",NA,NA,NA,"-49.350","-24.200",NA,NA,NA,NA,NA,NA
"35","2021-02-11 17:21:58-03","UFPR","UPCB","75852","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B.Sm.","Luz, P. M.","Luz, P.M.","5","2012","07","27",NA,"Brasil","Paraná","780m. Salto Puxa Nervos (parede 2)",NA,NA,NA,"Erva, flor interna e externa arroxeada. Fruto acastanhado. Campo rupestre..",NA,NA,"Tibagi","-50.517","-24.55",NA,NA,NA,"-50.517","-24.550",NA,NA,NA,NA,NA,NA
"36","2021-02-11 17:21:58-03","UFPR","UPCB","75853","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B.Sm.","Luz, P. M.","Luz, P.M.","6","2012","07","27",NA,"Brasil","Paraná","1280m. Morro da Pedra Branca - Torres OI",NA,NA,NA,"Erva, flor interna e externa arroxeada. Fruto acastanhado. Campo rupestre..",NA,NA,"Ortigueira","-51.067","-23.967",NA,NA,NA,"-51.067","-23.967",NA,NA,NA,NA,NA,NA
"37","2021-02-11 17:21:58-03","UFPR","UPCB","75854","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B.Sm.","Luz, P. M.","Luz, P.M.","7","2012","07","27",NA,"Brasil","Paraná","1045m. Morro do Jacaré",NA,NA,NA,"Erva, flor interna e externa arroxeada. Fruto acastanhado. Campo rupestre..",NA,NA,"Tibagi","-50.517","-24.55",NA,NA,NA,"-50.517","-24.550",NA,NA,NA,NA,NA,NA
"38","2021-02-11 17:21:58-03","UFPR","UPCB","75858","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B.Sm.","Luz, P. M.","Luz, P.M.","14","2013","02","14",NA,"Brasil","Paraná","1088m. Rincão dos Assis.",NA,NA,NA,"Erva, flor interna e externa arroxeada. Fruto acastanhado. Campo rupestre..",NA,NA,"Tibagi","-52.414","-24.509",NA,NA,NA,"-52.414","-24.509",NA,NA,NA,NA,NA,NA
"39","2021-02-11 17:21:58-03","UFPR","UPCB","75848","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B.Sm.","Luz, P. M.","Luz, P.M.","1","2012","04","06",NA,"Brasil","Paraná","661m. Rio Funil Erva",NA,NA,NA,"Flor interna e externa arroxeada. Fruto acastanhado. Campo rupestre..",NA,NA,"Sengés","-49.4636001586914","-24.1128005981445",NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-11 17:21:58-03","UFPR","UPCB","51254","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B.Sm.","Linsingen, L. von","Linsingen, L.von","930","2005","04","10",NA,"Brasil","Paraná","Proximidades do Rio Funil",NA,NA,NA,"Erva, flor na parte interna roxa e externa esverdeada. Afloramentos de arenito Itararé..",NA,NA,"Sengés","-49.4636001586914","-24.1128005981445",NA,"55682","auto",NA,NA,"2005","01","01",NA,NA,NA
"41","2020-09-12 05:00:02-03","US","US","2510493","PreservedSpecimen","Plantae",NA,"Liliales","Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B. Sm.",NA,"G. Hatschbach","15715","1967","1","17","South America","Brazil","Paraná","Serra dos Mulatos",NA,NA,NA,NA,"US01329299","US01329299_01","Ortigueira","-50.9494018554688","-24.2082996368408","Monocotyledonae","46016","auto",NA,NA,NA,NA,NA,NA,NA,"1"
"42","2020-09-12 05:00:02-03","US","US","2279892","PreservedSpecimen","Plantae",NA,"Liliales","Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B. Sm.",NA,"G. Hatschbach & R. B. Lange","5359","1958","12","15","South America","Brazil","Paraná","Rio do Funil, Fazenda Morungava",NA,NA,NA,NA,"US00092456","US00092456_01","Sengés","-49.4636001586914","-24.1128005981445","Monocotyledonae","55682","auto",NA,NA,NA,NA,NA,"Holotype",NA,"1"
"43","2020-09-12 05:00:02-03","US","US","2725511","PreservedSpecimen","Plantae",NA,"Liliales","Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B. Sm.",NA,"G. Hatschbach","29212","1972","2","26","South America","Brazil","Paraná","Fda. Morungava, Rio do Funil",NA,NA,NA,NA,"US01329300","US01329300_01","Sengés","-49.4636001586914","-24.1128005981445","Monocotyledonae","55682","auto",NA,NA,NA,NA,NA,NA,NA,"1"
"44","2020-09-12 05:00:02-03","US","US","2573077","PreservedSpecimen","Plantae",NA,"Liliales","Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B. Sm.",NA,"L. Smith, R. M. Klein & G. Hatschbach","14825","1965","1","19","South America","Brazil","Paraná","Cliff, Fazenda Morungava, Rio Funil.",NA,NA,NA,NA,"US01329301","US01329301_01","Sengés","-49.37","-24.13","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"45","2020-09-12 05:00:02-03","US","US","2757787","PreservedSpecimen","Plantae",NA,"Liliales","Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B. Sm.",NA,"G. Hatschbach","29212","1975","7","15","South America - Neotropics","Brazil",NA,"Cultivado por R.W. Read",NA,NA,NA,NA,"US01329302","US01329302_01",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"46","2019-10-07 09:20:29-03","UEFS","HUEFS","9776","PreservedSpecimen","Plantae","Angiospermae","Pandanales","Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B.Sm.",NA,"Hatschbach, G.","54860","1990","12","04",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,"HUEFS0009776","HUEFS0009776","Sengés","-49.4636001586914","-24.1128005981445","Lilianae","55682","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-19 17:33:22-03","UEL","FUEL","55433","PreservedSpecimen","Plantae","Tracheophyta","Pandanales","Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B.Sm.","Silva, JM","Silva, JM","9261","2016","03","26",NA,"Brasil","Paraná","PCH Fazenda Entre Rios, Em paredão de rocha","625","625",NA,NA,"FUEL055433",NA,"Sengés","-49.623889","-24.121389",NA,NA,NA,"-49.623889","-24.121389","2016","03","27",NA,NA,NA
"48","2019-11-01 15:17:27-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B.Sm.","Hatschbach, G","Hatschbach, G; Silva, JM","54860","1990","12","04","Southern America","Brasil","Paraná ","Rio do Funil",NA,NA,NA,"Flor vinosa, base esverdeada. Locco classico; Em paredões de arenito. Zona de campo cerrado","UB0028027","UB0028027","Sengés","-49.4636001586914","-24.1128005981445",NA,"55682","auto",NA,NA,"1991",NA,NA,NA,NA,NA
"49","2020-08-20 20:40:52-03","UFSC","FLOR","61148","PreservedSpecimen","Plantae",NA,"Pandanales","Velloziaceae","Barbacenia","paranaensis","Barbacenia paranaensis","L.B.Sm.","Lozano, E.D.","Lozano, E.D.; Bochorny, T. & Luz, P.M.","1444","2013","08","20",NA,"Brasil","Paraná","Salto Santa Rosa.",NA,NA,NA,"Rupícola, 30cm, flores roxas","FLOR0061148","FLOR0061148","Tibagi","-50.4136009216309","-24.5093994140625",NA,"56988","auto",NA,NA,"2013",NA,NA,NA,NA,NA
