"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","infraspecificEpithet","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem","previousCatalogNumber","sex"
"22","2021-03-31 13:41:19-03","MN","R","222808","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch",NA,NA,NA,NA,"Ormond, W.T.; et alli","419","1987","09","26","Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"Projeto Área de Impactos Ambientais-Restinga",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-02-15 11:46:59-02","IPA","IPA","55517","S","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch","Almeida, E.B.","2007","02",NA,"Coelho, P.","s.n.","1994","05","31","Brasil","Pernambuco","Ilha de Itamaracá","Lagoa do Lance dos Cações",NA,NA,NA,NA,NA,NA,NA,"IPA0055517",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-02-15 11:46:59-02","IPA","IPA","67169","S","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch","Lira, S.S.",NA,NA,NA,"Lira, S.S.; Cunha, V.V.; Santos, S.M.; Cunha, V.V.; Santos, S.M.","371","2002","06","17","Brasil","Pernambuco","Tamandaré","Restinga de Ariquindá, no fruticeto aberto não inundável.","-35.095","-8.714444","-35.095","-8.714444",NA,NA,"Trepadeira; frutos imaturos verdes.; Vegetação arbustiva-herbácea. Solo arenoso.","IPA0067169",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-02-15 11:46:59-02","IPA","IPA","67171","S","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch","Lira, S.S.",NA,NA,NA,"Lira, S.S.; Santos, S.M.; Santos, S.M.","428","2002","11","25","Brasil","Pernambuco","Tamandaré","Restinga de Ariquindá, no floresta aberta não inundável.","-35.095","-8.714444","-35.095","-8.714444",NA,NA,"Trepadeira; botão floral verde-escuro; sépalas verde-clara; pétalas brancas.; Vegetação arbustiva-herbácea. Solo arenoso.","IPA0067171",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-02-15 11:46:59-02","IPA","IPA","67218","S","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch","Lira, S.S.",NA,NA,NA,"Lira, S.S.; Vicente, A.; Vicente, A.","500","2003","02","19","Brasil","Pernambuco","Tamandaré","Restinga de Ariquindá, no fruticeto aberto não inundável.","-35.095","-8.714444","-35.095","-8.714444",NA,NA,"Erva trepadeira; frutos imaturos verde-escuro.; Vegetação arbustiva-arbórea. Solo arenoso.","IPA0067218",NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-02-15 11:46:59-02","IPA","IPA","7446","S","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis brevifolia","Cogn.","Pabst, G.","1961","05","30","Andrade-Lima","54-1922","1954","11","02","Brasil","Pernambuco","Cabo de Santo Agostinho","próximo ao forte, sobre arbustos.","-35.0349998474121","-8.28666973114014",NA,NA,NA,NA,"Escandente; flor creme-verde.","IPA0007446",NA,"Plantae",NA,"Southern America",NA,"25282","auto","brevifolia",NA,NA,NA,NA,NA,NA,NA
"28","2019-02-15 11:46:59-02","IPA","IPA","3606","S","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch","Pabst, G.","1961","07","10","Pickel, B.","1040","1925","11","25","Brasil","Pernambuco","Olinda","Monte","-34.8553009033203","-8.00889015197754",NA,NA,NA,NA,"Epífita em Syagrus sp. Flor esverdeada, labelo branco.","IPA0003606",NA,"Plantae",NA,"Southern America",NA,"7110","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-02-15 11:46:59-02","IPA","IPA","50685","S","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch","Ataíde, M.","1987",NA,NA,"Coelho, P.","s.n.","1986","11","19","Brasil","Pernambuco","Rio Formoso","Praia de Guadalupe","-35.1585998535156","-8.66361045837402",NA,NA,NA,NA,NA,"IPA0050685",NA,"Plantae",NA,"Southern America",NA,"21734","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-02-15 11:46:59-02","IPA","IPA","7446","S","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis brevifolia","Cogn.","Pabst, G.","1961","05","30","Andrade-Lima","54-1922","1954","11","02","Brasil","Pernambuco","Cabo de Santo Agostinho","próximo ao forte, sobre arbustos.","-35.0349998474121","-8.28666973114014",NA,NA,NA,NA,"Escandente; flor creme-verde.","IPA0007446",NA,"Plantae",NA,"Southern America",NA,"25282","auto","brevifolia",NA,NA,NA,NA,NA,NA,NA
"31","2021-04-07 11:46:53-03","UFMS","CGMS","69383","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch",NA,NA,NA,NA,"V.J. Pott","12495","2017","10","20","Brasil","Mato Grosso do Sul","Alcinópolis","2 Km norte da Fazenda Harmonia e 10,3 Km do Monumento Natural da Serra do Bom Jardim.","-53.72","-18.0997222","-53,72","-18,0997222","353","353","Flor amarela. Fruto ausente. Habitat: Lagoa ao longo de mata de galeria com buriti, presença de Nymphaea gardneriana, N. amazonum e Echinodorus macrophylus. Solo areno-argiloso orgânico. Relevo plano. Habito: Trepadeira epífita escan","CGMS1102341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-20 10:01:02-03","UNICAMP","UEC","135429","S","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch","Singer, RB","2005","05","14","Simões, AO; Belinello, R; Koehler, S; Singer, RB","947","1999","11","04","Brazil","Minas Gerais","Itutinga","Estrada Lavras-São João Del Rey, Sentido Lavras-Itutinga, afloramento a cerca de 7 km da entrada da cidade.","-44.6577987670898","-21.2980995178223",NA,NA,NA,NA,"Liana, folhas crassas, flores tubulosas, fragrantes, branco-esverdeadas, internamente amarelas, labelo branco externamente e amarelo internamente.","UEC001539","UEC001539","Liliopsida",NA,NA,NA,"24458","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-20 10:01:02-03","UNICAMP","UEC","92373","S","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch",NA,NA,NA,NA,"Souza, WS; et al.","24737","1986","11","08","Brazil","Paraná","Paranaguá","Praia Grande, Ilha do Mel. Local mais aberto da restinga.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Trepadeira de flores creme-esverdeadas, labelo mais claro e interior amarelo, aromáticas.","UEC001535","UEC001535","Liliopsida",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:01:02-03","UNICAMP","UEC","87578","S","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch",NA,NA,NA,NA,"Britez, RM","24739","1986","10","24","Brazil","Paraná","Paranaguá","Praia Grande, Restinga.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Trepadeira com botões creme.","UEC001537","UEC001537","Liliopsida",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-20 10:01:02-03","UNICAMP","UEC","139914","S","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch","Breier, TB","2004","09",NA,"Breier, TB","953","2003","03","19","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Trilha morro das almas.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Contato solo-raiz.","UEC001536","UEC001536","Liliopsida",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-08-20 10:01:02-03","UNICAMP","UEC","140083","S","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch","Singer, RB",NA,NA,NA,"s/ coletor","s.n.",NA,NA,NA,"Brazil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Data de floração: 10/1998.","UEC001538","UEC001538","Liliopsida",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-20 10:01:02-03","UNICAMP","UEC","68248","S","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch",NA,NA,NA,NA,"Koch, I; et al.","29875","1993","11","14","Brazil","São Paulo","Ubatuba","Caminho da Praia do Tenório, Mata de encosta.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Epífita com botões florais creme esverdeado.","UEC001533","UEC001533","Liliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-04-22 16:26:40-03","UFPB","JPB","33723","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch",NA,NA,NA,NA,"Gadelha Neto, PC; Lima, NT","1232","2004","08","23","Brasil","Paraíba","João Pessoa","Jardim Botânico","-34.8630981445312","-7.11499977111816",NA,NA,NA,NA,"; DESC: Trepadeira. flores não verificadas; folhas crassas. Substrato areno-argiloso.",NA,NA,"Angiosperma","Monocotyledon","Southern America",NA,"15975","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-04-22 16:26:40-03","UFPB","JPB","28270","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch","Fraga, CR","2006","08","01","César, EA","107","2001","03","09","Brasil","Paraíba","Sapé","RPPN Fazenda Pacatuba","-35.2327995300293","-7.09638977050781",NA,NA,NA,NA,NA,NA,NA,"Angiosperma","Monocotyledon","Southern America",NA,"20077","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-06 09:56:54-03","UFOP","OUPR","14291","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch","Kassis, A.","1978","10","25","Luiz, J.; Zurlo, M.A.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Mariana","Cachoeira do Brumado","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"Beira do rio. Terrestre. Flores aromaticas, amarelas com labelo branco",NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-10-14 10:04:26-03","FURB","FURB","15406","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch","Cadorin, TJ","2009","10","09","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","361","2009","10","09","Brasil","Santa Catarina","Palhoça",NA,"-48.6880555","-27.7172223","-48.6880555","-27.7172223","130","130",NA,"FURB36546","FURB36546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-10-14 10:04:26-03","FURB","FURB","21439","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch","Schmitt, J","2010","01","28","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1111","2010","01","28","Brasil","Santa Catarina","Imaruí","Forquilinha.","-48.8697223","-28.1647222","-48.8697223","-28.1647222","666","666","Epífita IFFSC e148a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; beira da estrada Habito: epífita;","FURB36549","FURB36549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-10-14 10:04:26-03","FURB","FURB","33271","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch","Korte, A","2010","11","29","Korte, A.; Gasper, A.L. de","5252","2010","11","29","Brasil","Santa Catarina","São Francisco do Sul","Parque Estadual do Acaraí - Praia do Ervino.","-48.5633333","-26.3497222","-48.5633333","-26.3497222","5","5","Florística IFFSC 8010 (Liana) Habitat: Restinga; Estágio Avançado Habito: liana; flor branca","FURB02884","FURB02884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-08 08:54:35-03","FURB","FURB","59623","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch","Kassner-Filho, A.","2018","07","07","Kassner-Filho, A.","3056","2018","07","07","Brasil","Santa Catarina","Garopaba","Ouvidor - Praia Vermelha.","-48.6338889","-28.1116667","-48.6338889","-28.1116667","23","23","fruto imaturo Habitat: beira de trilha Habito: lianescente","FURB59623","FURB59623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-10-14 10:04:26-03","FURB","FURB","60082","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch","Kassner-Filho, A.","2018","07","17","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3090","2018","07","17","Brasil","Santa Catarina","Palhoça","Vale da Utopia.","-48.5727778","-27.8869444","-48.5727778","-27.8869444","25","25","fruto imaturo","FURB60082","FURB60082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-08 08:54:35-03","FURB","FURB","62436","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch","Kassner-Filho, A.","2018","12","26","Kassner-Filho, A.; Bones, F.L.V.","4490","2018","12","26","Brasil","Santa Catarina","Penha","J.B. World Entretenimentos S/A.","-48.6163889","-26.8019444","-48.6163889","-26.8019444","7","7","fruto imaturo Habitat: interior do fragmento Habito: lianescente","FURB62436","FURB62436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-10-14 10:04:26-03","FURB","FURB","7432","PreservedSpecimen","Plantae","Orchidaceae","Vanilla","chamissonis","Vanilla chamissonis","Klotzsch","Mancinelli, WS","2010","01","25","Sevegnani, L.",NA,"2008","04","05","Brasil","Santa Catarina","São Francisco do Sul",NA,"-48.6380996704102","-26.2432994842529",NA,NA,"5","5","Saída a campo do curso de Engenharia Florestal da FURB. Distância para mar: 300m.","FURB36548","FURB36548",NA,NA,NA,NA,"23627","auto",NA,NA,NA,NA,NA,NA,NA,NA
