"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","class"
"42","2021-02-25 10:13:02-03","CVRD","CVRD","14666","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum",NA,"Siqueira, G.S.","919","2013","11","30","América do Sul","BRASIL","ES","Presidente Kennedy",NA,"-41.0466995239258","-21.0988998413086",NA,"<ll>dwc_commonname:</ll> Gabiroba espinhuda","CVRD014666","CVRD014666","Geovane S. Siqueira","2013","11","30","24088","auto",NA,NA,"10","10",NA,"Magnoliopsida"
"43","2021-02-25 10:13:02-03","CVRD","CVRD","14667","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum",NA,"Siqueira, G.S.","920","2013","11","30","América do Sul","BRASIL","ES","Presidente Kennedy",NA,"-41.0466995239258","-21.0988998413086",NA,"<ll>dwc_commonname:</ll> Gabiroba espinhuda","CVRD014667","CVRD014667","Geovane S. Siqueira","2013","11","30","24088","auto",NA,NA,"10","10",NA,"Magnoliopsida"
"44","2021-03-15 18:28:56-03","USP","SPF","100622","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum","holotype","Pirani, JR; Magenta, MAG; Conceição, AA","3490","1994","12","08",NA,"Brasil","Espírito Santo","Piúma","ca. 3 km S do Morro do Aghá, na rodovia ES-060. Floresta de restinga alta, planície arenosa.","-40.766667","-20.866667",NA,"Arvoreta 3 m de altura, ao sol, pétalas brancas caindo com facilidade, sépalas verdes, estames amarelados.","SPF00100622",NA,NA,NA,NA,NA,NA,NA,"-40.766667","-20.866667",NA,NA,NA,NA
"45","2019-11-13 11:26:36-03","USP","SPF","100723","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum","paratype","Pirani, JR","3592","1995","02","22",NA,"Brasil","Espírito Santo","Itapemirim",NA,"-40.8339004516602","-21.011100769043",NA,NA,"SPF00100723",NA,"Anônimo",NA,NA,NA,"28626","auto",NA,NA,NA,NA,NA,NA
"46","2019-11-13 11:26:36-03","USP","SPF","178952","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum",NA,"Hatschbach, G","71569","2000","10","23",NA,"Brasil","Espírito Santo","Itapemirim",NA,"-40.8339004516602","-21.011100769043",NA,NA,"SPF00178952",NA,"Sobral, M","2005",NA,NA,"28626","auto",NA,NA,NA,NA,NA,NA
"47","2019-11-22 16:09:04-03","UEFS","HUEFS","191851","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum",NA,NA,"6748","2010","11","30",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-39.995","-19.146944",NA,"Mata de Tabuleiro.","HUEFS0191851","HUEFS0191851","J.Luber","2019","03",NA,NA,NA,"39W59'42''","19S8'49''",NA,NA,NA,"Rosanae"
"48","2019-11-22 16:09:04-03","UEFS","HUEFS","191853","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum",NA,NA,"6281","2009","01","10",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.04","-19.156944",NA,"Mata de Tabuleiro.","HUEFS0191853","HUEFS0191853",NA,NA,NA,NA,NA,NA,"40W2'24''","19S9'25''",NA,NA,NA,"Rosanae"
"49","2019-10-07 09:35:08-03","UEFS","HUEFS","64400","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum",NA,"Pirani, J.R.","3592","1995","02","22",NA,"Brasil","Espírito Santo","Itapemirim","Estrada para Marataízes.","-40.8339004516602","-21.011100769043",NA,"Mata e restinga perturbada, perto do lixão, a ca. 3 Km N de Marataízes; solo arenoso.","HUEFS0064400",NA,"L.R.Landrum","2003","05",NA,"28626","auto",NA,NA,NA,NA,NA,"Rosanae"
"50","2019-10-07 09:35:08-03","UEFS","HUEFS","191854","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum",NA,"Souza, V.de","228","1991","10","18",NA,"Brasil","Espírito Santo","Itapemirim","Sôto Sôto. Lado direito do asfalto indo de Itaóca para Itapemirim, 5 Km antes da Ponte.","-40.8339004516602","-21.011100769043",NA,NA,"HUEFS0191854","HUEFS0191854",NA,NA,NA,NA,"28626","auto",NA,NA,NA,NA,NA,"Rosanae"
"51","2019-10-07 09:35:08-03","UEFS","HUEFS","152686","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum",NA,"Krieger, L.","11910","1972","11","04",NA,"Brasil","Espírito Santo","Marataízes",NA,"-40.8244018554688","-21.0433006286621",NA,NA,"HUEFS0152686","HUEFS0152686","M.Ibrahim","2012","10",NA,"19311","auto",NA,NA,NA,NA,NA,"Rosanae"
"52","2019-10-07 09:35:08-03","UEFS","HUEFS","155894","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum",NA,"Krieger, L.","11910","1972","11","04",NA,"Brasil","Espírito Santo","Marataízes",NA,"-40.8244018554688","-21.0433006286621",NA,NA,"HUEFS0155894","HUEFS0155894","J.Luber","2019","03",NA,"19311","auto",NA,NA,NA,NA,NA,"Rosanae"
"53","2019-11-22 16:09:04-03","UEFS","HUEFS","141544","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum",NA,NA,"826","1989","07","02",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,"Mata de tabuleiro.","HUEFS0141544","HUEFS0141544","J.Luber","2019","03",NA,"48094","auto",NA,NA,NA,NA,NA,"Rosanae"
"54","2019-11-22 16:09:04-03","UEFS","HUEFS","141546","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum",NA,NA,"5996","2008","03","26",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,"Mussununga.","HUEFS0141546","HUEFS0141546","M.Ibrahim","2010","02",NA,"48094","auto",NA,NA,NA,NA,NA,"Rosanae"
"55","2019-11-22 16:09:04-03","UEFS","HUEFS","191852","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum",NA,NA,"826","1988","12","07",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,"Mata de Tabuleiro.","HUEFS0191852","HUEFS0191852","J.Luber","2019","03",NA,"48094","auto",NA,NA,NA,NA,NA,"Rosanae"
"56","2019-11-22 16:09:04-03","UEFS","HUEFS","191857","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum",NA,NA,"2913","1997","02","03",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,"Mata de Tabuleiro.","HUEFS0191857","HUEFS0191857","J.Luber","2019","03",NA,"48094","auto",NA,NA,"300","300",NA,"Rosanae"
"57","2019-11-22 16:09:04-03","UEFS","HUEFS","191861","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum",NA,NA,"2235","1994","03","07",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,"Mata de Tabuleiro.","HUEFS0191861","HUEFS0191861","J.Luber","2019","03",NA,"48094","auto",NA,NA,"1320","1320",NA,"Rosanae"
"58","2019-11-01 15:05:12-03","UnB","UB","96599","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum","isoparatype","Lima, HC","2911","1987","05","10","Southern America","Brasil","Espírito Santo",NA,"Estrada Rodovia do Sol, entroncamento para Marataízes, próximo a Pontal",NA,NA,NA,"Tronco com casca lisa, soltando em placas finas. Frutos imaturos verdes e maduros amarelos.; Arbusto 2-3m; Restinga arbórea.","UB0040067","UB0040067","Faria, JEQ","2012","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-05-06 12:00:55-03","UFU","HUFU","51003","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum",NA,"Hatschbach, G.; Hatschbach, M. & Silva, J.M.","71569","2000","10","23",NA,"Brasil","Espírito Santo","Itapemirim","Região do Gomes","-40.8339004516602","-21.011100769043",NA,"Arvoreta de flores alvas.; Restinga arbórea.","HUFU00016267",NA,"Sobral, M.","2005",NA,NA,"28626","auto",NA,NA,NA,NA,NA,NA
"60","2021-02-23 13:22:50-03","MN","R-TIPOS","196739","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum","Isoparatypus","Pirani, J.R.; Kallungi, J.A. & Fernandes, J.B.","3592","1995","02","22",NA,"Brasil","Espírito Santo","Itapemirim",NA,"-40.8339004516602","-21.011100769043",NA,NA,"R000196739","R000196739_001","Souza, M.C.","2013","02","26","28626","auto",NA,NA,NA,NA,NA,NA
"61","2021-03-04 15:45:13-03","IF","SPSF","36897","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata",NA,NA,"G. Hatschbach & M.Hatschbach & J.M.Silva","71569","2000","10","23","América do Sul","Brasil","ES","Itapemirim","região do Gomes","-40.8339004516602","-21.011100769043",NA,"COLETA: XLS: SPSFNovo&nf;Pequena árvore de flores alvas, alt 3-5m.; GEOGRAFIA: Restinga arbórea.;",NA,NA,"M.Sobral",NA,NA,NA,"28626","auto",NA,NA,NA,NA,NA,"Magnoliopsida"
"62","2019-11-21 10:11:09-03","IBt","SP","289555","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum","Isotype","Pirani, JR; Magenta, MAG; Conceição, AA","3490","1994","12","08",NA,"Brasil","Espírito Santo","Piúma","Ca. 3 km S do Morro do Aghá, na rodovia ES-060. Floresta de restinga alta, planície arenosa","-40.766667","-20.866667",NA,"Arvoreta 3 m alt., ao sol, pétalas brancas caindo com facilidade, sépalas verdes, estames amarelados","SP000118","SP000118","Landrum, LR","2001",NA,NA,NA,NA,"-40.766667","-20.866667",NA,NA,NA,NA
"63","2019-11-21 10:11:09-03","IBt","SP","289553","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum","Paratype","Pirani, JR; Kallunki, JA; Fernandes, JB","3592","1995","02","22",NA,"Brasil","Espírito Santo","Itapemirim","Estrada para Marataízes, mata e restinga perturbada, perto do lixão, a ca. 3 km N de Marataízes; solo arenoso","-40.8339004516602","-21.011100769043",NA,"Arvoreta 2 m alt., na mata. Frutos imaturos rugulosos, verdes","SP000119","SP000119","Landrum, LR","2001",NA,NA,"28626","auto",NA,NA,NA,NA,NA,NA
"64","2019-11-21 10:11:09-03","IBt","SP","397950","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","macrobracteolata","Campomanesia macrobracteolata","Landrum",NA,"Hatschbach, G; et al.","71569","2000","10","23",NA,"Brasil","Espírito Santo","Itapemirim","Região do Gemes","-40.8339004516602","-21.011100769043",NA,"Pequena árvore de flores alvas, restinga arbórea","SP056393","SP056393","Sobral, M","2005",NA,NA,"28626","auto",NA,NA,"3","5",NA,NA
