"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","class","fieldNumber","sex"
"47","2019-11-01 15:15:23-03","UnB","UB","4398","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Pabst, GFJ","Heringer, EP","s.n.","1962","11","12","Southern America","Brasil","Distrito Federal","Brasília","Parque do Guará","-47.95","-15.85",NA,"Erva; .","UB0019488","UB0019488",NA,NA,NA,NA,NA,NA,"-47.95","-15.85","1090","1090",NA,NA,NA,NA
"48","2019-11-01 15:15:23-03","UnB","UB","4424","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Oliveira, RS","Oliveira, RS","25","1994","11","18","Southern America","Brasil","Distrito Federal","Brasília","Reserva do Guará","-47.95","-15.833333",NA,"Flores róseas rajadas, pétalas e sépalas esverdeadas, labelo com formação tubular.; Erva. Flor roseada; Campo de murundu.","UB0019485","UB0019485",NA,NA,NA,NA,NA,NA,"-47.95","-15.833333","1050","1050",NA,NA,NA,NA
"49","2019-11-01 15:15:23-03","UnB","UB","4437","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Bianchetti, LB","Oliveira, RS","36","1994","12","02","Southern America","Brasil","Distrito Federal","Brasília","Santuário Ecológico do Riacho Fundo","-47.95","-15.85",NA,"Em meio a gramíneas.; Erva. Flor branco-róseo; Campo limpo.","UB0019494","UB0019494",NA,NA,NA,NA,NA,NA,"-47.95","-15.85","1020","1020",NA,NA,NA,NA
"50","2019-11-01 15:15:23-03","UnB","UB","4453","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Oliveira, RS","Oliveira, RS","53","1995","01","04","Southern America","Brasil","Distrito Federal","Brasília","Lago Sul - atrás da QI 17","-47.916667","-15.866667",NA,"Erva. Flor rosa; Campo murundu.","UB0019492","UB0019492",NA,NA,NA,NA,NA,NA,"-47.916667","-15.866667","1060","1060",NA,NA,NA,NA
"51","2019-11-01 15:15:23-03","UnB","UB","87736","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Batista, JAN","Munhoz, CBR","2195","2000","11","14","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Alto Paraíso de Goiás, Fazenda Água Fria","-47.509333","-14.072694",NA,"Erva 20cm. FLores verdes com listras roxas; Campo limpo úmido, borda de cerado rupestre e mata de galeria","UB0018281","UB0018281",NA,"2002","04","12",NA,NA,"-47.509333","-14.072694",NA,NA,NA,NA,NA,NA
"52","2019-05-06 12:01:20-03","UFU","HUFU","57223","S","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Batista, J.A.N.","Hatschbach, G.; Hatschbach, M. & Barbosa, E.","58365","1992","12","01",NA,"Brasil","Goiás","Teresina de Goiás","Rodovia para Alto Paraíso, Início da subida para Chapada dos veadeiros.","-47.2647018432617","-13.7763996124268",NA,"épalas e pétalas verdes com nervuras vinosas, labelo exterior verde, interior com nervuras vinosas, centro do lábio com mácula alva estendendo-se até o ápice.; Campo rupestre. Solo turfoso, úmido.","HUFU00030520","HUFU00030520",NA,"2001",NA,NA,"42211","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2014-10-09 13:58:27-03","UHH","HBG","501725","S","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Kränzlin, F.","Dusén, P.","7297",NA,NA,NA,"South America","Brazil",NA,NA,"Civit. Paraná, Capao Grande, in campis",NA,NA,NA,"ex Herb. Kränzlin NEOTROP","HBG501725","HBG501725","Lectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:11:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.",NA,"Hassler, E","5356?",NA,NA,NA,"Southern America","Paraguay",NA,NA,"Habitat in Paraguay campis prope Ipé Hu ad Sierra de Maracayú",NA,NA,NA,NA,NA,"P03P6N0112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:11:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.",NA,"Hassler, E","5356",NA,NA,NA,"Southern America","Paraguay",NA,NA,"Habitat in Paraguay campis prope Ipé Hu ad Sierra de Maracayú",NA,NA,NA,NA,NA,"P03P6N0112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 10:13:17-03","IBt","SP","369112","S","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Batista, JAN","Batista, JAN; Proite, K","1316","2002","11","09",NA,"Brasil","Distrito Federal","Brasília","RA-VIII, Núcleo Bandeirante. Santuário Ecológico do Riacho Fundo. Entre o balão do aeroporto e o Núcleo Bandeirante. Atrás do zoológico. Área próxima as chácaras ao lado da pista (DF-003) para o Núcleo Bandeirante, do lado oposto a sede do santuário","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"2002","11",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 10:13:17-03","IBt","SP","168444","S","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Barros, F","Heringer, EP","8752","1961","11","17",NA,"Brasil","Distrito Federal","Brasília","Várzea Bonita, a 15 km de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"1994","08","04","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-21 10:13:17-03","IBt","SP","261944","S","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Barros, F; Chaparro, MAC","Kral, R; Wanderley, MGL; Cavalcanti, TB","75747","1988","11","30",NA,"Brasil","Goiás","Alto Paraíso de Goiás","50 km N de Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,NA,"1994","08","04","44724","auto",NA,NA,"1000","1000",NA,NA,NA,NA
"59","2019-11-21 10:13:17-03","IBt","SP","348117","S","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Batista, JAN","Batista, JAN","825","1999","01","01",NA,"Brasil","Goiás","Cavalcante","Ca. 28 km de Cavalcante, no alto da Chapada, em direção a região conhecida como São Domingos","-47.4583015441895","-13.7974996566772",NA,NA,NA,NA,NA,"1999","01",NA,"92497","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 10:13:17-03","IBt","SP","346485","S","Plantae",NA,NA,"Orchidaceae","Galeandra","paraguayensis","Galeandra paraguayensis","Cogn.","Barros, F","Santos, EP","852","1999","12","01",NA,"Brasil","Paraná","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,"2000","08","10","35166","auto",NA,NA,"1100","1100",NA,NA,NA,NA
"61","2010-08-16 16:43:50-03","GH","HU-HERB","GH 00243151","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Galeandra","paranaensis","Galeandra paranaensis","Schlechter",NA,"P. K. H. Dusén","7297","1908","11","28","South America","Brazil","Paraná",NA,"Capao Grande",NA,NA,"Sheet",NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7297","undetermined"
