"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","typeStatus","continentOcean","occurrenceRemarks","individualCount"
"1","2019-08-20 10:00:07-03","UNICAMP","UEC","16498","S","Plantae","Liliopsida","Cyperaceae","Rhynchospora","paranaensis","Rhynchospora paranaensis","A.C.Araújo & W.W.Thomas","Araújo, AC","2001","Hatschbach, G","22332","1971","10","07","Brazil","Paraná","Ponta Grossa","Vila Velha, Depressões úmidas do campo limpo.","-50.1618995666504","-25.0949993133545","46557","UEC043880","UEC043880","auto",NA,NA,NA,NA
"2","2020-12-21 16:22:30-03","MBM","MBM","11957","PreservedSpecimen","Plantae",NA,"Cyperaceae","Rhynchospora","paranaensis","Rhynchospora paranaensis","A.C. Araújo & W.W. Thomas","Araújo, A.C.","2001","Hatschbach, G.","22332","1969","10","07","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545","46557","MBM011957","MBM011957","auto","HOLOTYPE","Southern America","Depressões úmidas do campo limpo.",NA
"3","2020-12-21 16:22:30-03","MBM","MBM","19343","PreservedSpecimen","Plantae",NA,"Cyperaceae","Rhynchospora","paranaensis","Rhynchospora paranaensis","A.C. Araújo & W.W. Thomas","Araújo, A.C.",NA,"Hatschbach, G.; Pelanda, P.; Pelanda, P.","27976","1971","11","15","Brazil","Minas Gerais","Diamantina","Biri-Biri","-43.6002998352051","-18.2493991851807","101169","MBM019343","MBM019343","auto",NA,"Southern America",NA,NA
"4","2020-12-21 16:22:30-03","MBM","MBM","8191","PreservedSpecimen","Plantae",NA,"Cyperaceae","Rhynchospora","paranaensis","Rhynchospora paranaensis","A.C. Araújo & W.W. Thomas","Araújo, A.C.","2001","Hatschbach, G.","17262","1966","10","03","Brazil","Paraná","Colombo","Rio Canguiri","-49.2242012023926","-25.2917003631592","13536","MBM008191","MBM008191","auto","PARATYPE","Southern America","Do campo úmido.",NA
"5","2013-08-12 15:15:00-03","MO","MOBOT","2455019","PreservedSpecimen","Plantae",NA,"Cyperaceae","Rhynchospora","paranaensis","Rhynchospora paranaensis","A.C. Araújo & W.W. Thomas","Araujo et al.",NA,"Gert G. Hatschbach","Hatschbach 22332","1971","10","7","Brazil","Paraná","Ponta Grossa","Vila Velha.","-50.1618995666504","-25.0949993133545","46557",NA,NA,"auto","Isotype","South America",NA,"1"
