"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","typeStatus","individualCount","class"
"11","2021-03-15 16:37:00-03","NY","NYBG","2422769","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) Landrum","E. J. Lucas","115","2003","10","25","South America","Brazil","Paraná","8 km from Couargo Fundo, on road to Guaricana.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2673338' target='other'> <mi>dwc_moreinfo</mi></a>","NY02422769","NY02422769_01",NA,"Sao Jose dos Pinhais","-49.00192","-25.718964","781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","886382","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) Landrum","J. M. Silva","495","1988","04","12","South America","Brazil","Paraná","Morro Mãe Catira","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022772' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886382","NY00886382_01",NA,"Quatro Barras","-48.909823","-25.339301","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-24 17:10:53-03","UTFPR","DVPR","3134","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O. Berg) Landrum","Brotto, ML","1618","2014","05","04",NA,"Brasil","Paraná","Recreio da Serra",NA,"Árvore 6 m, flores castanhas com pétalas brancas.; Transição entre Floresta Ombrófila Densa e Floresta Ombr[ofila Mista","DVPR003134",NA,"Brotto, ML","Piraquara","-49.0056","-25.2651","990","990",NA,NA,"2014","08","04","-49.0056","-25.2651",NA,NA,NA,NA,NA
"14","2021-03-30 12:46:09-03","EAO","IAN","186523","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Psidium","ovalifolium","Psidium ovalifolium","O.Berg","Lobato, LCB; Ferreira, LV; Calderaro, D","3944","2010","09","16","Southern America","Brasil","Pará","Rio Tocantins, vegetação sobre rochas ao longo do rio. Projeto financiado pelo GEOMA.",NA,"Arbusto de 4m de altura, frutos verdes.","IAN186523",NA,NA,"Marabá","-49.1178016662598","-5.36860990524292",NA,NA,"262883","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2013-07-03 11:16:14-03","EBDA","BAH","9322","S","Plantae",NA,NA,"Myrtaceae","Mitranthes","ovalifolia","Mitranthes ovalifolia","O. Berg","Neves, M. F.","163","2000","05","05",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,"Neves, M. Fagundes","Camaçari","-38.3242","-12.6975",NA,NA,"37124","auto","2000","05",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:14:48-03","ESALQ","ESA","92731","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia",NA,"Ivanauskas, N.M. et al.","5065.0","2004","01","28",NA,"Brasil","São Paulo",NA,NA,NA,"ESA092731",NA,"Meireles, L.D.","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,"38855","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:14:48-03","ESALQ","ESA","87874","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) L. R. Landrum","Lucas, E.J.; Silva, J.M.; Silva, I.S.","115.0","2003","10","25",NA,"Brasil","São Paulo",NA,NA,NA,"ESA087874",NA,NA,"São José dos Pinhais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-12-19 08:08:15-03","FPS","FPS","3546","MachineObservation","Plantae",NA,NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O. Berg) Landrum","Schwirkowski, P.","2972","2018","08","04",NA,"Brasil","Santa Catarina","Estrada para o Turvo. Em fragmento de FOM Altomontana.",NA,NA,"FPS03546,FURB61091","FPS03546_v01 FPS03546_v02 FPS03546_v03 FPS03546_v04 FPS03546_v05 FPS03546_v06 FURB61091","Vieira, F.C.S.","Campo Alegre","-49.245498","-26.221841",NA,NA,NA,NA,"2018","08","05","-49.245498","-26.221841","voucher","FURB 61091, HUCS 49519",NA,NA,NA
"19","2019-12-19 08:08:15-03","FPS","FPS","3579","MachineObservation","Plantae",NA,NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) Landrum","Schwirkowski, P.","3006","2018","08","18",NA,"Brasil","Santa Catarina","Turvo, margens do Rio Vermelho",NA,NA,"FPS03579,FURB61109","FPS03579_v02 FPS03579_v03 FPS03579_v04 FPS03579_v05 FPS03579_v06 FPS03579_v07 FPS03579_v08 FURB61109","Schwirkowski, P.","Campo Alegre","-49.230785","-26.233881",NA,NA,NA,NA,"2018","08","18","-49.230785","-26.233881","voucher","FURB 61109",NA,NA,NA
"20","2019-12-19 08:08:15-03","FPS","FPS","94","MachineObservation","Plantae",NA,NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O. Berg) Landrum","Schwirkowski, P.","257","2014","03","16",NA,"Brasil","Santa Catarina","Serra Alta, atrás da Condorplast",NA,NA,"FPS00094,MBM392069","FPS00094_v01 FPS00094_v02 FPS00094_v03 MBM392069","Brotto, M.L.","São Bento do Sul","-49.389684","-26.29602",NA,NA,NA,NA,"2014","08","20","-49.389684","-26.29602","voucher","MBM 392069",NA,NA,NA
"21","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043371","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O. Berg) Landrum","G. Hatschbach","31808","1973","4","6",NA,"Brazil","Parana","Rio do Corvo (Mun. Quatro Barras)",NA,"PHOTO-MICH; Arvoreta 5 m, flor alva",NA,NA,"L.R. Landrum, 2006",NA,"-49.0833","-25.3667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043368","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O. Berg) Landrum","J. Mattos","11463","1964","3","5",NA,"Brazil","Sao Paulo","No specific.",NA,"Coor from www.fallingrain.com/world; Pequena ravore de 3m de altura. Flores brancas.",NA,NA,"L.R. Landrum, 1996.","Paranapiacaba","-46.3167","-23.7833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043370","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O. Berg) Landrum","E. Sehrobet","161799",NA,NA,NA,NA,"Brazil",NA,"No specific.",NA,NA,NA,NA,"L. R. Landrum & M. L. Kawasaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043369","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O. Berg) Landrum","L. R. Landrum","2247","1977","10","31",NA,"Brazil","Parana","Manancias da Serra.",NA,"2m tall.",NA,NA,"L.R. Landrum, 1987.","Piraquara","-49","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043367","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O. Berg) Landrum","F. C. Hoehne","s/n","1923","3","21",NA,"Brazil","Sao Paulo","No specific.",NA,"Coor from www.fallingrain.com/world",NA,NA,"L.R. Landrum, 1996.","Alto Serra","-46.3167","-23.7833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060719","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O. Berg) Landrum","R.B. Torres","708",NA,NA,NA,NA,"Brazil","Minas Gerais","Sem data",NA,"Coor from www.fallingrain.com/world; Arvoreta",NA,NA,"L.R. Landrum, 2002.","Camanducaia","-46.15","-22.7667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043372","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O. Berg) Landrum","R. Kummrow","2301","1983","4","14",NA,"Brazil","Parana","Rio Itarare (mun. Guaratuba)",NA,"PHOTO-MICH; Arvore 4 m, flor alva, frutos negros, rugosos. Da mata.",NA,NA,"L.R. Landrum, 2006",NA,"-48.5667","-25.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060704","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O. Berg) Landrum","O. Handro","753","1958","1","9",NA,"Brazil","Sao Paulo","No specific.",NA,"Coor from www.fallingrain.com/world; Arvore pequena.",NA,NA,"L.R. Landrum, 1996.","Paranapiacaba","-46.3167","-23.7833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:36:28-03","UNICAMP","UEC","200186","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) Landrum","Padgurschi, MCG; Belinello, R","M2009","2009",NA,NA,NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar",NA,"Parcela M - Projeto Biota-FAPESP. Árvore com 15 metros de altura. Frequência da espécie na parcela: n=3","UEC177732",NA,"Meireles, LD","São Luiz do Paraitinga","-45.183333","-23.4","990","1045",NA,NA,"2016",NA,NA,"-45.183333","-23.4",NA,NA,NA,NA,NA
"30","2021-03-01 16:36:28-03","UNICAMP","UEC","166755","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) Landrum","Padgurschi, MCG; Tamashiro, JY; Belinello, R","90","2008",NA,NA,NA,"Brazil","São Paulo","PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.",NA,"K0096 Árvore, ca. 7 m, sem flores ou frutos. Abundância: 1 ind ha-1.","UEC039843","UEC039843","Meireles, LD","São Luiz do Paraitinga","-45.068333","-23.325","1072","1093",NA,NA,"2017","09",NA,"-45.068333","-23.325",NA,NA,NA,NA,NA
"31","2019-08-20 10:21:18-03","UNICAMP","UEC","120135","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) Landrum","Meireles, LD","386","2001","06","29",NA,"Brazil","Minas Gerais","Monte Verde, Floresta Ombrófila Densa Alto-Montana",NA,"Árvore, 10m , folhas discolores, ramos ferrugineos, frutos verdes","UEC038644","UEC038644","Meireles, LD","Camanducaia","-46.1446990966797","-22.7553005218506",NA,NA,"22140","auto","2003","01",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:36:28-03","UNICAMP","UEC","35717","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) Landrum","Shepherd, GJ; Tamashiro, JY","15831","1984","03","26",NA,"Brazil","São Paulo","Usina Hidrelétrica de Paraibuma.",NA,"Arvoreta 6m, cálice róseo-cinzento, pétalas branco-róseas, filetes amarelas.","UEC023570","UEC023570","Meireles, LD","Paraibuna","-45.6599998474121","-23.3799991607666",NA,NA,"30824","auto","2004","03",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-04 13:19:29-03","UDESC","LUSC","8558","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) Landrum","Brotto, M.L.","1618","2014","05","04",NA,"Brasil","Paraná","Recreio da Serra.",NA,NA,"LUSC004758","LUSC004758","Brotto, M.L.","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"12577","auto","2014","08","04",NA,NA,NA,NA,NA,NA,NA
"34","2020-10-14 10:03:31-03","FURB","FURB","20102","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) Landrum","Dreveck, S.; Verdi, M.","1534","2008","01","15",NA,"Brasil","Santa Catarina","Minas de Caulim.",NA,"Fito IFFSC 1024 /N/21 Habitat: Floresta Ombrófila Mista; Habito: arbórea;","FURB32787","FURB32787","Sobral, M","São Bento do Sul","-49.2283334","-26.2780556","1005","1005",NA,NA,"2010","01","25","-49.2283334","-26.2780556",NA,NA,NA,NA,NA
"35","2019-11-08 08:53:54-03","FURB","FURB","2175","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) Landrum","Sobral, M.",NA,"2001","02","04",NA,"Brasil","Santa Catarina","Spitzkopf.",NA,NA,"FURB32785","FURB32785","Sobral, M","Blumenau","-49.1327778","-27.025",NA,NA,NA,NA,"2009","07","17","-49.1327778","-27.0250000",NA,NA,NA,NA,NA
"36","2020-10-14 10:03:31-03","FURB","FURB","34819","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) Landrum","Korte, A.; Kniess, A.","6239","2010","10","20",NA,"Brasil","Santa Catarina","Rio da Nova Descoberta.",NA,"Voucher estéril IFFSC 255 (Fitossociologia) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea;","FURB32783","FURB32783","Sobral, M","Santo Amaro da Imperatriz","-48.7808334","-27.81","558","558",NA,NA,"2010",NA,NA,"-48.7808334","-27.8100000",NA,NA,NA,NA,NA
"37","2019-11-08 08:53:54-03","FURB","FURB","42606","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) Landrum","Uhlmann, A.; et al.","484","2012","05","06",NA,"Brasil","Rio de Janeiro","Antena SBT.",NA,NA,"FURB32781","FURB32781","Sobral, M","Nova Friburgo","-42.5641667","-22.3591667","1600","1600",NA,NA,"2012","07",NA,"-42.5641667","-22.3591667",NA,NA,NA,NA,NA
"38","2020-10-14 10:03:31-03","FURB","FURB","45504","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) Landrum","Oliveira, A.A. de","951","2015","01","03",NA,"Brasil","Santa Catarina","Morro da Igreja - Parque Nacional São Joaquim.",NA,"Fito IFFSC 166 /N/29","FURB32533","FURB32533","Sobral, M","Urubici","-49.4983333","-28.0827778","1546","1546",NA,NA,"2015","07","10","-49.4983333","-28.0827778",NA,NA,NA,NA,NA
"39","2020-10-14 10:03:31-03","FURB","FURB","45685","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) Landrum","Oliveira, A.A. de","1093","2015","02","08",NA,"Brasil","Santa Catarina","Localidade de ''.",NA,"Fito IFFSC 468 /N/89","FURB32782","FURB32782","Oliveira, AA de","Botuverá","-49.0519444","-27.2686111","874","874",NA,NA,"2015","02","08","-49.0519444","-27.2686111",NA,NA,NA,NA,NA
"40","2020-10-14 10:03:31-03","FURB","FURB","46678","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) Landrum","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","33","2014","08","08",NA,"Brasil","Santa Catarina","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.",NA,"Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arbórea;","FURB32780","FURB32780","Seubert, RC","Indaial","-49.2175","-27.115","651","651",NA,NA,"2014","08","08","-49.2175000","-27.1150000",NA,NA,NA,NA,NA
"41","2020-10-14 10:03:31-03","FURB","FURB","61091","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) Landrum","Schwirkowski, P.","2972","2018","08","04",NA,"Brasil","Santa Catarina","Turvo. Próximo à estrada sentido Turvo. APA do Rio Turvo",NA,"FOM, estágio secundário avançado. Heliiófita. Frutos imaturos, cor verde Habitat: Borda do fragmento Habito: Árvore","FURB61091","FURB61091","Vieira, F.C.S.","Campo Alegre","-49.2455555","-26.2219445","950","950",NA,NA,"2018","08","05","-49.2455555","-26.2219445",NA,NA,NA,NA,NA
"42","2020-10-14 10:03:31-03","FURB","FURB","61109","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) Landrum","Schwirkowski, P.","3006","2018","08","18",NA,"Brasil","Santa Catarina","Turvo. Margens do Rio Vermelho. APA do Alto Rio Turvo",NA,"Fragmento de FOM Altomontana. Heliófita. Frutos maduros vermelho-esbranquiçados Habitat: Mata ciliar Habito: Árvore","FURB61109","FURB61109","Schwirkowski, P.","Campo Alegre","-49.2308334","-26.2338889","950","950",NA,NA,"2018","08","18","-49.2308334","-26.2338889",NA,NA,NA,NA,NA
"43","2020-10-14 10:03:31-03","FURB","FURB","62652","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) Landrum","Kassner-Filho, A.","4688","2019","02","09",NA,"Brasil","Santa Catarina","Floresta Ombrófila Mista; Estágio Avançado. Floresta Ombrófila Mista; Estágio Avançado.",NA,"Arbórea 10m; botão","FURB62652","FURB62652","Kassner-Filho, A.","Urubici","-49.4122222","-27.9922222","1482","1482",NA,NA,"2019","02","09","-49.4122222","-27.9922222",NA,NA,NA,NA,NA
"44","2020-10-14 10:03:31-03","FURB","FURB","65115","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) Landrum","Funez, L.A.; Ribeiro-Nardes, W., Costa-Rezende, D.H., Oliveira, C.T.","8733","2019","02","24",NA,"Brasil","Santa Catarina","Santa Bárbara, parcela TNR-1300 do Peld-PPBio. Parque Nacional de São Joaquim",NA,"Flores brancas Habitat: Margem do rio Habito: Árvore","FURB65115","FURB65115","Kassner-Filho, A.","Urubici","-49.6133333","-28.1461111","1300","1300",NA,NA,"2019","02","24","-49.6133333","-28.1461111",NA,NA,NA,NA,NA
"45","2020-10-14 10:03:31-03","FURB","FURB","26273","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) Landrum","Barbosa, E.","2324","2008","05","09",NA,"Brasil","Paraná","Caminho do Ipiranga.",NA,NA,"FURB02511","FURB02511",NA,"Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-10-14 10:03:31-03","FURB","FURB","1909","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrceugenia","ovalifolia","Myrceugenia ovalifolia","(O.Berg) Landrum","Silva, J.M.; Cordeiro, J.",NA,"1995","12","15",NA,"Brasil","Paraná","Zinco.",NA,"NC: número de coletor 1612, contudo repetido por isto excluído. Habitat: Encostas graminosas de colina, a beira de capão Habito: árvore;","FURB32784","FURB32784","Sobral, M","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"45291","auto","2009","07","17",NA,NA,NA,NA,NA,NA,NA
