"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"244","2019-11-13 11:25:54-03","USP","SPF","167298","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Todzia, CA","Irwin, HS","21306","1968","03","18",NA,"Brasil","Goiás",NA,NA,NA,NA,"550","550",NA,NA,"SPF00167298",NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2019-11-13 11:25:54-03","USP","SPF","167350","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Todzia, CA","Irwin, HS","12446","1966","02","09",NA,"Brasil","Goiás",NA,"Chapada dos Veadeiros",NA,NA,"100","100",NA,NA,"SPF00167350",NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2019-11-13 11:25:54-03","USP","SPF","167351","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Todzia, CA","Irwin, HS","19378","1968","01","28",NA,"Brasil","Goiás",NA,"Serra dos Pireneus",NA,NA,"1400","1400",NA,NA,"SPF00167351",NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2019-11-13 11:25:54-03","USP","SPF","168251","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Freitas-Oliveira, AL; Rodrigues, JL","Irwin, HS","18500","1968","01","13",NA,"Brasil","Goiás",NA,"Serra dos Pireneus",NA,NA,NA,NA,NA,NA,"SPF00168251",NA,NA,"2018",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA,NA
"248","2019-11-13 11:25:54-03","USP","SPF","172797","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Sasaki, D","Sasaki, D","918","2004","01","13",NA,"Brasil","São Paulo","Pedregulho","Estreito","-47.273056","-20.164444","720","720",NA,NA,"SPF00172797",NA,NA,"2004",NA,NA,NA,"-47.273056","-20.164444",NA,NA,NA,NA,NA,NA
"249","2019-11-13 11:25:54-03","USP","SPF","183751","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Freitas-Oliveira, AL","Nakajima, JN","3783","2003","11","29",NA,"Brasil","Minas Gerais","Delfinópolis","Parque Nacional da Serra da Canastra","-46.653333","-20.434444","841","841",NA,NA,"SPF00183751",NA,NA,"2010",NA,NA,"01","-46.653333","-20.434444",NA,NA,NA,NA,NA,NA
"250","2019-11-13 11:25:54-03","USP","SPF","195902","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Freitas-Oliveira, AL","Paula-Souza, J","8637","2006","10","17",NA,"Brasil","Goiás","Alto Paraíso de Goiás",NA,"-47.905833","-14.235278","1150","1150",NA,NA,"SPF00195902",NA,NA,"2018",NA,NA,"07","-47.905833","-14.235278",NA,NA,NA,NA,NA,NA
"251","2019-11-13 11:25:54-03","USP","SPF","22569","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Leonor Souza, M","Menezes, NL","CFCR634",NA,NA,NA,NA,"Brasil","Goiás",NA,"Estr. Pirenópolis - Pirineus",NA,NA,NA,NA,NA,NA,"SPF00022569",NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2019-11-13 11:25:54-03","USP","SPF","49072","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Meyer, FS","Pirani, JR","1853","1987","02","08",NA,"Brasil","Goiás",NA,"Chapada dos Veadeiros","-47.25","-13.733333",NA,NA,NA,NA,"SPF00049072",NA,NA,"2014",NA,NA,"05","-47.25","-13.733333",NA,NA,NA,NA,NA,NA
"253","2019-11-13 11:25:54-03","USP","SPF","60625","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Wurdack, JJ","Pirani, JR","1547","1987","02","04",NA,"Brasil","Goiás","Cristalina",NA,"-47.616667","-16.766667","1050","1050",NA,NA,"SPF00060625",NA,NA,"1992",NA,NA,NA,"-47.616667","-16.766667",NA,NA,NA,NA,NA,NA
"254","2019-11-13 11:25:54-03","USP","SPF","92543","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Romero, R","Giulietti, AM","CFCR13611","1994","01","12",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.415556","-20.267222","1095","1095",NA,NA,"SPF00092543",NA,NA,"1998",NA,NA,NA,"-46.415556","-20.267222",NA,NA,NA,NA,NA,NA
"255","2019-11-13 11:25:54-03","USP","SPF","97632","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Baumgratz, JFA","Pereira-Silva, G","2188","1994","01","19",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do Guará","-47.966667","-15.8","1035","1035",NA,NA,"SPF00097632",NA,NA,"1995",NA,NA,"04","-47.966667","-15.8",NA,NA,NA,NA,NA,NA
"256","2021-03-15 18:28:49-03","USP","SPF","208876","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon","aegopogon","Tibouchina aegopogon aegopogon","(Naudin) Cogn.","Meyer, FS","Borges, LM; Baleeiro, PC; Watanabe, MTC","611","2012","03","24",NA,"Brasil","Goiás","Cavalcante","Chapada dos Veadeiros, Rodovia BR 010, Alto Paraíso de Goiás-Teresina de Goiás, ca. de 29,7 km de Alto Paraíso; margem direita da estrada.","-47.4305","-13.9295","1525","1525",NA,"Subarbusto ereto ca. 70 cm alt. Ramos e pecíolos ocráceos. Folhas verde-escuras, discolores. Cálice arroxeado. Corola lilás. Estames roxo-escuros. Estilete alvo. Amostra em sílica.; Elevação com afloramentos rochosos na encosta e áre","SPF00208876",NA,NA,"2014",NA,NA,"05","-47.4305","-13.9295",NA,"27",NA,NA,NA,NA
"257","2019-11-13 11:25:54-03","USP","SPF","49528","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon","angustifolia","Tibouchina aegopogon angustifolia","Cogn.","Freitas-Oliveira, AL","Pirani, JR","1740","1987","02","07",NA,"Brasil","Goiás",NA,"Parque Nacional da Chapada dos Veadeiros",NA,NA,NA,NA,NA,NA,"SPF00049528",NA,NA,"2013",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA
"258","2019-11-13 11:25:54-03","USP","SPF","62702","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Wurdack, JJ","Cavalcanti, TB","41","1988","11","30",NA,"Brasil","Goiás","Alto Paraíso de Goiás",NA,"-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,"SPF00062702",NA,NA,"1992","44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2019-11-13 11:25:54-03","USP","SPF","63575","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Pirani, JR","Mamede, MCH","13","1987","12","19",NA,"Brasil","Goiás","Alto Paraíso de Goiás",NA,"-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,"SPF00063575",NA,NA,"1992","44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-11-13 11:25:54-03","USP","SPF","191604","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon","aegopogon","Tibouchina aegopogon aegopogon","(Naudin) Cogn.","Romero, R","Silva, ACB","264","2000","02","27",NA,"Brasil","Minas Gerais","Delfinópolis",NA,"-46.8539009094238","-20.343900680542",NA,NA,NA,NA,"SPF00191604",NA,NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2019-11-13 11:25:54-03","USP","SPF","128566","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Freitas-Oliveira, AL","Marcondes-Ferreira, W","1459","1997","11","05",NA,"Brasil","São Paulo","Pedregulho","Estreito","-47.4700012207031","-20.25",NA,NA,NA,NA,"SPF00128566",NA,NA,"2010","27552","auto","01",NA,NA,NA,NA,NA,NA,NA,NA
"262","2019-10-07 09:34:41-03","UEFS","HUEFS","109944","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","J.G.Freitas & P.Guimarães","Farias, R.","473","1999","12","05",NA,"Brasil","Goiás","Mossâmedes","Topo da Serra Dourada.","-50.166667","-15.066667","810","810",NA,"Campo com árvores esparsas.","HUEFS0109944","HUEFS0109944",NA,"2009",NA,NA,"09","50W10'","15S4'","Rosanae",NA,NA,NA,NA,NA
"263","2019-10-07 09:34:41-03","UEFS","HUEFS","143461","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Tibouchina","aegopogon","var. angustifolia","Tibouchina aegopogon var. angustifolia","Cogn.","E.Woodgyer","Pastore, J.F.B.","2456","2008","01","16",NA,"Brasil","Tocantins","Almas","Rodovia entre almas e Natividade. Estrada de terra com entrada em frente a primeira entrada para a cidade de Almas. Estrada para a fazenda Diamantina, pé da Serra Negra.","-47.138056","-11.410278","449","449",NA,"Campo sujo, rupestre arenoso. Plano levemente inclinado.","HUEFS0143461","HUEFS0143461",NA,"2014",NA,NA,"05","47W8'17''","11S24'37''","Rosanae",NA,NA,NA,NA,NA
"264","2015-03-07 08:55:43-03","F","FMNH-SEEDPLANTS","V0137603F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0137603F","V0137603F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"265","2019-09-04 18:56:45-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,NA,"H. A. Weddell","1911","1844",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"266","2015-03-07 08:55:43-03","F","FMNH-SEEDPLANTS","V0137605F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0137605F","V0137605F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"267","2015-03-07 08:55:43-03","F","FMNH-SEEDPLANTS","V0137593F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0137593F","V0137593F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"268","2015-03-07 08:55:43-03","F","FMNH-SEEDPLANTS","V0137594F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0137594F","V0137594F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"269","2015-03-07 08:55:43-03","F","FMNH-SEEDPLANTS","V0137595F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0137595F","V0137595F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"270","2015-03-07 08:55:43-03","F","FMNH-SEEDPLANTS","V0137596F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0137596F","V0137596F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"271","2015-03-07 08:55:43-03","F","FMNH-SEEDPLANTS","V0137597F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0137597F","V0137597F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"272","2015-03-07 08:55:43-03","F","FMNH-SEEDPLANTS","V0137598F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0137598F","V0137598F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"273","2015-03-07 08:55:43-03","F","FMNH-SEEDPLANTS","V0137599F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0137599F","V0137599F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"274","2015-03-07 08:55:43-03","F","FMNH-SEEDPLANTS","V0137600F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0137600F","V0137600F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"275","2015-03-07 08:55:43-03","F","FMNH-SEEDPLANTS","V0137601F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0137601F","V0137601F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"276","2015-03-07 08:55:43-03","F","FMNH-SEEDPLANTS","V0137602F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0137602F","V0137602F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"277","2015-03-07 08:55:43-03","F","FMNH-SEEDPLANTS","V0137604F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0137604F","V0137604F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"278","2015-03-07 08:55:43-03","F","FMNH-SEEDPLANTS","V0137606F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0137606F","V0137606F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"279","2015-03-07 08:55:43-03","F","FMNH-SEEDPLANTS","V0137607F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0137607F","V0137607F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"280","2019-11-11 15:21:13-03","F","FMNH-SEEDPLANTS","V0538171F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,"RRC ID Flag","J. Nakajima","2149","1996","11","23","South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,"V0538171F",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"2149",NA,NA,NA
"281","2019-11-11 15:21:15-03","F","FMNH-SEEDPLANTS","V0538177F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,"RRC ID Flag","R. Romero","1420","1994","12","6","South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,"V0538177F",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"1420",NA,NA,NA
"282","2019-09-04 18:56:45-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Tibouchina","aegopogon","angustifolia","Tibouchina aegopogon angustifolia",NA,NA,"J. B. E. Pohl","1191",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"283","2020-07-23 12:13:39-03","CEPLAC","CEPEC","147774","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon",NA,"F. S. Meyer","P. H. Labiak","5879","2015","03","05",NA,"Brasil","Tocantins","PINDORAMA DO TOCANTINS","Estrada de Pindorama para Natividade, ca. 10Km de Pindorama.","-47.5786018371582","-11.1386003494263",NA,NA,NA,NA,NA,NA,NA,NA,"34431","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2020-07-23 12:13:39-03","CEPLAC","CEPEC","149532","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon","angustifolia","Tibouchina aegopogon angustifolia",NA,"F. S. Meyer","P. H. Labiak","5990","2015","03","08",NA,"Brasil","Tocantins","ARRAIAS","Estrad vicinal no trevo de Arraias para Campos Belos.","-46.949167","-12.987778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46W56'57","12S59'16",NA,NA,NA,NA,"12/05/2016",NA
"285","2020-02-17 11:29:50-03","UEG","HUEG","10315","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Proença, C.E.B.","Ramalho, C.L.; Versiane, A.F.A.","531","2013","02","19","Southern America","Brasil","Goiás","Cocalzinho de Goiás","Ao longo da estrada para fazenda Maria dos Anjos.","-48.872222","-15.279444",NA,NA,NA,"Arbusto ca 0,8m. Hipanto lacínias e nervura das folhas arroxeadas.; Campo graminoso, solo arenoso.","HUEG010315",NA,NA,NA,NA,NA,NA,"-48.872222","-15.279444",NA,NA,NA,NA,NA,NA
"286","2020-02-17 11:29:50-03","UEG","HUEG","6864","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.",NA,"Tomazzelli, F. .L.","s.n.","2003","11","19","Southern America","Brasil","Goiás","Anápolis",NA,"-48.9528007507324","-16.3267002105713",NA,NA,NA,"Campus Ueg. Porte Herbáceo, flores lilás, sépalas, 10 estames, folhas opostas, estames livres.","HUEG006864",NA,NA,NA,"31830","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2020-02-17 11:29:50-03","UEG","HUEG","168","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Proença, C.E.B.; Romero, R.","Irwin, H.S.; Santos, M.L.","169","2002","12","29","Southern America","Brasil","Goiás","Pirenópolis","Parque Estadual Serra dos Pireneus","-48.9592018127441","-15.852499961853",NA,NA,NA,"Subarbusto; sobre solo arenoso, Caule ( 0,50 m); flores violetas.; Campo sobre solo arenoso.","HUEG000168",NA,NA,NA,"40887","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2020-02-17 11:29:50-03","UEG","HUEG","6296","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Simon, M.F.; Romero, R.","Irwin, H.S.; Santos, M.L.","169","2002","11","29","Southern America","Brasil","Goiás","Pirenópolis","Parque Estadual Serra dos Pireneus","-48.9592018127441","-15.852499961853",NA,NA,NA,"Subarbusto; sobre solo arenoso, Caule ( 0,50 m); flores violetas.; Campo sobre solo arenoso.","HUEG006296",NA,NA,NA,"40887","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2020-02-17 11:29:50-03","UEG","HUEG","4965","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Proença, C.E.B.; Romero, R.","Munhoz, C.B.R.; Faria Júnior, J.E.Q.","217","2006","01","24","Southern America","Brasil","Goiás","Pirenópolis","Parque Estadual Serra dos Pireneus","-48.9592018127441","-15.852499961853",NA,NA,NA,"Subarbusto, flor lilás, hermfrodita, actinomorfa; tipo taça.; Campo rupestre","HUEG004965",NA,NA,"2006","40887","auto","07",NA,NA,NA,NA,NA,NA,NA,NA
"290","2020-02-17 11:29:50-03","UEG","HUEG","2114","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Romero, R.; Gomes Júnior, J.C.","Ianhez, M.; Franco, T.L.","30","2003","10","10","Southern America","Brasil","Goiás","Anápolis","Campus UEG.","-48.9528007507324","-16.3267002105713",NA,NA,NA,"Subarbusto ,50 cm; flores arroxeadas e presença de botões.; Cerrado sensu stricto.","HUEG002114",NA,NA,"2006","31830","auto","08",NA,NA,NA,NA,NA,NA,NA,NA
"291","2020-02-17 11:29:50-03","UEG","HUEG","433","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Romero, R.; Gomes Júnior, J.C.","Ianhez, M.; Marques, S.A.","s.n.","2003","11","19","Southern America","Brasil","Goiás","Anápolis","Cerrado Campus UEG.","-48.9528007507324","-16.3267002105713",NA,NA,NA,"Porte herbáceo; flores lilás, 5 pétalas, 10 estames.; Cerrado.","HUEG000433",NA,NA,"2006","31830","auto","08",NA,NA,NA,NA,NA,NA,NA,NA
"292","2020-02-17 11:29:50-03","UEG","HUEG","425","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Proença, C.E.B.; Romero, R.","Ianhez, M.; Tomazzelli, F.L.","s.n.","2003","11","19","Southern America","Brasil","Goiás","Anápolis","Cerrado Campus UEG.","-48.9528007507324","-16.3267002105713",NA,NA,NA,"Porte herbáceo; flores lilás, 5 pétals, 10 estames livres; folhas opostas.; Cerrado.","HUEG000425",NA,NA,"2006","31830","auto","08",NA,NA,NA,NA,NA,NA,NA,NA
"293","2020-02-17 11:29:50-03","UEG","HUEG","432","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Romero, R.; Gomes Júnior, J.C.","Ianhez, M.; Rocha, G.O.","s.n.","2003","11","18","Southern America","Brasil","Goiás","Anápolis","Cerrado Campus UEG.","-48.9528007507324","-16.3267002105713",NA,NA,NA,"Porte herbáceo; flores lilás, 5 pétals, 10 estames.; Cerrado.","HUEG000432",NA,NA,"2006","31830","auto","08",NA,NA,NA,NA,NA,NA,NA,NA
"294","2020-02-17 11:29:50-03","UEG","HUEG","6865","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Gomes Júnior, J.C.","Ianhez, M.; Tomazzelli, F.L.","s.n.","2003","11","19","Southern America","Brasil","Goiás","Anápolis","Cerrado Campus UEG.","-48.9528007507324","-16.3267002105713",NA,NA,NA,"Porte herbáceo; flores lilás, 5 pétals, 10 estames livres; folhas opostas.; Cerrado.","HUEG006865",NA,NA,NA,"31830","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2016-08-23 10:59:52-03","NHMLondon","NHM-LONDON-BOT","BM000953966","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","John Julius Wurdack; b.1921; d.1988; Wurdack, J.J.","J.E. Pohl","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"-44.096503","-19.690239",NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/abb9fe90bd37a852ab728f5239f832304e1f6076/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Isotype","1972",NA,NA,NA,"-44.096503","-19.690239",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:474386"
"296","2020-11-12 17:01:45-03","UEL","FUEL","7144","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Meyer, FS","Bernacci, LC; et al.","19947","1987","12","08",NA,"Brasil","Goiás","Pirenópolis","Serra dos Pirineus, 3Km SW torre","-48.9592018127441","-15.852499961853","1350","1350",NA,NA,"FUEL004548",NA,NA,"2017","40887","auto","08",NA,NA,NA,NA,NA,NA,NA,NA
