"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","identifiedBy","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"338","2008-05-27 22:02:00-03","MO","MOBOT","1808483","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Erich Werdermann","Werdermann 2679","1926","12",NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Santa Cruz","Guarayos","Missiones Guarayos--Sta. Cruz de la Sierra.",NA,NA,"250.00000000",NA,"J.G. Rohwer","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2011-06-17 17:02:00-03","MO","MOBOT","1808488","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"José Steinbach","Steinbach G. 6359",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Santa Cruz","Sara","Campos región; Buenavista.",NA,NA,"450.00000000",NA,"J.G. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"340","2015-04-02 21:46:00-03","MO","MOBOT","1808491","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"M.G. Silva|Nelson A. Rosa|B.G. Ribeiro","Silva 3416","1977","12","21","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Pará",NA,"Altamira, km 23 da Tranzamasonica, Centro de Experimontação da EMBRAPA. Mata, terra firme, solo argiloso.",NA,NA,NA,NA,"J.G. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2015-12-27 05:32:00-02","MO","MOBOT","1808496","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"T. D. Pennington|L. Veloz|et al.","Pennington 13954","1993","5","6","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Esmeraldas","Eloy Alfaro","Anchayacu, Mayronga. Mixed forest on hills, heavy clay.","-79.21722","0.89083","100.00000000",NA,"H. van der Werff (MO)","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2008-05-27 22:02:00-03","MO","MOBOT","1808501","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Stephan G. Beck","Beck 7149","1981","12","2","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Santa Cruz","Andrés Ibáñez","Jardín Botánico Municipal, al lado del río Piray. Parque con restos de bosque natural, casi sin plantaciones introducidas.",NA,NA,"650.00000000",NA,"J.G. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2020-07-15 08:48:00-03","MO","MOBOT","1857483","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Renate Seidel|et al.","Seidel 9283","2002","8","11","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","La Paz","Abel Iturralde","Parque Nacional Madidi, sobre el camino de Apolo a San Jose de Uchupiamonas, cerca Mamacona, orilla del río Mamacona. Parcela temporal 49.","-68.1875","-14.4525","1540.00000000",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-37","4",NA
"344","2011-08-03 14:49:00-03","MO","MOBOT","1860187","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Manuel J. Macía|et al.","Macía 4104","2001","5","1","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","La Paz","Abel Iturralde","Parque Nacional Madidi. Bosque tropical lluvioso primario. Plano inundable próximo al arroyo Yuruma, región de Tumupasa","-67.97194","-14.19527","610.00000000",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2013-02-16 06:11:00-02","MO","MOBOT","1932879","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Germán Toasa|P. Stern|Antonio Peña|M. Vinza|Uwe Drehwald","Toasa 5425","1999","2","13","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Morona-Santiago","Morona","Parque Nacional Sangay. Bosque secundario en regeneración alternado con pastizales, suelos con mucha humedad","-78.24777","-2.22055","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2019-01-25 04:35:00-02","MO","MOBOT","2205028","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Luis Valenzuela G.","Valenzuela Gamarra 2078","2003","5","15","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Madre de Dios","Tambopata","Dist. Puerto Maldonado, Cusco Amazónico, Bosque Primario húmedo","-69.05","-12.53333","200.00000000",NA,"Jens Rohwer (HBG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA
"347","2009-07-29 11:15:00-03","MO","MOBOT","2212259","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Gloria Calatayud","Calatayud Hermosa 1823","2003","7","21","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Cusco",NA,"Dist. Maranura, Santa Beatriz, Bosque Secundario Seco","-72.65","-12.95","1194.00000000",NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"348","2010-10-15 12:11:00-03","MO","MOBOT","2396350","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Elbert L. Little|Robert G. Dixon","Little 21243","1965","10","6","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Esmeraldas","Quinindé","Pto. San José, Rió Blanco. 8 km SE de Quinindé. Bosque húmedo primario.","-79.43333","0.3","150.00000000",NA,"fide H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2020-07-21 18:08:00-03","MO","MOBOT","3025802","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"E. Ticona|Alejandro Araujo M.|Vania Torrez|C. Pérez|Guzmán Jove","Ticona Plata 31","2006","5","25","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","La Paz","Franz Tamayo","Parque Nacional Madidi, senda Azariamas-San Fermin, sector Monos. Bosque yungueño subandino pluviestacional humedo con Moraceae, Sapotaceae y Juglans boliviana; ladera surcada por arroyo seco. PPM-1 (1 ha). Plantas secadas en campo.","-68.7241667","-14.155","1100.00000000",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-01","4",NA
"350","2020-07-21 20:38:00-03","MO","MOBOT","3025874","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"E. Ticona|Alejandro Araujo M.|Vania Torrez|C. Pérez|Guzmán Jove|Lisandro Molina","Ticona Plata 288","2006","6","7","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","La Paz","Franz Tamayo","Parque Nacional Madidi, senda Azariamas-San Fermin sector Cumbre. Bosque yungueño subandino pluviestacional humedo, con Capparaceae, Moraceae y Ampelocera ruizii; ladera. PPM-3 (1 ha). Plantas secadas en campo.","-68.74","-14.1583333","1400.00000000",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-03","5",NA
"351","2020-07-21 21:10:00-03","MO","MOBOT","3025889","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"E. Ticona|Alejandro Araujo M.|Vania Torrez|C. Pérez|Guzmán Jove|Lisandro Molina","Ticona Plata 324","2006","6","7","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","La Paz","Franz Tamayo","Parque Nacional Madidi, senda Azariamas-San Fermin sector Cumbre. Bosque yungueño subandino pluviestacional humedo, con Capparaceae, Moraceae y Ampelocera ruizii; ladera. PPM-3 (1 ha). Plantas secadas en campo.","-68.74","-14.1583333","1400.00000000",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-03","4",NA
"352","2017-01-15 11:17:00-02","MO","MOBOT","3027169","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"I. Loza|L. Cayola|G. Chive|S. Paredes|E. Segundo|B. Sánchez","Loza Rivera 268","2006","6","2","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","La Paz","Franz Tamayo","Parque Nacional Madidi, NW de Apolo, senda Azariamas - San Fermín.","-68.7409444","-14.1609167","1580.00000000",NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-07","4",NA
"353","2012-12-25 18:21:00-02","MO","MOBOT","3140921","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Angelina Licata|Santos M. Niño","Licata 961","1997","6",NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Portuguesa",NA,"Municipio Ospino. Parque Nacional El Guache. Relicto de bosque Chorro de San Miguel.",NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2009-12-04 15:26:00-02","MO","MOBOT","3141314","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Gert G. Hatschbach|Maria M. Hatschbach|E.L. Barbosa","Hatschbach 76072","2003","10","9","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul",NA,"Rodovia Bonito - Campo dos Indios, ROd. MS-382, próximo da Fazenda Marambaia (Mun. Bonito).",NA,NA,NA,NA,"H.v.d. Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2012-10-03 09:53:00-03","MO","MOBOT","3226377","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Manuel Rimachi Y.","Rimachi Y. 422","1973","6","21","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Loreto","Maynas","Dtto. Iquitos. Trocha de la Astoria near mouth of Rio Nanay, purma, upland humid soil.",NA,NA,NA,NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"356","2014-04-04 05:53:00-03","MO","MOBOT","3337810","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Isau Huamantupa|Rodolfo Vásquez|Nigel Smith","Huamantupa Chuquimaco 7862","2006","6","30","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Loreto","Loreto","Dist. Parinari, localidad San Martin de Tipishca","-74.40277","-4.68694","130.00000000",NA,"Jens Rohwer (HBG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"357","2008-05-27 22:02:00-03","MO","MOBOT","3401671","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Michael H. Nee","Nee 53601","2005","12","2","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Santa Cruz",NA,"Prov. Ibáñez, 2 km SW of natural gas plant, 4.3 km by road NW of bridge over Río Piraí near La Bélgica. ''Cerrado'' vegetation of short woodland and grassy savanas, on slightly rolling terrain, with evidence of fires; soil sandy. With Acrocomia aculeata, Curatella amaericana, Miconia molybdea, Nectandra hihua, Persea caerulea, Linociera hassleriana, Tocoyena formosa, Chomelia boliviana, Taccarum weddelianum, Elionurus muticus, Piper aduncum.","-63.27166","-17.05611","370.00000000",NA,"M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2008-05-27 22:02:00-03","MO","MOBOT","3434264","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"E.L. Barbosa","Barbosa 1596","2006","6","21","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul",NA,"Próximo do Assentamento Agachi (Mun. Miranda). Cerrado.",NA,NA,NA,NA,"H. van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2010-07-27 14:44:00-03","MO","MOBOT","3462408","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Sidney T. McDaniel|Manuel Rimachi Y.","McDaniel 17344","1973","5","27","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Loreto","Maynas","Dtto. Indiana. Quebrada de Yanayacu below Bombanaje, innundated forest.",NA,NA,NA,NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"360","2015-01-28 05:47:00-02","MO","MOBOT","47259","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Agustin Rudas L.|D. Tuberguias|F. Uribe","Rudas Lleras 4205","1992","3","30","South America","Colombia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Amazonas",NA,"Municipio de Leticia. Parque Nacional Natural Amacayacu. Alrededores de la quebrada Agua Pudre en bosque de terra firme. Transecto U19-U20.","-70.25","-3.7","120.00000000",NA,"J. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"141","5",NA
"361","2015-01-28 05:47:00-02","MO","MOBOT","47267","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Agustin Rudas L.|D. Tuberguias|F. Uribe","Rudas Lleras 3554","1992","3","24","South America","Colombia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Amazonas",NA,"Municipio de Leticia. Parque Nacional Natural Amacayacu. Alrededores de la quebrada Agua Pudre en bosque de terra firme. Parcela E, No. 14.","-70.25","-3.7","120.00000000",NA,"J. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","4",NA
"362","2008-05-27 22:02:00-03","MO","MOBOT","47635","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 39763","1994","6","30","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Concepción",NA,"Arroyo Tagatiyá-Guazú. Gallery forest on limestones.","-57.43944","-22.75722",NA,NA,"Henk van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"914","6",NA
"363","2008-05-27 22:02:00-03","MO","MOBOT","47643","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 39799","1994","6","30","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Concepción",NA,"Arroyo Tagatiyá-Guazú. Gallery forest on limestones.","-57.43944","-22.75722",NA,NA,"Henk van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"914","4",NA
"364","2008-05-27 22:02:00-03","MO","MOBOT","47652","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 39809","1994","6","30","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Concepción",NA,"Arroyo Tagatiyá-Guazú. Gallery forest on limestones.","-57.43944","-22.75722",NA,NA,"Henk van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"914","4",NA
"365","2013-05-07 06:03:00-03","MO","MOBOT","47763","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Ynés Mexia","Mexia 6582","1934","10","18","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Los Ríos",NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2008-05-27 22:02:00-03","MO","MOBOT","47775","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Walter A. Palacios","Palacios Cuenca 1882","1987","8","14","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Napo","Tena","RESERVA BIOLOGICA JATUN SACHA, 8 km. de Puerto Misahualli, margen derecha del Río Napo. Bosque húmedo tropical. Bosque primario. Suelo rojo de colinas.","-77.61666","-1.06666","450.00000000",NA,"J. Rohwer, 1990 (HBG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-13","12",NA
"367","2008-05-27 22:02:00-03","MO","MOBOT","48198","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Michael H. Nee","Nee 36953","1988","11","29","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Santa Cruz","Andrés Ibáñez","6 km. NW of Terevinto. Rolling, unconsolidated sandy soil, weathered reddish, with savanna-like subtropical forest, Protium heptaphyllum, Simarouba amara, Ficus caballina, Didymopanax morototoni, Dipteryx alata.","-63.41666","-17.68333","450.00000000",NA,"J. Rohwer (HBG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2008-05-27 22:02:00-03","MO","MOBOT","48205","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Michael H. Nee","Nee 35776","1987","8","26","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Santa Cruz","Warnes","Along old road to La Belgica, E side of Rio Pirai, 4 km. (by air) E of La Belgica. Flat natural grassland pampa, soil of fine sand.","-63.18333","-17.56666","360.00000000",NA,"J. Rohwer (HBG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2015-09-30 09:04:00-03","MO","MOBOT","48480","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Cesár A. Grández|Rodolfo Vásquez|G. Criollo D.","Grández Rios 494","1985","7","11","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Loreto","Ucayali","Distrito Puinahua. Reserva Nacional Pacaya-Samiria. Cocha Yarina, (Inventaø rio Forestal), Cuenca Pacaya.","-74","-5","120.00000000",NA,"Henk van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","8",NA
"370","2015-05-13 16:04:00-03","MO","MOBOT","48591","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Franklin Ayala|G. Criollo D.|E. Arévalo S.","Ayala Flores 3810","1982","8","27","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Loreto","Requena","Palmira, Restauración, Río Ucayali.",NA,NA,NA,NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","4",NA
"371","2013-06-02 05:37:00-03","MO","MOBOT","49372","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Walter A. Palacios|I. Vargas|Efraín Freire","Palacios Cuenca 8721","1991","10","27","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Zamora-Chinchipe","Nangaritza","Shaime. Frente a destacamento Militar. Márgen derecha del Río Nangaritza. Bosque primario. Suelos con 20 % de pendiente, 20 cm de profundidad.","-78.71666","-4.3","930.00000000",NA,"Henk van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91-92","10",NA
"372","2019-06-16 04:36:00-03","MO","MOBOT","49912","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Galo A. Tipaz|Carlos Aulestia","Tipaz 1646","1992","7","10","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Imbabura","Cotacachi","Parroquia Apuela. Bosque secundario. Suelo pedregoso. Bosque seco Montano Bajo.","-78.41666","0.25","3300.00000000",NA,"J. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92-25","6",NA
"373","2019-06-16 04:36:00-03","MO","MOBOT","49919","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Galo A. Tipaz|Carlos Aulestia","Tipaz 1653","1992","7","10","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Imbabura","Cotacachi","Parroquia Apuela. Sector Cuellage. Bosque remanente. Suelo pedregoso. Bosque seco Montano Bajo.","-78.41666","0.25","1600.00000000",NA,"J. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92-26","1",NA
"374","2014-04-04 05:41:00-03","MO","MOBOT","50136","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Alwyn H. Gentry|Rodolfo Vásquez|Peggy Stern|M. Horna","Gentry 43741A","1983","8","28","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Loreto","Maynas","Yanamono. Explorama Tourist Camp, Río Amazonas halfway between Indiana and mouth of Río Napo. Seasonally inundated tahuampa forest. Transect 7","-72.83333","-3.46666","120.00000000",NA,"J. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-239","2",NA
"375","2008-05-27 22:02:00-03","MO","MOBOT","50266","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"H. van der Werff|et al.","van der Werff 10223","1988","8","23","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Loreto","Maynas","Alpahuayo, field station of IIAP, ca. 26 km along road Iquitos-Nauto. Forest on lateritic soil and white sand.","-73.46416","-4.12472","130.00000000",NA,"Jens Rohwer (HBG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-28","14",NA
"376","2008-05-27 22:02:00-03","MO","MOBOT","50320","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"H. van der Werff|et al.","van der Werff 10230","1988","8","23","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Loreto","Maynas","Alpahuayo, field station of IIAP, ca. 26 km along road Iquitos-Nauto. Forest on lateritic soil and white sand.","-73.46416","-4.12472","130.00000000",NA,"Jens Rohwer (HBG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-28","13",NA
"377","2008-05-27 22:02:00-03","MO","MOBOT","50324","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Walter A. Palacios","Palacios Cuenca 8177","1991","10","17","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Zamora-Chinchipe","Nangaritza","Yanzatza. Río Yacuambi. La Saquea. Potreros sobre pendientes de 45%.","-78.88333","-3.9","900.00000000",NA,"Henk van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91-80","6",NA
"378","2008-05-27 22:02:00-03","MO","MOBOT","50385","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Walter A. Palacios","Palacios Cuenca 4266","1989","5","21","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Napo","Tena","Cantón Tena. Estación Biológica Jatun Sacha. En los alrededores de la Estación, carretera a Ahuano, a 1 km del Río Napo. Bosque muy húmedo Tropical. Suelo aluvial, terraza del río. Arboles dejados al talar el bosque.","-77.6","-1.06666","400.00000000",NA,"Henk van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89-61","20",NA
"379","2008-05-27 22:02:00-03","MO","MOBOT","50392","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Walter A. Palacios","Palacios Cuenca 4268","1989","5","21","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Napo","Tena","Cantón Tena. Estación Biológica Jatun Sacha. En los alrededores de la Estación, carretera a Ahuano, a 1 km del Río Napo. Bosque muy húmedo Tropical. Suelo aluvial, terraza del río. Arboles dejados al talar el bosque.","-77.6","-1.06666","400.00000000",NA,"Henk van der Werff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89-61","17",NA
"380","2014-04-04 05:41:00-03","MO","MOBOT","51139","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Rodolfo Vásquez|et al.","Vásquez Martínez 6206","1985","1","29","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Loreto","Maynas","Alpahuayo (Estación IIAP). Bosque primario.","-73.5","-4.16666",NA,NA,"J. Rohwer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-8","5",NA
"381","2014-04-04 05:41:00-03","MO","MOBOT","51165","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 7853","1986","8","19","South America","Peru",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Loreto","Maynas","Carretera Dtto. Iquitos-Nauta, Km 32. Bosque primario.","-73.5","-4.16666","150.00000000",NA,"H. van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-38","5",NA
"382","2019-07-20 10:54:00-03","MO","MOBOT","51228","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Walter A. Palacios","Palacios Cuenca 9426","1991","11","21","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Ruiz & Pav.) Rohwer","Sucumbíos",NA,"Reserva Cuyabeno. Orilla del Río Aguarico. Comunidad indígena cofán del Zábalo. Bosque primario sobre suelo aluvial.","-75.75","-0.3666667","230.00000000",NA,"Henk van der Werff (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91-114","9",NA
