"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount","sex"
"149","2008-05-27 22:02:00-03","MO","MOBOT","2716331","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Stephan G. Beck","Beck 6800","1981","3","24","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Florida",NA,NA,NA,NA,NA,"1240.00000000",NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2013-07-02 12:46:00-03","MO","MOBOT","2785836","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Michael O. Dillon|Ulf Molau|P. A. Matekaitis","Dillon 2737","1983","1","5","South America","Peru",NA,NA,NA,NA,"La Libertad","Otuzco","Ca. 13 km SE of Otuzco on road to Agallpampa.",NA,NA,NA,NA,"2420.00000000",NA,NA,NA,"(Cav.) Nees",NA,"M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"151","2011-03-31 12:09:00-03","MO","MOBOT","3082675","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","S. Llatas Quiroz","Llatas Quiroz 1624","1986",NA,NA,"South America","Peru",NA,NA,NA,NA,"Piura","Huancabamba","Pampas, suelos amarillentos.",NA,NA,NA,NA,"2250.00000000",NA,NA,NA,"(Cav.) Nees",NA,"M. Dillon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2011-04-11 12:14:00-03","MO","MOBOT","3082749","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Ismael Morel","Morel 2648","1947",NA,NA,"South America","Argentina",NA,NA,NA,NA,"Formosa","Pilcomayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2013-10-08 14:20:00-03","MO","MOBOT","3084192","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","W. Lossen","Lossen 321","1925","1",NA,"South America","Argentina",NA,NA,NA,NA,"Córdoba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"154","2013-07-31 15:54:00-03","MO","MOBOT","3085233","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Elsa M. Zardini|M.L. Pochettino|Julio A. Hurrell|C. Iudica|D. Ramadori","Zardini 1899","1983","1","29","South America","Argentina",NA,NA,NA,NA,"Salta","Santa Victoria","Pucará.",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"155","2013-05-07 06:03:00-03","MO","MOBOT","3085487","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Ynés Mexia","Mexia 4189","1935",NA,NA,"South America","Peru",NA,NA,NA,NA,"Puno","Melgar","Granja Modelo de Chuquibambilla; arid flat; pampa.",NA,NA,NA,NA,"3914.00000000",NA,NA,NA,"(Cav.) Nees",NA,"Ivan M. Johnston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2009-08-07 05:40:00-03","MO","MOBOT","3085632","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Otto Zöllner","Zöllner 8663","1975",NA,NA,"South America","Chile",NA,NA,NA,NA,"Valparaiso",NA,"In Quilpue, growing on sunny places, abundant.",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2011-04-06 16:59:00-03","MO","MOBOT","3085724","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","George H. Pring","Pring 36","1923","5",NA,"South America","Colombia",NA,NA,NA,NA,NA,NA,"San Cristobal, Sabana de Bogota.",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"E.C.Leonard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2008-05-27 22:02:00-03","MO","MOBOT","3086000","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Barry E. Hammel","Hammel 5939","1978",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"On rocky road to roadbank 30 km N of Tuli del Valle on road to Amaicha del Valle",NA,NA,NA,NA,"2895.60000000",NA,NA,NA,"(Cav.) Nees",NA,"D.Wassh.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2008-05-27 22:02:00-03","MO","MOBOT","3086070","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Otto Buchtien","Buchtien 1101","1935","3","12","South America","Bolivia",NA,NA,NA,NA,"La Paz",NA,NA,NA,NA,NA,NA,"3420.00000000",NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2008-05-27 22:02:00-03","MO","MOBOT","3086161","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","VENTURI","VENTURI 1537","1921",NA,NA,"South America","Argentina",NA,NA,NA,NA,"Tucumán",NA,NA,NA,NA,NA,NA,"600.00000000",NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2014-04-08 15:22:00-03","MO","MOBOT","3086328","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Thomas Morong","Morong 854","1888",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"Central Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"W.D. Stevens",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"162","2010-06-18 17:06:00-03","MO","MOBOT","3086623","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Arturo E. Burkart","Burkart 10435","1940",NA,NA,"South America","Argentina",NA,NA,NA,NA,"Córdoba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2011-07-08 05:50:00-03","MO","MOBOT","3086763","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Kenneth J. Hayward","Hayward 1463","1946",NA,NA,"South America","Argentina",NA,NA,NA,NA,"Santa Fé","General Obligado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2009-08-23 08:40:00-03","MO","MOBOT","3153984","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","T. Herzog","Herzog 2367","1911","10",NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"Araca Valley",NA,NA,NA,NA,"3600.00000000","3700.00000000",NA,NA,"(Cav.) Nees",NA,"fide Foster's cards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2010-02-04 17:49:00-02","MO","MOBOT","3154125","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","G. Mandon","Mandon 299","1859","1",NA,"South America","Bolivia",NA,NA,NA,NA,"La Paz","Larecaja","Vic. Sorata, between Poquerani and river",NA,NA,NA,NA,"2600.00000000","2700.00000000",NA,NA,"(Cav.) Nees",NA,"fide Foster's cards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2008-05-27 22:02:00-03","MO","MOBOT","3299105","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","H. Huaylla|R. León|I. Guachalla","Huaylla 990","2004","2","15","South America","Bolivia",NA,NA,NA,NA,"Chuquisaca","Oropeza","N de Sucre camino hacia la cascada 1 km de la para de micro Q. Plantas dispersos, al borde del camino. Valle seco, área plana con cultivos y vivienda con vegatación herbacea y pastos.",NA,NA,NA,NA,"2880.00000000",NA,NA,NA,"(Cav.) Nees",NA,"H. Huaylla (HSB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2015-04-22 18:27:00-03","MO","MOBOT","3338267","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Jim Farfán","Farfán 903","2006","1","28","South America","Peru",NA,NA,NA,NA,"Cusco","Quispicanchis","Dist. Lucre, Tangobamba, laguna de Wacarpay","-71.73972","-13.60555",NA,NA,"3069.00000000",NA,NA,NA,"(Cav.) Nees",NA,"M. Nee (MO)",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"168","2011-04-02 06:36:00-03","MO","MOBOT","3368414","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Ariel Lliully|E. Portal|A. Tarifa","Lliully 11","2004","10","7","South America","Bolivia",NA,NA,NA,NA,"Chuquisaca","Sud Cinti","Cima del cerro Grande. Pastizal en la cima del cerro con escasa vegetacion, zona estacionalmente seca.","-64.64333","-20.73694",NA,NA,"2520.00000000",NA,NA,NA,"(Cav.) Nees",NA,"Gutierrez, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2015-02-11 05:53:00-02","MO","MOBOT","3384007","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Gilles Robert Brunel","Brunel 191","1972","12","28","South America","Peru",NA,NA,NA,NA,"Cusco","Anta","Cillapuyu, El Chaccan.",NA,NA,NA,NA,"3673.00000000",NA,NA,NA,"(Cav.) Nees",NA,"M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2008-08-07 03:32:00-03","MO","MOBOT","3393278","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Nur Ritter|J.R.I. Wood","Ritter 2659","1995","12","3","South America","Bolivia",NA,NA,NA,NA,"Cochabamba","Cercado","Small irrigation channel above the Rio Tirani, in the Cordillera del Tunari. Vegetation type: Valles secos interandinos.","-66.155","-17.32416",NA,NA,"3050.00000000",NA,NA,NA,"(Cav.) Nees",NA,"John R. I. Wood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2014-01-02 05:36:00-02","MO","MOBOT","3394655","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Martha Serrano|S. P. Churchill|Jeaneth Villalobos|D. Villarroel","Serrano 5348","2004","12","10","South America","Bolivia",NA,NA,NA,NA,"Tarija","Arce","Minicipio Padcaya. Reserva Nacional de Flopra y Fauna Tariquia Trayecto de la Cima la Escalera-La Hondura.","-64.6255556","-21.9741667",NA,NA,"2494.00000000",NA,NA,NA,"(Cav.) Nees",NA,"M. Serrano",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"172","2013-05-07 06:03:00-03","MO","MOBOT","3395259","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Ynés Mexia","Mexia 04189","1935","11","20","South America","Peru",NA,NA,NA,NA,"Puno","Melgar","Granja Modelo de Chuquibambilla; arid flat; pampa.",NA,NA,NA,NA,"3914.00000000",NA,NA,NA,"(Cav.) Nees",NA,"Ivan M. Johnston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2013-06-18 05:46:00-03","MO","MOBOT","3443882","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Jeaneth Villalobos|M. Jiménez|L. Villalobos","Villalobos 1045","2007","12","11","South America","Bolivia",NA,NA,NA,NA,"Chuquisaca",NA,"Municipio Tarvita. Comunidad Cuñuripampa. Sobre lecho de rio, continuando el camino hacia arriba.","-64.495","-19.7469444",NA,NA,"2091.00000000",NA,NA,NA,"(Cav.) Nees",NA,"Lliully A",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"174","2009-02-20 11:07:00-03","MO","MOBOT","3450141","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","R.A. Flores","Flores 5","2006","11","2","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Velasco","Santa Rosa de la Roca, Sobre la carretera que va a San Ignacio de Velasco, al frente de la gasolinera Santa Rosa de la Roca.","-61.4333333","-15.9",NA,NA,"1201.00000000",NA,NA,NA,"(Cav.) Nees",NA,"N.R. Ledezma (USZ)",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"175","2014-12-18 05:31:00-02","MO","MOBOT","3499962","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Modesto Zárate","Zárate B. 1991","2005","3","10","South America","Bolivia",NA,NA,NA,NA,"Cochabamba","Cercado","Bosque de Polylepis. Ladera con pendiente de 37, exposición Sud.","-66.2125","-17.30361",NA,NA,"3340.00000000",NA,NA,NA,"(Cav.) Nees",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2008-05-27 22:02:00-03","MO","MOBOT","498772","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","G. Schmitt|D. Schmitt","Schmitt 3","1984","2","4","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Manuel Maria Caballero","2.5 km N of Tambo, Rio San Isidro Valley (Rio Pulquina). Xeromorphic scrubland.",NA,NA,NA,NA,"1525.00000000",NA,NA,NA,"(Cav.) Nees",NA,"D. Wasshausen (US)",NA,NA,NA,NA,NA,NA,"84-1",NA,"3",NA
"177","2011-06-09 17:24:00-03","MO","MOBOT","502157","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Percy Núñez V.","Núñez Vargas 7447","1987","3","11","South America","Peru",NA,NA,NA,NA,"Cusco","Urubamba","Pumawanca, 72 km de Cusco al Norte, cerca de El Valle, el río y el cerro quebrada Pumawanca.","-72.11527","-13.30777",NA,NA,"3100.00000000",NA,NA,NA,"(Cav.) Nees",NA,"D. Wasshausen (US)",NA,NA,NA,NA,NA,NA,"87-3",NA,"4",NA
"178","2008-05-27 22:02:00-03","MO","MOBOT","503367","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Joseph A. Ewan","Ewan 16464","1944","11","10","South America","Ecuador",NA,NA,NA,NA,"Pichincha",NA,NA,NA,NA,NA,NA,"2800.00000000",NA,NA,NA,"(Cav.) Nees",NA,"D. Wasshausen (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2015-08-01 05:59:00-03","MO","MOBOT","503376","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","F.R. Fosberg|Manuel A. Giler","Fosberg 23212","1945","2","21","South America","Ecuador",NA,NA,NA,NA,"Azuay",NA,NA,NA,NA,NA,NA,"2525.00000000",NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2008-05-27 22:02:00-03","MO","MOBOT","503391","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Wendell H. Camp","Camp E-1843","1945","2","26","South America","Ecuador",NA,NA,NA,NA,"Azuay",NA,NA,NA,NA,NA,NA,"2500.00000000","2700.00000000",NA,NA,"(Cav.) Nees",NA,"D. Wasshausen (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2016-01-21 12:57:00-02","MO","MOBOT","503659","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Blas Pérez","Pérez Maricerich 782","1991","3",NA,"South America","Paraguay",NA,NA,NA,NA,"Central",NA,"Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.","-57.4666667","-25.3333333",NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,"3",NA,"3",NA
"182","2011-06-09 17:38:00-03","MO","MOBOT","505641","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Abundio Sagástegui A.|et al.","Sagástegui Alva 11245","1983","11","18","South America","Peru",NA,NA,NA,NA,"Cajamarca","Cajabamba","Alrededores de Cajabamba.",NA,NA,NA,NA,"2600.00000000",NA,NA,NA,"(Cav.) Nees",NA,"D. Wasshausen (US)",NA,NA,NA,NA,NA,NA,"242",NA,"3",NA
"183","2008-05-27 22:02:00-03","MO","MOBOT","505805","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Abundio Sagástegui A.|et al.","Sagástegui Alva 10395","1982","5","1","South America","Peru",NA,NA,NA,NA,"Cajamarca","Contumazá","Tantarica.",NA,NA,NA,NA,"2980.00000000",NA,NA,NA,"(Cav.) Nees",NA,"D. Wasshausen (US)",NA,NA,NA,NA,NA,NA,"206",NA,"3",NA
"184","2014-12-18 09:59:00-02","MO","MOBOT","764775","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","R. Dueñas","Dueñas 40","1986","6",NA,"South America","Peru",NA,NA,NA,NA,"Cusco","Calca","Huambutio, San Salvador. (Plants from transects and general collections).","-71.6666667","-13.6333333",NA,NA,"3200.00000000",NA,NA,NA,"(Cav.) Nees",NA,"M. Nee",NA,NA,NA,NA,NA,NA,"86-1",NA,"2",NA
"185","2008-05-27 22:02:00-03","MO","MOBOT","911702","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Miguel Bang","Bang 891","1891","11",NA,"South America","Bolivia",NA,NA,NA,NA,"La Paz","Murillo","Zongo.","-68.05","-16.08333",NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"D. Wasshausen (US)",NA,NA,NA,NA,NA,NA,"13",NA,NA,NA
"186","2013-06-28 13:49:00-03","MO","MOBOT","911830","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Miguel Bang","Bang 967","1891",NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Cochabamba",NA,"Vicinity of Cochabamba.","-66.15","-17.38333",NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA
"187","2008-05-27 22:02:00-03","MO","MOBOT","922311","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","James West","West 3716","1935","11","2","South America","Peru",NA,NA,NA,NA,"Apurimac",NA,"Sorococha Pass on trail Chincheros-Andahuaylas; open puna, in grass.",NA,NA,NA,NA,"4200.00000000",NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2008-05-27 22:02:00-03","MO","MOBOT","935567","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","E. Gutiérrez|M. Menacho|J. Balcázar","Gutiérrez Crespo 1516","1995","1","22","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Manuel Maria Caballero","Estancia lanza-lanza; a 2 km del Río Comarapa sobre ladera con 30 de inclinación, exposición W, bosque seco xerofitico con laxoterigma grisibochi, (Schinapes haekeana).","-64.58333","-18.04",NA,NA,"1600.00000000",NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2013-07-01 14:01:00-03","MO","MOBOT","970460","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Elsa M. Zardini|Leongino Guerrero","Zardini 41544","1994","10","15","South America","Paraguay",NA,NA,NA,NA,"Concepción",NA,"Estancia Santa Maria de la Sierra. Forest on limestone hill.","-57.48138","-22.71805",NA,NA,"200.00000000",NA,NA,NA,"(Cav.) Nees",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,"973",NA,"2",NA
"190","2010-08-24 09:46:00-03","MO","MOBOT","2457037","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","neesianum","Stenandrium neesianum","F. Sellow","Sellow 85","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,"Rio Grande do Sul",NA,"Porto Alegre. Porto Alegre","-51.23","-30.0330556",NA,NA,NA,NA,NA,NA,"Lindau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2008-05-27 22:02:00-03","MO","MOBOT","3082260","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve","Santiago Venturi","Venturi 7453","1928",NA,NA,"South America","Argentina",NA,NA,NA,NA,"Tucumán",NA,NA,NA,NA,NA,NA,"650.00000000",NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2009-05-15 11:31:00-03","MO","MOBOT","3085276","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve","Pedro Jörgensen","Jörgensen 1463","1915",NA,NA,"South America","Argentina",NA,NA,NA,NA,"Catamarca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2011-02-18 16:20:00-02","MO","MOBOT","3085456","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve","F. Kurtz","Kurtz 8421","1895",NA,NA,"South America","Argentina",NA,NA,NA,NA,"Córdoba",NA,"Sierra Achala.",NA,NA,NA,NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2014-10-05 18:51:00-03","MO","MOBOT","3085553","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve","A. Brizuela","Brizuela 762","1947",NA,NA,"South America","Argentina",NA,NA,NA,NA,"Catamarca","La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2008-05-27 22:02:00-03","MO","MOBOT","3085840","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve","VENTURI","VENTURI 4923","1927",NA,NA,"South America","Argentina",NA,NA,NA,NA,"Jujuy",NA,NA,NA,NA,NA,NA,"2100.00000000",NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2009-07-10 17:57:00-03","MO","MOBOT","3086015","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve","Troels M. Pedersen","Pedersen 6455","1977",NA,NA,"South America","Argentina",NA,NA,NA,NA,"Corrientes","Empedrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nees",NA,"B. Hansen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2009-07-10 17:57:00-03","MO","MOBOT","3086132","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve","Troels M. Pedersen","Pedersen 9025","1969",NA,NA,"South America","Argentina",NA,NA,NA,NA,"Corrientes","Concepción","Grassland on black earth.",NA,NA,NA,NA,NA,NA,NA,NA,"Nees",NA,"B. Hansen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2010-01-29 20:52:00-02","MO","MOBOT","3086248","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve","W.G. Herter","Herter 275","1927","4",NA,"South America","Uruguay",NA,NA,NA,NA,"Cerro Largo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2010-06-18 17:12:00-03","MO","MOBOT","3086529","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve","Arturo E. Burkart|Juan C. Gamerro","Burkart 22019","1960",NA,NA,"South America","Argentina",NA,NA,NA,NA,"Entre Ríos","Federación","Salto Grande. Lomas pedregosas.",NA,NA,NA,NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2008-05-27 22:02:00-03","MO","MOBOT","3153933","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve","R.E. Fries","Fries 1391","1902","3","18","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Chaco, Tatarenda",NA,NA,NA,NA,NA,NA,NA,NA,"Nees",NA,"fide Foster's cards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2016-08-26 09:15:56-03","UFSM","HDCF","2139","S","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Marchiori, J. N. C.","187","1986","01","13","América","Brasil",NA,NA,NA,NA,"Rio Grande do Sul","Santana da Boa Vista","Cerro do Diogo","-53.1152992248535","-30.8719005584717",NA,NA,NA,NA,NA,NA,"Nees",NA,"Marchiori, J. N. C.",NA,"1986","47489","auto","04","01",NA,NA,NA,NA
"202","2016-08-26 09:15:56-03","UFSM","HDCF","2998","S","Plantae","Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve","Marchiori, J. N. C.","618","1986","10","04","América","Brasil",NA,NA,"Campo rupreste",NA,"Rio Grande do Sul","São Vicente do Sul","Cerro do Loreto","-54.6794013977051","-29.6916999816895",NA,NA,NA,NA,NA,NA,"Nees",NA,"Marchiori, J. N. C.",NA,"1986","42672","auto","11","06",NA,NA,NA,NA
"203","2020-08-31 08:58:27-03","INPA","INPA","42349","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Prance, GT","18870","1973","10","12","Southern America","Brasil",NA,NA,NA,"INPA0042349","Mato Grosso","Chapada dos Guimarães","Colegio de Buriti, Cerradão behind Colégio de Buriti.","-55.80725","-15.415111","-55.80725","-15.415111","720","720","Dicotyledon Asterids","Lamiales","(Cav.) Nees","INPA0042349 INPA0042349_e","Wasshausen, DC",NA,"1993",NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-08-31 08:58:27-03","INPA","INPA","218630","S","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Hatschbach, GG","74038","2002","11","10","Southern America","Brasil",NA,NA,NA,"INPA0218630","Mato Grosso do Sul","Porto Murtinho","Rodovia Bonito - Campo dos Índios, entre Km 80 - 85. Cerrado, locais abertos, solo arenoso.","-57.8824996948242","-21.6989002227783",NA,NA,NA,NA,"Dicotyledon Asterids","Lamiales","(Cav.) Nees","INPA0218630 INPA0218630_e","Wasshausen, DC",NA,"2005","185577","auto",NA,NA,NA,NA,NA,NA
"205","2020-06-25 16:06:02-03","FUVATES","HVAT","5717","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","M. Caumo","157","2017","01","26",NA,"Brasil",NA,NA,"Herbácea; APP com vegetação campestre - estágio inicial","HVAT00005717","Rio Grande do Sul","Pantano Grande","Vila Capivarita, Horto Tarumã CMPC.","-52.485833","-30.324444","-52º29'9''W","-30º19'28''S",NA,NA,NA,NA,"(Cav.) Nees",NA,"I. Boldrini; D. Lucas",NA,"2017",NA,NA,"11","07",NA,NA,NA,NA
