"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","country","occurrenceRemarks","individualCount","recordedBy","recordNumber","continentOcean","preparationType","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","minimumElevationInMeters","maximumElevationInMeters"
"15","2019-11-21 14:33:08-03","UFJF","CESJ","42333","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brasil","Epífita, no interior do cânion do Funil. Frutos vermelhos.",NA,"F.R.G. Salimena; K. Antunes; C.N. Matozinhos; O.J. Bastos Neto; P.H. Nobre","1341","América do Sul",NA,"CESJ042333",NA,"C.N. Matozinhos","2004","05","21","Minas Gerais","Rio Preto","Serra Negra, Vilarejo do Funil.","-43.8278007507324","-22.0891990661621","20815","auto","2006","04",NA,NA,NA,NA,NA,NA
"16","2019-11-21 14:33:08-03","UFJF","CESJ","46270","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brasil","Erva, epífita em campo rupestre em local sombreado. Frutos róseo-arroxeados.",NA,"K. Antunes; C.N. Matozinhos; N.L. Abreu; F.S. Souza; P.L. Viana","195","América do Sul",NA,"CESJ046270",NA,"J.A. Lombardi","2005","11","10","Minas Gerais","Rio Preto","Serra Negra, Vilarejo do Funil, cânion próximo à Gruta do Funil.","-43.8278007507324","-22.0891990661621","20815","auto","2007","05",NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:33:08-03","UFJF","CESJ","59838","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brasil","Epífita, pendente, cerca de 1m, frutos róseos.",NA,"D.R. Gonzaga","01","América do Sul",NA,"CESJ059838",NA,"D.R. Gonzaga","2012","04","28","Minas Gerais","Rio Preto","Trilha do Sumidouro","-43.8278007507324","-22.0891990661621","20815","auto","2012","04","28",NA,NA,NA,NA,NA
"18","2021-03-01 16:27:18-03","UNICAMP","UEC","166857","S","Plantae","Magnoliopsida",NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brazil","Pendente em rochas. Frutos imaturos verdes. Beira de Mata Atlântica.",NA,"Souza, VC; Rodrigues, RR; Arzolla, FARDP; Ivanauskas, NM; Souza, JP; Scalon, VR","9123",NA,NA,"UEC090868","UEC090868","Zappi, DC","1995","09","04","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Arredores do alojamento e da Caverna do Diabo.","-48.391944","-24.646389",NA,NA,"2001","08",NA,"-48.391944","-24.646389",NA,NA,NA
"19","2021-03-01 16:27:18-03","UNICAMP","UEC","137443","S","Plantae","Magnoliopsida",NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brazil","Fruto rosa-avermelhado.",NA,"Breier, TB","0719",NA,NA,"UEC090867","UEC090867","Breier, TB","2002","11","25","São Paulo","Campinas","Barão Geraldo.","-47.060001373291","-22.8999996185303","23900","auto","2004","09",NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:19:48-03","MBM","MBM","102494","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brazil","Epífita. Beira de rio, flor amarela pálido",NA,"Cordeiro, J.; Silva, J.M.; Silva, J.M.","100","Southern America",NA,"MBM102494","MBM102494","Taylor, N.P.","1985","08","14","Paraná","Campina Grande do Sul","Rio Capivari","-49.0553016662598","-25.3055992126465","55154","auto","1993","12","10",NA,NA,NA,NA,NA
"21","2020-12-21 16:19:48-03","MBM","MBM","48668","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Argentina","En quebrachal, flores blancas",NA,"Cristóbal, C.L.","1268","Southern America",NA,"MBM048668","MBM048668","Ribas, O.S.","1975","09","28","Corrientes",NA,"Dep. San Luis del Palmar. Ruta 5,18 km SE de San Luis del Palmar",NA,NA,NA,NA,"2004","05",NA,NA,NA,NA,NA,NA
"22","2020-12-11 11:34:16-03","UFMG","BHCB","38482","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brasil",NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais","Belo Horizonte","Fundação Zoo-Botânica.","-43.937801361084","-19.9207992553711","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:34:16-03","UFMG","BHCB","18663","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brasil",NA,NA,"Grandi, TSM; Braga, MMN","327","Southern America",NA,NA,NA,NA,"1989","07",NA,"Minas Gerais","Rio Preto","Gruta do Funil.","-43.8278007507324","-22.0891990661621","20815","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-11 17:18:26-03","UFPR","UPCB","73066","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgren","Brasil","Mata próxima ao restaurante Núcleo Santana.",NA,"Soller, A.","147",NA,NA,NA,NA,"Soller, A.","2011","09","23","São Paulo","Apiaí","P.E. Turístico Alto Ribeira (PETAR)","-48.8400001525879","-24.5","37738","auto","2011","10","06",NA,NA,NA,NA,NA
"25","2021-02-11 17:18:26-03","UFPR","UPCB","73035","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgren","Brasil",NA,NA,"Soller, A.","93",NA,NA,NA,NA,"Soller, A.","2011","02","08","Paraná","Campina Grande do Sul","Rio Capivari, Margem","-49.0553016662598","-25.3055992126465","55154","auto","2011","02","10",NA,NA,NA,NA,NA
"26","2021-02-11 17:18:26-03","UFPR","UPCB","73043","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgren","Brasil",NA,NA,"Soller, A.","108",NA,NA,NA,NA,"Soller, A.","2011","02","08","Paraná","Campina Grande do Sul","Rio Capivari, Margem","-49.0553016662598","-25.3055992126465","55154","auto","2011","02","10",NA,NA,NA,NA,NA
"27","2021-02-11 17:18:26-03","UFPR","UPCB","73016","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgren","Brasil","Mata de Galeria, epífita.",NA,"Soller, A.","71",NA,NA,NA,NA,"Soller, A.","2010","11","09","Paraná","Campina Grande do Sul","Rio Capivari, Margem","-49.0553016662598","-25.3055992126465","55154","auto","2010","12","02",NA,NA,NA,NA,NA
"28","2015-10-22 10:02:41-02","UNIOESTE","UNOP","6955","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brasil","Epífita. Estéril.",NA,"Martinez, M.T.; Ferneda Rocha, L.C.; Temponi, L.G.; Ferneda Rocha, L.C.; Temponi, L.G.","96",NA,NA,NA,NA,"Martinez, M.T.","2011","09","13","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. Trilha da Represa São João.","-54.5881004333496","-25.5478000640869","39570","auto","2011","09",NA,NA,NA,NA,NA,NA
"29","2020-06-15 15:29:46-03","UNESP-RC","HRCB","11669","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr","Brasil","flores brancas",NA,"Oliveira, R.C.","22682",NA,NA,NA,NA,"Zappi, D.C.","1988","10","23","Minas Gerais","Rio Preto","Gruta do Funil","-43.8278007507324","-22.0891990661621","20815","auto","1990","05","03",NA,NA,NA,NA,NA
"30","2020-06-15 15:29:46-03","UNESP-RC","HRCB","22398","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr","Brasil","pendente em rochas. Frutos imaturos verdes.",NA,"Souza, V.C.","9123",NA,NA,NA,NA,"Taylor, N. P.","1995","09","04","São Paulo","Eldorado","Parque Estadual de Jacupiranga","-48.0999984741211","-24.5200004577637","38804","auto","2004","08","10",NA,NA,NA,NA,NA
"31","2020-06-15 15:29:46-03","UNESP-RC","HRCB","47265","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr","Brasil","erva, epífita. Frutos róseo-arroxeados",NA,"Antunes, K","195",NA,NA,NA,NA,"Lombardi, J.A.","2005","11","10","Minas Gerais","Rio Preto","Funil","-43.8278007507324","-22.0891990661621","20815","auto","2007","05",NA,NA,NA,NA,NA,NA
"32","2020-06-15 15:29:46-03","UNESP-RC","HRCB","11671","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr","Brasil","epífita, botões florais paliáceos",NA,"Pires, F.R.S.","21615",NA,NA,NA,NA,"Zappi, D.C.","1987","10","03","Minas Gerais","Rio Preto","Serra do Funil","-43.8278007507324","-22.0891990661621","20815","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-06-10 10:10:28-03","FZB-BH","BHZB","6412","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa",NA,"Brasil","em cultivo CAC 1995 031Cultivado",NA,"Andrade, I.R.",NA,NA,NA,NA,NA,NA,"2007","07","04","MG","Belo Horizonte","FZB/BH - Jardim Botânico - Coleção Caatinga","-43.937801361084","-19.9207992553711","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","2830834","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brazil",NA,"1","Collector unknown","s.n.","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA
"35","2020-09-12 05:00:02-03","US","US","762939","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brazil",NA,"1","J. N. Rose & G. Rose","21146","South America - Neotropics",NA,"US00173579","US00173579_01","Taylor, N. P.","1915","7","26","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA
"36","2020-09-12 05:00:02-03","US","US","3054098","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brazil",NA,"1","J. N. Rose & P. G. Russell","21146","South America - Neotropics",NA,NA,NA,NA,"1915",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA
"37","2020-09-12 05:00:02-03","US","US","762712","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brazil",NA,"1","Collector unknown","(20679 Rose)","South America - Neotropics",NA,"US00182426","US00182426_01","Zappi, D. C.",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA
"38","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brazil",NA,"1","Collector unknown","s.n.","South America - Neotropics",NA,NA,NA,NA,"1950","6","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA
"39","2020-09-12 05:00:02-03","US","US","3087887","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brazil",NA,"1","J. Cordeiro & J. M. Silva","100","South America",NA,"US00008392","US00008392_01","Taylor, N. P.; Zappi, D. C.","1985","8","14","Paraná","Campina Grande do Sul",NA,"-49.0553016662598","-25.3055992126465","55154","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA
"40","2019-11-13 11:17:24-03","USP","SPF","141291","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brasil",NA,NA,"Nic Lughadha, E","236",NA,NA,"SPF00141291",NA,"Zappi, DC","1999","02","26","Minas Gerais","Rio Preto","Serra do Funil","-43.883333","-22",NA,NA,"2000",NA,NA,"-43.883333","-22",NA,"930","930"
"41","2019-11-13 11:17:24-03","USP","SPF","48116","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brasil",NA,NA,"Salimena-Pires, FRG","21635",NA,NA,"SPF00048116",NA,"Zappi, DC","1987","10","03","Minas Gerais","Rio Preto","Serra do Funil","-43.8278007507324","-22.0891990661621","20815","auto","1991","03",NA,NA,NA,NA,NA,NA
"42","2019-11-13 11:17:24-03","USP","SPF","108105","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brasil",NA,NA,"Souza, VC","9123",NA,NA,"SPF00108105",NA,"Calvente, AM","1995","09","04","São Paulo","Eldorado","Parque Estadual de Jacupiranga","-48.0999984741211","-24.5200004577637","38804","auto","2004","03",NA,NA,NA,NA,NA,NA
"43","2021-02-12 15:01:57-03","UFSCar","SPSC","8385","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brasil","n9.1;",NA,"F.A. Botoylin",NA,NA,NA,NA,NA,NA,"2010","05","21","São Paulo",NA,"BH-5MT.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-04 15:42:46-03","IF","SPSF","23917","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa",NA,"Brasil","COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata de encosta&nf;;",NA,"L.Rossi & M.C.H.Mamede","906","América do Sul",NA,NA,NA,NA,"1991","06","12","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395","55628","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"45","2020-11-05 09:51:21-03","IBt","SP","359749","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brasil",NA,NA,"Nic Lughadha, EM","236",NA,NA,NA,NA,NA,"1999","02","26","Minas Gerais","Rio Preto",NA,"-43.8278007507324","-22.0891990661621","20815","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-07-02 08:39:46-03","IBt","SP","286671","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brasil",NA,NA,"Souza, VC","9123",NA,NA,NA,NA,NA,"1995","09","04","São Paulo","Eldorado","Parque Estadual de Jacupiranga","-48.0999984741211","-24.5200004577637","38804","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 10:03:01-03","IBt","SP","250018","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","pilocarpa","Rhipsalis pilocarpa","Loefgr.","Brasil","Epífita, botões com cálice verde, tricomas alvos, tépalas creme esverdeadas com ápice róseo",NA,"Rossi, L; Mamede, MCH","906",NA,NA,NA,NA,"Catharino, ELM","1991","06","12","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Trilha da Figueira, mata de encosta (Na trilha, logo após o 3° riacho)","-47.5499992370605","-24.7000007629395","55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
