"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","relatedCatalogItem"
"11","2019-10-09 11:20:00-03","UFBA","ALCB","62695","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Ganev, W","1992","05","05","Southern America","Brasil","Bahia",NA,NA,"de até 60 cm. Caule verde-vináceo. Folhas verdes com tons vináceos. Cálice verde-vináceo, pétalas, estames e estiletes amarelos.",NA,"Dicotyledon",NA,"Wurdack","Rodrigues, KF","221","Abaíra","Chapada Diamantina, Distrito de Catolés, Tijuquinho perto da Serra do Rey","-41.916667","-13.3","1750","1750",NA,NA,"2011","01","-41.916667","-13.3",NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:20:00-03","UFBA","ALCB","62732","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Ganev, W","1994","07","23","Southern America","Brasil","Bahia",NA,NA,"de ca. 60 cm, pouco ramificado. Folhas cartáceas, verdes. Pedúnculo e pedicelo verde-vináceo. Flores com sépalas verdes, com pilosidade vináceo, pétalas, estames e pistilo amarelo-ouro. Frutos imaturos verdes. Planta em final de flora","ALCB061227","Dicotyledon",NA,"Wurdack","Rodrigues, KF","PCD3420","Abaíra","Chapada Diamantina, Caminho Boa-Vista/Bicota","-41.85","-13.316667","1200","1200",NA,NA,"2011","01","-41.85","-13.316667",NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:20:00-03","UFBA","ALCB","63948","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Harley, RM; Giulietti, AM","2000","06","18","Southern America","Brasil","Bahia",NA,NA,"esguio até 80 cm, ramificados com ramos avermelhados, espalhados. Folhas filiformes, avermelhadas. Flor com hipanto verde-claro com tom de vermelho, passando a vermelho. Pétalas concolores, amarelo-vivo; estames amarelos, estilete amarelo na base com",NA,"Dicotyledon",NA,"Wurdack","Rodrigues, KF","53997","Rio de Contas","Chapada Diamantina, Arapiranga, na beira da trilha para a Serra do Porco Gordo","-41.754444","-13.450556","1100","1100",NA,NA,"2011","01","-41.754444","-13.450556",NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:20:00-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Ganev, W","1994","07","23","Southern America","Brasil","Bahia",NA,NA,"de ca. 60 cm, pouco ramificado. Folhas cartáceas, verdes. Pedúnculo e pedicelo verde-vináceo. Flores com sépalas verdes, com pilosidade vináceo, pétalas, estames e pistilo amarelo-ouro. Frutos imaturos verdes. Planta em final de floração, pouco comum",NA,"Dicotyledon",NA,"Wurdack","Rodrigues, KF","PCD3420","Abaíra","Chapada Diamantina, Caminho Boa-Vista/Bicota","-41.85","-13.316667","1200","1200",NA,NA,"2011","01","-41.85","-13.316667",NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:33:45-03","UNICAMP","UEC","144057","S","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Santos, AKA; Miranda, AB; Nascimento, FHF","2006","08","17",NA,"Brazil","Bahia",NA,NA,"Subarbusto cespitoso. Folhas verdes ou avermelhadas. Hipanto verde, cálice castanho. Pétalas bicolores, base amarelada e ápice laranja. Estames e estilete amarelos. DNA.; Área de Campo Rupestre, após a parte mais íngreme da subida.","UEC050437","Magnoliopsida",NA,"Wurdack",NA,"854","Rio de Contas","Serra do Porco Gordo/Arapiranga.","-41.753056","-13.442778","1222","1222","UEC050437",NA,NA,NA,"-41.753056","-13.442778",NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:33:45-03","UNICAMP","UEC","145878","S","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Santos, AKA","2005","07","27",NA,"Brazil","Bahia",NA,NA,"Subarbusto, cespitoso, coletado sobre a sombra de rochas. Folhas discolores, verde na face superior e vermelha na faze inferior. Pétalas bicolores, amarela na base e vermelha no ápice. Estames e estilete amarelo. DNA.; Campo rupestre","UEC050014","Magnoliopsida",NA,"Wurdack","Bochorny, T","409",NA,"Rio de Contas, Gerais do Porco Gordo","-41.753056","-13.442778","1226","1226","UEC050014",NA,"2020",NA,"-41.753056","-13.442778",NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:33:45-03","UNICAMP","UEC","152161","S","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Santos, AKA","2005","07","27",NA,"Brazil","Bahia",NA,NA,"Subarbusto, cespitoso, coletado sobre a sombra de rochas.Folhas discolores, verde na face superior e vermelha na face inferior.Pétalas bicolores, amarela na base e vermelha o ápice.Estames e estilete amarelo.; Campo Rupestre.","UEC050407","Magnoliopsida",NA,"Wurdack","Bochorny, T","A409","Rio de Contas","Brasil, Bahia, Rio de Contas:Gerais do Porco Gordo.","-41.753056","-13.442778","1226","1226","UEC050407",NA,"2020",NA,"-41.753056","-13.442778",NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:33:45-03","UNICAMP","UEC","154541","S","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Santos, AKA","2005","07","27",NA,"Brazil","Bahia",NA,NA,"Erva. Ramos e folhas verde-vináceas. Hipanto e cálice verde-vináceo. Pétalas, estames e estilete amarelos.; Campo rupestre. Alt.: 1226 m.","UEC003645","Magnoliopsida",NA,"Wurdack","Santos, AKA","399","Rio de Contas","Gerais do Porco Gordo.","-41.753056","-13.442778",NA,NA,"UEC003645",NA,"2005","07","-41.753056","-13.442778",NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:33:45-03","UNICAMP","UEC","154635","S","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Santos, AKA","2005","07","27",NA,"Brazil","Bahia",NA,NA,"Arbusto ca 60 cm alt. Folhas verdes, discolores, face inferior levemente vinácea. Botão floral com as pétalas parcialmente vinácea. Cálice e hipanto verde a vináceo, pétalas, estames e estilete amarelos. Frutos imaturos verdes. DNA.","UEC003647","Magnoliopsida",NA,"Wurdack","Rodrigues, KF","398",NA,"Rio de Contas, Gerais do Porco Gordo. Campo rupestre.","-41.753056","-13.442778","1226","1226","UEC003647",NA,"2011","01","-41.753056","-13.442778",NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:33:45-03","UNICAMP","UEC","166223","S","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Santos, AKA; Nascimento, FHF","2006","08","17",NA,"Brazil","Bahia",NA,NA,"Subarbust, ca 50cm. Folhas verdes em ambas as faces, as vezes verde-vináceas. Hipanto e cálice verde-vináceos, pétalas amarelas com mácula vinácea no ápice. Estames amarelos. Frutos imaturos verdes. DNA.; Área de Campo Rupestre, após a","UEC036280","Magnoliopsida",NA,"Wurdack",NA,"855","Rio de Contas","Serra do Porco Gordo/Arapiranga .Coletada ao longo da trilha.","-41.753056","-13.442778","1222","1222","UEC036280",NA,NA,NA,"-41.753056","-13.442778",NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:33:45-03","UNICAMP","UEC","167306","S","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Santos, AKA; Nascimento, FHF","2006","08","17",NA,"Brazil","Bahia",NA,NA,"Subarbust, ca 50cm. Folhas verdes em ambas as faces, as vezes verde-vináceas. Hipanto e cálice verde-vináceos, pétalas amarelas com mácula vinácea no ápice. Estames amarelos. Frutos imaturos verdes. DNA.; Área de Campo Rupestre, após a","UEC050447","Magnoliopsida",NA,"Wurdack",NA,"855","Rio de Contas","Serra do Porco Gordo/Arapiranga .Coletada ao longo da trilha.","-41.753056","-13.442778","1222","1222","UEC050447",NA,NA,NA,"-41.753056","-13.442778",NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:33:45-03","UNICAMP","UEC","167307","S","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Souza, VC; Souza, JP; Elias, SI; Forster, W; Oliveira, ACP","1999","05","20",NA,"Brazil","Bahia",NA,NA,"Subarbusto; flores amarelas.; Campo rupestre com mata ciliar no fundo do vale.","UEC050448","Magnoliopsida",NA,"Wurdack","Fidanza Rodrigues, K","22936","Abaíra","Catolés. Serra dos Cristais.","-41.882306","-13.325833","1600","1600","UEC050448",NA,"2012",NA,"-41.882306","-13.325833",NA,NA,NA,NA,NA,NA
"23","2020-04-22 16:21:49-03","UFPB","JPB","56436","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Giulietti, AM; Harley, RH; Bibbs, P","2003","04","19","Southern America","Brasil","Bahia",NA,NA,"; HABITAT: Campo Rupestre. Solo arenoso.; DESC: Subarbusto delicado e pouco ramificado. Folhas ligeiramente discolores, face superior verde mais escuro. Flores hipanto verde, pétalas anteras amarelas.","JPB0056436","Angiosperma","Dicotyledon","Wurdack","Giulietti, AM","2409","Rio de Contas","Serra da Mesa., kaiambola.","-41.861389","-13.397778",NA,NA,"JPB0056436",NA,"2003","04","-41.861389","-13.397778",NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:34:02-03","MBM","MBM","254582","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Ganev, W.",NA,NA,NA,"Southern America","Brazil","Bahia",NA,NA,NA,"MBM254582",NA,NA,"J.J. Wurdack","Woodgyer, E.M.","356","Abaíra","Vio de Cristais","-41.6636009216309","-13.2496995925903",NA,NA,"MBM254582",NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA
"25","2015-09-04 20:08:54-03","MNHN","RECOLNAT_MNHN_P","P05255975","PreservedSpecimen",NA,"Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Burchell",NA,NA,NA,NA,"Brasil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05255975' target='other'> <mi>dwc_moreinfo</mi></a>","P05255975",NA,NA,"Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,"P05255975_01",NA,NA,NA,NA,NA,NA,NA,"7655",NA,NA,NA
"26","2020-12-11 11:38:03-03","UFMG","BHCB","154485","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Rocha, MJR; Guimarães, PJF; Freitas, JG; Santos, AKA","2012","02","14","Southern America","Brasil","Bahia",NA,NA,"Herbácea com 20-30 cm. Hipanto com tricomas glandulares, pétalas amarelas, estile e estames amarelos.",NA,"Dicotyledon",NA,"Wurdack",NA,"343","Rio de Contas","Pico das Almas, Trilha para o Pico das Almas, subida para o Portal.","-41.949722","-13.519167",NA,NA,NA,NA,NA,NA,"-41.949722","-13.519167",NA,NA,NA,NA,NA,NA
"27","2021-02-11 17:19:34-03","UFPR","UPCB","63855","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Correia, C.","2003","07","22",NA,"Brasil","Bahia",NA,NA,"Subarbusto ca. 40 cm. Folhas semi coreácea levemente discolor. Flores com sépalas verde vináceos, pétalas amarelas, estames amarelos..","UPCB0011451",NA,NA,"Wurdack",NA,"287","Abaíra","Catolés. Subida para Bicota.","-41.854167","-13.316111","1380","1380","UPCB0011451",NA,NA,NA,"-41.854167","-13.316111",NA,NA,NA,NA,NA,NA
"28","2021-02-11 17:19:34-03","UFPR","UPCB","63858","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Conceição, A.S.","2003","05","30",NA,"Brasil","Bahia",NA,NA,"Erva ca. 30 cm alt. Folhas verde cartáceas. Flores com sépalas verdes, pétalas, estames e estigma amarelos..","UPCB0011452",NA,NA,"Wurdack",NA,"579","Abaíra","Catolés, Bicota, Campo do Bicota. Campo rupestre.","-41.855556","-13.329444","1503","1503","UPCB0011452",NA,NA,NA,"-41.855556","-13.329444",NA,NA,NA,NA,NA,NA
"29","2021-02-23 16:20:39-03","UFPR","UPCB","97107","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Ganev, W.","1992","05","05",NA,"Brasil","Bahia",NA,NA,"Cerrado. Arbusto de até 60 cm. Caule verde vináceo, folhas verdes com tons vináceos, cálice verde vináceo. Pétalas, estames e estiletes amarelos.","UPCB0047002",NA,NA,"Wurdack","Santos, A. K. A.","221","Abaíra","Distrito de Catolés, Tijuquinho perto da Serra do Rey.","-41.6636009216309","-13.2496995925903","1750","1750",NA,NA,"2004","08",NA,NA,"26531","auto",NA,NA,NA,NA
"30","2013-01-27 06:59:00-02","MO","MOBOT","3216938","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Wilson Ganev","1993",NA,NA,"South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,"Wurdack","E.M. Woodgyer","Ganev 1801",NA,"Município de Abaíra: Serra do Bicota (vira saia). Campo rupestre com solo arenoso, com muitas rochas.","-42.36666","-13.83333","1550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-06-13 04:36:00-03","MO","MOBOT","3216653","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","T. Læssøe","1992",NA,NA,"South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,"Wurdack","E.M. Woodgyer","Læssøe 53320",NA,"Mun. Abaíra: Campo de Ouro FIno (baixo). Em vertente d'água dominada por grandes ciperáceas.","-41.9","-3.25","1600.00000000","1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-09-12 05:00:02-03","US","US","2904241","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","S. A. Mori, R. M. King, T. S. Santos & J. L. Hage","1979","7","24","South America - Neotropics","Brazil","Bahia",NA,NA,NA,"US00120237",NA,"Myrtales","Wurdack",NA,"12533","Rio de Contas","Pico das Almas, 18 km ao S (?) NW de Rio de Contas.","-41.95","-13.55","1300","1600","US00120237_01","Isotype",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"33","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","R. M. Harley, A. Mayo, S. J. Mayo & A. Mayo","1988","12","26","South America - Neotropics","Brazil","Bahia",NA,NA,NA,NA,NA,"Myrtales","Wurdack",NA,NA,"Abaíra","Às vertentes das serras ao oeste de Catolés, perto de Catolés de Cima","-41.88","-13.3","1450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"34","2019-11-13 11:25:12-03","USP","SPF","92196","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Laessoe, T","1992","03","23",NA,"Brasil","Bahia",NA,NA,NA,"SPF00092196",NA,NA,"Wurdack","Rodrigues, KF","H53320","Abaíra",NA,"-41.9","-13.25","1600","1700",NA,NA,"2011","01","-41.9","-13.25",NA,NA,NA,NA,NA,NA
"35","2019-11-13 11:25:12-03","USP","SPF","88197","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Ganev, W","1993","07","05",NA,"Brasil","Bahia",NA,NA,NA,"SPF00088197",NA,NA,"Wurdack","Rodrigues, KF","1801","Abaíra","Serra do Bicota","-42.366667","-13.833333","1550","1550",NA,NA,"2011","01","-42.366667","-13.833333",NA,NA,NA,NA,NA,NA
"36","2019-11-13 11:25:12-03","USP","SPF","119995","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Ganev, W","1994","07","23",NA,"Brasil","Bahia",NA,NA,NA,"SPF00119995",NA,NA,"Wurdack","Woodgyer, EM","3420","Abaíra",NA,"-41.85","-13.316667","1200","1400",NA,NA,NA,NA,"-41.85","-13.316667",NA,NA,NA,NA,NA,NA
"37","2019-11-13 11:25:12-03","USP","SPF","49809","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Harley, RM","1987","02","20",NA,"Brasil","Bahia",NA,NA,NA,"SPF00049809",NA,NA,"Wurdack","Martins, AB","24520",NA,"Pico das Almas",NA,NA,NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-13 11:25:12-03","USP","SPF","67172","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Harley, RM","1988","12","26",NA,"Brasil","Bahia",NA,NA,NA,"SPF00067172",NA,NA,"Wurdack","Martins, AB","27794","Abaíra",NA,"-41.883333","-13.3","1450","1450",NA,NA,"1999","07","-41.883333","-13.3",NA,NA,NA,NA,NA,NA
"39","2019-11-13 11:25:12-03","USP","SPF","88751","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Ganev, W","1992","05","05",NA,"Brasil","Bahia",NA,NA,NA,"SPF00088751",NA,NA,"Wurdack","Santos, AKA","220","Abaíra",NA,"-41.916667","-13.3","1750","1750",NA,NA,"2010","01","-41.916667","-13.3",NA,NA,NA,NA,NA,NA
"40","2019-11-13 11:25:12-03","USP","SPF","88752","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Ganev, W","1992","05","05",NA,"Brasil","Bahia",NA,NA,NA,"SPF00088752",NA,NA,"Wurdack","Santos, AKA","221","Abaíra",NA,"-41.916667","-13.3","1750","1750",NA,NA,"2004","08","-41.916667","-13.3",NA,NA,NA,NA,NA,NA
"41","2019-11-13 11:25:12-03","USP","SPF","88943","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Ganev, W","1992","05","25",NA,"Brasil","Bahia",NA,NA,NA,"SPF00088943",NA,NA,"Wurdack","Woodgyer, EM","356","Abaíra",NA,"-41.883333","-13.333333","1800","1800",NA,NA,"1999",NA,"-41.883333","-13.333333",NA,NA,NA,NA,NA,NA
"42","2019-10-07 09:34:10-03","UEFS","HUEFS","10664","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Ganev, W.","1992","05","05",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0010664","Angiospermae","Myrtales","Wurdack","K.F.Rodrigues","221","Abaíra",NA,"-42.916667","-13.3","1750","1750","HUEFS0010664",NA,"2011","01","42W55'","13S18'",NA,NA,NA,"Rosanae",NA,NA
"43","2019-10-07 09:34:10-03","UEFS","HUEFS","46375","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Laessoe, T.","1992","03","23",NA,"Brasil","Bahia",NA,NA,"Em vertente, d'água dominada por grandes ciperáceas.","HUEFS0046375","Angiospermae","Myrtales","Wurdack",NA,"H53320","Abaíra","Campo de Ouro Fino (baixo).","-41.9","-13.25","1600","1700","HUEFS0046375",NA,NA,NA,"41W54'","13S15'",NA,NA,NA,"Rosanae",NA,NA
"44","2019-10-07 09:34:10-03","UEFS","HUEFS","46333","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Laessoe, T.","1992","03","23",NA,"Brasil","Bahia",NA,NA,"Em vertente d'água dominada por grandes ciperáceas.","HUEFS0046333","Angiospermae","Myrtales","Wurdack","K.F.Rodrigues","H53320","Abaíra","Campo do Ouro Fino (baixo).","-41.9","-13.25",NA,NA,"HUEFS0046333",NA,"2011","01","41W54'","13S15'",NA,NA,NA,"Rosanae",NA,NA
"45","2019-10-07 09:34:10-03","UEFS","HUEFS","10663","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Ganev, W.","1992","05","05",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0010663","Angiospermae","Myrtales","Wurdack","A.B.Martins","220","Abaíra",NA,"-41.916667","-13.3","1750","1750","HUEFS0010663",NA,"2004","09","41W55'","13S18'",NA,NA,NA,"Rosanae",NA,NA
"46","2019-10-07 09:34:10-03","UEFS","HUEFS","106732","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","gracilis","Cambessedesia gracilis","Santos, A.K.A.","2006","02","08",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0106732","Angiospermae","Myrtales","Wurdack","C. Van den Berg","771",NA,"Catolés/Abaíra, trilha para o Guarda-Mor. Subida para o campo do Bicota, ca. 30 m após o muro de pedra.","-41.850833","-13.326389","1463","1463","HUEFS0106732",NA,"2015","08","41W51'3''","13S19'35''",NA,NA,NA,"Rosanae",NA,NA
