"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","relatedCatalogItem","occurrenceRemarks","barcode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","imagecode","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","individualCount","typeStatus","fieldNumber","sex"
"537","2020-10-20 14:17:07-03","UFOPA","HSTM","7735","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","Braz, T.; s.c.","250","2012","03","29","Brasil","Mato Grosso","Água Boa","Assentamento rural. Campo sujo.","-52.159444","-14.048889","52º9'34''W","14º2'56''S",NA,NA,"HSTM007735","Caruzo, M.B.R.","1905","07","05","HSTM007735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","2020-10-20 14:17:07-03","UFOPA","HSTM","4584","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","Suemistu, C.; s.c.",NA,"1999","01","11","Brasil","Pará","Santarém","Av: Marechal Rondon.","-54.741111","-2.419722","54º44'28''W","2º25'11''S",NA,NA,"HSTM004584","Suemistu, C.","1905","06","21","HSTM004584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","2020-10-20 14:17:07-03","UFOPA","HSTM","2381","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","Suemitsu, C.; Vasconcelos, M.","949","2003","11","29","Brasil","Pará","Belterra","Floresta Nacional do Tapajós, BR-163, km 83.","-54.958889","-2.856667","54º57'32''W","2º51'24''S",NA,NA,"HSTM002381","Suemitsu, C.",NA,NA,NA,"HSTM002381","198","198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","2021-03-24 17:08:44-03","UFES","SAMES","6517","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","Ferreira,J.M.","38","2012","11","13","Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227","-397761111.0","-185211111.0",NA,NA,"SAMES06517","Alves-Araújo,A.;Ferreira,J.M.","2012","11","20",NA,NA,NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"541","2021-03-24 17:08:44-03","UFES","SAMES","863","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","Fink,M.G.S.","87","2011","07","09","Brasil","Espírito Santo","Conceição da Barra","Comunidade Linharinho. Quintal Vanusa (morro).","-39.7322006225586","-18.5932998657227",NA,NA,NA,"Arbusto, 2 m. fruto verde-amarronzado (sementes vermelhas).","SAMES00863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"542","2018-03-08 09:18:16-03","ASU","ASU-PLANTS",NA,"PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","L. R. Landrum; A. Trauth-Nare, E. Gilbert","10663","2003","6","15","Ecuador","Napo",NA,"Cotococha; about 1km west of Venecia and 25km east of Tena; on the south side of the Napo River. Tropical rain forest with approximately 4m precipitation annually. Along road between Venecia and Cotococha.","-77.714209","-1.043822",NA,NA,NA,"Small tree, perhaps cultivated",NA,NA,NA,NA,NA,NA,"450",NA,NA,NA,NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"543","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0064271","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","L. R. Landrum; A. Trauth-Nare, E. Gilbert","10663","2003","6","15","Ecuador","Napo",NA,"Cotococha; about 1 km west of Venecia and 25 km east of Tena; on the south side of the Napo River. Along road between Venecia and Cotococha.","-77.70597","-1.05147",NA,NA,NA,"Secondary forest. Small tree, perhaps cultivated.",NA,NA,NA,NA,NA,NA,"450",NA,NA,NA,NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"544","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0064272","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","L. R. Landrum; A. Trauth-Nare, E. Gilbert","10663","2003","6","15","Ecuador","Napo",NA,"Cotococha; about 1 km west of Venecia and 25 km east of Tena; on the south side of the Napo River. Along road between Venecia and Cotococha.","-77.70597","-1.05147",NA,NA,NA,"Secondary forest. Small tree, perhaps cultivated.",NA,NA,NA,NA,NA,NA,"450",NA,NA,NA,NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"545","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0064273","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","A. Schinini","25370","1987","6","2","Argentina","Corrientes",NA,"Dep. Empedrado. E.E.INTA and Sombrerito.","-58.734791","-27.671622",NA,NA,NA,"Cultivado. Arbolito 3 m alt; pétalos blanco-rosados; frutos castanos; semillas rojas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA
"546","2020-07-02 18:52:12-03","UFJF","CESJ","19819","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","L. Krieger","CESJ19819","1983","09","10","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,"Arbusto cultivado, ornamentamente e fornecedor de corante para alimentos, obitidos do arilo que envolve as sementes. O colorau é tido por febrífugo. É reputado com antídoto do ácido cianídrico. As sementes moídas passam por afrodisíaco. A água da ibfusão","CESJ019819","L. Krieger","1983",NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"36144","auto",NA,NA,NA,NA,NA,NA
"547","2019-11-21 14:32:30-03","UFJF","CESJ","57141","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","B.E. Conde","89","2011","01","18","Brasil","Minas Gerais","Juiz de Fora","bairro N. Sa. das Graças, horta caseira de Sr. Paulo","-43.3502998352051","-21.7642002105713",NA,NA,NA,"N.v.: urucum. utilizada para baixar pressão arterial.","CESJ057141","B.E. Conde","2011","01","27",NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"36144","auto",NA,NA,NA,NA,NA,NA
"548","2019-11-21 14:32:30-03","UFJF","CESJ","58354","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","B.E. Conde","149","2011","07","10","Brasil","Minas Gerais","Juiz de Fora","entorno do Jardim Botânico da UFJF","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Urucum. Frutos em cachos espinhentos e sementes coberta por arilo vermelho. Usada para abaixar pressão.","CESJ058354","B.E. Conde","2011","09","16",NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"36144","auto",NA,NA,NA,NA,NA,NA
"549","2019-11-21 14:32:30-03","UFJF","CESJ","50045","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","s.col.","s.n.,","2007","05","04","Brasil","Minas Gerais","Juiz de Fora","Horto da UFJF","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ050045",NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"36144","auto",NA,NA,NA,NA,NA,NA
"550","2019-11-21 14:32:30-03","UFJF","CESJ","62803","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","I.T.S. Rogério","113","2013","04","21","Brasil","Minas Gerais","Timóteo","Bairro Vale Verde, Casa da Dona Carmelita","-42.644401550293","-19.5825004577637",NA,NA,NA,"Nome popular: urucum. Coletado em horta caseira. Uso medicinal: hipertensão.","CESJ062803","I.T.S. Rogério","2013","05","07",NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"16391","auto",NA,NA,NA,NA,NA,NA
"551","2019-11-21 14:32:30-03","UFJF","CESJ","10141","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","L. Krieger","CESJ10141","1971","02","18","Brasil","Minas Gerais","Santana do Pirapama",NA,NA,NA,NA,NA,NA,"Árvore pequena, cultivada. Flores levemente rosada.","CESJ010141","L. Krieger","1971","02","18",NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","2019-11-21 14:32:30-03","UFJF","CESJ","18078","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","L. Krieger","CESJ18078",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"Fruto: Cápsula grande, revestida de espinhos moles e inofensivos, contendo numerosas sementes. Ornamental. Nome vulgar: Urucum. Material exclusivo da carpoteca.","CESJ018078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","2019-11-21 14:32:30-03","UFJF","CESJ","18271","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","L. Krieger","CESJ18271","1981","06","10","?",NA,NA,NA,NA,NA,NA,NA,NA,"Nome vulgar: Urucum. Material exclusivo da carpoteca.","CESJ018271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","2019-11-21 14:32:30-03","UFJF","CESJ","18991","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","L. Krieger","CESJ18991","1982","02",NA,"Brasil","Amazonas","Alvarães",NA,"-64.80419921875","-3.22082996368408",NA,NA,NA,"Árvore pequena, flores róseas, frutos vermelhos na maturação. Sementes cercadas de arilo vermelho, que fornece um corante usado para corar alimentos. Nome vulgar: urucum, colorau. Material exclusivo da carpoteca.","CESJ018991",NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"171136","auto",NA,NA,NA,NA,NA,NA
"555","2019-11-21 14:32:30-03","UFJF","CESJ","57680","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","M.L.A.Reis","s.n.","2011","03","15","Brasil","Minas Gerais","Itajubá","22º25'57.62'' S, 45º27'12.15'' W","-45.4528007507324","-22.4256000518799",NA,NA,NA,"Árvore, ca. 3m, em frutificação.","CESJ057680","V.A.O. Dittrich","2011","04",NA,NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"19946","auto",NA,NA,NA,NA,NA,NA
"556","2019-11-21 14:32:30-03","UFJF","CESJ","272","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","L. Krieger","CESJ272","1946","05","01","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,"Árvore cultivada. Flor cor de vinho. Nome vulgar: Urucum bravo, Açafroa.","CESJ000272",NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"36144","auto",NA,NA,NA,NA,NA,NA
"557","2019-11-21 14:32:30-03","UFJF","CESJ","57137","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","B.E. Conde","85","2011","01","18","Brasil","Minas Gerais","Juiz de Fora","bairro N.Sa. das Graças, horta caseira de Sr. Joaquim","-43.3502998352051","-21.7642002105713",NA,NA,NA,"N.v.: urucum. Utilizada para abaixar a pressão arterial.","CESJ057137","B.E. Conde","2011","01","27",NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"36144","auto",NA,NA,NA,NA,NA,NA
"558","2019-11-21 14:32:30-03","UFJF","CESJ","41855","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","L.B. Barbosa; W.C. Carvalho; A.J. Fernandes Júnior; A.J.A.Khouri; L. Krieger","CESJs.n.,","2003","04","11","Brasil","Minas Gerais","Juiz de Fora","Mata da Candeia","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Nome vulgar: Urucum. Arvoreta com 1,70m de altura, fruto vermelho, flor lilás, branca e amarela.","CESJ041855",NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"36144","auto",NA,NA,NA,NA,NA,NA
"559","2019-11-21 14:32:30-03","UFJF","CESJ","46077","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","Laboratório de Bioquímica UFJF - ICB","E017","2004","03","26","Brasil","Minas Gerais","Juiz de Fora","UFJF - ICBR","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ046077",NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"36144","auto",NA,NA,NA,NA,NA,NA
"560","2019-11-21 14:32:30-03","UFJF","CESJ","62727","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","B.E. Conde","169","2013","04","12","Brasil","Minas Gerais","Santos Dumont","São Sebastião da Boa Vista","-43.5525016784668","-21.4566993713379",NA,NA,NA,"Folhas simples, glabras, ovais e peninérveas com borda sinuosa. Flores levemente róseas, dispostas em panículas terminais muito vistosas.","CESJ062727","B.E. Conde","2013","04","18",NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"25699","auto",NA,NA,NA,NA,NA,NA
"561","2019-11-21 14:32:30-03","UFJF","CESJ","45188","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","G.S. França; F.Raggi","532","2004","05","05","Brasil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce, Lat: 19°35'28 S, Lon: 42°34'07 W. Alt: 248m.","-42.644401550293","-19.5825004577637",NA,NA,NA,"Arbóreo 5m, frutos vermelhos, floresta estacional semidecidual submontana, Macuco.","CESJ045188","G.S. França","2004",NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"16391","auto",NA,NA,NA,NA,NA,NA
"562","2021-04-07 11:41:53-03","UFMS","CGMS","50638","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","S.S. Moura; I.P. Araújo","142","2014","01","21","Brasil","Mato Grosso do Sul","Porto Murtinho","Centro.","-57.885","-21.7002778","-57,885","-21,7002778",NA,"Frutos secos/sementes vermelhas. Habitat: Chaco. Solo arenoso-argiloso. Relevo plano. Ampla ocorrência. Habito: Arbusto. 2,50 m de altura.","CGMS1080633","A. Pott","2014","05","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","2021-04-07 11:41:53-03","UFMS","CGMS","25432","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","A.C.S. Brito; V.A. Assunção; A.J. Vinholi Júnior","10","2008","08","24","Brasil","Mato Grosso do Sul","Jaraguari","Furnas do Dionísio.","-54.5736111","-20.15","-54,5736111","-20,15",NA,"Flor ausente. Fruto marrom maduro. Habitat: Cerrado. Ambiente ruderal. Habito: Árvore. 3m de altura.","CGMS1054855","A.C.S. Brito","2009","03","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","2021-04-07 11:41:53-03","UFMS","CGMS","8217","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","A. Amaral-Júnior; J.O. Mendonça; S.B. Barbosa; C.J. Campos","365","1999","04","08","Brasil","Mato Grosso do Sul","Três Lagoas","Bairro de Jupiá. Margem direita do Rio Paraná.","-51.8733334","-21.1286111","-51,8733334","-21,1286111",NA,"Flores rosa, estames rosa e base amarela. Habitat: Subosque na beira do rio. Borda de mata. Habito: Árvore. 3,00m de altura.","CGMS1017397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","2021-04-07 11:41:53-03","UFMS","CGMS","33422","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","Lucas Olivo",NA,"2011","06","29","Brasil","Mato Grosso","Guariba","Vale do Juruena.",NA,NA,NA,NA,NA,"Coordenadas geográficas: 10°14#?#40.2'S 59°6#?#11'W Habitat: Quintal. Habito: Árvore, 2,5 m de altura.","CGMS1102966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","2021-04-07 11:41:53-03","UFMS","CGMS","42587","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","A.B. Gonçalves","14","2011","05","08","Brasil","Mato Grosso do Sul","Campo Grande","Chacará dos Poderes.","-54.5288889","-20.4166667","-54,5288889","-20,4166667",NA,"Flor lilas. Coordenadas originais 20°25#?#86,20'S 54°31#?#44'W Habitat: Cerrado. Mata ciliar. Latosolo vermelho. Relevo plano. Habito: Árvore. 3,00 m de altura.","CGMS1072568","A. Pott","2011","12","14",NA,"662","662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","2021-04-07 11:41:53-03","UFMS","CGMS","45585","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","A. Pott; V.J. Pott; N.C. Bueno","6252","1992","08","01","Brasil","Mato Grosso do Sul","Sonora","Rio Piquiri, BR 163.","-54.3666667","-16.5166667","-54,3666667","-16,5166667",NA,"Sem flor. Fruto castanho. Habitat: Mata ciliar inundável em área de Cerrado. Solo argilo-arenoso. Relevo: barranco de rio. Habito: Arvoreta, 3 metros de altura. Frequente.","CGMS1075553","A. Pott",NA,NA,NA,NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","2021-04-07 11:41:53-03","UFMS","CGMS","45584","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","V.J. Pott; A. Pott","304","1987","05","30","Brasil","Mato Grosso do Sul","Corumbá","Defronte ao SESI; área urbana de Corumbá.","-57.65","-19.0166667","-57,65","-19,0166667",NA,"Flor rosa. Habitat: Jardim doméstico. Solo argiloso calcimórfico. Relevo plano. Habito: Arbusto, 2,5 metros de altura. Cultivado.","CGMS1075552","V.J. Pott; A. Pott",NA,NA,NA,NA,"140","140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","2021-04-07 11:41:53-03","UFMS","CGMS","6853","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","J.R.F. Filho",NA,"1998","11","25","Brasil","Mato Grosso do Sul","Campo Grande","Câmpus UFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"CGMS1017398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"570","2021-04-07 11:41:53-03","UFMS","CGMS","8218","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","A. Amaral-Júnior; J.O. Mendonça; S.B. Barbosa; C.J. Campos","374","1999","04","08","Brasil","Mato Grosso do Sul","Três Lagoas","Bairro de Jupiá. Margem direita do Rio Paraná.","-51.8733334","-21.1286111","-51,8733334","-21,1286111",NA,"Flores rosa. Habitat: Subosque na beira do rio. Habito: Arbusto. 3,00m de altura.","CGMS1017396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","2021-04-07 11:41:53-03","UFMS","CGMS","25478","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","A.C.S. Brito; V.A. Assunção; A.J. Vinholi-Júnior","66","2008","10","13","Brasil","Mato Grosso do Sul","Jaraguari","Furnas do Dionísio.","-54.5736111","-20.15","-54,5736111","-20,15",NA,"Flor ausente. Fruto marrom maduro. Habitat: Cerrado. Ambiente ruderal. Habito: Árvore. 3,5m de altura.","CGMS1054901","A.C.S. Brito","2009","03","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","2021-04-07 11:41:53-03","UFMS","CGMS","32804","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","I.G.C. Bieski; et al.","73","2011","05","23","Brasil","Mato Grosso","Juína","Horta da Pastoral.","-58.7411003112793","-11.3782997131348",NA,NA,NA,"Flor lilás. Fruto verde e imaturo. Habitat: Cultivado. Habito: Árvore.","CGMS1102967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"188958","auto",NA,NA,NA,NA,NA,NA
"573","2021-04-07 11:41:53-03","UFMS","CGMS","28585","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","S.A. Cunha","221","2008","09","13","Brasil","Mato Grosso do Sul","Anastácio","Assentamento Monjolinho. Lote 11.","-55.8069000244141","-20.4836006164551",NA,NA,NA,"Fruto seco. Coordenadas originais 20°83#?#S 55°66#?#W Habitat: Próximo à casa. Habito: Árvore. 3,00m de altura.","CGMS1058037",NA,NA,NA,NA,NA,"200","200",NA,NA,NA,NA,NA,"80799","auto",NA,NA,NA,NA,NA,NA
"574","2021-04-07 11:41:53-03","UFMS","CGMS","9596","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","R. Schardong","236","1998","01","24","Brasil","Mato Grosso do Sul","Camapuã","Sítio Recanto de Sant#?#ana.","-54.0438995361328","-19.531400680542",NA,NA,NA,"Flor branca. Habitat: Cultivada. Habito: 4,00m de altura.","CGMS1017395","R. Schardong","1998","01","24",NA,NA,NA,NA,NA,NA,NA,NA,"123887","auto",NA,NA,NA,NA,NA,NA
"575","2021-04-07 11:41:53-03","UFMS","CGMS","6852","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","J.R.F. Filho",NA,"1998","11","25","Brasil","Mato Grosso do Sul","Campo Grande","Câmpus UFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"CGMS1017399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"576","2021-04-07 11:41:53-03","UFMS","CGMS","6851","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","R. Nantes",NA,"1998","10","05","Brasil","Mato Grosso do Sul","Campo Grande","Câmpus UFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Flor rósea. Habitat: Solo seco. Cerrado. Habito: Arbóreo.","CGMS1017400","R. Nantes","1998","10","08",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"577","2021-04-07 11:41:53-03","UFMS","CGMS","338","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","J.A.C.B. dos Anjos","2","1979","04","28","Brasil","Mato Grosso do Sul","Campo Grande","Fitotério da FUFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Flor rósea. Habitat: Terrestre. Habito: Arbusto.","CGMS1017403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"578","2021-04-07 11:41:53-03","UFMS","CGMS","339","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","Maurício",NA,"1979","04","26","Brasil","Mato Grosso do Sul","Campo Grande","Fitotério da FUFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Flor rósea.","CGMS1017402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"579","2021-04-07 11:41:53-03","UFMS","CGMS","337","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","M. Aparecida","3","1979","04","28","Brasil","Mato Grosso do Sul","Campo Grande","Fitotério da FUFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Flor branca. Habitat: Solo de vereda. Habito: Arbustivo.","CGMS1017404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"580","2021-04-07 11:41:53-03","UFMS","CGMS","6196","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","G.L.B. Missirian; et al.",NA,"1998","09","04","Brasil","Mato Grosso do Sul","Campo Grande","Reserva do Parque dos Poderes.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Sem flor.Com fruto. Habitat: Cerrado. Matyerial coletado em beira de estrada. Habito: Arbustivo. 2,00m de altura.","CGMS1017401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"581","2021-04-07 11:41:53-03","UFMS","CGMS","19361","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","L.C.P. Lima",NA,"2000","12","26","Brasil","Mato Grosso do Sul","Campo Grande","UFMS - AII.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Flor rósea.","CGMS1048669","L.C.P. Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"582","2021-04-07 11:41:53-03","UFMS","CGMS","335","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","M.A.C. Oliveira","9","1984","05","27","Brasil","Mato Grosso do Sul","Dourados","Rua Gal. Osório.","-54.8055992126465","-22.2210998535156",NA,NA,NA,"Flor rósea. Habitat: Terrestre. Cerrado. Habito: Arbusto.","CGMS1017406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74744","auto",NA,NA,NA,NA,NA,NA
"583","2021-04-07 11:41:53-03","UFMS","CGMS","336","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","M.L. Giurizatto","4","1984","05","27","Brasil","Mato Grosso do Sul","Dourados","Zona urbana.","-54.8055992126465","-22.2210998535156",NA,NA,NA,"Flor rósea. Habitat: Terrestre. Habito: Arbóreo.","CGMS1017405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74744","auto",NA,NA,NA,NA,NA,NA
"584","2021-04-07 11:41:53-03","UFMS","CGMS","10726","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","M.G. de Andrade","18","2002","04","27","Brasil","Mato Grosso do Sul","Jaraguari","Furnas do Dionísio.","-54.3993988037109","-20.1417007446289",NA,NA,NA,"Fruto avermelhado. Habitat: Planalto arenítico basáltico. Ambiente ruderal. Cultivado. Habito: Árvore.","CGMS1040027","U.M. Resende","2002","10","03",NA,NA,NA,NA,NA,NA,NA,NA,"56873","auto",NA,NA,NA,NA,NA,NA
"585","2021-04-07 11:41:53-03","UFMS","CGMS","41194","PreservedSpecimen","Plantae","Bixaceae","Bixa","orellana","Bixa orellana","L.","J.A. Almeida",NA,"2011","10","23","Brasil","Paraná","Godoy Moreira","Arredores.","-51.9241981506348","-24.176700592041",NA,NA,NA,"Frutos de cor marrom. Sementes com arilo avermelhado. Doação HCF 9993.","CGMS1071181","M.G. Caxambu","2012","02","14",NA,NA,NA,NA,NA,NA,NA,NA,"13940","auto",NA,NA,NA,NA,NA,NA
