"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"116","2020-07-14 20:55:49-03","UFCG","CSTR","2248","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.",NA,"2010","03","14","Ribeiro, M.; Arns, K.Y.; Alves, M.; Pinheiro, K.; Cacalcanti, D. & Jesus, B.","527","2010","03","14","Brasil","Bahia","Canápolis","Cerrado; mata ciliar.","-44.211556","-13.053444","-44.211556","-13.053444",NA,NA,"Subarbusto , flores e botões laranjas.; Riacho da baixa grande.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-07-14 20:55:49-03","UFCG","CSTR","6801","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lopes, R.","2016","03","23","Lopes, R.","115","2016","03","23","Brasil","Paraíba","Patos",NA,"-37.2799987792969","-7.02443981170654",NA,NA,"313","313","Arbusto, ca. 1,5m de altura, folhas membranáceas, pegajosas, flores amarelo creme.; Porção mediana",NA,NA,NA,NA,NA,NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA
"118","2020-07-14 20:55:49-03","UFCG","CSTR","6368","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Queiroz, R.",NA,NA,NA,"Torres, C.","295","2012","05","14","Brasil","Paraíba","Patos","Caatinga arbustiva aberta, com solo raso, arenoso-pedregoso a argiloso.","-37.2799987792969","-7.02443981170654",NA,NA,NA,NA,"Erva ca de 30 cm, folhas alternas pilosas, grudentas, flor de cor laranja, com 5 pétalas.; Barragem da Farinha",NA,NA,NA,NA,NA,NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA
"119","2020-07-14 20:55:49-03","UFCG","CSTR","5922","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Silva, F.G.","2015","07","03","Silva, G.V.; Silva, R.H.; Lopes, R. & Rodrigues, J.S.","88","2015","04","12","Brasil","Paraiba","São Bento","Mata ciliar arbórea-arbustiva com ervas, solo aluvião.","-37.453528","-6.478806","-37.453528","-6.478806","135","135","Erva ca de 40cm de alt., com folhas membranaceas e pegajosas e flor amarela.; Sítio Varzea da Serra, trilha prox. a cerca na prorpiedade de D. Daguia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-07-14 20:55:49-03","UFCG","CSTR","4661","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lucena, D.S.","2013","05","28","Lucena, D.S.","389",NA,NA,NA,"Brasil","Paraíba","Patos","Espinho Branco","-37.2799987792969","-7.02443981170654",NA,NA,NA,NA,"Erva com cerca de 60 cm, folhas membranáceas, flores amarelas, com folhas pegajosas",NA,NA,NA,NA,NA,NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA
"121","2021-03-01 16:32:54-03","UNICAMP","UEC","9287","S","Plantae","Loasaceae","Blumenbachia","scabra","Blumenbachia scabra","Urb.","Acuña Castillo, R","2016","11",NA,"Hatschbach, G","41572","1978","08","31","Brazil","Paraná","Cerro Azul","Barra do Lageado Grande","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Petalas creme-esverdeadas. Urticante ao tato.; Orla de mata, em barrancos.","UEC128172","UEC128172","Magnoliopsida",NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA
"122","2019-11-19 14:08:13-03","UFRPE","PEUFR","4134","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Andrade-Lima","1971",NA,NA,"E.P. Heringer; D. Andrade-Lima; J.P.L. Sobrinho; A.C. Sarmento",NA,"1971","05","17","Brasil","Pernambuco",NA,"Estrada Carnaubeira-Belém de São Francisco",NA,NA,NA,NA,NA,NA,"Erva ereta 0,8 a 1m; flores amarelas; fr. e restante da planta pegajosos","PEUFR004134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-11-19 14:08:13-03","UFRPE","PEUFR","4288","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.",NA,NA,NA,NA,"E.P. Heringer; D. Andrade-Lima; J.P.L. Sobrinho; A.C. Sarmento",NA,"1971","04","21","Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,"Erva subereta, pegajosa; flores laranja-claro","PEUFR004288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-19 14:08:13-03","UFRPE","PEUFR","48350","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","R.T. Queiroz","2005","06",NA,"R.T. Queiroz; R.S. Melo","211","2005","04","24","Brasil","Rio Grande do Norte","Serra Negra do Norte",NA,"-37.255367","-6.578817","37°15'322''W","6°34'729''S",NA,NA,"Solo argiloso. Flores amarelas. Pêlos muito pegajosos; muito encontrada na regição","PEUFR048350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-06-12 17:27:36-03","UFRPE","PEUFR","38604","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.",NA,"2002","02","28","R.A. Silva; D. Moura","654","1999","07","26","Brasil","Alagoas","Piranhas",NA,"-37.7566986083984","-9.62360954284668",NA,NA,NA,NA,"Herbácea com ca. 40cm de altura; flores amareladas; estames e estigmas amarelos.","PEUFR038604",NA,NA,NA,NA,NA,NA,NA,"32231","auto",NA,NA,NA,NA,NA,NA
"126","2019-11-19 14:08:13-03","UFRPE","PEUFR","50483","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","L.L. Santos","2010","08","10","L.L. Santos; J.G. Melo; F. Vieira","599","2008","06","19","Brasil","Pernambuco","Altinho",NA,"-36.059398651123","-8.48972034454346",NA,NA,NA,NA,"Subarbusto cerca de 50cm de altura; flores.","PEUFR050483",NA,NA,NA,NA,NA,NA,NA,"23705","auto",NA,NA,NA,NA,NA,NA
"127","2019-11-19 14:08:13-03","UFRPE","PEUFR","834","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.",NA,NA,NA,NA,"A. Lima","2020","1955","04","10","Brasil","Pernambuco","Arcoverde",NA,"-37.0539016723633","-8.41888999938965",NA,NA,NA,NA,"Erva +/- 0,5m; com abund. de pêlos com capitel tetrafarpado. F. amarela.","PEUFR000834",NA,NA,NA,NA,NA,NA,NA,"23066","auto",NA,NA,NA,NA,NA,NA
"128","2020-04-22 16:21:13-03","UFPB","JPB","54341","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Pinheiro, K","2009","05","15","Pinheiro, K","997","2008","07","17","Brasil","Pernambuco","Mirandiba","Fazenda Pau de Leite, Solo podzólico, presença de rio (drenagem).","-38.69","-8.046944","-38.69","-8.046944",NA,NA,"; HABITAT: Caatinga; DESC: Arbusto viscoso de flor amarela.","JPB0054341",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-04-22 16:21:13-03","UFPB","JPB","63080","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lucena, DS","2013","05","28","Lucena, DS; Lopes, RF","389","2013","05","28","Brasil","Paraíba","Patos","Espinho Branco","-37.298139","-7.063333","-37.298139","-7.063333","285","285","; HABITAT: Caatinga arbustiva aberta, com árvores espaçadas, rocha granítica, porção mediana; DESC: Erva com cerca de 60 cm, folhas membranáceas e flores amarelas",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-04-22 16:21:13-03","UFPB","JPB","53626","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Miranda, AM",NA,NA,NA,"Miranda, AM","6135","2010","04","14","Brasil","Pernambuco","Ouricuri","Voltorantin.Na estrada do bota-fora da mina de gipsita.","-40.0816993713379","-7.88250017166138",NA,NA,NA,NA,"; HABITAT: Caatinga","JPB0053626",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,"56078","auto",NA,NA,NA,NA,NA,NA
"131","2020-10-14 10:02:26-03","FURB","FURB","32222","PreservedSpecimen","Plantae","Loasaceae","Blumenbachia","scabra","Blumenbachia scabra","(Miers) Urb.","Castillo, R.A.","2016","11","17","Korte, A.; Kniess, A.","4790","2010","10","27","Brasil","Santa Catarina","Major Vieira","Rio da Serra.","-50.4","-26.64","-50.4000000","-26.6400000","1009","1009","Florística IFFSC 847 (Liana) Habitat: Floresta Ombrófila Mista; Estágio Avançado - explorado; interior do fragmento Habito: liana; flor branca","FURB02061","FURB02061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-10-14 10:02:26-03","FURB","FURB","35549","PreservedSpecimen","Plantae","Loasaceae","Blumenbachia","scabra","Blumenbachia scabra","(Miers) Urb.","Castillo, R.A.","2016","11","17","Korte, A.","6947","2010","11","24","Brasil","Santa Catarina","Garuva","Estrada Bonita (Serra do Quiriri).","-48.9605556","-26.1002778","-48.9605556","-26.1002778","800","800","Florística IFFSC 1066 (Liana) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: liana;","FURB27899","FURB27899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-10-14 10:02:26-03","FURB","FURB","52147","PreservedSpecimen","Plantae","Loasaceae","Blumenbachia","scabra","Blumenbachia scabra","(Miers) Urb.","Schwirkowski, P.","2016","11","05","Schwirkowski, P.","2043","2016","11","05","Brasil","Santa Catarina","São Bento do Sul","Rio Natal, entrada de ferro, próximo à Estação abandonada.","-49.2855555","-26.3544444","-49.2855555","-26.3544444","360","360","Liana, urticante, flores brancas com manchas avermelhadas, fruto fusiforme","FURB52147","FURB52147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-10-14 10:02:26-03","FURB","FURB","55839","PreservedSpecimen","Plantae","Loasaceae","Blumenbachia","scabra","Blumenbachia scabra","(Miers) Urb.","Schwirkowski, P.","2016","12","18","Schwirkowski, P.","2179","2016","12","18","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Estrada de ferro, perto da Estrada Saraiva.","-49.3472222","-26.2888889","-49.3472222","-26.2888889","800","800","Solo seco, próximo à área úmida permanente (banhado) Habitat: Beira de trilho solo seco Habito: Liana, flores brancas","FURB55839","FURB55839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-09 14:46:47-03","FURB","FURB","66870","PreservedSpecimen","Plantae","Loasaceae","Blumenbachia","scabra","Blumenbachia scabra","(Miers) Urb.","Schwirkowski, P.","2020","08","29","Schwirkowski, P.","4203","2020","08","29","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Estrada de ferrro, próximo às Quatro Pontes.","-49.3113889","-26.3408333","-49.3113889","-26.3408333","650","650","FOD. Borda de mata Habitat: Heliófita, corola branca Habito: Liana","FURB66870","FURB66870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-08-16 08:39:47-03","UTFPR","HCF","24620","S","Plantae","Loasaceae","Blumenbachia","scabra","Blumenbachia scabra","(Miers) Urb.","P. Schwirkowski","2016","11","05","P. Schwirkowski","2043","2016","11","05","Brasil","SC","São Bento do Sul","Rio Natal, estrada de ferro, próxima à","-49.285556","-26.354444","49°17'08 W","26°21'16 S","360","360","liana urticante, flores brancas com manchas avermelhadas, fruto fusiforme. FOD. Em paredão de pedra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-21 19:36:24-03","UFC","EAC","174","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lima-Verde, L.W.","2016","09",NA,"Landim, B.","s.n.","1940","06","30","Brasil","Ceará","Canindé","Fazenda Feijão, Campos Belos","-39.3116989135742","-4.35889005661011",NA,NA,NA,NA,NA,"EAC0000174","EAC0000174","Dicotyledon",NA,"Southern America",NA,NA,NA,"56338","auto",NA,NA,NA,NA,NA,NA
"138","2021-03-21 19:36:24-03","UFC","EAC","30071","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lima-Verde, L.W.","2016","09",NA,"Castro, A.S.F.","878","2000","06","15","Brasil","Ceará","Caucaia","BR 020, Pão de Açúcar","-38.6530990600586","-3.73610997200012",NA,NA,NA,NA,"Subarbusto, flor amarela.; Caatinga","EAC0030071","EAC0030071","Dicotyledon",NA,"Southern America",NA,NA,NA,"40484","auto",NA,NA,NA,NA,NA,NA
"139","2021-03-21 19:36:24-03","UFC","EAC","35626","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lima-Verde, L.W.","2016","09",NA,"Soares, A.","5sombra","2005","04","22","Brasil","Ceará","Crateús","Grajaú","-40.6775016784668","-5.1783299446106",NA,NA,NA,NA,"Flor amarela","EAC0035626","EAC0035626","Dicotyledon",NA,"Southern America",NA,NA,NA,"43216","auto",NA,NA,NA,NA,NA,NA
"140","2021-03-21 19:36:24-03","UFC","EAC","47056","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lima-Verde, L.W.","2016","09",NA,"Amaral Neto, L.P.","91","2007","04","28","Brasil","Ceará","Crateús","Grajaú","-40.6775016784668","-5.1783299446106",NA,NA,NA,NA,"Terófito; flor amarela.; Caatinga","EAC0047056","EAC0047056","Dicotyledon",NA,"Southern America",NA,NA,NA,"43216","auto",NA,NA,NA,NA,NA,NA
"141","2021-03-21 19:36:24-03","UFC","EAC","34933","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lima-Verde, L.W.","2016","09",NA,"Costa, R.C.","s.n.","2003","05","09","Brasil","Ceará","Crateús","Grajaú, RPPN - Serra das Almas","-40.6775016784668","-5.1783299446106",NA,NA,NA,NA,"Erva, terófito, PROBIO 152.; Caatinga","EAC0034933","EAC0034933","Dicotyledon",NA,"Southern America",NA,NA,NA,"43216","auto",NA,NA,NA,NA,NA,NA
"142","2021-03-21 19:36:24-03","UFC","EAC","55805","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lima-Verde, L.W.","2016","09",NA,"Linhares, K.M.E.","30","2004","07",NA,"Brasil","Ceará","Crateús","Grajaú, Serra das Almas","-40.6775016784668","-5.1783299446106",NA,NA,NA,NA,"Caatinga arbórea.","EAC0055805","EAC0055805","Dicotyledon",NA,"Southern America",NA,NA,NA,"43216","auto",NA,NA,NA,NA,NA,NA
"143","2021-03-21 19:36:24-03","UFC","EAC","40450","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lima-Verde, L.W.","2016","09",NA,"Limaverde, S.O.","40","2003","06","04","Brasil","Ceará","Crateús","Grajaú, Serra das Almas, banco de sementes, planossolo","-40.6775016784668","-5.1783299446106",NA,NA,NA,NA,"Caatinga arbórea","EAC0040450","EAC0040450","Dicotyledon",NA,"Southern America",NA,NA,NA,"43216","auto",NA,NA,NA,NA,NA,NA
"144","2021-03-21 19:36:24-03","UFC","EAC","34104","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lima-Verde, L.W.","2016","09",NA,"Costa, R.C.; Vasconcelos, S.F.","s.n.Probio","2003","02","20","Brasil","Ceará","Crateús","RPPN Serra das Almas","-40.6775016784668","-5.1783299446106",NA,NA,"260","370","Erva, flor, terófito.; Caatinga","EAC0034104","EAC0034104","Dicotyledon",NA,"Southern America",NA,NA,NA,"43216","auto",NA,NA,NA,NA,NA,NA
"145","2021-03-21 19:36:24-03","UFC","EAC","62834","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Araújo, F.F.","2016","06",NA,"Araújo, F.F.","53","2016","06","26","Brasil","Ceará","Graça","Sítio Santa Clara","-40.752799987793","-4.04611015319824",NA,NA,NA,NA,"Erva, ca. de 60 cm altura. Caules verdes. Folhas herbáceas, flores com cálice verde e corola amarelo creme.; Área de vegetação aberta, beira de estrada. Solo arenoso. Mata seca (floresta caducifólia espinhosa).","EAC0062834","EAC0062834","Dicotyledon",NA,"Southern America",NA,NA,NA,"12534","auto",NA,NA,NA,NA,NA,NA
"146","2021-03-21 19:36:24-03","UFC","EAC","630","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lima-Verde, L.W.","2016","09",NA,"Bezerra, P.","539","1942","06","10","Brasil","Ceará","Jaguaribe","à margem de um riacho, Fazenda Mulungú","-38.621898651123","-5.89056015014648",NA,NA,NA,NA,"Planta pegajosa.","EAC0000630","EAC0000630","Dicotyledon",NA,"Southern America",NA,NA,NA,"45831","auto",NA,NA,NA,NA,NA,NA
"147","2021-03-21 19:36:24-03","UFC","EAC","62048","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Queiroz, R.T.",NA,NA,NA,"Torres, C.","295","2012","05","14","Brasil","Paraíba","Patos","Barragem da Farinha.","-37.2799987792969","-7.02443981170654",NA,NA,NA,NA,"Erva com cerca de 3 cm. Folhas alternas pilosas, grudentas. Flor de cor laranja com 5 pétalas.; Caatinga arbustiva aberta. Solo arenoso-pedregoso a argiloso.","EAC0062048","EAC0062048","Dicotyledon",NA,"Southern America",NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA
"148","2021-03-21 19:36:24-03","UFC","EAC","36249","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lima-Verde, L.W.","2016","09",NA,"Gadelha, G.","s.n.","1941","04","17","Brasil","Paraíba","Sousa","Posto Agrícola de São Gonçalo","-38.228099822998","-6.7591700553894",NA,NA,NA,NA,NA,"EAC0036249","EAC0036249","Dicotyledon",NA,"Southern America",NA,NA,NA,"21208","auto",NA,NA,NA,NA,NA,NA
"149","2021-03-21 19:36:24-03","UFC","EAC","14469","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Scardino; et al.","1980","08",NA,"Grupo Pedra do Cavalo","s.n.","1980","06",NA,"Brasil","Bahia","Cachoeira","Vale dos Rios Paraguaçu e Jacuipe","-39.083333","-12.533333","-39.083333","-12.533333","40","120","Subarbsto com folhas simples, lobadas e flores alaranjadas.","EAC0014469","EAC0014469","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-21 19:36:24-03","UFC","EAC","1638","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lima-Verde, L.W.","2016","09",NA,"Fernandes, A.","EAC1638","1956","07","15","Brasil","Ceará",NA,"Sítio Lages, Serra da Meruoca",NA,NA,NA,NA,NA,NA,"Planta pegajosa.; Floresta","EAC0001638","EAC0001638","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-03-21 19:36:24-03","UFC","EAC","39242","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lima-Verde, L.W.","2016","09",NA,"Barros, E.O.; Melo, L M R; Lima-Verde, L.W.","156","1997","06","17","Brasil","Ceará","Quixeré","Dist. Quixeré. Chapada do Apodi. Faz. Mato Alto - Manga do Cedro. Grupo Apodi. Calcário Jandaira. Ca","-37.611667","-5.1975","-37.611667","-5.1975","100","100","Erva terrestre com 0,5 m de alt. Frequente..; Caatinga arbórea","EAC0039242","EAC0039242","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-21 19:36:24-03","UFC","EAC","43856","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lima-Verde, L.W.","2016","09",NA,"Barros, E.O.; Lima-Verde, L.W.; Melo, L M R","156","1997","06","17","Brasil","Ceará","Quixeré","Fazenda Mato Alto, Substrato: calcário-jandaíra, cambissolo.","-38.2785","-5.197611","-38.2785","-5.197611","100","100","Erva, 0,5m, frequente.; Caatinga arbórea","EAC0043856","EAC0043856","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-21 19:36:24-03","UFC","EAC","39243","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lima-Verde, L.W.","2016","09",NA,"Lima-Verde, L.W.; Melo, L M R; Barros, E.O.","824","1997","06","17","Brasil","Ceará","Quixeré","Dist. Quixeré. Chapada do Apodi. Faz. Mato Alto - Manga do Cedro. Grupo Apodi, Calcário Jandaira.","-37.779167","-5.196389","-37.779167","-5.196389","100","100","Erva terrestre com 0,8 m de alt. Frequente.. Flor Amarela.; Caatinga arbórea","EAC0039243","EAC0039243","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-21 19:36:24-03","UFC","EAC","43857","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lima-Verde, L.W.","2016","09",NA,"Lima-Verde, L.W.; Barros, E.O.; Melo, L.M.R.","824","1997","06","17","Brasil","Ceará","Quixeré","Fazenda Mato Alto, Substrato: calcário-jandaíra.","-37.77925","-5.196417","-37.77925","-5.196417","100","100","Erva, 0,8m, frequente; corola amarela.; Caatinga arbórea","EAC0043857","EAC0043857","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-03-21 19:36:24-03","UFC","EAC","51610","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lima-Verde, L.W.","2016","09",NA,"Mamede, M.","64","2002","07","03","Brasil","Ceará","Sobral","EMBRAPA Caprinos., Solo bruno não cálcico.","-40.35","-3.7","-40.35","-3.7","83","83","Flor amarela.; Caatinga","EAC0051610","EAC0051610","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-03-21 19:36:24-03","UFC","EAC","51611","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lima-Verde, L.W.","2016","09",NA,"Mamede, M.","93","2002","07","03","Brasil","Ceará","Sobral","EMBRAPA Caprinos., Solo bruno não cálcico.","-40.35","-3.7","-40.35","-3.7","83","83","Flor amrela.; Caatinga","EAC0051611","EAC0051611","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-03-21 19:36:24-03","UFC","EAC","51617","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lima-Verde, L.W.","2016","09",NA,"Mamede, M.","118","2002","07","03","Brasil","Ceará","Sobral","EMBRAPA Caprinos., Solo bruno não cálcico.","-40.35","-3.7","-40.35","-3.7","83","83","Flor amarela.; Caatinga","EAC0051617","EAC0051617","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-03-21 19:36:24-03","UFC","EAC","54382","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Paula-Souza, J.","2012","06",NA,"Paula-Souza, J.; Ferreira, M.A.P.; Franco, J.O.R.; Silva, R.E.R.","11060","2012","04","28","Brasil","Ceará","Santa Quitéria","13,8km SW(em linha reta) da sede da fazenda Itatai, leito de rio seco, com área de cultivo adjacente.","-39.909022","-4.615308","-39.909022","-4.615308",NA,NA,"Erva escabérrima; botão alaranjado; preservado em álcool 70%.; Caatinga arbórea aberta.","EAC0054382","EAC0054382","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-03-21 19:36:24-03","UFC","EAC","54593","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Moura, R.","2014","07","09","Loiola, M.I.B.; Tabosa, F.R.S.; Magalhães, F.A.L.; Loiola, M.","2075","2013","09","07","Brasil","Ceará","Amontada","entrada da cidade.","-39.821667","-3.368611","-39.821667","-3.368611",NA,NA,"Erva, 0,6m; flor alaranjada.; Caatinga.","EAC0054593","EAC0054593","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-03-21 19:36:24-03","UFC","EAC","59326","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lucena, D.S.","2013","05","28","Lucena, D.S.; Lopes, R.F.","389","2013","05","28","Brasil","Paraíba","Patos","Espinho Branco, porção mediana. Solo rocha granítica.","-37.298139","-7.063333","-37.298139","-7.063333","285","285","Projeto de Iniciação Científica (PIBIC) / Flora vascular de um inselbergue na mesorregião do Sertão paraibano, Nordeste do Brasil; Erva, ca. 60 cm, folhas membranáceas, flores amarelas.; Caatinga arbustiva aberta, com árvores espaçada","EAC0059326","EAC0059326","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-03-21 19:36:24-03","UFC","EAC","60270","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lima-Verde, L.W.","2016","09","27","Miranda, R.R.; Gomes, F.M.; Moreno, D.A.","217","2016","09",NA,"Brasil","Ceará","Pentecoste","Fazenda Experimental Vale do Curu, área após 45 anos de corte.","-39.373611","-3.806944","-39.373611","-3.806944",NA,NA,"Herbácea, forma de vida caméfita, flor amarela, pilosa e ardente.","EAC0060270","EAC0060270","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-03-21 19:36:24-03","UFC","EAC","61403","PreservedSpecimen","Plantae","Loasaceae","Mentzelia","aspera","Mentzelia aspera","L.","Lima-Verde, L.W.","2017","09","01","Meneses, H.M.","192","2017","05","09","Brasil","Ceará","Crateús","Centro Ecológico RPPN Serra das Almas","-40.866944","-5.1415","-40.866944","-5.1415","311","311","Meliponicultura: reintrodução de abelhas nativas sem ferrão em área de recuperação ambiental da RPPN Serra das Almas - CE.; Erva, flor amarela.","EAC0061403","EAC0061403","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
