"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","scientificNameAuthorship","relatedCatalogItem","infraspecificEpithet","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount"
"16","2020-02-08 08:44:49-03","NBC","NL-BOTANY","L 0525500","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Butia","yatay","Butia yatay paraguayensis","Pedersen TM",NA,"1970","02","26","Southern America","Argentina","Corrientes",NA,"Plantae Argentinae.Estancia 'Esperanza'Bella Vista. Prov.Corrientes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200525500 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0525500",NA,"Magnoliopsidae","Becc.","15724","paraguayensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 08:44:49-03","NBC","NL-BOTANY","L.3933555","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Butia","yatay","Butia yatay paraguayensis","Pedersen TM",NA,"1970","02","26","Southern America","Argentina","Corrientes",NA,"Plantae Argentinae.Estancia 'Esperanza'Bella Vista. Prov.Corrientes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3933555 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3933555","NL-L3933555","Magnoliopsidae","Becc.",NA,"paraguayensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 08:44:49-03","NBC","NL-BOTANY","L.3933556","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Butia","yatay","Butia yatay paraguayensis","Pedersen TM",NA,"1970","02","26","Southern America","Argentina","Corrientes",NA,"Plantae Argentinae.Estancia 'Esperanza'Bella Vista. Prov.Corrientes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3933556 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3933556","NL-L3933556","Magnoliopsidae","Becc.",NA,"paraguayensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:23:13-03","MN","R","239736","PreservedSpecimen","Plantae",NA,NA,"Araceae","Butia","yatay","Butia yatay","Rossato, M.","269","2004","12","30",NA,"Brasil","Rio Grande do Sul","Lavras do Sul",NA,"-53.793611","-30.865528","245",NA,"HUCS 24800","R010067695,R010067698,R010067699,R010067700","R010067695 R010067698 R010067699 R010067700",NA,"(Mart.) Becc.",NA,NA,"Rossato, M.","2004","12","53º47'37W","30º51'55,9S","245",NA,NA,NA,NA,NA,NA
"20","2015-07-02 14:55:14-03","JBP","HPL","11487","S","Plantae",NA,NA,"Arecaceae","Butia","yatay","Butia yatay","H. Lorenzi, R. Pimenta, L. Witeck, K. Soares et al","6651","2009","03","22",NA,"Brasil","RS","Quevedos","Coletado na localidade de Quebra Dentes, em pastagens; 30 km de terra até a cidade de Toropi.","-54.01275","-29.366833","368",NA,NA,NA,NA,NA,NA,NA,NA,"H. Lorenzi","2010","02","54° 00' 45,9 W","29° 22' 0,6 S","368","10",NA,NA,NA,NA,NA
"21","2015-07-02 14:00:37-03","JBP","HPL","7659","S","Plantae",NA,NA,"Arecaceae","Butia","yatay","Butia yatay","R. Tsuji","1741","2007","03","03",NA,"Brasil","RS","Quarai","Coletado nas proximidades do município de Quarai - nas proximidades da Fazenda Salamanca.","-56.4514","-30.3875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74636","auto",NA,NA,NA
"22","2020-07-02 18:51:26-03","UFJF","CESJ","40100","PreservedSpecimen","Plantae","Angiosperma",NA,"Arecaceae","Butia","yatay","Butia yatay","A.C. Marcato; R. Melo-Silva; R.C. Forzza","333","2001","12","16","América do Sul","Argentina","Corrientes","Mburucuya","Estrada Mburucuya - Palma Grande (Ruta 86), 4 Km E do Parque Nacional Mburucuya. Campo com Eryngium, solo muito arenoso, grande população. 27° 59' 12 S & 57° 57' 44 W. Elev: 105 m.",NA,NA,NA,NA,"Alt. ca. 10m, caule 8m, folhas 12, bainha + pecíolo 30 cm, raque 137 cm, folíolos 60, levemente glaucos abaxialmente e verdes adaxialmente, medindo 59 x 2,1 cm, brácteas 90 x 14, verde-amarelada lisa, rostro 3cm, pedúnculo 32 cm, raque 64 cm, raquilas 15","CESJ040100","CESJ040100 CESJ040100_1",NA,"(Mart.) Becc.",NA,NA,"A.C. Marcato","2001","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-07-02 18:51:26-03","UFJF","CESJ","58366","PreservedSpecimen","Plantae","Angiosperma",NA,"Arecaceae","Butia","yatay","Butia yatay","A.C. Marcato; R. Melo-Silva; R.C. Forzza","330","2001","12","16","América do Sul","Argentina","Corrientes","Mburucuya","RodoviaSaladas - Mburucuya (Ruta 13), 2 Km SW de Mburucuya. Margem de campos alagados (esteros). 28° 0,5' 52 S & 58° 17' 12 W. Elev: 95 m.",NA,NA,NA,NA,"Alt. ca. 4m, caule não evidente, folhas 18, bainha + pecíolo 92cm, raque 170 -190 cm, folíolos 72, mediano 68 x 2 cm, profilo 36 x 6,5 cm, brácteas glauca adaxialmente, verde-acastanhado distalmente, parte expandida 132 x 15 cm, pedúnculo glauco 62 cm,","CESJ058366","CESJ058366 CESJ058366_1",NA,"(Mart.) Becc.",NA,NA,"A.C. Marcato","2001","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-16 17:50:13-03","UCS","HUCS","26247","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Butia","yatay","Butia yatay","Rossato, M.","332","2005","04","13",NA,"Brasil","Rio Grande do Sul","Giruá",NA,"-54.557717","-28.120525",NA,NA,NA,NA,NA,NA,"(Mart.) Becc.",NA,NA,"Rossato, M.","2005","07","-54.557717","-28.120525",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-16 17:50:13-03","UCS","HUCS","14271","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Butia","yatay","Butia yatay","Rossato, M.","04","1999","10","10",NA,"Brasil","Rio Grande do Sul","Santo Angelo","BR 285","-54.273919","-28.913117",NA,NA,"beira de estada - entrada de mata",NA,NA,NA,"(Mart.) Becc.",NA,NA,"Ellert Pereira, P.E.; Eslobão, M.P.","2016","11","-54.273919","-28.913117",NA,"01",NA,NA,NA,NA,NA
"26","2021-03-16 17:50:13-03","UCS","HUCS","15459","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Butia","yatay","Butia yatay","Rossato, M.","14","2000","05","27",NA,"Brasil","Rio Grande do Sul","Quaraí",NA,"-56.186444","-30.423306",NA,NA,NA,NA,NA,NA,"(Mart.) Becc.",NA,NA,"Ellert Pereira, P.E.; Eslobão, M.P.","2016","11","-56.186444","-30.423306",NA,"01",NA,NA,NA,NA,NA
"27","2021-03-16 17:50:13-03","UCS","HUCS","24798","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Butia","yatay","Butia yatay","Rossato, M.","267","2004","12","30",NA,"Brasil","Rio Grande do Sul","Bagé",NA,"-53.619944","-30.8655","152",NA,"Poucas plantas, bastante dispersas, inflorescências a partir de setembro.; acompanha vegetação rasteira (campo) e capoeira, predominando Baccharis ou no meio/borda de capão predominando Schinus molli e S. lenticifolius, angic",NA,NA,NA,"(Mart.) Becc.",NA,NA,"Rossato, M.","2004","12","-53.619944","-30.8655","152",NA,NA,NA,NA,NA,NA
"28","2021-03-16 17:50:13-03","UCS","HUCS","24800","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Butia","yatay","Butia yatay","Rossato, M.","269","2004","12","30",NA,"Brasil","Rio Grande do Sul","Lavras do Sul",NA,"-53.793861","-30.865528","245",NA,"Poucas plantas, aproximadamente 40 plantas, concentradas nas baixadas das coxilhas, solo arenoso, inflorescência a partir de setembro. Segundo o proprietário Arlei Saraiva, está diminuindo rapidamentes pelas queimadas sucessivas.; acompanha vegetaçã",NA,NA,NA,"(Mart.) Becc.",NA,NA,"Ellert Pereira, P.E.; Eslobão, M.P.","2016","11","-53.793861","-30.865528","245","01",NA,NA,NA,NA,NA
"29","2021-03-16 17:50:13-03","UCS","HUCS","26246","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Butia","yatay","Butia yatay","Rossato, M.","320","2005","04","13",NA,"Brasil","Rio Grande do Sul","Quaraí",NA,"-56.185028","-30.401694","197",NA,"Muitas plantas formando um grande complexo (palmar) mais de mil plantas, florescência a partir de setembro.; Neossolo litólico eutrófico. Acompanha vegetação rasteira (campo) e capoeira.",NA,NA,NA,"(Mart.) Becc.",NA,NA,"Rossato, M.","2005","07","-56.185028","-30.401694","197",NA,NA,NA,NA,NA,NA
"30","2021-03-16 17:50:13-03","UCS","HUCS","14272","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Butia","yatay","Butia yatay","Rossato, M.","05","1999","10","10",NA,"Brasil","Rio Grande do Sul","São Miguel","BR 285","-54.79105","-28.666667",NA,NA,"beira de estrada",NA,NA,NA,"(Mart.) Becc.",NA,NA,"Ellert Pereira, P.E.; Eslobão, M.P.","2016","11","-54.79105","-28.666667",NA,"01",NA,NA,NA,NA,NA
"31","2020-12-21 16:13:34-03","MBM","MBM","55849","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","yatay","Butia yatay","Luiz, A.J.","1","1977","07","23","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM055849","MBM055849_1",NA,"(Mart.) Becc.",NA,NA,"Noblick, L.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:13:34-03","MBM","MBM","118119","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","yatay","Butia yatay","Schinini, A.; Carnevali, R.; Carnevali, R.","s.n.","1986","11","05","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM118119",NA,NA,"(Mart.) Becc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:13:34-03","MBM","MBM","150258","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","yatay","Butia yatay","Noblick, L.R.","4885","1992","05","23","Southern America","Brazil","Rio Grande do Sul","Ciruá","Ciruá",NA,NA,NA,NA,NA,"MBM150258",NA,NA,"(Mart.) Becc.",NA,NA,"Noblick, L.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:13:34-03","MBM","MBM","17154","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","yatay","Butia yatay paraguayensis","Pedersen, T.M.","9655","1970","02","26","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM017154","MBM017154 MBM017154_1",NA,"(Barb. Rodr.) Bailey",NA,"paraguayensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2014-03-06 16:01:41-03","MNHN","RECOLNAT_MNHN_P","P02089551","PreservedSpecimen",NA,NA,NA,"Arecaceae","Butia","yatay","Butia yatay","Orbigny, A.D. d'",NA,NA,NA,NA,NA,"Argentine",NA,NA,"Corrientes",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089551' target='other'> <mi>dwc_moreinfo</mi></a>","P02089551","P02089551_01",NA,"(Mart.) Becc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"36","2014-03-06 16:01:41-03","MNHN","RECOLNAT_MNHN_P","P02089552","PreservedSpecimen",NA,NA,NA,"Arecaceae","Butia","yatay","Butia yatay","Orbigny, A.D. d'",NA,NA,NA,NA,NA,"Argentine",NA,NA,"Corrientes",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089552' target='other'> <mi>dwc_moreinfo</mi></a>","P02089552","P02089552_01",NA,"(Mart.) Becc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"37","2017-08-24 09:42:00-03","MO","MOBOT","100994426","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","poni","Butia poni","H. A. Keller|Leonardo Paz Deble|F. S. Alves","Keller 13022","2015","10","5","South America","Argentina","Misiones","San Ignacio","Grasslands of Teyu Cuaré.","-55.5598611","-27.2820278",NA,NA,NA,NA,NA,NA,"Burret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epitype","2"
"38","2014-01-24 05:32:00-02","MO","MOBOT","1911909","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","yatay","Butia yatay","Amelia M. Deferrari|Cristina H. Rolleri|Elías R. de la Sota|E. Biancolini","Deferrari 6187","1970","12","17","South America","Argentina","Misiones","Candelaria","R 12 desviro a Loreto, Misiones-Candelaria.",NA,NA,NA,NA,NA,NA,NA,NA,"(Mart.) Becc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"39","2015-03-25 20:31:00-03","MO","MOBOT","2190160","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","yatay","Butia yatay","M. Castro|Elsa L. Cabral|N. Loizaga de Castro","Castro 11","1997","4","12","South America","Argentina","Corrientes","Concepción","Colonia Tatacuá",NA,NA,NA,NA,NA,NA,NA,NA,"(Mart.) Becc.",NA,NA,"Castro, M., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2015-03-25 20:31:00-03","MO","MOBOT","2190189","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","yatay","Butia yatay","M. Castro|Elsa L. Cabral|N. Loizaga de Castro","Castro 10","1997","4","12","South America","Argentina","Corrientes","Saladas","Ea. Curupí Porá",NA,NA,NA,NA,NA,NA,NA,NA,"(Mart.) Becc.",NA,NA,"Castro, M., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2018-05-17 05:28:00-03","MO","MOBOT","2190226","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","yatay","Butia yatay","María E. Múlgura|F. Biganzoli|H. Illarraga|Andrea S. Vega","Múlgura 1657","1997","12","9","South America","Argentina","Misiones","San Ignacio","alrededores casa H. Quiroga","-55.55","-27.26666","270.00000000",NA,NA,NA,NA,NA,"(Mart.) Becc.",NA,NA,"Biganzoli, F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","2293477","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","yatay","Butia yatay","A.C. Marcato","Marcato 320","2001","12","3","South America","Argentina","Misiones","San Ignacio","estrada entre San Ignacio e Santa Ana (Ruta 12), 86 km da fronteira con Corrientes","-55.54055","-27.31166","150.00000000",NA,NA,NA,NA,NA,"(Mart.) Becc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2015-03-25 20:31:00-03","MO","MOBOT","2293499","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","yatay","Butia yatay","M. Castro|Elsa L. Cabral|N. Loizaga de Castro","Castro 3","1997","3","27","South America","Argentina","Corrientes","General Paz","Palmar Grande",NA,NA,NA,NA,NA,NA,NA,NA,"(Mart.) Becc.",NA,NA,"Castro, M., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2018-05-17 05:29:00-03","MO","MOBOT","2402888","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","yatay","Butia yatay","Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura","Zuloaga 5674","1996","4","20","South America","Argentina","Misiones","Candelaria","Loreto, campo pasando Arroyo Pastora.","-55.51666","-27.35","40.00000000",NA,NA,NA,NA,NA,"(Mart.) Becc.",NA,NA,"Xifreda, C. C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2010-04-13 13:47:00-03","MO","MOBOT","3383641","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","yatay","Butia yatay","Aurelio Schinini|Romeo Carnevali","Schinini Cacace 24939","1986","11","5","South America","Argentina","Corrientes","Goya","3 Bocas, por ruta 12. Suelo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,"(Mart.) Becc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-03-29 10:41:14-03","UFSM","HDCF","5802","S","Plantae",NA,NA,"Arecaceae","Butia","poni","Butia poni","Deble, L. P.",NA,"2007","03","10","América","Brasil","Rio Grande do Sul","Quaraí","Palmar do Coatepe","-56.4514007568359","-30.3875007629395",NA,NA,"Coleta feita juntamente com J. N. C. Marchiori, A. S. de Oliveira e M. Scipioni; Três exsicatas.",NA,NA,NA,"(Hauman) Burret",NA,NA,"Deble, L. P.","2007","04",NA,NA,NA,"14","74636","auto",NA,NA,NA
"47","2016-09-05 16:01:58-03","UFSM","HDCF","5803","S","Plantae",NA,NA,"Arecaceae","Butia","yatay","Butia yatay","Deble, L. P.","9857","2007","03","09","América","Brasil","Rio Grande do Sul","Girvá","Vale do Butiá",NA,NA,NA,NA,"Coleta feita juntamente com J. N. C. Marchiori, A. S. de Oliveira e M. Scipioni",NA,NA,NA,"(Mart.) Becc.",NA,NA,"Deble, L. P.","2007","03",NA,NA,NA,"17",NA,NA,NA,NA,NA
"48","2019-03-29 10:41:14-03","UFSM","HDCF","6223","S","Plantae",NA,NA,"Arecaceae","Butia","yatay","Butia yatay","Soares, K. P.; Callegaro, R. M.",NA,NA,NA,NA,"América","Brasil","Rio Grande do Sul","Giruá","Vale dos Butiazais","-54.3497009277344","-28.028299331665",NA,NA,NA,NA,NA,NA,"(Mart.) Becc.",NA,NA,"Soares, K. P.",NA,NA,NA,NA,NA,NA,"23862","auto",NA,NA,NA
"49","2019-03-29 10:41:14-03","UFSM","HDCF","6527","S","Plantae",NA,NA,"Arecaceae","Butia","yatay","Butia yatay","Soares, K. P.; Callegaro, R.",NA,"2012","05","02","América","Brasil","Rio Grande do Sul",NA,"Vale dos Butiazais",NA,NA,NA,NA,NA,NA,NA,NA,"(Mart.) Becc.",NA,NA,"Soares, K. P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
