"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-30 12:52:23-03","EAO","IAN","58688","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Eriocaulaceae","Paepalanthus","claussenianus","Paepalanthus claussenianus","Körn.","Moldenke, HN","Pires, JM; Black, GA","2261","1950","05","26","Southern America","Brasil","Maranhão",NA,"Perto de Carolina. Campo cerrado.",NA,NA,NA,NA,NA,"Capitulo branco. planta de 0,5m de altura.","IAN058688",NA,NA,"1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:52:23-03","EAO","IAN","58688","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Eriocaulaceae","Paepalanthus","claussenianus","Paepalanthus claussenianus","Körn.","Moldenke, HN","Pires, JM; Black, GA","2261","1950","05","26","Southern America","Brasil","Maranhão",NA,"Perto de Carolina. Campo cerrado.",NA,NA,NA,NA,NA,"Capitulo branco. planta de 0,5m de altura.","IAN058688",NA,NA,"1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:52:23-03","EAO","IAN","69709","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Eriocaulaceae","Paepalanthus","claussenianus","Paepalanthus claussenianus","Körn.","Moldenke, HN","Black, GA; Magalhães, MG","11884","1951","04","05","Southern America","Brasil","Minas Gerais","Serra do Cipó","Entre os kms 130 e 132.",NA,NA,NA,NA,NA,NA,"IAN069709",NA,NA,"1955","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:52:23-03","EAO","IAN","69899","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Eriocaulaceae","Paepalanthus","claussenianus","Paepalanthus claussenianus","Körn.","Moldenke, HN","Black, GA; Magalhães, MG","12075","1951","04","05","Southern America","Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,"IAN069899",NA,NA,"1955","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-08 21:33:39-03","UFBA","ALCB","11216","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Paepalanthus","claussenianus","Paepalanthus claussenianus","Körn.",NA,"Caminhoá, J","PHs/n",NA,NA,NA,"Southern America","Brasil","Paraná",NA,"De Minas, Goiás, Paraná",NA,NA,NA,NA,NA,NA,"ALCB015949","ALCB015949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:15:10-03","NBC","NL-BOTANY","L 0821079","PreservedSpecimen","Plantae",NA,"Poales","Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Körn.) Sano","Echternacht L","Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200821079 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0821079","NL-L0821079","isolectotype","2011","04","01",NA,NA,NA,NA,"Magnoliopsidae","903136242",NA,NA
"17","2020-02-08 10:15:10-03","NBC","NL-BOTANY","L 0821080","PreservedSpecimen","Plantae",NA,"Poales","Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Körn.) Sano","Echternacht L","Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200821080 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0821080","NL-L0821080","isolectotype","2011","04","01",NA,NA,NA,NA,"Magnoliopsidae","903136241",NA,NA
"18","2020-02-08 10:15:22-03","NBC","NL-BOTANY","L.1431303","PreservedSpecimen","Plantae",NA,"Poales","Eriocaulaceae","Paepalanthus","claussenianus","Paepalanthus claussenianus","Körn.",NA,"Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Martuis.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1431303 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1431303","NL-L1431303",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"19","2020-02-08 10:15:22-03","NBC","NL-BOTANY","L.1431304","PreservedSpecimen","Plantae",NA,"Poales","Eriocaulaceae","Paepalanthus","claussenianus","Paepalanthus claussenianus","Körn.",NA,"Heringer EP",NA,"1976","09","16","Southern America","Brazil",NA,NA,"DF., Faz. Agual Limpa,UnB.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1431304 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1431304","NL-L1431304",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"20","2020-11-19 10:23:25-03","CPAP","CPAP","12404","PreserverdSpecimen","Plantae",NA,NA,"Eriocaulaceae","Paepalanthus","claussenianus","Paepalanthus claussenianus","Kaern.",NA,"Ratter, J. A.","3188","1976","06","18",NA,"Brasil","DF","Planaltina","12Km NNe de Planaltina",NA,NA,NA,NA,NA,"AMBIENTE: Cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-02-02 14:38:04-02","BGBM","B","B 10 0247690","S","Plantae",NA,NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","Sano",NA,NA,NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100247690 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100247690","B100247690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-02-02 14:38:04-02","BGBM","B","B 10 0247689","S","Plantae",NA,NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","Sano",NA,"C. F. P. Martius ?","879",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Martii Herbar. Florae. Brasil. No. 879 <a href=http://herbarium.bgbm.org/object/B100247689 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100247689","B100247689","isolectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:35:10-03","UFJF","CESJ","69359","PreservedSpecimen","Plantae","Angiosperma",NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Koern.) Sano","P.T. Sano","P.T. Sano; D.V. Arce; P. Fiaschi; A.C. Araújo; M.A. Farinaccio","1000","1998","03","20","América do Sul","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, caminho para Cachoeira Casca D'Anta.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Plantas em solo arenoso entre gramíneas. População com indivíduos agrupados. Paracládios muito longos, escapos flexíveis. Capítulos alvos. Perfume adocicado às 13h. Associado a cupins na base.","CESJ069359",NA,NA,"2012","10",NA,"57119","auto",NA,NA,NA,NA,NA,NA
"24","2020-02-18 09:32:02-03","UNICAMP","UEC","96873","S","Plantae","Liliopsida",NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Körn.) P.T.Sano","Trovó, MLO; Echternacht, LA","Goldenberg, R; Semir, J; Dutilh, JHA; Romero, R","544","1998","02","13",NA,"Brazil","Minas Gerais","Pimenta","Estrada Pimenta - Santo Hilário, Vegetação secundária em encosta íngreme.","-45.798900604248","-20.4839000701904",NA,NA,NA,"Planta 70 cm; capítulos brancos.","UEC075425","UEC075425",NA,"2009","08","25","21095","auto",NA,NA,NA,NA,NA,NA
"25","2021-03-31 15:02:18-03","UTFPR","HCF","21169","S","Plantae",NA,NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Körn.) Sano","M.L.O. Trovó","P.T. Sano","1000","1998","03","20",NA,"Brasil","MG","São Roque de Minas","Parque Nacional da Serra da Canastra,","-46.3657989501953","-20.2453002929688",NA,NA,NA,"plantas em solo arenoso entre gramíneas. População com indivíduos agrupados. Paracládios muito longos, escapos flexíveis. Capítulos alvos. Perfume adocicado às 13h00. Associado a cupins na base.",NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:23:31-03","MBM","MBM","409604","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Körn.) Sano","Sano, P.T.","Sano, P.T.; Arce, D.V.; Fiaschi, P.; Araújo, A.C.; Farinaccio, M.A.; Arce, D.V.; Fiaschi, P.; Araújo, A.C.; Farinaccio, M.A.","1000","1998","03","20","Southern America","Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Caminho para Cachoeira Casca D'Anta","-46.3657989501953","-20.2453002929688",NA,NA,NA,"População com indivíduos agrupados. Paracládios muito longos, escapos flaxíveis. Capítulos alvos. Perfume adocicado às 13h00. associado a cupins na base.; Plantas em solo arenoso entre gramíneas.","MBM409604","MBM409604",NA,"2012","10",NA,"57119","auto",NA,NA,NA,NA,NA,NA
"27","2015-09-03 21:18:37-03","MNHN","RECOLNAT_MNHN_P","P01641700","PreservedSpecimen",NA,NA,NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Koern.) Sano",NA,"Claussen",NA,"1835","1","1",NA,"Brasil","Minas Gerais",NA,"Brésil. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641700' target='other'> <mi>dwc_moreinfo</mi></a>","P01641700","P01641700_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA
"28","2015-09-30 19:28:41-03","MNHN","RECOLNAT_MNHN_P","P00162038","PreservedSpecimen",NA,NA,NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Koern.) Sano","Sano","Martius, C.F. von",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00162038' target='other'> <mi>dwc_moreinfo</mi></a>","P00162038","P00162038_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"879",NA
"29","2015-09-03 21:18:37-03","MNHN","RECOLNAT_MNHN_P","P01641688","PreservedSpecimen",NA,NA,NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Koern.) Sano",NA,"Claussen",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Brésil. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". s.d. 3 envoi <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641688' target='other'> <mi>dwc_moreinfo</mi></a>","P01641688","P01641688_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-09-03 21:18:37-03","MNHN","RECOLNAT_MNHN_P","P01641689","PreservedSpecimen",NA,NA,NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Koern.) Sano",NA,"Claussen|Delessert",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641689' target='other'> <mi>dwc_moreinfo</mi></a>","P01641689","P01641689_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-09-03 21:18:37-03","MNHN","RECOLNAT_MNHN_P","P01641690","PreservedSpecimen",NA,NA,NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Koern.) Sano",NA,"Warming",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil: Lagoa Santa. Brasil, América do Sul",NA,NA,NA,NA,"hb",". s.d. Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641690' target='other'> <mi>dwc_moreinfo</mi></a>","P01641690","P01641690_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"190",NA
"32","2015-10-07 14:56:49-03","MNHN","RECOLNAT_MNHN_P","P01641691","PreservedSpecimen",NA,NA,NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Koern.) Sano",NA,"Claussen",NA,"1841","1","1",NA,"Brasil","Minas Gerais",NA,"Brésil, Minas Geraes. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". . 1835 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641691' target='other'> <mi>dwc_moreinfo</mi></a>","P01641691","P01641691_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA
"33","2015-09-03 21:18:37-03","MNHN","RECOLNAT_MNHN_P","P01641692","PreservedSpecimen",NA,NA,NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Koern.) Sano","Sano","Claussen|Delessert, B.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Brésil",NA,NA,NA,NA,"hb","Prélèvement tige & feuille pour Thomas R., MNHN Paris, 04/2015, demande Colhelper n° 36211 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641692' target='other'> <mi>dwc_moreinfo</mi></a>","P01641692","P01641692_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2015-09-03 21:18:37-03","MNHN","RECOLNAT_MNHN_P","P01641693","PreservedSpecimen",NA,NA,NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Koern.) Sano",NA,"Claussen",NA,"1841","1","1",NA,"Brasil","Minas Gerais",NA,"Brésil, Minas Geraes. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". . 1835. P.6 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641693' target='other'> <mi>dwc_moreinfo</mi></a>","P01641693","P01641693_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA
"35","2015-09-03 21:18:37-03","MNHN","RECOLNAT_MNHN_P","P01641695","PreservedSpecimen",NA,NA,NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Koern.) Sano",NA,"Claussen, P.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Brésil, Minas Geraes. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". s.d. 3e envoi reçu en janvier 1840 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641695' target='other'> <mi>dwc_moreinfo</mi></a>","P01641695","P01641695_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-09-03 21:17:53-03","MNHN","RECOLNAT_MNHN_P","P01641696","PreservedSpecimen",NA,NA,NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Koern.) Sano",NA,"Claussen",NA,"1841","1","1",NA,"Brasil","Minas Gerais",NA,"Brésil, Minas Geraës. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641696' target='other'> <mi>dwc_moreinfo</mi></a>","P01641696","P01641696_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1835",NA
"37","2015-09-03 21:18:37-03","MNHN","RECOLNAT_MNHN_P","P01641697","PreservedSpecimen",NA,NA,NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Koern.) Sano",NA,"s.c.",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,NA,NA,"hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641697' target='other'> <mi>dwc_moreinfo</mi></a>","P01641697","P01641697_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2015-09-03 21:18:37-03","MNHN","RECOLNAT_MNHN_P","P01641698","PreservedSpecimen",NA,NA,NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Koern.) Sano",NA,"Claussen",NA,"1838","1","1",NA,"Brasil",NA,NA,"Brésil: (Minas Geraes). Brasil, América do Sul",NA,NA,NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641698' target='other'> <mi>dwc_moreinfo</mi></a>","P01641698","P01641698_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62",NA
"39","2015-09-03 21:18:37-03","MNHN","RECOLNAT_MNHN_P","P01641699","PreservedSpecimen",NA,NA,NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Koern.) Sano",NA,"Kunth",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Brésil, Minas Geraes, [Cachoeira] d. Campo. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". Março. Donné par M. Delessert 1843 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641699' target='other'> <mi>dwc_moreinfo</mi></a>","P01641699","P01641699_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70",NA
"40","2019-02-19 04:30:00-03","MO","MOBOT","1786505","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Körn.) Sano","M. L. O. Trovó (RFA)","C.F.P. Martius","Martius 879",NA,NA,NA,"South America","Brazil",NA,NA,"[Martii Herbar. Florae. Brasil No 879]",NA,NA,NA,NA,NA,NA,NA,NA,"Lectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"41","2020-03-24 13:52:00-03","MO","MOBOT","3036978","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Körn.) Sano","M. L. O. Trovó (RFA)","Peter Clausen","Clausen 1158",NA,"8",NA,"South America","Brazil","Minas Gerais",NA,"Brasilia. 1840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"42","2019-09-20 14:04:00-03","MO","MOBOT","101155519","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Körn.) Sano","P.T. Sano","Paulo T. Sano|et al.","Sano 1000","1998","3","20","South America","Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra. Caminho para Cachoeira Casca D'Anta.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,"1"
"43","2008-05-27 22:02:00-03","MO","MOBOT","1614919","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Paepalanthus","claussenianus","Paepalanthus claussenianus","Körn.",NA,"Howard S. Irwin|Thomas R. Soderstrom","Irwin 5759","1964","8","30","South America","Brazil","Distrito Federal",NA,"Erect subshrub ca. 1 M. Tall. Leaves mostly dried. Heads gray. Cerrado, ca. 15 Km. E of brasilia. Locally common",NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-09-04 16:38:11-03","FVD","FVD","88","MachineObservation","Plantae",NA,NA,"Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Körn.) Sano","P.T. Sano",NA,NA,"2018","04","29",NA,"Brasil","Minas Gerais","São Roque de Minas","Trilha para a parte alta da cachoeira Casca d'Anta, Parque Nacional da Serra da Canastra","-46.525833","-20.3075","935","935",NA,"Herbácea terrestre ; Domínio fitogeográfico: Cerrado; Vegetação: Cerrado sensu stricto","FVD00088","FVD00088_v1 FVD00088_v2 FVD00088_v3",NA,"2018","05",NA,NA,NA,"46°31'33W","20°18'27S",NA,NA,NA,NA
"45","2020-09-12 05:00:02-03","US","US","2931227","PreservedSpecimen","Plantae",NA,"Eriocaulales","Eriocaulaceae","Actinocephalus","claussenianus","Actinocephalus claussenianus","(Körn.) Sano",NA,"C. Calderon, O. P. Monteiro & J. Guedes","2770","1979","7","3","South America - Neotropics","Brazil","Amazonas",NA,"Estrada do Estanho, road to Igarapé Preto, 60-62 km SE of Transamazon Highway.",NA,NA,NA,NA,NA,NA,"US01933363","US01933363_01",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
