"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"45","2020-12-21 16:38:42-03","MBM","MBM","1328","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","praetextum","Oncidium praetextum","Rchb.","Hatschbach, G.","15115","1966","11","17","Southern America","Brazil","Paraná","Tijucas do Sul","Campo Alto","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"MBM001328","MBM001328","Pabst, G.",NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA
"46","2015-09-04 12:19:27-03","MNHN","RECOLNAT_MNHN_P","P00437532","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Oncidium","praetextum","Oncidium praetextum","Rchb.f.","Dusén, P.",NA,"1911","2","27",NA,"Brésil",NA,NA,"Parana : Jaguariahyva, in silvula",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437532' target='other'> <mi>dwc_moreinfo</mi></a>","P00437532","P00437532_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11570",NA,NA
"47","2015-09-04 12:19:27-03","MNHN","RECOLNAT_MNHN_P","P00437533","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Oncidium","praetextum","Oncidium praetextum","Rchb.f.","Dusén, P.",NA,"1908","12",NA,NA,"Brésil",NA,NA,"Parana : Ypiranga",NA,NA,"700",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437533' target='other'> <mi>dwc_moreinfo</mi></a>","P00437533","P00437533_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7400",NA,NA
"48","2015-09-16 17:38:31-03","MNHN","RECOLNAT_MNHN_P","P00437534","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Oncidium","praetextum","Oncidium praetextum","Rchb.f.","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Prov. Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437534' target='other'> <mi>dwc_moreinfo</mi></a>","P00437534","P00437534_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:44:20-03","UFMG","BHCB","92799","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Brasilidium","praetextum","Brasilidium praetextum","(Rchb) Campacci","Mota, RC da","2920","2005","03","15","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344",NA,NA,NA,"Planta coletada em borda de mata de galeria; erva epífita; calosidade do labelo amarelo com máculas castanhas, região central amarela e margem castanha; pétalas laterais e sépalas castanhas.",NA,NA,NA,NA,NA,NA,NA,NA,"60318","auto",NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:44:33-03","UFMG","BHCB","107793","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb) Chase","Viana, PL; Teles, AM; Batista, JAN; Mota, RC da","2727","2007","03","22","Southern America","Brasil","Minas Gerais","Itamarandiba","Parque Estadual da Serra Negra","-42.739861","-18.014056","1400","1400",NA,"erva epífita em borda de matinha nebular. Flores marrons base do labelo amarelo.",NA,NA,NA,"-42.739861","-18.014056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-11 11:44:33-03","UFMG","BHCB","82162","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb) Chase","Mota, RC da; Viana, PL","2027","2003","03","19","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.597028","-19.086306",NA,NA,NA,"planta coletada em borda de mata semidecidua; erva epífita em Andira sp.. Calosidade do labelo amarelo com máculas castanhas, região central amarela e margem castanha; tépalas castanhas.",NA,NA,NA,"-43.597028","-19.086306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-11 11:44:33-03","UFMG","BHCB","88230","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb) Chase","Viana, PL; Mota, NFO; Andrade, LE","1731","2004","05","10","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto","-43.327139","-18.236806","1550","1550",NA,"Capão de mata próximo ao Morro Redondo. Epífita a 1,5m de altura. Flores marrons com calo do labelo vermelho e manchas amarela central no labelo.",NA,NA,NA,"-43.327139","-18.236806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-11 11:44:33-03","UFMG","BHCB","189151","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb) Chase","Fernandes, RL","60","2017","04","03","Southern America","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Planta em cultivo na coleção do Museu de História Natural e Jardim Botânico da UFMG. Acesso MHNJB2291. Coleta original por Martins da Costa, I.R. 283.","-41.8683013916016","-20.4333000183105",NA,NA,NA,"Flor com sépals e pétalas marrons com o centro mais claro. Labelo marrom nas bordas e região central amarela.","BHCB189151",NA,NA,NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA
"54","2021-02-11 17:20:57-03","UFPR","UPCB","73193","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W. Chase & N.H. Williams","Cadorin, T.J.","1372","2010","02","23",NA,"Brasil","Santa Catarina","Florianópolis","Morro da Lagoa.","-48.475556","-27.576667","444","444",NA,"Epífita IFFSC e8004a (acima de 4m). Forófito 1. Floresta ombrófila densa..","UPCB0033171","UPCB0033171","Meneguzzo, T.E.C.","-48.475556","-27.576667","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-02-11 17:20:57-03","UFPR","UPCB","73350","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Richb.f.) M.W.Chase & N.H.Williams","Korte, A.","1834","2010","02","18",NA,"Brasil","Santa Catarina","Taió","Fazenda Tarumã.","-50.130556","-27.000278","802","802",NA,"Epífita. IFFSC 625. Floresta ombrófila densa. Flor marrom e amarelo no centro..","UPCB0032961","UPCB0032961","Mancinelli, W.S.","-50.130556","-27.000278","2011","02","15",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-02-11 17:20:57-03","UFPR","UPCB","76400","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W. Chase & N.H. Williams","Fontana, A.P.","4786","2008","02","12",NA,"Brasil","Espírito Santo","Castelo","Trilha para as piscinas. Floresta Ombrófila Densa Altomontana com inselbergues. Elev.: 1100-1400m","-41.084","-20.516",NA,NA,NA,"Epífito, meia sombra, flores marrons com máculas amarelas, centro do labelo amarelo. Materail prensado em álcool..","UPCB0033165","UPCB0033165","Meneguzzo, T.E.C.","-41.084","-20.516","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-02-11 17:20:57-03","UFPR","UPCB","89666","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Caglioni, E. | Caglioni, G.","505","2015","01","16",NA,"Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú","-48.933889","-26.801111","580","580",NA,"Floresta Ombrófila Densa. Epífito com flores de coloração marrom com amarelo. Coletada em galho caído, em floresta em estágio avançado de regeneração..","UPCB0029542","UPCB0029542","Caglioni, E.","-48.933889","-26.801111","2015","01","16",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-02-11 17:20:57-03","UFPR","UPCB","92456","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb. f.) M.W.Chase & N.H.Williams","Santos, T.F. | Kujaski, K.","331","2018","02","23",NA,"Brasil","Paraná","Tibagi","Parque do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,"Flores amarelas com máculas marrom.","UPCB0037327","UPCB0037327","Santos, T.F.",NA,NA,"2018",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"59","2009-07-21 23:34:00-03","MO","MOBOT","2482504","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","praetextum","Oncidium praetextum","E. Morren","Per Dusén","Dusén 11570",NA,NA,NA,"South America","Brazil","Paraná",NA,"Jaguariaiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","33194",NA,"Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","A. P. Fontana; et al","1390","2005","04","23",NA,"Brasil","Espírito Santo","Itaguaçu","Serra do Sobreiro, Pedra do Caparaó","-40.981111","-19.741389",NA,NA,NA,"Epífita, flores marrom com amarelo. Floresceu em cultivo.","MBML033194","MBML033194","T.E.C. Meneguzzo/2017","40W58'52","19S44'29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","49659",NA,"Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","F.A.R. Matos; M. P. Carrafa","172","2008","02","24",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Alto Caxixe, Propriedade Caliman","-41.10175","-20.377528",NA,NA,NA,"Flores vistosas amareladas/marrom/verde, labelo amarelo com detalhes amarelo, caida na borda da mata","MBML049659","MBML049659","T.E.C. Meneguzzo/2017","41W6'6,3","20S22'39,1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-04 11:06:02-03","UFRB","HURB","5756","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Aona, L.Y.S.; Biggs, N.; Costa, I.R.; Duarte, E.; Fonseca, W.O.; Lucas, E.; Monro, A.","2206","2013","03","03",NA,"Brasil","Bahia","Boa Nova","Parque Nacional de Boa Nova, setor oeste, Faz. Lagedão;","-40.129444","-14.412778",NA,NA,NA,NA,"HURB000005756",NA,"D.N. Carvalho","40°07'46 W","14°24'46 S","2015","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-06-10 10:11:22-03","FZB-BH","BHZB","2826","S","Plantae",NA,NA,"Orchidaceae","Oncidium","praetextum","Oncidium praetextum",NA,"Santos, F.M.G.","31","2004","03","03",NA,"Brasil","MG","Belo Horizonte","FZB/BH - Jardim Botânico - Coleção de Orquídeas","-43.937801361084","-19.9207992553711",NA,NA,NA,"Coleção viva nº 96091.Cultivado",NA,NA,"Rubens C. Mota",NA,NA,"2008","08",NA,"17082","auto",NA,NA,NA,NA,NA,NA
"64","2014-11-06 16:18:34-02","UFPB","EAN","2529","S","Plantae",NA,NA,"Orchidaceae","Oncidium","gravesianum","Oncidium gravesianum",NA,"L. P. Felix ; G. V. Dornelas","103","1986","01",NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Flores amarelo-castanha..Habitat: Epífita",NA,NA,"L. P. Felix & G. V. Dornelas",NA,NA,"1986","03","24",NA,NA,NA,NA,NA,NA,NA,NA
"65","2014-11-06 16:18:34-02","UFPB","EAN","12323","S","Plantae",NA,NA,"Orchidaceae","Oncidium","gravesianum","Oncidium gravesianum","Rolfe.","Gadelha Neto ; P. C & R. A. Pontes","1543","2006","05","25",NA,"Brasil","Paraíba","São João dos Tigres","APA das Onças- Lagedo do Coelho",NA,NA,NA,NA,NA,"Erva de bulbo suculento, vináceo.Folhas dísticas verde oliva. Haste floral 40cm com flores marrom-amarelo..Habitat: Rupícola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-02-09 10:13:42-03","UENF","HUENF","12183","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","H.B.M. Viana","52","2019","04","25",NA,"Brasil","Rio de Janeiro","Santa Maria Madalena","Pedra Dubois. Fragmento de Floresta Ombrófila densa montana.","-41.991111","-21.941111","900","900",NA,"Erva epífita, ciófila. Flores amarelas, com máculas castanho, aprox 4 cm, exalando fragrancia adocicada e leve, infloscencencia basal. Plantula mantida in cultivo.","HUENF00013023",NA,"H.B.M. Viana","41º59'28''W","21º56'28''S","2019","04","25",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-09-12 05:00:02-03","US","US","2509092","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Oncidium","praetextum","Oncidium praetextum",NA,"G. Hatschbach","15115","1966","11","17","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"US00009398","US00009398_01",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA
"68","2019-10-07 09:20:02-03","UEFS","HUEFS","219993","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Brito, A.L.T.","2218",NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0219993","HUEFS0219993 HUEFS0219993_e1","T.E.C.Meneguzzo",NA,NA,"2019","09",NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"69","2019-10-07 09:20:02-03","UEFS","HUEFS","16538","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Ganev, W.","2940","1994","02","03",NA,"Brasil","Bahia","Abaíra",NA,"-41.95","-13.3","1650","1700",NA,NA,"HUEFS0016538","HUEFS0016538","T.E.C.Meneguzzo","41W57'","13S18'","2014","10",NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"70","2019-10-07 09:20:02-03","UEFS","HUEFS","35224","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Harley, R.M.","H52079","1992","02","15",NA,"Brasil","Bahia","Abaíra","Campo de Ouro Fino (baixo). Riacho de Barra.","-41.9","-13.25","1700","1700",NA,"Campo.","HUEFS0035224","HUEFS0035224","T.E.C.Meneguzzo","41W54'","13S15'","2014","10",NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"71","2019-10-07 09:20:02-03","UEFS","HUEFS","59676","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Souza, E.R.de","218","2002","04","23",NA,"Brasil","Bahia","Maracás","Vincincinal para fazendas, saída pelo Cruzeiro, entrada 1,5 km da cidade, 1,4 km N da entrada.","-40.413889","-13.41","1046","1046",NA,"Campo rupestre.","HUEFS0059676","HUEFS0059676","T.E.C.Meneguzzo","40W24'50''","13S24'36''","2014","10",NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA
"72","2019-10-07 09:20:02-03","UEFS","HUEFS","19706","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Queiroz, L.P.de","4288","1995","03","14",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"HUEFS0019706","HUEFS0019706","T.E.C.Meneguzzo",NA,NA,"2014","10",NA,"98143","auto","Lilianae",NA,NA,NA,NA,NA
"73","2019-10-07 09:20:02-03","UEFS","HUEFS","76494","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","van den Berg, C.","1041","2001","01","19",NA,"Brasil","Minas Gerais","Carrancas","Pedreira do Guilherme","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"HUEFS0076494","HUEFS0076494","T.E.C.Meneguzzo",NA,NA,"2014","10",NA,"21143","auto","Lilianae",NA,NA,NA,NA,NA
"74","2019-10-07 09:20:02-03","UEFS","HUEFS","90589","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","van den Berg, C.","1310","2004","02","16",NA,"Brasil","Minas Gerais","Carrancas","Pedreira do Guilherme.","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"HUEFS0090589","HUEFS0090589","T.E.C.Meneguzzo",NA,NA,"2014","10",NA,"21143","auto","Lilianae",NA,NA,NA,NA,NA
"75","2019-10-07 09:20:02-03","UEFS","HUEFS","120137","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","van den Berg, C.","1409","2004","05","20",NA,"Brasil","Santa Catarina","Corupá","planta enviada pelo Sr. Seidel sob o número O-1619 (Orquidário Catarinense), floresceu em cultivo","-49.2430992126465","-26.4253005981445",NA,NA,NA,NA,"HUEFS0120137","HUEFS0120137","T.E.C.Meneguzzo",NA,NA,"2014","10",NA,"23917","auto","Lilianae",NA,NA,NA,NA,NA
"76","2019-11-22 16:07:57-03","UEFS","HUEFS","99736","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Oncidium","gravesianum","Oncidium gravesianum","Rolfe","Sander, F.",NA,"1892","04",NA,NA,"Brasil","Pernambuco",NA,"s.l.",NA,NA,NA,NA,NA,NA,"HUEFS0099736",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,"Holótipo"
"77","2020-05-05 13:16:26-03","F","FMNH-SEEDPLANTS","V0434492F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta",NA,"G. Hatschbach","15115","1966","11","17","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"V0434492F","V0434492F_01 V0434492F_02",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,"15115",NA,NA
"78","2019-07-09 12:42:19-03","F","FMNH-SEEDPLANTS","V0434493F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta",NA,"P. Dusén","7400","1908","12",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0434493F","V0434493F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"79","2020-07-23 12:17:19-03","CEPLAC","CEPEC","125655","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta",NA,"A. P. Fontana","4786","2008","02","12",NA,"Brasil","Espírito Santo","castelo","Trilha para as piscinas.","-41.083611","-20.516111",NA,NA,NA,NA,NA,NA,"T. E. C. Meneguzzo","41W5'1","20S30'58",NA,NA,NA,NA,NA,NA,NA,"30/12/2014",NA,NA,NA
"80","2021-04-08 17:13:25-03","UESB","HUESB","3416","S","Plantae","Monocotyledoneae",NA,"Orchidaceae","Oncidium","gravesianum","Oncidium gravesianum","Rolfe","Marçal, S.","658","2008","04","10",NA,"Brasil","Bahia","Maracás",NA,"-41.571389","-14.593611","944","958",NA,NA,"HUESB000003416",NA,NA,"-41.571389","-14.593611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-07-21 15:08:18-03","UNISANTA","HUSC","8938","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","Sampaio, P.S.P.; Sampaio, A.F.P.","981","2015","01","09",NA,"Brasil","Minas Gerais","São Thomé das Letras","Pico do Gavião, subosque.","-44.9852981567383","-21.7222003936768",NA,NA,NA,"Epífita com flores marrons com nuances amarelas, floresceu em cultivo.; Floresta estacional semidecidual montana.",NA,NA,"Sampaio, P.S.P.",NA,NA,"2015","02",NA,"16076","auto",NA,NA,NA,NA,NA,NA
"82","2021-02-12 15:02:22-03","UFSCar","SPSC","7440","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","praetexta","Gomesa praetexta","(Rchb.f.) M.W.Chase & N.H.Williams","A.W.C. Ferreira",NA,"2007","03","18",NA,"Brasil","São Paulo","Brotas","Serra de Brotas.",NA,NA,NA,NA,NA,"Floresta estacional. Ripicola.",NA,NA,"A.W.C. Ferreira","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-01 15:15:30-03","UnB","UB","200701","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Oncidium","gravesianum","Oncidium gravesianum","Rolfe","Heringer, EP; Castellanos","6328","1958","03","06","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,"UB0018920","UB0018920","Guimarães, LRS",NA,NA,"2009","10","28",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-08-20 20:37:52-03","UFSC","FLOR","44172","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Brasilidium","praetextum","Brasilidium praetextum","(Rchb.f.) Campacci","Matos, J.Z. de; Brüggemann, F.M. & Venturi, S.","122","2008","04","01",NA,"Brasil","Santa Catarina","Santo Amaro da Imperatriz","Jardim do Hotel Plaza Caldas da Imperatriz.","-48.7785987854004","-27.6881008148193",NA,NA,NA,"epífito, flor amarela e marrom","FLOR0044172",NA,"Matos, J.Z. de",NA,NA,"2008",NA,NA,"22435","auto",NA,NA,NA,NA,NA,NA
"85","2020-08-20 20:37:52-03","UFSC","FLOR","44075","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Brasilidium","praetextum","Brasilidium praetextum","(Rchb.f.) Campacci","Matos, J.Z. de","81","2007","04","10",NA,"Brasil","Santa Catarina","Santo Amaro da Imperatriz","Trilhas do Hotel Plaza Caldas da Imperatriz.","-48.7785987854004","-27.6881008148193",NA,NA,NA,NA,"FLOR0044075",NA,"Matos, J.Z. de",NA,NA,"2010",NA,NA,"22435","auto",NA,NA,NA,NA,NA,NA
"86","2017-09-11 17:12:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Oncidium","gravesianum","Oncidium gravesianum","Rolfe","Sander","s.n.(Hort.",NA,NA,NA,"Southern America","Brazil","Pernambuco",NA,"Habitat in prov. Pernambuco",NA,NA,NA,NA,NA,"Floret Martio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2017-09-11 17:12:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Oncidium","gravesianum","Oncidium gravesianum","Rolfe","Sander","s.n.(Hort.",NA,NA,NA,"Southern America","Brazil","Pernambuco",NA,"Habitat in prov. Pernambuco",NA,NA,NA,NA,NA,"Floret Martio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2017-09-11 17:12:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Oncidium","praetextum","Oncidium praetextum","Rchb.f.","Jones, ED","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"in prov. S. Paulo",NA,NA,NA,NA,NA,"Floret Januario - Februario",NA,"P03P6N0088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2017-09-11 17:12:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Oncidium","praetextum","Oncidium praetextum","Rchb.f.","Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in sylvis supra arbores ad Lagoa Santa prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,"P03P6N0088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2017-09-11 17:12:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Oncidium","praetextum","Oncidium praetextum","Rchb.f.","Veitc","s.n.(Hort.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P03P6N0088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2017-09-11 17:12:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Oncidium","praetextum","Oncidium praetextum","Rchb.f.","Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in sylvis supra arbores ad Lagoa Santa prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,"P03P6N0088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-09-11 17:12:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Oncidium","praetextum","Oncidium praetextum","Rchb.f.","Jones, ED","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"in prov. S. Paulo",NA,NA,NA,NA,NA,"Floret Januario - Februario",NA,"P03P6N0088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2017-09-11 17:12:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Oncidium","praetextum","Oncidium praetextum","Rchb.f.","Veitc","s.n.(Hort.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P03P6N0088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-02-08 12:52:19-03","UFRGS","ICN","015126","S","Plantae","Monocotyledon",NA,"Orchidaceae","Oncidium","gravesianum","Oncidium gravesianum","Rolfe","Dutra, J","1126","1931","04","01","América do Sul","Brasil","RS","Conceição do Arroio","mato na Lagoa dos Quadros",NA,NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).","ICN00040699",NA,"Dutra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
