"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","monthIdentified","dayIdentified","individualCount","fieldNumber","sex"
"50","2020-06-15 15:30:51-03","UNESP-RC","HRCB","70639","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Taxonomia de campo 2017/grupo verde",NA,NA,NA,NA,NA,"Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar, Núcleo Cunha",NA,"-23.233333",NA,NA,NA,NA,"Moraes, P.L.R.",NA,NA,NA,NA,NA,NA,"45º01O","23°14'S",NA,NA,NA,NA,NA,NA
"51","2020-06-15 15:30:51-03","UNESP-RC","HRCB","70725","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Taxonomia de campo 2017/grupo verde",NA,NA,NA,NA,NA,"Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar, Núcleo Cunha",NA,"-23.233333",NA,NA,NA,NA,"Moraes, P.L.R.",NA,NA,NA,NA,NA,NA,"45º01O","23°14'S",NA,NA,NA,NA,NA,NA
"52","2020-12-07 12:15:10-03","UFG","UFG","62110","S","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Garcia, R.J.F.; Almeida, R.F.","3185","2007","10","08",NA,"Brasil","São Paulo","São Paulo","Parque Nabuco","-46.6300010681152","-23.5400009155273",NA,"Árvore, 10,0 metros de altura; flores brancas; frequente.","UFG0062110","UFG0062110","Sordi, S.J.","2008","53584",NA,NA,"auto",NA,NA,NA,NA,"09","16",NA,NA,NA
"53","2020-09-12 05:00:02-03","US","US","3566779","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"W. Hoehne","3642","1951","9","20","South America - Neotropics","Brazil","São Paulo","São Paulo","Parque do Estado. Campo experimental","-46.6300010681152","-23.5400009155273",NA,NA,"US01321711","US01321711_01",NA,NA,"53584",NA,NA,"auto","Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"54","2020-09-12 05:00:02-03","US","US","3146197","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"G. Hatschbach","49979","1985","10","20","South America - Neotropics","Brazil","Espírito Santo","Venda Nova do Imigrante","Mun. Conceição do Castelo","-41.1347007751465","-20.3397006988525",NA,NA,"US01321709","US01321709_01",NA,NA,"15909",NA,NA,"auto","Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"55","2020-09-12 05:00:02-03","US","US","3566778","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"F. C. Hoehne","3642","1951","9","20","South America - Neotropics","Brazil","São Paulo","São Paulo","Parque do Estado. Campo experimental","-46.6300010681152","-23.5400009155273",NA,NA,"US01321710","US01321710_01",NA,NA,"53584",NA,NA,"auto","Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"56","2020-09-12 05:00:02-03","US","US","2579710","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.","Isotype","F. C. Hoehne","SP 28276","1931","9","23","South America - Neotropics","Brazil","São Paulo",NA,"Sao Paulo.",NA,NA,NA,NA,"US00048509","US00048509_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"57","2019-11-13 11:21:04-03","USP","SPF","117926","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Garcia, RJF","231","1992","11","13",NA,"Brasil","São Paulo","São Carlos","Parque Santo Dias. Borda da mata, próximo à guarita do portão 2.","-46.7725","-23.663056",NA,NA,"SPF00117926",NA,"Baitello, JB","1995",NA,NA,NA,NA,NA,"-46.7725","-23.663056",NA,NA,NA,NA,NA,NA
"58","2019-11-13 11:21:04-03","USP","SPF","150629","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Hatschbach, G","59705","1993","11","07",NA,"Brasil","Espírito Santo","Iúna","BR-262, próximo ao trevo para Laranja da Terra.","-41.5358009338379","-20.3458003997803",NA,NA,"SPF00150629",NA,"Werff, H van der","1997","32198",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-13 11:21:04-03","USP","SPF","118492","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Ávila, NS","385","1995","12","01",NA,"Brasil","São Paulo","Cotia","Km 26,5 da Rod. Raposo Tavares.","-46.9099998474121","-23.6000003814697",NA,NA,"SPF00118492",NA,"Baitello, JB","1998","23869",NA,NA,"auto",NA,NA,NA,NA,"04","27",NA,NA,NA
"60","2019-11-13 11:21:04-03","USP","SPF","143484","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Godoi, JV","331","1992","10","09",NA,"Brasil","São Paulo","São Paulo","Margem leste do rio pinheiros, após a Usina de Piratininga, aterro sanitário Santo Amaro.","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00143484",NA,"Baitello, JB","1999","53584",NA,NA,"auto",NA,NA,NA,NA,"07",NA,NA,NA,NA
"61","2020-01-14 12:01:43-03","USP","SPF","231940","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Honda, S","113","2007","10","17",NA,"Brasil","São Paulo","São Paulo","Parque Colina de São Francisco","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00231940",NA,"Baitello, JB","2011","53584",NA,NA,"auto",NA,NA,NA,NA,"06",NA,NA,NA,NA
"62","2020-01-14 12:01:43-03","USP","SPF","231941","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Garcia, RJF","3812","2014","08","12",NA,"Brasil","São Paulo","São Paulo","Parque Municipal Chácara do Jockey","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00231941",NA,"Barretto, EHP","2014","53584",NA,NA,"auto",NA,NA,NA,NA,"09",NA,NA,NA,NA
"63","2019-11-13 11:21:04-03","USP","SPF","116145","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Coelho, J","748","1985","10","25",NA,"Brasil","São Paulo","São Paulo","Parque Nabuco.","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00116145",NA,"Baitello, JB","1998","53584",NA,NA,"auto",NA,NA,NA,NA,"04","27",NA,NA,NA
"64","2019-10-07 09:22:58-03","UEFS","HUEFS","173944","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Hoehne, W.","1475","2000","09","19",NA,"Brasil","São Paulo","São Paulo","Parque do Estado.","-46.6300010681152","-23.5400009155273",NA,NA,"HUEFS0173944","HUEFS0173944",NA,NA,"53584",NA,NA,"auto","Magnolianae",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-10-07 09:22:58-03","UEFS","HUEFS","178436","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Baitello, J.B.","2560","2011","09","29",NA,"Brasil","São Paulo","São Paulo","Parque Estadual Alberto Lofgren, área administrativa, bosque em frente à Divisão de Dasonomia.","-46.6300010681152","-23.5400009155273",NA,NA,"HUEFS0178436","HUEFS0178436",NA,NA,"53584",NA,NA,"auto","Magnolianae",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-10-07 09:22:58-03","UEFS","HUEFS","197940","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Pereira, F.G.","663","2012","10","10",NA,"Brasil","São Paulo",NA,"Parque Praia São Paulo. Próximo da entrada principal.",NA,NA,NA,NA,"HUEFS0197940","HUEFS0197940",NA,NA,NA,NA,NA,NA,"Magnolianae",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-10-07 09:22:58-03","UEFS","HUEFS","64883","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Hatschbach, G.","49908","1985","10","18",NA,"Brasil","Espírito Santo","Conceição do Castelo","Alto Bananal.","-41.2439002990723","-20.3682994842529",NA,"Mata pluvial.","HUEFS0064883","HUEFS0064883",NA,NA,"17824","800","800","auto","Magnolianae",NA,NA,NA,NA,NA,NA,NA,NA
"68","2018-04-04 16:25:02-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata",NA,NA,"W. Hoehne","1475",NA,NA,NA,"South America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"1475",NA
"69","2019-09-04 18:39:51-03","F","FMNH-SEEDPLANTS","V0061487F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata",NA,"Isotype","F. C. Hoehne","28276","1931","9","23","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0061487F","V0061487F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"70","2015-03-07 08:33:13-03","F","FMNH-SEEDPLANTS","V0154561F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0154561F","V0154561F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"71","2015-03-07 08:33:13-03","F","FMNH-SEEDPLANTS","V0154562F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0154562F","V0154562F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"72","2015-03-07 08:33:13-03","F","FMNH-SEEDPLANTS","V0154563F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0154563F","V0154563F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"73","2015-03-07 08:33:13-03","F","FMNH-SEEDPLANTS","V0154564F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0154564F","V0154564F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-01-25 15:41:50-02","IAC","IAC","40138","S","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"L.C. Bernacci; G.A.D.C. Franco & E. Furlan","2890","2000","11","10",NA,"Brasil","São Paulo","Ibiúna","Próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento da Sra. Mioko","-47.062946","-23.725098",NA,"indivíduo M 34.3",NA,NA,"G. Souza (1) & L.C. Bernacci","2003",NA,NA,NA,NA,NA,"-47.062946","-23.725098",NA,"10","10",NA,NA,NA
"75","2019-01-25 15:35:12-02","IAC","IAC","40981","S","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"L.C. Bernacci; G.A.D.C. Franco; G.F. Árbocz & E. Furlan","2962","2000","12","07",NA,"Brasil","São Paulo","Ibiúna","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Mioko","-47.062946","-23.725098",NA,NA,NA,NA,"L.C. Bernacci et al.","2000",NA,NA,NA,NA,NA,"-47.062946","-23.725098",NA,"12","07",NA,NA,NA
"76","2019-01-25 15:41:50-02","IAC","IAC","41036","S","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"L.C. Bernacci; G. Durigan; G.F. Árbocz & E. Furlan","3017","2001","01","11",NA,"Brasil","São Paulo","Ibiúna","Próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Beto Borracheiro","-47.072921","-23.715509",NA,"próximo ao ponto G37",NA,NA,"G. Souza (1) & L.C. Bernacci","2001",NA,NA,NA,NA,NA,"-47.072921","-23.715509",NA,"01","11",NA,NA,NA
"77","2019-03-07 16:14:33-03","IAC","IAC","56882","S","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"E. Barbosa & M.L. Brotto","4632","2018","07","13",NA,"Brasil","São Paulo","Cajati","Serra do Azeite","-48.2061111","-24.8994444",NA,"Coordenadas do material: 24°53#?#28 S, 48°12#?#22W",NA,NA,"M.L. Brotto","2018",NA,NA,NA,NA,NA,"-48.2061111","-24.8994444",NA,"08","09",NA,NA,NA
"78","2020-07-23 12:09:32-03","CEPLAC","CEPEC","87256","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata",NA,NA,"G. Hatschbach","49908","1985","10","18",NA,"Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","Alto Bananal.","-41.2439002990723","-20.3682994842529",NA,NA,NA,NA,"J. G. Rohwer",NA,"17824",NA,NA,"auto",NA,NA,NA,"30/12/2000",NA,NA,NA,NA,NA
"79","2020-07-23 12:09:32-03","CEPLAC","CEPEC","83958","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Nectandra","barbellata","Nectandra barbellata",NA,NA,"G. Hatschbach","59705","1999","11","09",NA,"Brasil","Espírito Santo","iuna","Rod. BR-262, prox. ao trevo para Laranja da Terra.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,"H. van der Werff",NA,"32198",NA,NA,"auto",NA,NA,NA,"30/12/1997",NA,NA,NA,NA,NA
"80","2020-11-12 17:00:40-03","UEL","FUEL","36322","PreservedSpecimen","Plantae","Tracheophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Lopes, B","s.n.","1999","11","04",NA,"Brasil","São Paulo","São Paulo","Parque Estadual Alberto Loefgreen, ao lado do Museu Florestal; Herbário D. Bento Pickel","-46.6300010681152","-23.5400009155273",NA,NA,"FUEL006172",NA,"Baitello, JB","1999","53584",NA,NA,"auto",NA,NA,NA,NA,"11","05",NA,NA,NA
"81","2020-08-20 14:56:59-03","UFSC","FLOR","36873","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"Hatschbach, G.; Hatschbach, M. & Silva, J.M.","59705","1993","11","07",NA,"Brasil","Espírito Santo","Iúna","Rod. BR-262, próximo ao trevo para Laranja da Terra.","-41.5358009338379","-20.3458003997803",NA,"árvore, flor alva, 12m altura","FLOR0036873",NA,NA,NA,"32198",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-04 15:43:57-03","IF","SPSF","12358","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe -Teixeira",NA,"W.S.Souza & L.S.Marconi",NA,"1988","04","09","América do Sul","Brasil","PR","Adrianópolis","parque das Lauráceas","-48.9911003112793","-24.6571998596191",NA,"COLETA: XLS: SPSFAntigo&nf;Floresta Ombrófila Densa.&nf;Árvore flores alvacentas e frutos negros.;",NA,NA,"J.B.Baitello","2000","49901",NA,NA,"auto","Magnoliopsida",NA,NA,NA,"05","16",NA,NA,NA
"83","2021-03-04 15:43:57-03","IF","SPSF","12332","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe -Teixeira",NA,"D.V.Toledo Filho",NA,"1986","10","08","América do Sul","Brasil","SP","Campinas","proximo ao predio do DEXTRU","-47.060001373291","-22.8999996185303",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"J.B.Baitello","2000","23900",NA,NA,"auto","Magnoliopsida",NA,NA,NA,"05","15",NA,NA,NA
"84","2021-03-04 15:43:57-03","IF","SPSF","50848","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"L.C.Bernacci et al.","2890","2000","11","10","América do Sul","Brasil","SP","Cotia","Caucaia do Alto","-46.9099998474121","-23.6000003814697",NA,"COLETA: Árvore 15 m, DAP de 26 cm, M34-3, Flores amarelas; GEOGRAFIA: Orquidário da Sra. Mioko, afloramentos rochosos presentes;",NA,NA,"J.B.Baitello","2016","23869",NA,NA,"auto","Magnoliopsida",NA,NA,NA,"08","17",NA,NA,NA
"85","2021-03-04 15:43:57-03","IF","SPSF","27995","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe -Teixeira",NA,"L.C.Bernacci & G.Durigan & G.F.Arbocz & E.Furlan","3017","2001","01","11","América do Sul","Brasil","SP","Cotia","Caucaia do Alto","-46.9099998474121","-23.6000003814697",NA,"COLETA: XLS: SPSFAntigo&nf;Interior de mata.&nf;Árvore 16m; frutos imaturos.;",NA,NA,NA,NA,"23869",NA,NA,"auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-04 15:43:57-03","IF","SPSF","46507","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe -Teixeira",NA,"R.S.Bianchini & L.Rossi & A.Rappini & E.A.Rodrigues & R.T.Shirasuma","834","1995","10","26","América do Sul","Brasil","SP","Embu-Guaçu",NA,"-46.810001373291","-23.8299999237061",NA,"COLETA: Árvore com 15m de altura, flores alvas.; GEOGRAFIA: Mata na confluência do Rib. Sta. Rita com o Rio Embu-Guaçu.;",NA,NA,"J.B.Baitello","2013","15311",NA,NA,"auto","Magnoliopsida",NA,NA,NA,"02","19",NA,NA,NA
"87","2021-03-04 15:43:57-03","IF","SPSF","45413","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe -Teixeira",NA,"N.M.Ivanauskas & R.B.Martins & R.S.Lima","6413","2011","10","26","América do Sul","Brasil","SP","Piracaia","Bairro Matão","-46.3499984741211","-23.0499992370605",NA,"COLETA: Árvore 9m; frutos jovens;",NA,NA,"J.B.Baitello","2011","26647",NA,NA,"auto","Magnoliopsida",NA,NA,NA,"10","30",NA,NA,NA
"88","2021-03-04 15:43:57-03","IF","SPSF","01478","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe -Teixeira",NA,"D.Amaro van Emelen","67",NA,NA,NA,"América do Sul","Brasil","SP","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"J.B.Baitello","2003","53584",NA,NA,"auto","Magnoliopsida",NA,NA,NA,"07","30",NA,NA,NA
"89","2021-03-04 15:43:57-03","IF","SPSF","15413","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe -Teixeira",NA,"G.A.D.C. Franco","1218","1992","10","29","América do Sul","Brasil","SP","São Paulo","bairro do Tremembé","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 10m, flores creme, perfumadas.;",NA,NA,"J.B.Baitello","2000","53584",NA,NA,"auto","Magnoliopsida",NA,NA,NA,"04","15",NA,NA,NA
"90","2021-03-04 15:43:57-03","IF","SPSF","49110","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"J.B.Baitello","2663","2014","10","08","América do Sul","Brasil","SP","São Paulo","Horto Florestal","-46.6300010681152","-23.5400009155273",NA,"COLETA: Árvore com 13m de altura; flores cor creme, abundantes e perfumadas.&nf;Nome Popular - Canela Amarela&nf;02 DUPLICATAS; GEOGRAFIA: Cultivada na Divisão de Dasonomia.;",NA,NA,"J.B.Baitello","2014","53584",NA,NA,"auto","Magnoliopsida",NA,NA,NA,"10","08",NA,NA,NA
"91","2021-03-04 15:43:57-03","IF","SPSF","08115","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe -Teixeira",NA,"O.Vecchi",NA,"1969","05","02","América do Sul","Brasil","SP","São Paulo","Horto Florestal","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"J.B.Baitello","1999","53584",NA,NA,"auto","Magnoliopsida",NA,NA,NA,"12","12",NA,NA,NA
"92","2021-03-04 15:43:57-03","IF","SPSF","00740","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe -Teixeira",NA,"D.Bento Pickel",NA,"1943","08","27","América do Sul","Brasil","SP","São Paulo","Horto Florestal","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"J.B.Baitello","2000","53584",NA,NA,"auto","Magnoliopsida",NA,NA,NA,"05","05",NA,NA,NA
"93","2021-03-04 15:43:57-03","IF","SPSF","01761","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe -Teixeira",NA,"D.Bento Pickel",NA,"1942","06","28","América do Sul","Brasil","SP","São Paulo","Horto Florestal, museu","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"J.B.Baitello","2000","53584",NA,NA,"auto","Magnoliopsida",NA,NA,NA,"04","15",NA,NA,NA
"94","2021-03-04 15:43:57-03","IF","SPSF","08149","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe -Teixeira",NA,"D.Gonzaga","989","1941","11","01","América do Sul","Brasil","SP","São Paulo","Horto Florestal, parque do museu","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo&nf;Flores em novembro.&nf;Nome popular: canela-parda;",NA,NA,"J.B.Baitello","1999","53584",NA,NA,"auto","Magnoliopsida",NA,NA,NA,"06","15",NA,NA,NA
"95","2021-03-04 15:43:57-03","IF","SPSF","24608","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe -Teixeira",NA,"J.V.Godoi & C.E.Lohlmann & M.Kawall","331","1992","10","09","América do Sul","Brasil","SP","São Paulo","margem leste do rio Pinheiros","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo&nf;Aterro Sanitario&nf;Árvoire 10m; flores cor creme.; GEOGRAFIA: aterro sanitario Santo Amaro, após a Usina de Piratininga.;",NA,NA,"J.B.Baitello","1999","53584",NA,NA,"auto","Magnoliopsida",NA,NA,NA,"07","30",NA,NA,NA
"96","2021-03-04 15:43:57-03","IF","SPSF","35034","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe -Teixeira",NA,"W.Hoehne","3642","1951","09","20","América do Sul","Brasil","SP","São Paulo","parque do Estado","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFNovo; nome vulgar: canela amarela;",NA,NA,"J.B.Baitello","2005","53584",NA,NA,"auto","Magnoliopsida",NA,NA,NA,"09","21",NA,NA,NA
"97","2021-03-04 15:43:57-03","IF","SPSF","08966","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe -Teixeira",NA,"W.Hoehne","1475","1944","09","19","América do Sul","Brasil","SP","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo&nf;Nomes populares: canela-parda; canela-amarela; GEOGRAFIA: Ex SPF;",NA,NA,"J.B.Baitello","2000","53584",NA,NA,"auto","Magnoliopsida",NA,NA,NA,"05","15",NA,NA,NA
"98","2021-03-04 15:43:57-03","IF","SPSF","26049","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe -Teixeira",NA,"B.Lopes",NA,"1999","11","04","América do Sul","Brasil","SP","São Paulo","parque estadual Alberto Loefgreen","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo&nf;Árvore de flores copr creme.&nf;Nome popular: canela amarela; GEOGRAFIA: Ao lado do Museu Florestal.;",NA,NA,"J.B.Baitello","1999","53584",NA,NA,"auto","Magnoliopsida",NA,NA,NA,"11","05",NA,NA,NA
"99","2021-03-04 15:43:57-03","IF","SPSF","49294","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe-Teix.",NA,"J.B.Baitello","2670","2015","01","14","América do Sul","Brasil","SP","São Paulo","Parque Estadual Alberto Löefgren","-46.6300010681152","-23.5400009155273",NA,"COLETA: árvore, 12m, frutos verdes.; GEOGRAFIA: Divisão de Dasonomia;",NA,NA,"J.B.Baitello","2015","53584",NA,NA,"auto","Magnoliopsida",NA,NA,NA,"01","14",NA,NA,NA
"100","2021-03-04 15:43:57-03","IF","SPSF","44994","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe -Teixeira",NA,"J.B.Baitello & O.T. Aguiar & P.L.R.Moraes & J.Rohwer","2559","2011","08","25","América do Sul","Brasil","SP","São Paulo","Parque Estadual Alberto Löefgren","-46.6300010681152","-23.5400009155273",NA,"COLETA: Árvore 7m altura; flores amarelo-esverdeadas.; GEOGRAFIA: Ao lado do Museu Florestal;",NA,NA,"J.B.Baitello","2011","53584",NA,NA,"auto","Magnoliopsida",NA,NA,NA,"08","25",NA,NA,NA
"101","2021-03-04 15:43:57-03","IF","SPSF","14576","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","barbellata","Nectandra barbellata","Coe -Teixeira",NA,"R.Esteves","35","1991","10","18","América do Sul","Brasil","SP","São Paulo","Parque Estadual do Instituto Florestal","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"J.B.Baitello","2000","53584",NA,NA,"auto","Magnoliopsida",NA,NA,NA,"04","15",NA,NA,NA
